,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,169,0,False,False,0,5178.526334713061,-19.3799991607666,36.209999084472656,95.29000091552734,-10759.100341796875,23171.99951171875,2261.3999938964844,-2442.100067138672,-1391.6999816894531,-1490.2999877929688,0.0,-0.023691634159494237,-0.02436096866799996,-0.04041319919080272,9074164143877586957,High_Tester_Vega,9.0,96.27999877929688,-206.82000732421875,49.15999984741211,-11909.3994140625,15738.699951171875,3536.6000366210938,-955.2999877929688,462.5,-1172.9000091552734,244.0,122.0,True,0.023125161925290526,2.1414516011412914,0.02984312593840499,True,False,False,0.0,False,4,,76561198081243327,GooseXRebound,10.0,3005.260009765625,-4056.050048828125,98.61000061035156,21195.50048828125,-8522.7001953125,-159.60000038146973,3670.1998901367188,4049.2999267578125,-618.1000137329102,254.0,255.0,,0.21043471175519587,1.5637931121640538,3.0332334448891247,True,255.0,False,3,False,4,,enpitsu,76561198039309853,27,155.66000366210938,3825.989990234375,17.049999237060547,2848.2000732421875,-8946.900024414062,2.5999999046325684,0.3999999910593033,-0.3999999910593033,2.0000000298023224,255.0,0.0,False,0.01665358061017659,-1.2622659508484904,-4.327833647757053e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-100.41999816894531,431.010009765625,65.5999984741211,2316.199951171875,-22722.7001953125,2685.8999633789062,4674.200134277344,176.20000839233398,-377.09999084472656,255.0,128.0,,0.1201522591781054,-1.5413593109872123,-0.000186146692729132,True,0.0,False,4,False,3,
1,170,0,False,True,1,5296.136674546383,51.41999816894531,-88.36000061035156,105.0999984741211,2618.599853515625,19018.699951171875,8330.499877929688,5150.4998779296875,1289.4000244140625,-2794.5001220703125,1.0,0.12439854507851425,0.14131134937763506,-0.2763901070672041,bf81d8692db,games5425898691,19.0,81.75,-245.60000610351562,84.97000122070312,-1559.1999816894531,17897.099609375,1625.5000305175781,-4245.899963378906,-2016.199951171875,2855.8999633789062,255.0,127.0,,-0.7835369387876392,1.5198872039424098,-0.0782800224622033,True,False,3,0.0,False,4,,76561198039309853,enpitsu,27.0,-155.66000366210938,-3825.989990234375,17.049999237060547,-2848.2000732421875,8946.900024414062,2.5999999046325684,-0.3999999910593033,0.3999999910593033,2.0000000298023224,255.0,0.0,False,-0.01665358061017659,1.2622659508484904,-4.327833647757053e-05,True,116.0,False,False,False,False,,GooseXRebound,76561198081243327,10,-3181.860107421875,4126.8701171875,97.30999755859375,-21196.10107421875,8480.599975585938,-153.80000114440918,-3668.2998657226562,-4039.2999267578125,-690.1999664306641,218.0,255.0,,0.18567163718511628,-1.492472272705503,-2.786789493593739,True,255.0,False,4,False,3,,High_Tester_Vega,9074164143877586957,9.0,6.929999828338623,84.9000015258789,77.31999969482422,17272.099609375,-14864.300537109375,3080.1998901367188,-1063.7000274658203,3197.0001220703125,-4236.400146484375,255.0,214.0,True,0.05878784176012817,-1.8830103288191584,0.016807425351147497,True,0.0,False,4,False,3,
2,432,9,False,False,0,4709.562336695222,-2379.22998046875,670.0999755859375,355.6000061035156,4445.199890136719,2031.9000244140625,2643.699951171875,-513.6000061035156,4476.000061035156,3962.39990234375,0.0,1.0179333677526197,-2.0614813739260662,-2.2490030327004775,9074164143877586957,High_Tester_Vega,8.0,-2289.60009765625,688.6099853515625,214.94000244140625,-18850.6005859375,9443.900146484375,2259.7000122070312,754.1000366210938,1.899999976158142,2737.5,128.0,174.0,,-0.2687467966137665,-3.10506530630681,-0.1159439168397887,True,False,4,209.0,False,6,,76561198081243327,GooseXRebound,9.0,-3542.389892578125,-1897.239990234375,16.989999771118164,1085.1000213623047,13238.1005859375,4.699999988079071,0.0,2.5999999046325684,-1908.2000732421875,213.0,0.0,False,0.009554484627404904,1.4702137021757649,-0.00034341200389352474,True,53.0,False,8,False,10,,enpitsu,76561198039309853,27,-2248.5,1095.0799560546875,93.13999938964844,-1785.2000427246094,-5528.699951171875,3188.9999389648438,2982.60009765625,-2976.0000610351562,-2271.3999938964844,128.0,0.0,False,0.016614143294883938,-0.809681178419199,0.04962781236390486,True,66.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,-1291.6600341796875,692.1199951171875,71.83999633789062,7084.4000244140625,21684.19921875,-1221.6999816894531,-2982.60009765625,1224.4000244140625,-19.299999475479126,255.0,128.0,,-0.7670337668205427,1.1872000671583567,-0.008597670423846472,True,181.0,False,10,False,10,
3,491,11,False,False,0,4112.242752586073,-1461.0999755859375,1066.77001953125,193.1300048828125,13328.499755859375,19910.0,-550.6000137329102,2827.60009765625,1949.9000549316406,4919.5001220703125,0.0,1.150918533566182,-1.7670416738963484,-2.345678101014115,76561198081243327,GooseXRebound,9.0,-1575.52001953125,889.4099731445312,197.8699951171875,13592.80029296875,13437.39990234375,717.6999664306641,-1985.5000305175781,4583.800048828125,-2301.199951171875,255.0,75.0,False,0.5519685042001164,0.4640422373974759,-0.045771810182690054,True,False,9,0.0,False,12,,9074164143877586957,High_Tester_Vega,8.0,-4018.7900390625,2245.830078125,338.8800048828125,137.2000026702881,5027.9998779296875,-2431.1000061035156,-452.20001220703125,-2745.5999755859375,-844.1000366210938,225.0,244.0,False,1.143263891008262,-2.755488953690543,-1.7187615492942934,True,209.0,False,4,False,6,,enpitsu,76561198039309853,27,-1709.2900390625,640.5499877929688,17.030000686645508,11766.700439453125,6662.60009765625,5.199999809265137,0.29999999329447746,0.5999999865889549,0.0,255.0,255.0,False,0.016712180995716922,0.5152326020342758,-5.442325006258824e-05,True,0.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,-690.010009765625,4007.68994140625,17.010000228881836,2681.9000244140625,1144.5999908447266,2.199999988079071,-0.09999999776482582,-1.0999999940395355,-1503.3999633789062,255.0,6.0,,0.00955761589206092,0.5222420485400482,-5.377285455903263e-05,True,181.0,False,10,False,10,
4,523,12,False,False,1,8362.133993604475,12.029999732971191,-3175.280029296875,99.47000122070312,-687.3999786376953,11454.3994140625,3311.9000244140625,2641.7001342773438,-612.0999908447266,-5352.19970703125,1.0,-0.3952554609847447,-0.10982012618132382,-1.676450770803795,bf81d8692db,games5425898691,19.0,-43.349998474121094,-3334.669921875,72.87999725341797,-10769.7998046875,12358.599853515625,1773.3000183105469,-3837.6998901367188,-2691.7001342773438,2876.7001342773438,255.0,128.0,,-0.6458145846914998,0.9192674560827981,0.0016964921719047922,True,False,11,158.0,False,12,,76561198039309853,enpitsu,27.0,1369.219970703125,-2128.739990234375,17.030000686645508,7562.19970703125,-11714.100341796875,5.099999904632568,0.5999999865889549,-1.0000000149011612,274.59999084472656,255.0,128.0,False,-0.01674557494835251,-2.1729602808365542,-0.00020864810448294633,False,0.0,False,2,False,2,,GooseXRebound,76561198081243327,9,111.16999816894531,-2249.199951171875,95.51000213623047,-12472.39990234375,-11601.800537109375,-3597.0001220703125,1575.3999328613281,1195.8999633789062,-1418.3000183105469,128.0,0.0,False,0.01505365932064173,-0.6169672493898803,0.08580149476709963,True,0.0,False,12,False,10,,High_Tester_Vega,9074164143877586957,8.0,3622.780029296875,-2671.64990234375,17.010000228881836,-8937.2998046875,1383.0000305175781,6.9999998807907104,-18.99999976158142,-8.999999761581421,-2478.6000061035156,255.0,4.0,False,-0.00901026842085626,0.19028237300057227,-0.0009303010176385621,True,209.0,False,6,False,4,
5,563,14,False,False,0,3646.5683596346817,76.27999877929688,1625.43994140625,122.5999984741211,-14606.700439453125,-4973.699951171875,3387.0999145507812,4218.699951171875,1501.4999389648438,-917.5,0.0,1.16584486412819,-1.7926222572344377,-1.0260500971880548,76561198081243327,GooseXRebound,10.0,311.760009765625,1656.9100341796875,40.47999954223633,-9586.599731445312,-7078.900146484375,3336.0000610351562,-417.59998321533203,-506.3999938964844,-2127.4000549316406,249.0,0.0,,0.01218286152564276,-2.606766745609601,0.007493960298138954,True,False,10,,False,14,,9074164143877586957,High_Tester_Vega,8.0,-1872.6800537109375,1072.52001953125,17.010000228881836,18591.600341796875,-9598.900146484375,1.899999976158142,0.09999999776482582,0.0,1325.0,255.0,157.0,,0.009559643552061707,-0.4387641973984719,6.281588302456672e-05,True,180.0,False,4,False,6,,enpitsu,76561198039309853,27,-2648.10009765625,3665.830078125,17.030000686645508,-10263.399658203125,9670.499877929688,5.099999904632568,-0.29999999329447746,0.29999999329447746,0.09999999776482582,255.0,0.0,True,0.016777385320908025,2.385959631957396,-3.604886559730416e-05,True,,False,2,False,2,,games5425898691,bf81d8692db,19.0,1381.239990234375,1592.300048828125,17.010000228881836,1379.2999267578125,-13535.799560546875,2.5,-1.0999999940395355,-0.3999999910593033,-2191.6000366210938,255.0,0.0,,0.00966908589778295,-1.5327271869809562,-4.4855346372286176e-05,True,158.0,False,12,False,12,
6,594,15,False,False,0,4114.295355034207,-1537.1600341796875,1075.969970703125,93.05999755859375,-11932.7001953125,-4664.800109863281,2316.999969482422,4255.0,-4143.500061035156,-851.6000366210938,0.0,0.0720200136607629,-1.2655402345567206,-0.5876030560718574,76561198081243327,GooseXRebound,10.0,-1220.8499755859375,1160.8900146484375,20.510000228881836,-13311.400146484375,-4220.5999755859375,-1625.0999450683594,-3719.2999267578125,454.59999084472656,-226.39999389648438,255.0,128.0,,0.07668514294896983,-2.780110357463653,-0.11965339892698454,True,False,12,,False,14,,9074164143877586957,High_Tester_Vega,8.0,-382.6499938964844,733.2999877929688,17.010000228881836,7304.89990234375,-8688.400268554688,2.0999999344348907,2.0999999344348907,-2.5999999046325684,-2067.100067138672,255.0,128.0,,0.0095131551012768,-0.9388994632066203,-4.531069834443602e-06,True,180.0,False,4,False,6,,enpitsu,76561198039309853,27,-2499.18994140625,4729.14990234375,17.040000915527344,12562.5,1321.4999389648438,4.600000083446503,-0.29999999329447746,0.0,-2341.9000244140625,255.0,0.0,False,0.016732461867307324,0.041485424813292045,2.8761898927068336e-05,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,382.95001220703125,1136.4599609375,17.010000228881836,-9315.800170898438,8967.000122070312,2.0000000298023224,-0.09999999776482582,0.29999999329447746,-526.1000061035156,255.0,128.0,,0.00957674938866826,2.3246176904992804,0.00024608443273501865,True,158.0,False,12,False,12,
7,618,16,False,False,0,4767.815109558014,-2556.090087890625,670.530029296875,105.79000091552734,-14395.699462890625,-5536.099853515625,565.6000137329102,1120.5999755859375,-1291.199951171875,-1644.1999816894531,0.0,-0.5455188736442965,-1.106789608645991,-1.482789161263016,76561198081243327,GooseXRebound,10.0,-2396.27001953125,687.989990234375,17.040000915527344,-12252.80029296875,-6003.699951171875,40.999999046325684,-523.3000183105469,1345.8000183105469,130.10000228881836,255.0,255.0,,-0.0023735217178904493,-2.694061384050702,-0.0007780662393073538,True,False,12,,False,14,,9074164143877586957,High_Tester_Vega,8.0,231.91000366210938,-264.4700012207031,17.010000228881836,7222.0001220703125,-11854.300537109375,1.899999976158142,0.0,0.19999999552965164,6.499999761581421,253.0,128.0,,0.00954002161882844,-1.0231844830867791,3.2585001172199396e-05,True,180.0,False,4,False,6,,enpitsu,76561198039309853,27,-1940.3299560546875,3913.580078125,17.040000915527344,-2016.6999816894531,-12902.80029296875,3.799999952316284,0.19999999552965164,1.0999999940395355,-62.10000038146973,255.0,0.0,False,0.016720426013405995,-1.7335862354352285,0.0001211271186059393,True,242.46972058409003,True,2,False,2,,games5425898691,bf81d8692db,19.0,-986.3400268554688,1499.47998046875,17.010000228881836,-19945.799560546875,542.9999923706055,-0.29999999329447746,-0.29999999329447746,-0.09999999776482582,0.7999999821186066,255.0,128.0,,0.009587245236970635,3.114503995057546,-1.6559325711114938e-05,True,95.32446464159152,True,12,False,12,
8,628,16,False,False,0,5118.680568915602,-3030.929931640625,487.79998779296875,95.16000366210938,-13499.000244140625,-5224.5001220703125,664.7000122070312,1820.8000183105469,-3344.2001342773438,-1644.1999816894531,0.0,-0.16863077216041758,-1.868165364508176,-0.9327463147623378,76561198081243327,GooseXRebound,10.0,-2737.050048828125,424.94000244140625,17.0,-9145.700073242188,-10336.400146484375,4.1999998688697815,-2.8999999165534973,7.799999713897705,-195.40000915527344,255.0,55.0,,0.010022277264339232,-2.254121188209637,-0.00021165621757910735,True,False,12,,False,14,,9074164143877586957,High_Tester_Vega,8.0,476.1400146484375,-664.0900268554688,17.010000228881836,7355.2001953125,-12026.800537109375,1.899999976158142,0.0,0.3999999910593033,0.0,179.0,128.0,,0.009539999305488434,-1.0219101820509657,3.866380056156127e-05,True,180.0,False,4,False,6,,enpitsu,76561198039309853,27,-2076.169921875,3449.550048828125,17.040000915527344,-7624.0997314453125,-13488.599853515625,4.000000059604645,-0.29999999329447746,-0.29999999329447746,-2018.3999633789062,0.0,128.0,False,0.01678273779360035,-2.1431316659597286,-4.7119743777196666e-05,True,232.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,-1668.8599853515625,1513.050048828125,17.010000228881836,-22993.9990234375,-520.9000015258789,-0.09999999776482582,0.0,0.0,1209.7000122070312,255.0,221.0,,0.009584353875436328,-3.0948839600975435,0.00020768976772246532,True,64.05195683817706,True,12,False,12,
9,659,17,False,False,0,5967.880764255896,-3982.699951171875,32.369998931884766,391.1400146484375,6284.7998046875,4865.10009765625,11483.800048828125,-2717.7999877929688,-986.5000152587891,-2669.2999267578125,0.0,-0.3467477317791163,-2.607537198734124,-0.8233643494121764,76561198081243327,GooseXRebound,9.0,-4067.6201171875,-79.55999755859375,176.88999938964844,-4544.100036621094,1072.5,12839.300537109375,808.7999725341797,5440.0,39.80000019073486,255.0,201.0,,-1.2259074859371117,2.9315845876593225,0.17936283751490692,True,False,12,233.0,False,14,,9074164143877586957,High_Tester_Vega,8.0,492.1099853515625,-1966.5,17.010000228881836,-11517.099609375,-6137.80029296875,2.199999988079071,0.0,0.0,-2310.800018310547,243.0,4.0,,0.009531671988659772,-2.7184130974901097,-1.0716547379295289e-05,True,180.0,False,4,False,6,,enpitsu,76561198039309853,27,-2403.260009765625,2963.429931640625,17.040000915527344,-1732.5999450683594,-3655.4000854492188,3.8999998569488525,-0.09999999776482582,0.0,0.0,255.0,255.0,False,0.016608710064239997,-2.0134372131162825,-6.7533615681100405e-06,True,232.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,-4076.030029296875,678.3499755859375,197.4199981689453,-4173.699951171875,-13667.099609375,14890.999755859375,1148.0000305175781,5280.30029296875,-1024.3000030517578,255.0,255.0,,-0.8484771984472114,-1.8241838042723215,-1.2110671712250187,True,27.137729139738184,True,12,False,12,
