,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,171,0,False,False,1,5180.949092545341,-119.05999755859375,59.459999084472656,147.58999633789062,-31981.4990234375,2711.6000366210938,12738.299560546875,2690.8999633789062,2415.0999450683594,4788.0999755859375,1.0,-0.1998608846781073,-0.044851713494177436,0.4921608871357633,2535427061764412,thepaintedwall,36.0,13.880000114440918,-16.809999465942383,86.05000305175781,-13463.900146484375,10653.299560546875,2684.4000244140625,3733.2998657226562,1066.9999694824219,3895.2999877929688,254.0,230.0,,0.304787154350262,0.7306796123521687,-0.07622904106821189,True,4,0.0,False,3,False,,bdfa8c675db,poohcheese3,5.0,-2325.669921875,-3970.340087890625,17.010000228881836,-13233.499755859375,-4885.10009765625,2.5999999046325684,0.5999999865889549,0.19999999552965164,-1.0000000149011612,255.0,128.0,False,-0.009597195700146027,-0.35344841744865774,5.3445368799071794e-05,True,False,False,0.0,False,False,,enpitsu,76561198039309853,27,3102.2099609375,4074.10009765625,17.049999237060547,1815.2000427246094,2497.2000122070312,3.0000001192092896,-0.5000000074505806,0.19999999552965164,0.0,255.0,128.0,,-0.01630762252245317,-0.9422624135930541,-5.832478871227502e-06,True,False,False,False,255.0,False,,games5425898691,bf81d8692db,16.0,-78.36000061035156,317.6099853515625,77.2699966430664,-2143.800048828125,-22709.3994140625,2797.2000122070312,4827.0001220703125,-2601.6000366210938,-425.29998779296875,255.0,113.0,,-0.487369831223029,-1.3471983103559864,0.11519475307896526,True,4,3,False,0.0,False,
1,329,5,False,False,1,4121.917440804985,2557.1298828125,1367.6199951171875,101.5999984741211,9240.499877929688,1074.1999816894531,4112.900085449219,-685.1000213623047,5892.7001953125,897.6000213623047,1.0,1.3672121375609607,-1.4643884764247252,-1.1211229556166893,bdfa8c675db,poohcheese3,5.0,2470.800048828125,1200.530029296875,113.56999969482422,13974.89990234375,18166.099853515625,1921.199951171875,-1644.2999267578125,196.10000610351562,200.59999465942383,255.0,193.0,,0.08672679221450667,2.3866537483836687,-0.009283503932030158,False,4,70.81054638021735,True,3,False,,2535427061764412,thepaintedwall,36.0,-4029.919921875,2009.97998046875,121.9000015258789,-1976.9000244140625,-14232.7001953125,1548.0999755859375,2901.099853515625,4397.300109863281,459.70001220703125,254.0,255.0,False,0.24058251940509146,-1.3727900091685155,-0.5978455604308904,True,8,8,255.0,False,False,,enpitsu,76561198039309853,27,1499.3399658203125,4445.9599609375,17.049999237060547,785.8999633789062,-585.4000091552734,3.100000023841858,1.5999999642372131,-0.19999999552965164,134.399995803833,0.0,128.0,False,-0.017283880566132295,-2.56430996304595,-0.00018544805036032594,True,False,False,False,255.0,False,,games5425898691,bf81d8692db,17.0,-380.94000244140625,4770.81982421875,16.989999771118164,10493.599853515625,6339.5001220703125,5.199999809265137,0.3999999910593033,0.3999999910593033,0.0,255.0,128.0,,-0.009542137378181265,2.5981227557053277,-5.745527457449432e-05,True,4,4,False,164.0,False,
2,404,8,False,False,1,2274.8801513519015,3141.56005859375,4775.93994140625,1167.4200439453125,-16740.400390625,14862.5,-2742.9000854492188,-2419.2999267578125,1788.699951171875,-4978.399963378906,1.0,1.1779806948067333,0.21493931345705397,-3.074737001168445,bdfa8c675db,poohcheese3,5.0,3325.929931640625,4644.9599609375,1214.77001953125,-19037.39990234375,5703.0999755859375,3848.3999633789062,-902.5,-3085.4000854492188,-2055.0999450683594,255.0,241.0,,0.044711781610653596,0.8502944920315618,-1.5785347011031112,False,6,70.0,False,5,False,,2535427061764412,thepaintedwall,36.0,-1275.800048828125,1261.6099853515625,17.020000457763672,7178.699951171875,14716.500244140625,-1.1999999731779099,-2.3999999463558197,-5.400000214576721,900.8000183105469,255.0,136.0,False,-0.00960459937852304,1.9798345705613187,-1.305718049059428e-05,True,8,8,223.67666225279532,True,False,,enpitsu,76561198039309853,27,-398.2699890136719,4940.52978515625,17.049999237060547,-2861.400146484375,485.49999237060547,3.1999999284744263,0.5000000074505806,0.09999999776482582,0.0,0.0,128.0,False,-0.016958912735141326,-2.9734313714839176,-3.789224118809943e-05,True,False,False,False,255.0,False,,games5425898691,bf81d8692db,17.0,-86.54000091552734,4950.60009765625,17.010000228881836,4076.7999267578125,836.3999938964844,2.8999999165534973,-0.0,0.5000000074505806,1680.0999450683594,255.0,248.0,,-0.00945064976113862,3.02442889921286,0.00020300684404283217,True,6,6,False,164.0,False,
3,441,9,False,False,0,10033.519816550972,-849.0900268554688,-4893.41015625,407.07000732421875,-17404.3994140625,9835.0,9159.199829101562,741.2999725341797,4866.000061035156,-3430.8999633789062,0.0,-1.1191234087412087,-2.5774873985303444,-2.3869763009047347,bf81d8692db,games5425898691,17.0,-656.780029296875,-4952.509765625,263.6499938964844,-12130.0,2922.39990234375,3593.9999389648438,-1607.7000427246094,-4349.599914550781,246.10000610351562,255.0,92.0,,-0.6140630919708864,3.0416063961112045,0.0009414245772639165,True,8,123.23330738980282,True,7,False,,76561198039309853,enpitsu,27.0,398.3299865722656,-4940.52001953125,17.049999237060547,-1857.7000427246094,315.3000068664551,3.1999999284744263,-0.29999999329447746,-0.3999999910593033,0.0,255.0,128.0,False,0.01681913869162022,2.9734315745673743,-2.6110454538500106e-05,True,False,False,255.0,False,False,,poohcheese3,bdfa8c675db,5,-929.2899780273438,-5102.990234375,1309.3699951171875,15353.900146484375,2.8999999165534973,-3356.199951171875,0.0,1981.300048828125,-0.09999999776482582,255.0,255.0,,0.2563467257354604,-0.00990656020661247,-1.5732922232041138,True,6,False,6,70.0,False,,thepaintedwall,2535427061764412,36.0,168.82000732421875,-3525.409912109375,17.020000457763672,-16702.7001953125,-10041.699829101562,1.899999976158142,0.0,0.0,-3113.800048828125,255.0,0.0,False,0.009580585038730362,-2.8433991072763853,-0.00011565907308711715,True,8,8,False,187.0,False,
4,521,12,False,False,0,7893.728059168464,-3007.909912109375,-2465.969970703125,265.6000061035156,-287.60000228881836,22071.79931640625,3407.6998901367188,3025.4998779296875,4146.099853515625,3107.2000122070312,0.0,-0.2709568753638567,-2.375325530937184,-1.5440554161285678,bf81d8692db,games5425898691,17.0,-2970.719970703125,-2705.14990234375,157.36000061035156,-2581.7999267578125,19846.700439453125,3169.2001342773438,-4697.699890136719,-2780.10009765625,-672.3000335693359,255.0,155.0,,0.2333135658179364,1.557391935326001,-0.3055100126166959,True,10,255.0,False,9,False,,76561198039309853,enpitsu,27.0,-28.1299991607666,-3957.68994140625,17.049999237060547,2740.8999633789062,-7817.7001953125,3.1999999284744263,0.3999999910593033,-1.2999999523162842,-33.69999885559082,0.0,128.0,False,0.016892837454124794,1.8991020421282332,0.00012235639132314308,True,False,False,255.0,False,False,,poohcheese3,bdfa8c675db,5,260.70001220703125,-5095.64990234375,16.65999984741211,1674.7999572753906,1717.2000122070312,47.60000228881836,-50.70000171661377,-89.79999542236328,1410.3999328613281,255.0,255.0,False,0.01206450404668299,0.7300259909599092,0.0014512137773868858,True,6,False,8,70.0,False,,thepaintedwall,2535427061764412,36.0,-2404.72998046875,-2160.260009765625,21.989999771118164,-15864.7998046875,-8502.19970703125,2998.5000610351562,7.300000190734863,3.3000001311302185,-1001.6000366210938,128.0,13.0,False,0.009640840839592728,-2.632575116746325,-0.000396190480653467,True,9,8,False,133.0,False,
5,587,15,True,True,0,3489.0978260571164,-2998.85009765625,2355.7900390625,124.12000274658203,15759.000244140625,14746.99951171875,3807.3001098632812,-2662.0999145507812,-4949.800109863281,-2100.399932861328,0.0,0.7901484074745965,-1.0839429738042579,-2.6926752660421496,bf81d8692db,games5425898691,17.0,-3177.75,2305.989990234375,16.989999771118164,12713.00048828125,16512.2998046875,4.4999998807907104,0.3999999910593033,0.3999999910593033,-1867.5,255.0,0.0,,0.009622440819869916,0.8519699450963505,-9.458664058521042e-05,True,10,170.8911656128463,True,10,False,,76561198039309853,enpitsu,27.0,-94.29000091552734,-1807.469970703125,17.049999237060547,-8469.89990234375,20541.99951171875,3.6000001430511475,0.5000000074505806,-1.1999999731779099,1779.2999267578125,255.0,255.0,,0.016787051309801106,2.012684279518583,0.0001813134149494586,True,False,False,140.0,False,False,,poohcheese3,bdfa8c675db,5,-117.48999786376953,-1852.8800048828125,137.05999755859375,-2617.5,16889.200439453125,-2741.0000610351562,-3214.2999267578125,-2048.5000610351562,-2107.4000549316406,255.0,128.0,,-0.8981683742845481,2.3268000934874817,0.19597157920981076,True,8,False,8,1.0,False,,thepaintedwall,2535427061764412,36.0,-4027.64990234375,-1053.06005859375,107.95999908447266,5634.5001220703125,20255.0,-7141.9000244140625,51.599998474121094,-3436.0000610351562,-297.5,255.0,53.0,False,0.33909986563349803,1.3077057613329044,0.8701424058143784,True,10,10,False,56.526460214327706,True,
6,896,17,False,False,1,5190.510889910831,-62.40999984741211,38.7400016784668,92.04000091552734,-12509.000244140625,8517.5,4418.399963378906,-3958.9999389648438,-2834.8001098632812,-3505.5999755859375,1.0,-0.07295664720238683,0.47183347866016623,0.17201084237228062,bdfa8c675db,poohcheese3,5.0,56.79999923706055,-82.48999786376953,86.61000061035156,-1283.5000610351562,3694.2999267578125,2192.7999877929688,3071.300048828125,-169.0999984741211,4559.4000244140625,255.0,95.0,,-0.19445541411758702,0.6979769547582644,0.3060897094206075,False,6,0.0,False,5,False,,2535427061764412,thepaintedwall,36.0,15.619999885559082,-2635.969970703125,16.899999618530273,101.99999809265137,12637.900390625,29.000000953674316,-1.899999976158142,0.19999999552965164,0.0,254.0,128.0,,-0.009429981806719235,1.5788908680112443,-1.5277833618813816e-05,True,4,4,146.0,False,False,,enpitsu,76561198039309853,27,-72.44000244140625,168.47000122070312,135.33999633789062,11659.300537109375,-19721.300048828125,659.4000244140625,5153.800048828125,-745.8999633789062,-1769.6000671386719,255.0,0.0,,-1.0076763625502534,-2.627190703070583,1.0960332980168261,True,2,False,1,0.0,False,,games5425898691,bf81d8692db,17.0,-2202.10009765625,3750.169921875,17.010000228881836,-18683.299560546875,9257.000122070312,2.5,0.5000000074505806,-0.29999999329447746,-2.5,255.0,128.0,,-0.009592426266434962,0.46038064005726514,5.1574884653594606e-05,True,False,False,False,0.0,False,
7,976,20,False,False,1,7686.1175471543065,-3960.7900390625,-817.1799926757812,279.9800109863281,25034.3994140625,-8352.5,3723.0999755859375,30.499999523162842,166.10000610351562,-5997.60009765625,1.0,-0.2807032487754691,2.9193225823225823,-0.8945519139494266,2535427061764412,thepaintedwall,36.0,-4079.1298828125,-918.3499755859375,219.42999267578125,48.69999885559082,603.4999847412109,3123.2000732421875,2074.4000244140625,2662.5,-3813.2998657226562,254.0,0.0,False,0.14792376988189507,1.5493362160259685,1.4336354224214645,True,6,0.0,False,4,False,,bdfa8c675db,poohcheese3,5.0,-1469.3299560546875,-915.9600219726562,114.26000213623047,-8427.80029296875,-13029.3994140625,-12.300000190734863,4771.7999267578125,-2730.5999755859375,151.30000114440918,255.0,128.0,False,0.9924011977996229,2.0484213339151065,3.0912420713589275,True,8,7,31.0,False,False,,enpitsu,76561198039309853,27,1812.0,92.05999755859375,104.38999938964844,16753.199462890625,488.3000183105469,2259.1000366210938,-161.00000381469727,5497.60009765625,0.0,0.0,128.0,,0.8634480849452478,-0.029286114304322455,9.258344161697452e-06,True,4,False,3,31.0,False,,games5425898691,bf81d8692db,17.0,-4080.14990234375,-647.6799926757812,279.20001220703125,165.0,-18323.1005859375,-9687.60009765625,-1168.499984741211,-363.1999969482422,154.79999542236328,255.0,255.0,,-0.4435329002329155,-1.5944600975889514,-1.4932077109815025,True,False,False,False,135.27122555753238,True,
8,1089,24,False,False,0,3426.845659434428,-3971.199951171875,3627.909912109375,411.8699951171875,10508.1005859375,22271.0009765625,3401.199951171875,1359.1000366210938,-4822.200012207031,-3301.199951171875,0.0,-0.2420135986171315,2.40407325119696,2.0836339677181486,76561198039309853,enpitsu,26.0,-4078.93994140625,3348.929931640625,444.25,1.899999976158142,18895.899658203125,-1632.4000549316406,-82.39999771118164,-1.0000000149011612,0.0,255.0,0.0,,0.0813474848560873,1.5876187888390698,1.5722825732607428,True,4,130.0,False,4,False,,bf81d8692db,games5425898691,17.0,658.02001953125,2507.830078125,17.010000228881836,9366.400146484375,10405.999755859375,2.8999999165534973,-0.5999999865889549,-0.7999999821186066,2052.100067138672,255.0,255.0,,0.009585127569734968,0.8865043933011711,0.00012542820594607876,True,4,4,138.0,False,False,,poohcheese3,bdfa8c675db,5,-626.5,4742.7099609375,17.010000228881836,-18970.999755859375,5158.3001708984375,2.800000011920929,-0.5000000074505806,0.0,-1658.2000732421875,255.0,14.0,False,0.009582864064728035,2.8394254772321377,-0.0001765421084399904,True,8,False,8,205.0,False,,thepaintedwall,2535427061764412,36.0,-367.4700012207031,3192.840087890625,17.010000228881836,-17231.8994140625,3369.8001098632812,3.100000023841858,1.4000000059604645,-0.5999999865889549,1.4000000059604645,255.0,128.0,,0.009564010254859479,2.9486699402748258,8.811377198450677e-05,True,8,6,False,,False,
9,1121,25,False,False,1,10121.776672661505,2304.409912109375,-4883.31005859375,399.2099914550781,14071.700439453125,27778.701171875,2018.699951171875,-880.0,-460.2000045776367,5917.19970703125,1.0,-0.7097616075178181,-1.1977386316112832,1.3691328708684818,bdfa8c675db,poohcheese3,5.0,2145.06005859375,-5057.6201171875,340.5199890136719,13404.7998046875,7900.8001708984375,4735.199890136719,1080.5999755859375,-363.4000015258789,-4255.5999755859375,255.0,250.0,False,0.3613707382865207,-3.064590733163344,-1.5585678457123018,True,10,171.0,False,9,False,,2535427061764412,thepaintedwall,36.0,2274.27001953125,-3604.330078125,17.010000228881836,18683.499755859375,-7608.699951171875,2.3000000417232513,-2.5999999046325684,1.0999999940395355,-1009.8000335693359,255.0,0.0,,-0.009603905039953934,-2.723334020862479,6.29473193791668e-05,True,8,6,7.0,False,False,,enpitsu,76561198039309853,27,2784.56005859375,-4020.300048828125,17.040000915527344,-18766.8994140625,-1598.6000061035156,4.4999998807907104,3.6000001430511475,-0.7999999821186066,1024.000015258789,128.0,0.0,,-0.01673828920733008,-0.15106717234518224,-0.0001994791751738062,True,4,False,4,239.0,False,,games5425898691,bf81d8692db,17.0,-625.52001953125,-3867.139892578125,17.010000228881836,8737.39990234375,-5604.69970703125,2.8999999165534973,-0.0,-0.9000000357627869,2286.3999938964844,255.0,255.0,,-0.009613909496544918,-2.6234926553265163,-8.358994508148824e-06,True,4,4,False,168.0,False,
