,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,shot_taker_handbrake
0,174,0.0,False,True,1,5191.364263165941,-1.2400000095367432,26.760000228881836,96.3499984741211,-2495.2999877929688,21980.30029296875,3393.699951171875,5666.5997314453125,-727.9000091552734,1832.7000427246094,1.0,-0.01796434565422588,-0.03829787333027811,-0.12127628502888534,bf81d8692db,games5425898691,21.0,31.709999084472656,-201.52000427246094,82.0999984741211,3627.6998901367188,22541.79931640625,2125.500030517578,-5495.3997802734375,-41.30000114440918,-219.20000076293945,128.0,148.0,-0.6995023763220313,1.6794115861799033,-0.11364792900042772,True,31.0,False,False,3,4,,76561198039309853,enpitsu,27.0,78.72000122070312,-3271.35009765625,17.049999237060547,-755.9999847412109,9847.899780273438,3.1999999284744263,-0.0,-1.2999999523162842,-86.00000381469727,255.0,128.0,,-0.016690170593165923,1.5045489686493505,0.0001408276264842073,True,False,85.0,False,False,False,,StayVodka,76561198832278491,5,17.610000610351562,594.4500122070312,103.3499984741211,-3083.9999389648438,-20725.50048828125,949.1999816894531,4022.0999145507812,-3700.10009765625,617.2999954223633,255.0,225.0,True,-0.5927753300420185,-3.138485615792804,2.499658037433641,True,3,4,9.038425727557113,True,False,,peezy v2,b29685c034b,4.0,2048.0,2560.0,17.010000228881836,-0.0,-0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,113.0,,-0.009552613894084325,-0.7854089554748602,1.534134422157188e-05,True,False,False,False,85.0,False,,
1,176,0.0,False,False,0,5400.784015283492,45.81999969482422,-178.02999877929688,160.2100067138672,15115.999755859375,14260.899658203125,10409.200439453125,5181.5997314453125,1794.7000122070312,-2435.0999450683594,0.0,0.11775659001255823,0.32060907218521156,-0.3271900848799048,76561198832278491,StayVodka,5.0,26.270000457763672,-281.5199890136719,101.95999908447266,4285.4998779296875,9697.19970703125,-949.3000030517578,-2055.500030517578,3404.7000122070312,-3798.900146484375,255.0,218.0,-0.3736253730403108,3.1338151956408895,-3.023270195330346,True,2.8297373863958573,True,False,3,4,,b29685c034b,peezy v2,4.0,-2048.0,-2560.0,17.010000228881836,0.0,0.0,2.7000001072883606,-0.3999999910593033,0.19999999552965164,0.0,,4.0,,0.009552613894084325,0.7854089554748602,1.534134422157188e-05,True,False,85.0,False,False,False,,enpitsu,76561198039309853,27,-72.87000274658203,3187.070068359375,17.049999237060547,677.5,-10322.099609375,3.1999999284744263,0.0,1.0000000149011612,-22.40000009536743,255.0,255.0,,0.01669874339903585,-1.5082323969057168,8.744824998490235e-05,True,False,False,85.0,False,False,,games5425898691,bf81d8692db,21.0,-60.790000915527344,24.920000076293945,93.05000305175781,-3460.4000854492188,-20853.30078125,166.70000076293945,5417.7001953125,939.7000122070312,122.5,128.0,182.0,,1.2980229073548832,-1.9610221194664839,-0.5683099306896829,True,3,False,4,31.0,False,,True
2,351,6.0,False,False,1,10039.10993752119,-1753.9200439453125,-4543.06005859375,94.79000091552734,-580.0,11157.19970703125,2952.6998901367188,-498.1999969482422,5348.699951171875,-2672.39990234375,1.0,-0.7879152068980076,-0.501622114618533,-0.16899341769381926,76561198039309853,enpitsu,27.0,-1687.2099609375,-4668.1298828125,16.59000015258789,-2899.4000244140625,5844.2999267578125,-111.89999580383301,65.3000020980835,60.79999923706055,176.20000839233398,255.0,0.0,-0.011596779970264495,1.1058106319905612,-0.003016897735561521,True,255.0,False,False,False,False,,bf81d8692db,games5425898691,21.0,1057.1099853515625,-5045.47998046875,33.83000183105469,-21385.0,-1355.0999450683594,-782.3999786376953,-1226.9999694824219,-809.8999786376953,-824.4999694824219,255.0,65.0,,-0.09109807067750421,-0.08465857144920624,0.645900129979173,True,6,255.0,False,6,False,,StayVodka,76561198832278491,5,-3236.260009765625,-2843.6201171875,17.030000686645508,8080.8001708984375,-505.8000183105469,0.5000000074505806,-0.0,-0.0,2500.8999633789062,255.0,255.0,,-0.009512532550607343,-3.1066590099380673,1.094229623066023e-06,True,6,6,233.0,False,False,,peezy v2,b29685c034b,5.0,-2791.56005859375,3584.85009765625,17.010000228881836,1972.8999328613281,-11738.499755859375,2.8999999165534973,-0.3999999910593033,2.5,-1779.4999694824219,255.0,77.0,,-0.009560464025960403,-1.7152669679603287,-8.84296595566438e-05,True,False,4,4,255.0,False,,False
3,376,7.0,False,False,1,9064.375955323203,-1804.93994140625,-3512.6201171875,96.83000183105469,216.5999984741211,9358.200073242188,1606.4999389648438,-4416.600036621094,3127.0999145507812,-2591.0000610351562,1.0,-1.0347078870569861,-1.6295755358986077,0.7850979914700191,76561198039309853,enpitsu,27.0,-1782.31005859375,-3669.919921875,17.059999465942383,-1975.2000427246094,15752.60009765625,-3.3000001311302185,0.19999999552965164,-1.4000000059604645,553.6000061035156,255.0,128.0,-0.016793540938944432,1.4037233012650605,-0.0003165012790517728,True,199.13280002788832,True,False,False,False,,bf81d8692db,games5425898691,21.0,-392.5199890136719,-4822.169921875,17.010000228881836,-2238.5000610351562,720.5000305175781,2.7000001072883606,-0.09999999776482582,-0.29999999329447746,-0.09999999776482582,0.0,128.0,,-0.00991157530913429,0.3116543519525877,-7.354042175476263e-07,True,6,255.0,False,6,False,,StayVodka,76561198832278491,5,-2814.919921875,-2111.7900390625,17.030000686645508,986.9999694824219,13485.50048828125,-3.0000001192092896,-0.29999999329447746,-1.5000000596046448,-1136.1000061035156,255.0,28.0,,-0.009551643891371565,1.6485241691553367,-0.00019579316277751042,True,6,6,214.25971613391755,True,False,,peezy v2,b29685c034b,5.0,-2696.429931640625,2369.31005859375,17.010000228881836,4379.800109863281,-13187.80029296875,2.5999999046325684,0.7999999821186066,-3.0000001192092896,718.8999938964844,255.0,164.0,,-0.009582970434801653,-1.8915757165746905,5.097421414397955e-05,True,False,4,4,255.0,False,,False
4,399,8.0,False,False,1,7662.4783140667905,-1841.4000244140625,-2016.8299560546875,178.2100067138672,404.00001525878906,24417.7001953125,2989.4000244140625,754.8999786376953,1958.699951171875,-19.40000057220459,1.0,1.2661094623727969,0.8093556940416474,-0.7812507254926362,76561198039309853,enpitsu,27.0,-1845.1199951171875,-2229.989990234375,77.86000061035156,7.699999809265137,20942.900390625,4076.400146484375,-1449.1999816894531,71.79999828338623,-1058.499984741211,255.0,128.0,-0.1073467634231201,1.6989717403530749,-0.006512834491834377,True,181.78139342287534,True,False,1,2,,bf81d8692db,games5425898691,21.0,-65.80999755859375,-4927.43994140625,17.010000228881836,7913.3001708984375,-2549.199981689453,2.7000001072883606,0.3999999910593033,0.5999999865889549,0.0,0.0,128.0,,-0.00971971375558969,0.311654057600349,2.9407628659998145e-05,True,6,255.0,False,6,False,,StayVodka,76561198832278491,5,-2233.89990234375,-1205.97998046875,17.030000686645508,8061.400146484375,7549.69970703125,0.29999999329447746,1.5000000596046448,-1.0000000149011612,1219.1000366210938,164.0,237.0,,-0.009854541842493708,2.394467261913477,0.0002411350172987062,True,6,6,200.00566036726838,True,False,,peezy v2,b29685c034b,5.0,-1996.489990234375,1521.5400390625,17.010000228881836,13331.800537109375,-2682.5,2.8999999165534973,-0.19999999552965164,-0.0,2232.5999450683594,255.0,255.0,,-0.009577161503627191,-3.010841143984905,3.797569084047787e-05,True,False,4,4,255.0,False,,False
5,427,9.0,False,False,0,6203.166112931357,1800.719970703125,-446.32000732421875,140.97999572753906,2120.500030517578,-22863.60107421875,-34.60000038146973,750.1000213623047,333.3000183105469,-615.0,0.0,0.2816017124429554,2.888976130225243,1.9542999330910091,76561198832278491,StayVodka,5.0,1726.18994140625,-318.7900085449219,17.030000686645508,-1011.3999938964844,-20986.59912109375,-3.1999999284744263,0.0,-0.3999999910593033,4.000000059604645,255.0,128.0,0.009599998591603662,-1.618414222352884,-2.255658219843826e-05,True,141.33117413777174,True,False,6,6,,b29685c034b,peezy v2,5.0,1028.699951171875,-2326.840087890625,17.010000228881836,-6060.9002685546875,-12613.900146484375,2.5999999046325684,-0.19999999552965164,-0.7999999821186066,7.599999904632568,253.0,128.0,,0.009566789567642153,-2.017498524185629,-7.624037922978989e-05,True,False,255.0,False,4,4,,enpitsu,76561198039309853,27,1754.6400146484375,-171.4600067138672,97.4000015258789,-936.5000152587891,-22815.10009765625,-2096.4999389648438,2194.4000244140625,-247.09999084472656,-376.30001068115234,128.0,128.0,False,0.02895615330921252,-1.6881426437412943,-0.1693483105602458,True,2,2,182.0,False,False,,games5425898691,bf81d8692db,21.0,-60.88999938964844,4887.10986328125,17.010000228881836,4363.599853515625,-4911.300048828125,2.5999999046325684,1.8000000715255737,-2.0999999344348907,-577.9999923706055,255.0,125.0,,0.009510505754015743,-0.8632522455049426,8.015491555095472e-05,True,6,False,6,255.0,False,,
6,438,9.0,False,False,0,7046.994990857411,1884.75,-1335.1500244140625,92.4800033569336,6301.300048828125,-20722.60009765625,1990.0999450683594,3416.4999389648438,1039.4000244140625,-296.9000053405762,0.0,0.03188779402116794,2.6109134775823266,1.7145658428421495,76561198832278491,StayVodka,5.0,1733.5,-1239.5899658203125,16.969999313354492,3672.9000854492188,-22704.7998046875,5.299999713897705,0.7000000029802322,-1.5000000596046448,1408.699951171875,255.0,255.0,0.009571421158656735,-1.3708026098901571,5.552365281439783e-05,True,112.0,False,False,6,6,,b29685c034b,peezy v2,5.0,809.1199951171875,-2857.800048828125,17.010000228881836,-4726.700134277344,-13283.399658203125,2.5999999046325684,0.0,0.0,15.90000033378601,254.0,128.0,,0.009593885872310484,-1.9103651764384266,-2.6915561317680476e-05,True,False,255.0,False,4,4,,enpitsu,76561198039309853,27,1699.4599609375,-905.530029296875,16.649999618530273,-5976.300048828125,-21343.798828125,-769.4999694824219,-1683.0000305175781,596.1999893188477,-1940.2000427246094,255.0,255.0,False,0.033109883866416154,-2.0252079184277694,0.005352884307327669,True,2,2,160.11003013323713,True,False,,games5425898691,bf81d8692db,21.0,91.4000015258789,4578.0498046875,17.010000228881836,2666.099853515625,-9181.799926757812,2.7000001072883606,0.0,0.19999999552965164,-363.6000061035156,255.0,98.0,,0.009525926323048491,-1.3088178278944071,0.00012376461025404963,True,6,False,6,255.0,False,,
7,467,10.0,False,False,0,9377.617325360436,3036.530029296875,-3373.219970703125,96.08000183105469,10213.900146484375,-17228.399658203125,1833.8999938964844,5704.2999267578125,1629.4999694824219,897.0999908447266,0.0,0.910953646297492,2.9543160443447047,-1.9291036502529229,76561198832278491,StayVodka,5.0,2723.280029296875,-3323.050048828125,17.020000457763672,7840.9002685546875,-20406.099853515625,1.4000000059604645,-0.19999999552965164,0.5000000074505806,-0.9000000357627869,232.0,128.0,0.009603220013086026,-1.2040923088399154,5.816387025199355e-05,True,112.0,False,False,6,6,,b29685c034b,peezy v2,5.0,-177.8300018310547,-3730.330078125,17.010000228881836,-11353.599853515625,-6027.19970703125,2.8999999165534973,0.0,0.09999999776482582,2867.2000122070312,255.0,255.0,True,0.009569314949932357,-2.150584761987848,5.149155136079912e-05,True,False,255.0,False,4,4,,enpitsu,76561198039309853,27,2274.800048828125,-3129.47998046875,17.040000915527344,11839.89990234375,-19320.30029296875,4.300000071525574,0.7000000029802322,-1.5000000596046448,-708.1999969482422,255.0,255.0,False,0.016781019578366117,-1.0749452828998871,0.00017898531811881162,True,2,2,112.0,False,False,,games5425898691,bf81d8692db,21.0,68.3499984741211,3068.590087890625,108.91000366210938,-731.2000274658203,-16683.599853515625,-96.99999809265137,5495.7000732421875,-175.79999923706055,127.70000457763672,255.0,128.0,,-0.9400985682543742,1.5705892589867467,3.1022108566905637,True,7,False,8,254.0,False,,
8,489,11.0,False,False,0,10503.511495569339,3546.949951171875,-4377.56005859375,402.489990234375,1045.2999877929688,10379.89990234375,10739.89990234375,-3103.900146484375,4577.39990234375,2326.4999389648438,0.0,0.1985172890274893,-1.6908427610158483,-0.16697035746992972,76561198832278491,StayVodka,5.0,3515.280029296875,-4529.9599609375,405.8900146484375,3642.5,3885.7000732421875,16756.300048828125,-300.6999969482422,1249.8999786376953,1479.2999267578125,255.0,255.0,-1.19335058722561,0.8006814238504953,-1.5893965908711258,True,77.51944940320907,True,False,6,6,,b29685c034b,peezy v2,5.0,-264.7900085449219,-4105.0,17.010000228881836,7051.6998291015625,-100.50000190734863,3.0000001192092896,0.29999999329447746,0.0,2462.5999450683594,255.0,244.0,False,0.00950022960178746,-0.003436679995831799,-3.250935988056506e-05,True,False,255.0,False,4,4,,enpitsu,76561198039309853,27,3544.97998046875,-4157.31982421875,18.219999313354492,19480.799560546875,-9587.899780273438,736.2999725341797,-1316.4999389648438,-1724.1999816894531,46.19999885559082,255.0,128.0,False,-0.019200651182868924,-0.4599367303158171,-0.020500558591999257,True,2,2,112.0,False,False,,games5425898691,bf81d8692db,21.0,76.26000213623047,1693.699951171875,16.93000030517578,4953.999938964844,-15690.899658203125,23.599998950958252,-6.000000238418579,0.0,1945.0,255.0,255.0,,0.009918360679660463,-1.2053893756509648,0.00011015580817073188,True,8,False,8,255.0,False,,
9,585,14.0,False,False,0,7749.207468710567,3885.159912109375,-958.4199829101562,147.25,-8649.500122070312,3855.5999755859375,-4654.700012207031,-911.6000366210938,3652.7999877929688,4059.89990234375,0.0,-0.20209169231371907,-0.5842903693155519,-1.8886600778533462,76561198832278491,StayVodka,5.0,3956.89990234375,-874.3800048828125,44.59000015258789,-10674.300537109375,13203.399658203125,-7194.1998291015625,2981.7999267578125,3036.400146484375,3483.9999389648438,255.0,255.0,0.34023423644460454,2.361219029889907,-0.40668729586754443,True,14.545686021927866,True,False,6,6,,b29685c034b,peezy v2,5.0,3158.56005859375,-1979.52001953125,17.010000228881836,9271.699829101562,-7489.2999267578125,3.100000023841858,0.0,0.09999999776482582,-2388.000030517578,255.0,0.0,False,0.009536218787160329,-0.7481086649180735,6.429186328960885e-06,True,False,255.0,False,4,4,,enpitsu,76561198039309853,27,3757.02001953125,351.8399963378906,17.049999237060547,-1427.2000122070312,19404.89990234375,3.1999999284744263,-2.0999999344348907,-5.099999904632568,-16.90000057220459,255.0,128.0,,0.016662306239016766,1.6422261955095436,0.0003128222219114783,,2,2,53.0,False,False,,games5425898691,bf81d8692db,21.0,3740.530029296875,-553.9600219726562,162.33999633789062,3693.5000610351562,-22491.99951171875,1212.699966430664,5037.60009765625,-2092.5,702.3999786376953,255.0,74.0,,0.17930753387347917,-1.491634897949147,0.28913261137729634,True,9,False,10,208.0578153107756,True,,
