,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
31,2762,84,False,False,0,5461.012721757931,3685.6201171875,2168.22998046875,159.24000549316406,5202.7001953125,31770.10009765625,-5207.60009765625,-1966.6000366210938,1992.2999572753906,1258.0000305175781,0.0,-0.8037096829337723,0.31142116996889224,1.6465517028569772,76561198039309853,enpitsu,26.0,3773.469970703125,2030.6500244140625,17.040000915527344,-863.7999725341797,-17237.2998046875,4.399999976158142,0.29999999329447746,-0.29999999329447746,-334.59999084472656,255.0,128.0,False,0.01683398704400972,-1.6493003781782358,0.00014060889727039776,True,14,14,239.0,False,False,,bf81d8692db,games5425898691,17.0,3645.449951171875,1872.5799560546875,164.57000732421875,3693.699951171875,22694.89990234375,544.1999816894531,-5476.6998291015625,503.8999938964844,-41.90000057220459,255.0,179.0,,0.15722270215579906,1.4778193307050316,-0.020606505018072173,True,18,False,151.46532466847412,True,17,,LastOfKhyira,b4e6564961b,4,1643.5999755859375,3277.949951171875,17.010000228881836,8220.499877929688,8469.199829101562,3.1999999284744263,-0.19999999552965164,-0.3999999910593033,2733.800048828125,255.0,255.0,False,0.009561293084076059,0.9280495980649225,-4.705937457322837e-05,True,138.0,False,18,4,14,,worryinglywashed,b682192fbcb,7.0,3964.5400390625,2330.699951171875,59.83000183105469,-5811.5997314453125,-22236.0009765625,-256.299991607666,1086.3999938964844,1704.9000549316406,-1020.5000305175781,255.0,0.0,False,0.14268369410362666,-1.7765660496878746,0.5630261754085096,True,18,4,23,21.682107425505116,True,
32,2824,87,False,False,1,10476.884687216298,-1648.219970703125,-5023.27001953125,497.760009765625,-13641.300048828125,3449.4000244140625,6518.499755859375,2703.900146484375,918.7000274658203,5276.7999267578125,1.0,-0.5102918089327078,-2.23885627801982,-0.7568778535560834,b4e6564961b,LastOfKhyira,4.0,-1502.780029296875,-4940.18017578125,395.8500061035156,-9139.299926757812,10120.999755859375,5331.9000244140625,-2981.7001342773438,770.1000213623047,4556.9000244140625,255.0,106.0,True,0.6021306459892691,-0.3753802235918544,2.0509642670747583,True,20,15,97.27622369540637,True,4,,b682192fbcb,worryinglywashed,7.0,-758.260009765625,-504.7200012207031,17.0,12825.30029296875,-13104.599609375,4.099999964237213,0.5000000074505806,-0.19999999552965164,-1960.5000305175781,255.0,0.0,False,-0.009576865305228536,-2.2760345774786295,-4.462623480323565e-05,True,24,4,0.0,False,20,,enpitsu,76561198039309853,26,,,,,,,,,,,,,,,,True,,,,,,,games5425898691,bf81d8692db,17.0,-1700.8499755859375,-4612.10986328125,17.0,22341.298828125,-2085.8999633789062,4.099999964237213,1.7000000178813934,0.5000000074505806,-1710.8000183105469,128.0,28.0,,-0.009586059894739022,-2.9877350494463424,-9.501541445299324e-05,True,18,False,18,51.0,False,
33,2953,91,False,False,1,8581.038685848544,-3845.2900390625,-2012.22998046875,96.43000030517578,3460.1998901367188,5011.600036621094,800.4000091552734,-4007.0999145507812,2894.5999145507812,3400.5999755859375,1.0,-0.5372526370392908,0.47159808965195826,1.1581409111271588,b682192fbcb,worryinglywashed,8.0,-3804.77001953125,-2202.300048828125,45.540000915527344,-4674.200134277344,20044.7998046875,3095.1998901367188,-303.29999923706055,-69.89999771118164,1261.2000274658203,255.0,167.0,False,-0.01564254899864017,1.283021251357635,0.0007400362174310582,True,26,20,0.0,False,4,,b4e6564961b,LastOfKhyira,4.0,-1526.31005859375,-2190.18994140625,17.020000457763672,11166.600341796875,3948.800048828125,2.0000000298023224,-0.3999999910593033,-0.29999999329447746,2926.9000244140625,255.0,255.0,False,-0.009563368072686857,2.6476542500683427,2.0262498946945667e-06,True,20,4,100.0,False,16,,enpitsu,76561198039309853,26,-3166.02001953125,2099.47998046875,17.059999465942383,0.19999999552965164,3.3000001311302185,1.899999976158142,-0.5999999865889549,-0.0,0.0,255.0,128.0,,-0.016924045801557853,-1.5039461364494833,-1.0604587187023127e-06,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,16.0,-2799.22998046875,1287.989990234375,16.989999771118164,13853.900146484375,11025.10009765625,5.299999713897705,-1.5000000596046448,-1.4000000059604645,1738.800048828125,255.0,255.0,,-0.00959630409808837,2.4301091455561235,0.00021024291951084138,True,20,False,20,255.0,False,
34,2989,93,False,False,0,8013.8461756468405,3937.929931640625,-1251.780029296875,129.5800018310547,5848.4002685546875,10897.19970703125,11008.900146484375,-2792.39990234375,4185.10009765625,-3268.9999389648438,0.0,-0.472425255703785,-0.3259656406322921,1.3605601548068074,76561198039309853,enpitsu,27.0,3817.820068359375,-1425.72998046875,98.33000183105469,10940.10009765625,9019.600219726562,3086.9000244140625,-258.700008392334,324.50000762939453,292.00000762939453,255.0,255.0,,0.025389644735175635,0.6913247683095697,0.00014653016421248567,True,2,False,201.0,False,False,,bf81d8692db,games5425898691,16.0,2998.409912109375,-2967.409912109375,16.989999771118164,6166.6998291015625,-12630.400390625,5.199999809265137,1.899999976158142,-4.300000071525574,-1081.9999694824219,255.0,128.0,,0.009589923191788084,-1.1625456966830354,-3.2720069877235276e-05,True,20,False,255.0,False,20,,LastOfKhyira,b4e6564961b,4,998.1199951171875,836.6699829101562,17.020000457763672,-7285.3997802734375,-11193.699951171875,1.4000000059604645,0.29999999329447746,0.7999999821186066,-4.799999892711639,255.0,128.0,False,0.009588231594243126,-2.148560257478835,7.145772548673939e-05,True,100.0,False,20,4,16,,worryinglywashed,b682192fbcb,8.0,4032.840087890625,-446.3500061035156,118.05999755859375,245.9000015258789,-20647.7001953125,547.7000045776367,-1113.8999938964844,29.500000476837158,649.8999786376953,255.0,255.0,False,-0.038944574970874626,-1.5238904379631182,0.9545972232891774,True,22,4,26,0.0,False,
35,2995,93,False,False,1,6340.662770330071,-3943.090087890625,1042.780029296875,369.25,16655.6005859375,3288.599853515625,13500.50048828125,2349.7999572753906,-569.0000152587891,-5491.300048828125,1.0,0.014105145061215714,1.2189402483160163,0.3497540111052393,b682192fbcb,worryinglywashed,8.0,-4070.969970703125,922.5999755859375,200.86000061035156,-2027.7000427246094,18115.799560546875,6809.1998291015625,1874.6000671386719,3353.9999389648438,-6.800000071525574,255.0,255.0,False,0.4640351905813523,1.4542359580781379,1.2779508813515024,True,26,22,0.0,False,4,,b4e6564961b,LastOfKhyira,4.0,-772.5399780273438,-573.3400268554688,17.020000457763672,10546.99951171875,8520.30029296875,1.4000000059604645,4.4999998807907104,3.6000001430511475,-1291.1000061035156,255.0,128.0,False,-0.009561802753130044,2.527860158197009,2.487460108160071e-05,True,20,4,100.0,False,16,,enpitsu,76561198039309853,26,-4028.330078125,1293.280029296875,151.4600067138672,-1362.7999877929688,-4012.5,2968.5000610351562,1460.2999877929688,4988.800048828125,354.1999816894531,255.0,128.0,,0.2433811088116092,-1.4223817895611546,-0.04460190163314571,True,201.0,False,2,False,False,,games5425898691,bf81d8692db,16.0,-3126.75,3307.169921875,16.989999771118164,-3661.6000366210938,13563.199462890625,5.299999713897705,0.29999999329447746,-1.8000000715255737,-1546.6999816894531,255.0,0.0,,-0.00958324267762379,1.323083414723134,-0.00015240355397346574,True,20,False,20,255.0,False,
36,3101,97,False,False,0,7461.797430822451,-2099.14990234375,-2224.159912109375,645.780029296875,-1781.6000366210938,14364.49951171875,12440.999755859375,4226.9000244140625,-951.6000366210938,-4150.4998779296875,0.0,-0.07079422832278931,0.7149106514673433,1.0926468272307177,bf81d8692db,games5425898691,16.0,-2141.090087890625,-2259.6201171875,490.54998779296875,-9453.099975585938,15076.800537109375,2810.4998779296875,2598.0999755859375,1717.5,667.6000213623047,255.0,45.0,,-1.1996644631974451,1.0065682633394022,1.3606755319342898,True,22,21,180.97065806645213,True,False,,76561198039309853,enpitsu,26.0,118.25,-2568.760009765625,17.040000915527344,-10112.999877929688,-13094.69970703125,4.399999976158142,-0.5000000074505806,-0.5000000074505806,65.70000171661377,255.0,0.0,False,0.016784750315107975,-2.2208971138908433,-7.706584205399203e-05,True,2,False,176.0,False,False,,LastOfKhyira,b4e6564961b,4,-3538.0,-492.5199890136719,17.020000457763672,7638.0999755859375,-4745.7000732421875,1.8000000715255737,0.3999999910593033,0.0,2799.89990234375,255.0,255.0,False,0.009538793150449486,-0.44808836038527516,2.3041619852550484e-05,True,255.0,False,20,4,16,,worryinglywashed,b682192fbcb,7.0,2964.219970703125,2852.239990234375,16.219999313354492,-5114.5001220703125,15685.10009765625,46.39999866485596,15.099999904632568,-9.700000286102295,-1618.5000610351562,255.0,30.0,False,0.009572305975915126,1.8918833676643845,0.01754132356356835,False,26,4,30,0.0,False,
37,3294,104,False,False,1,9974.987572490762,2695.550048828125,-4671.31982421875,100.81999969482422,7176.199951171875,8364.69970703125,-639.900016784668,-2042.7999877929688,-962.2000122070312,2769.5001220703125,1.0,0.14503565740217433,-2.2987457928741706,-2.340583120791399,b682192fbcb,worryinglywashed,8.0,2547.739990234375,-4765.7900390625,17.010000228881836,4027.39990234375,3543.2998657226562,0.29999999329447746,0.3999999910593033,0.5000000074505806,-206.8000030517578,255.0,128.0,False,-0.009487805038235314,2.410322120799203,-8.199285861199904e-05,True,30,26,183.53212023806827,True,4,,b4e6564961b,LastOfKhyira,4.0,950.530029296875,-4846.16015625,17.010000228881836,-7540.999755859375,137.2000026702881,2.5999999046325684,0.3999999910593033,-0.5999999865889549,506.89998626708984,0.0,102.0,False,-0.009737608187864259,3.1201904768737627,5.5651278292295275e-05,True,22,4,236.0,False,18,,enpitsu,76561198039309853,26,3739.14990234375,-182.7899932861328,17.049999237060547,2485.2999877929688,-7901.5997314453125,4.099999964237213,-0.0,0.09999999776482582,-2732.2000122070312,255.0,0.0,False,-0.016661019026599493,-1.7979207256982228,8.794808607532714e-05,True,192.0,False,2,False,False,,games5425898691,bf81d8692db,17.0,3105.47998046875,-4058.010009765625,17.020000457763672,7990.3997802734375,7945.9002685546875,1.4000000059604645,-0.29999999329447746,-0.09999999776482582,-86.40000343322754,255.0,126.0,,-0.009541825747696436,2.368337474326068,6.942858710650774e-05,True,24,False,24,255.0,False,
38,3314,105,False,False,1,9533.402902973148,3148.1201171875,-4123.56982421875,93.1500015258789,5592.9998779296875,7029.89990234375,0.0,-4733.599853515625,2715.7998657226562,2493.300018310547,1.0,-1.4292343652423778,0.8948239598528097,-2.8540313229373324,b682192fbcb,worryinglywashed,8.0,3217.5400390625,-4304.06005859375,16.989999771118164,11325.699462890625,9845.700073242188,4.900000095367432,0.7000000029802322,0.7999999821186066,1509.2999267578125,254.0,255.0,False,-0.009588286994657969,2.4115336172204858,0.0001932452810071437,False,30,26,126.0,False,4,,b4e6564961b,LastOfKhyira,4.0,857.5999755859375,-4816.39013671875,17.010000228881836,774.5999908447266,457.5,2.7000001072883606,-2.3000000417232513,1.4000000059604645,456.1000061035156,0.0,132.0,False,-0.009783762572211393,2.6110036096021485,-0.000187276772407627,True,22,4,236.0,False,18,,enpitsu,76561198039309853,26,3638.780029296875,-773.2899780273438,17.049999237060547,-71.10000133514404,-1269.5999908447266,3.100000023841858,0.29999999329447746,-1.0000000149011612,50.50000190734863,0.0,128.0,False,-0.01730420509098934,-1.5409395599865237,-9.816838498265367e-05,True,192.0,False,2,False,False,,games5425898691,bf81d8692db,17.0,3688.179931640625,-3737.43994140625,17.020000457763672,-590.6999969482422,-337.99999237060547,1.4000000059604645,1.2999999523162842,-1.1999999731779099,8.600000143051147,0.0,128.0,,-0.009886275955149846,2.628770320168962,-3.4833489125814867e-05,True,24,False,24,255.0,False,
39,3324,105,False,False,1,9334.114069271192,3337.679931640625,-3869.10009765625,96.0999984741211,-312.7000045776367,9078.800048828125,1884.2999267578125,-3533.2998657226562,2720.4998779296875,4014.2001342773438,1.0,0.4608048766076124,-1.5146006781971018,-1.5842479304820634,b682192fbcb,worryinglywashed,8.0,3451.02001953125,-3955.179931640625,16.989999771118164,2317.7999877929688,10306.300048828125,5.5000001192092896,1.1999999731779099,-0.3999999910593033,2299.499969482422,255.0,255.0,False,-0.009632166036334553,1.7456700618997705,5.9365358849975226e-05,False,30,26,126.0,False,4,,b4e6564961b,LastOfKhyira,4.0,883.489990234375,-4787.97021484375,17.010000228881836,2028.6000061035156,2529.7999572753906,2.7000001072883606,-0.19999999552965164,-0.0,1723.0000305175781,255.0,255.0,False,-0.009501446112852386,2.367440178046594,0.0001155209111389788,True,22,4,236.0,False,18,,enpitsu,76561198039309853,27,3640.429931640625,-707.3099975585938,17.049999237060547,113.80000114440918,4163.0999755859375,3.100000023841858,-0.7999999821186066,-0.0,0.0,255.0,128.0,False,-0.01704597268574893,-1.5434056547080928,3.011666263443772e-06,True,192.0,False,2,False,False,,games5425898691,bf81d8692db,17.0,3681.419921875,-3733.10009765625,17.020000457763672,2321.4999389648438,2340.800018310547,-1.0999999940395355,-0.0,-0.0,1570.8999633789062,255.0,255.0,,-0.009497877755405965,2.4700205615537056,0.00014355414186656827,True,24,False,24,239.3276559665639,True,
40,3330,105,False,False,1,9148.12994194712,3325.85009765625,-3679.530029296875,123.94000244140625,-3173.599853515625,9512.5,2090.500030517578,-2602.3001098632812,2213.8999938964844,4865.899963378906,1.0,0.6837134041760865,-3.0265744035529294,-2.608056266320614,b682192fbcb,worryinglywashed,8.0,3457.989990234375,-3754.9599609375,17.0,-1818.8999938964844,11791.600341796875,4.000000059604645,13.40000033378601,-36.09999895095825,2319.199981689453,255.0,243.0,False,-0.009898352905875077,1.3660490813460195,0.0015230901252514834,False,30,26,110.33722155068511,True,4,,b4e6564961b,LastOfKhyira,4.0,937.5700073242188,-4689.3701171875,17.010000228881836,2558.8999938964844,5280.2001953125,3.0000001192092896,-1.5999999642372131,-4.300000071525574,-91.70000076293945,255.0,47.0,False,-0.009505315953479516,1.9682108299857295,-0.00029526232354654884,True,22,4,236.0,False,18,,enpitsu,76561198039309853,27,3642.669921875,-625.4199829101562,17.049999237060547,100.50000190734863,3676.300048828125,3.100000023841858,-4.300000071525574,0.09999999776482582,0.0,255.0,0.0,False,-0.016710299045889755,-1.5434029358008234,7.586505864954933e-06,True,192.0,False,2,False,False,,games5425898691,bf81d8692db,17.0,3739.14990234375,-3655.97998046875,17.020000457763672,3410.10009765625,6049.0997314453125,-0.9000000357627869,-0.0,-0.19999999552965164,2337.4000549316406,255.0,255.0,,-0.009531845787190057,2.095117419184674,4.9037604116846884e-05,True,24,False,24,220.56762149257045,True,
41,3343,106,False,False,1,8684.34473458751,3178.550048828125,-3239.010009765625,149.5500030517578,-2719.7000122070312,11191.099853515625,2245.5999755859375,-2836.6000366210938,2836.0000610351562,4462.099914550781,1.0,-0.4591140759994598,0.6082032081753591,-2.2165260790915307,b682192fbcb,worryinglywashed,8.0,3179.3798828125,-3291.39990234375,17.010000228881836,-7329.89990234375,6358.0999755859375,2.8999999165534973,0.3999999910593033,-0.0,-1329.7999572753906,128.0,0.0,False,-0.00963985379252453,0.673173924413604,-0.0004637964826565126,False,30,26,110.0,False,4,,b4e6564961b,LastOfKhyira,4.0,1047.199951171875,-4399.89990234375,17.010000228881836,443.69998931884766,8795.499877929688,3.0000001192092896,-0.0,-0.7999999821186066,2456.999969482422,255.0,255.0,False,-0.009514903413527242,1.5895610016213126,6.332094070760468e-05,True,22,4,236.0,False,18,,enpitsu,76561198039309853,26,3590.330078125,-706.6799926757812,17.049999237060547,-3194.4000244140625,-4049.2999267578125,3.400000035762787,-0.19999999552965164,-0.0,-2111.199951171875,255.0,0.0,False,-0.016642437381670497,-0.9543670984483649,-6.184862028937156e-05,True,192.0,False,2,False,False,,games5425898691,bf81d8692db,17.0,3680.02001953125,-3165.840087890625,17.020000457763672,-7753.0999755859375,10535.999755859375,-0.5000000074505806,-0.19999999552965164,-0.0,2323.6000061035156,255.0,255.0,,-0.009551230454521858,0.8712192329309789,-2.4176288957133673e-05,True,24,False,24,187.51395263723143,True,
42,3357,106,False,False,0,3281.42389553128,-3034.659912109375,2651.25,185.49000549316406,4595.199890136719,-15516.099853515625,6921.6998291015625,-1181.1000061035156,-4474.100036621094,3819.2001342773438,0.0,-0.9143568405582858,2.5929871168921492,-2.4761279881628724,bf81d8692db,games5425898691,17.0,-3061.860107421875,2714.580078125,46.27000045776367,10209.7998046875,-12385.400390625,3516.7999267578125,743.6000061035156,-346.89998626708984,-5438.4002685546875,255.0,107.0,,0.017332463973612332,-0.8540766036823918,0.01608913811324098,True,26,24,159.0,False,False,,76561198039309853,enpitsu,27.0,-3259.25,811.75,17.049999237060547,8533.200073242188,-1947.2000122070312,3.700000047683716,-0.09999999776482582,0.0,-2476.699981689453,255.0,0.0,False,0.016674743942180242,-0.25590823367770316,2.4968329381132482e-05,True,2,False,192.0,False,False,,LastOfKhyira,b4e6564961b,4,-790.2999877929688,4009.389892578125,17.010000228881836,9644.500122070312,-4226.000061035156,3.0000001192092896,0.0,0.0,2381.3999938964844,255.0,255.0,False,0.009541019523714615,-0.3588859263366975,-2.5517431782470648e-05,True,236.0,False,22,4,18,,worryinglywashed,b682192fbcb,8.0,-2990.969970703125,2823.530029296875,21.969999313354492,2916.0000610351562,-9724.199829101562,3009.2001342773438,-2084.9000549316406,3771.4999389648438,3417.3001098632812,255.0,224.0,False,-0.01905860083574564,-1.518544702405648,-0.05455714041850015,False,26,4,31,94.40181504013717,True,
43,3415,108,False,False,0,5729.251467924275,-2108.080078125,-459.57000732421875,188.33999633789062,2564.2001342773438,6238.0999755859375,-6940.3997802734375,-3482.3001098632812,-4568.500061035156,-1732.5,0.0,-0.8961427737747197,2.44816179821949,-2.427795225454818,76561198039309853,enpitsu,26.0,-2115.699951171875,-613.52001953125,164.02000427246094,334.90001678466797,-1956.0000610351562,-121.89999580383301,-821.3999938964844,-3942.7999877929688,-3745.4998779296875,128.0,,,-1.3488288650904525,2.4592221070309215,2.907199094854813,True,4,1,192.0,False,False,,bf81d8692db,games5425898691,17.0,-334.0899963378906,-344.8900146484375,17.010000228881836,18978.399658203125,-2266.9000244140625,2.800000011920929,-0.29999999329447746,0.0,1970.7000732421875,255.0,250.0,,0.009578854926214166,-0.0464162029734271,2.048534379313163e-05,True,26,False,221.0,False,26,,LastOfKhyira,b4e6564961b,4,257.5,2585.56005859375,17.010000228881836,-2198.6000061035156,-6017.5,3.100000023841858,-0.19999999552965164,1.5999999642372131,-1712.7999877929688,255.0,0.0,,0.009556224066247421,-1.8774369498944576,-0.0002569978366147252,True,236.0,False,22,4,18,,worryinglywashed,b682192fbcb,8.0,-2268.3701171875,59.9900016784668,102.61000061035156,7859.69970703125,-12409.69970703125,3017.0999145507812,-1463.5000610351562,-1216.8000030517578,2449.4000244140625,255.0,0.0,,-0.23309334999384326,-0.5666834978149888,-0.03992897996325207,,28,4,34,29.99997413030234,True,
44,3420,108,False,False,1,4884.525318987475,2055.93994140625,395.20001220703125,108.33000183105469,-6805.30029296875,18319.599609375,213.79999160766602,-4329.2999267578125,-2459.2999267578125,-3347.9000854492188,1.0,0.10388689525943905,-2.0558096514992155,-2.346400839246553,b682192fbcb,worryinglywashed,8.0,2115.1298828125,247.25999450683594,156.97000122070312,-7311.500244140625,15649.89990234375,4526.099853515625,945.2999877929688,2567.6998901367188,4771.000061035156,255.0,7.0,,0.4006207762272843,0.17616074411776356,0.38583448480208776,,34,29,14.35201704886651,True,4,,b4e6564961b,LastOfKhyira,4.0,-178.0399932861328,-2440.89990234375,17.010000228881836,4509.100036621094,6860.0,2.7000001072883606,-0.3999999910593033,-0.7999999821186066,-181.5999984741211,255.0,128.0,,-0.009526058095631116,2.172327737852976,0.0001685621781385936,True,22,4,236.0,False,18,,enpitsu,76561198039309853,27,2110.110107421875,644.7899780273438,161.44000244140625,-374.59999084472656,2001.0000610351562,-159.399995803833,4590.5999755859375,2901.7999267578125,-868.7999725341797,128.0,255.0,,0.25706654539876084,-2.174192375776078,2.976528166376374,True,192.0,False,4,False,1,,games5425898691,bf81d8692db,17.0,2.4800000190734863,354.1400146484375,17.010000228881836,-18897.7001953125,550.4000091552734,2.800000011920929,-2.0999999344348907,-0.0,-1542.1000671386719,255.0,0.0,,-0.009570400507054742,0.047551163829436256,-0.00034091052158485483,True,26,False,26,221.0,False,
45,3424,109,False,False,0,5869.600855869721,-1957.5999755859375,-632.7999877929688,104.37000274658203,16009.100341796875,-12344.49951171875,-1394.9000549316406,3223.599853515625,1560.3999328613281,-4813.800048828125,0.0,-0.7263713263017637,1.4650626291959925,-2.14149399327046,76561198039309853,enpitsu,27.0,-2103.909912109375,-678.1900024414062,158.83999633789062,374.59999084472656,-2001.0000610351562,-154.7000026702881,-4535.299987792969,-2910.5999755859375,-1099.3000030517578,128.0,255.0,,0.9197797808572202,1.870270953398984,2.848429208919678,True,4,2,192.0,False,False,,bf81d8692db,games5425898691,17.0,305.44000244140625,-401.0400085449219,17.010000228881836,17785.30029296875,-5213.2000732421875,2.8999999165534973,0.7999999821186066,-0.09999999776482582,-1937.7999877929688,255.0,0.0,,0.009593483891680363,-0.3510593418015942,-6.322903522015844e-05,True,26,False,221.0,False,26,,LastOfKhyira,b4e6564961b,4,138.10000610351562,2381.949951171875,17.010000228881836,-4996.499938964844,-7259.2999267578125,2.7000001072883606,0.29999999329447746,0.9000000357627869,-39.30000066757202,255.0,128.0,,0.009546568784475948,-2.1794546882368135,9.635442721821501e-05,True,236.0,False,22,4,18,,worryinglywashed,b682192fbcb,8.0,-2051.6298828125,-377.3399963378906,187.9600067138672,7729.2999267578125,-15688.499755859375,1082.699966430664,4533.800048828125,748.0999755859375,3022.2000122070312,255.0,9.0,,-0.4316447502865088,0.045877310709869494,0.8287516214558363,,29,4,34,13.0,False,
46,3464,110,False,False,0,7423.398593588617,70.05999755859375,-2220.27001953125,99.47000122070312,-9559.299926757812,7294.6002197265625,8151.9000244140625,1175.1000213623047,4010.7998657226562,-4304.800109863281,0.0,0.5310638850680851,-1.0393436099896838,-0.49629744929345504,bf81d8692db,games5425898691,17.0,280.0799865722656,-2275.43994140625,17.010000228881836,-13206.8994140625,-5234.2999267578125,2.800000011920929,-1.4000000059604645,-0.7000000029802322,-1569.9000549316406,128.0,41.0,,0.009620615363913046,-2.804584790732245,-9.809628843643486e-05,True,26,26,199.0,False,False,,76561198039309853,enpitsu,27.0,-1921.3299560546875,-1109.760009765625,17.059999465942383,1714.4999694824219,-4171.400146484375,1.899999976158142,-0.09999999776482582,0.7999999821186066,-3.0000001192092896,255.0,255.0,,0.016852693685342656,-1.181484713934291,7.203506104472842e-05,True,4,False,222.0,False,2,,LastOfKhyira,b4e6564961b,4,177.52999877929688,336.19000244140625,17.010000228881836,4207.099914550781,-9884.69970703125,2.800000011920929,-0.7999999821186066,3.100000023841858,-468.69998931884766,0.0,53.0,,0.009919576004612744,-1.1586635138498451,-6.212190345359943e-05,True,176.0,False,22,4,18,,worryinglywashed,b682192fbcb,8.0,-849.0,-2667.179931640625,16.920000076293945,6091.500244140625,-15497.80029296875,20.499999523162842,-13.600000143051147,0.3999999910593033,-478.3000183105469,255.0,60.0,,0.01032585026367842,-1.2097940736912693,0.00027896598345822913,True,30,4,34,3.60917862000004,True,
47,3512,112,False,False,1,4198.51508466299,1547.239990234375,992.2999877929688,514.52001953125,23719.3994140625,1839.1000366210938,2474.4000244140625,-3418.2998657226562,1943.5000610351562,-4531.7999267578125,1.0,0.8354401966032807,-0.8733938127490436,-0.7772822660018033,b4e6564961b,LastOfKhyira,4.0,1437.6400146484375,962.4199829101562,425.75,16566.700439453125,7332.9998779296875,4101.099853515625,4391.600036621094,-3277.2000122070312,-472.7000045776367,255.0,0.0,True,0.688093390793402,-2.247831539157544,1.2221479875470365,True,24,18,77.0,False,6,,b682192fbcb,worryinglywashed,8.0,2871.1201171875,4302.31005859375,92.16999816894531,19557.80029296875,5328.4002685546875,-344.70001220703125,-874.7000122070312,4890.7000732421875,420.29998779296875,206.0,0.0,,1.1372417234894467,-2.174602321968067,1.245789930170739,True,36,4,0.0,False,32,,enpitsu,76561198039309853,27,608.0599975585938,1311.219970703125,17.059999465942383,-9633.400268554688,6764.000244140625,2.5,-0.19999999552965164,0.19999999552965164,-2375.2000427246094,255.0,0.0,False,-0.01672340419774337,0.6703539892136585,-2.6635476900007716e-05,True,222.0,False,4,False,2,,games5425898691,bf81d8692db,17.0,1602.75,1121.22998046875,331.9100036621094,2849.1000366210938,-12761.300048828125,4699.4000244140625,1176.2999725341797,-2581.0000610351562,1439.4999694824219,255.0,9.0,,1.0759529446714557,-0.855424396548153,1.1057299179465108,True,27,False,28,136.87503655495178,True,
