,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
0,172,0,False,False,1,5228.155863731176,-11.170000076293945,-8.850000381469727,128.66000366210938,-917.9000091552734,2080.7000732421875,-77.1999979019165,1387.4000549316406,-260.40000915527344,159.89999771118164,1.0,0.0412173599225392,-0.5196446246634585,0.06169064400181526,2440567332872490072,S6_RPG,42.0,-41.880001068115234,-130.82000732421875,139.5399932861328,2413.2000732421875,2005.5999755859375,258.700008392334,-5188.699951171875,1539.7999572753906,977.3999786376953,255.0,204.0,,-1.4277399535456847,-3.103601858279381,-1.336024594175897,True,0.0,False,False,3,4,,5828471291818937864,xxnawaf556,42.0,-0.0,-4532.3701171875,17.010000228881836,-0.0,4313.399963378906,2.7000001072883606,0.29999999329447746,-0.0,0.0,251.0,,,-0.00951389076875119,1.5707884064815436,3.7693731894913176e-08,True,False,False,False,85.0,False,,enpitsu,76561198039309853,34.0,67.44999694824219,117.5,111.47000122070312,-1465.5000305175781,-2456.4999389648438,149.3000030517578,5198.0999755859375,-731.2999725341797,1641.3999938964844,255.0,255.0,,-1.0354651041220944,-0.19531564746975538,-1.143236926245019,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,18.0,-2459.5400390625,3802.8701171875,17.010000228881836,-17784.3994140625,10355.0,2.5999999046325684,-2.5999999046325684,1.0999999940395355,623.8999938964844,128.0,239.0,-0.00960866920929074,0.5275934627532406,9.26741264613629e-05,True,0.0,False,False,False,False,,
1,247,2,False,False,0,6384.02110936531,1393.800048828125,-819.239990234375,96.69000244140625,-134.89999771118164,18036.600341796875,2801.7001342773438,-83.69999885559082,2048.000030517578,-5639.000244140625,0.0,-1.1141091877434588,2.3529515776511043,1.604225066001606,bf81d8692db,games5425898691,18.0,1410.949951171875,-1000.469970703125,51.060001373291016,-20921.8994140625,8924.400024414062,3409.5999145507812,106.89999580383301,177.29999542236328,-2050.0,255.0,0.0,,0.00354912853986675,2.5941380868392536,-0.0007107333807728786,True,138.534468707218,True,False,False,3,,76561198039309853,enpitsu,34.0,1036.969970703125,-1295.0,17.059999465942383,7359.5001220703125,-10648.1005859375,1.899999976158142,-0.19999999552965164,0.5999999865889549,-0.09999999776482582,255.0,128.0,,0.016716752097769152,-0.9660582806126764,5.964828664447689e-05,True,2,2,False,0.0,False,,S6_RPG,2440567332872490072,42.0,1049.239990234375,-304.7300109863281,49.20000076293945,7415.30029296875,-9747.7001953125,3536.0000610351562,372.59998321533203,290.10000228881836,-761.9999694824219,255.0,52.0,,0.02859317905144062,-0.9550820875608041,-0.0008920731211159725,True,0.0,False,5,False,4,,xxnawaf556,5828471291818937864,42.0,1385.81005859375,210.6199951171875,17.010000228881836,16364.7998046875,-14960.50048828125,2.800000011920929,0.0,0.0,1969.4999694824219,253.0,255.0,0.00958487458751372,-0.6642165268276942,9.908575759302147e-06,True,0.0,False,False,False,False,,
2,359,6,False,False,1,10034.555495092201,-1417.5899658203125,-4624.2001953125,102.30999755859375,15685.10009765625,12665.799560546875,8887.7001953125,4502.9998779296875,-2771.7999267578125,2835.4000854492188,1.0,1.182030514354917,-0.5390616554083468,-1.719488130938868,5828471291818937864,xxnawaf556,38.0,-1573.1800537109375,-4761.5400390625,17.010000228881836,17332.39990234375,4576.700134277344,2.5999999046325684,0.19999999552965164,-0.0,261.1000061035156,252.0,128.0,,-0.009608629547491941,2.856071600730395,-0.00015039650781100734,True,227.0,False,False,False,False,,2440567332872490072,S6_RPG,38.0,-3096.3701171875,-1359.22998046875,116.77999877929688,7586.500244140625,-17769.3994140625,-155.39999961853027,2610.4998779296875,4735.4998779296875,1004.4999694824219,255.0,211.0,,0.06612345517548832,-0.3980292232536101,2.735987087955974,True,7,8,False,247.0,False,,enpitsu,76561198039309853,34.0,-95.43000030517578,13.380000114440918,17.059999465942383,-544.0000152587891,-14091.500244140625,1.899999976158142,-0.0,0.5000000074505806,-0.09999999776482582,255.0,128.0,False,-0.016765980825982612,-1.532173370518202,4.240864802045481e-05,True,31.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,3009.47998046875,-4043.840087890625,17.0,-16889.7998046875,-5339.0997314453125,4.099999964237213,-0.29999999329447746,-0.09999999776482582,-1973.0000305175781,255.0,0.0,-0.00958144514890186,-0.2344529293314025,-3.9529085870394997e-05,True,255.0,False,False,False,4,,
3,415,8,False,False,1,7257.547498993047,1736.18994140625,-2068.75,518.1199951171875,15832.900390625,19322.5,-1776.6000366210938,-3468.9999389648438,-648.6000061035156,-528.3000183105469,1.0,1.312478641597968,0.18608530240797322,-1.079959842976134,5828471291818937864,xxnawaf556,37.0,1572.4100341796875,-2320.02001953125,455.57000732421875,15790.30029296875,16260.50048828125,1412.7999877929688,2725.8999633789062,421.19998931884766,4758.299865722656,142.0,16.0,,0.8874891674717313,-3.031749376481464,-2.1924890628479976,True,150.0,False,4,False,4,,2440567332872490072,S6_RPG,37.0,-371.6199951171875,-2846.889892578125,94.9800033569336,20494.89990234375,8951.900024414062,-166.10000610351562,-2385.5999755859375,4955.400085449219,48.09999942779541,255.0,238.0,,-0.6571111239862503,-0.441916128887904,3.093691398379872,True,9,10,False,247.0,False,,enpitsu,76561198039309853,34.0,1781.280029296875,-497.0299987792969,17.059999465942383,18753.699951171875,6041.400146484375,-3.100000023841858,6.9999998807907104,2.0999999344348907,-644.1999816894531,255.0,128.0,False,-0.01677940686887633,2.86742854560294,7.638944390903741e-05,True,0.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,2635.719970703125,-2247.580078125,17.0,9895.599975585938,13067.2998046875,1.899999976158142,-0.19999999552965164,-0.19999999552965164,2016.3999938964844,255.0,255.0,-0.009589107694116639,2.1531595226981244,2.529263656180986e-05,True,224.64758698658278,True,False,False,4,,
4,488,11,True,True,1,3969.9894417323603,3266.14990234375,1955.1600341796875,228.47000122070312,-14521.800537109375,17993.199462890625,7366.9000244140625,5110.799865722656,2478.2000732421875,-607.0999908447266,1.0,0.45720275611257355,2.3258302211894226,-0.40658161580613683,5828471291818937864,xxnawaf556,39.0,3312.080078125,1932.2099609375,82.02999877929688,-10122.39990234375,19777.5,1247.9000091552734,-1740.2000427246094,-5095.899963378906,-1119.000015258789,126.0,255.0,,-0.3154565812265085,1.520403258985194,-0.6905686993243413,True,99.76803468119714,True,4,3,6,,2440567332872490072,S6_RPG,39.0,2238.22998046875,-282.8800048828125,17.059999465942383,-5329.000244140625,14738.00048828125,-3.1999999284744263,-0.19999999552965164,1.0999999940395355,73.49999904632568,255.0,128.0,,-0.0167944766423093,1.2155382955399452,-7.011633292180345e-05,True,10,10,False,229.86028395673281,True,,enpitsu,76561198039309853,34.0,3370.25,2132.219970703125,116.12999725341797,-6189.7998046875,2625.7998657226562,3903.2000732421875,35.999999046325684,104.79999542236328,1298.3999633789062,255.0,255.0,False,0.01280627201007306,0.08586539423118347,-0.0033431646132490774,True,230.0,False,4,False,3,,games5425898691,bf81d8692db,19.0,234.05999755859375,1892.5899658203125,17.0,-14244.49951171875,16032.5,3.8999998569488525,0.29999999329447746,-0.29999999329447746,-246.10000610351562,255.0,128.0,-0.00959988753129456,0.8701476423180429,0.00013680418172910198,True,150.0,False,False,False,4,,
5,795,13,False,True,0,5199.814346457702,2.0899999141693115,18.329999923706055,99.25,-723.1999969482422,26244.599609375,7722.7001953125,2631.199951171875,-270.3000068664551,-84.70000267028809,0.0,-0.0022418644702191367,-0.000720555342288531,0.02193110971744815,bf81d8692db,games5425898691,18.0,14.470000267028809,-169.74000549316406,21.979999542236328,1470.0,20721.201171875,2999.5001220703125,0.0,2.800000011920929,-906.5000152587891,255.0,109.0,,0.009602551647542064,1.462229435725733,-3.2768924427457104e-05,True,9.0,False,False,False,3,,76561198039309853,enpitsu,34.0,0.0,-2624.300048828125,17.059999465942383,0.3999999910593033,12808.399658203125,2.0000000298023224,0.19999999552965164,0.0,0.0,255.0,0.0,,0.0167544055990944,1.570729128442499,7.007189588775197e-06,True,2,2,False,146.0,False,,S6_RPG,2440567332872490072,37.0,-16.350000381469727,4759.39013671875,17.049999237060547,-754.7000122070312,-4377.0001220703125,3.0000001192092896,0.19999999552965164,0.3999999910593033,-27.100000381469727,255.0,128.0,,0.01658533004667369,-1.7439551674775837,6.15152244065049e-05,True,116.0,False,False,False,False,,xxnawaf556,5828471291818937864,37.0,-767.1099853515625,1482.93994140625,17.010000228881836,12335.999755859375,-13614.100341796875,0.0,2.7000001072883606,-3.0000001192092896,-938.8999938964844,255.0,128.0,0.009594072243225739,-0.8982128161131606,0.00013710752188173601,True,28.327888191387213,True,False,False,False,,
6,843,15,False,False,1,9640.695105122952,137.11000061035156,-4470.77978515625,466.0899963378906,11165.30029296875,1398.800048828125,14886.600341796875,5750.5999755859375,-984.1000366210938,-1400.5999755859375,1.0,-0.14595654407898287,0.13574042610625014,-1.8017890552737328,2440567332872490072,S6_RPG,37.0,92.70999908447266,-4543.06982421875,300.7300109863281,5565.3997802734375,5176.500244140625,3041.400146484375,-2007.4000549316406,2977.9000854492188,4165.4998779296875,255.0,39.0,,0.7124243594567056,1.688332515092271,0.6263959054057283,True,63.0,False,False,3,4,,5828471291818937864,xxnawaf556,37.0,-1407.5,721.9000244140625,33.08000183105469,-13342.80029296875,10891.99951171875,-3363.5000610351562,566.1999893188477,-1685.8999633789062,1138.3999633789062,243.0,128.0,,0.2236423455145315,1.41035922730567,0.13312310978648403,True,4,4,False,0.0,False,,enpitsu,76561198039309853,34.0,-184.02999877929688,459.5199890136719,17.059999465942383,4980.7000732421875,-10656.199951171875,1.8000000715255737,0.7000000029802322,-0.0,0.09999999776482582,255.0,128.0,,-0.01679983339758866,-2.0080688455566813,-1.8800334676169095e-05,True,146.0,False,2,False,2,,games5425898691,bf81d8692db,18.0,24.6299991607666,-2962.22998046875,32.369998931884766,5195.10009765625,-14682.2998046875,124.60000038146973,-429.50000762939453,1537.8999328613281,2651.199951171875,255.0,146.0,-0.0968383785760529,-2.2030258091741888,0.22525392619727358,True,71.0,False,False,False,4,,
7,944,18,False,False,1,9344.728614310356,3563.949951171875,-3815.780029296875,105.91000366210938,4292.200012207031,782.5,9162.100219726562,-857.7999877929688,4705.0,-1077.9000091552734,1.0,0.7685945520100211,0.27645555427148255,1.4516664242420596,2440567332872490072,S6_RPG,37.0,3229.219970703125,-3896.5,17.040000915527344,2523.800048828125,1004.1999816894531,4.399999976158142,-0.19999999552965164,0.3999999910593033,2.199999988079071,0.0,128.0,,-0.017286572957132814,2.761984417054203,8.446919826881926e-06,True,11.0,False,False,4,4,,5828471291818937864,xxnawaf556,37.0,-2850.300048828125,-1047.219970703125,89.19000244140625,13166.099853515625,-17397.80029296875,-137.70000457763672,-1280.8999633789062,5348.699951171875,9.800000190734863,242.0,255.0,,0.281437271875476,-1.6474298421414653,2.057943013753961,True,5,6,False,203.0,False,,enpitsu,76561198039309853,34.0,3638.2900390625,29.15999984741211,17.059999465942383,0.7000000029802322,-0.19999999552965164,1.8000000715255737,-2.3000000417232513,-0.29999999329447746,0.0,128.0,128.0,False,-0.01698847788535764,-1.8592175708481125,2.30690436286725e-05,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,18.0,3841.1201171875,-3823.179931640625,63.119998931884766,-9175.900268554688,5140.0,365.49999237060547,-341.30001068115234,-1302.5,2630.5999755859375,255.0,224.0,-0.28006116978165546,0.8322707626995426,-0.25608924505066205,True,255.0,False,False,5,8,,
8,1018,21,False,False,1,9041.39759932726,3629.139892578125,-3478.39990234375,268.760009765625,3093.800048828125,9977.80029296875,8467.899780273438,2953.599853515625,-5147.80029296875,-880.8000183105469,1.0,-0.6117047288606074,-0.08335561042666599,1.0854028337310149,2440567332872490072,S6_RPG,39.0,3610.989990234375,-3530.639892578125,104.37000274658203,9444.69970703125,7010.30029296875,2255.7000732421875,-3338.699951171875,4370.299987792969,50.39999961853027,255.0,141.0,,-0.8962812136142603,2.4777183886542,0.009386082822704636,True,11.0,False,False,5,6,,5828471291818937864,xxnawaf556,39.0,1256.68994140625,-4341.740234375,17.010000228881836,14213.199462890625,1266.500015258789,2.7000001072883606,-0.09999999776482582,2.8999999165534973,-1.0999999940395355,32.0,128.0,False,-0.009639653300573106,3.052887977114646,-9.588733847312882e-06,True,6,6,False,255.0,False,,enpitsu,76561198039309853,34.0,3613.260009765625,-115.20999908447266,17.059999465942383,-2064.9000549316406,-5404.4000244140625,1.899999976158142,-2.5,-6.800000071525574,-1394.7000122070312,255.0,128.0,False,-0.016630829275088004,-1.1940613553481354,9.179446558591452e-05,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,18.0,3825.5,-3380.60009765625,320.3900146484375,8106.7999267578125,-6146.199951171875,2446.999969482422,3691.7001342773438,-793.7000274658203,-1244.3000030517578,255.0,0.0,-0.1394810811279452,-1.3375976788000705,1.152365552114583,True,195.47510559840865,True,False,6,10,,
9,1082,23,False,False,0,4732.514007000824,-3814.179931640625,1414.2900390625,366.8900146484375,-6311.7999267578125,21270.10009765625,5115.400085449219,433.69998931884766,3070.4000854492188,-4338.299865722656,0.0,0.9436242265623094,-2.0169537208482278,-0.8764698774002816,76561198039309853,enpitsu,34.0,-3766.889892578125,1274.75,256.5899963378906,-5350.30029296875,13872.19970703125,2707.6998901367188,-2553.800048828125,-434.39998626708984,26.90000057220459,255.0,128.0,False,-0.456392584644677,1.7341031903828066,0.10786657160014684,True,196.0,False,False,3,4,,bf81d8692db,games5425898691,18.0,-3862.75,1249.9200439453125,18.969999313354492,2751.199951171875,-21380.400390625,-371.50001525878906,-529.0000152587891,-915.0,-838.3000183105469,255.0,128.0,,0.022279485544201807,-1.488669428627781,-0.08589114772716791,False,6,10,False,70.0,False,,S6_RPG,2440567332872490072,39.0,-3822.360107421875,782.4400024414062,67.80999755859375,2038.5000610351562,-22902.900390625,-545.0,685.8999633789062,-856.3999938964844,791.6000366210938,255.0,203.0,,0.14423136016033605,-2.28736149095511,-0.10637343698303933,True,0.0,False,6,4,6,,xxnawaf556,5828471291818937864,39.0,-2298.669921875,2454.580078125,17.010000228881836,-1358.800048828125,-13093.299560546875,2.5999999046325684,0.0,0.0,196.00000381469727,140.0,137.0,0.009594602392085885,-1.6704311876651396,2.876241373729859e-06,True,244.0,False,False,6,6,,False
