,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,169,0,False,False,0,5185.906670976415,-7.75,30.729999542236328,94.37999725341797,-5414.4000244140625,24608.60107421875,1965.5000305175781,403.1999969482422,-261.9000053405762,-5980.5999755859375,0.0,-0.00616109977863668,-0.1615135586788495,0.011415625662418862,76561199044707351,road to supersonic bronze,15.0,22.75,-176.9600067138672,115.61000061035156,-16030.899658203125,16355.400390625,414.3000030517578,-960.0,-5321.300048828125,1005.6999969482422,255.0,255.0,,0.862533843415806,1.724454470954465,-1.133403088480149,True,3,False,4,0.0,False,,76561199095797265,SziCx,16.0,133.3300018310547,-1467.4000244140625,51.439998626708984,751.2999725341797,15999.200439453125,-2697.2000122070312,-116.00000381469727,1331.3999938964844,-1516.300048828125,128.0,128.0,,-0.24868990442921995,2.089668128277467,-0.4059921096380223,True,93.0,False,4,False,4,,enpitsu,76561198039309853,26,39.459999084472656,3950.679931640625,17.049999237060547,-1289.7000122070312,-8723.900146484375,2.5999999046325684,0.7999999821186066,0.0,0.0,255.0,128.0,False,0.016600421914068044,-1.7175948549056466,-4.229491448651863e-06,True,False,116.0,False,False,False,,games5425898691,bf81d8692db,18.0,-96.33999633789062,262.9100036621094,85.08000183105469,6500.999755859375,-21927.7001953125,132.70000457763672,5343.499755859375,1302.4000549316406,-13.300000429153442,128.0,128.0,,1.3084117280942527,-1.3408398349892918,-0.009359847682219419,True,False,4,3,0.0,False,
1,170,0,False,False,1,5251.627410384862,-18.389999389648438,-31.40999984741211,109.55999755859375,-22257.900390625,18740.999755859375,3754.1000366210938,2011.300048828125,2055.399932861328,5265.8001708984375,1.0,0.003523838388449046,0.5314931850263906,0.06843954508976512,bf81d8692db,games5425898691,18.0,96.33999633789062,-262.9100036621094,85.08000183105469,-6500.999755859375,21927.7001953125,132.70000457763672,-5343.499755859375,-1302.4000549316406,-13.300000429153442,128.0,128.0,,-1.3084117280942527,1.3408398349892918,-0.009359847682219419,True,3,False,4,0.0,False,,76561198039309853,enpitsu,26.0,-39.459999084472656,-3950.679931640625,17.049999237060547,1289.7000122070312,8723.900146484375,2.5999999046325684,-0.7999999821186066,-0.0,0.0,255.0,128.0,False,-0.016600421914068044,1.7175948549056466,-4.229491448651863e-06,True,116.0,False,False,False,False,,SziCx,76561199095797265,16,-136.5800018310547,1361.6199951171875,32.290000915527344,-151.00000381469727,-15712.2998046875,-2850.2999877929688,1668.0999755859375,-2774.1000366210938,-2373.8999938964844,128.0,128.0,,0.26212740730741924,-1.9297357141176323,-0.277045769390252,True,4,93.0,False,4,False,,road to supersonic bronze,76561199044707351,15.0,-22.75,176.9600067138672,115.61000061035156,16030.899658203125,-16355.400390625,414.3000030517578,960.0,5321.300048828125,1005.6999969482422,255.0,255.0,,-0.862533843415806,-1.724454470954465,-1.133403088480149,True,False,4,3,0.0,False,
2,292,4,False,False,1,3782.21109135046,-2882.159912109375,4964.990234375,666.3800048828125,6573.2000732421875,2431.3999938964844,-5512.19970703125,1034.5999908447266,-1582.2999572753906,5694.2999267578125,1.0,-0.4150927590413293,-1.1830920496153963,-0.31396129474640716,bf81d8692db,games5425898691,19.0,-3065.27001953125,4953.5498046875,814.3499755859375,9024.69970703125,6083.4002685546875,-5049.2999267578125,-1320.0,1973.0000305175781,-1238.499984741211,255.0,0.0,,-0.45852908386003755,2.5370960844135477,1.5723644873188038,True,6,False,6,234.0,False,,76561198039309853,enpitsu,26.0,-3456.330078125,-509.69000244140625,16.34000015258789,8581.699829101562,17729.000244140625,107.20000267028809,20.899999141693115,-6.1000001430511475,-2070.2999877929688,255.0,128.0,,-0.016871333937364702,2.1034896391633615,-0.00022170998421507375,True,255.0,False,2,False,2,,SziCx,76561199095797265,16,-1213.1800537109375,5070.68994140625,66.33999633789062,374.3000030517578,5520.3997802734375,6269.2999267578125,5460.4998779296875,-359.1999816894531,-550.9000015258789,255.0,255.0,False,0.8723726332651507,1.6390960582285887,0.13761790575478824,True,6,63.0,False,6,False,,road to supersonic bronze,76561199044707351,15.0,1127.5,4108.759765625,17.010000228881836,-11330.999755859375,19576.400146484375,2.199999988079071,0.09999999776482582,-0.0,1463.699951171875,255.0,255.0,,-0.009595915438937222,1.0193622415692463,0.00021730368016622447,True,False,6,6,213.0,False,
3,296,4,False,False,1,3693.3092298629263,-2794.52001953125,4996.490234375,587.2000122070312,6620.30029296875,2090.800018310547,-6241.9000244140625,1300.3999328613281,-1454.6000671386719,5673.800048828125,1.0,-0.5475634008922924,-2.0574128609632383,-0.07488068438239182,bf81d8692db,games5425898691,19.0,-2947.14990234375,5021.169921875,722.72998046875,8613.499755859375,4140.400085449219,-8368.400268554688,-474.39998626708984,1837.7000427246094,-1124.800033569336,255.0,37.0,,-0.7443405534317489,2.697808837173408,1.5648924354081637,True,6,False,6,234.0,False,,76561198039309853,enpitsu,26.0,-3280.050048828125,-236.75,17.049999237060547,11715.6005859375,15532.2998046875,6.700000166893005,-1.0000000149011612,-0.3999999910593033,-219.50000762939453,128.0,128.0,,-0.01673524848423944,2.2398562955770305,0.00016015582304107416,True,255.0,False,2,False,2,,SziCx,76561199095797265,16,-1223.6600341796875,5104.89990234375,182.8699951171875,-1576.7999267578125,-3.799999952316284,7309.0997314453125,324.00001525878906,-2281.4999389648438,-795.4000091552734,255.0,255.0,False,1.387815773555765,-0.04586029111200861,-1.599901401978955,True,6,63.0,False,6,False,,road to supersonic bronze,76561199044707351,15.0,903.0399780273438,4406.31982421875,17.010000228881836,-15578.399658203125,15794.599609375,2.3000000417232513,0.19999999552965164,-0.5000000074505806,1928.5000610351562,255.0,255.0,,-0.009576814623122005,0.7214134156018421,6.0386214735216277e-05,True,False,6,6,213.0,False,
4,310,5,False,False,1,3160.475076020461,-2261.840087890625,5010.97021484375,117.6500015258789,15765.899658203125,-9445.399780273438,-6389.000244140625,466.89998626708984,2988.699951171875,-2609.5999145507812,1.0,-0.12717324771685798,2.551902738593826,-0.04868949636679664,bf81d8692db,games5425898691,19.0,-2396.110107421875,5103.39013671875,238.41000366210938,15047.39990234375,-75.50000190734863,-10114.600219726562,-22.000000476837158,1133.3000183105469,72.10000038146973,255.0,0.0,,-0.5769092085778181,3.1337117821204346,1.5791715488988929,True,6,False,6,196.39520849720125,True,,76561198039309853,enpitsu,26.0,-2679.7099609375,507.5,17.049999237060547,11459.69970703125,14050.50048828125,2.5999999046325684,-0.0,-0.29999999329447746,0.0,255.0,128.0,,-0.016798600124583823,2.254994341779467,2.737856906155801e-05,True,255.0,False,2,False,2,,SziCx,76561199095797265,16,-1477.7099609375,5102.97998046875,425.4700012207031,-7806.199951171875,-3.0000001192092896,248.09999465942383,-0.0,-2670.10009765625,0.0,255.0,255.0,False,0.01688363943433644,0.009523093298800979,-1.5706572580820364,True,6,63.0,False,6,False,,road to supersonic bronze,76561199044707351,15.0,25.860000610351562,4758.330078125,17.010000228881836,-13507.80029296875,1409.4000244140625,2.0000000298023224,-0.9000000357627869,-0.29999999329447746,54.20000076293945,0.0,128.0,,-0.009917293510089178,0.09493745728396326,-8.765184139239078e-05,True,False,6,6,213.0,False,
5,339,6,False,False,0,9362.236854910874,917.1799926757812,-4044.97998046875,95.13999938964844,4263.999938964844,22684.89990234375,1838.0999755859375,-2428.699951171875,-2151.999969482422,5046.700134277344,0.0,0.07150301943077123,-2.589766049633453,-0.004774744038968795,76561199044707351,road to supersonic bronze,15.0,786.77001953125,-4256.64013671875,46.13999938964844,5981.5997314453125,13921.400146484375,3459.2001342773438,-384.90001678466797,156.40000343322754,-195.9000015258789,255.0,0.0,,0.0182739574706568,1.1765467710483546,-0.00012523081275671012,True,6,False,8,157.0,False,,76561199095797265,SziCx,16.0,1845.3699951171875,-4647.77001953125,17.010000228881836,-6344.2999267578125,7753.2000732421875,2.8999999165534973,-1.5000000596046448,-4.600000083446503,2416.300048828125,255.0,255.0,False,0.009300019051089712,2.311595986997129,0.00014119916500261682,True,53.0,False,6,False,6,,enpitsu,76561198039309853,26,1317.239990234375,-1536.0400390625,17.049999237060547,-16836.99951171875,362.5,3.0000001192092896,0.19999999552965164,0.0,-2026.6999816894531,255.0,0.0,,0.01676838395802189,3.0520542888460223,1.0229616530700805e-05,True,2,255.0,False,2,False,,games5425898691,bf81d8692db,19.0,1887.8699951171875,-3771.22998046875,93.8499984741211,-240.9000015258789,19144.49951171875,-167.90000915527344,-5478.499755859375,484.59999084472656,-17.300000190734863,255.0,128.0,,0.8782148519307096,-1.6552157269150418,-3.136654503226785,True,False,8,7,213.0,False,
6,391,8,False,False,1,5587.258956928142,-1630.280029296875,156.49000549316406,96.7699966430664,-9553.699951171875,13839.69970703125,3960.7998657226562,3922.5,793.3000183105469,-4470.299987792969,1.0,-0.5444224218145833,-2.025972598709808,-0.576853553824274,76561198039309853,enpitsu,26.0,-1508.969970703125,-28.610000610351562,65.68000030517578,-15258.1005859375,6310.999755859375,2781.099853515625,-2010.5000305175781,-1877.4000549316406,-3158.800048828125,255.0,0.0,False,-0.09346635261699367,0.3420160746790087,0.003911730714708336,True,3,False,4,236.0,False,,bf81d8692db,games5425898691,19.0,-1831.97998046875,84.54000091552734,17.010000228881836,426.89998626708984,-19083.1005859375,2.0999999344348907,-0.5999999865889549,0.09999999776482582,0.0,255.0,128.0,,-0.00964409800907827,-1.5931858517859994,8.779236992407597e-06,True,243.0,False,8,False,8,,SziCx,76561199095797265,16,1456.4000244140625,4338.35009765625,80.72000122070312,22932.19970703125,-1071.8000030517578,-1400.5000305175781,-357.20001220703125,1017.3999786376953,620.4999923706055,255.0,128.0,False,0.1384648070275474,-2.974947983014691,0.3176312021632608,False,8,4.406589138892395,True,8,False,,road to supersonic bronze,76561199044707351,16.0,-2174.639892578125,1123.8499755859375,17.010000228881836,12385.2001953125,-17651.8994140625,2.0999999344348907,0.3999999910593033,-0.5000000074505806,-1183.3999633789062,255.0,0.0,False,-0.009581224991759483,-2.1914716346810867,-0.0004206079006927948,True,False,8,8,92.0,False,
7,463,10,False,False,1,5039.14532263593,-3796.409912109375,3303.080078125,108.81999969482422,10438.499755859375,23442.900390625,7464.89990234375,-57.800002098083496,-5997.7001953125,153.99999618530273,1.0,-0.4410726242246321,-0.636672817591896,0.45384410741730674,76561198039309853,enpitsu,26.0,-3889.679931640625,3186.2900390625,18.959999084472656,11052.80029296875,16118.399658203125,-3499.5001220703125,-800.6999969482422,-4974.100036621094,622.2999954223633,128.0,0.0,False,-0.152349056564237,2.2344161358728702,0.1155055514143815,True,4,False,4,150.0,False,,bf81d8692db,games5425898691,19.0,-3455.52001953125,-1255.780029296875,17.010000228881836,1455.2999877929688,17688.800048828125,2.199999988079071,-0.0,0.3999999910593033,-1833.5000610351562,255.0,0.0,,-0.009599277493607419,1.7071071874228432,-8.171973759773182e-05,True,205.0,False,8,False,8,,SziCx,76561199095797265,16,1862.280029296875,3462.110107421875,111.63999938964844,-13833.499755859375,12512.7001953125,-149.20000076293945,-4389.200134277344,-3312.0001220703125,-123.50000381469727,128.0,128.0,False,-1.178481423995,-2.0932065460378046,3.0336146638957495,True,9,255.0,False,10,False,,road to supersonic bronze,76561199044707351,16.0,-3319.429931640625,1454.760009765625,17.010000228881836,7485.2001953125,21747.80029296875,-0.29999999329447746,-0.0,-0.5999999865889549,-2.7000001072883606,255.0,128.0,False,-0.009605223661537429,1.9026494584738227,3.1411127801861096e-05,True,False,8,8,182.9664514526244,True,
8,511,12,False,False,0,10321.947642945295,1475.52001953125,-4905.81982421875,398.95001220703125,-22668.9990234375,-10381.099853515625,1230.5000305175781,-5847.2998046875,-493.8999938964844,-1250.5999755859375,0.0,-1.0638994920405,1.5677756233252886,-1.3054868068104737,76561199044707351,road to supersonic bronze,15.0,1629.4000244140625,-4762.66015625,334.5199890136719,-13248.599853515625,-18738.699951171875,1527.7999877929688,3066.099853515625,-4292.200012207031,1557.4000549316406,255.0,128.0,False,0.5739329136151062,-2.3292139131248906,0.361835098865235,True,9,False,10,66.65230952539753,True,,76561199095797265,SziCx,16.0,299.2200012207031,-4885.2001953125,17.010000228881836,11432.39990234375,376.30001068115234,2.0999999344348907,1.4000000059604645,0.09999999776482582,25.09999990463257,160.0,128.0,False,0.009571444804737853,0.04795892406238104,-0.00015358123218173436,True,255.0,False,10,False,10,,enpitsu,76561198039309853,26,1405.4200439453125,-3975.110107421875,17.06999969482422,-9465.800170898438,-8818.200073242188,0.0,-0.7999999821186066,-1.0000000149011612,74.6999979019165,255.0,128.0,False,0.016849277786923234,-2.382116651723823,-0.000112096315461304,True,4,150.0,False,4,False,,games5425898691,bf81d8692db,19.0,1256.8599853515625,-808.0499877929688,17.010000228881836,-17529.3994140625,-4617.099914550781,2.0999999344348907,0.29999999329447746,0.0,9.599999785423279,255.0,133.0,,0.009584045273406578,-2.8845041401493567,4.751139620110705e-05,True,False,8,8,192.0,False,
9,567,14,False,False,1,1336.42787295698,1600.1099853515625,4004.10009765625,146.60000610351562,835.2999877929688,7326.099853515625,5788.900146484375,2727.9998779296875,-266.70000076293945,5337.19970703125,1.0,0.4395350523945518,-0.5951127618912213,-1.4042667644513693,bf81d8692db,games5425898691,19.0,1734.5400390625,3970.3701171875,47.13999938964844,16776.500244140625,13474.000244140625,2597.2000122070312,3002.60009765625,-3383.599853515625,3128.0999755859375,128.0,128.0,,0.07380337094712608,2.388634351645602,0.0007695593963094957,True,8,False,9,167.0,False,,76561198039309853,enpitsu,26.0,1191.72998046875,3674.35009765625,17.059999465942383,9728.300170898438,-7918.3001708984375,1.899999976158142,0.5999999865889549,-1.4000000059604645,-2156.7999267578125,255.0,0.0,,-0.016769640085296206,-2.419502316042712,-0.00016761757431045822,True,143.0,False,4,False,4,,SziCx,76561199095797265,16,-425.7799987792969,4179.990234375,17.010000228881836,9938.699951171875,5478.3001708984375,2.0999999344348907,-3.1999999284744263,-1.8000000715255737,1734.7999572753906,255.0,146.0,,-0.00954631762658853,2.567748161983029,-7.997717506656632e-05,True,10,255.0,False,10,False,,road to supersonic bronze,76561199044707351,15.0,187.61000061035156,4276.72998046875,17.010000228881836,9695.399780273438,1460.0,2.800000011920929,0.5000000074505806,-1.5999999642372131,2408.6000061035156,255.0,255.0,,-0.009647924269449725,2.9456991898055422,-4.3990403803796875e-05,True,False,10,10,59.0,False,
