,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,170,0.0,False,False,1,5326.734484757231,102.02999877929688,-127.2300033569336,106.55000305175781,19389.49951171875,7184.7998046875,8810.399780273438,4561.300048828125,1301.9000244140625,-3673.9999389648438,1.0,-0.04454371580187219,0.03023884581729901,-0.08470992725853985,bf81d8692db,games5425898691,18.0,37.43000030517578,-288.9200134277344,82.73999786376953,-1762.7000427246094,22727.099609375,2356.6000366210938,-5459.6002197265625,657.7999877929688,-94.0999984741211,128.0,128.0,,-0.7440256436865532,1.7060562739443867,-0.01160031533250502,True,4,3,False,0.0,False,,76561198039309853,enpitsu,28.0,-52.689998626708984,-4124.02978515625,17.049999237060547,5472.1002197265625,-5652.2998046875,3.1999999284744263,-0.0,0.7000000029802322,-2425.5999755859375,255.0,128.0,False,-0.016851525589216113,1.2238709677688127,-0.00011452356059886776,True,107.0,False,False,False,False,,lelis-luna,bb61a62354b,7,-22.760000228881836,2276.429931640625,17.010000228881836,-993.0000305175781,-10654.000244140625,2.7000001072883606,-0.09999999776482582,-0.0,9.399999976158142,255.0,130.0,,-0.00955466122575991,-1.4775879742384008,-2.6224304177479354e-06,True,False,False,116.0,False,False,,AndyGandiii,7989489015954364942,7.0,-58.36000061035156,111.62999725341797,107.1500015258789,12015.30029296875,-15675.400390625,2347.7999877929688,2088.0999755859375,4523.999938964844,-2328.6000061035156,255.0,251.0,True,-0.5157428544603667,-1.6216286199647905,-0.967743206912609,True,3,False,4,0.0,False,
1,255,3.0,False,False,0,7237.134270798978,-3031.219970703125,-1774.97998046875,220.4199981689453,-9842.100219726562,20453.499755859375,13476.099853515625,3984.7000122070312,4464.599914550781,435.09998321533203,0.0,0.032155435749179236,-0.19698995959239002,1.6035809030245096,bb61a62354b,lelis-luna,7.0,-2926.14990234375,-1920.31005859375,98.19000244140625,-5658.2000732421875,14798.900146484375,1715.0999450683594,1970.8999633789062,4959.4000244140625,-1329.9000549316406,255.0,0.0,,-0.21686085792531407,2.3116988008217243,0.02943112834568867,True,4,3,False,86.0,False,,7989489015954364942,AndyGandiii,7.0,-3699.1298828125,-804.9000244140625,17.059999465942383,-2460.2000427246094,-17224.100341796875,-3.100000023841858,0.0,-0.7000000029802322,0.19999999552965164,255.0,128.0,False,0.016778707947111872,-1.7126430815502656,-3.698766208869224e-05,True,227.0,False,4,False,4,,enpitsu,76561198039309853,28,-3682.35009765625,3088.43994140625,17.049999237060547,-5843.499755859375,-18747.2998046875,3.4999999403953552,0.29999999329447746,1.1999999731779099,1779.1000366210938,255.0,255.0,False,0.01677826979277752,-1.8277265666077729,0.00017903302691377198,True,False,False,255.0,False,False,,games5425898691,bf81d8692db,19.0,-1952.1500244140625,-828.3099975585938,17.010000228881836,-6161.500244140625,-12265.10009765625,2.5999999046325684,-0.19999999552965164,-0.5000000074505806,156.00000381469727,255.0,128.0,,0.009580610994639485,-2.018301937537577,-0.00012235899396048858,True,4,False,4,0.0,False,
2,351,6.0,False,False,1,9200.127588735948,2667.469970703125,-3887.969970703125,231.49000549316406,6735.30029296875,-14515.2001953125,-9943.599853515625,-864.4000244140625,5515.3997802734375,2198.300018310547,1.0,0.703642183104851,-2.226139069540859,1.2996754794970133,76561198039309853,enpitsu,28.0,2508.090087890625,-3882.050048828125,290.4100036621094,-1329.7999572753906,-18498.299560546875,-272.09999084472656,285.6999969482422,-3335.4000854492188,4363.800048828125,128.0,128.0,,0.8014809990964172,-1.630934122453425,-2.8816317552334043,True,2,1,False,200.0,False,,bf81d8692db,games5425898691,19.0,3258.909912109375,-3593.7099609375,17.010000228881836,126.49999618530273,-21431.201171875,2.7000001072883606,-0.5000000074505806,2.0999999344348907,-304.20000076293945,255.0,49.0,,-0.009628513339181131,-1.5777344083784588,-3.526403279317138e-05,True,0.0,False,6,False,6,,lelis-luna,bb61a62354b,7,2693.2900390625,-3943.260009765625,483.9800109863281,-11150.999755859375,-16460.2001953125,-148.90000343322754,-2402.7999877929688,-2406.0000610351562,4322.799987792969,255.0,12.0,,0.437271233635465,-1.6087999679613616,2.333716557632541,True,False,5,0.0,False,6,,AndyGandiii,7989489015954364942,7.0,1248.199951171875,-698.5999755859375,17.059999465942383,-6599.69970703125,-18952.5,1.8000000715255737,-0.09999999776482582,-0.5000000074505806,0.0,255.0,128.0,,-0.01678345295774975,-1.2357049941196476,-4.5247824345490377e-05,True,4,False,4,169.0,False,
3,413,8.0,False,False,1,9544.554335201363,2295.929931640625,-4301.330078125,139.35000610351562,3742.0999145507812,17309.69970703125,1161.6000366210938,5747.5,-1169.8999786376953,1263.3999633789062,1.0,0.6577964525622924,1.9008479492104802,-2.1640291965425056,bf81d8692db,games5425898691,19.0,2219.530029296875,-4512.06005859375,51.13999938964844,413.80001068115234,15801.800537109375,3118.5000610351562,-2329.4000244140625,470.49999237060547,-1045.2999877929688,255.0,90.0,,-0.04174860922847557,1.5237215071948123,0.0045018730140848374,True,8,7,False,0.0,False,,76561198039309853,enpitsu,28.0,1651.3199462890625,-4931.68017578125,240.5,-6470.3997802734375,1235.1000213623047,-3181.199951171875,1100.6999969482422,-3137.3001098632812,2758.9999389648438,128.0,128.0,False,-0.9182037027519175,1.744199756909049,2.5647048997599105,True,200.0,False,2,False,2,,lelis-luna,bb61a62354b,7,698.4099731445312,-4236.39013671875,32.310001373291016,-6832.19970703125,11248.900146484375,3160.7000732421875,2.800000011920929,-4.000000059604645,-622.0999908447266,255.0,112.0,,-0.009561108871426723,1.0305561063608137,-0.00025008405717784435,False,False,6,0.0,False,8,,AndyGandiii,7989489015954364942,7.0,2129.5,-3354.179931640625,106.06999969482422,2610.0,-11159.69970703125,4065.10009765625,-581.1999893188477,-87.79999732971191,-1049.8999786376953,128.0,128.0,,0.04495966109690585,-1.626028286422674,0.004193509835674557,True,4,False,6,160.0,False,
4,510,12.0,False,False,1,5395.801286136859,3292.81005859375,305.75,93.13999938964844,1822.1000671386719,8410.0,0.0,-5857.60009765625,1270.2999877929688,273.29999923706055,1.0,-0.08122182155949982,2.2069150437115246,2.9710397084490214,bf81d8692db,games5425898691,19.0,3469.409912109375,185.0800018310547,17.010000228881836,-2049.2999267578125,13852.900390625,2.7000001072883606,0.09999999776482582,-3.0000001192092896,1567.7000427246094,255.0,167.0,,-0.009553947083176,1.3656652545357932,2.4640585930139248e-05,True,8,8,False,0.0,False,,76561198039309853,enpitsu,28.0,1982.699951171875,-773.25,17.059999465942383,1362.7000427246094,20980.30029296875,2.3000000417232513,-0.0,-0.5999999865889549,1876.9999694824219,255.0,255.0,False,-0.01677784966874112,1.5779908382201198,0.00010749831733533632,True,127.0,False,2,False,2,,lelis-luna,bb61a62354b,7,-105.91000366210938,1652.43994140625,17.010000228881836,-2026.6000366210938,17357.80029296875,2.800000011920929,-0.0,0.9000000357627869,-1650.0,255.0,23.0,,-0.009591346774038308,1.4880494976979617,-0.0001985529213945382,True,False,8,48.0,False,8,,AndyGandiii,7989489015954364942,7.0,3674.360107421875,-3438.080078125,17.020000457763672,888.0999755859375,22473.798828125,4.099999964237213,-14.40000057220459,-12.899999618530273,1.4000000059604645,255.0,128.0,False,-0.016244380785922847,1.6102863103517628,0.0006713132393360441,True,6,False,6,31.60393980241591,True,
5,512,12.0,False,False,1,5362.536135412537,3301.840087890625,347.42999267578125,93.13999938964844,1795.0999450683594,8285.800170898438,0.0,-5858.2000732421875,1270.2999877929688,259.3000030517578,1.0,-0.3563878856701643,2.221673420543135,2.842386819514965,bf81d8692db,games5425898691,19.0,3451.7900390625,276.9200134277344,17.010000228881836,-3061.099853515625,13711.300048828125,2.5999999046325684,0.09999999776482582,-1.0999999940395355,505.2000045776367,255.0,128.0,,-0.009574554847870325,1.3065222094335676,-0.00017437767770860405,True,8,8,False,0.0,False,,76561198039309853,enpitsu,28.0,1979.8699951171875,-599.4299926757812,17.059999465942383,-1779.7999572753906,20675.80078125,2.3000000417232513,-0.0,-0.3999999910593033,1992.7999877929688,255.0,255.0,False,-0.016778102408960962,1.4155053264958792,5.0352529455322116e-05,True,127.0,False,2,False,2,,lelis-luna,bb61a62354b,7,-114.58000183105469,1797.27001953125,17.010000228881836,-335.99998474121094,17378.199462890625,2.7000001072883606,-0.0,3.799999952316284,-789.0000152587891,255.0,128.0,,-0.009592350046681743,1.6019650429525887,6.414737094067583e-05,True,False,8,48.0,False,8,,AndyGandiii,7989489015954364942,7.0,3680.280029296875,-3247.3701171875,17.020000457763672,326.3999938964844,22997.60009765625,3.0000001192092896,-1.5000000596046448,0.5999999865889549,1036.3999938964844,255.0,198.0,False,-0.016710121359850984,1.577867592303193,0.0003758116335387613,True,6,False,6,25.264843228042768,True,
6,537,13.0,False,False,1,4211.147167241048,2745.760009765625,1356.8599853515625,113.19000244140625,-12370.400390625,5100.7000732421875,3224.2001342773438,-4758.800048828125,-135.0,3651.7001342773438,1.0,0.5404177515045276,2.6265470537670446,2.6939551737125087,bf81d8692db,games5425898691,19.0,2916.77001953125,1381.9100341796875,17.010000228881836,-10403.00048828125,7754.0997314453125,2.8999999165534973,-0.29999999329447746,-0.09999999776482582,2007.8999328613281,128.0,252.0,,-0.009613938523252883,0.5891730403352986,4.2770133575420444e-05,True,8,8,False,0.0,False,,76561198039309853,enpitsu,28.0,765.0399780273438,568.6500244140625,17.059999465942383,-15459.49951171875,10045.900268554688,1.899999976158142,-1.1999999731779099,0.19999999552965164,-365.29998779296875,0.0,128.0,False,-0.016832637049599062,0.6045852157261116,0.00010233680458995729,True,127.0,False,2,False,2,,lelis-luna,bb61a62354b,7,-262.5299987792969,3378.239990234375,17.010000228881836,-1135.8000183105469,16574.3994140625,3.0000001192092896,-0.0,0.9000000357627869,-2750.4000854492188,255.0,0.0,True,-0.00958503439470885,1.66712652955444,-0.00017940612812757686,True,False,8,79.0,False,8,,AndyGandiii,7989489015954364942,7.0,3493.169921875,-1233.9000244140625,17.040000915527344,1683.8999938964844,22938.20068359375,0.29999999329447746,-0.0,-0.3999999910593033,-53.499999046325684,255.0,128.0,False,-0.01678465754134767,1.6495367475069247,4.893592043749799e-05,True,6,False,6,22.39384066674017,True,
7,572,14.0,False,False,1,3163.108718015992,1237.9599609375,1995.4300537109375,125.13999938964844,-13596.199951171875,6632.8997802734375,1282.5,-2907.0001220703125,508.49998474121094,1631.7999267578125,1.0,0.19487831947463816,1.4626914472296417,1.5341475547551384,bf81d8692db,games5425898691,19.0,1421.7099609375,1884.6300048828125,17.0,-13322.2998046875,4126.000061035156,3.799999952316284,-0.0,-0.0,0.0,255.0,,,-0.009587512392448495,0.30035469726529745,6.063160752074528e-06,True,8,8,False,,False,,76561198039309853,enpitsu,28.0,-505.44000244140625,1680.239990234375,17.059999465942383,-7917.60009765625,10732.60009765625,1.899999976158142,-0.0,-0.7999999821186066,-2.7000001072883606,128.0,128.0,,-0.01675142719407783,0.9355972658593079,5.351155366290921e-05,True,127.0,False,2,False,2,,lelis-luna,bb61a62354b,7,47.72999954223633,4444.39013671875,17.010000228881836,-1024.5999908447266,-2495.2999877929688,2.7000001072883606,-0.19999999552965164,-0.5000000074505806,-313.8999938964844,255.0,128.0,False,-0.009469966832464023,-1.1254339607223658,0.00012420169192636237,True,False,8,110.0,False,8,,AndyGandiii,7989489015954364942,7.0,3119.760009765625,1604.949951171875,17.040000915527344,-8058.699951171875,21378.9990234375,4.399999976158142,-0.0,0.19999999552965164,22.200000286102295,255.0,128.0,,-0.016782366471806236,1.2079639062396887,-2.427196056786653e-05,True,6,False,6,234.0,False,
8,588,15.0,False,False,1,2796.886124375293,454.25,2378.219970703125,94.25,-12046.600341796875,6148.599853515625,1379.4000244140625,-3907.9998779296875,-3073.0999755859375,1631.7999267578125,1.0,-0.7132888300665772,-0.28354454609765395,3.071422239216648,bf81d8692db,games5425898691,19.0,634.260009765625,2174.090087890625,17.0,-13320.2001953125,4499.4000244140625,4.000000059604645,-1.1999999731779099,0.7999999821186066,1490.2999877929688,255.0,255.0,,-0.009615483060236556,0.3184811294850481,0.00023153457780760258,True,8,8,False,,False,,76561198039309853,enpitsu,28.0,-805.3599853515625,2224.489990234375,17.059999465942383,-2627.6998901367188,11319.7998046875,1.899999976158142,-0.5999999865889549,-1.4000000059604645,-283.4000015258789,128.0,128.0,,-0.01678440891080099,1.3723037097625683,0.00022218357082313917,True,127.0,False,2,False,2,,lelis-luna,bb61a62354b,7,-108.69999694824219,4126.259765625,17.010000228881836,-4585.7000732421875,-9247.999877929688,0.29999999329447746,0.5999999865889549,0.09999999776482582,0.0,255.0,128.0,False,-0.009491176220684697,-1.1104415000588257,4.055843310368305e-05,True,False,8,84.91382366867475,True,8,,AndyGandiii,7989489015954364942,7.0,2614.010009765625,2877.139892578125,17.040000915527344,-10909.100341796875,19874.89990234375,4.799999892711639,0.5000000074505806,-1.0999999940395355,1763.5000610351562,255.0,235.0,,-0.016767269250228478,1.0189308277008404,0.00018039571929658562,True,6,False,6,234.0,False,
9,604,15.0,False,False,1,2625.961532530317,-225.72999572753906,2765.679931640625,97.83000183105469,-11527.2998046875,11776.99951171875,1286.4999389648438,-2675.5999755859375,-5299.6002197265625,-868.4999847412109,1.0,0.9267152327155357,-1.245035885803753,-0.45364986805348945,bf81d8692db,games5425898691,19.0,-262.0,2601.43994140625,104.86000061035156,-15446.500244140625,9057.999877929688,-134.20000076293945,-5050.7000732421875,-1908.2000732421875,-1048.0999755859375,255.0,0.0,,-0.5851307892097963,-1.0425010000683683,2.803861630404965,True,8,9,False,,False,,76561198039309853,enpitsu,28.0,-913.4500122070312,2793.909912109375,17.059999465942383,-1551.6999816894531,8448.800048828125,1.899999976158142,-0.0,-0.7000000029802322,0.0,255.0,0.0,,-0.01684094834962181,1.389169059798743,6.268508672664111e-05,True,127.0,False,2,False,2,,lelis-luna,bb61a62354b,7,-435.29998779296875,3411.179931640625,118.44999694824219,-827.7999877929688,-18498.900146484375,1339.7000122070312,3239.2999267578125,2936.7999267578125,592.2999954223633,255.0,240.0,False,0.16905217753061505,-1.3801155133931642,-0.0751012536005105,True,False,9,51.68726867501452,True,10,,AndyGandiii,7989489015954364942,7.0,1747.699951171875,3752.469970703125,17.040000915527344,-14317.60009765625,9715.700073242188,4.799999892711639,-0.0,-2.3999999463558197,1609.2999267578125,19.0,245.0,,-0.01719409413069037,0.5520908837825681,0.000147696082376106,True,6,False,6,234.0,False,
