,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,team_mate_handbrake
0,178,0.0,False,True,1,5179.358489555764,-3.9100000858306885,39.41999816894531,108.66999816894531,-3855.5999755859375,25815.80078125,8832.100219726562,5996.6998291015625,186.00000381469727,63.29999923706055,1.0,0.0037878129884009633,-0.0015727836773763186,-0.12531512953111001,76561198039309853,enpitsu,26.0,29.739999771118164,-252.3000030517578,17.049999237060547,115.9000015258789,21728.798828125,-1.899999976158142,0.09999999776482582,-1.4000000059604645,947.5,128.0,128.0,,-0.01678379718298318,1.56200269278814,0.00027980112997882256,True,False,4.0,False,False,False,,bf81d8692db,games5425898691,19.0,-0.0,-4789.759765625,17.010000228881836,-0.0,-9583.499755859375,2.0999999344348907,0.7999999821186066,-0.0,0.0,0.0,,-0.009727517006379839,1.570789434113728,3.4030161508733774e-08,True,116.0,False,False,False,False,,imhyy_,5301610611026746935,7.0,-2999.010009765625,3952.330078125,17.010000228881836,-12176.500244140625,1626.9000244140625,2.800000011920929,-0.5999999865889549,0.19999999552965164,-3185.7998657226562,255.0,0.0,False,-0.009570975919007,0.3571754672310328,-3.372577493087169e-05,True,255.0,False,4,4,False,50.0,kuuriz_54,5039596719579850030,22.0,0.6499999761581421,1722.3399658203125,17.010000228881836,1672.8999328613281,-21448.30078125,1.2999999523162842,-0.0,0.3999999910593033,-10.700000524520874,255.0,128.0,,-0.009595994568786567,-1.6481113263048701,3.519676633475731e-05,True,8.0,False,False,False,False,,
1,232,1.0,False,False,0,10240.638409817471,730.22998046875,-4970.68994140625,562.9000244140625,-18579.49951171875,5790.30029296875,11968.900146484375,2924.4000244140625,5131.199951171875,-1057.2000122070312,0.0,0.10514887504382538,-0.014475445754303823,0.6882689448828989,5301610611026746935,imhyy_,7.0,903.719970703125,-5071.68994140625,440.55999755859375,-22604.49951171875,3282.60009765625,2686.199951171875,-1385.8000183105469,-28.299999237060547,725.1999664306641,255.0,128.0,False,-0.14369201528964723,-3.1187710062063294,1.6054439017448119,True,6,96.88921308004728,True,4,False,,5039596719579850030,kuuriz_54,22.0,342.4599914550781,2526.590087890625,17.020000457763672,-11431.800537109375,11480.699462890625,2.0999999344348907,0.7999999821186066,-0.5000000074505806,3545.4000854492188,255.0,255.0,0.009587858107003171,2.743255734692232,8.457142283692251e-05,True,31.0,False,4,False,4,,enpitsu,76561198039309853,26.0,364.8399963378906,-2826.419921875,17.049999237060547,1360.8999633789062,-10096.900024414062,2.7000001072883606,0.09999999776482582,-0.5999999865889549,0.0,128.0,128.0,,0.01685682860496722,-1.4367914883434147,-5.408954222293768e-05,True,4.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,109.41999816894531,3537.659912109375,90.36000061035156,2111.9000244140625,-15410.899658203125,-158.00000190734863,5267.60009765625,1580.0,72.89999961853027,255.0,128.0,,0.045394069176950984,1.912797908483771,3.130583091494143,True,116.0,False,4,3,False,,False
2,408,8.0,False,False,1,2700.095737896643,811.0800170898438,2441.239990234375,187.4600067138672,-8536.699829101562,12818.1005859375,4649.800109863281,5580.8001708984375,1618.8999938964844,-1494.4000244140625,1.0,-0.08230392456933876,-0.615180838488638,1.2597223177117598,76561198039309853,enpitsu,26.0,826.02001953125,2337.860107421875,71.2699966430664,-13120.50048828125,10809.000244140625,2749.7000122070312,-2426.199951171875,-1691.3999938964844,-1870.0,255.0,0.0,False,-0.11694811125600699,0.4959856600467269,0.005803394216679039,True,4,238.0,False,3,False,,bf81d8692db,games5425898691,19.0,-1144.6500244140625,-3528.93994140625,16.989999771118164,-11200.699462890625,11288.00048828125,4.600000083446503,-0.0,-0.0,-633.1999969482422,255.0,81.0,-0.009584764639702734,0.7988118746003436,-5.792739907765583e-05,True,255.0,False,4,False,4,,imhyy_,5301610611026746935,6.0,946.8200073242188,3209.6201171875,67.9000015258789,-10358.1005859375,-15571.400146484375,3937.60009765625,-2176.1000061035156,-1727.5,1418.2000732421875,255.0,226.0,False,0.04861482641034136,-1.119794601383316,0.15054356265968086,True,56.389797805457974,True,7,6,False,,kuuriz_54,5039596719579850030,19.0,1045.7099609375,5082.5498046875,56.31999969482422,-12115.799560546875,1041.8000030517578,-31.19999885559082,1465.5000305175781,1790.2000427246094,211.90000534057617,231.0,93.0,,0.057883170197549995,0.12258243451672746,-0.9092202660657603,True,0.0,False,6,6,False,,
3,415,8.0,False,False,0,7877.777840793398,-563.0800170898438,-2730.739990234375,311.2099914550781,22767.7001953125,5265.30029296875,13379.89990234375,4836.000061035156,-759.1000366210938,-3469.2999267578125,0.0,0.11612508330070699,-0.10149053169216331,0.11641948653001698,5301610611026746935,imhyy_,6.0,-657.22998046875,-2780.5,165.94000244140625,16034.200439453125,16332.7001953125,2268.000030517578,596.1000061035156,5439.6002197265625,552.2999954223633,255.0,91.0,False,-0.2678818652898039,1.3830503878309082,0.5612894299788139,True,8,34.547647207014016,True,7,False,,5039596719579850030,kuuriz_54,19.0,-660.989990234375,-5103.0498046875,62.43000030517578,11696.8994140625,-648.0000305175781,-650.9999847412109,-265.3000068664551,1518.2000732421875,113.29999923706055,128.0,255.0,0.05949968193673934,-0.11111841352520507,-1.1846537395653065,True,0.0,False,6,False,6,,enpitsu,76561198039309853,26.0,-489.75,-2596.469970703125,95.19000244140625,12441.199951171875,-9798.599853515625,1631.9000244140625,5333.4002685546875,1149.800033569336,-694.4000244140625,128.0,128.0,False,0.8062712369754182,0.5080547600370702,2.1270829723227447,True,238.0,False,4,3,False,,games5425898691,bf81d8692db,19.0,1431.9599609375,3170.43994140625,16.989999771118164,7373.499755859375,-13745.6005859375,4.799999892711639,0.29999999329447746,-0.5999999865889549,-1945.2999877929688,255.0,0.0,,0.009599325283804758,-1.1332124736782576,-7.743537900789798e-05,True,255.0,False,4,4,False,,
4,507,11.0,False,True,1,5279.698294150081,-2541.469970703125,1132.6300048828125,375.1099853515625,11859.3994140625,21638.5009765625,4107.60009765625,-467.59998321533203,-1038.8999938964844,775.1000213623047,1.0,0.1320069595652997,0.8352175677708925,1.0217289591211827,bf81d8692db,games5425898691,19.0,-2597.590087890625,989.280029296875,217.52000427246094,16242.099609375,16006.099853515625,2999.5999145507812,-347.79998779296875,4180.799865722656,1011.5000152587891,255.0,61.0,,0.7812905325902456,2.5901197797147426,0.4216391080540052,True,6,127.09961305895162,True,5,False,,76561198039309853,enpitsu,26.0,-3505.199951171875,1995.1199951171875,17.040000915527344,2820.2999877929688,-22821.59912109375,3.700000047683716,-0.0,0.09999999776482582,-83.10000419616699,255.0,255.0,-0.016779762960017947,-1.6862531169049857,4.498036894187161e-05,True,215.0,False,4,False,4,,imhyy_,5301610611026746935,6.0,-3687.47998046875,1760.27001953125,92.86000061035156,2560.7998657226562,21414.19921875,-150.9000015258789,-1584.2999267578125,5180.3997802734375,950.1999664306641,255.0,25.0,True,0.27713090761996045,1.096132692554471,-2.471018318668918,True,247.0,False,10,9,False,,kuuriz_54,5039596719579850030,17.0,-1197.3299560546875,3864.25,17.010000228881836,5870.3997802734375,8789.89990234375,2.5,-0.19999999552965164,-0.0,2378.000030517578,236.0,255.0,False,-0.009541344077553051,2.10490697206331,7.726372941723886e-06,True,0.0,False,6,6,False,,False
5,552,13.0,False,False,0,9776.361592160443,682.8499755859375,-4508.02978515625,205.5,-5399.000244140625,5053.399963378906,6252.8997802734375,5185.9002685546875,-2573.800048828125,1575.0999450683594,0.0,1.026913650169137,1.7210421878278828,2.310598512021066,5039596719579850030,kuuriz_54,17.0,676.9000244140625,-4636.580078125,124.11000061035156,2356.7999267578125,4100.4998779296875,2520.2000427246094,-4626.400146484375,2974.1000366210938,-1.1999999731779099,255.0,124.0,,-0.6331691023721733,-2.0788866231905745,-0.03780985415780172,True,8,,False,7,False,,5301610611026746935,imhyy_,6.0,2728.739990234375,-4957.4501953125,22.479999542236328,-18109.3994140625,-9444.7998046875,412.5,-1007.7999877929688,-39.000000953674316,-2098.8999938964844,255.0,0.0,0.0017327102157843302,-2.7191197743377846,0.2104154422141958,True,247.0,False,10,False,10,,enpitsu,76561198039309853,26.0,1364.4100341796875,344.8699951171875,17.040000915527344,-8845.900268554688,17647.5,4.300000071525574,0.0,0.09999999776482582,-2060.2999877929688,255.0,0.0,True,0.016777686718674068,1.9593669527507453,-2.6793665069316638e-05,True,215.0,False,4,4,False,,games5425898691,bf81d8692db,19.0,-263.1700134277344,-3301.550048828125,16.56999969482422,-19417.60009765625,-1588.3999633789062,86.30000114440918,57.30000019073486,-10.199999809265137,-1921.9999694824219,255.0,0.0,,0.008725177675264316,-3.1346703816278154,0.0026251374022055523,True,114.0,False,6,6,False,,
6,598,15.0,False,False,0,8840.296864120015,-205.89999389648438,-3673.320068359375,328.20001220703125,-13933.699951171875,19458.299560546875,7218.2000732421875,5401.300048828125,2355.8999633789062,-1128.8999938964844,0.0,-0.20839591773854713,-2.674030144806662,-0.8675075772299178,5301610611026746935,imhyy_,6.0,-112.41000366210938,-3778.739990234375,185.6999969482422,-13839.599609375,18194.000244140625,2537.7999877929688,-5081.300048828125,92.5,2102.7000427246094,255.0,0.0,,-0.15227828369863128,2.977652870519809,1.1635718011369378,True,12,165.673591459951,True,11,False,,5039596719579850030,kuuriz_54,16.0,563.4600219726562,-4309.81005859375,17.010000228881836,-7377.8997802734375,1815.5999755859375,2.0999999344348907,-0.7000000029802322,0.0,28.599998950958252,255.0,128.0,0.009493720054351541,2.9042273613906207,-7.261867330723236e-05,True,,False,8,False,8,,enpitsu,76561198039309853,26.0,535.3900146484375,2054.5400390625,17.040000915527344,-10754.49951171875,-4858.699951171875,4.4999998807907104,1.0999999940395355,0.3999999910593033,2308.000030517578,128.0,128.0,False,0.0167249327457616,-2.668623049462487,0.00011835019120121735,True,215.0,False,4,4,False,,games5425898691,bf81d8692db,19.0,-698.4099731445312,-2255.75,17.010000228881836,9347.5,-328.1999969482422,2.5,-3.100000023841858,0.09999999776482582,2042.7000427246094,255.0,255.0,,0.009544096409814023,-0.04455804069739958,0.0004078926885926785,True,114.0,False,6,6,False,,
7,662,17.0,False,False,1,6318.80817313873,3369.669921875,-674.489990234375,215.9499969482422,14894.300537109375,24600.70068359375,-2520.2000427246094,-289.59999084472656,-2036.300048828125,-5636.400146484375,1.0,0.16724426653771438,2.795726042988352,-2.3119792699548856,76561198039309853,enpitsu,26.0,3363.0,-852.219970703125,181.47999572753906,15157.7001953125,11974.599609375,1059.3000030517578,-2669.4000244140625,-1940.2999877929688,4399.89990234375,255.0,255.0,False,0.2656475761098215,1.8425918756818616,-0.1890692462842865,True,6,64.0,False,5,False,,bf81d8692db,games5425898691,19.0,1369.050048828125,-165.1300048828125,138.08999633789062,7756.9000244140625,-11926.700439453125,-3158.599853515625,554.900016784668,1027.699966430664,348.8999938964844,255.0,128.0,1.2766558416941352,-0.9145413429188478,1.632484334527013,True,82.0,False,6,False,8,,imhyy_,5301610611026746935,6.0,3484.340087890625,-301.45001220703125,17.010000228881836,9497.5,-20702.900390625,2.0999999344348907,-0.3999999910593033,0.9000000357627869,-369.7999954223633,255.0,84.0,,-0.009594266967794932,-1.996374734468896,-4.234465410320517e-05,True,112.83357406687993,True,12,12,False,,kuuriz_54,5039596719579850030,16.0,2885.030029296875,4048.110107421875,15.829999923706055,19148.800048828125,-1490.0,-609.7000122070312,312.7000045776367,1606.4999389648438,-1110.4000091552734,182.0,5.0,False,-0.0073222295093968446,-3.0627250077668053,-0.00038067805882753363,True,255.0,False,10,10,False,,
8,757,21.0,False,False,0,10103.227256812645,-3197.739990234375,-4697.5400390625,247.3800048828125,893.7999725341797,14489.3994140625,4928.599853515625,-3579.89990234375,1580.5000305175781,-4548.0999755859375,0.0,-1.2496253540413513,0.6768709237767501,-1.0902571246173924,5039596719579850030,kuuriz_54,15.0,-3154.659912109375,-4835.47998046875,128.9600067138672,-8184.4000244140625,-1571.6999816894531,10632.900390625,-3838.2000732421875,3293.900146484375,144.79999542236328,255.0,128.0,False,-0.9420814992082966,-2.971090934636601,0.5247491983610212,True,10,190.0125676944692,True,10,False,,5301610611026746935,imhyy_,6.0,-869.510009765625,2410.81005859375,68.18000030517578,12296.300048828125,-18695.699462890625,-1485.5000305175781,2268.9999389648438,-968.4999847412109,248.89999389648438,255.0,128.0,-0.30606239030308835,-1.0198800502856062,-0.2534241097884488,True,224.0,False,14,False,16,,enpitsu,76561198039309853,26.0,-3263.4599609375,-4450.8701171875,145.7899932861328,4007.6998901367188,-21512.2998046875,3351.300048828125,0.0,0.19999999552965164,0.0,255.0,128.0,False,0.016775985466404318,-1.386544122582526,4.048466009481899e-05,True,0.0,False,8,6,False,,games5425898691,bf81d8692db,19.0,-1724.9599609375,-2151.110107421875,17.0,18934.49951171875,-9980.30029296875,3.3000001311302185,-0.19999999552965164,0.0,-1.5999999642372131,255.0,128.0,,0.009605182858556287,-0.485319229558007,2.881759793922306e-05,True,210.0,False,8,6,False,,False
9,759,21.0,False,False,1,2308.2732212839314,3162.8701171875,4704.77001953125,330.5,-9117.19970703125,12550.899658203125,17731.8994140625,5965.4998779296875,-128.50000381469727,-629.0999984741211,1.0,0.8480015060435503,-1.0429604810645807,-1.6870284991316673,76561198039309853,enpitsu,26.0,3231.159912109375,4619.60986328125,165.6699981689453,-3753.2000732421875,19029.599609375,1526.6000366210938,-837.5,-3990.1998901367188,2841.4999389648438,255.0,128.0,False,-0.09344559074148667,1.2613225867310005,-0.18102154091471723,True,8,0.0,False,6,False,,bf81d8692db,games5425898691,19.0,1566.81005859375,2233.510009765625,17.0,-19086.400146484375,9656.599731445312,3.3000001311302185,-2.3000000417232513,1.2999999523162842,754.1999816894531,255.0,246.0,-0.009601919965122352,0.4652023707936146,0.00011492912683403265,True,210.0,False,6,False,8,,imhyy_,5301610611026746935,6.0,746.3699951171875,-2223.56005859375,49.88999938964844,-12328.699951171875,18750.699462890625,-2118.8999938964844,-1562.4000549316406,500.6999969482422,120.0,255.0,128.0,False,0.18173308261071247,1.0419413375716435,-0.09338127138074279,True,224.0,False,16,14,False,,kuuriz_54,5039596719579850030,15.0,3201.06005859375,4837.27978515625,214.85000610351562,4646.9000244140625,-1925.5000305175781,11043.499755859375,3744.89990234375,-1868.6000061035156,-865.9999847412109,255.0,4.0,False,1.1611742553223483,-2.7472639379222263,1.1771291091306282,True,183.71569876773387,True,10,10,False,,
