,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,169,0,False,False,1,5187.676665728469,-24.760000228881836,34.689998626708984,98.6500015258789,-14062.60009765625,22448.40087890625,3337.9000854492188,4490.4998779296875,3833.2000732421875,-1068.0999755859375,1.0,0.07810524804767188,0.018035758541350713,-0.08982137438380591,76561198869337620,Castro,20.0,53.939998626708984,-122.52999877929688,87.43000030517578,-14025.899658203125,15036.400146484375,1199.4999694824219,-4340.299987792969,-2600.8999633789062,-2155.500030517578,255.0,128.0,,-0.7985811943795101,0.8048018793664128,0.06722185345423676,True,0.0,False,4,3,False,,76561198216153433,Kapatranovic,12.0,-157.17999267578125,-1959.8199462890625,17.010000228881836,-2170.2999877929688,13375.50048828125,2.0999999344348907,-0.0,0.7000000029802322,1.899999976158142,255.0,128.0,,-0.009574002781814256,1.40959407690012,-7.627398857273415e-05,True,116.0,False,False,False,False,,enpitsu,76561198039309853,26.0,-121.91999816894531,3981.06005859375,17.049999237060547,-786.2999725341797,-21.80000066757202,2.5999999046325684,3.6000001430511475,7.300000190734863,-45.79999923706055,0.0,255.0,False,-0.016397380497569152,-1.5949224340629455,-3.1149038929677674e-05,True,85.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-7.570000171661377,571.510009765625,43.31999969482422,-1646.300048828125,-16518.900146484375,3402.39990234375,279.4000053405762,-56.79999828338623,-2106.4999389648438,255.0,42.0,,-0.014367964211007795,-1.3222559316215428,-0.00020318997082060102,True,22.0,False,3,False,False,
1,172,0,False,False,0,5531.427783928167,192.9499969482422,-283.17999267578125,137.38999938964844,27773.701171875,-3420.1998901367188,8446.099853515625,3221.7999267578125,-713.8999938964844,-5010.899963378906,0.0,-0.516660415519323,-0.223103539223213,-0.4636985817875556,bf81d8692db,games5425898691,19.0,30.079999923706055,-438.5299987792969,66.79000091552734,5700.3997802734375,20123.599853515625,2912.39990234375,-4025.4000854492188,3210.10009765625,-1933.9999389648438,255.0,106.0,,0.15545104495318351,1.1560063409388819,0.02556520501194454,True,22.0,False,4,3,False,,76561198039309853,enpitsu,26.0,127.94999694824219,-3980.929931640625,17.049999237060547,556.1999893188477,13.799999952316284,2.5,-1.5999999642372131,0.7000000029802322,3.400000035762787,0.0,255.0,False,0.016687472956882814,1.5950558724999118,-4.1796686957920884e-05,True,85.0,False,False,False,False,,Kapatranovic,76561198216153433,12.0,193.8699951171875,1734.0899658203125,17.010000228881836,2226.199951171875,-13686.8994140625,2.0999999344348907,0.0,-0.7000000029802322,0.0,255.0,128.0,,0.009574005726431644,-1.4095233467907513,-7.593515479799934e-05,True,116.0,False,False,False,False,,Castro,76561198869337620,20.0,98.13999938964844,-40.52000045776367,93.58999633789062,14046.099853515625,-15055.799560546875,-98.10000419616699,4383.299865722656,3310.4000854492188,278.50000381469727,255.0,128.0,,1.5124214944679468,0.7408337292595205,1.669161676010884,True,0.0,False,4,False,3,
2,235,2,False,False,1,5569.903171206184,-2679.14990234375,868.9199829101562,372.239990234375,-1911.7999267578125,23774.599609375,4406.000061035156,1511.1000061035156,5440.3997802734375,-2029.1000366210938,1.0,-0.1409907240563308,-1.7210248183715868,2.5408446752096836,76561198216153433,Kapatranovic,12.0,-2621.550048828125,710.530029296875,269.1099853515625,-6474.7998046875,18050.799560546875,132.29999542236328,-110.10000228881836,3991.199951171875,3782.5,128.0,0.0,,0.729521766331949,1.5788514300225174,2.415560118456448,True,5.044387048290659,True,4,3,False,,76561198869337620,Castro,20.0,-2279.3798828125,1046.1300048828125,17.010000228881836,5279.4000244140625,-9667.5,2.5,-0.0,-0.0,2383.5000610351562,255.0,255.0,,-0.009531397232118792,-2.1286883583400935,-1.273200159118952e-07,True,0.0,False,False,4,4,,enpitsu,76561198039309853,26.0,-77.06999969482422,5479.14990234375,22.0,-120.50000190734863,-1838.2000732421875,-72.69999980926514,0.7999999821186066,0.19999999552965164,0.0,255.0,0.0,False,-0.055883424310021565,-1.5047162909457943,-0.0025959239789447378,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,834.4000244140625,-2277.199951171875,21.979999542236328,12262.60009765625,10316.99951171875,2998.900146484375,-1.2999999523162842,-1.1999999731779099,419.59999084472656,255.0,128.0,,-0.009596427161021525,2.4003423375665043,-0.000224066883288675,False,0.0,False,5,False,4,
3,354,6,True,True,1,1079.1185503256845,-173.77999877929688,4998.33984375,493.4599914550781,11818.800048828125,7366.6998291015625,-347.59998321533203,310.49999237060547,1407.5999450683594,3774.8001098632812,1.0,-0.6306614813925523,1.1744164349364472,3.004938059895432,76561198216153433,Kapatranovic,12.0,-196.14999389648438,4930.43994140625,318.0799865722656,11945.50048828125,5430.8001708984375,-3775.10009765625,2779.8001098632812,-505.9000015258789,576.3000106811523,128.0,128.0,False,0.9612820029803787,3.131124578249999,0.9357059399817346,True,188.0,False,6,4,False,,76561198869337620,Castro,20.0,-3613.179931640625,47.18000030517578,17.010000228881836,-13833.599853515625,-2239.4000244140625,2.3000000417232513,1.0999999940395355,0.29999999329447746,2001.6999816894531,255.0,255.0,,-0.009587564229511967,-0.20333324717207626,0.00015926315368103923,True,255.0,False,False,4,4,,enpitsu,76561198039309853,26.0,-753.8800048828125,5173.85986328125,282.80999755859375,-624.7000122070312,5574.2999267578125,-151.40000343322754,-4055.4000854492188,-1193.7000274658203,3518.2000732421875,128.0,0.0,,0.6710315039702373,-0.2457791727601108,2.216997210562855,True,41.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,1886.75,4972.64990234375,19.510000228881836,-20710.70068359375,3937.7999877929688,618.6000061035156,1968.5000610351562,-190.0,1443.5000610351562,255.0,185.0,,0.014938573262764461,0.1395720680493151,-0.08642773661624807,True,255.0,False,6,False,6,
4,616,7,False,False,1,5217.310187948114,-3.930000066757202,0.8899999856948853,160.35000610351562,443.8999938964844,-6545.999755859375,6338.3001708984375,-4929.200134277344,-1380.0,-2516.0000610351562,1.0,0.3082207515631342,0.44423161721451815,0.05697498544771801,76561198216153433,Kapatranovic,12.0,55.45000076293945,-102.1500015258789,99.68000030517578,-1229.8999786376953,770.4000091552734,734.7000122070312,584.7999954223633,-1033.7000274658203,1948.6000061035156,255.0,128.0,,-1.2177794117973317,1.181822428908574,-0.18143688851415454,True,0.0,False,4,3,False,,76561198869337620,Castro,20.0,60.02000045776367,-1874.5899658203125,17.010000228881836,-377.00000762939453,12567.900390625,2.0999999344348907,0.29999999329447746,-0.09999999776482582,0.0,255.0,128.0,,-0.009598680625067328,1.54078471794536,1.4331757392035098e-05,True,116.0,False,False,False,False,,enpitsu,76561198039309853,26.0,-58.709999084472656,138.86000061035156,107.0,4646.700134277344,-4542.5,3615.1998901367188,4774.700012207031,2401.3999938964844,1297.7999877929688,255.0,128.0,,-0.9037268109751023,-1.971140915954779,0.04586336480332365,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,-2895.969970703125,4140.990234375,17.010000228881836,-17069.69970703125,1322.2000122070312,2.3000000417232513,0.5000000074505806,-0.19999999552965164,1912.1000671386719,128.0,255.0,,-0.009619383252893438,0.011237401276669516,4.8454518920647663e-05,True,0.0,False,False,False,False,50.0
5,619,7,False,False,0,5206.871480144249,37.04999923706055,17.40999984741211,177.49000549316406,4104.5001220703125,4574.599914550781,305.3000068664551,2308.300018310547,-5113.800048828125,-1513.2000732421875,0.0,-0.5811721722546069,-0.7170286215343518,0.45254049705025823,76561198039309853,enpitsu,26.0,20.549999237060547,-134.52999877929688,133.52000427246094,-653.6000061035156,-2209.7000122070312,283.29999923706055,-5425.8001708984375,255.10000228881836,-863.3999633789062,255.0,128.0,,1.1282883316018772,-1.723195690730819,3.0358810152941476,True,0.0,False,2,1,False,,bf81d8692db,games5425898691,19.0,3021.659912109375,-4140.77978515625,17.010000228881836,16457.60009765625,1089.800033569336,2.3000000417232513,-0.29999999329447746,0.09999999776482582,1946.199951171875,128.0,255.0,,0.009637477698314002,0.1336174681257049,4.4664046354099105e-05,True,255.0,False,False,False,False,,Kapatranovic,76561198216153433,12.0,-49.380001068115234,118.02999877929688,101.33000183105469,327.79998779296875,2342.2000122070312,-135.79999923706055,3502.9000854492188,4091.7001342773438,-1111.9999694824219,255.0,128.0,,1.2554388124311235,-2.7907327941435502,-1.9047421874355919,True,0.0,False,4,False,3,,Castro,76561198869337620,20.0,-55.869998931884766,1736.5400390625,17.010000228881836,386.3999938964844,-12882.900390625,2.0999999344348907,-0.29999999329447746,0.09999999776482582,0.0,255.0,128.0,,0.009598680625067328,-1.54078471794536,1.4331757392035098e-05,True,116.0,False,False,False,False,
6,647,8,False,False,1,5644.542342186283,-378.7300109863281,-358.7200012207031,142.4600067138672,-1621.4999389648438,11563.499755859375,4971.300048828125,4418.500061035156,2233.3999633789062,-3389.5001220703125,1.0,-0.610367013668633,1.7557395863124028,-1.8914517498522263,76561198869337620,Castro,20.0,-349.7200012207031,-573.219970703125,17.010000228881836,-8644.199829101562,9428.099975585938,2.0999999344348907,-0.29999999329447746,0.7000000029802322,11.000000238418579,255.0,128.0,,-0.009591166190716026,0.8269690327403342,-6.683196819931353e-05,True,146.0,False,False,False,False,,76561198216153433,Kapatranovic,12.0,18.700000762939453,-317.989990234375,16.579999923706055,-1594.6000671386719,161.29999160766602,-217.80000686645508,-347.00000762939453,644.1999816894531,1077.300033569336,255.0,255.0,,-0.014295907896817506,0.2758195028408878,0.019764707853251927,True,0.0,False,False,4,4,,enpitsu,76561198039309853,26.0,39.36000061035156,351.3299865722656,25.479999542236328,622.2000122070312,1163.7000274658203,-1991.300048828125,-2231.300048828125,4418.599853515625,918.7999725341797,255.0,0.0,,-0.14184504604587578,-0.49185751028076624,-0.12361027122455102,True,0.0,False,3,False,2,,games5425898691,bf81d8692db,19.0,-3612.47998046875,3060.360107421875,17.010000228881836,7793.2000732421875,-11183.299560546875,2.3000000417232513,-0.0,-0.0,2230.800018310547,255.0,255.0,,-0.009576712392127594,-2.2476171644482195,2.2022540262435246e-05,True,255.0,False,False,False,False,
7,695,9,False,True,1,3875.4595630707067,-629.9400024414062,1577.5999755859375,135.38999938964844,6039.2999267578125,15706.199951171875,5613.4002685546875,1503.0999755859375,-5503.0999755859375,-819.1000366210938,1.0,-0.11976054809388505,-2.3075624886200883,0.27488840118603686,76561198869337620,Castro,20.0,-734.2899780273438,1405.989990234375,17.010000228881836,6772.1002197265625,13138.499755859375,-0.09999999776482582,-0.3999999910593033,-0.7000000029802322,-23.599998950958252,255.0,128.0,,-0.009588624968475915,2.0501407602079498,6.013437961905814e-05,True,92.36319988260986,True,False,False,False,,76561198216153433,Kapatranovic,12.0,-92.91000366210938,-1248.989990234375,17.010000228881836,10356.500244140625,777.7999877929688,2.5,-0.0,-0.0,2416.1000061035156,255.0,255.0,False,-0.009545653247229174,3.0065481184111515,-3.0367044771508108e-05,True,0.0,False,False,4,4,,enpitsu,76561198039309853,26.0,-841.8099975585938,820.4600219726562,17.059999465942383,-3966.0000610351562,8224.89990234375,1.1999999731779099,-2.3000000417232513,5.699999928474426,-1099.4999694824219,255.0,0.0,,-0.01668453943757227,1.17277792261212,0.0002049835664228952,True,0.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,-2393.56005859375,4024.889892578125,17.010000228881836,1517.7000427246094,13328.800048828125,2.3999999463558197,-0.0,0.7999999821186066,-2201.300048828125,255.0,0.0,,-0.009551192317570836,1.7432899228829972,-6.767790726092056e-05,True,255.0,False,False,False,False,
8,731,11,False,True,1,1719.1911449089723,145.02999877929688,3593.5,303.5899963378906,5971.199951171875,22123.5009765625,-2078.8999938964844,-3422.7999877929688,-4531.099853515625,1457.2000122070312,1.0,0.33803327721344384,-2.001939068654817,1.4323916548960416,76561198869337620,Castro,20.0,164.8699951171875,3429.110107421875,303.3900146484375,8499.500122070312,18074.49951171875,2974.5001220703125,-1915.8000183105469,-947.3999786376953,1858.9999389648438,255.0,128.0,,0.25980565087927854,1.6321293658139084,-0.09661532683911364,True,56.0,False,4,False,4,,76561198216153433,Kapatranovic,12.0,1040.989990234375,-135.25,17.010000228881836,8786.699829101562,10198.400268554688,2.3999999463558197,1.2999999523162842,1.8000000715255737,-2086.0000610351562,255.0,0.0,,-0.009559647914783557,2.3242059674737003,-0.0002045086032899966,True,,False,False,4,4,17.0,enpitsu,76561198039309853,26.0,-1252.25,2249.47998046875,17.059999465942383,-18.600000143051147,13108.599853515625,1.1999999731779099,-0.0,-0.3999999910593033,-511.5999984741211,255.0,0.0,,-0.016749485768426813,1.6152635271838438,0.00027620962712632567,True,,False,4,False,4,,games5425898691,bf81d8692db,19.0,-890.75,4598.39013671875,84.87999725341797,17183.900146484375,772.6999664306641,3014.4000244140625,61.599998474121094,-1866.0000610351562,-30.999999046325684,255.0,207.0,,0.1382898280627536,3.1105234091672047,0.0004603596929045434,True,218.33908820152283,True,4,False,False,
9,747,11,False,False,0,9996.802656067748,-507.4800109863281,-4849.25,92.98999786376953,-22381.79931640625,-21721.10107421875,2322.7000427246094,2740.8999633789062,-3022.2000122070312,4399.200134277344,0.0,0.11354013644995538,0.14021263307126877,-1.1122039706557734,bf81d8692db,games5425898691,19.0,-265.82000732421875,-4743.7001953125,199.6999969482422,-22192.5,-6040.5999755859375,59.89999771118164,3875.2999877929688,-3815.7000732421875,-819.3000030517578,255.0,255.0,,0.5268020298498656,2.894960172984536,-0.8944203816896127,True,178.0,False,4,3,False,,76561198039309853,enpitsu,26.0,1062.18994140625,-2998.85009765625,17.059999465942383,-5096.199951171875,-13054.100341796875,1.1999999731779099,0.29999999329447746,0.7000000029802322,-7.5,255.0,128.0,,0.016745004928959032,-1.9439797944258372,6.873938090416866e-05,True,,False,False,4,4,,Kapatranovic,76561198216153433,12.0,-1761.780029296875,-46.7599983215332,17.010000228881836,-13194.3994140625,2644.89990234375,2.0000000298023224,1.2999999523162842,0.0,-101.19999885559082,255.0,128.0,,0.009588827119387303,2.9298535158455516,0.00012574170317648968,True,31.0,False,4,False,4,,Castro,76561198869337620,20.0,-652.52001953125,-4476.58984375,364.8599853515625,-8471.900024414062,-18276.199951171875,-707.5,2141.1000061035156,280.49999237060547,84.30000305175781,0.0,128.0,,1.2066189815344144,1.6385783062290766,2.735435373090191,True,56.0,False,4,4,False,
