,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,171,0,False,False,0,5113.079832969464,23.84000015258789,110.33999633789062,124.2300033569336,-8896.099853515625,13280.30029296875,-2269.499969482422,-232.19999313354492,2901.9000244140625,5246.300048828125,0.0,0.03899261843310095,0.3669230998664245,0.016065920027425722,76561198021531407,Strootman88,7.0,21.270000457763672,-32.7400016784668,105.58999633789062,9487.000122070312,17994.000244140625,207.39999771118164,-5377.8997802734375,-930.8999633789062,678.7000274658203,255.0,204.0,,0.9174226423509815,0.4824912405358406,-1.2017154573068816,True,0.0,False,3,4,False,,76561197991253998,Poppo,6.0,2456.9599609375,-4254.02978515625,17.010000228881836,21301.298828125,-820.8999633789062,2.5,3.1999999284744263,-0.19999999552965164,1080.999984741211,255.0,233.0,,0.009600578263228507,-0.029839470657367966,0.0001427095362080259,True,5.0,False,False,False,False,,enpitsu,76561198039309853,26.0,0.0,4608.0,17.049999237060547,0.0,0.0,3.1999999284744263,-0.29999999329447746,0.0,0.0,,,,0.016807872707948066,-1.5708173559379828,-1.7641415603240138e-07,True,False,85.0,False,False,False,,games5425898691,bf81d8692db,17.0,94.01000213623047,233.6199951171875,83.83999633789062,-1462.4000549316406,-17800.2001953125,-194.0999984741211,3949.2999267578125,-1731.6999816894531,-3413.699951171875,128.0,114.0,,1.2711307273788455,-1.205397642081362,0.6538044535975338,True,0.0,False,4,False,3,
1,172,0,False,False,1,5345.945741170721,11.520000457763672,-132.27000427246094,158.85000610351562,20897.80029296875,-783.6000061035156,9847.19970703125,2763.2000732421875,-1233.8999938964844,-5180.9002685546875,1.0,0.0786330757389454,-0.4762308418273193,-0.030900633598936283,bf81d8692db,games5425898691,17.0,-94.01000213623047,-233.6199951171875,83.83999633789062,1462.4000549316406,17800.2001953125,-194.0999984741211,-3949.2999267578125,1731.6999816894531,-3413.699951171875,128.0,114.0,,-1.2711307273788455,1.205397642081362,0.6538044535975338,True,0.0,False,3,4,False,,76561198039309853,enpitsu,26.0,-0.0,-4608.0,17.049999237060547,-0.0,-0.0,3.1999999284744263,0.29999999329447746,-0.0,0.0,,,,-0.016807872707948066,1.5708173559379828,-1.7641415603240138e-07,True,85.0,False,False,False,False,,Strootman88,76561198021531407,7.0,-21.270000457763672,32.7400016784668,105.58999633789062,-9487.000122070312,-17994.000244140625,207.39999771118164,5377.8997802734375,930.8999633789062,678.7000274658203,255.0,204.0,,-0.9174226423509815,-0.4824912405358406,-1.2017154573068816,True,3,0.0,False,4,False,,Poppo,76561197991253998,6.0,-2598.7900390625,4254.66015625,17.010000228881836,-21232.099609375,-593.6000061035156,2.800000011920929,0.7000000029802322,-0.0,1661.6000366210938,255.0,255.0,,-0.009596451880684346,-0.06764949267195584,0.0001897752109857213,True,5.0,False,False,False,False,
2,258,3,False,False,1,5616.936994048104,2668.489990234375,-189.94000244140625,99.87000274658203,-8887.60009765625,-150.50000190734863,5815.0,101.19999885559082,-5973.4002685546875,-554.3000030517578,1.0,1.057282464605062,3.0315449410696313,-2.060066096315194,bf81d8692db,games5425898691,17.0,2371.3798828125,-84.19999694824219,15.829999923706055,13638.599853515625,-3011.4999389648438,125.9000015258789,-16.100000143051147,-10.800000429153442,2164.7999572753906,255.0,255.0,,-0.011229430712593932,-2.9559964928194185,0.00020652064299149086,True,31.0,False,6,6,False,,76561198039309853,enpitsu,26.0,1023.6500244140625,-3232.1201171875,17.049999237060547,3768.800048828125,7768.900146484375,3.100000023841858,0.3999999910593033,-0.0,0.0,255.0,128.0,False,-0.0167033696211827,2.0224761432790705,-9.672156996323604e-06,True,92.0,False,False,False,False,,Strootman88,76561198021531407,8.0,-3798.25,-61.709999084472656,16.110000610351562,-14732.7001953125,5998.800048828125,-1098.6000061035156,371.89998626708984,-2026.9999694824219,-106.99999809265137,255.0,1.0,,0.002077862686222923,0.5451343031816105,0.019239989825112803,True,6,255.0,False,6,False,,Poppo,76561197991253998,7.0,275.3800048828125,2731.9599609375,17.010000228881836,9983.099975585938,-13452.5,0.29999999329447746,1.4000000059604645,-1.7000000178813934,-1613.2000732421875,255.0,98.0,False,-0.009574297544160604,-2.139419580704461,3.974496198250249e-05,True,198.56092898050946,True,False,False,False,
3,298,4,False,False,0,4888.501101871256,-1372.219970703125,274.75,253.83999633789062,18555.999755859375,21457.39990234375,-514.0999984741211,1915.5999755859375,2564.2999267578125,-5074.800109863281,0.0,0.30056660420251896,-0.34614954855938834,1.0601447312752637,76561197991253998,Poppo,7.0,-1489.1700439453125,38.0,168.55999755859375,-1049.000015258789,22905.80078125,1795.0999450683594,-1014.1999816894531,1914.9000549316406,437.90000915527344,255.0,0.0,,-0.40883321241606657,2.1744895726293434,-0.013051455600549518,True,132.77317875431436,True,3,4,False,,76561198021531407,Strootman88,8.0,3406.840087890625,-1528.6700439453125,17.020000457763672,-13465.50048828125,-2951.400146484375,1.899999976158142,-2.0999999344348907,-0.9000000357627869,-2169.4000244140625,255.0,2.0,,0.009557776034658369,-2.990993141431868,-0.00011751224570076566,True,255.0,False,6,False,6,,enpitsu,76561198039309853,26.0,-1173.469970703125,1226.8399658203125,125.01000213623047,-1343.3999633789062,-20783.00048828125,3696.4999389648438,0.3999999910593033,0.0,-47.60000228881836,255.0,0.0,,0.016839716675564692,-1.6563138586849444,2.788967832401965e-05,True,1,0.7386753097657239,True,2,False,,games5425898691,bf81d8692db,17.0,-3987.610107421875,-58.79999923706055,72.25,-1845.2999877929688,5048.900146484375,1512.7999877929688,-1386.4999389648438,1149.1999816894531,-1437.1000671386719,128.0,0.0,,-0.30957884120623524,1.9499617542597982,0.5920060307817938,True,17.0,False,6,False,6,
4,459,10,False,False,0,4600.673326694694,3607.570068359375,4199.759765625,113.5199966430664,-2580.7000732421875,-6277.2998046875,-2796.400146484375,2978.699951171875,-3200.2999877929688,3825.8999633789062,0.0,-0.14024601981618323,3.1217377188614437,-0.5145176813425058,76561198021531407,Strootman88,7.0,3693.64990234375,3982.030029296875,17.59000015258789,-7184.2999267578125,13161.400146484375,131.19999885559082,309.0999984741211,-394.3000030517578,1774.7000122070312,255.0,253.0,False,0.003428640502243188,2.1148731046867684,-0.020184396716407982,True,179.40204737006977,True,6,6,False,,76561197991253998,Poppo,6.0,-1632.719970703125,2997.18994140625,17.010000228881836,6654.5001220703125,1172.6000213623047,2.5999999046325684,0.09999999776482582,0.5999999865889549,0.0,255.0,128.0,False,0.009462699647216272,0.17445941808787216,-2.2690468432245566e-05,True,255.0,False,4,False,4,,enpitsu,76561198039309853,26.0,-1876.9100341796875,3229.409912109375,17.049999237060547,10967.099609375,15278.299560546875,3.1999999284744263,-0.5000000074505806,0.09999999776482582,0.0,255.0,128.0,,0.01673248350083496,0.9482024311623776,1.809089192675476e-05,False,4,255.0,False,4,False,,games5425898691,bf81d8692db,18.0,174.25,4253.77001953125,17.010000228881836,3331.0000610351562,1780.0,2.7000001072883606,-0.29999999329447746,0.0,1893.3000183105469,255.0,255.0,,0.009492529510595525,0.393583634980301,9.372292080948486e-05,True,78.0,False,8,False,8,
5,495,11,False,False,0,2865.462059067111,1960.280029296875,4910.7900390625,243.50999450683594,-14237.19970703125,15424.69970703125,108.29999923706055,1331.0000610351562,750.1999664306641,-4824.89990234375,0.0,0.9017092368492814,-0.901432396459113,2.4019296729494974,76561198021531407,Strootman88,7.0,2013.18994140625,4776.3798828125,188.05999755859375,-15514.000244140625,9588.599853515625,-17.699999809265137,-5462.39990234375,-537.0999908447266,-351.5999984741211,255.0,2.0,False,0.05014243179131146,-3.079980257550234,1.2061430835202844,True,165.0,False,7,8,False,,76561197991253998,Poppo,6.0,-933.6199951171875,3331.389892578125,17.010000228881836,3792.2000122070312,1088.0999755859375,2.7000001072883606,0.3999999910593033,0.09999999776482582,-1933.2000732421875,255.0,0.0,False,0.009498241087504813,0.36988951829746053,-0.00010557072472252927,True,255.0,False,4,False,4,,enpitsu,76561198039309853,26.0,-182.92999267578125,4891.0,17.049999237060547,13313.599853515625,768.7000274658203,3.0000001192092896,0.3999999910593033,3.1999999284744263,-1099.4000244140625,128.0,128.0,False,0.017037227129762543,-0.10964187932083269,0.00022671231237552265,True,4,255.0,False,4,False,,games5425898691,bf81d8692db,18.0,1387.1199951171875,4639.89990234375,120.63999938964844,15305.2001953125,4040.8999633789062,2195.5999755859375,-152.60000228881836,-1247.9000091552734,1545.0,255.0,243.0,,-0.40138246166053476,0.42760625200066543,-0.05325511655890661,True,28.92024943392764,True,10,False,8,
6,598,15,False,False,1,9484.590889007946,-2494.360107421875,-3717.929931640625,309.70001220703125,3273.800048828125,17105.999755859375,1219.5999908447266,4530.199890136719,3831.199951171875,-893.6000061035156,1.0,-0.5823533399357882,1.004620822659283,2.8210978736986605,76561198039309853,enpitsu,26.0,-2490.669921875,-3853.25,191.44000244140625,-5884.4000244140625,12709.599609375,506.19998931884766,-4243.299865722656,3481.7001342773438,-349.3000030517578,128.0,0.0,,-0.049935055308907426,0.7243209693252364,1.2173392611981049,True,220.0,False,5,6,False,,bf81d8692db,games5425898691,18.0,-2582.2099609375,-3766.169921875,71.12000274658203,2118.3999633789062,1651.9999694824219,3105.2999877929688,-2716.9000244140625,-3968.5000610351562,1306.4999389648438,255.0,191.0,,0.1071914515153129,-2.985433527546551,-0.027324305435824724,True,255.0,False,12,False,11,,Strootman88,76561198021531407,7.0,-4079.219970703125,-3209.14990234375,534.8400268554688,54.20000076293945,11537.19970703125,10511.099853515625,-2614.5999145507812,-62.800002098083496,15.299999713897705,255.0,2.0,True,0.6331240344123016,1.5626874917965958,1.567682076590667,True,8,70.0,False,8,False,,Poppo,76561197991253998,6.0,-1299.6300048828125,-819.2000122070312,17.010000228881836,-2997.7999877929688,13696.099853515625,2.7000001072883606,-0.3999999910593033,3.400000035762787,941.9999694824219,255.0,255.0,,-0.009575944724716188,1.3973288176339114,0.00040378987750419685,True,220.0,False,4,False,4,
7,673,18,False,False,0,5804.76779635645,1596.43994140625,-102.43000030517578,121.27999877929688,-19043.699951171875,15489.000244140625,11554.7998046875,5631.400146484375,1990.8999633789062,-568.6000061035156,0.0,-0.7342948144303216,-0.3934610269416327,0.20272886333503645,76561198021531407,Strootman88,8.0,1793.1800537109375,-296.7699890136719,17.010000228881836,-20675.400390625,10075.900268554688,0.3999999910593033,-0.7000000029802322,0.19999999552965164,-1910.8999633789062,255.0,1.0,False,0.009581769152498618,2.616244529522572,-7.927533961837817e-05,True,189.04297642810366,True,8,8,False,,76561197991253998,Poppo,6.0,1811.6400146484375,371.3900146484375,17.010000228881836,533.1000137329102,-15022.900390625,2.800000011920929,0.0,-0.3999999910593033,1408.3999633789062,255.0,255.0,False,0.009586677958012943,-1.527953196394808,0.00026644483520926217,False,194.0,False,4,False,4,,enpitsu,76561198039309853,26.0,1967.5799560546875,264.79998779296875,51.77000045776367,-12102.900390625,-19046.700439453125,3347.9000854492188,503.80001068115234,-364.39998626708984,-2101.1000061035156,255.0,0.0,,0.03485189153907232,-2.28659855193007,-0.0018425417249360182,True,7,108.46878276332733,True,8,False,,games5425898691,bf81d8692db,18.0,1769.219970703125,3549.889892578125,16.989999771118164,-13367.099609375,-3108.2000732421875,5.199999809265137,-4.000000059604645,-0.5999999865889549,1124.3000030517578,255.0,235.0,,0.009598879088054258,-2.893031723232005,-2.4135755333774255e-05,True,156.0,False,12,False,12,
8,777,22,False,False,0,2785.0142894024407,-3065.760009765625,3394.02001953125,217.8000030517578,-5223.599853515625,28301.39892578125,4315.10009765625,16.200000047683716,2588.699951171875,631.8999862670898,0.0,0.23332490049996613,1.8796072687296694,-2.167804548569151,76561198021531407,Strootman88,8.0,-2994.719970703125,3233.139892578125,223.6999969482422,2441.0000610351562,18292.099609375,4377.699890136719,834.8999786376953,344.0999984741211,5334.7998046875,255.0,128.0,False,-0.009651069203766627,1.8906349227884867,0.003968894482780412,True,117.0,False,8,10,4,,76561197991253998,Poppo,6.0,-1506.9100341796875,-571.9500122070312,17.010000228881836,-7029.0997314453125,11653.00048828125,2.8999999165534973,-0.3999999910593033,0.9000000357627869,-2175.8999633789062,255.0,0.0,False,0.009584927994051301,2.0555768321922887,-8.217323050300143e-05,True,224.0,False,4,False,4,,enpitsu,76561198039309853,26.0,-3643.77001953125,1181.31005859375,17.040000915527344,2283.699951171875,22252.7001953125,4.699999988079071,0.5000000074505806,5.199999809265137,-1411.7999267578125,255.0,128.0,,0.01676479939557551,1.424083154112805,-0.00016107491400332562,True,8,255.0,False,8,False,,games5425898691,bf81d8692db,18.0,-2891.35009765625,3770.860107421875,16.989999771118164,-1689.1999816894531,-13394.3994140625,5.400000214576721,0.0,0.09999999776482582,2244.7000122070312,255.0,255.0,,0.009556643289148643,-1.6282309567214126,2.3153724645045192e-05,True,176.0,False,12,False,12,
9,796,22,False,False,0,2030.9689254313992,-2858.93994140625,4618.75,333.2699890136719,6132.60009765625,20043.199462890625,-5638.599853515625,-2909.89990234375,-3545.4000854492188,-3867.9998779296875,0.0,-0.31351191196489747,-2.8666978011721618,-0.8447736509930952,76561198021531407,Strootman88,7.0,-2845.550048828125,4441.77001953125,370.6499938964844,2101.3999938964844,18275.999755859375,139.399995803833,1022.0999908447266,-308.8999938964844,5382.80029296875,255.0,255.0,False,0.020525824312012466,-1.7561516326053233,-0.2183494193152113,True,117.0,False,8,10,4,,76561197991253998,Poppo,6.0,-1558.02001953125,303.69000244140625,17.010000228881836,2779.89990234375,16301.8994140625,0.0,0.7999999821186066,5.699999928474426,-810.1999664306641,255.0,128.0,False,0.009584257045298313,1.3628992066679408,-4.102053363991636e-05,True,189.49418504520128,True,4,False,4,,enpitsu,76561198039309853,26.0,-3303.840087890625,2604.989990234375,17.040000915527344,8230.499877929688,20523.5009765625,4.399999976158142,2.0000000298023224,4.4999998807907104,-860.5000305175781,255.0,128.0,,0.016787281907526392,1.1394256196522763,4.7605004884479366e-05,True,8,255.0,False,8,False,,games5425898691,bf81d8692db,18.0,-2428.3701171875,3131.52001953125,16.989999771118164,13223.599853515625,-2625.7000732421875,3.1999999284744263,0.0,0.0,2284.7999572753906,255.0,255.0,,0.009574342392546278,-0.12891355174436098,3.7076486315226263e-06,True,166.5359568775341,True,12,False,12,
