,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost_collect,opp_2_handbrake
33,2188,73,False,False,0,6657.152143556851,2030.5899658203125,-839.3599853515625,187.75999450683594,-1257.699966430664,5789.89990234375,3859.1000366210938,-1711.4999389648438,-3112.60009765625,-4046.0000610351562,0.0,-0.8053927298293073,-1.4856733477099213,0.8644551883025576,2004924535638888352,Trapanator7701,13.0,1925.1099853515625,-836.219970703125,67.55000305175781,-1567.5,8841.900024414062,1875.2000427246094,-269.3000030517578,141.99999809265137,-3253.2000732421875,28.0,124.0,False,-0.027344316389493147,2.335438219421262,0.04071274190463349,True,26,213.0,False,26,4,,2535444074137743,VincyChris9847,12.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,24,1753.550048828125,-807.0,44.81999969482422,-3351.0000610351562,14641.300048828125,1090.6999969482422,-58.60000133514404,-261.1000061035156,747.0999908447266,128.0,128.0,False,0.03534765324568384,1.6830763000328253,-0.05963810477364782,True,21.0,False,34,2,32,,games5425898691,bf81d8692db,23.0,4078.989990234375,-733.6799926757812,603.77001953125,-2.7000001072883606,20136.400146484375,-4047.7999877929688,-404.39998626708984,-1.7000000178813934,0.19999999552965164,255.0,128.0,0.21768166378569273,1.5609690820402282,-1.5730208556680094,True,105.0,False,False,22,22,,
34,2227,74,False,False,0,5873.497873967271,1858.5999755859375,-47.5,93.36000061035156,-1667.2999572753906,4402.5,3093.900146484375,-4415.199890136719,-1672.1000671386719,-3702.60009765625,0.0,-0.5912136823954384,3.0934560676544316,1.913360701054271,2004924535638888352,Trapanator7701,13.0,1931.469970703125,-278.3900146484375,17.010000228881836,3662.7999877929688,126.89999580383301,2.800000011920929,0.5999999865889549,-0.5999999865889549,1731.1000061035156,200.0,255.0,True,0.009599235721258615,-0.0405777113898207,-5.926801053231048e-06,True,26,205.0,False,26,4,,2535444074137743,VincyChris9847,12.0,-2687.8798828125,-4607.830078125,16.56999969482422,0.09999999776482582,1.1999999731779099,71.79999828338623,-7.300000190734863,0.5000000074505806,0.0,,,,0.009114889863588133,1.4995302935571433,-1.1923911697299097e-05,True,False,False,False,85.0,False,,enpitsu,76561198039309853,24,1817.9599609375,887.8499755859375,17.059999465942383,3710.10009765625,-517.7000045776367,3.700000047683716,-0.5000000074505806,0.5999999865889549,-2164.499969482422,255.0,0.0,False,0.01662554119616654,-0.6713929023713069,4.45276443564775e-05,True,21.0,False,34,2,32,,games5425898691,bf81d8692db,22.0,2637.6201171875,825.3699951171875,17.030000686645508,-16788.800048828125,-7939.5001220703125,0.29999999329447746,0.3999999910593033,0.0,1996.1000061035156,255.0,255.0,0.009571597087966987,-2.625255988903381,3.334678925143045e-05,True,105.0,False,False,22,22,,
35,2240,75,False,False,1,5914.717711544603,-1763.800048828125,-142.92999267578125,179.89999389648438,10587.2998046875,14635.10009765625,9178.300170898438,4182.099914550781,-3914.5001220703125,1784.9000549316406,1.0,-1.2928532126423244,0.05501982086761599,1.117729436310759,bf81d8692db,games5425898691,22.0,-1917.8499755859375,-335.0799865722656,67.58999633789062,19529.7998046875,11770.2001953125,2980.4998779296875,-2228.2000732421875,4112.699890136719,-214.89999771118164,255.0,128.0,,-0.12015565108337892,2.6488796213364467,0.0007097566609344481,True,24,105.0,False,23,False,,76561198039309853,enpitsu,24.0,-1925.68994140625,-645.3800048828125,17.059999465942383,410.29998779296875,7475.10009765625,2.5,-0.19999999552965164,-0.0,-2547.4000549316406,255.0,0.0,False,-0.016654046506196337,1.6613192052933785,-6.69463799426726e-05,True,34,32,2,21.0,False,,VincyChris9847,2535444074137743,12,2687.8798828125,4607.830078125,16.56999969482422,-0.09999999776482582,-1.1999999731779099,71.79999828338623,7.300000190734863,-0.5000000074505806,0.0,,,,-0.009114889863588133,-1.4995302935571433,-1.1923911697299097e-05,True,85.0,False,False,False,False,,Trapanator7701,2004924535638888352,13.0,-2149.6298828125,166.64999389648438,17.010000228881836,-3292.3001098632812,-5143.2000732421875,2.8999999165534973,0.19999999552965164,-0.0,2631.7001342773438,254.0,255.0,-0.009509498876765806,-1.1110130243007663,5.4651698867251155e-05,True,205.0,False,4,26,26,,True
36,2309,77,False,True,1,1751.179542263723,762.97998046875,3393.8798828125,408.8399963378906,-7350.999755859375,10291.8994140625,1665.7000732421875,2563.599853515625,4186.700134277344,1818.0000305175781,1.0,0.39876187332313184,1.6108401162697206,-1.7078300180158357,bf81d8692db,games5425898691,22.0,895.9500122070312,3419.989990234375,339.2300109863281,-2399.1000366210938,15760.899658203125,-394.00001525878906,4961.700134277344,-2077.5,1146.3999938964844,255.0,242.0,,-0.7035043872106189,0.3485769547303054,-2.148630163910117,True,26,42.28218475977582,True,25,False,,76561198039309853,enpitsu,24.0,673.489990234375,882.5900268554688,17.059999465942383,13239.100341796875,-7177.8997802734375,1.8000000715255737,-1.0999999940395355,0.5000000074505806,-147.2000026702881,255.0,0.0,False,-0.01678905117091708,-2.6280789928851758,0.00014899181569441643,True,34,32,2,32.0,False,,VincyChris9847,2535444074137743,12,1427.8499755859375,4244.31982421875,80.6500015258789,-16148.699951171875,642.5,6000.9002685546875,-5.199999809265137,-0.0,-566.8000030517578,254.0,128.0,,-0.009722295629961398,0.16497716550325256,0.001507656721916661,True,59.7394837769129,True,4,3,False,,Trapanator7701,2004924535638888352,13.0,427.5799865722656,2001.47998046875,17.010000228881836,10359.100341796875,20535.0,0.3999999910593033,-0.29999999329447746,-0.0,1970.2000427246094,255.0,255.0,-0.009562518024097124,1.9604383461076185,2.61161018214931e-05,True,10.721617193632214,True,4,26,26,,False
37,2343,79,False,False,0,9824.936881252628,127.02999877929688,-4631.52978515625,132.6999969482422,14285.999755859375,-9557.100219726562,341.5999984741211,-5261.500244140625,-932.0999908447266,2728.800048828125,0.0,-0.5191323379643267,-1.5687209329618128,-1.6475419785168541,2004924535638888352,Trapanator7701,13.0,-2.119999885559082,-4591.27001953125,17.010000228881836,9362.2998046875,-19663.900146484375,2.7000001072883606,3.100000023841858,-6.600000262260437,359.50000762939453,128.0,255.0,False,0.009627507155585266,-1.165140704733793,0.0001884620940342037,True,26,3.0,False,26,4,,2535444074137743,VincyChris9847,12.0,931.280029296875,-4440.0,328.7699890136719,21262.39990234375,-2048.2000732421875,-1689.7000122070312,9.900000095367432,-5.099999904632568,-2470.7000732421875,255.0,128.0,,-0.004447680272626673,-0.8892144238471199,0.006355798041930895,True,4,False,4,21.0,False,,enpitsu,76561198039309853,23,-994.6500244140625,590.3400268554688,17.059999465942383,4872.900085449219,13232.19970703125,1.8000000715255737,-0.29999999329447746,-0.5000000074505806,-0.9000000357627869,255.0,0.0,False,0.016765155410081584,1.217773197311693,5.5347684633347814e-05,True,32.0,False,34,2,32,,games5425898691,bf81d8692db,23.0,-470.5400085449219,-5385.08984375,165.75,3885.7000732421875,-16262.39990234375,-4677.39990234375,-281.00000381469727,162.09999084472656,3.400000035762787,255.0,128.0,0.7366871826747531,0.02424783067009304,-0.8219211318162638,True,34.0,False,False,26,26,,
38,2357,79,False,False,0,10365.53693288872,807.2000122070312,-5084.64990234375,115.2300033569336,-4099.4000244140625,2803.5000610351562,8403.300170898438,242.00000762939453,5802.60009765625,1506.6999816894531,0.0,-0.317958258690544,2.119293539047189,2.550833793244366,2004924535638888352,Trapanator7701,13.0,775.0999755859375,-5336.2099609375,78.26000213623047,17538.399658203125,-12908.599853515625,-154.49999809265137,-3645.0,3942.9998779296875,1189.800033569336,128.0,0.0,False,0.20444048811613563,-0.866648802913153,-2.812763497556036,True,28,3.0,False,27,4,,2535444074137743,VincyChris9847,12.0,1979.4599609375,-4548.10986328125,165.88999938964844,21335.10009765625,-2355.7000732421875,-4881.600036621094,4.000000059604645,-1.4000000059604645,-953.6000061035156,254.0,128.0,,-0.0016041704724987344,-1.6665241457600024,0.008448271294840798,True,4,False,4,21.0,False,,enpitsu,76561198039309853,24,-644.3300170898438,1139.1199951171875,17.059999465942383,11496.8994140625,7592.39990234375,2.3999999463558197,0.0,0.0,-2224.9000549316406,255.0,128.0,False,0.0167435461455625,0.5203564462492969,-3.2794184126131817e-06,True,25.67039979145091,True,34,2,32,,games5425898691,bf81d8692db,23.0,-317.4100036621094,-5887.81982421875,77.9000015258789,1912.2999572753906,59.699997901916504,131.899995803833,-39.60000038146973,302.1999931335449,507.09999084472656,255.0,255.0,0.39490522365300534,0.6935263426330701,-0.5233050871646387,True,34.0,False,False,26,26,,
39,2457,83,False,False,0,9343.43869372641,-354.260009765625,-4187.72021484375,287.0400085449219,-11703.399658203125,9165.599975585938,11889.599609375,3889.8001098632812,3906.199951171875,2368.5000610351562,0.0,1.4728540356238642,0.6349011137363675,2.8793131728705204,2004924535638888352,Trapanator7701,13.0,-288.3699951171875,-4236.06005859375,121.76000213623047,-10476.700439453125,12891.99951171875,2892.0999145507812,-3196.099853515625,-4458.2000732421875,398.4000015258789,255.0,197.0,False,0.6589777726913923,2.2048438363968312,-0.17075028446199808,True,30,3.0,False,29,4,,2535444074137743,VincyChris9847,12.0,122.93000030517578,-4481.64013671875,17.020000457763672,0.29999999329447746,-0.19999999552965164,1.2999999523162842,1.2999999523162842,2.0999999344348907,0.0,145.0,128.0,False,0.009763642435571108,2.5672637820962625,1.3488826386579117e-05,True,4,False,4,0.0,False,,enpitsu,76561198039309853,24,-351.260009765625,-2090.820068359375,17.059999465942383,-12816.199951171875,3134.2001342773438,2.3999999463558197,0.19999999552965164,0.0,-2298.800048828125,255.0,0.0,False,0.0167326988010806,2.8368651288191997,2.322358577644037e-05,True,31.0,False,34,2,32,,games5425898691,bf81d8692db,23.0,26.899999618530273,-3687.2900390625,27.280000686645508,572.2000122070312,4954.599914550781,-2283.0999755859375,-5374.0997314453125,564.7000122070312,-774.8999786376953,255.0,128.0,-0.11192563032932301,2.0716145826549903,0.09389127246838493,True,0.0,False,False,28,28,,
40,2618,89,False,False,0,5586.279577679094,-2582.25,-185.6999969482422,132.22999572753906,9149.600219726562,14354.100341796875,1301.300048828125,3149.1000366210938,2702.0999145507812,1537.7999877929688,0.0,-0.1108649906564626,-1.4493443596751834,-3.038217795043885,2535444074137743,VincyChris9847,12.0,-2629.7099609375,-299.1700134277344,16.350000381469727,6055.0,10498.900146484375,-786.9000244140625,-1873.3000183105469,-161.5999984741211,359.0999984741211,255.0,128.0,,0.022541755403532517,1.0603274907129283,-0.008831106955361042,True,6,31.0,False,4,4,,2004924535638888352,Trapanator7701,12.0,-2329.570068359375,-1526.9300537109375,17.0,4545.899963378906,16131.700439453125,4.099999964237213,0.09999999776482582,0.7000000029802322,-1760.3999328613281,232.0,0.0,False,0.009585333102579443,1.2557170284531638,-0.0001553486824727909,True,30,30,4,171.0,False,,enpitsu,76561198039309853,24,-1970.8399658203125,3234.389892578125,17.049999237060547,10289.000244140625,-8581.400146484375,3.700000047683716,0.19999999552965164,-0.09999999776482582,-2278.9999389648438,255.0,0.0,,0.016749110743018557,-0.7602319832802108,-2.85256090549771e-05,True,245.5173246578504,True,34,2,32,,games5425898691,bf81d8692db,23.0,-2051.360107421875,5025.08984375,35.90999984741211,13322.7001953125,1477.7999877929688,856.9999694824219,1197.0999908447266,296.3999938964844,-171.39999389648438,128.0,128.0,-0.05474405212312676,0.12665052784248892,0.48016880788711,True,255.0,False,False,34,34,,
41,2635,89,False,False,0,4580.101538798576,-2017.31005859375,699.280029296875,95.41999816894531,8449.299926757812,12711.700439453125,1442.1000671386719,-602.5,4142.900085449219,1537.7999877929688,0.0,0.7974826154042461,2.7441460127589035,-0.24516004099378017,2535444074137743,VincyChris9847,12.0,-2121.030029296875,370.45001220703125,17.0,10966.99951171875,12195.999755859375,3.700000047683716,-0.19999999552965164,-0.7999999821186066,-3.700000047683716,254.0,128.0,,0.009622462628991923,0.8378458317959703,7.409708134079317e-05,True,6,0.0,False,4,4,,2004924535638888352,Trapanator7701,12.0,-1965.989990234375,-624.4099731445312,17.0,9224.000244140625,13175.30029296875,4.099999964237213,0.3999999910593033,0.29999999329447746,-1982.2999572753906,254.0,0.0,False,0.0096001403387848,0.8974467843246557,-5.4008413518886114e-05,True,30,30,4,202.0,False,,enpitsu,76561198039309853,24,-1690.27001953125,2255.31005859375,17.049999237060547,3451.7001342773438,-17968.800048828125,-1.4000000059604645,-1.2999999523162842,6.1000001430511475,657.9000091552734,255.0,0.0,,0.016804739950856972,-1.3432471140549105,-9.168901695916886e-05,True,235.0,False,35,2,32,,games5425898691,bf81d8692db,23.0,-1254.3299560546875,5003.7001953125,25.59000015258789,13489.200439453125,-1703.800048828125,-789.3000030517578,-1726.1000061035156,193.99999618530273,261.49999618530273,128.0,128.0,0.06627712262553306,-0.12864929547778156,0.3021923868883189,True,255.0,False,False,34,34,,
42,2648,90,False,False,1,6465.568335787179,1620.75,-1284.8199462890625,92.48999786376953,-12696.199951171875,15710.30029296875,-2824.2001342773438,-2306.300048828125,114.49999809265137,5537.80029296875,1.0,1.0701171466001758,2.249420234742096,-0.28709032245327276,76561198039309853,enpitsu,23.0,1671.739990234375,-1396.199951171875,128.22999572753906,4824.2999267578125,15515.50048828125,654.4999694824219,2582.60009765625,4774.200134277344,-886.6999816894531,255.0,0.0,,-0.10613745734720145,1.8629445721537712,1.2642737780411768,True,36,226.0,False,33,2,,bf81d8692db,games5425898691,23.0,584.2100219726562,-4913.0400390625,17.010000228881836,-13051.099853515625,3810.4000854492188,2.8999999165534973,-3.8999998569488525,0.7999999821186066,-1859.6000671386719,255.0,52.0,,-0.009558620270051724,0.32623371498354703,-0.00022270525796273759,True,34,34,False,255.0,False,,VincyChris9847,2535444074137743,12,1674.72998046875,-1094.0400390625,75.05999755859375,-2049.2999267578125,-17736.700439453125,2046.1000061035156,2457.2000122070312,4902.5,420.49999237060547,254.0,255.0,,-0.11967491829570331,-1.2224398632007263,-0.7723753976890806,True,0.0,False,8,4,5,,Trapanator7701,2004924535638888352,12.0,1297.3800048828125,302.0199890136719,17.0,-14447.900390625,1089.4000244140625,4.099999964237213,0.29999999329447746,-0.0,-2101.699981689453,255.0,0.0,-0.009602577890567177,0.1421504326216281,3.5670157834989885e-05,True,202.0,False,4,30,30,,False
43,2649,90,False,False,0,3885.946881555147,-1519.81005859375,1304.449951171875,105.16999816894531,22767.19970703125,17735.0,3104.4000244140625,374.7999954223633,1288.699951171875,-5847.8997802734375,0.0,-1.0126946582233871,-2.1078551566270205,-0.5992611390069047,2535444074137743,VincyChris9847,12.0,-1674.72998046875,1094.0400390625,75.05999755859375,2049.2999267578125,17736.700439453125,2046.1000061035156,-2457.2000122070312,-4902.5,420.49999237060547,254.0,255.0,,0.11967491829570331,1.2224398632007263,-0.7723753976890806,True,8,0.0,False,5,4,,2004924535638888352,Trapanator7701,12.0,-1297.3800048828125,-302.0199890136719,17.0,14447.900390625,-1089.4000244140625,4.099999964237213,-0.29999999329447746,0.0,-2101.699981689453,255.0,0.0,False,0.009602577890567177,-0.1421504326216281,3.5670157834989885e-05,True,30,30,4,202.0,False,,enpitsu,76561198039309853,23,-1671.739990234375,1396.199951171875,128.22999572753906,-4824.2999267578125,-15515.50048828125,654.4999694824219,-2582.60009765625,-4774.200134277344,-886.6999816894531,255.0,0.0,,0.10613745734720145,-1.8629445721537712,1.2642737780411768,True,226.0,False,36,2,33,,games5425898691,bf81d8692db,23.0,-584.2100219726562,4913.0400390625,17.010000228881836,13051.099853515625,-3810.4000854492188,2.8999999165534973,3.8999998569488525,-0.7999999821186066,-1859.6000671386719,255.0,52.0,0.009558620270051724,-0.32623371498354703,-0.00022270525796273759,True,255.0,False,False,34,34,,
44,2686,91,False,False,1,8958.270747507504,-1381.56005859375,-3523.909912109375,136.77999877929688,-29295.6005859375,7151.500244140625,10293.499755859375,5480.2001953125,-1247.699966430664,2100.0,1.0,0.866207337470687,-0.0706559612556923,2.3435371549246526,bf81d8692db,games5425898691,23.0,-1288.18994140625,-3620.780029296875,15.720000267028809,-16345.2001953125,12438.199462890625,-372.00000762939453,349.7999954223633,-246.20000839233398,2208.800048828125,255.0,255.0,,-0.01161013813298399,0.6631246562695803,-0.010244758322280296,True,34,196.0,False,34,False,,76561198039309853,enpitsu,24.0,2754.669921875,328.7099914550781,17.049999237060547,13080.899658203125,5474.7998046875,7.5,-3.1999999284744263,-0.9000000357627869,-2119.4000244140625,255.0,0.0,,-0.016741601470065752,2.802998431116986,0.00019629919750545826,False,36,34,2,226.0,False,,VincyChris9847,2535444074137743,12,807.2000122070312,-2636.6201171875,17.030000686645508,-11951.199951171875,-5043.800048828125,0.5000000074505806,-5.899999737739563,-1.899999976158142,-2216.199951171875,254.0,54.0,,-0.009600774980196269,-0.3308251492805749,-0.00020766398201429415,True,0.0,False,8,4,6,,Trapanator7701,2004924535638888352,12.0,-134.6199951171875,1454.77001953125,17.0,-8420.10009765625,11306.400146484375,3.8999998569488525,0.29999999329447746,-0.9000000357627869,-22.59999990463257,255.0,128.0,-0.009571272323241802,0.9340989419473027,8.566002928150961e-05,True,202.0,False,4,30,30,,False
45,2768,94,False,False,1,7067.422475389347,-563.969970703125,-1774.97998046875,102.3499984741211,11003.699951171875,2811.7999267578125,5876.199951171875,-1336.300048828125,5507.39990234375,1970.2999877929688,1.0,0.6203377382239922,1.2223306745359641,-2.58903278865673,bf81d8692db,games5425898691,23.0,-720.3300170898438,-1672.1300048828125,111.11000061035156,15175.6005859375,11522.80029296875,274.7999954223633,-2207.100067138672,5016.099853515625,-465.29998779296875,255.0,20.0,,-1.0553818307317604,1.6234935483212343,1.0604744602951606,True,36,189.0,False,35,False,,76561198039309853,enpitsu,24.0,1881.3199462890625,-2427.39990234375,17.059999465942383,-13998.399658203125,670.9999847412109,2.3999999463558197,-1.2999999523162842,-0.0,-2003.6000061035156,255.0,0.0,,-0.01675974833717004,0.08793059330689466,-0.00017031824810737737,True,38,36,2,226.0,False,,VincyChris9847,2535444074137743,12,-1621.5799560546875,-1311.81005859375,98.94000244140625,-14252.900390625,7053.800048828125,-164.69999313354492,-2128.699951171875,-5071.000061035156,-55.19999980926514,254.0,111.0,,-1.2176322601617526,-2.4470926957766093,2.8738261773342724,True,,False,10,4,7,,Trapanator7701,2004924535638888352,12.0,-40.459999084472656,1211.8199462890625,17.0,13019.3994140625,-3593.2998657226562,4.099999964237213,-3.3000001311302185,0.5999999865889549,-1252.300033569336,255.0,19.0,-0.009587062759074788,-2.8727492701287294,-0.00015874827634192737,True,202.0,False,4,30,30,,
46,2809,96,False,False,1,6485.506826426317,1058.1300048828125,-1343.47998046875,242.75999450683594,11135.899658203125,16850.50048828125,1464.9000549316406,2850.7000732421875,4606.099853515625,-2580.0,1.0,0.17942484915024245,1.6211822336297141,0.2859055705023239,76561198039309853,enpitsu,24.0,1028.2900390625,-1510.47998046875,173.0500030517578,2321.7999267578125,13669.300537109375,2112.899932861328,-3878.5000610351562,3658.2998657226562,-1350.2999877929688,255.0,0.0,,-0.6631902437971423,1.4511024711975842,0.4822272494061223,True,40,220.0,False,37,2,,bf81d8692db,games5425898691,23.0,,,,,,,,,,,,,,,,True,,,,,,,VincyChris9847,2535444074137743,12,-3660.070068359375,-171.6300048828125,17.010000228881836,-4643.900146484375,13200.50048828125,3.100000023841858,-0.09999999776482582,0.19999999552965164,-2380.2000427246094,255.0,0.0,False,-0.009572142894830521,1.3295860599363023,3.0348511860396545e-05,True,255.0,False,10,4,8,,Trapanator7701,2004924535638888352,12.0,1838.010009765625,-403.3699951171875,159.25,22669.7998046875,-3571.300048828125,1524.4999694824219,-304.20000076293945,902.0999908447266,1552.7000427246094,231.0,8.0,-0.034426267169838244,-3.0962827798552452,-0.6548636203824616,True,127.0,False,4,32,30,,
47,2892,99,False,False,1,3868.6114866544067,3956.7900390625,2774.050048828125,142.9600067138672,13718.800048828125,18255.30029296875,10736.300048828125,3333.5000610351562,-4630.7000732421875,-1855.5000305175781,1.0,-0.18338768963413052,1.0116775882098799,-0.22533012434038677,76561198039309853,enpitsu,24.0,3847.18994140625,2662.75,18.559999465942383,15007.80029296875,17404.49951171875,884.1000366210938,222.80000686645508,-3218.699951171875,-466.50001525878906,255.0,128.0,,0.027157096961088607,2.3363976570708695,-0.04567862099979355,True,40,66.0,False,38,2,,bf81d8692db,games5425898691,22.0,2291.590087890625,-4549.990234375,16.889999389648438,-832.2000122070312,3792.3001098632812,29.200000762939453,-2.800000011920929,1.7000000178813934,564.5000076293945,255.0,210.0,,-0.009321631716727827,1.3830978718811935,-3.45093356413757e-05,True,False,False,False,85.0,False,,VincyChris9847,2535444074137743,13,-601.5,4890.35986328125,17.010000228881836,15149.89990234375,3670.2999877929688,2.5999999046325684,-0.7000000029802322,-0.7000000029802322,-38.19999933242798,255.0,128.0,False,-0.009619984981181438,2.909474794159121,8.413701566208744e-05,True,181.0,False,12,4,10,,Trapanator7701,2004924535638888352,12.0,3937.590087890625,2066.52001953125,37.41999816894531,9561.799926757812,20585.50048828125,3715.5999755859375,-1230.0,-4099.5001220703125,-195.9000015258789,255.0,133.0,0.19181609037251754,2.0220297477350537,-0.33962258450769883,False,151.58256339770483,True,4,32,30,,
48,2919,100,False,False,1,3069.269297277348,3794.72998046875,4131.14990234375,1080.81005859375,-8916.699829101562,7335.2001953125,5190.999755859375,-874.4999694824219,2628.9999389648438,-5321.9000244140625,1.0,-0.3413475793988757,0.7960808956961705,-0.4728592841830672,76561198039309853,enpitsu,24.0,4004.610107421875,3956.610107421875,1120.760009765625,-5282.60009765625,12681.099853515625,7335.7000732421875,-1917.4000549316406,-543.6000061035156,1460.8999633789062,255.0,128.0,,0.44931270205656726,1.1641488349129128,-1.577400887740273,True,40,66.0,False,38,2,,bf81d8692db,games5425898691,22.0,2701.179931640625,-4063.070068359375,17.010000228881836,10258.900146484375,-235.30000686645508,2.5999999046325684,1.899999976158142,-0.09999999776482582,-310.40000915527344,255.0,179.0,,-0.009540405325368819,-3.064131175621204,0.00029437093823495253,True,False,False,False,85.0,False,,VincyChris9847,2535444074137743,13,252.3300018310547,4980.10986328125,17.010000228881836,-732.6000213623047,117.10000038146973,2.5999999046325684,-0.19999999552965164,-0.0,0.0,1.0,128.0,False,-0.009759962270796563,-2.983179085884045,3.1680323924081184e-05,True,181.0,False,12,4,10,,Trapanator7701,2004924535638888352,13.0,3907.280029296875,4122.89013671875,734.5599975585938,-7957.0001220703125,10436.99951171875,18885.10009765625,1596.3999938964844,1117.5,1478.5000610351562,255.0,0.0,1.0321063023248431,0.9252599165640146,-1.5633554973434765,False,67.07126859695673,True,4,32,30,,
49,2922,100,False,False,0,9740.490588278488,-3707.139892578125,-4186.02001953125,1142.800048828125,20334.49951171875,-1860.5999755859375,17871.099853515625,-1458.6000061035156,4564.89990234375,-3610.1998901367188,0.0,0.29770201723277895,-1.202981202933639,-0.3951212568267963,2004924535638888352,Trapanator7701,13.0,-3845.340087890625,-4194.81982421875,900.7999877929688,6815.3997802734375,-7251.7999267578125,20735.400390625,-1470.0,-1262.0999908447266,453.6000061035156,255.0,0.0,,-1.19410850591036,-0.8215452249663562,-1.559309027798018,False,32,57.66924731193043,True,30,4,,2535444074137743,VincyChris9847,13.0,-240.64999389648438,-4981.97021484375,17.010000228881836,1933.3000183105469,-308.799991607666,2.5999999046325684,0.19999999552965164,0.0,0.0,1.0,128.0,False,0.009759962270796563,2.983179085884045,3.1680323924081184e-05,True,12,10,4,181.0,False,,enpitsu,76561198039309853,24,-3949.8798828125,-4060.0400390625,1171.18994140625,7634.1998291015625,-12002.2998046875,5167.7001953125,1021.9999694824219,719.4000244140625,1662.8999328613281,255.0,128.0,,-0.29649208915009684,-1.0213007150285056,-1.568095287396215,True,66.0,False,40,2,38,,games5425898691,bf81d8692db,22.0,-2788.5400390625,4063.760009765625,17.010000228881836,-10781.8994140625,-199.40000534057617,1.5999999642372131,1.1999999731779099,-0.09999999776482582,1714.4000244140625,255.0,255.0,0.009521012437209682,-3.13753909461513,0.0004239123265939078,True,78.74775924990254,True,False,False,False,,
50,2974,102,False,False,0,9633.810576843018,-892.8400268554688,-4493.81005859375,193.67999267578125,10348.399658203125,12367.7001953125,6205.10009765625,3762.2000122070312,4586.099853515625,-901.2000274658203,0.0,0.36370237091625374,2.5672854991994325,-1.9187164395216252,2535444074137743,VincyChris9847,12.0,-924.5599975585938,-4544.06005859375,64.26000213623047,-10884.100341796875,13430.799560546875,2952.0001220703125,-3964.4000244140625,1449.1000366210938,-1590.0999450683594,254.0,0.0,False,0.023617764494038507,2.6231004165379086,0.05129663416436985,True,14,116.40272705529325,True,11,4,,2004924535638888352,Trapanator7701,13.0,-2480.919921875,-5102.97998046875,916.3300170898438,5832.7001953125,3.100000023841858,-18923.00048828125,-3.8999998569488525,-1799.4000244140625,-11.000000238418579,255.0,65.0,,1.19877586831861,-0.025249818359238237,-1.5948222622523385,True,32,30,4,0.0,False,,enpitsu,76561198039309853,24,-3051.239990234375,-4052.64990234375,16.90999984741211,13971.600341796875,13023.299560546875,39.30000066757202,-12.000000476837158,35.59999942779541,-416.50001525878906,255.0,128.0,False,0.014933993953669346,0.7150239392252967,-0.0007733583705828613,True,228.29510559061524,True,40,2,38,,games5425898691,bf81d8692db,22.0,-2232.5400390625,1824.1300048828125,17.010000228881836,9646.799926757812,-16715.899658203125,2.5999999046325684,0.5000000074505806,-1.1999999731779099,-421.50001525878906,255.0,128.0,0.009603738987124669,-1.0830420204135423,0.00010969883504485736,True,164.0,False,False,False,False,,
