,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_jump_active,opp_2_boost_collect
35,3353,78,False,False,1,5695.320057102214,-3070.590087890625,1053.0899658203125,148.41000366210938,11836.8994140625,3856.9000244140625,2491.9000244140625,1982.7999877929688,-535.2999877929688,1906.9999694824219,1.0,0.3838437251108298,1.1973181353472746,-2.9885350958690355,b989b169aab,Myxow,8.0,-3116.22998046875,1021.3200073242188,17.010000228881836,11121.300048828125,2511.199951171875,2.5999999046325684,-1.1999999731779099,-0.29999999329447746,-357.09999084472656,134.0,111.0,,-0.009600060874238342,2.9236887964695533,2.693331095493049e-06,True,False,False,255.0,False,False,,b46d711507b,Sayrox-尺ㄖㄩᎶ乇,44.0,-2587.909912109375,-3117.489990234375,16.079999923706055,-9077.39990234375,-17462.19970703125,117.10000038146973,-60.300002098083496,64.49999809265137,-1539.4000244140625,255.0,0.0,,-0.01672811196629061,-1.0645418147654324,0.0033722830573644277,True,6,0.0,False,False,6,,enpitsu,76561198039309853,28,-3677.0400390625,2860.760009765625,17.049999237060547,8293.599853515625,-11468.1005859375,0.9000000357627869,-0.0,-0.0,2211.300048828125,255.0,128.0,False,-0.016750928166431273,-2.2612133073493963,-3.941284548260396e-07,True,False,233.05405592405666,True,False,False,,games5425898691,bf81d8692db,20.0,-1752.9599609375,2209.989990234375,17.010000228881836,-3400.10009765625,13822.900390625,2.800000011920929,0.3999999910593033,-1.5999999642372131,-1504.4000244140625,255.0,0.0,,-0.009587744259345754,1.3429336818347954,-0.0001699754490144675,True,31.0,False,False,6,6,
36,3371,79,False,False,1,4983.434555566008,-2289.679931640625,1307.760009765625,171.16000366210938,11235.50048828125,3341.7001342773438,6323.599853515625,2820.7998657226562,-128.59999656677246,1898.8999938964844,1.0,0.28209434277446416,-0.803798574167088,1.9433060832074407,b989b169aab,Myxow,8.0,-2357.389892578125,1276.0400390625,19.459999084472656,11290.2001953125,6325.0,2962.3001098632812,-0.19999999552965164,0.29999999329447746,1902.1000671386719,128.0,232.0,,-0.009634660402505078,2.601290382051489,0.0001993888908482882,True,3,False,229.82309663680294,True,False,,b46d711507b,Sayrox-尺ㄖㄩᎶ乇,44.0,-3091.35009765625,-4137.85009765625,17.010000228881836,-52.60000228881836,-17131.400146484375,3.1999999284744263,-0.0,0.5999999865889549,3339.5999145507812,255.0,255.0,False,-0.009565231642609431,-1.8227322695662438,7.31539392052858e-05,True,6,255.0,False,False,6,,enpitsu,76561198039309853,28,-2682.820068359375,2367.889892578125,17.049999237060547,18870.6005859375,-6666.5997314453125,-1.2999999523162842,0.3999999910593033,-0.09999999776482582,2.0000000298023224,0.0,0.0,,-0.016783136722493753,-2.8022444581237913,-2.363765089442948e-05,True,False,201.76063650397845,True,False,1,,games5425898691,bf81d8692db,20.0,-1716.77001953125,3143.5,17.010000228881836,158.4000015258789,14096.099853515625,2.7000001072883606,-0.0,0.29999999329447746,51.19999885559082,255.0,128.0,,-0.009597705990348426,1.575254771539371,-5.954343402796065e-05,True,31.0,False,False,6,6,
37,3441,82,False,False,0,7197.335008419565,-307.44000244140625,-2033.22998046875,220.75999450683594,-9759.7998046875,20039.000244140625,6635.7000732421875,5573.599853515625,-2133.0999755859375,619.3999862670898,0.0,0.05730409540550204,2.322909550716807,-1.1635422043525352,bf81d8692db,games5425898691,20.0,-296.4599914550781,-2182.010009765625,119.83000183105469,-8302.100219726562,18028.699951171875,-4.399999976158142,-5062.300109863281,-2150.0,-9.800000190734863,255.0,128.0,,1.5246529149921797,1.933556986546822,-0.03888589814082848,True,8,False,31.0,False,7,,76561198039309853,enpitsu,28.0,-546.77001953125,-568.1199951171875,17.059999465942383,-14171.400146484375,2247.2000122070312,-0.9000000357627869,-0.5999999865889549,-0.19999999552965164,2.800000011920929,255.0,128.0,,0.016745177577734367,2.984711842071306,-4.449782505842468e-05,False,2,144.26587528054435,True,False,2,,Myxow,b989b169aab,8,169.49000549316406,-1327.8699951171875,16.989999771118164,-8020.0,14196.300048828125,5.299999713897705,-0.3999999910593033,0.7999999821186066,-1887.2000122070312,215.0,39.0,,0.009595649906265439,2.0335492383971783,-0.00010647304324101517,False,4,121.0,False,False,4,,Sayrox-尺ㄖㄩᎶ乇,b46d711507b,44.0,-887.030029296875,2763.800048828125,17.010000228881836,-17534.49951171875,8115.9002685546875,2.7000001072883606,-0.19999999552965164,0.0,-2045.7000732421875,255.0,0.0,False,0.009542613976442006,2.631982374604832,-2.7040218179046148e-05,True,255.0,False,False,6,6,
38,3506,84,False,False,1,7807.62889774172,2526.1201171875,-2495.56005859375,174.3300018310547,-6204.2999267578125,8791.799926757812,10916.800537109375,5255.3997802734375,2178.6000061035156,1906.1000061035156,1.0,-1.0636026609386418,-2.9406006904417628,-1.241612654396587,b46d711507b,Sayrox-尺ㄖㄩᎶ乇,44.0,2597.64990234375,-2632.489990234375,113.68000030517578,-3837.2000122070312,22526.8994140625,2609.7000122070312,-3609.2001342773438,-4132.39990234375,382.09999084472656,255.0,255.0,False,-0.39663474325385234,1.6113696196480412,-0.44980572768325666,True,8,False,192.3584947278422,True,7,,b989b169aab,Myxow,8.0,-990.8800048828125,-2594.93994140625,16.989999771118164,3313.0999755859375,-16655.899658203125,5.199999809265137,-0.0,0.5000000074505806,1638.6000061035156,217.0,198.0,,-0.00958841936352348,-1.8124591789770903,8.829019842049207e-05,True,4,131.0,False,False,4,,enpitsu,76561198039309853,28,3768.419921875,-1543.800048828125,17.059999465942383,-395.2000045776367,-16786.099853515625,1.8000000715255737,0.19999999552965164,0.29999999329447746,-0.09999999776482582,128.0,0.0,False,-0.016824601472107584,-1.5472164104931632,3.0471190239719384e-05,True,2,255.0,False,False,2,,games5425898691,bf81d8692db,20.0,2953.139892578125,606.3900146484375,17.010000228881836,3003.0999755859375,16615.10009765625,2.5999999046325684,-0.29999999329447746,-2.199999988079071,855.5999755859375,255.0,128.0,,-0.009589761714552817,1.688346531870124,-0.00015923141368686552,False,0.0,False,False,8,9,
39,3621,88,False,False,1,3619.732898258754,-2267.77001953125,3381.300048828125,139.72000122070312,-21065.0,18339.000244140625,3460.0,-2222.899932861328,4309.200134277344,1831.7999267578125,1.0,-1.0139525054416016,-2.570537559015831,-1.66706226646383,b46d711507b,Sayrox-尺ㄖㄩᎶ乇,44.0,-2145.659912109375,3305.989990234375,17.010000228881836,-16628.800048828125,4709.100036621094,2.5,-0.5999999865889549,-0.0,40.999999046325684,255.0,128.0,False,-0.009557238800509698,0.27104248052006447,-6.724148010117084e-05,True,8,False,181.0,False,8,,b989b169aab,Myxow,8.0,-749.280029296875,-1024.3199462890625,16.989999771118164,-16060.699462890625,-2639.1000366210938,5.199999809265137,-0.9000000357627869,-0.0,365.8000183105469,227.0,149.0,,-0.009622933115787033,-0.181500367597101,-8.31405738420765e-05,True,4,169.0,False,False,4,,enpitsu,76561198039309853,28,134.2899932861328,3120.6201171875,17.059999465942383,4142.900085449219,21016.298828125,1.8000000715255737,-0.19999999552965164,-0.29999999329447746,-0.09999999776482582,255.0,255.0,True,-0.016768401482667946,1.7654485351242684,3.402053557470031e-05,True,2,255.0,False,False,2,,games5425898691,bf81d8692db,20.0,-1893.6500244140625,3724.25,159.85000610351562,-19787.5,-11720.10009765625,-303.6000061035156,4115.5999755859375,-3589.2001342773438,-655.1000213623047,255.0,128.0,,-0.898316048280077,-0.7023615973409448,-0.19250680898931993,True,128.46029256236173,True,False,11,12,
40,3786,94,False,False,0,5583.051990893839,-480.9100036621094,-427.6000061035156,200.36000061035156,-24175.80078125,1872.5999450683594,7438.599853515625,-2623.2998657226562,5091.099853515625,-1788.2000732421875,0.0,0.8837780851307425,-0.010972721882560266,-0.9603436200483446,bf81d8692db,games5425898691,20.0,-292.70001220703125,-407.9599914550781,93.66000366210938,-22840.0,1134.4999694824219,2316.0000610351562,-826.5000152587891,-5437.5,-4.900000095367432,255.0,181.0,,0.6786799983296481,2.9035896843092437,-0.056217059066846785,True,14,False,173.0,False,13,,76561198039309853,enpitsu,28.0,3947.10009765625,2202.050048828125,453.6400146484375,-1347.2000122070312,10347.5,-615.9999847412109,1470.5999755859375,-1018.7000274658203,624.7999954223633,128.0,128.0,,0.4455328562063283,-1.9110955011373558,0.7279092863572929,False,4,164.0,False,False,4,,Myxow,b989b169aab,8,-1566.300048828125,-3125.31005859375,119.16999816894531,-14783.199462890625,17487.099609375,1865.7000732421875,-4531.300048828125,-3114.4000244140625,-131.09999656677246,242.0,81.0,,1.0544823984894713,2.1653093225099247,6.048764321933846e-05,False,5,0.0,False,4,8,,Sayrox-尺ㄖㄩᎶ乇,b46d711507b,44.0,1404.489990234375,4492.81005859375,17.010000228881836,-18688.499755859375,1009.4000244140625,2.5999999046325684,-1.0999999940395355,0.0,-1834.7999572753906,255.0,0.0,False,0.009549838736086816,3.03695386506378,-0.00012734670150653133,True,255.0,False,False,10,10,
41,3918,99,False,False,1,5332.249035171066,482.8599853515625,-176.22000122070312,93.63999938964844,276.70000076293945,21198.00048828125,-397.20001220703125,440.6999969482422,-3833.0999755859375,4594.800109863281,1.0,0.4204856537235274,-2.5825492240032735,2.8798489428721545,b46d711507b,Sayrox-尺ㄖㄩᎶ乇,44.0,449.8699951171875,-376.75,96.48999786376953,1307.2999572753906,14021.500244140625,2331.4999389648438,-2101.6000366210938,5068.800048828125,-374.00001525878906,,0.0,,-0.0183571205583719,1.2034354783780326,0.4758848593206882,True,12,False,191.0,False,11,,b989b169aab,Myxow,8.0,1608.7900390625,-4480.759765625,17.010000228881836,-14854.69970703125,11178.299560546875,2.800000011920929,-0.29999999329447746,-0.0,-1925.3999328613281,243.0,52.0,,-0.009596874068010151,0.7185432415175572,-2.564412553949826e-05,True,8,224.0,False,4,6,,enpitsu,76561198039309853,28,-3630.969970703125,1658.6600341796875,17.059999465942383,-1198.499984741211,22847.900390625,1.899999976158142,-0.0,-0.0,0.09999999776482582,255.0,,,-0.01678306924190845,1.518368792731095,-2.613991889536081e-06,True,4,46.0,False,False,4,,games5425898691,bf81d8692db,20.0,379.3599853515625,-30.1299991607666,145.55999755859375,-18460.400390625,-13710.899658203125,-167.5,2007.2000122070312,-5026.000061035156,979.4000244140625,255.0,250.0,,-0.8627807148001315,-2.69023505159932,2.309101009877561,True,109.0,False,False,15,16,
42,3977,101,True,True,1,1471.7346596040304,465.3900146484375,3732.669921875,93.12999725341797,-245.79999923706055,14945.10009765625,0.0,-5891.5997314453125,-412.2999954223633,1057.300033569336,1.0,1.0404659938232221,-0.4377906630242865,-1.295631052938848,b46d711507b,Sayrox-尺ㄖㄩᎶ乇,44.0,399.8299865722656,3512.110107421875,45.779998779296875,5916.5997314453125,22111.8994140625,2247.899932861328,-1218.499984741211,1598.6000061035156,-1420.8999633789062,255.0,0.0,,-0.020593388950361998,1.644790681354017,0.011812754199218246,True,14,False,39.07209462247873,True,13,,b989b169aab,Myxow,8.0,2217.35009765625,-463.2099914550781,17.010000228881836,6554.6002197265625,19481.400146484375,2.5999999046325684,-0.09999999776482582,-0.0,-193.79999160766602,238.0,120.0,,-0.009576348771045972,1.9017085524927462,2.0727648999833952e-06,True,8,222.0,False,4,6,,enpitsu,76561198039309853,28,-791.7899780273438,4820.93994140625,17.059999465942383,22538.60107421875,4079.8001098632812,2.0000000298023224,3.400000035762787,0.7000000029802322,-786.3999938964844,255.0,0.0,,-0.016766024541719427,2.98593605667828,-9.400122733716205e-05,True,4,180.0,False,False,4,,games5425898691,bf81d8692db,20.0,-3477.659912109375,-528.1099853515625,16.989999771118164,-4406.099853515625,22511.59912109375,4.799999892711639,-0.09999999776482582,1.5000000596046448,-1251.9000244140625,255.0,88.0,,-0.009594653506792224,1.4265679076470041,-3.3571495378843e-05,True,24.0,False,False,16,16,
43,4247,102,False,False,0,5229.693858000982,62.90999984741211,-1.0299999713897705,105.83999633789062,17465.50048828125,-2685.8999633789062,-560.9000015258789,-554.5999908447266,-1150.999984741211,5862.2998046875,0.0,-0.05328797166431761,-0.31271453764270685,-0.10476526212648442,76561198039309853,enpitsu,28.0,0.800000011920929,-121.37999725341797,104.54000091552734,-5379.1998291015625,1430.3999328613281,315.79999923706055,-1880.8999633789062,128.90000343322754,-5166.6998291015625,255.0,128.0,,1.4935501810049925,3.132258455201922,1.7599316335458932,True,2,False,0.0,False,1,,bf81d8692db,games5425898691,19.0,-3412.10009765625,-2187.419921875,17.010000228881836,-4326.700134277344,-14504.7998046875,2.5999999046325684,-0.7999999821186066,-3.3000001311302185,470.99998474121094,255.0,203.0,,0.009589378601095957,-1.8447822277504504,-0.00010510872969550368,False,False,0.0,False,False,False,,Myxow,b989b169aab,8,-44.15999984741211,90.18000030517578,110.94999694824219,4564.200134277344,-2324.9000549316406,284.6999931335449,3273.800048828125,2764.2999267578125,3448.0999755859375,238.0,138.0,,1.4438064244448157,2.229949022238224,2.94436345568198,True,3,0.0,False,False,4,,Sayrox-尺ㄖㄩᎶ乇,b46d711507b,44.0,532.0599975585938,2629.14990234375,17.010000228881836,-9419.199829101562,-7410.2001953125,2.3999999463558197,0.09999999776482582,0.19999999552965164,599.5999908447266,255.0,128.0,,0.009535274754314954,-2.421805835477177,-0.00023365428153112163,True,116.0,False,False,False,False,
44,4356,106,False,False,1,6611.116144651561,-3992.580078125,689.3099975585938,433.79998779296875,4874.89990234375,10555.10009765625,1673.800048828125,-664.4000244140625,-4078.9999389648438,-2827.3001098632812,1.0,1.3550779668160555,-2.359535629707167,1.7537141800501712,b46d711507b,Sayrox-尺ㄖㄩᎶ乇,44.0,-4079.030029296875,525.0599975585938,372.4100036621094,11.799999475479126,8227.899780273438,2633.2000732421875,-2447.100067138672,-23.900001049041748,2.8999999165534973,255.0,0.0,,0.31675556508641506,1.5615186887439143,1.569027730057067,True,False,False,255.0,False,False,,b989b169aab,Myxow,8.0,-2914.300048828125,-3065.97998046875,17.030000686645508,-5625.9002685546875,-18502.19970703125,-770.8999633789062,-87.89999961853027,2497.2000122070312,1877.2000122070312,212.0,201.0,,-0.02198901814781551,-1.3207003037635936,0.04312552375808926,,6,22.0,False,False,6,,enpitsu,76561198039309853,28,3835.429931640625,127.04000091552734,18.1200008392334,5016.000061035156,12644.000244140625,241.29999160766602,-218.09999465942383,-711.3999938964844,2269.600067138672,255.0,128.0,,0.0032614452030184987,1.8901837919638291,-0.035696734273981,True,4,255.0,False,False,4,,games5425898691,bf81d8692db,20.0,830.4400024414062,5096.47998046875,44.31999969482422,-4735.7000732421875,2476.6000366210938,-27.200000286102295,1489.7000122070312,-2819.8001098632812,-1668.3999633789062,255.0,139.0,,0.1960059719751325,0.5493346358196725,-0.7134272484826805,True,255.0,False,False,False,False,
45,4433,109,False,True,1,4422.293673470144,-3034.280029296875,3112.7900390625,132.4199981689453,12957.5,8787.899780273438,5171.300048828125,-1701.7999267578125,-5706.199951171875,-736.8000030517578,1.0,-0.7122734067665514,2.462274245056548,-1.192124141651195,b46d711507b,Sayrox-尺ㄖㄩᎶ乇,44.0,-3245.3798828125,3030.840087890625,17.010000228881836,12143.199462890625,8280.599975585938,0.0,1.5999999642372131,1.1999999731779099,-591.5999984741211,255.0,128.0,,-0.009554585015428206,2.589435600884161,0.00017811826820215672,True,False,False,226.7959572551071,True,False,,b989b169aab,Myxow,8.0,-2118.27001953125,-3615.3701171875,17.020000457763672,1969.2999267578125,13592.5,1.4000000059604645,-0.0,-0.09999999776482582,-296.49999618530273,180.0,130.0,False,-0.00959729191319893,1.746401947559003,0.00018145681993264598,True,6,235.0,False,False,6,,enpitsu,76561198039309853,28,2190.77001953125,3780.679931640625,17.049999237060547,-19061.8994140625,10719.3994140625,-1.4000000059604645,-1.4000000059604645,0.5999999865889549,123.19999694824219,255.0,128.0,,-0.016783125155677373,0.49995126894375974,-0.00010349525661008822,True,4,164.1733937622398,True,False,4,,games5425898691,bf81d8692db,20.0,457.5,5323.14990234375,17.139999389648438,-1924.4000244140625,-1223.499984741211,-12.300000190734863,-53.400001525878906,0.7000000029802322,953.7000274658203,255.0,238.0,,-0.011740629993139084,-0.44341044639801075,-0.004072766979108879,True,255.0,False,False,False,False,
46,4473,110,False,False,0,9909.160466251144,1175.8699951171875,-4550.14013671875,185.8300018310547,22989.09912109375,4068.0999755859375,-12862.60009765625,-136.99999809265137,5990.5999755859375,305.9000015258789,0.0,-1.168536889149333,-1.9906651464270573,2.870783723975058,76561198039309853,enpitsu,28.0,940.739990234375,-4624.60009765625,243.25999450683594,22951.8994140625,-1153.8999938964844,936.9000244140625,-2208.0999755859375,4729.2999267578125,-1734.1000366210938,255.0,128.0,,-0.24741871692248515,0.5208509574986215,-0.350515896029943,True,6,False,104.0,False,5,,bf81d8692db,games5425898691,20.0,807.8599853515625,-4649.2099609375,242.49000549316406,17131.199951171875,5752.7001953125,-159.20000076293945,1852.2000122070312,4005.10009765625,3282.9998779296875,255.0,0.0,,-0.020354719556677024,1.5044024877473994,2.0934885593538106,True,4,182.96263226898776,True,False,3,,Myxow,b989b169aab,8,1723.7099609375,1963.97998046875,17.020000457763672,-7132.8997802734375,-7994.2999267578125,-0.9000000357627869,-0.19999999552965164,0.19999999552965164,123.50000381469727,255.0,142.0,False,0.009570620856008833,-2.3135273492743873,0.0001455762588735684,True,6,248.74125593452044,True,False,6,,Sayrox-尺ㄖㄩᎶ乇,b46d711507b,44.0,1552.7099609375,-4372.31005859375,289.1099853515625,-8240.800170898438,-11888.1005859375,-154.20000076293945,3555.1998901367188,2333.300018310547,-3487.9000854492188,255.0,128.0,,-0.15945341870807245,1.8011021756395553,-2.3977222256017017,True,142.0,False,False,4,4,
47,4549,113,False,False,0,9154.994029018173,3877.429931640625,-2672.06005859375,116.80999755859375,11776.800537109375,16851.500244140625,5091.099853515625,-3599.5001220703125,-1737.8999328613281,-1370.8999633789062,0.0,0.44840126439597405,-1.9629388841701834,-0.16301862128524286,bf81d8692db,games5425898691,20.0,3751.0,-2752.070068359375,77.87999725341797,7254.6002197265625,14073.399658203125,4106.7999267578125,1628.8999938964844,-4001.6000366210938,-487.2999954223633,255.0,128.0,,-0.07926574277102962,1.0459839618554516,-0.07033323610785998,True,5,False,86.42707111245842,True,4,,76561198039309853,enpitsu,28.0,3002.06005859375,-3837.669921875,17.059999465942383,-1669.7000122070312,13239.100341796875,-2.5,1.1999999731779099,-7.900000214576721,1736.199951171875,255.0,128.0,,0.016737187797603737,1.7670821027546204,-9.239939173306942e-05,True,6,213.48254628591638,True,False,6,,Myxow,b989b169aab,8,2485.39990234375,1849.6600341796875,17.020000457763672,-1575.5999755859375,12316.300048828125,1.5000000596046448,-0.3999999910593033,2.800000011920929,-2000.5999755859375,176.0,93.0,False,0.009573385739221759,1.634897947106315,-3.6561126028246396e-05,True,6,203.0,False,False,6,,Sayrox-尺ㄖㄩᎶ乇,b46d711507b,44.0,1787.4000244140625,-4007.47998046875,17.0,3558.900146484375,15784.89990234375,1.2999999523162842,0.0,0.7000000029802322,202.19999313354492,255.0,128.0,,0.009572099322221294,1.3698826718799453,-0.00012901063503905594,True,49.150400102779436,True,False,4,4,
48,4622,115,False,False,0,6326.160040551504,3617.2900390625,707.1099853515625,126.7300033569336,-11111.300048828125,18881.99951171875,299.59999084472656,-228.99999618530273,1216.8000030517578,-2171.199951171875,0.0,-0.5813927273428973,1.0907378908121148,1.6006673260812332,bf81d8692db,games5425898691,20.0,3734.860107421875,620.8699951171875,15.600000381469727,-6945.5999755859375,16786.099853515625,-198.70000839233398,-109.39999580383301,-2939.2999267578125,701.6000366210938,255.0,128.0,,0.04340610496428586,1.9821931459175066,-0.04918248021922608,True,6,False,17.977445217870894,True,4,,76561198039309853,enpitsu,28.0,2499.2900390625,1646.8900146484375,17.059999465942383,-8528.599853515625,20518.9990234375,1.8000000715255737,-0.19999999552965164,0.29999999329447746,31.30000114440918,255.0,128.0,,0.016771766726838364,1.9680607672574548,-4.065396134001355e-05,False,6,116.0,False,False,6,,Myxow,b989b169aab,9,1606.0799560546875,4431.5,17.020000457763672,6269.000244140625,506.30001068115234,1.8000000715255737,0.5000000074505806,0.0,-2133.9999389648438,182.0,0.0,False,0.009570754080052219,0.09342407712023226,-0.00013048187512836544,True,6,203.0,False,False,6,,Sayrox-尺ㄖㄩᎶ乇,b46d711507b,44.0,3083.72998046875,532.8599853515625,17.010000228881836,3536.099853515625,11596.400146484375,2.7000001072883606,-0.5000000074505806,-1.4000000059604645,2182.7000427246094,255.0,255.0,,0.009524701284467134,1.3120852115100456,0.0001766514823512316,False,0.0,False,False,6,6,
49,4643,116,False,False,0,4788.113617040278,2801.570068359375,2097.9599609375,93.5,-9819.199829101562,16867.80029296875,748.8999938964844,-4576.199951171875,-1633.3000183105469,-2171.199951171875,0.0,-0.5213817372591627,-0.31858219606745075,0.6088582121497731,bf81d8692db,games5425898691,20.0,3024.39990234375,1980.280029296875,17.010000228881836,-13275.799560546875,14859.200439453125,3.0000001192092896,0.09999999776482582,0.0,2649.5001220703125,255.0,255.0,True,0.009621541361008231,2.4332866591575346,0.00015240382986789382,True,6,False,0.0,False,4,,76561198039309853,enpitsu,28.0,1902.1400146484375,3292.050048828125,17.059999465942383,-3616.099853515625,22713.89892578125,-3.1999999284744263,0.29999999329447746,-1.8000000715255737,-157.5,255.0,255.0,,0.016787386178193617,1.7134718660421415,0.0001363516764090297,,6,62.68829248797506,True,False,6,,Myxow,b989b169aab,9,1614.800048828125,4419.56982421875,17.020000457763672,1979.6000671386719,-1581.6000366210938,1.2999999523162842,0.0,0.0,-1475.8000183105469,243.0,0.0,,0.009505428906523563,-0.521851690694111,-9.794583908554276e-05,True,6,203.0,False,False,6,,Sayrox-尺ㄖㄩᎶ乇,b46d711507b,44.0,3172.419921875,1553.199951171875,92.9800033569336,1117.3999786376953,18437.900390625,67.30000019073486,-5490.10009765625,329.00001525878906,0.0,255.0,,,1.3068994059967596,1.51095432742156,3.5076266471634552e-06,True,,False,False,7,8,
50,4654,117,False,False,0,4063.0800631697807,2407.909912109375,2775.090087890625,93.58000183105469,-9317.5,16077.7001953125,80.9000015258789,-5239.000244140625,-2280.0999450683594,-1831.199951171875,0.0,-0.6151677884139486,1.101821518627707,-2.374707421490656,bf81d8692db,games5425898691,20.0,2450.780029296875,2436.2099609375,17.010000228881836,-12861.500244140625,5349.69970703125,2.5999999046325684,0.19999999552965164,0.3999999910593033,3031.199951171875,255.0,122.0,False,0.009562107986633834,-2.566217658722326,-1.1756182621353829e-05,True,6,False,0.0,False,4,,76561198039309853,enpitsu,28.0,1723.18994140625,4190.66015625,55.7400016784668,-239.0999984741211,4903.999938964844,3857.3001098632812,-80.60000419616699,-356.19998931884766,-5230.10009765625,255.0,128.0,,0.022016851831914205,1.722134781051983,-0.014170094470875954,True,8,73.0,False,False,7,,Myxow,b989b169aab,9,,,,,,,,,,,,,,,,True,,,,,,,Sayrox-尺ㄖㄩᎶ乇,b46d711507b,44.0,3217.820068359375,2303.340087890625,86.80000305175781,1104.8999786376953,18266.099853515625,-141.8000030517578,-5490.10009765625,328.69998931884766,0.0,255.0,,,-1.1195264894152146,-1.6306444192244873,-3.1415420139545027,True,,False,False,7,8,
51,4753,120,True,True,0,1089.3280849117916,183.66000366210938,4995.18994140625,204.22999572753906,6104.5001220703125,3170.4998779296875,6915.999755859375,3042.0001220703125,-4025.2999877929688,-3246.9000244140625,0.0,0.12851285017252745,0.2738329383090747,1.33165566532166,bf81d8692db,games5425898691,20.0,117.27999877929688,4974.6298828125,74.75,4229.4000244140625,9204.7998046875,4070.4000854492188,1592.2000122070312,2866.4999389648438,-1091.1000061035156,128.0,0.0,False,0.015348267587839061,1.0172996211501466,0.20585329802611965,True,10,False,31.0,False,6,,76561198039309853,enpitsu,28.0,1633.3699951171875,4221.47998046875,17.059999465942383,-12064.599609375,1841.6000366210938,2.3000000417232513,-6.700000166893005,0.9000000357627869,-1868.3000183105469,255.0,128.0,False,0.01671368529718987,2.943340675270019,-0.00011709123968110448,True,8,73.0,False,False,8,,Myxow,b989b169aab,8,2676.139892578125,4537.58984375,17.010000228881836,-481.5999984741211,-2792.0999145507812,2.7000001072883606,0.5999999865889549,-0.09999999776482582,0.0,179.0,,,0.009487385778908092,-1.7417103269094154,-1.062524235320869e-06,True,False,85.0,False,False,False,,Sayrox-尺ㄖㄩᎶ乇,b46d711507b,44.0,-819.489990234375,5171.06982421875,259.19000244140625,4441.199951171875,499.39998626708984,-3632.60009765625,51.99999809265137,4615.199890136719,-2052.5,0.0,255.0,,0.3397582424840617,-0.3063848278609672,-0.4379548088529471,True,232.0,False,False,8,8,
