,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,165,0,False,False,1,5189.132193119819,-6.260000228881836,29.90999984741211,94.55000305175781,-5343.599853515625,21682.39990234375,1535.2999877929688,796.5000152587891,-151.30000114440918,5944.89990234375,1.0,-0.006104248266467495,-0.1669078422597974,-0.021907918381705516,b657355ec4b,ᏃᎬᏒᎾ ツ,24.0,75.26000213623047,-96.12999725341797,56.529998779296875,13268.399658203125,16847.80029296875,2548.5000610351562,-2407.2999572753906,-3736.199951171875,1367.7999877929688,128.0,255.0,False,0.023677799218066488,2.5991794993920148,-0.1655126301938884,True,0.0,False,6,False,5,,2113482747032627592,aboalhassanking,23.0,3.380000114440918,-2577.469970703125,17.010000228881836,-1007.0999908447266,9161.699829101562,2.0999999344348907,0.29999999329447746,-3.1999999284744263,-468.8999938964844,255.0,91.0,,-0.00953338919040248,1.4497559936929054,-3.3805842938330186e-05,True,False,False,False,116.0,False,,enpitsu,76561198039309853,27,253.85000610351562,333.32000732421875,111.56999969482422,-13956.099853515625,-18206.400146484375,1658.9999389648438,4135.400085449219,-3169.5001220703125,-0.09999999776482582,255.0,128.0,,-0.5455140905771466,-0.9167929247066319,-7.429480438902082e-05,True,1,False,0.0,False,2,,games5425898691,bf81d8692db,18.0,-2530.4599609375,4071.7900390625,17.010000228881836,-16752.900390625,6630.5999755859375,2.199999988079071,0.5999999865889549,-0.3999999910593033,1666.6999816894531,255.0,255.0,-0.00957345329548339,0.34083873875610504,0.00018634853842964465,True,False,False,False,0.0,False,,
1,301,4,False,False,1,2395.744757082112,-1494.6099853515625,4983.22998046875,320.510009765625,6180.30029296875,-5535.30029296875,-1060.199966430664,432.59998321533203,1368.0000305175781,-4614.599914550781,1.0,0.04525792875055459,2.0362700282390067,-1.3729884184533228,2113482747032627592,aboalhassanking,24.0,-1629.3800048828125,5050.240234375,259.2699890136719,8027.80029296875,18887.2998046875,216.90000534057617,4072.39990234375,3494.8001098632812,1204.5999908447266,255.0,62.0,False,-0.03288016932637965,2.3459096559064316,2.1160450915121953,True,81.0,False,6,False,5,,b657355ec4b,ᏃᎬᏒᎾ ツ,25.0,2261.679931640625,-2813.080078125,45.20000076293945,-12916.199951171875,10561.700439453125,2982.7999877929688,-288.799991607666,-299.3000030517578,-522.0999908447266,255.0,128.0,False,-0.018268066066926672,0.7615435696211962,0.000735504034335659,True,10,9,False,255.0,False,,enpitsu,76561198039309853,27,-3384.429931640625,2626.97998046875,16.860000610351562,1228.0000305175781,22760.10009765625,45.10000228881836,11.90000057220459,-0.5999999865889549,0.0,255.0,0.0,,-0.017371074265612345,1.6247208418700287,-2.909273956559895e-06,True,4,False,255.0,False,4,,games5425898691,bf81d8692db,18.0,-433.55999755859375,5041.64990234375,74.75,-18964.300537109375,547.7000045776367,4075.4000854492188,-61.99999809265137,1347.8999328613281,402.59998321533203,255.0,128.0,0.06912361207369973,-0.07189208972056843,-0.0022329091247296835,True,False,False,3,141.0,False,,
2,348,6,False,False,1,1764.2469430493666,-596.7899780273438,4199.7099609375,94.45999908447266,4215.899963378906,-3592.9000854492188,1903.800048828125,3397.39990234375,3986.400146484375,-2926.6000366210938,1.0,-0.531592268966291,-0.9172412138270112,-1.4961657582632386,2113482747032627592,aboalhassanking,24.0,-648.219970703125,4009.47998046875,17.010000228881836,9072.2998046875,-2133.3999633789062,2.800000011920929,-0.3999999910593033,0.19999999552965164,2912.0999145507812,128.0,255.0,False,-0.009618952488577666,-3.1401521667626286,-1.2322901400129502e-05,True,81.0,False,6,False,6,,b657355ec4b,ᏃᎬᏒᎾ ツ,25.0,-17.489999771118164,15.789999961853027,17.010000228881836,3371.7999267578125,21381.201171875,2.3999999463558197,-0.0,-0.0,-2000.2999877929688,255.0,0.0,False,-0.00958066309908821,1.8063106973357455,3.5932644644534695e-06,True,10,10,False,230.0,False,,enpitsu,76561198039309853,27,-742.1599731445312,4439.06005859375,17.049999237060547,18443.900146484375,-11745.400390625,3.0000001192092896,0.19999999552965164,-0.09999999776482582,-2046.9999694824219,255.0,0.0,,-0.01677691272894164,-2.4965602789061485,-2.6520388946452594e-05,True,4,False,188.0,False,6,,games5425898691,bf81d8692db,18.0,-3439.679931640625,4600.81982421875,347.67999267578125,-770.0,-879.5999908447266,7008.0999755859375,-1783.0000305175781,1641.9000244140625,80.60000419616699,255.0,0.0,1.4342327326427011,-0.7537110122614447,-1.5470037972858195,True,4,False,4,141.0,False,,
3,351,6,False,False,0,9386.894140403845,547.4400024414062,-4135.25,119.05000305175781,-8188.4002685546875,23285.90087890625,6487.19970703125,1206.3999938964844,-375.2000045776367,-5865.3997802734375,0.0,0.4329926575711111,0.33262435064343715,-1.9610508858154903,76561198039309853,enpitsu,27.0,682.25,-4397.22021484375,22.010000228881836,-17734.3994140625,13058.699951171875,2995.8999633789062,0.0,0.0,-2059.4000244140625,255.0,0.0,,0.016776362230510423,2.428123733150564,-1.7015255460051732e-05,True,179.0,False,6,False,5,,bf81d8692db,games5425898691,18.0,3433.169921875,-4606.75,470.8800048828125,-1428.6000061035156,-1425.8000183105469,6862.2998046875,1760.0,-1757.7999877929688,9.900000095367432,255.0,0.0,,-1.2749248694639574,-2.324060999361638,1.5396066279273322,True,4,4,False,141.0,False,,ᏃᎬᏒᎾ ツ,b657355ec4b,25,-32.22999954223633,-205.58999633789062,17.010000228881836,-7090.30029296875,-20038.1005859375,2.3999999463558197,0.09999999776482582,0.0,-2008.0999755859375,255.0,0.0,False,0.009569158362164794,-1.990117084302734,-8.134830092313976e-06,True,10,False,230.0,False,10,,aboalhassanking,2113482747032627592,24.0,576.6199951171875,-4004.89990234375,17.010000228881836,-8114.4000244140625,-643.8999938964844,2.800000011920929,0.19999999552965164,0.0,2643.699951171875,128.0,255.0,0.009633670071101058,-2.912353805326901,-4.761935781167448e-05,True,6,False,6,81.0,False,,False
4,352,6,False,False,1,1755.4726335952346,-522.1400146484375,4105.31982421875,157.08999633789062,7543.2000732421875,-479.3000030517578,13963.599853515625,5942.7001953125,150.79999923706055,-812.9000091552734,1.0,-0.47063844835221674,-0.1490106846701211,-2.1984210187210405,2113482747032627592,aboalhassanking,24.0,-576.6199951171875,4004.89990234375,17.010000228881836,8114.4000244140625,643.8999938964844,2.800000011920929,-0.19999999552965164,-0.0,2643.699951171875,128.0,255.0,False,-0.009633670071101058,2.912353805326901,-4.761935781167448e-05,True,81.0,False,6,False,6,,b657355ec4b,ᏃᎬᏒᎾ ツ,25.0,105.6500015258789,364.79998779296875,17.010000228881836,10165.499877929688,18265.699462890625,2.3999999463558197,-0.0,-0.0,-2011.9999694824219,255.0,0.0,False,-0.009589140457556725,2.157655001766663,3.7387233852006154e-06,True,10,10,False,230.0,False,,enpitsu,76561198039309853,27,-512.219970703125,4264.009765625,51.08000183105469,16772.19970703125,-12863.299560546875,2632.7999877929688,241.39999389648438,-216.29999160766602,-3670.4000854492188,255.0,0.0,,-0.007838088136912535,-2.148125350034375,0.017640369122840626,True,5,False,179.0,False,6,,games5425898691,bf81d8692db,18.0,-3433.169921875,4606.75,470.8800048828125,1428.6000061035156,1425.8000183105469,6862.2998046875,-1760.0,1757.7999877929688,9.900000095367432,255.0,0.0,1.2749248694639574,2.324060999361638,1.5396066279273322,True,4,False,4,141.0,False,,
5,445,10,False,False,1,1532.8714638740548,1890.93994140625,3973.89990234375,1049.5999755859375,-5554.1998291015625,12039.599609375,1689.7999572753906,3038.599853515625,-2476.4999389648438,61.30000114440918,1.0,-0.1013108156973031,0.5557346131370672,2.610608003288793,b657355ec4b,ᏃᎬᏒᎾ ツ,25.0,1986.550048828125,3895.18994140625,928.4099731445312,2304.2999267578125,11210.400390625,3322.5,-2708.9999389648438,-2003.2000732421875,-138.100004196167,255.0,128.0,False,1.1687105849259358,0.8374677811949781,-0.36482706548622107,True,135.0,False,12,4,10,,2113482747032627592,aboalhassanking,23.0,2688.830078125,-4605.14990234375,19.219999313354492,242.29999542236328,803.0000305175781,-1108.7999725341797,-120.79999923706055,6.200000047683716,-673.3000183105469,255.0,0.0,,-0.004312252391425241,1.6401157416065337,-2.7377671919412524e-05,False,False,False,False,85.0,False,,enpitsu,76561198039309853,27,2988.31005859375,4216.64990234375,17.059999465942383,-11356.99951171875,19008.499755859375,1.8000000715255737,0.3999999910593033,-0.5000000074505806,1971.6000366210938,255.0,255.0,,-0.016778991809711492,0.9622103066096015,7.141882947387866e-05,True,6,False,255.0,False,6,,games5425898691,bf81d8692db,18.0,-256.44000244140625,5166.919921875,17.0,2718.2998657226562,1098.0999755859375,3.400000035762787,0.3999999910593033,-0.19999999552965164,0.0,255.0,128.0,-0.009496689634890015,2.7576208529168467,-2.80982074565894e-05,True,4,False,4,141.0,False,,
6,497,12,False,False,0,9471.780610556914,-1063.47998046875,-4330.2998046875,286.29998779296875,-21104.09912109375,19731.400146484375,1112.9000091552734,-4815.7000732421875,-156.49999618530273,-3575.4000854492188,0.0,-0.12275038629382252,-0.5440211619276677,-0.6034040441154649,bf81d8692db,games5425898691,18.0,-853.5,-4468.2998046875,175.5800018310547,-13620.400390625,11736.199951171875,2757.60009765625,-1359.2999267578125,-2600.4998779296875,54.099998474121094,255.0,135.0,,-0.6348061451839971,2.5764398724966733,-0.08358273094523824,True,103.36307935048175,True,6,False,5,,76561198039309853,enpitsu,27.0,-1137.22998046875,-4547.18017578125,17.059999465942383,2409.7999572753906,809.8999786376953,1.1999999731779099,0.5000000074505806,-0.09999999776482582,0.0,128.0,128.0,,0.016892922371419917,0.3243157928224287,-4.0767885853224445e-05,True,6,6,False,255.0,False,,ᏃᎬᏒᎾ ツ,b657355ec4b,25,-2613.580078125,-4956.91015625,15.779999732971191,-783.0999755859375,11503.499755859375,-1862.2000122070312,4968.999938964844,429.39998626708984,-1384.7000122070312,255.0,0.0,False,0.09726639615864935,1.636087629163793,-0.0030497383748912628,False,10,4,67.0,False,12,,aboalhassanking,2113482747032627592,23.0,-2881.35009765625,2263.5,56.25,994.1000366210938,-18644.3994140625,-2031.7999267578125,357.5,2603.599853515625,228.70000839233398,255.0,230.0,-0.07956027473092094,-1.6958223239314691,0.7266242020817913,True,4,False,4,230.0,False,,False
7,570,14,False,False,1,5755.499072072815,3687.030029296875,106.5199966430664,1114.239990234375,-12025.30029296875,7366.7999267578125,10413.900146484375,4212.699890136719,4190.4998779296875,831.3999938964844,1.0,-0.4532033105183404,-2.150272924926656,2.138071497887901,2113482747032627592,aboalhassanking,23.0,3751.60009765625,-39.95000076293945,1046.949951171875,-10846.400146484375,2290.0,7401.099853515625,292.00000762939453,-4737.0001220703125,-2779.2999267578125,253.0,246.0,False,0.60379890955309,1.14140520343979,2.226064336232505,True,176.0,False,6,False,5,,b657355ec4b,ᏃᎬᏒᎾ ツ,25.0,2506.39990234375,820.7000122070312,16.959999084472656,4063.599853515625,-15063.199462890625,15.099999904632568,-13.899999856948853,-0.29999999329447746,2005.0999450683594,255.0,255.0,,-0.010374315496977687,-1.8969031550269384,0.00010619983117968377,True,14,12,4,21.0,False,,enpitsu,76561198039309853,27,1319.969970703125,2780.169921875,17.059999465942383,1329.7999572753906,-11894.69970703125,1.1999999731779099,-0.09999999776482582,1.5000000596046448,-126.49999618530273,255.0,128.0,,-0.01671974363946525,-1.6671135248782374,0.00017178508233061252,True,6,False,255.0,False,6,,games5425898691,bf81d8692db,18.0,3913.1201171875,872.9000244140625,29.559999465942383,679.4999694824219,-15811.99951171875,369.70001220703125,467.7000045776367,-1059.4999694824219,-1949.6000671386719,255.0,0.0,-0.014591280790890306,-1.5697936328204078,0.3296797875281779,True,6,False,6,87.0,False,,
8,674,18,False,True,1,2817.0906962172817,-590.1500244140625,2746.81005859375,374.8900146484375,1823.9999389648438,13618.900146484375,2328.300018310547,-2365.0999450683594,4009.2001342773438,3216.199951171875,1.0,0.9816755513096519,0.17788730608482384,-1.5536622028188334,2113482747032627592,aboalhassanking,23.0,-666.4099731445312,2704.6298828125,222.1199951171875,-10012.5,11280.899658203125,731.6999816894531,3287.3001098632812,2942.9998779296875,-3283.5000610351562,236.0,72.0,False,1.004516324289096,2.2108053694988463,-0.34333396042286785,True,84.0,False,8,False,6,,b657355ec4b,ᏃᎬᏒᎾ ツ,25.0,718.1199951171875,-3434.080078125,17.010000228881836,-16604.300537109375,-4425.799865722656,2.0999999344348907,0.5999999865889549,-0.0,0.0,255.0,128.0,False,-0.009585352412322735,-0.2604833344783533,5.308100466356161e-05,True,16,14,4,51.0,False,,enpitsu,76561198039309853,27,-555.5900268554688,2903.919921875,348.3900146484375,-7074.0997314453125,1249.1000366210938,-139.7000026702881,-3500.7000732421875,-3215.8999633789062,2766.199951171875,255.0,128.0,False,0.5151157931340484,-0.7324912714485184,2.4899572953881157,True,7,False,183.0,False,8,,games5425898691,bf81d8692db,18.0,2082.550048828125,744.8499755859375,118.25,777.2000122070312,19085.999755859375,-139.7000026702881,-5494.1998291015625,252.00000762939453,-2.0000000298023224,255.0,128.0,1.4261088010107266,-1.5221521487118805,-3.138774210925339,True,7,False,8,255.0,False,,
9,675,18,False,False,0,8018.399574888771,587.8300170898438,-2739.909912109375,380.82000732421875,-1062.5,4993.299865722656,2765.7000732421875,1243.3999633789062,-2859.2999267578125,5126.199951171875,0.0,-1.0392382307892238,-0.12371661871930956,-1.4856452816833998,76561198039309853,enpitsu,27.0,555.5900268554688,-2903.919921875,348.3900146484375,7074.0997314453125,-1249.1000366210938,-139.7000026702881,3500.7000732421875,3215.8999633789062,2766.199951171875,255.0,128.0,False,-0.5151157931340484,0.7324912714485184,2.4899572953881157,True,183.0,False,8,False,7,,bf81d8692db,games5425898691,18.0,-2082.550048828125,-744.8499755859375,118.25,-777.2000122070312,-19085.999755859375,-139.7000026702881,5494.1998291015625,-252.00000762939453,-2.0000000298023224,255.0,128.0,,-1.4261088010107266,1.5221521487118805,-3.138774210925339,True,8,8,False,255.0,False,,ᏃᎬᏒᎾ ツ,b657355ec4b,25,-718.1199951171875,3434.080078125,17.010000228881836,16604.300537109375,4425.799865722656,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,128.0,False,0.009585352412322735,0.2604833344783533,5.308100466356161e-05,True,14,4,51.0,False,16,,aboalhassanking,2113482747032627592,23.0,666.4099731445312,-2704.6298828125,222.1199951171875,10012.5,-11280.899658203125,731.6999816894531,-3287.3001098632812,-2942.9998779296875,-3283.5000610351562,236.0,72.0,-1.004516324289096,-2.2108053694988463,-0.34333396042286785,True,6,False,8,84.0,False,,False
