,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
36,3082,87,False,False,1,3103.2959191024265,3331.510009765625,3216.7900390625,121.04000091552734,2705.8999633789062,17260.30029296875,-510.49999237060547,2468.300018310547,1692.8999328613281,-5200.10009765625,1.0,-0.19503231605636964,-2.1551090993557223,2.708061558077929,76561198039309853,enpitsu,27.0,3325.85009765625,3085.530029296875,15.020000457763672,3897.0999145507812,10197.2998046875,-673.3000183105469,-1797.8999328613281,-789.7000122070312,1005.5000305175781,255.0,255.0,,-0.07887994268978565,1.8828183825184353,-0.06258025136659649,True,14,10,2,255.0,False,,bf81d8692db,games5425898691,18.0,1994.47998046875,4562.64990234375,17.010000228881836,-4431.700134277344,-10073.499755859375,2.7000001072883606,-0.29999999329447746,-4.900000095367432,-1494.7000122070312,255.0,115.0,,-0.00943711824145868,-1.111355234705916,-5.216239164177636e-05,True,False,14,166.0,False,16,,Awaide ✞,76561198308935706,9,-2924.3798828125,3953.02001953125,17.020000457763672,11683.199462890625,-1089.800033569336,1.5999999642372131,-0.0,-0.0,2369.7999572753906,255.0,255.0,,-0.00954437586440212,-3.11071642808071,-1.247245425289229e-05,True,16,False,22,0.0,False,,Himich_h,76561198846586373,8.0,3773.60009765625,4013.9599609375,27.440000534057617,-13299.7998046875,3954.4000244140625,-2446.1000061035156,-2170.500030517578,2961.0000610351562,933.6000061035156,255.0,128.0,-0.18605250545562108,0.22362111605837318,-0.23783473730116902,True,14,8,20,7.0,False,,False
37,3117,88,False,False,1,2414.6818533974547,3260.260009765625,4649.1201171875,530.9099731445312,-13665.899658203125,5724.5001220703125,10637.5,208.09999465942383,748.3000183105469,1805.0,1.0,-0.06411292571965051,-0.40547478065672027,0.7782396144862034,76561198039309853,enpitsu,27.0,3383.659912109375,4658.06982421875,392.05999755859375,-8801.099853515625,8440.499877929688,9560.800170898438,-468.10001373291016,-255.10000228881836,293.29999923706055,255.0,128.0,,0.6668974642504003,0.7605598549199656,-1.58339746890885,True,14,10,2,168.0,False,,bf81d8692db,games5425898691,18.0,1212.6099853515625,3214.77001953125,17.010000228881836,-9255.10009765625,-10377.60009765625,2.8999999165534973,-0.7000000029802322,-0.5999999865889549,-2123.300018310547,255.0,0.0,,-0.009578172416146984,-0.7869386593550252,-9.524332984371061e-05,True,False,14,196.0,False,16,,Awaide ✞,76561198308935706,9,-1368.760009765625,4367.27978515625,17.020000457763672,13032.19970703125,5191.199951171875,1.4000000059604645,0.5000000074505806,0.09999999776482582,186.90000534057617,255.0,128.0,,-0.009590272917706075,2.7407239566404558,-0.00013802462499392358,True,16,False,22,31.0,False,,Himich_h,76561198846586373,7.0,2209.989990234375,4913.97021484375,17.010000228881836,-3846.7001342773438,13141.99951171875,2.8999999165534973,-0.0,-0.0,-2219.499969482422,255.0,0.0,-0.009578717426831323,1.3534011947744005,-6.133157302372837e-06,True,14,8,20,7.0,False,,False
38,3197,91,False,False,0,9466.080473890015,-93.94000244140625,-4292.0400390625,578.6199951171875,3972.7999877929688,12777.19970703125,6115.3997802734375,4417.200012207031,473.69998931884766,-4032.6998901367188,0.0,-0.4645127409543727,0.8844298070604245,0.37123725829155285,76561198846586373,Himich_h,7.0,-103.91000366210938,-4393.259765625,421.6400146484375,5179.4000244140625,12414.300537109375,-1510.2000427246094,-4500.0,-3133.3999633789062,426.1000061035156,255.0,0.0,False,0.4338799946019212,-3.072662554356436,0.7582166974815109,True,22,15,8,0.0,False,,76561198308935706,Awaide ✞,9.0,56.31999969482422,-4426.33984375,389.1099853515625,-67.89999961853027,5036.400146484375,-500.9000015258789,-2303.699951171875,3120.10009765625,3899.5999145507812,255.0,0.0,True,-0.7849344213727416,2.2099703570374727,2.65972397120677,True,False,17,0.0,False,24,,enpitsu,76561198039309853,27,-2434.5,-3747.9599609375,17.049999237060547,2746.6000366210938,13212.900390625,3.1999999284744263,-0.09999999776482582,-0.7000000029802322,-98.99999618530273,255.0,128.0,False,0.016740145844470776,1.3547409740538796,9.541557198985542e-05,True,10,2,14,155.45125179649682,True,,games5425898691,bf81d8692db,18.0,49.7400016784668,-3729.52001953125,17.010000228881836,-6472.5,6503.2000732421875,2.8999999165534973,0.0,0.0,-2477.899932861328,255.0,0.0,0.009523943607613822,2.3103921350148093,1.43771006352201e-06,True,14,False,16,196.0,False,,
39,3257,93,False,False,1,3908.70382760452,-757.4299926757812,1598.22998046875,362.1499938964844,-10536.8994140625,-1.5000000596046448,5410.5999755859375,137.5,5162.9998779296875,-3053.3999633789062,1.0,0.7679913017821283,-0.32395164789454556,0.6719196682066094,bf81d8692db,games5425898691,18.0,-678.239990234375,1552.739990234375,197.4499969482422,-16829.7998046875,-7195.3997802734375,2719.1000366210938,-389.1999816894531,-1514.4999694824219,-535.6999969482422,255.0,150.0,,0.6873725689359964,0.2726903836334749,0.2949793631918984,True,18,15,False,174.31284305869897,True,,76561198039309853,enpitsu,27.0,565.3400268554688,135.47000122070312,17.049999237060547,-13168.800048828125,-16054.3994140625,3.0000001192092896,0.19999999552965164,0.19999999552965164,0.0,255.0,0.0,False,-0.016774948013812626,-0.8838160502767398,2.861852719336075e-05,True,2,10,98.0,False,14,,Awaide ✞,76561198308935706,9,-336.4599914550781,3310.830078125,17.010000228881836,-9089.7998046875,-1005.8000183105469,3.0000001192092896,0.09999999776482582,-0.0,-2479.600067138672,255.0,0.0,False,-0.009526808127263206,-0.06716281525645112,1.2365999588893164e-05,False,18,False,24,0.0,False,,Himich_h,76561198846586373,8.0,-833.7100219726562,1769.3399658203125,55.220001220703125,752.2000122070312,-13742.2998046875,3671.099853515625,724.5999908447266,49.89999771118164,78.80000114440918,255.0,128.0,-0.033748795213492035,-1.6425078982527948,-9.486816846374302e-05,True,16,8,24,0.0,False,,False
40,3315,95,False,False,1,5175.244519377682,-2877.35009765625,1598.1099853515625,105.88999938964844,-5708.4002685546875,-36.90000057220459,4564.4000244140625,34.80000019073486,-5392.7001953125,-2630.0,1.0,0.41661643896854644,-0.2553579889494616,0.8254646603865696,76561198039309853,enpitsu,27.0,-2812.929931640625,1426.1199951171875,49.099998474121094,-7122.2998046875,20768.9990234375,3520.10009765625,-1.5999999642372131,6.800000071525574,70.9000015258789,128.0,255.0,,-0.016820365190017957,1.2670913834759776,0.0004900991232094375,True,16,11,2,0.0,False,,bf81d8692db,games5425898691,18.0,-4018.280029296875,846.1500244140625,98.52999877929688,-2934.5999145507812,12099.599609375,3544.4000244140625,-1813.5000610351562,2085.0,-1627.2000122070312,255.0,0.0,,0.24692277103880877,1.327163241334722,0.8148551586526561,True,False,16,165.0,False,18,,Awaide ✞,76561198308935706,9,-3238.139892578125,4160.89990234375,17.010000228881836,-15406.99951171875,2335.500030517578,2.8999999165534973,-1.1999999731779099,0.19999999552965164,-1902.1000671386719,216.0,0.0,,-0.009587927223546896,0.19840971705208085,-0.00013566018623788198,True,20,False,26,255.0,False,,Himich_h,76561198846586373,8.0,-1418.8800048828125,-1448.02001953125,17.020000457763672,-13470.999755859375,2958.800048828125,1.2999999523162842,1.5000000596046448,-0.0,-184.89999771118164,255.0,128.0,-0.00959146319860392,0.23990708033986383,0.0001860856345573587,True,18,8,24,,False,,
41,3402,99,False,False,1,2299.3587279637145,-1301.699951171875,4463.85986328125,95.08000183105469,7687.9998779296875,-3741.400146484375,5885.4998779296875,2228.9999389648438,4580.299987792969,3170.2999877929688,1.0,0.3220462367498486,-0.9256740064071974,2.210172935691693,76561198039309853,enpitsu,27.0,-1384.989990234375,4199.81982421875,194.99000549316406,21451.10107421875,2457.100067138672,-166.10000610351562,-437.40001678466797,5480.10009765625,161.49999618530273,255.0,255.0,,-0.6469229624964947,-0.05745230261001672,3.0610641876048206,True,18,13,2,0.0,False,,bf81d8692db,games5425898691,18.0,-461.1000061035156,2509.419921875,17.020000457763672,13717.5,3042.2000122070312,1.5999999642372131,0.5000000074505806,-0.0,1648.0000305175781,255.0,255.0,,-0.009583347745738375,2.9075295007978816,0.0002195649400881847,True,False,16,166.0,False,18,,Awaide ✞,76561198308935706,9,-1268.6800537109375,4798.14990234375,16.329999923706055,9544.000244140625,-11120.50048828125,135.39999961853027,390.60001373291016,-88.50000381469727,1843.2000732421875,255.0,255.0,,0.00376450329961842,-2.3140311148439543,-0.017360904003574006,True,20,False,26,198.63801293475657,True,,Himich_h,76561198846586373,7.0,-959.7999877929688,3499.4599609375,16.989999771118164,11825.899658203125,6487.8997802734375,5.400000214576721,0.19999999552965164,-1.4000000059604645,-1802.2000122070312,128.0,0.0,-0.00991321528198125,2.6968674513600597,-3.1847167322245274e-05,True,20,8,26,19.0,False,,
42,3441,100,True,True,1,1633.2822891050519,-250.5500030517578,3976.800048828125,269.6499938964844,2132.100067138672,19383.299560546875,-894.8000335693359,510.49999237060547,2222.100067138672,-5549.89990234375,1.0,-0.5736058274566632,-1.967997842932775,0.6915767292134557,bf81d8692db,games5425898691,18.0,-256.57000732421875,3845.080078125,244.36000061035156,-10896.99951171875,9732.80029296875,2181.6000366210938,-484.00001525878906,-4309.2999267578125,-3382.9998779296875,255.0,5.0,,-0.18381195918105359,0.487873013520729,-0.8410374908015039,True,20,17,False,159.43681702562557,True,,76561198039309853,enpitsu,27.0,1577.5999755859375,4291.9501953125,17.059999465942383,17320.30029296875,-10704.200439453125,2.3999999463558197,-0.19999999552965164,-0.0,-2053.9999389648438,255.0,0.0,,-0.01676706921270547,-2.5120241865656383,4.1812322186852374e-06,True,2,14,31.0,False,18,,Awaide ✞,76561198308935706,9,-616.3099975585938,3905.989990234375,16.989999771118164,8477.999877929688,-3220.5999755859375,3.0000001192092896,-0.0,0.29999999329447746,2468.300018310547,255.0,255.0,,-0.009517386558182989,-2.8090819924638937,2.7604558607549796e-05,False,20,False,26,146.49995708209212,True,,Himich_h,76561198846586373,7.0,205.86000061035156,4220.39013671875,21.969999313354492,-3760.0,3311.7999267578125,3002.0001220703125,0.7000000029802322,-2.5,2346.4999389648438,128.0,255.0,-0.009565150665573481,0.5860620008267531,-2.900939919421147e-05,True,20,8,27,19.0,False,,False
43,3711,101,False,False,0,5182.991108758135,11.920000076293945,37.150001525878906,94.2699966430664,7642.5,28316.10107421875,1883.9999389648438,-2455.7000732421875,-217.19999313354492,-2009.6000671386719,0.0,-0.004303762121000106,-0.03340636949459999,-0.04085646457521607,76561198846586373,Himich_h,7.0,-73.83999633789062,-240.00999450683594,87.79000091552734,11999.69970703125,19378.699951171875,3062.39990234375,-3200.2999877929688,1624.7999572753906,456.6999816894531,255.0,128.0,False,0.17198079386162837,1.1207884593581614,0.002316607882759997,True,4,3,False,0.0,False,,76561198308935706,Awaide ✞,9.0,0.0,-1647.8499755859375,16.90999984741211,-0.29999999329447746,16261.500244140625,27.40000009536743,11.100000143051147,0.0,0.0,128.0,,,0.010284468985890307,1.570846379174715,7.886593866840515e-06,False,False,4,90.0,False,4,,enpitsu,76561198039309853,27,0.0,2856.1201171875,17.059999465942383,0.0,-12227.900390625,2.0000000298023224,0.0,0.0,0.0,255.0,,,0.016731575910546737,-1.5708332396540332,-3.089098765758258e-07,True,2,False,2,146.0,False,,games5425898691,bf81d8692db,18.0,113.83000183105469,433.9599914550781,78.29000091552734,-5612.19970703125,-22126.99951171875,2213.699951171875,5379.6002197265625,-1144.1000366210938,21.500000953674316,128.0,128.0,0.6349139380652123,-1.777521611966264,0.001913969877983463,True,3,False,4,0.0,False,,
44,3714,101,False,False,1,5271.269851427235,2.7200000286102295,-55.029998779296875,166.0399932861328,8906.099853515625,8067.7001953125,6993.499755859375,2198.9999389648438,255.30000686645508,-1684.6000671386719,1.0,0.11102622078695412,-0.2526981419270884,-0.12119625406823174,bf81d8692db,games5425898691,18.0,-40.15999984741211,-168.72999572753906,97.75,2958.800048828125,3661.400146484375,1962.8999328613281,2840.1998901367188,1233.7000274658203,-2507.5999450683594,128.0,128.0,,-1.1830729618947198,1.6811740441047491,0.269846255705625,True,4,3,False,0.0,False,,76561198039309853,enpitsu,27.0,-0.0,-2752.949951171875,17.059999465942383,-0.0,12502.19970703125,2.0000000298023224,-0.0,-0.0,0.0,255.0,,,-0.016731575910546737,1.5708332396540332,-3.089098765758258e-07,True,False,2,146.0,False,2,,Awaide ✞,76561198308935706,9,-0.0,1514.3399658203125,17.010000228881836,0.29999999329447746,-15823.499755859375,4.4999998807907104,-2.7000001072883606,-0.0,0.0,128.0,,,-0.009811440278685834,-1.570848721309138,7.88632162947957e-06,False,4,False,4,90.0,False,,Himich_h,76561198846586373,7.0,-20.81999969482422,92.27999877929688,112.73999786376953,-10936.500244140625,-16640.10009765625,2895.2999877929688,5058.800048828125,-1573.0000305175781,1477.5,255.0,128.0,-0.6652251671480159,-1.3305261385535991,0.004853865733084352,True,3,False,4,0.0,False,,False
45,3715,101,False,False,0,5176.849307860039,-39.95000076293945,34.41999816894531,190.0399932861328,-18034.49951171875,-695.8999633789062,8215.399780273438,-2001.6000366210938,-198.29999923706055,-1303.9999389648438,0.0,-0.10238659500445209,0.21036189949804265,-0.19148231125940918,76561198846586373,Himich_h,7.0,90.29000091552734,-42.79999923706055,125.94000244140625,7652.9998779296875,3181.6000366210938,467.7000045776367,-4732.200012207031,-2236.0000610351562,1689.7999572753906,255.0,128.0,False,1.3592556960690656,1.511991210117898,-0.5431363996001212,True,4,3,False,0.0,False,,76561198308935706,Awaide ✞,9.0,-0.029999999329447746,-1384.489990234375,17.010000228881836,-38.09999942779541,15384.3994140625,2.7000001072883606,0.5999999865889549,0.9000000357627869,104.49999809265137,128.0,157.0,,0.00968936338623766,1.5718102070019018,1.2541996994944506e-05,False,False,4,90.0,False,4,,enpitsu,76561198039309853,27,0.0,2752.949951171875,17.059999465942383,0.0,-12502.19970703125,2.0000000298023224,0.0,0.0,0.0,255.0,,,0.016731575910546737,-1.5708332396540332,-3.089098765758258e-07,True,2,False,2,146.0,False,,games5425898691,bf81d8692db,18.0,40.15999984741211,168.72999572753906,97.75,-2958.800048828125,-3661.400146484375,1962.8999328613281,-2840.1998901367188,-1233.7000274658203,-2507.5999450683594,128.0,128.0,1.1830729618947198,-1.6811740441047491,0.269846255705625,True,3,False,4,0.0,False,,
46,3788,103,False,False,1,5659.410963677024,3613.2900390625,175.60000610351562,162.77000427246094,-7936.400146484375,23263.701171875,-660.9999847412109,1628.8999938964844,-3732.9000854492188,4405.799865722656,1.0,-1.403725830735123,1.7489669613021583,-1.6455555728354716,76561198039309853,enpitsu,27.0,3642.139892578125,13.270000457763672,147.2100067138672,12004.3994140625,17689.599609375,2230.8999633789062,-5313.900146484375,-514.7000122070312,1321.6999816894531,255.0,255.0,,-0.5428680851723794,2.4215445312286237,-0.5621849272492054,True,4,3,False,245.0,False,,bf81d8692db,games5425898691,18.0,1442.989990234375,-708.2899780273438,113.11000061035156,7115.8001708984375,-14514.200439453125,-164.0999984741211,5433.800048828125,824.0000152587891,-210.49999237060547,255.0,128.0,,-0.47634974936408125,1.525345034183898,3.1275147635373592,True,False,5,31.0,False,6,,Awaide ✞,76561198308935706,9,3111.06005859375,533.2899780273438,17.010000228881836,11835.50048828125,7605.30029296875,2.800000011920929,0.09999999776482582,-0.0,2148.2000732421875,255.0,255.0,,-0.009608168713792229,2.5043525472116968,-6.194638807832653e-06,True,4,False,4,76.0,False,,Himich_h,76561198846586373,8.0,-2496.669921875,-436.2099914550781,117.31999969482422,-16569.100341796875,3258.699951171875,-154.49999809265137,-1066.6000366210938,-5395.4998779296875,-0.3999999910593033,128.0,128.0,-0.3760870837880302,-2.946467254972429,-3.141480183776201,True,5,False,6,0.0,False,,False
47,3796,104,False,False,0,6443.852449399023,-3405.830078125,-794.97998046875,130.91000366210938,-87.79999732971191,-9489.000244140625,5445.10009765625,1703.0000305175781,5709.7998046875,-704.8000335693359,0.0,0.5631397270455932,-2.0147803470315906,2.974321154822143,76561198308935706,Awaide ✞,9.0,-3377.550048828125,-909.8400268554688,15.930000305175781,-2861.099853515625,-14143.800048828125,-313.1999969482422,20.09999990463257,164.50000762939453,2069.9000549316406,255.0,216.0,,0.010622234609681168,-1.7539354206215911,-0.0037182639650338426,True,4,4,False,72.86227081924356,True,,76561198846586373,Himich_h,8.0,2897.159912109375,357.3299865722656,113.55000305175781,16569.100341796875,-3258.699951171875,-154.49999809265137,1066.3999938964844,5395.5999755859375,-0.3999999910593033,128.0,128.0,False,-1.3723284875513793,2.945917556382151,-3.141041389035279,False,False,5,0.0,False,6,,enpitsu,76561198039309853,27,-3976.820068359375,-502.7099914550781,156.24000549316406,-12233.900146484375,-17781.300048828125,-161.70000076293945,5430.4998779296875,604.5999908447266,627.2000122070312,255.0,255.0,,0.3584070572850614,2.5395875427421757,-2.966526222637953,True,3,False,4,245.0,False,,games5425898691,bf81d8692db,18.0,-1674.260009765625,1176.989990234375,107.86000061035156,-7121.6998291015625,14376.99951171875,-333.8999938964844,-4925.299987792969,-751.3999938964844,-225.49999237060547,255.0,128.0,-1.2904718063067417,2.283718071240473,-0.5544372591875929,True,6,False,6,31.0,False,,
48,3874,107,False,False,1,3063.8496859827983,3217.580078125,3140.639892578125,115.2300033569336,-16002.7001953125,3054.89990234375,5586.9000244140625,-5053.299865722656,1553.0000305175781,-2837.5,1.0,-0.1456587792555671,1.3393295899326465,-1.0523298080398102,76561198039309853,enpitsu,27.0,3444.989990234375,3195.0400390625,17.059999465942383,-7467.5,-8465.2001953125,2.5,2.5999999046325684,2.199999988079071,-1114.5999908447266,255.0,0.0,False,-0.01666506683397786,-0.8751789855537058,-0.00036920325952246127,True,4,4,False,231.0,False,,bf81d8692db,games5425898691,18.0,2818.030029296875,-4966.990234375,40.599998474121094,-8332.999877929688,1523.6000061035156,-2935.2999877929688,2432.2999572753906,756.3999938964844,-1443.800048828125,255.0,128.0,,-0.32725627755489123,0.2678904679130969,0.3894519849808249,True,False,6,255.0,False,6,,Awaide ✞,76561198308935706,9,2664.77001953125,4779.35986328125,17.010000228881836,-9713.499755859375,-675.1999664306641,3.0000001192092896,0.19999999552965164,-0.0,2419.9000549316406,255.0,255.0,,-0.009536794583899427,-0.1165577415362659,2.1428753428112466e-05,True,4,False,4,255.0,False,,Himich_h,76561198846586373,8.0,-3256.239990234375,3053.5,107.9000015258789,5689.1998291015625,18421.700439453125,-154.49999809265137,-5250.3997802734375,1637.7999877929688,-0.7999999821186066,128.0,128.0,1.1850580760063814,-1.267950613572764,-3.141070059125867,False,7,False,8,,False,,False
49,3906,108,False,False,0,8605.220491749698,-1396.2099609375,-3450.669921875,335.5799865722656,16624.3994140625,20177.2998046875,7244.89990234375,5626.7999267578125,-2082.899932861328,10.099999904632568,0.0,0.717077720750005,-1.4888529852605892,-0.763333951122446,76561198308935706,Awaide ✞,9.0,-1504.4599609375,-3660.1298828125,199.41000366210938,15407.099609375,16726.800537109375,3439.8001098632812,-2237.2999572753906,1765.8000183105469,-1527.7999877929688,255.0,194.0,True,-0.6155958227874763,0.32697229842984554,0.09594070097591813,True,6,5,False,175.49076995541972,True,,76561198846586373,Himich_h,8.0,2239.919921875,-4909.89013671875,17.010000228881836,-16834.69970703125,-4850.0,3.0000001192092896,-0.19999999552965164,-0.09999999776482582,-1968.2000732421875,255.0,0.0,False,0.009588125328991627,-2.932348568316748,-2.9270065200163183e-05,True,False,8,255.0,False,8,,enpitsu,76561198039309853,27,-1714.9000244140625,-3260.510009765625,49.099998474121094,20448.1005859375,-1672.2999572753906,3520.1998901367188,-31.500000953674316,0.7999999821186066,-871.1000061035156,128.0,128.0,False,0.016768365124218476,-0.09210245958144465,-0.0030572696962643787,True,4,False,6,144.0,False,,games5425898691,bf81d8692db,18.0,-1476.6600341796875,3826.89990234375,101.19999694824219,12486.400146484375,-17257.7001953125,-141.09999656677246,5250.10009765625,1630.0,-170.0,255.0,128.0,1.4425708730768871,1.2775600319724008,2.5549402534294394,True,7,False,8,235.0,False,,
50,3972,110,False,False,1,7156.686970837046,-2412.830078125,-1205.8499755859375,198.44000244140625,2510.5999755859375,-10721.99951171875,715.5999755859375,3427.2000122070312,690.5000305175781,-4876.099853515625,1.0,-0.7242206917619437,-0.3833537214224077,1.5877208540691512,bf81d8692db,games5425898691,18.0,-2529.840087890625,-1112.1099853515625,94.9000015258789,-10766.99951171875,18426.8994140625,1936.9999694824219,-1553.3999633789062,3777.5,-3683.2998657226562,255.0,18.0,,-0.281034733005287,0.9929931962160005,0.803542823274863,True,10,9,False,220.0,False,,76561198039309853,enpitsu,27.0,-3459.4599609375,2861.669921875,17.030000686645508,-9822.19970703125,-20797.099609375,1.5000000596046448,1.899999976158142,4.399999976158142,1247.3999786376953,255.0,128.0,False,-0.01677586394729005,-1.206481355980022,-0.00014988675780438045,True,False,4,77.95112261208156,True,6,,Awaide ✞,76561198308935706,9,-2727.840087890625,1348.0699462890625,17.010000228881836,-10535.899658203125,10183.699951171875,3.0000001192092896,-0.3999999910593033,0.09999999776482582,-2016.199951171875,128.0,2.0,False,-0.009626940894261122,0.834705103836727,-4.9122334009393306e-05,True,6,False,6,183.0,False,,Himich_h,76561198846586373,8.0,-2009.5699462890625,2260.93994140625,17.020000457763672,-10745.2001953125,-11829.100341796875,1.5000000596046448,-2.5999999046325684,-2.3999999463558197,534.5000076293945,255.0,255.0,-0.009616430724976406,-0.8278766116817873,9.4082375684909e-05,True,8,False,8,255.0,False,,False
51,4053,113,False,False,1,9056.452878442748,-1887.219970703125,-3478.179931640625,93.13999938964844,1196.6999816894531,-5219.69970703125,0.0,5720.2001953125,1311.3999938964844,-924.1000366210938,1.0,-0.5104466915028478,-2.1702089771837847,2.8186834572496844,76561198039309853,enpitsu,27.0,-1848.6300048828125,-3321.699951171875,17.040000915527344,546.5999984741211,-22993.5009765625,0.0,-0.0,0.3999999910593033,-435.8000183105469,255.0,255.0,False,-0.01677917850888539,-1.557302607208355,0.0002224414927758971,True,6,4,False,228.0,False,,bf81d8692db,games5425898691,18.0,-4078.97998046875,434.57000732421875,779.8400268554688,-1.0999999940395355,-8334.299926757812,-14315.699462890625,114.39999580383301,-1.2999999523162842,-2.199999988079071,255.0,128.0,,-1.048718333098108,-1.5515216569157482,-1.5876783500889076,True,False,10,201.16412021780525,True,10,,Awaide ✞,76561198308935706,9,-570.280029296875,-383.75,16.969999313354492,3976.7999267578125,-16796.099853515625,12.000000476837158,-5.600000023841858,17.799999713897705,-1794.2999267578125,128.0,11.0,False,-0.009728672534548588,-1.75284600983086,0.0009339784570138051,True,8,False,8,154.0,False,,Himich_h,76561198846586373,8.0,-2132.610107421875,-3028.3701171875,17.010000228881836,5944.1998291015625,-21689.29931640625,0.0,2.0000000298023224,-9.200000166893005,0.7000000029802322,255.0,255.0,-0.009591593533393835,-1.7826229691480233,0.00020641859688730725,True,10,False,10,155.0,False,,False
52,4108,115,False,False,1,8863.618509239983,-2288.969970703125,-3131.6201171875,202.9499969482422,-5362.1002197265625,-14633.900146484375,15178.900146484375,-5765.5999755859375,-1381.9999694824219,-920.1999664306641,1.0,0.060915666859227086,-1.0585928710017993,-2.640296376176149,bf81d8692db,games5425898691,18.0,-2247.909912109375,-3023.72998046875,86.38999938964844,7058.800048828125,-21789.29931640625,2009.7000122070312,5344.2999267578125,1298.699951171875,-33.499999046325684,255.0,128.0,,-0.7161901811402467,-1.803968418107052,-0.0041870369843258065,True,12,11,False,97.0,False,,76561198039309853,enpitsu,27.0,-689.3400268554688,-3951.4599609375,17.059999465942383,-9520.700073242188,8353.200073242188,2.800000011920929,-0.0,-0.0,2771.300048828125,255.0,255.0,False,-0.016744547850577378,0.6070837218418357,5.240060112764921e-05,True,False,4,255.0,False,6,,Awaide ✞,76561198308935706,9,-2239.739990234375,-2657.419921875,80.69999694824219,-12998.1005859375,-9201.900024414062,3723.699951171875,-5.099999904632568,-3.400000035762787,714.4000244140625,255.0,255.0,,-0.009572859912379685,-0.6608742628671391,0.00017528581134552092,True,8,False,10,161.0,False,,Himich_h,76561198846586373,8.0,-3123.300048828125,-4047.5,17.010000228881836,-6806.7999267578125,10892.5,2.800000011920929,3.1999999284744263,-5.199999809265137,-1046.6999816894531,255.0,0.0,-0.009569137032123707,1.0302197082565159,9.41640892170358e-05,True,10,False,10,255.0,False,,
