,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_double_jump_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect,opp_2_handbrake
33,2357,61,False,False,1,5967.210789230525,-3720.469970703125,1359.02001953125,190.32000732421875,5918.2000732421875,-741.2000274658203,10596.800537109375,5576.6998291015625,2003.8999938964844,-940.1999664306641,1.0,-0.5921908470302012,-1.2504744631661207,1.2388832852473532,b01147202bb,SynixRL,9.0,-3770.8701171875,1274.6099853515625,63.849998474121094,-7481.5997314453125,7387.2998046875,1856.0000610351562,-3856.199951171875,2478.800048828125,-1863.0000305175781,245.0,95.0,False,-0.07634675165917973,1.1546944866546376,0.15897093431719886,True,18.452851828708443,True,False,12,14,,5364590267745823719,LunaticStyles,13.0,292.92999267578125,1863.77001953125,17.010000228881836,2646.400146484375,-22847.19970703125,-0.29999999329447746,-0.0,0.5999999865889549,0.0,255.0,128.0,False,-0.009588912149289294,-1.686107375133223,3.380311924013998e-05,True,False,12,12,72.0,False,,enpitsu,76561198039309853,26,-3787.719970703125,1504.1600341796875,166.36000061035156,-8537.000122070312,-19443.299560546875,2363.300018310547,2380.0,3702.6998901367188,-3297.6998901367188,128.0,255.0,False,0.6390167056268526,-0.7539162436639227,-0.47934495486163975,True,103.0,False,12,False,11,,games5425898691,bf81d8692db,18.0,-2172.320068359375,2733.239990234375,17.0,2430.399932861328,9769.299926757812,3.400000035762787,-0.09999999776482582,-1.0000000149011612,-24.40000057220459,255.0,128.0,-0.00953690041100159,1.8184276281645142,8.936585490325253e-05,True,255.0,False,12,False,12,,
34,2435,64,False,False,0,6886.676945534731,2084.949951171875,-1068.0799560546875,572.2000122070312,-6949.7998046875,19332.80029296875,8998.099975585938,87.10000038146973,-1963.2000732421875,-149.0999984741211,0.0,-1.0941288466608992,1.4538643844588814,2.0831979735417128,bf81d8692db,games5425898691,18.0,2130.8798828125,-1254.8499755859375,364.94000244140625,-4748.500061035156,14750.10009765625,4766.000061035156,-1088.7999725341797,616.8000030517578,5355.7000732421875,255.0,5.0,,-0.7843185894509297,1.6083319953784714,1.3586896575969754,True,151.6449377998229,True,False,13,14,,76561198039309853,enpitsu,26.0,2885.860107421875,-312.4599914550781,17.049999237060547,10973.800048828125,-16930.30029296875,-1.1999999731779099,0.0,0.0,2051.699981689453,255.0,0.0,False,0.016765587036743072,-0.9218643951431398,4.51054380897755e-06,True,False,12,12,0.0,False,,SynixRL,b01147202bb,9,3498.7900390625,-535.5999755859375,89.9800033569336,2116.1000061035156,14533.399658203125,-143.69999885559082,-5401.5997314453125,1035.2999877929688,-18.899999856948853,247.0,174.0,False,-1.0112180685050842,-1.7657326407656224,3.1257437015277123,True,0.0,False,16,False,13,,LunaticStyles,5364590267745823719,13.0,-3053.489990234375,3838.39990234375,17.010000228881836,-8630.900268554688,20673.1005859375,2.3999999463558197,0.0,0.29999999329447746,-2514.1000366210938,255.0,0.0,0.009596399052335452,1.8418959240207968,-0.0001849963666249761,True,255.0,False,12,False,12,,True
35,2505,66,False,False,1,8852.18949950258,-394.010009765625,-3617.68994140625,735.25,-1655.7000732421875,18468.399658203125,3340.0,423.4000015258789,3470.7000732421875,-4875.899963378906,1.0,0.2965140268787544,-0.44448498583679297,-2.923149848313586,5364590267745823719,LunaticStyles,13.0,-364.04998779296875,-3806.56005859375,673.8300170898438,-18186.400146484375,11500.899658203125,6868.499755859375,-517.0999908447266,4472.799987792969,3158.5000610351562,255.0,0.0,,0.5264908281896996,1.5484829070052513,2.567730197526466,True,157.9436044154628,True,4,12,14,,b01147202bb,SynixRL,8.0,-3030.510009765625,-4137.47021484375,16.989999771118164,11262.39990234375,-19878.399658203125,4.399999976158142,1.2999999523162842,-2.5,1116.8000030517578,243.0,246.0,,-0.00956286797490089,-2.1009676995521733,9.791748469390944e-05,True,False,18,16,255.0,False,,enpitsu,76561198039309853,26,-2493.43994140625,4483.3701171875,17.049999237060547,16935.400390625,4043.599853515625,3.0000001192092896,-0.0,-0.0,-1988.5000610351562,255.0,0.0,,-0.016767190568748116,2.9740815517996966,-5.373414253296143e-06,True,,False,12,False,12,,games5425898691,bf81d8692db,18.0,-136.7899932861328,-1585.22998046875,17.010000228881836,12358.699951171875,-6534.2999267578125,2.3000000417232513,-0.7999999821186066,0.09999999776482582,-1915.5000305175781,255.0,0.0,-0.009592827959477971,-2.6104882609514988,-6.520667755719529e-05,True,140.0,False,14,False,14,,
36,2608,70,False,False,0,7367.317064605052,752.7000122070312,-2040.469970703125,120.44999694824219,4854.5001220703125,5989.5001220703125,5651.7999267578125,5714.000244140625,-410.09998321533203,-1783.6000061035156,0.0,1.2027877785200227,-0.24210953455526424,1.0992360912574097,76561198039309853,enpitsu,26.0,703.3599853515625,-2184.449951171875,17.049999237060547,3036.7999267578125,5647.9998779296875,2.7000001072883606,-0.7999999821186066,0.09999999776482582,0.0,255.0,0.0,False,0.01656501708934898,1.0774464702663344,1.4461796915305134e-05,True,31.0,False,False,12,12,,bf81d8692db,games5425898691,18.0,-2092.77001953125,1354.5699462890625,17.010000228881836,-3130.10009765625,-13682.60009765625,2.3000000417232513,0.09999999776482582,1.0000000149011612,1878.5000610351562,255.0,255.0,,0.009578519753688869,-1.7647465126992905,0.00020268604671577295,True,False,14,14,232.0,False,,SynixRL,b01147202bb,8,263.4800109863281,3481.93994140625,16.989999771118164,5277.7001953125,-16288.00048828125,2.0999999344348907,0.0,0.5999999865889549,-3.1999999284744263,255.0,128.0,False,0.009552164650169835,-1.2578512588584037,6.262295146208692e-05,True,208.13668810936713,True,18,False,16,,LunaticStyles,5364590267745823719,13.0,3234.31005859375,-94.05000305175781,16.989999771118164,-15949.89990234375,-4752.200012207031,3.0000001192092896,-0.19999999552965164,-0.5000000074505806,-6.700000166893005,255.0,128.0,0.009561300906769613,-2.8529967465564123,-3.3502517338763305e-05,True,223.0,False,14,4,12,,False
37,2634,71,False,False,0,6947.744125311341,1207.449951171875,-1481.6800537109375,368.70001220703125,5865.5999755859375,4818.2000732421875,7612.39990234375,4491.400146484375,-777.6000213623047,-1968.0000305175781,0.0,0.8699396056801263,-0.9596151342673395,0.09831337722815499,76561198039309853,enpitsu,26.0,1139.4000244140625,-1550.77001953125,167.33999633789062,5942.8997802734375,8208.699951171875,5892.19970703125,1633.8999938964844,-1184.800033569336,-0.5000000074505806,128.0,128.0,False,-0.519132241172263,0.9431835190766326,0.0001467216831090294,True,0.0,False,2,12,14,,bf81d8692db,games5425898691,18.0,-1511.1199951171875,283.1499938964844,17.010000228881836,7617.60009765625,-11795.799560546875,2.0999999344348907,1.4000000059604645,-2.0999999344348907,-477.40001678466797,255.0,128.0,,0.009571945252930212,-1.0293644958053185,5.9457825199713056e-05,True,False,14,14,255.0,False,,SynixRL,b01147202bb,8,809.97998046875,1791.52001953125,16.989999771118164,5522.80029296875,-17076.099853515625,4.300000071525574,0.0,0.5999999865889549,0.0,235.0,128.0,False,0.009552169046339789,-1.2579980857224524,6.192151974559137e-05,True,206.0,False,18,False,16,,LunaticStyles,5364590267745823719,13.0,1845.719970703125,-983.5800170898438,198.42999267578125,-17420.799560546875,-12275.799560546875,3182.9998779296875,-2510.2999877929688,-295.40000915527344,-691.2999725341797,128.0,41.0,-0.44366905015482005,3.139822879037973,0.25151088007864947,True,173.33267941526188,True,16,4,12,,False
38,2700,73,False,False,0,6498.525743810963,2629.239990234375,-319.260009765625,333.5899963378906,21481.79931640625,16859.69970703125,2946.0000610351562,4222.900085449219,-3167.60009765625,-587.2000122070312,0.0,0.3820198102393644,-0.9362051409093479,-0.2996244978228953,bf81d8692db,games5425898691,18.0,2502.6201171875,-442.3500061035156,199.75999450683594,18783.900146484375,10320.30029296875,-227.99999237060547,-4329.100036621094,-1771.300048828125,-2893.0999755859375,255.0,255.0,,-0.7553775759794473,0.4613833819746405,-1.4332756377078009,True,115.75276548631733,True,False,15,16,,76561198039309853,enpitsu,26.0,-837.0599975585938,-1954.0,106.97000122070312,-10138.400268554688,-3178.2998657226562,-7883.900146484375,-1406.9000244140625,-58.69999885559082,1675.5000305175781,128.0,128.0,False,0.6193651240665847,-2.541156036076609,0.34775229692739834,True,2,14,12,0.0,False,,SynixRL,b01147202bb,8,2414.949951171875,-115.0999984741211,152.57000732421875,14261.099853515625,-4247.60009765625,3748.599853515625,-2771.4999389648438,761.6999816894531,1545.8000183105469,244.0,255.0,False,-0.3375279496827165,-0.47151097578860934,-0.09426643556720919,True,165.2947440762674,True,20,False,17,,LunaticStyles,5364590267745823719,13.0,-1351.31005859375,-3164.030029296875,17.010000228881836,1955.8000183105469,-7204.89990234375,2.0999999344348907,1.4000000059604645,-4.799999892711639,-1655.8000183105469,255.0,128.0,0.009504510910359682,-1.3398609304864897,3.4769071939147055e-05,True,165.0,False,16,4,12,,False
39,2811,77,False,False,1,8916.350311286647,-856.5900268554688,-3602.409912109375,94.0999984741211,27765.50048828125,7113.900146484375,984.8000335693359,3855.10009765625,4547.099914550781,-679.5999908447266,1.0,0.645425056372801,-0.6000267399878129,-0.4126013517518126,b01147202bb,SynixRL,8.0,-1095.52001953125,-3682.43994140625,65.04000091552734,22793.701171875,-545.6000137329102,2991.9000244140625,-3765.1998901367188,1950.5000305175781,2869.4000244140625,247.0,255.0,,-0.04479832171353152,-3.0333667773863375,-0.04812238357926143,True,0.0,False,False,21,24,,5364590267745823719,LunaticStyles,13.0,2973.449951171875,-2071.0400390625,17.010000228881836,13558.00048828125,-16942.099609375,2.3000000417232513,0.7999999821186066,-0.9000000357627869,-1730.0,255.0,0.0,,-0.009589163073614133,-2.199532989370721,-0.00017936331091788913,False,4,16,12,3.0,False,,enpitsu,76561198039309853,26,136.8699951171875,-1123.5799560546875,17.040000915527344,10533.399658203125,-16082.099609375,3.799999952316284,0.5000000074505806,-0.7000000029802322,103.90000343322754,255.0,128.0,,-0.016773345606542485,-2.161996551390166,-0.00010812385764923877,True,15.325273062593197,True,16,2,14,,games5425898691,bf81d8692db,18.0,-1360.3599853515625,-1089.8499755859375,85.55000305175781,21143.701171875,-5986.9000244140625,-922.3999786376953,1031.500015258789,3584.1000366210938,-49.80000019073486,255.0,128.0,0.9378776935281107,-2.8797725354250545,-0.022908984924950276,True,99.0,False,18,False,18,,
40,2917,81,False,False,1,7609.753531428677,3986.1201171875,-1814.0999755859375,1347.52001953125,-5553.599853515625,16133.399658203125,3932.60009765625,-918.6000061035156,5051.000061035156,-118.50000381469727,1.0,0.07614103246109934,-1.3821871326643864,1.2125199188988005,b01147202bb,SynixRL,8.0,4048.610107421875,-1963.25,1297.1700439453125,-2981.7999267578125,10014.099731445312,5730.4998779296875,-3832.2000122070312,-1436.0000610351562,576.8000030517578,242.0,248.0,False,0.3598147982785287,1.522000445809326,-1.6344574255746935,True,0.0,False,False,22,26,,5364590267745823719,LunaticStyles,13.0,3087.550048828125,-4930.81005859375,214.39999389648438,1835.8999633789062,2938.5000610351562,-9562.19970703125,3140.8999633789062,2231.199951171875,1133.7000274658203,255.0,128.0,False,-1.2040815860332454,2.0578250839567724,-1.1284883539587456,True,4,16,12,255.0,False,,enpitsu,76561198039309853,26,3757.409912109375,1811.6500244140625,100.19000244140625,-4216.600036621094,21247.2998046875,-130.6999969482422,-4468.2000732421875,-2176.199951171875,-2355.500030517578,128.0,128.0,,0.07443187903806493,-1.9887263332624314,-2.697848367124688,False,0.0,False,20,2,17,,games5425898691,bf81d8692db,18.0,4078.989990234375,2441.219970703125,351.6600036621094,-3.1999999284744263,18395.400390625,-2151.3999938964844,-1105.1000213623047,-0.0,0.0,128.0,255.0,-0.20905706493348422,1.5806217724765876,-1.5728158384868869,True,255.0,False,18,False,18,,
41,2981,84,False,False,0,7186.298528780273,-2740.2099609375,-1805.6300048828125,512.72998046875,3203.2998657226562,17285.699462890625,7717.7001953125,5354.2999267578125,-2305.800018310547,1418.9999389648438,0.0,0.038822030403087814,1.4328145460303918,1.7351143721831037,bf81d8692db,games5425898691,18.0,-2743.330078125,-1898.8499755859375,384.17999267578125,4666.9000244140625,15772.39990234375,2377.899932861328,1371.9999694824219,4829.4000244140625,-2245.800018310547,255.0,6.0,,-0.85801943036436,1.817826569605312,0.40322125900869515,True,198.5963787699259,True,False,19,20,,76561198039309853,enpitsu,26.0,-1605.219970703125,-4495.14013671875,17.049999237060547,7578.4002685546875,12259.49951171875,3.100000023841858,-0.19999999552965164,-0.19999999552965164,2140.0999450683594,255.0,255.0,,0.016759251308041113,1.081749463291637,4.093792892582212e-05,True,2,20,18,255.0,False,,SynixRL,b01147202bb,8,-1906.75,-993.0999755859375,499.4100036621094,9359.69970703125,-13041.300048828125,-10593.800048828125,-849.5999908447266,-287.5,1315.8000183105469,185.0,211.0,False,-0.207669327130895,-0.7895061893521907,0.42743248152182317,True,0.0,False,26,False,24,,LunaticStyles,5364590267745823719,13.0,-3336.050048828125,2087.47998046875,17.010000228881836,-1583.2000732421875,-9971.599731445312,2.3999999463558197,-1.2999999523162842,1.0000000149011612,2031.6999816894531,128.0,255.0,0.009748199094937012,-1.6973919513713585,0.00013896436393616882,True,242.0,False,16,4,12,,False
42,3056,86,False,False,1,7849.300617690563,1883.0699462890625,-2646.989990234375,193.6199951171875,-10947.7001953125,12600.999755859375,-2707.39990234375,-322.99999237060547,3199.2001342773438,-5065.5999755859375,1.0,-0.645447349018802,2.2939501614764777,-0.9346227724386693,5364590267745823719,LunaticStyles,13.0,1995.5799560546875,-2802.39990234375,149.52999877929688,-12491.400146484375,4244.5001220703125,2242.100067138672,-5369.4000244140625,1175.8999633789062,-188.89999389648438,165.0,5.0,,-0.3703277829974144,0.4264870032135964,1.016060842289259,True,213.70589239366595,True,4,13,18,,b01147202bb,SynixRL,8.0,-1809.7099609375,594.3300170898438,77.54000091552734,-20164.100341796875,-4927.300109863281,-1234.4000244140625,516.8000030517578,-3182.7999877929688,8.00000011920929,239.0,128.0,,0.7170257842340853,-0.15868830928513694,0.0018068492531677482,False,False,28,26,0.0,False,,enpitsu,76561198039309853,26,1074.8900146484375,724.260009765625,17.049999237060547,-5795.30029296875,-12855.50048828125,2.5999999046325684,0.3999999910593033,0.3999999910593033,-4.000000059604645,255.0,128.0,,-0.016759233767874776,-1.1467254340848538,5.2419142549392674e-05,True,255.0,False,20,2,18,,games5425898691,bf81d8692db,18.0,2149.0,-2615.949951171875,17.010000228881836,60.50000190734863,-13423.00048828125,2.3000000417232513,-0.29999999329447746,-0.0,-2044.7999572753906,255.0,0.0,-0.009598098402829163,-1.5287162887277974,-8.750805712571136e-05,True,179.0,False,20,False,20,,
43,3090,87,True,True,0,3813.893580595002,-745.9299926757812,1329.06005859375,115.3499984741211,7337.8997802734375,22954.49951171875,6435.5999755859375,4228.599853515625,3017.2000122070312,-3002.39990234375,0.0,1.4310163300020948,-1.2535629168923819,1.0872333601244029,76561198039309853,enpitsu,26.0,-761.6300048828125,1084.949951171875,50.68000030517578,-1855.0,15029.89990234375,2996.6000366210938,-1.8000000715255737,0.0,0.9000000357627869,128.0,128.0,,0.017000203698184415,1.6939253389060105,6.501765025607833e-07,True,236.0,False,2,18,22,,bf81d8692db,games5425898691,18.0,-816.510009765625,3195.669921875,17.010000228881836,14056.99951171875,-656.9999694824219,2.0000000298023224,-0.3999999910593033,0.09999999776482582,0.0,255.0,128.0,,0.00956857602448898,-0.046729093437150475,4.081239207330096e-05,True,False,20,20,210.0,False,,SynixRL,b01147202bb,8,3672.080078125,655.4600219726562,17.010000228881836,-6245.7000732421875,16294.49951171875,-0.7999999821186066,0.3999999910593033,-0.7999999821186066,1089.3000030517578,255.0,128.0,False,0.009571684226466414,2.0453515748377096,-0.00033833171984977303,True,220.6293247976611,True,28,False,26,,LunaticStyles,5364590267745823719,13.0,-367.3299865722656,2472.719970703125,15.770000457763672,4832.39990234375,-6071.400146484375,166.39999389648438,26.500000953674316,32.5,849.8000335693359,255.0,255.0,0.007662453256277092,-1.3764388844889037,0.0025484044064879433,True,208.0,False,18,4,14,,
44,3392,89,False,True,1,5164.633097448694,-1.059999942779541,53.869998931884766,99.6500015258789,308.8999938964844,24016.298828125,3058.800048828125,-260.3000068664551,736.3999938964844,-5948.900146484375,1.0,0.019250003693503066,0.16097151229251278,0.008616167009150077,5364590267745823719,LunaticStyles,13.0,-10.630000114440918,-161.39999389648438,48.869998931884766,-10934.200439453125,13973.199462890625,3252.3001098632812,3361.6000366210938,959.7000122070312,-2232.2999572753906,140.0,19.0,,0.010181792927630422,1.0304142904883022,0.01603791994512564,True,0.0,False,False,False,3,,b01147202bb,SynixRL,8.0,-0.0,-1644.27001953125,17.010000228881836,-0.7000000029802322,17228.299560546875,3.799999952316284,0.5000000074505806,-0.0,0.0,245.0,128.0,,-0.009605444725439668,1.5707278145130468,3.2914820457955604e-07,True,False,4,4,91.0,False,,enpitsu,76561198039309853,26,-4.369999885559082,2783.419921875,17.049999237060547,8.799999952316284,-12175.699462890625,2.7000001072883606,-0.29999999329447746,0.09999999776482582,0.0,255.0,128.0,,-0.016754401078635375,-1.5715502078301766,1.388592995196409e-05,True,146.0,False,2,False,2,,games5425898691,bf81d8692db,18.0,-78.29000091552734,354.3800048828125,76.62999725341797,1095.0,-22762.80029296875,2510.800018310547,5357.8997802734375,-1241.500015258789,37.799999713897705,128.0,128.0,-0.6126444266323395,-1.4808465629504015,0.10407102180244839,True,0.0,False,4,False,3,,
45,3393,89,False,False,0,5301.646222835881,-13.140000343322754,-87.62000274658203,118.91999816894531,-11098.299560546875,8962.899780273438,9477.899780273438,5385.3997802734375,71.50000095367432,2644.2001342773438,0.0,0.018038510981389488,-0.1525413642290607,0.23124034224916046,bf81d8692db,games5425898691,18.0,78.29000091552734,-354.3800048828125,76.62999725341797,-1095.0,22762.80029296875,2510.800018310547,-5357.8997802734375,1241.500015258789,37.799999713897705,128.0,128.0,,0.6126444266323395,1.4808465629504015,0.10407102180244839,True,0.0,False,False,3,4,,76561198039309853,enpitsu,26.0,4.369999885559082,-2783.419921875,17.049999237060547,-8.799999952316284,12175.699462890625,2.7000001072883606,0.29999999329447746,-0.09999999776482582,0.0,255.0,128.0,,0.016754401078635375,1.5715502078301766,1.388592995196409e-05,True,False,2,2,146.0,False,,SynixRL,b01147202bb,8,0.0,1529.3900146484375,17.010000228881836,0.7000000029802322,-17228.299560546875,2.0000000298023224,-0.3999999910593033,0.0,0.0,245.0,128.0,,0.009605444725439668,-1.5707278145130468,3.2914820457955604e-07,True,91.0,False,4,False,4,,LunaticStyles,5364590267745823719,13.0,10.630000114440918,161.39999389648438,48.869998931884766,10934.200439453125,-13973.199462890625,3252.3001098632812,-3361.6000366210938,-959.7000122070312,-2232.2999572753906,140.0,19.0,-0.010181792927630422,-1.0304142904883022,0.01603791994512564,True,0.0,False,4,False,False,,
46,3536,94,False,False,0,439.9297254479791,-929.6599731445312,4701.35986328125,161.55999755859375,179.89999771118164,20138.00048828125,-6951.199951171875,-5808.499755859375,890.8000183105469,1211.3999938964844,0.0,-0.946090649842508,-3.1085783270482645,-1.6598266044477148,76561198039309853,enpitsu,26.0,-852.2100219726562,4564.169921875,183.67999267578125,10499.300537109375,18817.19970703125,2509.2999267578125,2177.4000549316406,1129.5999908447266,4922.60009765625,128.0,255.0,,-0.3854235182090036,1.72767445139145,-0.10151761539081294,True,176.0,False,False,3,4,,bf81d8692db,games5425898691,18.0,1901.3399658203125,-4812.2099609375,16.799999237060547,-10744.100341796875,11107.60009765625,55.79999923706055,-97.70000457763672,55.999999046325684,-2035.3999328613281,255.0,0.0,,0.00762124510040013,2.2744041980581486,-0.00645935410362792,True,False,6,6,229.9855399131775,True,,SynixRL,b01147202bb,8,-967.3400268554688,5100.52978515625,154.8000030517578,7557.1002197265625,-2961.199951171875,-3811.300048828125,-3.1999999284744263,188.60000610351562,-10.299999713897705,255.0,128.0,,0.4504385891730156,0.010198252225922647,1.5755771031197154,True,245.7352687210165,True,7,False,6,,LunaticStyles,5364590267745823719,13.0,3333.969970703125,3891.14990234375,17.010000228881836,-15450.2001953125,16052.60009765625,2.0999999344348907,-0.19999999552965164,0.0,755.1000213623047,255.0,155.0,0.009588532795569565,2.385792362603496,-0.0001322932181665211,True,145.0,False,6,False,6,,
47,3539,95,False,False,1,10074.540422358772,927.7999877929688,-4934.490234375,102.19999694824219,7188.0999755859375,2825.7998657226562,3804.2999267578125,4547.0001220703125,-134.49999809265137,-3912.2000122070312,1.0,0.6644479322275859,-2.2409590572008575,-0.39361634207590457,b01147202bb,SynixRL,8.0,816.1099853515625,-5034.7001953125,70.19999694824219,-9441.400146484375,3589.1000366210938,-5735.10009765625,-1043.0999755859375,-24.90000009536743,-5400.10009765625,238.0,42.0,,-0.46501246055541284,0.1442542354776574,1.5411537693130872,True,236.28369867160754,True,False,6,8,,5364590267745823719,LunaticStyles,13.0,-3198.340087890625,-4016.820068359375,17.010000228881836,16941.199951171875,-14235.10009765625,2.199999988079071,1.0999999940395355,-1.0999999940395355,1585.5000305175781,255.0,255.0,,-0.009601845124932758,-2.487662173529356,7.61746981144736e-05,True,False,6,6,255.0,False,,enpitsu,76561198039309853,26,826.8499755859375,-4754.06982421875,206.75999450683594,-2343.800048828125,-17527.39990234375,1804.7000122070312,-1976.0000610351562,4708.999938964844,-2041.9000244140625,128.0,255.0,,0.4430991470605137,-2.015953380114125,-0.8505553696437042,True,176.0,False,4,False,3,,games5425898691,bf81d8692db,18.0,-1819.2900390625,4709.759765625,17.0,9049.89990234375,-13225.400390625,8.100000023841858,23.599998950958252,-21.400001049041748,-2031.1000061035156,255.0,0.0,-0.009224155178943679,-2.1049996449589083,-0.0015653338231686469,True,220.53396986376853,True,6,False,6,,
48,3609,97,False,False,1,9736.198142045534,2457.530029296875,-4470.16015625,99.29000091552734,15720.30029296875,6394.1998291015625,2019.6000671386719,-1302.1000671386719,-1229.1999816894531,5265.7000732421875,1.0,0.3198638443397366,-1.2052773547749147,-1.557954612979244,b01147202bb,SynixRL,8.0,2343.2099609375,-4571.43017578125,16.989999771118164,14593.599853515625,-2136.1000061035156,126.40000343322754,-54.29999828338623,-352.99999237060547,-1095.1000213623047,245.0,0.0,False,0.020867145882736606,-2.9999426114261425,0.0032598911959761862,True,171.0,False,False,6,8,,5364590267745823719,LunaticStyles,13.0,760.010009765625,-4915.72998046875,17.010000228881836,14075.0,-54.29999828338623,2.0999999344348907,0.7000000029802322,0.09999999776482582,106.5999984741211,255.0,128.0,,-0.009565651476318035,3.13199569247799,-0.00011055139199022528,True,False,6,6,255.0,False,,enpitsu,76561198039309853,26,878.9400024414062,-5393.25,226.69000244140625,-2.0999999344348907,7696.7999267578125,-649.5999908447266,-2403.699951171875,0.09999999776482582,-0.29999999329447746,128.0,128.0,,-0.04870117386896812,1.5874554638285887,-1.5715983527976118,True,176.0,False,4,False,4,,games5425898691,bf81d8692db,18.0,1753.22998046875,2149.5,17.010000228881836,17843.399658203125,-8120.10009765625,2.3000000417232513,-0.5999999865889549,0.19999999552965164,1936.6000366210938,255.0,255.0,-0.00959025834076601,-2.7807768809642623,5.499964479864107e-05,True,173.0,False,6,False,6,,
49,3657,99,False,False,1,9114.730149986059,3982.10009765625,-3436.3798828125,491.4200134277344,-4930.4998779296875,12619.89990234375,5707.80029296875,-2855.7998657226562,917.7999877929688,1619.1999816894531,1.0,-0.5588507352916915,-0.609496807849402,-0.6821930790662998,b01147202bb,SynixRL,8.0,4079.25,-3604.85009765625,350.75,245.30000686645508,11772.2998046875,6601.400146484375,547.2999954223633,127.10000038146973,583.3000183105469,245.0,69.0,False,0.5163220360654276,1.5999451493520653,-1.5711881699216566,True,149.0,False,False,6,8,,5364590267745823719,LunaticStyles,13.0,2872.31005859375,-4188.10986328125,17.010000228881836,10158.599853515625,9778.400268554688,2.0999999344348907,0.29999999329447746,0.5999999865889549,0.0,255.0,128.0,,-0.009572340934061466,2.375229820739568,-6.756115865536291e-05,True,False,6,6,255.0,False,,enpitsu,76561198039309853,26,1703.6400146484375,-4117.89013671875,17.020000457763672,13071.199951171875,10453.199462890625,2.199999988079071,-1.5999999642372131,-1.2999999523162842,610.099983215332,255.0,128.0,False,-0.016783927001200998,2.423274997410469,-0.00014689491343875953,True,123.7484472669581,True,4,False,4,32.0,games5425898691,bf81d8692db,18.0,2609.800048828125,4688.77001953125,17.010000228881836,-13846.400146484375,12292.19970703125,2.199999988079071,-1.7000000178813934,-1.2999999523162842,1478.3999633789062,0.0,255.0,-0.009800801862023766,0.6877420278268911,0.00011762334840129418,True,255.0,False,6,False,6,,
