,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
35,2265,67.0,False,False,1,9396.147764483268,-2609.56005859375,-3577.719970703125,252.5500030517578,15431.99951171875,-121.19999885559082,11740.699462890625,5920.30029296875,777.6999664306641,-586.8999862670898,1.0,-0.3763732857708264,-2.159913696533209,1.7853481177286377,76561198039309853,enpitsu,26.0,-2668.25,-3577.429931640625,93.1500015258789,7402.8997802734375,18845.400390625,2268.699951171875,-4816.499938964844,-2478.000030517578,953.7999725341797,255.0,128.0,,-0.5408622391131541,1.973923576328802,-0.4680240071350433,True,65.0,False,19,24,False,,bf81d8692db,games5425898691,20.0,-3627.6201171875,-2943.56005859375,17.010000228881836,6962.5,12170.6005859375,2.5999999046325684,1.0999999940395355,3.0000001192092896,-1914.1000366210938,255.0,0.0,,-0.00955072579546603,2.1243811019363767,-0.00030209723853139877,True,192.0,False,4,10,14,,max_stetsun,9008577481387032148,9.0,-2720.27001953125,-3388.699951171875,174.44000244140625,-4501.300048828125,597.7999877929688,173.60000610351562,4738.500061035156,2486.9000244140625,-1269.3000030517578,255.0,178.0,,0.8793579411015328,-0.5717569674252825,-1.6660294549146104,True,33.0,False,16,4,13,,chickenlegpeice_,764997303082394243,14.0,-2868.469970703125,-1194.6099853515625,17.010000228881836,-8168.0999755859375,11489.599609375,2.0999999344348907,-0.19999999552965164,0.29999999329447746,1.0000000149011612,255.0,128.0,-0.009585580722383864,0.9525830842349822,-4.640801285315039e-05,True,0.0,False,12,10,False,,False
36,2367,70.0,False,False,1,8943.748480179618,2773.699951171875,-3604.419921875,104.05999755859375,17644.3994140625,24867.7001953125,8089.89990234375,4107.0001220703125,2546.999969482422,-3555.8999633789062,1.0,0.3413888169471869,2.0691126616082443,-0.9946760743000235,bf81d8692db,games5425898691,20.0,2689.820068359375,-3797.39990234375,55.93000030517578,10768.499755859375,20143.699951171875,2685.8999633789062,-2147.5999450683594,-626.8999862670898,1003.7000274658203,255.0,239.0,,-0.030653121912978004,2.341641164526707,-0.015714426665321798,True,175.0,False,13,18,4,,76561198039309853,enpitsu,26.0,34.72999954223633,-2986.77001953125,17.059999465942383,-3972.60009765625,-13519.69970703125,1.1999999731779099,-0.19999999552965164,-0.9000000357627869,128.1999969482422,255.0,128.0,,-0.016777986477338563,-1.2992159474859226,-0.00012089207234174088,True,96.0,False,False,20,24,,max_stetsun,9008577481387032148,9.0,-3557.0400390625,787.239990234375,16.950000762939453,1657.5,21857.39990234375,18.700000047683716,2.199999988079071,5.299999713897705,-971.2999725341797,202.0,67.0,,-0.009687317366213335,1.6666898696612844,-0.00043428233170800853,False,0.0,False,18,4,16,,chickenlegpeice_,764997303082394243,17.0,535.8800048828125,-16.139999389648438,17.010000228881836,19159.49951171875,-1313.0000305175781,2.0999999344348907,0.3999999910593033,-0.5000000074505806,0.0,255.0,128.0,-0.00963389453568057,-3.073188144712671,-4.353716917503822e-05,True,215.0,False,14,12,False,,
37,2438,73.0,False,False,0,6640.970900038812,-2165.56005859375,-1378.489990234375,171.2100067138672,2363.6000061035156,7394.1998291015625,8000.30029296875,4385.10009765625,2611.199951171875,-3154.5001220703125,0.0,0.06464853677487958,1.696646084823407,-0.5290075951996436,764997303082394243,chickenlegpeice_,14.0,-2154.429931640625,-1516.300048828125,108.19999694824219,-6286.9000244140625,1506.4999389648438,2183.2000732421875,-5369.2999267578125,-1067.0999908447266,-530.6000137329102,150.0,0.0,False,0.04005607320748068,-2.9880860717637145,0.6440583789787143,True,247.0,False,13,16,False,,9008577481387032148,max_stetsun,9.0,764.6599731445312,-4098.509765625,17.010000228881836,-20747.2998046875,5017.9998779296875,2.199999988079071,-1.1999999731779099,-2.5999999046325684,-1529.7999572753906,97.0,25.0,False,0.009689954607105849,2.8645155442145787,-0.00015819403273052335,True,235.0,False,4,16,18,,enpitsu,76561198039309853,26.0,-154.3000030517578,4428.5400390625,17.059999465942383,75.0,-8173.0999755859375,1.2999999523162842,0.19999999552965164,-0.5999999865889549,0.09999999776482582,255.0,128.0,False,0.016632693746627736,-1.561548530123317,-5.279483201084482e-05,True,127.0,False,24,False,20,,games5425898691,bf81d8692db,21.0,-2610.25,-1015.989990234375,17.0,17233.900146484375,-15231.199951171875,0.7999999821186066,0.09999999776482582,-0.19999999552965164,-14.09999966621399,255.0,128.0,0.00960821738574357,-0.7251746130514859,-2.7199820658072638e-05,True,192.41068404207948,True,18,14,4,,
38,2504,75.0,False,False,0,4819.7100375586,-1616.3800048828125,374.42999267578125,175.8699951171875,3205.10009765625,29887.5,-7529.2999267578125,-1498.5000610351562,1263.0000305175781,-5670.8001708984375,0.0,-0.5218245945869916,-0.030720820657828534,0.8629532628814245,9008577481387032148,max_stetsun,9.0,-1650.3599853515625,194.0500030517578,198.22999572753906,-7149.6002197265625,19621.700439453125,1645.3999328613281,-5280.30029296875,-299.6999931335449,-1509.1000366210938,235.0,89.0,False,0.02961196105449637,1.7878686139502382,0.15057462354399215,True,116.0,False,17,20,4,,764997303082394243,chickenlegpeice_,16.0,-2766.780029296875,-248.16000366210938,16.989999771118164,759.0000152587891,12189.69970703125,4.600000083446503,0.09999999776482582,0.7000000029802322,0.3999999910593033,195.0,128.0,False,0.009585279167645741,1.508677510497641,-6.118343154911086e-05,True,223.0,False,False,14,16,,enpitsu,76561198039309853,26.0,-1588.06005859375,610.9099731445312,137.1699981689453,-2922.2000122070312,-22695.30029296875,2267.5999450683594,4758.0999755859375,2675.4998779296875,671.9000244140625,255.0,255.0,False,0.4746560895313745,-1.9434287998701394,-0.445364687463569,True,0.0,False,26,False,21,,games5425898691,bf81d8692db,21.0,106.13999938964844,456.3900146484375,17.0,1248.0999755859375,22966.10107421875,3.1999999284744263,0.0,0.7999999821186066,0.0,255.0,128.0,0.009599455938937037,1.5165096738697081,-6.981993885051888e-05,True,119.0,False,18,14,4,,
39,2505,75.0,False,False,1,5590.122583478921,1580.3900146484375,-408.07000732421875,168.83999633789062,-12617.099609375,14675.50048828125,4861.199951171875,3823.2998657226562,-2348.3999633789062,3983.2000732421875,1.0,0.402531810229358,-0.14756820825812653,0.46094284633853455,76561198039309853,enpitsu,26.0,1588.06005859375,-610.9099731445312,137.1699981689453,2922.2000122070312,22695.30029296875,2267.5999450683594,-4758.0999755859375,-2675.4998779296875,671.9000244140625,255.0,255.0,False,-0.4746560895313745,1.9434287998701394,-0.445364687463569,True,0.0,False,21,26,False,,bf81d8692db,games5425898691,21.0,-106.13999938964844,-456.3900146484375,17.0,-1248.0999755859375,-22966.10107421875,3.1999999284744263,-0.0,-0.7999999821186066,0.0,255.0,128.0,,-0.009599455938937037,-1.5165096738697081,-6.981993885051888e-05,True,119.0,False,4,14,18,,max_stetsun,9008577481387032148,9.0,1650.3599853515625,-194.0500030517578,198.22999572753906,7149.6002197265625,-19621.700439453125,1645.3999328613281,5280.30029296875,299.6999931335449,-1509.1000366210938,235.0,89.0,False,-0.02961196105449637,-1.7878686139502382,0.15057462354399215,True,116.0,False,20,4,17,,chickenlegpeice_,764997303082394243,16.0,2766.780029296875,248.16000366210938,16.989999771118164,-759.0000152587891,-12189.69970703125,4.600000083446503,-0.09999999776482582,-0.7000000029802322,0.3999999910593033,195.0,128.0,-0.009585279167645741,-1.508677510497641,-6.118343154911086e-05,True,223.0,False,16,14,False,,False
40,2660,81.0,False,False,1,4047.908073942113,-3136.070068359375,4782.27001953125,392.3500061035156,14714.3994140625,4517.799987792969,-802.9000091552734,-4953.999938964844,1586.6999816894531,-2990.0,1.0,-0.1890129114170547,2.0535200267999607,-2.8755261515900647,76561198039309853,enpitsu,26.0,-3356.6298828125,4683.72998046875,400.9100036621094,8135.30029296875,8026.9000244140625,7023.3001708984375,-1572.4000549316406,1462.5,60.300002098083496,255.0,0.0,,0.5187437989341517,2.3429766236496388,1.5662768892680023,True,10.0,False,24,28,False,,bf81d8692db,games5425898691,21.0,2030.510009765625,4391.919921875,17.0,-15992.7001953125,-6372.0001220703125,3.3000001311302185,2.7000001072883606,1.2999999523162842,942.6000213623047,255.0,128.0,,-0.009607035494431445,-0.44505618781719875,-0.00014373872763692914,True,255.0,False,4,14,18,,max_stetsun,9008577481387032148,9.0,2879.669921875,3981.449951171875,17.010000228881836,-13126.099853515625,8081.5997314453125,2.0999999344348907,-0.3999999910593033,0.29999999329447746,4.300000071525574,255.0,128.0,,-0.009600285153072584,0.5512033095588479,-5.190781460191599e-05,True,18.0,False,22,4,20,,chickenlegpeice_,764997303082394243,18.0,-706.2899780273438,4848.1201171875,17.010000228881836,3374.4000244140625,-2595.4998779296875,2.3000000417232513,0.3999999910593033,0.09999999776482582,2018.0000305175781,0.0,0.0,-0.009710763336239154,0.40219038513924327,7.410810826941182e-05,True,168.0,False,18,16,False,,
41,2703,83.0,False,False,0,10207.332113336817,1347.7099609375,-4817.68017578125,164.72000122070312,22463.9990234375,544.1999816894531,2044.6000671386719,319.4000053405762,1743.2000732421875,-683.1999969482422,0.0,0.11936117806772402,-0.35588569133886777,2.8559445729080517,764997303082394243,chickenlegpeice_,18.0,1174.97998046875,-4812.2998046875,144.10000610351562,10620.699462890625,336.3999938964844,2340.5999755859375,-452.00000762939453,-1508.3000183105469,2189.600067138672,236.0,128.0,,-0.22171682434934764,-0.11433392079678244,0.012811446053100231,True,115.27929465232361,True,16,20,False,,9008577481387032148,max_stetsun,9.0,-842.7899780273438,-5000.7900390625,17.059999465942383,15005.999755859375,-951.2000274658203,21.700000762939453,-66.10000133514404,49.29999828338623,1565.8000183105469,255.0,197.0,,0.010697490847158417,-0.015389054375051104,-0.00150120847405284,True,18.0,False,4,20,22,,enpitsu,76561198039309853,26.0,1808.219970703125,-4678.0,177.25999450683594,-11114.200439453125,-2291.6000366210938,2735.0,5312.60009765625,1327.5,512.7000045776367,128.0,255.0,,0.04587971691672664,-2.8608440720299213,-0.6422133804514253,True,0.0,False,30,False,25,,games5425898691,bf81d8692db,21.0,603.219970703125,-3959.6201171875,17.0,13400.799560546875,8272.7001953125,3.4999999403953552,-0.29999999329447746,0.0,2028.699951171875,255.0,255.0,0.009588792021328832,0.6209127745613366,4.5247537221133446e-05,True,255.0,False,18,14,4,,
42,2706,83.0,False,False,1,2480.038794136057,-1566.0699462890625,4842.0,182.9499969482422,6561.300048828125,22257.80029296875,759.4000244140625,449.59999084472656,-1571.6999816894531,5772.8997802734375,1.0,-0.32757811544288284,0.2864616458346813,2.7905231130530495,76561198039309853,enpitsu,26.0,-1697.0999755859375,4700.919921875,192.8699951171875,11114.200439453125,2291.6000366210938,38.499999046325684,-5299.5001220703125,-1404.7000122070312,437.90000915527344,128.0,255.0,,-0.07250333975537554,2.8435281498192544,-1.3853985811598517,True,0.0,False,25,30,False,,bf81d8692db,games5425898691,21.0,-725.7999877929688,3863.949951171875,17.0,-11221.800537109375,-10590.0,3.4999999403953552,0.3999999910593033,0.09999999776482582,2042.1000671386719,255.0,255.0,,-0.009571468626101323,-0.8245894347221845,4.677295902614325e-05,True,255.0,False,4,14,18,,max_stetsun,9008577481387032148,9.0,593.5,4995.35986328125,17.040000915527344,-14908.900146484375,-1067.3999786376953,-2.5,-0.5999999865889549,-0.5999999865889549,120.9000015258789,255.0,128.0,,-0.009543557686333243,-0.08667406149406344,-4.51421793319636e-05,True,18.0,False,22,4,20,,chickenlegpeice_,764997303082394243,18.0,-1246.469970703125,4810.14013671875,158.24000549316406,-10739.000244140625,-324.7999954223633,1935.5000305175781,477.09999084472656,1238.3999633789062,2086.6000366210938,239.0,199.0,0.31292366307012276,-0.03062585690344269,-0.013926119118738483,True,116.0,False,20,16,False,,
43,2711,83.0,False,False,0,10373.578250183431,1482.969970703125,-4957.10986328125,187.94000244140625,6146.400146484375,-10244.3994140625,1658.699951171875,-11.699999570846558,265.49999237060547,-4687.9998779296875,0.0,0.5345030059986751,0.46412226239999077,2.77708664190547,764997303082394243,chickenlegpeice_,18.0,1426.260009765625,-4804.60009765625,181.35000610351562,10830.50048828125,348.80001068115234,890.2999877929688,-1081.6000366210938,-686.6999816894531,3035.10009765625,252.0,137.0,,-0.4200101771420545,0.5576277660118016,-0.1965869117013149,True,116.0,False,16,20,False,,9008577481387032148,max_stetsun,9.0,-332.9599914550781,-4972.64013671875,17.040000915527344,14875.30029296875,1425.2999877929688,-2.5,0.0,0.3999999910593033,91.19999885559082,255.0,133.0,,0.009575993834874216,0.09728104522986493,7.0466445806916735e-06,True,18.0,False,4,20,22,,enpitsu,76561198039309853,26.0,1574.3199462890625,-4707.18994140625,190.89999389648438,-7781.9000244140625,-414.59999084472656,-154.49999809265137,5120.9002685546875,1851.300048828125,773.3999633789062,128.0,128.0,,0.17406352971586062,-2.7716427399719037,-2.56111703326201,True,0.0,False,30,False,25,,games5425898691,bf81d8692db,21.0,869.3900146484375,-3672.81005859375,17.0,7014.6002197265625,13177.5,3.4999999403953552,0.0,0.0,2055.2999877929688,255.0,255.0,0.009590450232509705,1.148981389260319,6.578836942676339e-06,True,255.0,False,18,14,4,,
44,2732,84.0,False,False,0,10395.622300262936,1879.1800537109375,-4878.35009765625,100.26000213623047,3270.0,-177.5,2103.800048828125,194.89999771118164,3587.5,-3252.5,0.0,1.2723716928581768,-3.021262074552431,2.669072525487096,764997303082394243,chickenlegpeice_,16.0,1925.8900146484375,-4627.68994140625,254.44000244140625,6382.7001953125,2638.5000610351562,-1151.6999816894531,-96.70000076293945,1053.3000183105469,-790.1000213623047,236.0,128.0,,-0.17717373111087553,0.602052974566044,1.3043682556254674,True,116.0,False,16,20,False,,9008577481387032148,max_stetsun,9.0,797.9099731445312,-4807.68994140625,17.040000915527344,14763.299560546875,1170.0,-1.899999976158142,1.1999999731779099,0.09999999776482582,-1727.7999877929688,255.0,13.0,,0.009575058699857752,0.05167120587853502,-0.0002652482902200325,True,18.0,False,4,20,22,,enpitsu,76561198039309853,26.0,1067.989990234375,-4730.56982421875,96.58000183105469,-6412.19970703125,-295.49999237060547,-3311.6000366210938,638.1000137329102,-655.8999633789062,549.5999908447266,255.0,0.0,,0.41025654384580235,-2.731363715131349,0.41373211321159076,True,0.0,False,30,False,26,,games5425898691,bf81d8692db,20.0,1491.949951171875,-2862.260009765625,17.0,13109.100341796875,2131.699981689453,2.5999999046325684,0.29999999329447746,0.0,-2255.0,255.0,13.0,0.009575483513449709,0.09491536221347253,6.497261463222642e-06,True,247.0,False,18,14,4,,
45,2773,85.0,False,False,0,10558.105649512585,2362.77001953125,-4902.60986328125,94.55999755859375,14011.800537109375,4995.400085449219,2502.5999450683594,360.0,-891.9999694824219,-407.40001678466797,0.0,0.6594458033182327,2.7532315000841177,2.7783984089096765,9008577481387032148,max_stetsun,9.0,2174.8798828125,-4987.39013671875,22.420000076293945,12702.5,47.5,-13.799999952316284,-24.600000381469727,240.0,1154.8999786376953,255.0,184.0,,0.016828890033614072,0.010715671617982661,-0.20916209385957885,True,0.0,False,20,22,4,,764997303082394243,chickenlegpeice_,16.0,3155.60009765625,-3996.679931640625,16.989999771118164,5495.7000732421875,10921.700439453125,4.799999892711639,0.0,0.0,3097.3001098632812,255.0,247.0,True,0.00957887382355068,1.3790121351832327,5.970959604685463e-05,True,255.0,False,False,16,20,,enpitsu,76561198039309853,26.0,1532.6800537109375,-4608.89013671875,17.049999237060547,-6432.19970703125,3185.7998657226562,3.3000001311302185,0.0,0.0,-2630.4000854492188,255.0,0.0,False,0.016680403563974516,2.6227321883503123,-1.2093315842187364e-05,True,0.0,False,30,False,26,,games5425898691,bf81d8692db,20.0,3318.52001953125,-2015.8599853515625,17.0,13032.5,5081.300048828125,3.6000001430511475,0.7999999821186066,0.09999999776482582,-2077.4000549316406,255.0,0.0,0.009575449858456759,0.3200991587746345,-0.00011002466353807248,True,247.0,False,18,14,4,,
46,2791,86.0,False,False,0,10564.378699059947,3270.5400390625,-4568.0400390625,134.10000610351562,8729.299926757812,6410.0,4081.300048828125,-1861.4999389648438,4447.200012207031,-3571.6000366210938,0.0,0.9008511061002242,1.9887193741316713,2.23950852894201,9008577481387032148,max_stetsun,9.0,3006.56005859375,-4770.52001953125,27.700000762939453,11654.300537109375,6087.39990234375,3842.7999877929688,-1565.8999633789062,-701.6000366210938,467.2999954223633,255.0,128.0,,-0.07221548111162727,0.4523030555598261,-0.19405984648626967,True,0.0,False,20,23,4,,764997303082394243,chickenlegpeice_,16.0,3033.47998046875,-3538.429931640625,16.989999771118164,-7603.499755859375,-132.60000228881836,5.0,0.0,0.0,2675.7998657226562,255.0,253.0,True,0.009531215493158721,-3.0401953431191644,5.689583079889855e-05,True,255.0,False,False,16,20,,enpitsu,76561198039309853,26.0,1421.68994140625,-4102.64990234375,17.049999237060547,4998.699951171875,7605.4998779296875,2.5,0.0,-0.3999999910593033,-836.6000366210938,255.0,128.0,False,0.016698235376689456,0.8862419735261036,0.00031116711219380215,True,0.0,False,30,False,26,,games5425898691,bf81d8692db,20.0,4056.39990234375,-2343.47998046875,155.49000549316406,3339.4000244140625,-13048.399658203125,6605.5999755859375,152.2000026702881,-3204.8001098632812,-465.9000015258789,255.0,128.0,-0.47773769618073625,-1.3359384773007261,1.0776634490174783,True,221.9395786434092,True,18,14,4,,
47,2809,86.0,False,False,0,10381.329304043156,3769.1298828125,-4134.080078125,265.4599914550781,8333.900146484375,12533.399658203125,870.2999877929688,-746.9999694824219,2724.4000244140625,-795.8999633789062,0.0,0.5626763881882849,1.5694487868964095,-0.584457650422838,9008577481387032148,max_stetsun,9.0,3708.179931640625,-4312.8701171875,198.47000122070312,7616.9000244140625,11107.900390625,926.9999694824219,1220.6999969482422,1251.3999938964844,153.50000381469727,245.0,128.0,,0.02796612193462561,0.7749448422080161,-1.2949756864759054,True,0.0,False,20,25,4,,764997303082394243,chickenlegpeice_,16.0,2686.8798828125,-3790.8701171875,16.989999771118164,815.9999847412109,-5046.099853515625,5.299999713897705,-0.19999999552965164,0.19999999552965164,3086.300048828125,255.0,251.0,False,0.009525081286745668,-0.975536969215817,-1.5010919256230364e-05,True,255.0,False,False,16,20,,enpitsu,76561198039309853,26.0,1843.2099609375,-3618.9599609375,17.049999237060547,7270.999755859375,9459.199829101562,3.1999999284744263,0.0,0.09999999776482582,1671.9999694824219,255.0,128.0,False,0.016709901110031372,0.9150659064784231,0.00032005318982336503,True,0.0,False,31,False,26,,games5425898691,bf81d8692db,20.0,4079.010009765625,-3376.679931640625,545.97998046875,-2.8999999165534973,-19429.000244140625,118.90000343322754,1923.800048828125,0.0,0.0,255.0,0.0,0.042344834347652814,-1.5611999266284562,1.5711984646695116,True,165.51792700829046,True,18,14,4,,
48,2822,87.0,False,False,0,9884.691626748412,3995.1298828125,-3449.760009765625,259.1499938964844,1227.3999786376953,18180.50048828125,-435.6999969482422,513.3000183105469,-1623.0000305175781,-2289.9000549316406,0.0,0.6248063318288887,0.588771110255239,0.3648738621925915,9008577481387032148,max_stetsun,9.0,3916.7099609375,-3606.679931640625,207.8800048828125,1024.800033569336,16345.2001953125,-159.49999809265137,-3540.7998657226562,-4177.900085449219,-507.00000762939453,255.0,222.0,,-0.028181496161395633,0.7029476738962797,-2.676689894454131,True,0.0,False,21,26,4,,764997303082394243,chickenlegpeice_,16.0,2896.169921875,-3885.570068359375,16.989999771118164,7307.60009765625,801.5000152587891,5.0,0.3999999910593033,0.0,2478.6000061035156,255.0,251.0,False,0.009510370982111301,0.12461042231005492,-3.910735921123751e-05,True,255.0,False,False,16,20,,enpitsu,76561198039309853,26.0,2136.449951171875,-2998.919921875,100.16000366210938,6744.1998291015625,16197.099609375,-19.90000009536743,-5325.10009765625,1373.800048828125,73.80000114440918,255.0,128.0,False,1.4564817525091944,1.435586562627826,0.1177023272734116,True,0.0,False,32,False,27,,games5425898691,bf81d8692db,20.0,3888.89990234375,-4128.27978515625,184.1199951171875,-13167.80029296875,-10156.099853515625,-15546.700439453125,3839.4000244140625,3703.800048828125,-1337.8999328613281,255.0,0.0,0.7963491975944834,-2.5490471478812027,1.1783486973361712,True,124.81039136712268,True,18,14,4,,
49,2837,87.0,False,False,0,9072.932602620303,3960.97998046875,-2523.409912109375,150.8699951171875,-2833.900146484375,16230.999755859375,-1940.7000732421875,-1128.3999633789062,-1712.2999572753906,-5638.599853515625,0.0,0.028379067818082672,-1.5334618260725703,0.8041501222925016,9008577481387032148,max_stetsun,9.0,3974.820068359375,-2757.6201171875,195.1300048828125,1167.5,16480.6005859375,-909.1000366210938,-2894.7000122070312,-4675.899963378906,-74.6999979019165,161.0,255.0,,-0.21164129314273236,1.1521775106830936,-0.0705857846440181,True,0.0,False,22,26,4,,764997303082394243,chickenlegpeice_,12.0,3208.669921875,-3532.10009765625,16.989999771118164,1133.0999755859375,11208.499755859375,2.5999999046325684,-0.09999999776482582,0.0,2385.800018310547,255.0,251.0,False,0.009531542508666089,1.5248334811967796,-5.406930953141051e-06,False,239.34683039624204,True,False,16,20,,enpitsu,76561198039309853,26.0,2528.81005859375,-2057.610107421875,85.66000366210938,6722.2998046875,16120.999755859375,-966.2000274658203,-3700.5999755859375,953.3000183105469,50.79999923706055,128.0,128.0,False,-0.9405625419955954,1.3001890459398435,0.022684683598001264,True,0.0,False,32,False,28,,games5425898691,bf81d8692db,20.0,2750.75,-3797.580078125,17.020000457763672,-16101.8994140625,16267.19970703125,-2.5,0.5999999865889549,0.3999999910593033,-1973.8999938964844,255.0,0.0,0.009666050010337636,2.274287959495709,0.00019106107503714045,True,94.34683039624204,True,18,14,4,,
50,2853,88.0,False,False,0,8203.378315235735,3748.419921875,-1622.010009765625,93.2300033569336,-3713.2000732421875,13867.39990234375,47.199997901916504,-4402.5,-1698.3999633789062,-3705.7000732421875,0.0,1.1308910929741975,2.2504306088171533,2.3953189134566197,9008577481387032148,max_stetsun,9.0,3910.389892578125,-1768.52001953125,52.43000030517578,-7671.500244140625,14409.69970703125,-2189.7000122070312,-1137.7999877929688,2613.9999389648438,1220.4000091552734,247.0,221.0,,0.2573451156959595,2.146247342744284,-0.31949525978023724,True,,False,22,28,4,,764997303082394243,chickenlegpeice_,12.0,3055.5400390625,-2639.080078125,16.989999771118164,-6172.0001220703125,16575.699462890625,2.3999999463558197,0.7000000029802322,-2.0000000298023224,1639.6000671386719,255.0,191.0,,0.009597963312277821,1.9778338310768089,0.00011114130430269823,True,251.88310552668827,True,False,16,20,,enpitsu,76561198039309853,26.0,2967.35009765625,-1131.260009765625,17.049999237060547,9778.699951171875,10783.800048828125,7.400000095367432,-1.5999999642372131,-0.3999999910593033,-1863.0999755859375,,0.0,,0.01720555467888962,0.7692941037092738,0.00012634567125141937,True,,False,32,False,28,,games5425898691,bf81d8692db,20.0,2421.22998046875,-2636.3701171875,17.020000457763672,1053.1999969482422,22975.80078125,-2.199999988079071,0.0,-1.5999999642372131,-133.80000114440918,255.0,104.0,0.009594946697136609,1.5159900892752787,4.2294777183967436e-05,True,106.88310552668828,True,18,14,4,,
51,2863,88.0,False,False,1,6039.078334294891,-3436.7099609375,933.0900268554688,130.1999969482422,-17066.99951171875,-17509.300537109375,9920.399780273438,3917.2000122070312,1784.1000366210938,4179.89990234375,1.0,-0.7970451293594543,-2.8740018241237166,-1.7802515884452732,76561198039309853,enpitsu,26.0,-3276.409912109375,958.9000244140625,46.2599983215332,-9330.10009765625,-2226.9000244140625,3470.1998901367188,23.900001049041748,-207.70000457763672,-1884.6000671386719,255.0,128.0,,-0.01958553401654139,-0.0899503709271067,3.360458090563327e-05,True,,False,29,34,False,,bf81d8692db,games5425898691,20.0,-2632.489990234375,1682.6700439453125,17.020000457763672,-7110.5999755859375,-21873.20068359375,-2.0999999344348907,-0.0,0.19999999552965164,-21.600000858306885,255.0,128.0,,-0.009599012208035378,-1.2538387950212593,1.8870822431726607e-05,True,75.47976777117739,True,4,14,18,,max_stetsun,9008577481387032148,9.0,-3592.1201171875,1361.4200439453125,68.33000183105469,8956.099853515625,-13714.300537109375,2451.9000244140625,3020.5999755859375,3250.4998779296875,3249.5001220703125,243.0,30.0,,-1.1480422615980281,-2.2445376900984955,-0.038973319178427335,True,,False,28,4,23,,chickenlegpeice_,764997303082394243,12.0,-2807.300048828125,2163.610107421875,16.989999771118164,9012.19970703125,-15452.099609375,4.399999976158142,0.29999999329447746,-0.5999999865889549,18.899999856948853,255.0,128.0,-0.009596134119076104,-2.101439156810676,-8.05297154698308e-05,True,188.0,False,20,16,False,,
