,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,team_mate_handbrake
10,682,18,False,False,1,9674.81132561491,-493.9200134277344,-4434.4501953125,327.42999267578125,-7915.3997802734375,-17198.699951171875,2001.3999938964844,-294.3000030517578,3273.9999389648438,-5019.2999267578125,1.0,0.558203894918756,-1.2358352306088227,-3.063933766890459,bf81d8692db,games5425898691,24.0,-299.1600036621094,-4286.2998046875,223.32000732421875,-6527.5,-21897.7001953125,2622.9000854492188,1687.5999450683594,-1963.6000061035156,625.6000137329102,255.0,103.0,,0.494195534478103,-0.8152506889172616,0.41134967094081676,True,26.41563013804856,True,False,9,10,,76561198039309853,enpitsu,26.0,-88.51000213623047,-5075.990234375,144.1300048828125,-5553.2000732421875,8832.2998046875,3812.3001098632812,1304.1999816894531,786.2999725341797,15.700000524520874,255.0,128.0,0.4181825338214325,1.0015713371761887,-0.016122379874894434,True,52.92607310510451,True,1,2,4,,Paul_lechtape,998199732707499505,8.0,-395.1600036621094,-4145.8798828125,21.360000610351562,13563.00048828125,-17041.199951171875,-1728.2000732421875,2935.2999877929688,2867.0001220703125,-3662.5,207.0,255.0,,0.18164727809668385,-2.31869544804928,0.023309785464189034,True,16,179.0,False,18,False,,ksadm5,3840399533858939784,7.0,-1549.31005859375,3679.449951171875,17.049999237060547,-0.0,-0.09999999776482582,3.100000023841858,0.5000000074505806,-0.19999999552965164,0.0,,,,-0.01682385523364882,1.7699837938870253,1.3460462274923439e-05,True,130.0,False,False,False,False,,
11,694,19,False,False,1,10405.849784463402,-775.9000244140625,-5130.66015625,350.760009765625,12027.80029296875,-5142.60009765625,-1382.1000671386719,237.5,964.1000366210938,-5917.19970703125,1.0,1.4902818642651443,-2.104702043888422,-0.11558497395465618,bf81d8692db,games5425898691,24.0,-540.3800048828125,-5292.56005859375,244.1699981689453,-4637.0001220703125,-22483.30078125,-161.39999389648438,3665.2999877929688,-3227.9000854492188,2528.9999389648438,255.0,178.0,,-0.2068746870845277,2.6533438872077046,2.570649272128183,True,0.0,False,False,9,10,,76561198039309853,enpitsu,26.0,-443.0899963378906,-4516.41015625,249.50999450683594,-9298.800048828125,14632.2998046875,-164.79999542236328,-4633.399963378906,-2960.4000854492188,127.10000038146973,255.0,255.0,-1.275740567207849,0.9260208001356656,0.03596029645758808,True,47.0,False,1,2,4,,Paul_lechtape,998199732707499505,8.0,275.1600036621094,-4746.93994140625,17.010000228881836,19181.700439453125,-8152.80029296875,3.0000001192092896,-0.19999999552965164,0.09999999776482582,1992.8999328613281,209.0,255.0,,-0.009577621102020591,-2.815830405369787,2.792630384905631e-05,True,16,179.0,False,18,False,,ksadm5,3840399533858939784,7.0,-1514.550048828125,3737.14990234375,17.049999237060547,2452.5,3223.0999755859375,3.3000001311302185,0.19999999552965164,0.19999999552965164,-1886.4999389648438,255.0,0.0,,-0.01663581530196044,2.128441448652059,-0.0001040271279879214,True,130.0,False,False,False,False,,
12,959,19,False,True,0,5247.501727296067,-4.739999771118164,-31.260000228881836,95.5199966430664,1361.300048828125,23719.29931640625,4973.399963378906,-5840.9002685546875,80.39999961853027,1370.0,0.0,-0.0008848921377247313,0.03388117489411306,-0.01114619733408544,3840399533858939784,ksadm5,7.0,-29.709999084472656,-307.25,49.20000076293945,462.7000045776367,20366.400146484375,3536.7999267578125,-518.4000015258789,30.09999990463257,13.200000524520874,255.0,158.0,,0.029788151220185473,1.5283615694497996,0.0004896686255676957,True,22.0,False,False,False,4,,998199732707499505,Paul_lechtape,8.0,-3090.260009765625,-3827.47998046875,17.010000228881836,-6271.9000244140625,12926.300048828125,0.5999999865889549,0.0,-0.29999999329447746,-2341.6000366210938,255.0,0.0,0.009568638141943961,1.9286765595157005,7.92903514489502e-05,True,236.2694880911099,True,False,False,False,,enpitsu,76561198039309853,26.0,2941.699951171875,4027.8798828125,17.049999237060547,13998.1005859375,-112.5,4.1999998688697815,1.0999999940395355,-0.29999999329447746,-2831.7999267578125,255.0,0.0,False,0.01678630822592972,-0.14589817511397815,-0.00012864854628503794,True,False,255.0,False,False,False,,games5425898691,bf81d8692db,30.0,11.079999923706055,85.11000061035156,90.94000244140625,-663.0000305175781,-19376.800537109375,360.60001373291016,4702.799987792969,62.39999771118164,-1961.7999267578125,128.0,128.0,,1.3493270415101146,1.523986908011943,-3.082757380150157,True,31.0,False,3,False,4,,False
13,960,19,False,False,1,5177.289945329083,8.359999656677246,39.369998931884766,99.36000061035156,-1252.300033569336,-8836.699829101562,6022.39990234375,-227.99999237060547,133.80000114440918,-814.7000122070312,1.0,-0.008990157518792705,0.10088512066800456,-0.01527101704435355,bf81d8692db,games5425898691,30.0,-11.079999923706055,-85.11000061035156,90.94000244140625,663.0000305175781,19376.800537109375,360.60001373291016,-4702.799987792969,-62.39999771118164,-1961.7999267578125,128.0,128.0,,-1.3493270415101146,-1.523986908011943,-3.082757380150157,True,31.0,False,False,3,4,,76561198039309853,enpitsu,26.0,-2941.699951171875,-4027.8798828125,17.049999237060547,-13998.1005859375,112.5,4.1999998688697815,-1.0999999940395355,0.29999999329447746,-2831.7999267578125,255.0,0.0,-0.01678630822592972,0.14589817511397815,-0.00012864854628503794,True,255.0,False,False,False,False,,Paul_lechtape,998199732707499505,8.0,3090.260009765625,3827.47998046875,17.010000228881836,6271.9000244140625,-12926.300048828125,0.5999999865889549,-0.0,0.29999999329447746,-2341.6000366210938,255.0,0.0,False,-0.009568638141943961,-1.9286765595157005,7.92903514489502e-05,True,False,233.17452908844078,True,False,False,,ksadm5,3840399533858939784,7.0,29.709999084472656,307.25,49.20000076293945,-462.7000045776367,-20366.400146484375,3536.7999267578125,518.4000015258789,-30.09999990463257,13.200000524520874,255.0,158.0,,-0.029788151220185473,-1.5283615694497996,0.0004896686255676957,True,22.0,False,False,False,4,,False
14,961,19,False,False,0,5254.746629250516,-13.079999923706055,-40.040000915527344,130.38999938964844,-266.1000061035156,4162.60009765625,2844.5999145507812,2392.899932861328,-245.10000228881836,-2428.3999633789062,0.0,0.012898302544125764,-0.2560997758836912,-0.06282615764503484,3840399533858939784,ksadm5,7.0,-39.2599983215332,-197.5,77.75,-2198.300018310547,1990.0,843.7000274658203,-304.50000762939453,-1156.9000244140625,376.5999984741211,255.0,157.0,,-0.3293300352095152,1.4110039542516906,0.08690503143422743,True,22.0,False,False,3,4,,998199732707499505,Paul_lechtape,8.0,-3138.280029296875,-3676.1298828125,17.010000228881836,-2855.10009765625,14724.7998046875,0.5999999865889549,-0.09999999776482582,-0.3999999910593033,-2151.3999938964844,255.0,31.0,0.009572769886612171,1.6872633289663959,5.369028764985207e-05,True,230.03846883773807,True,False,False,False,,enpitsu,76561198039309853,26.0,3086.77001953125,4001.93994140625,17.049999237060547,12674.3994140625,-4342.799987792969,4.1999998688697815,0.9000000357627869,-0.5000000074505806,-2723.0999755859375,255.0,0.0,False,0.016760843476106308,-0.45045690282524103,-1.573275908962953e-05,True,False,255.0,False,False,False,,games5425898691,bf81d8692db,30.0,22.450000762939453,90.91000366210938,107.36000061035156,1449.2999267578125,1074.7000122070312,1795.8000183105469,5374.000244140625,-1154.000015258789,-194.79999542236328,128.0,128.0,,1.4625094757021988,1.3574137682305916,3.1122328001157875,True,31.0,False,3,False,4,,False
15,963,19,False,False,1,5183.530101208901,23.3700008392334,30.450000762939453,124.73999786376953,1831.9999694824219,-2410.7000732421875,-1738.0999755859375,-1443.8999938964844,-78.49999904632568,-1383.2000732421875,1.0,-0.04163935573587721,0.38799936618665937,-0.004701131155552768,bf81d8692db,games5425898691,30.0,-22.450000762939453,-90.91000366210938,107.36000061035156,-1449.2999267578125,-1074.7000122070312,1795.8000183105469,-5374.000244140625,1154.000015258789,-194.79999542236328,128.0,128.0,,-1.4625094757021988,-1.3574137682305916,3.1122328001157875,True,31.0,False,False,3,4,,76561198039309853,enpitsu,26.0,-3147.389892578125,-3974.949951171875,17.049999237060547,-11706.600341796875,6119.000244140625,4.000000059604645,-0.5000000074505806,0.3999999910593033,-2559.1000366210938,255.0,0.0,-0.016749916479295385,0.5818170813571667,2.52021852748878e-05,True,255.0,False,False,False,False,,Paul_lechtape,998199732707499505,8.0,3151.610107421875,3575.050048828125,17.010000228881836,1403.6000061035156,-15480.6005859375,0.0,-0.0,-2.0000000298023224,-764.1999816894531,255.0,128.0,False,-0.009587571662490612,-1.5985224541336733,0.00025500619399024244,True,False,223.7255483160737,True,False,False,,ksadm5,3840399533858939784,7.0,55.27000045776367,193.0500030517578,82.62999725341797,2570.4998779296875,349.3000030517578,532.7999877929688,5010.4998779296875,2065.399932861328,-936.9999694824219,255.0,128.0,,0.0458311221547296,-1.4234221739425512,-0.12607427105306288,True,22.0,False,3,False,4,,False
16,1004,21,False,False,1,5364.496939890492,219.33999633789062,-181.64999389648438,93.1500015258789,1235.999984741211,-1290.5999755859375,0.0,1414.4000244140625,1354.4999694824219,-1383.2000732421875,1.0,0.17380477280506285,-2.3191346461146503,2.0912419759744783,bf81d8692db,games5425898691,25.0,-53.20000076293945,-376.8900146484375,59.43000030517578,10627.80029296875,1464.4999694824219,3078.800048828125,-609.7000122070312,4335.199890136719,152.2000026702881,255.0,128.0,,-0.0912850944185528,2.996683778921996,0.0012209994806415758,True,8.0,False,False,5,6,,76561198039309853,enpitsu,26.0,-1929.52001953125,-2662.090087890625,17.049999237060547,19975.6005859375,1897.8999328613281,3.0000001192092896,-0.19999999552965164,-0.0,-2.7000001072883606,255.0,128.0,-0.01677964538590332,3.047182602697016,2.0347705312924036e-05,True,174.0,False,False,False,False,,Paul_lechtape,998199732707499505,8.0,1696.4100341796875,1049.3900146484375,73.9000015258789,-15776.500244140625,-16716.8994140625,-748.1999969482422,91.19999885559082,-3626.199951171875,-320.09998321533203,128.0,128.0,False,0.29208597086045945,-1.2685963876395259,-0.8078486315327347,True,4,190.0,False,4,False,,ksadm5,3840399533858939784,7.0,331.67999267578125,29.34000015258789,17.059999465942383,68.29999923706055,-7233.4002685546875,5.5000001192092896,-3.6000001430511475,5.400000214576721,-1027.2000122070312,255.0,0.0,,-0.016826110114556248,-1.6183517177629805,-0.00024859351450148435,True,0.0,False,4,False,4,,False
17,1006,21,False,False,0,4985.804498749809,-219.02000427246094,200.3699951171875,97.58000183105469,5065.10009765625,8130.9002685546875,2622.3001098632812,771.8000030517578,-3159.2001342773438,-1049.1999816894531,0.0,-0.05335548716150772,2.2362102282210228,2.037048502440743,3840399533858939784,ksadm5,7.0,-325.1499938964844,52.97999954223633,17.059999465942383,1270.5999755859375,7868.900146484375,2.7000001072883606,0.5000000074505806,1.7000000178813934,-2219.7999572753906,255.0,0.0,,0.016684792473903285,1.4190417130053639,-0.00024319690563383872,True,0.0,False,False,4,4,,998199732707499505,Paul_lechtape,8.0,-1551.8499755859375,-896.2100219726562,64.08000183105469,15759.200439453125,16698.599853515625,-1342.2999572753906,-201.10000610351562,2405.8999633789062,-346.30001068115234,128.0,128.0,-0.18708698501411,1.1759787767811303,-0.5540876665121552,True,190.0,False,4,False,4,,enpitsu,76561198039309853,26.0,1763.02001953125,2646.2900390625,17.049999237060547,-19975.799560546875,-1890.8999633789062,3.0000001192092896,0.19999999552965164,0.0,-0.7000000029802322,255.0,128.0,False,0.016779646396345955,-3.0473122321495554,1.9260085514498713e-05,True,False,174.0,False,False,False,,games5425898691,bf81d8692db,25.0,-35.599998474121094,364.6600036621094,82.54000091552734,-10678.199462890625,-1471.7999267578125,2517.5999450683594,821.9999694824219,-5438.2000732421875,8.799999952316284,255.0,111.0,,0.6850238673175021,-2.9901512082143338,0.003331301991141906,True,8.0,False,5,False,6,,False
18,1010,21,False,False,1,5415.584966281269,218.89999389648438,-233.08999633789062,203.3699951171875,3417.9000854492188,6974.5001220703125,14611.099853515625,262.00000762939453,385.6999969482422,4235.400085449219,1.0,-0.02305342484980168,-2.5234848861185277,1.8296818182299828,bf81d8692db,games5425898691,25.0,126.12000274658203,-357.9800109863281,96.61000061035156,7815.9002685546875,-1268.3999633789062,473.4000015258789,739.1999816894531,3906.099853515625,3457.9998779296875,255.0,109.0,,-1.3368701706423254,3.01141632014519,-0.0882007617883549,True,8.0,False,False,5,6,,76561198039309853,enpitsu,26.0,-1579.8699951171875,-2629.0,17.049999237060547,19975.799560546875,1888.800048828125,3.0000001192092896,-0.19999999552965164,-0.0,0.0,255.0,255.0,-0.016779646231224354,3.047323029198353,1.91694724370099e-05,True,174.0,False,False,False,False,,Paul_lechtape,998199732707499505,8.0,1290.7099609375,617.8599853515625,31.8799991607666,-15133.00048828125,-16897.60009765625,-2586.6000366210938,53.69999885559082,-1610.8999633789062,-895.2999877929688,128.0,128.0,False,0.033923430911824475,-1.0805144796465531,-0.3101654867654742,True,4,190.0,False,4,False,,ksadm5,3840399533858939784,7.0,304.1300048828125,-139.8300018310547,40.5,-1399.1000366210938,-5804.6002197265625,2812.2000122070312,-1176.6999816894531,-565.8000183105469,-4786.499938964844,255.0,41.0,,0.01749312088132543,-1.0405994244393528,0.03438159260371812,True,0.0,False,4,False,5,,False
19,1132,25,False,False,1,2579.719574345199,1629.780029296875,2666.840087890625,119.51000213623047,-12900.699462890625,12143.1005859375,-7450.8001708984375,879.0000152587891,-3248.900146484375,4967.0001220703125,1.0,0.00483633223953521,-2.6745662554529392,1.86486874471358,76561198039309853,enpitsu,27.0,1769.6500244140625,2588.8701171875,100.56999969482422,555.2000045776367,19937.39990234375,2284.9000549316406,-5267.80029296875,-1494.4999694824219,516.1999893188477,255.0,255.0,,-0.7511182695316194,1.2063917729452045,0.06206057425271663,True,186.0,False,False,1,2,,bf81d8692db,games5425898691,24.0,3122.9599609375,1278.6400146484375,17.010000228881836,-10976.800537109375,8767.899780273438,2.5999999046325684,-0.0,-0.0,2.199999988079071,255.0,128.0,-0.009585328474992164,0.6736174549668829,-1.028530819834496e-06,True,255.0,False,6,False,6,,Paul_lechtape,998199732707499505,8.0,2289.1298828125,2718.080078125,746.7999877929688,12959.3994140625,4163.2000732421875,-3801.7001342773438,756.1000061035156,308.799991607666,1726.6000366210938,128.0,255.0,,-0.2919135797804764,-2.2716450672803545,-0.32171808877376734,True,4,100.0,False,6,4,,ksadm5,3840399533858939784,7.0,-4079.06005859375,741.280029296875,510.739990234375,24.700000286102295,16808.199462890625,8363.800048828125,-1916.1000061035156,-29.600000381469727,33.499999046325684,255.0,0.0,,0.4162677605820249,1.5550160508012798,1.565113376037596,True,189.232799917139,True,8,False,8,,
20,1196,28,True,True,1,1562.8369439481962,-536.4400024414062,4515.0400390625,98.9800033569336,-2611.4999389648438,21140.2001953125,5070.10009765625,1840.8999633789062,-3157.60009765625,-4758.0999755859375,1.0,1.004077454468388,2.3048181984217724,0.9472130814253596,bf81d8692db,games5425898691,24.0,-561.2899780273438,4329.58984375,17.010000228881836,-12553.900146484375,18513.00048828125,3.0000001192092896,-0.0,0.09999999776482582,-2733.5000610351562,255.0,0.0,True,-0.009596250342620244,1.1427801834055882,-0.00014734303716384422,True,99.0,False,False,6,6,,76561198039309853,enpitsu,26.0,1525.760009765625,5060.22998046875,63.02000045776367,-763.0999755859375,-352.99999237060547,-440.29998779296875,-391.89998626708984,-155.600004196167,119.0999984741211,128.0,128.0,-0.027398862706900638,0.004943321447198321,-0.8060429898924908,True,216.0,False,2,False,2,,Paul_lechtape,998199732707499505,8.0,2394.719970703125,4232.9599609375,106.68000030517578,-19602.099609375,6775.30029296875,-153.99999618530273,2633.5000610351562,-4674.599914550781,1209.000015258789,128.0,255.0,,-0.6115345790589894,1.413890035793885,-2.422305577147704,True,5,0.0,False,8,4,,ksadm5,3840399533858939784,8.0,-1481.97998046875,4734.18994140625,17.040000915527344,22013.701171875,6422.39990234375,6.1000001430511475,0.7999999821186066,-0.0,-1749.2999267578125,255.0,0.0,,-0.016786408898470367,2.9073849616007355,-0.00014915208261018293,True,0.0,False,8,False,8,,
21,1461,28,False,True,0,5146.665505002105,-8.460000038146973,70.44000244140625,102.08000183105469,-3439.2001342773438,30071.8994140625,4239.599914550781,-237.19999313354492,-190.30000686645508,1255.999984741211,0.0,-0.004659288690944964,0.031418757096678636,-0.005992047368328619,998199732707499505,Paul_lechtape,8.0,-0.11999999731779099,-108.83000183105469,50.95000076293945,-10300.699462890625,19640.0,2445.7000732421875,4402.5,-3241.199951171875,601.5000152587891,210.0,255.0,,-0.1155246080580855,1.7462723099475281,-0.04593239199978933,False,31.0,False,False,5,6,,3840399533858939784,ksadm5,7.0,2003.4000244140625,-3851.320068359375,17.049999237060547,13639.599609375,-3539.1000366210938,3.100000023841858,1.0000000149011612,0.0,109.89999771118164,255.0,128.0,0.016751365403699207,-0.24126228277105377,-0.00011227195288160467,True,28.0,False,False,False,False,,enpitsu,76561198039309853,26.0,-23.34000015258789,596.010009765625,93.88999938964844,-1651.9000244140625,-22800.6005859375,2523.2000732421875,3982.5,-304.4000053405762,-16.59999966621399,255.0,128.0,,0.24988699259572347,-1.6482538115356973,-0.000314546295147741,True,1,31.0,False,2,False,,games5425898691,bf81d8692db,24.0,-2502.760009765625,4034.3701171875,17.010000228881836,-19193.399658203125,8554.89990234375,2.800000011920929,-0.19999999552965164,0.09999999776482582,1479.1000366210938,255.0,255.0,,0.009596053760068926,2.747834311919844,0.0002038627983229694,True,0.0,False,False,False,False,,
22,1463,28,False,True,1,5411.525203154794,30.719999313354492,-201.89999389648438,143.3300018310547,746.8000030517578,19399.000244140625,8791.199951171875,5992.9998779296875,231.90000534057617,-170.20000457763672,1.0,-0.00125686019444188,-0.05802004428038554,-0.4380260290403542,76561198039309853,enpitsu,26.0,38.52000045776367,-386.739990234375,113.91999816894531,1655.5999755859375,22851.39892578125,1896.0000610351562,-5483.3001708984375,427.20001220703125,-3.400000035762787,255.0,128.0,,-0.9008287128328099,1.6493771166128508,-0.0008880782706036444,True,31.0,False,False,1,2,,bf81d8692db,games5425898691,24.0,2682.47998046875,-4101.08984375,17.010000228881836,19941.099853515625,-6030.10009765625,2.800000011920929,-1.0000000149011612,0.3999999910593033,1853.699951171875,255.0,255.0,-0.009570182004461789,-2.905966736666016,0.00012216548529238942,True,0.0,False,False,False,False,,Paul_lechtape,998199732707499505,8.0,0.11999999731779099,108.83000183105469,50.95000076293945,10300.699462890625,-19640.0,2445.7000732421875,-4402.5,3241.199951171875,601.5000152587891,210.0,255.0,,0.1155246080580855,-1.7462723099475281,-0.04593239199978933,False,5,31.0,False,6,False,,ksadm5,3840399533858939784,7.0,-2128.77001953125,3882.6201171875,17.049999237060547,-13696.400146484375,3346.0000610351562,3.100000023841858,-0.7000000029802322,-0.0,27.899999618530273,255.0,128.0,,-0.01675159828011375,0.2361325748361331,-6.930581393669e-05,False,28.0,False,False,False,False,,
23,1657,35,False,False,0,9503.233183149156,3517.7900390625,-3276.050048828125,260.1199951171875,6310.9002685546875,8463.800048828125,-4393.599853515625,-3610.7000732421875,1406.9999694824219,-2375.500030517578,0.0,-0.1011972545294937,0.25496184747106776,-2.2156357601160512,3840399533858939784,ksadm5,7.0,3447.2099609375,-3366.590087890625,403.0,1151.3999938964844,8674.099731445312,-5746.099853515625,411.3999938964844,189.40000534057617,1011.9999694824219,255.0,128.0,,0.4060411952666014,0.6619945182689335,0.16277044384499723,True,213.0,False,False,False,4,,998199732707499505,Paul_lechtape,8.0,879.3699951171875,-3933.68994140625,17.010000228881836,21597.39990234375,4043.2998657226562,2.5999999046325684,-0.7000000029802322,0.0,-17.799999713897705,189.0,128.0,0.009577949204129611,0.18277952220959362,5.974088238277437e-05,True,255.0,False,10,False,10,,enpitsu,76561198039309853,26.0,3379.300048828125,249.27000427246094,17.059999465942383,-7375.9002685546875,16282.60009765625,2.7000001072883606,0.0,0.0,2492.7000427246094,255.0,255.0,True,0.016775458878187665,2.098814280714332,0.0001878376606472417,True,4,255.0,False,4,False,,games5425898691,bf81d8692db,24.0,4016.070068359375,-324.92999267578125,97.38999938964844,-2599.8001098632812,-18178.00048828125,-3083.2000732421875,97.70000457763672,2028.3999633789062,-550.6999969482422,255.0,128.0,,0.19149479575759112,-1.7515799480578378,0.8481289282138817,True,255.0,False,False,False,False,,False
24,1688,36,False,False,1,5493.680821932731,-3989.449951171875,2627.449951171875,273.54998779296875,8052.9998779296875,17526.199951171875,5900.10009765625,1676.9999694824219,-1865.8999633789062,5450.30029296875,1.0,0.6382447201334085,0.05700207011286854,-2.0159388872589754,bf81d8692db,games5425898691,24.0,-3877.85009765625,2517.85009765625,184.57000732421875,-533.4000015258789,20210.899658203125,-16.00000023841858,-4376.300048828125,-3192.0001220703125,952.6999664306641,255.0,231.0,,-0.3385040504151063,0.9641828564903504,-0.07261116468304742,True,211.12422368859723,True,False,3,4,,76561198039309853,enpitsu,26.0,-2666.840087890625,-427.4200134277344,17.059999465942383,1701.300048828125,4639.100036621094,-2.199999988079071,2.3000000417232513,6.3999998569488525,-1007.0999908447266,255.0,128.0,-0.01662415866291279,1.885643697039802,-0.00024406397477954716,True,226.78493744583534,True,4,False,4,,Paul_lechtape,998199732707499505,8.0,-3271.7900390625,3060.5,17.010000228881836,-21096.69921875,-4866.099853515625,3.0000001192092896,-0.19999999552965164,-0.0,-2985.7000732421875,206.0,0.0,False,-0.00958599753178162,0.011033182787217943,-0.00013380708287621636,True,10,244.0,False,10,False,,ksadm5,3840399533858939784,7.0,-3656.8701171875,2605.389892578125,17.059999465942383,-4979.5001220703125,-5957.60009765625,3.0000001192092896,-0.09999999776482582,4.000000059604645,-1761.9000244140625,255.0,0.0,,-0.016779295675075735,-0.9073001941593698,-0.00015569676048779487,True,243.0,False,False,False,4,10.0,False
25,1773,39,False,False,0,10067.85253931612,968.7100219726562,-4753.66015625,215.05999755859375,-15670.30029296875,8582.7001953125,4585.5999755859375,1206.6999816894531,485.49999237060547,-303.700008392334,0.0,0.11754357733496193,-0.1058025001343139,-1.7429696233695406,998199732707499505,Paul_lechtape,9.0,1008.530029296875,-4818.43017578125,101.04000091552734,-13947.39990234375,3355.7998657226562,2013.9999389648438,-4642.60009765625,-2947.5,85.69999694824219,212.0,47.0,False,0.29468091846272004,-2.897611582266251,0.7355626155486568,False,199.0,False,False,11,12,,3840399533858939784,ksadm5,8.0,1338.47998046875,-4569.43017578125,17.040000915527344,-15064.69970703125,13762.7001953125,4.300000071525574,-3.4999999403953552,3.8999998569488525,204.59999084472656,255.0,205.0,0.016784555885082358,2.3471309024877476,0.0004175918199383019,True,126.0,False,False,False,4,,enpitsu,76561198039309853,26.0,306.70001220703125,-3739.56005859375,17.059999465942383,-6650.9002685546875,-9363.300170898438,1.8000000715255737,2.5,-2.3999999463558197,14.299999475479126,128.0,128.0,False,0.01696574160393385,-2.186373599710656,-4.538222038859671e-05,True,4,112.0,False,4,False,,games5425898691,bf81d8692db,24.0,1263.489990234375,-4186.85986328125,17.0,-20483.00048828125,-7578.3001708984375,1.5000000596046448,-3.3000001311302185,-1.1999999731779099,1050.1000213623047,255.0,240.0,,0.009604643395544961,-2.7594562428218947,-2.691598518129663e-05,True,155.84227935729487,True,4,False,4,,
26,1823,41,False,False,0,8434.10616459507,-1778.300048828125,-3247.830078125,153.38999938964844,-20518.60107421875,15062.39990234375,4936.7999267578125,-109.89999771118164,-2792.7999877929688,74.80000019073486,0.0,-0.11716611555969231,0.2894800683119718,-0.28302775753363096,3840399533858939784,ksadm5,8.0,-1668.010009765625,-3364.300048828125,81.04000091552734,-17508.1005859375,11203.699951171875,3724.1000366210938,1508.0999755859375,2244.7999572753906,-2076.1000061035156,255.0,0.0,,-0.105424974057532,2.381680043181962,0.009838431091913182,True,47.0,False,False,False,6,,998199732707499505,Paul_lechtape,9.0,-1585.56005859375,-4358.580078125,22.479999542236328,-14125.699462890625,3039.1000366210938,-921.8000030517578,-1318.800048828125,-2666.7001342773438,1409.7999572753906,255.0,128.0,-0.01130467384369775,3.0476213013299676,-0.05735761563764392,True,186.4032171823645,True,12,False,12,,enpitsu,76561198039309853,26.0,-589.5,-4183.8798828125,70.83000183105469,-5319.1998291015625,14.900000095367432,-3195.7998657226562,-2576.7001342773438,477.79998779296875,-3786.7999267578125,255.0,0.0,False,-0.5160139141812902,3.0548237432304863,-0.18253695381204188,True,6,109.9248515303417,True,6,False,,games5425898691,bf81d8692db,24.0,-198.63999938964844,-4326.56982421875,17.010000228881836,678.3999633789062,9794.099731445312,0.0,-0.19999999552965164,-5.099999904632568,822.0999908447266,255.0,128.0,,0.009528566945222987,1.5413704117986005,-0.00010968323511810013,True,90.0022450672683,True,4,False,4,,False
