,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,170,0.0,False,False,1,5212.006280700798,14.779999732971191,3.0299999713897705,169.97000122070312,12434.49951171875,-7572.60009765625,14272.2998046875,-4415.799865722656,-597.0999908447266,2868.800048828125,1.0,0.3293962603878322,0.2452786970946327,-0.43286387598299797,76561198039309853,enpitsu,25.0,41.86000061035156,-152.57000732421875,91.87000274658203,-14070.400390625,18079.200439453125,1953.9999389648438,-4306.000061035156,-3414.5001220703125,-221.8000030517578,255.0,128.0,,-0.7617541975701493,0.938885289748513,-0.013854232660613496,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,19.0,2807.159912109375,-4160.72021484375,17.010000228881836,17548.399658203125,-2127.5,2.3000000417232513,-0.3999999910593033,0.09999999776482582,1939.4999694824219,255.0,255.0,,-0.009580319192869072,-3.087664526142783,3.843617702410791e-05,True,0.0,False,False,False,False,,Ju²,76561198051572102,7,-60.86000061035156,140.38999938964844,84.72000122070312,6122.9998779296875,-12923.499755859375,4224.89990234375,-4815.10009765625,-2655.0,-121.40000343322754,255.0,128.0,,0.09710587895652999,-1.932147465858142,0.009036806627450026,True,3,False,4,0.0,False,,MaDkenzox,2535459780570751,8.0,-1.590000033378601,1934.52001953125,17.010000228881836,-601.8999862670898,-13623.399658203125,2.0999999344348907,-0.0,0.7999999821186066,-8.999999761581421,255.0,128.0,,-0.009564139952816825,-1.5252071497786446,8.720860260466049e-05,True,116.0,False,False,False,False,
1,264,3.0,False,False,1,4487.197435567862,3336.9599609375,1374.81005859375,100.16999816894531,-26120.30029296875,12335.6005859375,2474.499969482422,-1376.9999694824219,-5727.9998779296875,-1137.300033569336,1.0,0.8454100820155703,-0.5230214513255108,2.2410911114049776,bf81d8692db,games5425898691,20.0,3533.169921875,1289.06005859375,14.800000190734863,-14674.300537109375,12827.5,-493.80001068115234,1158.3999633789062,-878.3000183105469,3779.89990234375,255.0,255.0,,-0.014895110322530934,0.594973576485698,-0.058140225411528086,True,157.75368606659674,True,False,False,False,,76561198039309853,enpitsu,25.0,-3513.6298828125,-0.6399999856948853,17.059999465942383,-10290.2001953125,-8968.699951171875,2.199999988079071,-0.0,-0.09999999776482582,2780.2999877929688,255.0,255.0,False,-0.016749671029701093,-0.8483210992046986,0.00012298777432749619,True,255.0,False,2,False,2,,Ju²,76561198051572102,7,1871.6099853515625,1419.8199462890625,124.25,10898.1005859375,17187.80029296875,-164.3000030517578,-3486.099853515625,4241.000061035156,-331.6999816894531,255.0,128.0,,-0.49595253937867134,-0.5363382966368005,3.122672596664711,True,5,False,6,0.0,False,,MaDkenzox,2535459780570751,8.0,13.579999923706055,3829.159912109375,16.989999771118164,-4554.5001220703125,15642.19970703125,9.399999976158142,-0.7999999821186066,4.099999964237213,-2902.2000122070312,254.0,0.0,True,-0.009548360404596732,1.6092867738433374,-0.00028298612851012826,True,146.0,False,4,False,4,
2,386,7.0,False,False,0,10373.498182592355,3807.919921875,-4105.68017578125,1050.81005859375,6195.10009765625,19284.7998046875,-3041.6000366210938,-1987.2000122070312,5321.7999267578125,1930.8999633789062,0.0,0.6375397257100576,-0.9206727370458904,2.598152606890747,2535459780570751,MaDkenzox,7.0,3675.9599609375,-4363.97998046875,1086.2900390625,12958.299560546875,12961.800537109375,7247.19970703125,-1383.5000610351562,1383.2000732421875,-0.09999999776482582,255.0,255.0,,-0.3205769883023092,0.7752863976187235,-1.5675779055299808,True,30.0,False,4,False,4,,76561198051572102,Ju²,7.0,302.2900085449219,-4802.35009765625,17.0,11038.499755859375,4718.299865722656,3.3000001311302185,0.5000000074505806,0.29999999329447746,0.29999999329447746,255.0,128.0,False,0.009543614132396872,0.404029459067496,-5.53706539270008e-05,True,255.0,False,6,False,6,,enpitsu,76561198039309853,24,3293.409912109375,-377.2300109863281,17.059999465942383,440.99998474121094,-2230.0,1.2999999523162842,-0.09999999776482582,0.7000000029802322,-3.8999998569488525,128.0,128.0,False,0.01686577218415353,-1.376842519336122,6.164488719124933e-05,True,2,False,2,255.0,False,,games5425898691,bf81d8692db,20.0,3177.8701171875,2805.56005859375,17.010000228881836,-15058.199462890625,7041.9000244140625,2.3000000417232513,-0.19999999552965164,0.0,2001.199951171875,255.0,255.0,,0.009584473598278284,2.773952527328088,-9.548272556763243e-06,True,214.0,False,4,False,4,
3,427,9.0,False,False,0,8112.66249377104,3568.27001953125,-1633.8900146484375,110.76000213623047,-11471.99951171875,24069.49951171875,5764.7998046875,1755.5999755859375,3198.900146484375,-401.1000061035156,0.0,0.10530884684550411,-2.29993429846625,0.4203349182907073,2535459780570751,MaDkenzox,7.0,3714.56005859375,-1908.27001953125,44.470001220703125,-5589.000244140625,22241.10107421875,401.3999938964844,-3229.5999145507812,3342.6998901367188,1553.3999633789062,255.0,73.0,,-0.3027221913741356,1.9085720265325086,0.506844987685348,True,0.0,False,6,False,5,,76561198051572102,Ju²,7.0,1067.0899658203125,-4516.72998046875,17.0,-2403.8999938964844,-3524.5999145507812,3.4999999403953552,0.0,0.0,1800.3999328613281,128.0,0.0,True,0.00958449039473437,1.280387073694545,1.7464183879862807e-06,True,255.0,False,6,False,6,,enpitsu,76561198039309853,25,3563.070068359375,-1338.050048828125,79.27999877929688,1945.2999877929688,-14749.100341796875,3456.7001342773438,0.0,4.000000059604645,-541.5000152587891,255.0,128.0,False,0.01672704029731805,-1.5169673474680423,0.0003892592536778005,True,3,False,4,193.67049481535472,True,,games5425898691,bf81d8692db,20.0,2325.780029296875,1682.469970703125,17.010000228881836,5128.800048828125,-12215.400390625,2.0000000298023224,0.19999999552965164,-0.7999999821186066,3.1999999284744263,255.0,128.0,,0.009580645640996789,-1.1727101918554605,-7.548818388501688e-05,True,214.0,False,4,False,4,
4,429,9.0,False,True,1,5649.671831668806,-3504.159912109375,1596.3599853515625,143.25999450683594,17903.900146484375,20867.2998046875,8447.100219726562,306.00000381469727,-3064.5001220703125,-4324.5001220703125,1.0,-0.03655813451346211,2.3980271452871182,0.26933829617320054,76561198039309853,enpitsu,25.0,-3576.5400390625,1432.760009765625,100.18000030517578,-2129.2999267578125,14446.8994140625,2817.9000854492188,1217.300033569336,495.49999237060547,-4398.299865722656,255.0,128.0,False,0.05948681087477444,1.6734920670050728,0.014216705738083393,True,194.0,False,4,False,3,,bf81d8692db,games5425898691,20.0,-2368.679931640625,-1579.800048828125,17.010000228881836,-5090.7000732421875,12432.2998046875,2.0000000298023224,0.5000000074505806,-0.7999999821186066,-320.09998321533203,255.0,76.0,,-0.009586366969189245,1.178843517190766,-9.5899382044025e-05,True,214.0,False,4,False,4,,Ju²,76561198051572102,7,-1067.0899658203125,4516.72998046875,17.0,2403.8999938964844,3524.5999145507812,3.4999999403953552,-0.0,-0.0,1800.3999328613281,128.0,0.0,True,-0.00958449039473437,-1.280387073694545,1.7464183879862807e-06,True,6,False,6,255.0,False,,MaDkenzox,2535459780570751,7.0,-3667.2900390625,1728.8499755859375,47.2599983215332,5423.2000732421875,-20797.19970703125,295.9000015258789,3448.0999755859375,-1451.1000061035156,4031.7001342773438,255.0,0.0,,0.011849191638216565,-2.192485086839492,0.873791169608511,True,0.0,False,6,False,5,
5,563,14.0,False,False,0,9355.698047487704,-1818.06005859375,-4170.14990234375,121.55999755859375,-9113.400268554688,19658.299560546875,5064.599914550781,3463.699951171875,-4277.39990234375,-908.7000274658203,0.0,-0.8087311633799777,1.3528894946729033,-2.3712020960190627,76561198051572102,Ju²,7.0,-1732.0899658203125,-4387.9599609375,73.48999786376953,-13023.800048828125,12637.19970703125,3032.3001098632812,-2531.999969482422,-716.2000274658203,-2003.2000732421875,255.0,0.0,,0.07452967384665761,2.548011611439531,0.01186534454233597,True,201.73491605122885,True,8,False,7,,2535459780570751,MaDkenzox,8.0,542.3599853515625,-3496.110107421875,17.010000228881836,-44.89999771118164,-18875.999755859375,2.0999999344348907,-0.29999999329447746,3.700000047683716,-720.1000213623047,254.0,0.0,,0.009605163481489409,-1.5365358467904369,-0.00034669356077599413,True,31.0,False,8,False,8,,enpitsu,76561198039309853,25,-339.8500061035156,-3555.780029296875,17.059999465942383,-14245.30029296875,9252.60009765625,-3.3000001311302185,-6.200000047683716,4.1999998688697815,-1496.4999389648438,255.0,128.0,,0.016783710930448288,2.499768254512375,5.498967700638273e-05,True,4,False,4,212.0,False,,games5425898691,bf81d8692db,20.0,-2042.52001953125,-5102.990234375,573.02001953125,-196.10000610351562,4.399999976158142,1318.9999389648438,-2.3999999463558197,-1085.199966430664,-9.399999976158142,255.0,0.0,,-1.4526597633352352,-0.08107272854170866,-1.489790590493306,True,39.0,False,6,False,6,
6,638,17.0,False,False,0,5469.518762220755,-3963.239990234375,611.4600219726562,251.72999572753906,4038.599853515625,25331.201171875,630.8000183105469,-3857.60009765625,-3389.8001098632812,960.9999847412109,0.0,-0.2212448715163604,-2.8700022773164546,1.7781032762807032,76561198051572102,Ju²,7.0,-4014.6201171875,369.4800109863281,289.1499938964844,4102.099914550781,22365.10009765625,3459.8001098632812,-3011.6000366210938,3851.099853515625,2519.600067138672,255.0,39.0,,0.43910945752572084,1.954563201358292,1.6451663325377874,True,160.73599117802036,True,10,False,9,,2535459780570751,MaDkenzox,8.0,-1189.2099609375,-2270.5400390625,17.010000228881836,1903.6000061035156,13865.30029296875,2.3000000417232513,0.29999999329447746,1.0000000149011612,-2071.0000610351562,254.0,90.0,False,0.009590578373928526,1.3839808481227762,-0.0001168407901501318,True,31.0,False,8,False,8,,enpitsu,76561198039309853,25,-3406.0400390625,829.969970703125,17.059999465942383,8597.39990234375,16694.100341796875,1.1999999731779099,0.19999999552965164,0.3999999910593033,-672.5,255.0,128.0,,0.016782850802136214,1.0391255621567936,0.000245885418753624,True,4,False,4,255.0,False,,games5425898691,bf81d8692db,20.0,-2865.47998046875,-3119.330078125,17.0,3348.5000610351562,21331.69921875,1.0000000149011612,0.0,0.7000000029802322,-935.5000305175781,255.0,64.0,,0.009585711433265955,1.3948796555274994,-0.00012537639692976926,True,211.13710085550946,True,6,False,6,
7,689,18.0,False,False,1,10079.471796506676,3262.43994140625,-4657.740234375,301.4100036621094,-4554.200134277344,5432.0001220703125,9482.100219726562,5505.30029296875,2335.0999450683594,-488.6000061035156,1.0,0.8050408701587498,1.566914630849077,-1.0517179994559143,76561198039309853,enpitsu,25.0,3154.580078125,-4703.77001953125,165.99000549316406,7124.4000244140625,-15737.80029296875,2153.000030517578,-5328.699951171875,821.8000030517578,-1085.999984741211,128.0,255.0,,0.28048903694495053,-2.8840453427542716,-0.782930054375028,True,224.0,False,6,False,6,,bf81d8692db,games5425898691,20.0,1557.4599609375,-879.9299926757812,16.90999984741211,-11416.8994140625,-19535.999755859375,22.699999809265137,6.600000262260437,21.90000057220459,-1835.2000427246094,255.0,0.0,,-0.009900195309918657,-0.9820106060294379,0.001151865486139854,True,179.0,False,8,False,8,,Ju²,76561198051572102,7,3585.2900390625,-4059.280029296875,16.719999313354492,-7492.60009765625,345.2000045776367,-114.0999984741211,724.3000030517578,245.49999237060547,-2374.7999572753906,255.0,0.0,,-0.011482805522222984,0.09047615430223312,0.011604174832518195,True,10,False,10,141.0,False,,MaDkenzox,2535459780570751,8.0,313.1000061035156,-1045.280029296875,17.010000228881836,-8639.500122070312,-16663.699951171875,2.3999999463558197,-0.09999999776482582,-0.3999999910593033,-1953.0999755859375,254.0,0.0,False,-0.009584117066829122,-1.024286064973209,-3.9684086191466414e-05,True,31.0,False,10,False,10,
8,766,21.0,False,False,1,8408.28797586837,2040.219970703125,-3190.070068359375,358.6400146484375,-1693.8999938964844,18916.700439453125,-2722.0999145507812,2817.0001220703125,4366.300048828125,-2723.699951171875,1.0,-1.147768023506785,1.4665687650722077,-1.6118539919319257,76561198039309853,enpitsu,25.0,2021.1199951171875,-3338.780029296875,308.0299987792969,-6651.199951171875,14012.5,-155.39999961853027,-3315.10009765625,3257.39990234375,2940.7998657226562,255.0,0.0,False,0.003376397235059732,0.2776165480329593,2.2823113954750975,True,159.0,False,8,False,7,,bf81d8692db,games5425898691,20.0,-984.239990234375,-4618.75,17.0,15493.299560546875,-3899.5999145507812,3.4999999403953552,-0.7000000029802322,0.09999999776482582,1408.6000061035156,255.0,197.0,,-0.00959841336087727,-2.957718681796738,-7.770758599012468e-05,True,179.0,False,8,False,8,,Ju²,76561198051572102,7,1902.9300537109375,-2053.360107421875,84.12000274658203,-4168.800048828125,16898.499755859375,1685.5999755859375,-5376.7999267578125,-1157.2000122070312,-8.899999856948853,255.0,128.0,,-0.9462414286144614,1.3610722925432093,-0.0023373115304560045,False,11,False,12,141.0,False,,MaDkenzox,2535459780570751,8.0,457.54998779296875,-811.5,17.010000228881836,3526.7001342773438,10627.19970703125,2.5,-0.0,0.19999999552965164,2399.7000122070312,255.0,255.0,False,-0.009544521295344074,1.828337262503742,-2.0378336609897288e-05,True,61.0,False,10,False,10,
9,808,23.0,False,False,0,4500.313670368203,-1934.3800048828125,761.1199951171875,161.08999633789062,-19084.100341796875,9920.499877929688,-3293.9999389648438,5393.800048828125,-1414.9000549316406,-2214.600067138672,0.0,-0.5729784770669812,-2.5248038092676057,1.5809965655712226,2535459780570751,MaDkenzox,8.0,-1760.1600341796875,626.0900268554688,198.72000122070312,-12795.699462890625,10364.7998046875,95.39999961853027,-4515.0,-3139.1000366210938,-99.0999984741211,255.0,125.0,False,1.4631533312598637,2.0105681453625355,-0.1287613009053376,True,61.0,False,12,False,11,,76561198051572102,Ju²,7.0,-1588.3599853515625,-628.5599975585938,103.51000213623047,-4103.399963378906,-21636.39892578125,-9.300000071525574,5072.699890136719,-2123.699951171875,-81.80000305175781,255.0,128.0,,1.4468192784687974,-2.156865103289246,-0.1896657553409584,False,141.0,False,14,False,13,,enpitsu,76561198039309853,25,-1291.3599853515625,1534.0400390625,17.020000457763672,-7184.69970703125,-2548.6000061035156,13.200000524520874,4.300000071525574,0.19999999552965164,-3327.3001098632812,255.0,0.0,False,0.016642588188999528,-3.0759913986379344,0.00029239514350014957,True,8,False,8,140.0,False,,games5425898691,bf81d8692db,20.0,-158.49000549316406,4256.08984375,17.0,4842.60009765625,724.4999694824219,3.3000001311302185,0.0,2.0000000298023224,0.0,128.0,128.0,,0.00968631987756045,-2.9930048686979407,3.3924567013649645e-05,True,210.0,False,8,False,8,
