,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
0,167,0,False,False,0,5202.010201846702,-94.54000091552734,0.10000000149011612,106.72000122070312,-19969.69970703125,-577.7999877929688,2514.199981689453,1850.2000427246094,1780.2999877929688,5422.7001953125,0.0,0.086301126278347,0.3290636542638909,0.1256243455890427,2535453495843033,RicadoL17,53.0,172.83999633789062,23.049999237060547,47.75,-12856.800537109375,18910.50048828125,-2468.2000732421875,-795.1000213623047,567.2000122070312,-223.60000610351562,255.0,255.0,,-0.05277566087153559,2.6768577393658144,-0.5507000144001296,False,0.0,False,4,4,False,,76561198367242731,-YIYO-,47.0,0.0,-2583.780029296875,16.209999084472656,-1.0000000149011612,13763.299560546875,-879.1999816894531,-1594.2999267578125,-1.5999999642372131,0.3999999910593033,255.0,128.0,,-0.005699168074519073,1.5709101602796685,4.545221625573935e-05,True,4,4,146.0,False,False,,enpitsu,76561198039309853,25,0.0,4423.3798828125,17.049999237060547,0.0,-5489.4000244140625,2.5999999046325684,0.9000000357627869,0.0,0.0,255.0,,,0.01656360465315167,-1.5707733352347881,1.9060628527457593e-07,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,17.0,-113.3499984741211,512.6300048828125,48.849998474121094,2654.2001342773438,-18442.19970703125,3293.599853515625,518.8999938964844,13.999999761581421,-1335.7000732421875,255.0,111.0,0.022560818504303415,-1.5734439678835017,6.169160347877241e-05,True,0.0,False,4,False,False,,
1,309,5,False,False,0,6054.072240948168,-3753.72998046875,-197.14999389648438,92.5199966430664,3586.9000244140625,-201.29999160766602,1597.5,220.59999465942383,3930.8999633789062,-101.99999809265137,0.0,-0.6909002307414932,-2.4065225406403905,-2.62475340440665,2535453495843033,RicadoL17,53.0,-3993.639892578125,-203.57000732421875,70.88999938964844,10895.6005859375,4821.7999267578125,-9509.69970703125,70.39999961853027,-5315.4998779296875,-1410.3999328613281,255.0,0.0,,0.6663665040302376,0.3613078466386747,0.23122909529349028,True,173.63917426396446,True,6,6,False,,76561198367242731,-YIYO-,47.0,-1956.2900390625,-3110.2900390625,17.010000228881836,-5549.6002197265625,9717.19970703125,2.3000000417232513,-1.4000000059604645,3.0000001192092896,1236.6999816894531,255.0,255.0,,0.00954871043299792,2.0727742481696207,0.00023503540509086447,True,4,4,255.0,False,False,,enpitsu,76561198039309853,25,-3738.300048828125,-50.31999969482422,159.47000122070312,2993.2998657226562,-22749.19921875,1584.9000549316406,3657.39990234375,4068.900146484375,562.7999877929688,255.0,255.0,,0.4521644213273038,-1.6223003730126622,-0.44963430044077646,True,116.0,False,2,False,1,,games5425898691,bf81d8692db,18.0,2942.659912109375,404.760009765625,17.010000228881836,-22385.10009765625,5282.5,-0.09999999776482582,2.800000011920929,-0.5000000074505806,1452.2999572753906,255.0,153.0,0.009599255040376039,2.9862415526490382,-7.073953757218993e-05,True,220.50953965033256,True,4,4,False,,
2,310,5,False,False,1,5670.665786416923,3751.159912109375,240.55999755859375,91.29000091552734,-842.6000213623047,30560.90087890625,115.50000190734863,-2438.9999389648438,-3523.699951171875,435.8000183105469,1.0,0.7071320407052774,2.341914359179201,-2.713752196546971,76561198039309853,enpitsu,25.0,3738.300048828125,50.31999969482422,159.47000122070312,-2993.2998657226562,22749.19921875,1584.9000549316406,-3657.39990234375,-4068.900146484375,562.7999877929688,255.0,255.0,,-0.4521644213273038,1.6223003730126622,-0.44963430044077646,True,116.0,False,2,1,False,,bf81d8692db,games5425898691,18.0,-2942.659912109375,-404.760009765625,17.010000228881836,22385.10009765625,-5282.5,-0.09999999776482582,-2.800000011920929,0.5000000074505806,1452.2999572753906,255.0,153.0,,-0.009599255040376039,-2.9862415526490382,-7.073953757218993e-05,True,4,4,217.4106236683425,True,False,,-YIYO-,76561198367242731,47,2007.6099853515625,3031.030029296875,17.010000228881836,6737.60009765625,-9253.800048828125,2.3999999463558197,-0.7999999821186066,1.1999999731779099,2088.0999755859375,255.0,255.0,,-0.009545812009248218,-2.2235699623270024,0.00023485936352152353,True,255.0,False,4,False,4,,RicadoL17,2535453495843033,53.0,3884.179931640625,171.07000732421875,18.34000015258789,-14681.600341796875,-3190.7000732421875,-3121.300048828125,-92.39999771118164,4589.700012207031,-1073.7000274658203,255.0,0.0,-0.19493306951757786,-0.19024621470369218,0.02157037099707591,True,170.54025828197442,True,6,6,False,,
3,386,7,False,False,0,10253.49013530012,-2296.75,-5017.35986328125,1075.6099853515625,24106.10107421875,7147.60009765625,6040.999755859375,-234.20000076293945,77.69999980926514,993.7000274658203,0.0,0.20994037262258675,1.9580242460937094,0.5344986526893005,76561198367242731,-YIYO-,47.0,-2568.2099609375,-5105.080078125,941.52001953125,19564.300537109375,-329.59999084472656,9721.699829101562,125.20000457763672,1688.9999389648438,953.0999755859375,255.0,255.0,,-0.4216617324068811,-0.020890393838614577,-1.5648736544648216,True,116.394296761482,True,4,4,False,,2535453495843033,RicadoL17,53.0,-2399.179931640625,-5038.1201171875,44.75,10374.599609375,-11814.300537109375,7027.39990234375,-5487.1002197265625,135.10000228881836,350.40000915527344,254.0,255.0,,-0.49636032972920313,-0.9003395555595769,-0.4583188593995443,True,6,6,67.0,False,False,,enpitsu,76561198039309853,25,-1732.0899658203125,-4256.8701171875,17.049999237060547,14179.3994140625,8716.099853515625,2.5999999046325684,-3.799999952316284,-2.5999999046325684,1194.4000244140625,255.0,128.0,,0.01678273368206773,0.6231364165143919,-0.00017772253581225224,True,146.0,False,2,False,2,,games5425898691,bf81d8692db,18.0,2156.0400390625,-3163.56005859375,17.010000228881836,-3802.7999877929688,-8444.89990234375,2.0999999344348907,0.5000000074505806,-1.0999999940395355,-489.39998626708984,0.0,128.0,0.009882076251566525,-2.049886635316465,0.0002017313633167492,True,242.0,False,4,4,False,,
4,504,12,False,False,0,8378.375561244238,2310.1201171875,-2600.669921875,301.1300048828125,5383.900146484375,16400.50048828125,7946.199951171875,3270.2999877929688,-3847.9000854492188,-3240.0,0.0,0.6476746254555582,-1.815222689163177,-2.2133703581209794,2535453495843033,RicadoL17,53.0,2199.989990234375,-2785.610107421875,194.64999389648438,4222.799987792969,20251.700439453125,1745.2999877929688,-2582.3001098632812,4790.4998779296875,794.8999786376953,254.0,128.0,,0.37460717636997254,0.5518453231561683,0.1912498956679213,False,0.0,False,10,7,False,,76561198367242731,-YIYO-,48.0,3122.840087890625,-2401.550048828125,16.989999771118164,-12090.799560546875,7378.499755859375,4.600000083446503,-0.09999999776482582,0.0,-402.20001220703125,237.0,128.0,,0.009592501753356835,2.5545399128812254,0.00020596055154953677,True,6,6,97.0,False,False,,enpitsu,76561198039309853,25,2210.010009765625,1204.81005859375,17.049999237060547,-4369.4000244140625,14085.400390625,2.5,-0.29999999329447746,0.7999999821186066,69.60000038146973,255.0,128.0,,0.016770949674495637,1.8799668014213406,-9.693819931504369e-05,True,177.0,False,2,False,2,,games5425898691,bf81d8692db,18.0,1533.050048828125,-3088.760009765625,17.010000228881836,-2174.7999572753906,12275.699462890625,0.09999999776482582,-0.09999999776482582,0.0,-2354.4000244140625,255.0,0.0,0.009551286238877058,1.6841992908179433,1.487541510507059e-05,True,157.13679994818983,True,6,6,False,,
5,583,15,False,False,1,8198.438885273992,-3993.14990234375,-1441.0799560546875,236.42999267578125,11049.599609375,9016.300048828125,8076.6998291015625,1980.0,-3217.9998779296875,4660.799865722656,1.0,0.28001375224918845,-0.19111102241035813,0.7578546229088875,76561198039309853,enpitsu,25.0,-3764.409912109375,-1547.219970703125,123.41999816894531,-14737.60009765625,13894.200439453125,-156.09999656677246,-4981.600036621094,-1772.7000427246094,1513.5000610351562,255.0,128.0,,-1.01770555062913,-2.2831710106663556,2.9586832768006395,True,114.0,False,4,3,False,,bf81d8692db,games5425898691,18.0,-3650.3798828125,-1559.5400390625,19.139999389648438,8206.599731445312,-15048.599853515625,394.7999954223633,-184.40000534057617,909.1000366210938,2175.8999633789062,255.0,255.0,,0.00993157423088517,-2.113141469295044,-0.14422335103001924,True,6,6,49.0,False,False,,-YIYO-,76561198367242731,47,-3594.280029296875,-741.97998046875,17.020000457763672,11577.39990234375,-5011.400146484375,6.700000166893005,-16.100000143051147,14.800000190734863,2176.300048828125,204.0,248.0,,-0.009183652313141543,-2.7955455057521257,0.0010620688702987124,True,56.0,False,6,False,6,,RicadoL17,2535453495843033,53.0,-3590.169921875,-1040.9300537109375,17.010000228881836,3692.3001098632812,-11207.900390625,2.199999988079071,0.29999999329447746,-1.1999999731779099,-2230.5999755859375,255.0,0.0,-0.009534474196614821,-1.8495690285616253,-0.00014154641219811905,True,,False,10,8,False,,
6,654,17,False,False,0,6300.1959950162,1231.9200439453125,-789.9600219726562,120.94999694824219,-11098.399658203125,8001.500244140625,398.80001068115234,2248.8999938964844,5480.4998779296875,951.6000366210938,0.0,0.2989505395532289,-3.1318691464507595,1.9138260030546035,76561198367242731,-YIYO-,47.0,1317.0999755859375,-919.5700073242188,17.020000457763672,-12533.199462890625,3038.2000732421875,0.7000000029802322,1.2999999523162842,-0.29999999329447746,209.79999542236328,255.0,128.0,,0.009559613574319422,2.9221905270236217,-8.141540215745865e-05,True,87.0,False,6,6,False,,2535453495843033,RicadoL17,53.0,2898.43994140625,145.47000122070312,78.22000122070312,1990.5000305175781,-18521.800537109375,2633.2000732421875,5491.400146484375,-217.99999237060547,-215.0,255.0,128.0,,0.4627922805239511,-1.6295500602498394,-0.008397261351930776,False,12,9,,False,False,,enpitsu,76561198039309853,25,1772.8699951171875,-426.0299987792969,17.030000686645508,-21171.298828125,-6579.4000244140625,5.400000214576721,-1.1999999731779099,-0.3999999910593033,-1479.7000122070312,255.0,128.0,False,0.016855680523558084,-2.86520943355356,-0.00029744292579743213,True,182.0,False,4,False,4,,games5425898691,bf81d8692db,18.0,1815.97998046875,5079.6201171875,86.66000366210938,-10743.900146484375,-48.00000190734863,52.30000019073486,72.1999979019165,-1724.1000366210938,969.7000122070312,255.0,237.0,0.010611200500350167,3.1298472716472574,-1.0407480284273898,True,255.0,False,6,6,False,,
7,663,18,False,False,1,4898.710170124998,-839.1900024414062,558.9000244140625,120.31999969482422,22225.70068359375,1327.1000671386719,4903.2000732421875,895.1000213623047,-5693.699951171875,-1667.4000549316406,1.0,1.0874560904001607,1.8608811285955815,0.1936971125946155,76561198039309853,enpitsu,25.0,-1099.3599853515625,489.3800048828125,17.030000686645508,21262.80029296875,-950.5999755859375,5.0,-0.9000000357627869,-0.29999999329447746,-131.5999984741211,255.0,128.0,False,-0.016826176046253805,-3.083216730315872,0.00010782591925717309,True,182.0,False,4,4,False,,bf81d8692db,games5425898691,18.0,-1424.3299560546875,-5044.7099609375,48.650001525878906,12177.80029296875,1463.3999633789062,-1125.0,1409.4999694824219,29.000000953674316,-223.60000610351562,255.0,128.0,,-0.10110683407770003,3.0342903353383006,-0.6518069630345944,True,6,6,255.0,False,False,,-YIYO-,76561198367242731,47,-845.5,774.0,49.22999954223633,13011.8994140625,-6259.000244140625,3549.4000244140625,220.40000915527344,346.6999816894531,-1918.699951171875,255.0,26.0,,-0.01966530594610746,-2.5436003203377933,0.0004475375092858395,True,72.0,False,8,False,6,,RicadoL17,2535453495843033,53.0,-2961.419921875,442.1300048828125,97.01000213623047,-1987.5,18518.800048828125,-162.90000915527344,-5489.7998046875,328.8999938964844,-61.79999828338623,254.0,128.0,-0.387845968276121,-1.5155453972940856,-3.129399343871155,True,,False,12,9,False,,
8,665,18,False,False,0,5924.293853948217,730.8300170898438,-556.5499877929688,145.99000549316406,-18478.1005859375,17568.599853515625,8393.599853515625,4726.400146484375,1475.8000183105469,3388.5000610351562,0.0,-1.0904368883869389,-1.3896933034376604,-0.36265438925570265,76561198367242731,-YIYO-,47.0,780.8099975585938,-737.3099975585938,66.02999877929688,-12499.200439453125,12683.299560546875,3223.0999755859375,-2457.2000122070312,-790.6999969482422,-2304.199981689453,255.0,28.0,,0.06546680180395213,2.438453904979676,0.010089133498802754,True,72.0,False,8,7,False,,2535453495843033,RicadoL17,53.0,2976.360107421875,-580.8200073242188,95.83000183105469,1990.0999450683594,-18469.7998046875,-154.89999771118164,5489.7998046875,-328.80001068115234,-61.79999828338623,255.0,128.0,,-0.15472599414713117,1.5092072380421835,-3.130163869769338,True,12,9,,False,False,,enpitsu,76561198039309853,25,910.9099731445312,-478.4200134277344,16.170000076293945,-20321.8994140625,897.2000122070312,112.39999771118164,-107.89999961853027,228.70000839233398,992.0999908447266,255.0,128.0,False,0.030486432345889675,3.098686315018112,-0.005905142272601555,True,182.0,False,4,False,4,,games5425898691,bf81d8692db,18.0,1424.3299560546875,5044.7099609375,48.650001525878906,-12177.80029296875,-1463.3999633789062,-1125.0,-1409.4999694824219,-29.000000953674316,-223.60000610351562,255.0,128.0,0.10110683407770003,-3.0342903353383006,-0.6518069630345944,True,255.0,False,6,6,False,,
9,809,23,False,False,1,9815.394704129327,2447.300048828125,-4552.02978515625,678.3800048828125,1239.1000366210938,8288.900146484375,5645.8001708984375,4017.5,-2133.5000610351562,3648.5000610351562,1.0,-0.5480683951929916,-1.2772560629839007,-2.1070218264484457,bf81d8692db,games5425898691,18.0,2409.409912109375,-4623.2998046875,508.1700134277344,9462.000122070312,2011.300048828125,1780.0999450683594,-1556.6000366210938,466.3999938964844,661.2000274658203,255.0,175.0,,1.1244046643677927,2.8790847660340058,-0.07001912758355404,True,198.0,False,8,6,False,,76561198039309853,enpitsu,25.0,1850.239990234375,-3555.239990234375,17.049999237060547,-12385.10009765625,-8526.300048828125,2.5999999046325684,0.29999999329447746,-0.0,0.0,255.0,128.0,False,-0.01676708660677483,-0.6029134204620279,2.143223142917892e-05,True,4,4,255.0,False,False,,-YIYO-,76561198367242731,47,1660.4200439453125,3793.530029296875,17.0,-3697.6998901367188,-15513.00048828125,3.1999999284744263,-0.09999999776482582,-1.0000000149011612,49.20000076293945,255.0,128.0,False,-0.009593595605706655,-1.3437043231797605,-0.00011112557058782111,True,244.0,False,8,False,8,,RicadoL17,2535453495843033,53.0,2132.47998046875,2773.610107421875,17.010000228881836,16001.8994140625,-12874.69970703125,2.0000000298023224,-0.9000000357627869,0.5000000074505806,-265.0,254.0,92.0,-0.009581172047770434,-2.465036090946545,-5.9408734309309394e-05,True,255.0,False,16,14,False,,
