,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,179,0,False,False,0,5234.062367758934,-55.09000015258789,-26.06999969482422,122.19999694824219,-10779.7998046875,5413.699951171875,2962.7999877929688,2301.3999938964844,-2032.7000427246094,3851.7001342773438,0.0,-0.029880365413683264,0.13615244237390672,0.11001433074330212,76561198039309853,enpitsu,25.0,-4.559999942779541,-158.4600067138672,96.81999969482422,-633.1999969482422,4985.199890136719,2927.60009765625,-5486.6998291015625,-28.299999237060547,-380.09998321533203,255.0,128.0,,0.951752100131145,1.578641484265024,0.057479436290716696,True,1,31.0,False,2,False,,bf81d8692db,games5425898691,19.0,2792.669921875,-4137.77001953125,17.010000228881836,18652.19970703125,-5806.9000244140625,2.800000011920929,-0.3999999910593033,0.19999999552965164,1931.6000366210938,128.0,255.0,,0.009636224731968611,-0.23201946260842266,5.56599226540751e-05,True,255.0,False,False,False,False,,kilijo07,b6e31c8822b,6.0,10.520000457763672,122.04000091552734,89.13999938964844,-669.4999694824219,-20746.0009765625,96.89999580383301,5471.9000244140625,-409.1999816894531,-373.8999938964844,128.0,128.0,,1.2882688144675083,-1.6470399546241055,-0.0074818875360240095,True,4,3,False,31.0,False,,Epoc†,76561198139098209,5.0,0.0,2343.570068359375,17.059999465942383,0.0,-13918.699951171875,1.899999976158142,0.3999999910593033,0.0,0.0,255.0,,,0.016700938006329092,-1.5707744773734629,1.8233131328748382e-07,True,116.0,False,False,False,False,
1,180,0,False,False,1,5185.726154252336,71.43000030517578,20.25,125.55000305175781,13161.700439453125,4691.199951171875,948.0000305175781,1566.9000244140625,-290.5999946594238,-5600.7000732421875,1.0,0.04524678906547474,-0.121528460354439,0.11383202733389174,b6e31c8822b,kilijo07,6.0,-13.75,-93.47000122070312,93.91999816894531,203.50000381469727,2163.8999938964844,1105.6999969482422,-1927.2999572753906,944.5999908447266,-5063.900146484375,128.0,128.0,,-1.3154310144222499,-1.0947913723974965,-3.0840517000780365,True,3,31.0,False,4,False,,76561198139098209,Epoc†,5.0,-0.0,-2343.570068359375,17.059999465942383,-0.0,13918.699951171875,1.899999976158142,-0.3999999910593033,-0.0,0.0,255.0,,,-0.016700938006329092,1.5707744773734629,1.8233131328748382e-07,True,116.0,False,False,False,False,,enpitsu,76561198039309853,25.0,4.559999942779541,158.4600067138672,96.81999969482422,633.1999969482422,-4985.199890136719,2927.60009765625,5486.6998291015625,28.299999237060547,-380.09998321533203,255.0,128.0,,-0.951752100131145,-1.578641484265024,0.057479436290716696,True,2,1,False,31.0,False,,games5425898691,bf81d8692db,19.0,-2948.320068359375,4171.7998046875,17.010000228881836,-18657.19970703125,2675.4000854492188,2.800000011920929,0.29999999329447746,0.19999999552965164,1957.5999450683594,255.0,255.0,,-0.009636496609907907,0.06980759166692989,2.518622344879899e-05,True,255.0,False,False,False,False,50.0
2,181,0,False,False,0,5223.122731626184,-140.5399932861328,-28.200000762939453,127.86000061035156,-16084.7998046875,3551.0000610351562,67.60000228881836,-174.0999984741211,1220.199966430664,1429.4000244140625,0.0,-0.005446262676043989,0.018890130665364685,0.07076302726851984,76561198039309853,enpitsu,25.0,-22.90999984741211,-135.9499969482422,111.8499984741211,-2429.7000122070312,1376.3999938964844,130.9000015258789,-4405.400085449219,-1152.5,3084.4000244140625,255.0,128.0,,1.4649250116976171,-1.4606701472653603,2.92968651618424,True,1,31.0,False,2,False,,bf81d8692db,games5425898691,19.0,2948.320068359375,-4171.7998046875,17.010000228881836,18657.19970703125,-2675.4000854492188,2.800000011920929,-0.29999999329447746,-0.19999999552965164,1957.5999450683594,255.0,255.0,,0.009636496609907907,-0.06980759166692989,2.518622344879899e-05,True,255.0,False,False,False,False,,kilijo07,b6e31c8822b,6.0,13.75,93.47000122070312,93.91999816894531,-203.50000381469727,-2163.8999938964844,1105.6999969482422,1927.2999572753906,-944.5999908447266,-5063.900146484375,128.0,128.0,,1.3154310144222499,1.0947913723974965,-3.0840517000780365,True,4,3,False,31.0,False,,Epoc†,76561198139098209,5.0,-0.5600000023841858,2227.010009765625,17.059999465942383,-321.5999984741211,-14011.199951171875,2.3000000417232513,0.5000000074505806,6.299999952316284,-759.4999694824219,255.0,0.0,,0.0167080667892713,-1.5840509987938913,-0.00014888351700960667,True,116.0,False,False,False,False,
3,231,1,False,False,1,5909.968519730872,2628.93994140625,-510.19000244140625,99.44999694824219,13886.99951171875,10535.30029296875,3818.599853515625,2680.4998779296875,1215.2999877929688,5228.499755859375,1.0,0.030848494626373475,-1.0855064646236594,-0.2765740247257286,76561198139098209,Epoc†,5.0,2473.1201171875,-697.1699829101562,17.059999465942383,19289.69970703125,6396.6998291015625,2.0000000298023224,2.0000000298023224,0.19999999552965164,971.8000030517578,255.0,255.0,,-0.016780046518152198,2.8350493443922975,0.000392327280292143,True,False,50.0,False,False,False,,b6e31c8822b,kilijo07,6.0,-235.32000732421875,546.3099975585938,17.010000228881836,-9088.599853515625,2096.9000244140625,3.0000001192092896,-0.19999999552965164,-0.0,2467.2999572753906,255.0,255.0,,-0.009515467275911352,0.1816633647096403,-2.7032992785978367e-05,True,31.0,False,4,False,4,,enpitsu,76561198039309853,25.0,748.8400268554688,60.58000183105469,17.049999237060547,9357.999877929688,-436.8000030517578,3.1999999284744263,-0.7999999821186066,0.09999999776482582,-23.599998950958252,255.0,255.0,,-0.016661076176506702,-3.091754501063524,7.582179124494483e-05,True,2,2,False,31.0,False,,games5425898691,bf81d8692db,19.0,-2895.25,2806.280029296875,17.030000686645508,12512.099609375,7847.9998779296875,0.0,-2.8999999165534973,-2.0999999344348907,1052.9000091552734,255.0,128.0,,-0.009603739045920365,2.512539544624403,-0.00017174226716890902,True,235.0,False,False,False,False,
4,257,2,False,False,1,5556.987811907969,3947.25,495.6499938964844,172.07000732421875,10730.0,12967.5,5440.7000732421875,-848.7999725341797,3524.7000122070312,3999.1000366210938,1.0,0.1769333161196046,-0.6308903801017804,-0.05064913046207409,76561198139098209,Epoc†,5.0,3922.800048828125,405.5899963378906,33.09000015258789,10074.600219726562,12556.600341796875,3245.8999633789062,-278.99999618530273,-5492.80029296875,-22.699999809265137,255.0,128.0,,0.22779299250941704,2.2679567790294843,-0.2536950261626035,True,False,245.6094798477747,True,False,False,,b6e31c8822b,kilijo07,6.0,-1302.1700439453125,83.54000091552734,17.010000228881836,-14773.800048828125,-5382.8997802734375,2.199999988079071,-1.4000000059604645,-0.5000000074505806,-1726.6000366210938,255.0,13.0,,-0.00959075755530653,-0.30500358128006305,-0.00014702312392304203,False,0.0,False,4,False,4,,enpitsu,76561198039309853,25.0,1663.4000244140625,584.9099731445312,17.049999237060547,9401.300048828125,8856.099853515625,3.100000023841858,0.19999999552965164,0.7000000029802322,0.09999999776482582,255.0,255.0,,-0.016700976878229228,2.386007222852958,-6.43253238151033e-05,True,2,2,False,61.0,False,,games5425898691,bf81d8692db,20.0,-1936.989990234375,3718.8701171875,17.030000686645508,8644.400024414062,11706.700439453125,0.0,-1.7000000178813934,-2.0999999344348907,572.2999954223633,255.0,128.0,,-0.009580606045253811,2.188062516110413,6.053418511243894e-05,True,235.0,False,False,False,False,
5,322,5,False,False,1,2987.594275652981,3432.419921875,3561.300048828125,955.8900146484375,-8124.5001220703125,10465.50048828125,-3854.8001098632812,-1111.6000366210938,-50.79999923706055,1079.000015258789,1.0,1.358687714106646,-0.21726101543413368,-0.2812301440323422,76561198139098209,Epoc†,5.0,3633.530029296875,3520.719970703125,1047.530029296875,-6615.5999755859375,16232.19970703125,-2293.300018310547,-211.39999389648438,464.70001220703125,1939.7999572753906,128.0,128.0,,-0.1769715991427035,0.3165960893296562,-1.273017811445572,True,False,176.73307544441633,True,4,False,,b6e31c8822b,kilijo07,6.0,-3690.159912109375,959.8200073242188,16.860000610351562,10299.69970703125,7723.2000732421875,41.70000076293945,38.69999885559082,61.10000133514404,-2286.6000366210938,255.0,0.0,False,-0.008003941317586234,2.5641188885971604,-0.004077616854878879,True,255.0,False,4,False,4,,enpitsu,76561198039309853,25.0,1011.3400268554688,3211.39990234375,17.049999237060547,-7367.1002197265625,11961.400146484375,3.6000001430511475,0.5000000074505806,-0.3999999910593033,-1560.8999633789062,255.0,0.0,,-0.01676431424309147,1.0286748529555796,-0.000258653577107777,True,2,2,False,153.0,False,,games5425898691,bf81d8692db,20.0,6.039999961853027,5112.47021484375,17.030000686645508,11059.300537109375,-2886.9000244140625,0.0,-1.7000000178813934,0.29999999329447746,-156.99999809265137,255.0,128.0,,-0.009549852296655944,-2.8663364925709627,0.00017504863949596516,True,235.0,False,False,False,False,
6,362,6,False,False,0,10272.604435941352,-2500.60009765625,-5006.509765625,288.8699951171875,-14150.30029296875,13633.199462890625,6796.199951171875,2521.3999938964844,1451.199951171875,5247.5,0.0,1.142959414930373,0.30818832711133065,3.0660561695468016,76561198039309853,enpitsu,25.0,-2379.580078125,-4882.64013671875,200.6699981689453,-22280.30029296875,-5506.500244140625,1233.0000305175781,124.79999542236328,3662.0001220703125,-1704.9000549316406,128.0,128.0,,-0.21743997557635655,-2.677106738900029,-0.12829566041513357,True,2,94.0,False,4,False,,bf81d8692db,games5425898691,20.0,-2299.47998046875,-4939.740234375,189.27999877929688,-21939.19921875,-3910.1998901367188,542.0000076293945,2940.4998779296875,-4620.899963378906,500.49999237060547,255.0,156.0,,0.5570384529719711,-2.746032269745501,-0.22505359052160273,True,168.66183236081113,True,3,False,4,,kilijo07,b6e31c8822b,6.0,1845.81005859375,-1102.31005859375,17.020000457763672,-13062.2998046875,5292.1002197265625,1.4000000059604645,0.7999999821186066,-0.19999999552965164,-51.10000133514404,255.0,128.0,False,0.009593932763197602,2.749362920496674,9.058041444786583e-05,True,4,4,False,255.0,False,,Epoc†,76561198139098209,5.0,-2587.110107421875,-4870.419921875,15.119999885559082,-115.60000419616699,10145.700073242188,308.8999938964844,-272.99999237060547,-239.69999313354492,2149.7000122070312,255.0,255.0,,-0.004661090043900793,1.597288023174015,0.016625444722882958,True,174.0,False,4,False,False,
7,482,11,False,False,1,6657.471600594299,3511.5,-982.1799926757812,259.29998779296875,2734.5999145507812,-10905.899658203125,991.2000274658203,2531.9000244140625,2667.9998779296875,4740.199890136719,1.0,0.39315001916606657,1.0904764650432808,2.0533140855885406,76561198139098209,Epoc†,5.0,3401.330078125,-977.969970703125,165.97000122070312,-2620.10009765625,-13539.7998046875,2582.6998901367188,-728.3000183105469,140.50000190734863,-0.5000000074505806,128.0,128.0,,0.3532666929834226,-1.3791953457128556,0.00019536937274935675,True,False,140.0,False,6,False,,b6e31c8822b,kilijo07,6.0,-403.4800109863281,-4195.830078125,17.020000457763672,-1781.300048828125,-13985.799560546875,1.4000000059604645,-0.0,-0.5999999865889549,197.60000228881836,255.0,168.0,False,-0.009599265346207638,-1.4420582303468077,6.932350197472427e-05,True,255.0,False,4,False,4,,enpitsu,76561198039309853,25.0,3099.389892578125,4244.60986328125,17.059999465942383,4485.0,11681.300048828125,3.100000023841858,-0.29999999329447746,-1.0999999940395355,3042.3001098632812,255.0,255.0,False,-0.016735037268700168,1.7702205232973778,0.00012003535620244993,True,4,2,False,255.0,False,,games5425898691,bf81d8692db,20.0,1945.9300537109375,947.27001953125,16.989999771118164,-4026.6000366210938,-21964.7998046875,5.699999928474426,-0.9000000357627869,1.5999999642372131,1718.800048828125,255.0,173.0,,-0.009654676135848996,-1.463621277833864,-5.1802584338564037e-05,True,140.51616349784277,True,6,False,6,
8,533,12,False,False,0,3914.331381152919,-3966.68994140625,2712.47998046875,169.41000366210938,-20022.2998046875,20997.2998046875,7980.3997802734375,-3872.9998779296875,3740.7998657226562,264.3000030517578,0.0,0.22936137732254142,-2.245693613548255,1.2175462207654617,bf81d8692db,games5425898691,20.0,-3821.550048828125,2587.449951171875,75.33000183105469,-19448.399658203125,12111.700439453125,2015.5000305175781,281.5999984741211,554.7999954223633,-536.6999816894531,255.0,0.0,,-0.08467705401493489,2.603294845042731,0.0003780531382076688,True,6,96.21695460811736,True,8,False,,76561198039309853,enpitsu,25.0,-1887.9300537109375,-3604.27001953125,103.5,5110.5999755859375,16990.400390625,-164.79999542236328,-5352.0001220703125,1267.0999908447266,15.90000033378601,128.0,128.0,False,0.5373739097683793,-1.805021617412818,3.138220218362368,True,255.0,False,3,False,6,,kilijo07,b6e31c8822b,6.0,575.47998046875,5344.9599609375,17.190000534057617,6998.3001708984375,-6250.0,-140.10000228881836,-318.799991607666,-35.899999141693115,1199.1000366210938,5.0,0.0,False,-0.003286905686232383,2.4700702201251437,-0.010286461276632807,True,4,4,False,255.0,False,,Epoc†,76561198139098209,5.0,-3432.159912109375,3176.469970703125,17.059999465942383,-7916.099853515625,7467.8997802734375,2.3999999463558197,0.19999999552965164,0.0,3360.2999877929688,255.0,255.0,False,0.01673709951133602,2.8297241448387465,6.108506461789883e-05,True,140.0,False,6,False,False,
9,623,16,False,False,1,10032.606387087462,1321.25,-4883.58984375,855.97998046875,-15951.99951171875,13989.69970703125,524.0000152587891,-5895.0,1035.0,-421.30001068115234,1.0,-0.270350552032299,1.4812400298205601,1.5180631402846883,76561198139098209,Epoc†,5.0,1456.469970703125,-5066.85009765625,745.9199829101562,-12690.999755859375,3928.5000610351562,9890.399780273438,-1055.999984741211,-1324.7999572753906,1395.0999450683594,128.0,0.0,,0.6568076117237783,-0.04183816019029534,1.5950491734420187,True,False,44.0,False,8,False,,b6e31c8822b,kilijo07,6.0,796.219970703125,-4959.93994140625,478.5299987792969,13320.30029296875,1664.2999267578125,4382.200012207031,629.900016784668,2064.4000244140625,-165.0,255.0,95.0,,0.8606427790854201,-2.934567055835749,0.26993509386243536,True,167.42116144908374,True,4,False,6,,enpitsu,76561198039309853,25.0,81.73999786376953,-1676.5400390625,17.040000915527344,7247.2998046875,-7045.30029296875,5.0,0.19999999552965164,-0.29999999329447746,-1320.5999755859375,255.0,0.0,,-0.016679021718938567,-2.4143758639202644,-0.0005688257306140839,True,6,4,False,246.0,False,,games5425898691,bf81d8692db,19.0,2227.179931640625,-2991.199951171875,100.7699966430664,-6215.0,17495.400390625,-725.1000213623047,-4026.099853515625,-826.9999694824219,-19.40000057220459,255.0,128.0,,1.041203133423795,1.3875736724899819,0.014358178610215705,True,81.0,False,10,False,8,
