,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_1_handbrake
0,170,0,False,False,0,5160.333722620338,-37.31999969482422,51.61000061035156,94.38999938964844,-15164.89990234375,22348.701171875,1143.3000183105469,-4573.500061035156,-3833.0999755859375,-150.600004196167,0.0,-0.09582539815483969,0.001736425128187237,-0.11450139293846079,3894708226929870803,TtvAIMZORDD,14.0,136.72000122070312,-201.9499969482422,64.30999755859375,-12940.6005859375,15091.500244140625,5934.6002197265625,-788.1999969482422,-672.3000335693359,-94.20000076293945,255.0,128.0,,0.057112281990984386,2.2717205851528863,-0.00035129426784814784,True,4,0.0,False,3,False,,76561198171046942,Chaos,17.0,-2377.389892578125,-4239.830078125,17.010000228881836,-18800.899658203125,-1002.9000091552734,2.0999999344348907,4.699999988079071,0.19999999552965164,-722.9000091552734,255.0,0.0,,0.00959143405536658,-3.085959037448636,-4.0751966587779926e-05,True,31.0,False,False,False,False,,games5425898691,bf81d8692db,17,29.68000030517578,533.52001953125,21.979999542236328,-186.39999389648438,-19108.00048828125,2999.2999267578125,0.0,-0.7999999821186066,-1906.3999938964844,255.0,23.0,0.009575836617197775,-1.656445914187289,-5.603763113462102e-06,True,22.0,False,3,False,False,,enpitsu,76561198039309853,25.0,0.0,4299.0,17.049999237060547,0.0,-8012.5,2.5,0.7999999821186066,0.0,0.0,255.0,,,0.01657886400266924,-1.5707734616717544,1.9008308811915387e-07,,False,False,False,107.0,False,,
1,172,0,False,False,1,5358.292094293162,215.5399932861328,-174.91000366210938,109.13999938964844,36999.19921875,2626.7999267578125,3837.7999877929688,2447.100067138672,604.7000122070312,-5444.7998046875,1.0,0.35177271965114865,0.18012165502302072,-0.5184733259664412,bf81d8692db,games5425898691,17.0,-13.109999656677246,-325.3900146484375,56.810001373291016,7079.7998046875,21596.10107421875,3130.7998657226562,-1757.1000671386719,1739.7000122070312,-2221.300048828125,255.0,44.0,,-0.04971663291092194,1.8692684186192614,0.008637734428005741,True,4,22.0,False,False,3,,76561198039309853,enpitsu,25.0,-0.0,-4222.08984375,17.049999237060547,-0.0,8693.599853515625,2.5,-0.7999999821186066,-0.0,0.0,255.0,0.0,,-0.01659412397250795,1.57077358823421,1.8885914112205966e-07,,107.0,False,False,False,False,,Chaos,76561198171046942,17,2549.3798828125,4242.0400390625,17.010000228881836,18689.100341796875,-551.1000061035156,2.3999999463558197,-0.09999999776482582,-0.0,-2101.4999389648438,255.0,0.0,-0.009585691502519821,-3.054236869477234,-0.00022995215589009538,True,31.0,False,False,False,False,,TtvAIMZORDD,3894708226929870803,14.0,-26.899999618530273,74.06999969482422,115.45999908447266,11299.49951171875,-13150.30029296875,5264.1998291015625,342.40001678466797,-608.8000106811523,-3543.2000732421875,255.0,128.0,,-0.09541783840332303,-2.0854127386132446,0.03833086338907449,True,4,4,False,0.0,False,,True
2,269,3,False,False,0,5883.422847380764,-2516.989990234375,-515.7100219726562,248.8699951171875,3001.099853515625,22713.20068359375,14685.10009765625,5598.699951171875,2106.199951171875,-466.50001525878906,0.0,-1.3926178161792928,-1.6534407897606485,0.2660802273096878,76561198171046942,Chaos,18.0,-2553.030029296875,-696.260009765625,92.47000122070312,-2515.2999877929688,18932.5,314.3000030517578,-2393.0999755859375,1090.6999969482422,-4830.400085449219,128.0,128.0,False,1.1398881255441895,1.719126506215936,0.08635270273978897,True,4,193.0,False,False,3,,3894708226929870803,TtvAIMZORDD,16.0,-2776.699951171875,4329.41015625,17.010000228881836,-235.20000457763672,-2135.0,1.899999976158142,0.09999999776482582,-0.09999999776482582,-1335.5000305175781,255.0,0.0,,0.009492833798485683,-1.5044180038554218,-0.0001275767708773296,True,0.0,False,4,False,4,,games5425898691,bf81d8692db,17,-3460.239990234375,-941.75,94.36000061035156,-9353.699951171875,19519.300537109375,-579.5000076293945,-4271.099853515625,-998.0000305175781,-382.90000915527344,255.0,21.0,-1.0962722848190634,2.3534112047133244,-0.5065393699594931,False,0.0,False,6,False,6,,enpitsu,76561198039309853,25.0,-3130.1201171875,3294.219970703125,134.13999938964844,-686.1000061035156,-8340.900268554688,-1433.9999389648438,0.0,-1.899999976158142,182.00000762939453,128.0,128.0,False,0.01560101523993498,-1.105865825303812,0.000800387624692394,True,2,False,False,255.0,False,,
3,531,13,False,False,1,7891.913864961,1066.1199951171875,-2750.080078125,210.07000732421875,-3955.4998779296875,16531.199951171875,928.6000061035156,-3621.0000610351562,4751.7999267578125,-554.900016784668,1.0,0.09611674194089616,-1.6679336294862326,2.0680805251350143,76561198039309853,enpitsu,25.0,1164.780029296875,-2887.699951171875,292.0299987792969,3675.2999877929688,17308.800048828125,-158.29999923706055,-5369.1998291015625,1139.8999786376953,349.0999984741211,128.0,128.0,False,-0.12983773124889136,-1.3532788895177186,3.0774777094551147,True,6,128.0,False,False,4,,bf81d8692db,games5425898691,18.0,331.5400085449219,-4387.83984375,17.010000228881836,4014.2001342773438,8473.599853515625,2.0999999344348907,0.09999999776482582,0.7999999821186066,10.800000429153442,255.0,128.0,,-0.009521415096935314,2.01141050260207,-7.600778401332385e-05,True,,False,8,6,False,,Chaos,76561198171046942,18,2120.489990234375,-1387.510009765625,17.010000228881836,-6509.2999267578125,10044.099731445312,2.5,-0.0,-0.0,2362.2000122070312,255.0,255.0,-0.009541977592568411,0.9314657801729013,-7.83471505868301e-06,True,245.0,False,4,False,4,,TtvAIMZORDD,3894708226929870803,14.0,1080.2900390625,243.1699981689453,16.989999771118164,4570.5999755859375,-9373.300170898438,4.900000095367432,1.0000000149011612,-1.5999999642372131,-2220.500030517578,243.0,0.0,,-0.009530405998414478,-1.9947305004211864,-0.00018883330911765746,True,6,4,4,255.0,False,,False
4,561,14,False,False,0,4089.043446273082,-691.5700073242188,1056.0699462890625,142.80999755859375,-8068.800048828125,11232.19970703125,2830.1998901367188,4446.400146484375,-1079.3000030517578,3881.199951171875,0.0,-0.873585476272953,2.9200924473450556,1.8449634126223695,3894708226929870803,TtvAIMZORDD,14.0,-575.6300048828125,963.97998046875,123.72000122070312,8690.499877929688,13439.100341796875,188.1999969482422,-4442.60009765625,-2154.199981689453,2423.0999755859375,0.0,250.0,,0.3084089945622485,0.4758017786856937,-1.507955068134423,True,8,234.0,False,4,5,,76561198171046942,Chaos,18.0,-1125.02001953125,540.6400146484375,17.010000228881836,11392.7001953125,-4375.400085449219,2.0999999344348907,-2.5,1.1999999731779099,565.4000091552734,128.0,128.0,,0.009627870657570337,-0.3222973479839345,-0.00011669831911663343,True,245.0,False,4,4,False,,games5425898691,bf81d8692db,18,-1090.780029296875,3460.550048828125,17.010000228881836,-12413.299560546875,-835.5999755859375,2.3999999463558197,0.09999999776482582,0.0,-2335.800018310547,255.0,0.0,0.009554209895240825,-3.1404326551055664,2.1726052554621125e-05,True,,False,8,False,6,,enpitsu,76561198039309853,25.0,-1590.06005859375,934.0499877929688,15.149999618530273,-3153.2000732421875,-17500.6005859375,161.39999389648438,149.7000026702881,6.600000262260437,1396.7999267578125,255.0,255.0,False,0.019065631902094097,-1.7440505906324557,0.002694271208273326,True,6,False,4,128.0,False,,
5,619,16,False,False,1,8307.228985721635,2196.6298828125,-3064.780029296875,112.77999877929688,-10494.89990234375,12406.700439453125,9214.299926757812,3630.1998901367188,4643.900146484375,1120.199966430664,1.0,0.5649124793597965,-2.2054289231237245,1.5701757446463462,bf81d8692db,games5425898691,18.0,2314.070068359375,-3211.780029296875,17.010000228881836,-6696.7999267578125,9098.800048828125,2.0999999344348907,0.3999999910593033,-0.5000000074505806,630.2000045776367,255.0,158.0,,-0.00955265821275085,0.9101725867336272,-7.98674276793447e-05,True,8,,False,False,6,,76561198039309853,enpitsu,25.0,-132.4600067138672,-1472.510009765625,17.059999465942383,-8113.0999755859375,-11534.000244140625,1.1999999731779099,0.29999999329447746,0.09999999776482582,0.0,255.0,128.0,False,-0.016752461207257006,-0.9577588267616427,3.561417488130931e-05,True,158.0,False,6,4,False,,Chaos,76561198171046942,18,-1148.06005859375,476.9700012207031,60.16999816894531,-10012.60009765625,16466.199951171875,2777.7999877929688,-889.7000122070312,-534.7999954223633,-25.199999809265137,255.0,128.0,-0.05720054293658822,1.0307685857873143,3.6566617216515096e-05,True,185.0,False,6,False,4,,TtvAIMZORDD,3894708226929870803,15.0,-1440.0799560546875,-1932.52001953125,24.510000228881836,-3340.4998779296875,14516.600341796875,3039.1000366210938,-0.0,0.7000000029802322,-280.5999946594238,255.0,128.0,,-0.009582676433682649,1.3765227882735673,0.00022853910500421926,True,10,4,6,215.0,False,,False
6,705,19,False,False,0,5886.737270909651,812.2899780273438,-493.4200134277344,244.22000122070312,-6298.800048828125,26154.599609375,12436.600341796875,5234.7998046875,2931.7001342773438,35.299999713897705,0.0,0.9061775629044378,0.6256183472282033,-0.4712051483941199,3894708226929870803,TtvAIMZORDD,14.0,921.989990234375,-771.8200073242188,177.64999389648438,-8174.4000244140625,20062.5,2627.9000854492188,-2616.199951171875,256.200008392334,-1124.8999786376953,128.0,31.0,False,0.08124905313196049,2.2574440304095025,0.013702049524195108,True,12,168.73612064187245,True,4,9,,76561198171046942,Chaos,17.0,1423.1199951171875,-4615.830078125,16.989999771118164,-14795.799560546875,-1126.9999694824219,4.699999988079071,6.299999952316284,0.5000000074505806,-318.29999923706055,128.0,0.0,False,0.00963841117085133,-3.0218043358594007,-0.00021648858584946964,True,255.0,False,6,4,False,,games5425898691,bf81d8692db,17,1023.0999755859375,1329.800048828125,17.010000228881836,12473.599853515625,5343.699951171875,2.3000000417232513,-0.3999999910593033,-0.19999999552965164,2236.7999267578125,255.0,255.0,0.009569437910867631,0.47274672856485356,5.7658167534729e-05,False,31.0,False,8,False,6,,enpitsu,76561198039309853,25.0,1112.989990234375,2908.89990234375,17.059999465942383,957.3999786376953,-10939.7998046875,2.0000000298023224,0.29999999329447746,0.0,-2266.999969482422,255.0,0.0,False,0.016832760651820548,-1.5394633034235934,-3.332039953537744e-06,True,6,False,4,219.0,False,,
7,804,23,False,False,0,2143.903618494213,-1088.2099609375,3004.72998046875,330.57000732421875,5416.9000244140625,-6632.8997802734375,5267.60009765625,4246.199951171875,1689.2999267578125,-3887.7999877929688,0.0,0.5573965950352404,0.4593441648818717,2.007083587980638,3894708226929870803,TtvAIMZORDD,14.0,-1128.949951171875,3004.68994140625,190.47000122070312,-2436.999969482422,1025.5999755859375,-446.3999938964844,4792.200012207031,-291.299991607666,-731.8000030517578,0.0,154.0,False,0.5495135924567208,2.0145797289627274,0.4119478623223348,True,14,168.0,False,4,12,,76561198171046942,Chaos,17.0,-2698.699951171875,-1576.199951171875,17.010000228881836,-7619.4000244140625,-8410.0,2.5999999046325684,-0.7000000029802322,-0.7000000029802322,-2821.400146484375,255.0,0.0,False,0.009553218998644777,-2.43477064554238,-0.0001617033505391991,True,252.0,False,8,6,False,,games5425898691,bf81d8692db,17,974.1400146484375,4922.10986328125,17.010000228881836,-15770.0,3595.10009765625,2.0999999344348907,0.7000000029802322,0.09999999776482582,-32.99999952316284,255.0,128.0,0.00962663281239618,2.912853583142351,8.341575126251181e-05,True,242.0,False,10,False,8,,enpitsu,76561198039309853,26.0,-926.7000122070312,3302.199951171875,195.08999633789062,-3202.2000122070312,-17364.599609375,1792.1000671386719,4429.2999267578125,3174.8001098632812,742.7999877929688,255.0,128.0,False,0.526424754198329,-1.8511280545212596,-0.48934649297322724,True,8,False,5,182.0,False,,
8,861,25,False,False,1,6859.218515812196,6.659999847412109,-1661.3199462890625,139.61000061035156,-4553.999938964844,28651.8994140625,8519.7998046875,1309.1999816894531,-3429.4000244140625,-522.0999908447266,1.0,-0.6648617157508703,-0.6911527570149057,2.056271881389876,bf81d8692db,games5425898691,17.0,33.810001373291016,-1989.1199951171875,45.369998931884766,-2477.2999572753906,22626.99951171875,3298.599853515625,-82.5,3.6000001430511475,-51.90000057220459,255.0,249.0,,-0.010978818193003562,1.4993292138519683,0.000621515122220774,True,11,126.01831382064408,True,False,8,,76561198039309853,enpitsu,25.0,1627.219970703125,239.02000427246094,17.049999237060547,12262.39990234375,10147.100219726562,3.1999999284744263,-0.0,-0.0,-2065.500030517578,255.0,0.0,,-0.016760701423762726,2.5176499522074955,3.3118054850125514e-06,False,178.77838272945854,True,8,6,False,,Chaos,76561198171046942,17,2415.06005859375,1576.9599609375,17.010000228881836,-6829.4000244140625,10228.800048828125,2.0999999344348907,0.19999999552965164,-0.7999999821186066,-5.699999928474426,255.0,128.0,-0.009542925251246134,0.983068012544347,7.412736017480838e-05,True,252.0,False,8,False,6,,TtvAIMZORDD,3894708226929870803,15.0,642.6900024414062,-3359.969970703125,17.010000228881836,-10496.400146484375,9376.599731445312,0.09999999776482582,-0.29999999329447746,-0.0,-2242.5,255.0,0.0,False,-0.009557594718604925,0.7975936973449325,-5.501566624355882e-06,True,14,4,12,124.06385379709224,True,,
9,969,29,False,False,0,8668.778045931334,1525.47998046875,-3183.7099609375,175.86000061035156,13255.50048828125,-17714.000244140625,9972.80029296875,-3651.400146484375,-2490.0,-4057.9000854492188,0.0,0.8769768737933856,1.8132882244898179,1.0346700513571832,3894708226929870803,TtvAIMZORDD,15.0,1405.31005859375,-2986.330078125,54.13999938964844,18683.1005859375,-12937.39990234375,3179.8001098632812,292.90000915527344,565.2999877929688,1576.9999694824219,204.0,128.0,False,0.03255040388731313,-0.41847217432327594,0.0009034137409000156,True,16,80.0,False,4,12,,76561198171046942,Chaos,18.0,3115.489990234375,-4791.759765625,67.1500015258789,-2483.699951171875,9470.999755859375,-6720.0,3162.2000122070312,3306.9000244140625,318.99999618530273,255.0,128.0,False,0.586449568080857,1.9099174348834633,-0.2706624658710123,True,212.0,False,10,6,4,,games5425898691,bf81d8692db,17,1758.760009765625,-2394.35009765625,17.010000228881836,-3660.2999877929688,7553.900146484375,2.0999999344348907,-0.5999999865889549,-0.29999999329447746,0.0,0.0,128.0,0.009740307218479346,-1.119571529574438,-1.0984408316354701e-05,True,121.0,False,12,False,8,,enpitsu,76561198039309853,25.0,147.5399932861328,1753.1099853515625,15.8100004196167,17815.50048828125,3862.7999877929688,-421.30001068115234,1630.7000732421875,337.40001678466797,264.6999931335449,255.0,128.0,False,0.022329646822733227,0.2981221440239341,-0.01656540361856467,True,10,False,8,255.0,False,,
