,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,169,0,False,False,1,5279.433329348355,-43.2599983215332,-55.209999084472656,96.41999816894531,5320.9002685546875,7600.10009765625,2231.7999267578125,4762.699890136719,-2597.2000122070312,2563.2000732421875,1.0,-0.0809962054848652,-0.08633414589134104,-0.21670886348591017,2535427393068821,Knowlsey0503,8.0,-194.39999389648438,-256.4100036621094,125.26000213623047,13154.300537109375,18803.900146484375,-1541.300048828125,-4991.099853515625,2310.2000427246094,-35.69999933242798,254.0,126.0,,-0.7965175824939228,1.9630079157843245,0.025862293677856214,True,18.0,False,4,False,3,,b9389b6b6db,Ranger4567,7.0,2858.639892578125,-3881.610107421875,17.049999237060547,12839.7998046875,-12766.500244140625,2.8999999165534973,-0.0,-0.09999999776482582,-1736.7999267578125,255.0,17.0,,-0.01677755117689273,-2.300334794808762,-2.8875526731738542e-05,True,0.0,False,False,False,False,,enpitsu,76561198039309853,25.0,115.27999877929688,177.89999389648438,96.97000122070312,-14452.900390625,-17681.700439453125,2722.3001098632812,3090.1998901367188,-2530.399932861328,-2.800000011920929,255.0,128.0,,-0.24986503113754546,-0.8845171517078458,-7.354534359633635e-05,True,False,2,0.0,False,1,,games5425898691,bf81d8692db,19.0,-2777.409912109375,3916.969970703125,17.010000228881836,-15887.80029296875,7522.1002197265625,2.3000000417232513,-0.5999999865889549,0.19999999552965164,-1914.1999816894531,255.0,0.0,,-0.009581398897145935,0.5053414887128977,-7.239427881994891e-05,True,False,False,False,0.0,False,
1,173,0,False,False,0,5133.021682692698,-32.209999084472656,80.18000030517578,93.44999694824219,-9374.69970703125,980.4000091552734,370.8000183105469,-2247.4000549316406,-182.5,-5355.999755859375,0.0,0.17558934774804977,-0.33965584012618016,-0.582940684695046,76561198039309853,enpitsu,25.0,-8.100000381469727,-76.05999755859375,150.86000061035156,3057.0001220703125,1304.4000244140625,889.4999694824219,-5189.000244140625,1822.8999328613281,12.100000381469727,255.0,128.0,,1.4757577452681776,1.0357897496244246,-0.21483121359235735,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,19.0,3033.3701171875,-4100.89990234375,17.010000228881836,11919.49951171875,-12126.199951171875,2.3000000417232513,0.29999999329447746,0.0,-1976.7999267578125,255.0,0.0,,0.009581425436083361,-0.8631103583904629,-2.310479822324343e-05,True,255.0,False,False,False,False,,Ranger4567,b9389b6b6db,7.0,-3035.360107421875,4120.35009765625,17.049999237060547,-8457.39990234375,15526.99951171875,2.8999999165534973,-0.19999999552965164,0.0,-1741.6999816894531,255.0,17.0,,0.016760949201403016,2.0099998763960367,-3.4437161438149833e-06,True,False,False,255.0,False,False,,Knowlsey0503,2535427393068821,8.0,117.44999694824219,149.97000122070312,112.66999816894531,-446.19998931884766,33.80000114440918,-70.19999980926514,3234.5001220703125,-4353.399963378906,-913.4999847412109,255.0,119.0,,0.8015410010215953,0.5772136667538096,-3.087811264036615,True,3,False,4,18.0,False,
2,247,2,False,False,1,5561.5613657115955,1797.8699951171875,-347.95001220703125,94.2300033569336,16660.2001953125,1446.300048828125,2425.8999633789062,1509.7999572753906,654.7000122070312,-1543.3000183105469,1.0,-0.40724094084006784,-2.8075670787843308,0.6430350795477681,2535427393068821,Knowlsey0503,8.0,1623.780029296875,-386.3399963378906,16.989999771118164,13412.900390625,1340.8000183105469,4.600000083446503,-4.699999988079071,-0.09999999776482582,831.9999694824219,255.0,128.0,,-0.009549940627365668,3.008959218007084,5.573414706191234e-05,True,0.0,False,4,False,4,,b9389b6b6db,Ranger4567,7.0,2156.6298828125,-2643.800048828125,17.030000686645508,7542.7001953125,18256.400146484375,5.0,-0.19999999552965164,-0.3999999910593033,0.0,255.0,128.0,,-0.016777649741040984,1.962600899840654,3.856788748865557e-05,True,190.0,False,False,False,False,,enpitsu,76561198039309853,25.0,774.9299926757812,-11.420000076293945,105.12999725341797,15226.700439453125,1023.0000305175781,-165.20000457763672,-369.50000762939453,5487.5,0.0,255.0,128.0,,-1.1741218495805905,-0.06710431803288482,3.1414479611804667,True,False,4,0.0,False,3,,games5425898691,bf81d8692db,19.0,-935.3300170898438,4894.7099609375,17.0,6651.099853515625,1494.6000671386719,3.3000001311302185,0.5000000074505806,-0.0,23.09999942779541,255.0,128.0,,-0.009523882200757628,2.917479569951149,-6.293057535336908e-05,True,False,False,False,255.0,False,
3,284,4,False,False,1,6098.077337549696,3907.510009765625,-162.5800018310547,115.66000366210938,3892.9000854492188,23963.5009765625,10854.69970703125,4788.0999755859375,3430.4000854492188,1142.6000213623047,1.0,0.9169972423919578,1.3957258954458593,0.5069191166227548,b9389b6b6db,Ranger4567,7.0,3954.429931640625,-293.8800048828125,46.22999954223633,6787.39990234375,17902.7001953125,3547.7999877929688,512.5,-3102.0001220703125,228.89999389648438,255.0,6.0,,0.17748478181138108,1.9162234793832102,-0.47344851099778096,True,155.0,False,False,False,False,,2535427393068821,Knowlsey0503,8.0,3084.050048828125,-65.97000122070312,17.0,12674.300537109375,2760.2999877929688,3.400000035762787,0.19999999552965164,0.09999999776482582,-137.89999961853027,216.0,125.0,,-0.009555975350202835,2.9288655869077456,-1.600869055226707e-05,True,,False,4,False,4,,enpitsu,76561198039309853,25.0,2942.929931640625,93.66000366210938,17.049999237060547,18321.300048828125,-3289.5001220703125,3.1999999284744263,1.0000000149011612,-0.0,-1914.1999816894531,255.0,255.0,,-0.016768052327222106,-2.9058943960235113,-0.00011107577966742241,True,False,4,,False,4,,games5425898691,bf81d8692db,20.0,-438.42999267578125,5008.31982421875,17.0,-4688.0999755859375,-1073.7000274658203,3.3000001311302185,0.7000000029802322,-1.2999999523162842,0.0,128.0,,,-0.00964185046739578,2.916393591989348,-4.442330323751257e-05,True,False,False,False,255.0,False,
4,372,7,False,False,1,1226.3086179524607,2042.699951171875,4705.35986328125,161.8800048828125,-25056.99951171875,13986.300048828125,-718.0000305175781,1476.4999389648438,-5208.4002685546875,-741.6999816894531,1.0,1.0966194876107862,1.5352808317323385,1.3977601646936215,b9389b6b6db,Ranger4567,7.0,2269.449951171875,4541.85986328125,73.83000183105469,-15398.499755859375,11363.1005859375,2750.1998901367188,-0.09999999776482582,0.29999999329447746,1.899999976158142,255.0,128.0,,-0.016804429378319042,0.6349386610752823,-3.0417922653754702e-05,True,236.0,False,4,False,False,,2535427393068821,Knowlsey0503,8.0,3237.93994140625,-3606.489990234375,52.560001373291016,-2341.9000244140625,-13273.900146484375,-2149.1000366210938,-4281.400146484375,-3424.4000244140625,-214.89999771118164,231.0,128.0,,-0.12821273879151304,-2.299774867511003,0.3148873273435085,False,31.0,False,6,False,4,,enpitsu,76561198039309853,25.0,2440.52001953125,4974.6298828125,21.299999237060547,-13219.49951171875,13039.89990234375,2127.4000549316406,5451.9000244140625,-454.90001678466797,564.900016784668,128.0,255.0,False,0.09501041668020271,0.8074704552295945,-0.13028434412381706,True,False,4,150.0,False,4,,games5425898691,bf81d8692db,20.0,181.38999938964844,5422.85986328125,19.719999313354492,3926.7999267578125,-4987.5,-196.70000076293945,-2.0000000298023224,42.39999771118164,-1001.6000366210938,255.0,29.0,,-0.039665633108440984,-2.271366674673499,0.025314871996968906,True,False,False,False,217.0,False,
5,493,11,False,False,0,9726.581680385938,3988.389892578125,-3271.25,566.97998046875,-5555.8001708984375,16321.300048828125,6395.2001953125,-427.7000045776367,5232.19970703125,-822.7999877929688,0.0,-0.2639113082903456,-0.19038435585455793,-0.7489373796907819,bf81d8692db,games5425898691,20.0,4048.030029296875,-3418.800048828125,499.0199890136719,-3302.39990234375,10845.50048828125,6114.000244140625,-2026.7999267578125,-1100.4000091552734,2790.4000854492188,255.0,216.0,,-0.44998736686353,1.617062668154411,-1.5467112444792868,True,149.0,False,4,False,False,,76561198039309853,enpitsu,25.0,63.84000015258789,-4928.08984375,17.059999465942383,-2353.800048828125,8035.10009765625,1.1999999731779099,-0.09999999776482582,0.7999999821186066,3.6000001430511475,255.0,128.0,False,0.016667013089987786,1.856349326085575,-7.063309224620654e-05,True,150.0,False,4,False,4,,Ranger4567,b9389b6b6db,7.0,766.8300170898438,-481.0,17.049999237060547,3813.699951171875,12505.999755859375,3.0000001192092896,0.09999999776482582,0.5000000074505806,-1928.8999938964844,128.0,12.0,,0.016868714688247754,1.2271406236980964,-7.002577887739472e-05,True,False,6,255.0,False,4,,Knowlsey0503,2535427393068821,8.0,3428.590087890625,3681.800048828125,17.010000228881836,5963.2000732421875,-10103.900146484375,2.3999999463558197,0.29999999329447746,0.0,-1825.2999877929688,12.0,0.0,,0.009923932516502507,-1.0988963746071787,-2.2985489870105127e-05,True,6,False,8,255.0,False,
6,557,14,False,False,1,6595.028673476472,-2738.39990234375,-363.2300109863281,281.7200012207031,10942.2998046875,22908.60107421875,-4417.300109863281,-5115.400085449219,-2615.0,-1730.0,1.0,0.4633266148390018,0.22898968193762476,-0.6139450048327393,2535427393068821,Knowlsey0503,8.0,-2801.52001953125,-517.4099731445312,256.30999755859375,7692.5,14991.500244140625,-3893.9999389648438,4045.4998779296875,1170.199966430664,-3537.5,255.0,,,-0.08943824180716321,2.751472515429091,0.0422376180105271,True,173.0,False,10,4,6,,b9389b6b6db,Ranger4567,7.0,-3487.8798828125,374.3399963378906,348.95001220703125,-15840.999755859375,6254.5001220703125,-154.49999809265137,-3171.400146484375,-40.900001525878906,4493.299865722656,,128.0,,0.7147507714993503,0.26596765828364793,-2.1299402540581793,True,206.0,False,8,False,5,,enpitsu,76561198039309853,25.0,-32.95000076293945,4248.6298828125,17.059999465942383,-3129.4000244140625,-6106.9000244140625,1.1999999731779099,0.5000000074505806,1.0000000149011612,-55.79999923706055,255.0,,,-0.01664789791492258,-1.0905971009906077,0.00011083658476555196,True,False,4,181.0,False,4,,games5425898691,bf81d8692db,20.0,-2559.18994140625,34.560001373291016,27.260000228881836,-1842.5,-13032.5,70.79999923706055,310.79999923706055,-847.5,1668.9999389648438,255.0,255.0,,-0.020933909470704486,-1.419717507214857,0.5231676292522908,True,4,False,4,149.0,False,
7,597,15,False,False,0,8043.28306390875,1430.260009765625,-2559.5400390625,144.27000427246094,3433.9999389648438,11111.500244140625,12963.699951171875,5333.0999755859375,-2735.4000854492188,-272.8000068664551,0.0,0.8608202108745272,0.5760287163444491,1.8615499705165355,76561198039309853,enpitsu,25.0,1400.4200439453125,-2679.43994140625,45.540000915527344,11011.400146484375,12900.6005859375,1120.6999969482422,-3483.0999755859375,-2818.0999755859375,3189.89990234375,255.0,255.0,,0.06095599900172335,1.052897187842467,-0.09601704615657758,True,118.0,False,6,False,5,,bf81d8692db,games5425898691,20.0,3326.260009765625,1157.199951171875,17.010000228881836,10517.5,-6888.699951171875,2.3999999463558197,0.19999999552965164,0.0,-2328.300018310547,255.0,0.0,,0.00955351186194095,-0.6465866857804066,-3.179915501498817e-05,True,149.0,False,4,False,4,,Ranger4567,b9389b6b6db,7.0,4071.5400390625,-335.6700134277344,213.10000610351562,-741.6999816894531,6691.9000244140625,-4686.000061035156,-2224.4000244140625,1468.699951171875,694.1000366210938,128.0,255.0,,0.6763467601184949,1.716369941760485,-1.3464499139117485,True,False,8,206.0,False,6,,Knowlsey0503,2535427393068821,8.0,2313.64990234375,15.859999656677246,17.010000228881836,891.2000274658203,7519.89990234375,2.0999999344348907,0.0,-0.7999999821186066,-12.300000190734863,238.0,128.0,,0.009528043478974344,1.4507508968849518,7.708497048515583e-05,True,6,4,10,173.0,False,
8,706,19,False,False,0,5060.858404591171,2708.179931640625,1587.22998046875,108.87999725341797,1448.2000732421875,5629.000244140625,7505.0,-5805.3997802734375,1493.6000061035156,-256.5999984741211,0.0,0.5952473604510188,-1.6158801729462076,-0.6503342694730965,76561198039309853,enpitsu,25.0,2640.8701171875,1379.800048828125,87.33999633789062,-2408.800048828125,12814.100341796875,2106.1000061035156,-4939.2999267578125,2238.3999633789062,-917.6999664306641,255.0,0.0,False,0.5012324748094295,2.008798875480876,0.4236366888710857,True,131.0,False,8,False,7,,bf81d8692db,games5425898691,20.0,1803.4200439453125,-4906.7001953125,17.010000228881836,-19992.7001953125,1160.0,1.899999976158142,-2.5999999046325684,-0.7999999821186066,101.09999656677246,255.0,128.0,,0.009541309458431176,3.0907718717318744,-0.00020472623217218717,True,255.0,False,4,False,4,,Ranger4567,b9389b6b6db,7.0,2857.06005859375,1804.800048828125,48.880001068115234,-12405.699462890625,-6866.5997314453125,3292.39990234375,278.99999618530273,-438.10001373291016,803.0999755859375,255.0,128.0,False,0.029781578653984758,-2.5619393800284156,-0.00013173011698199173,True,False,10,212.0,False,6,,Knowlsey0503,2535427393068821,8.0,2437.97998046875,1019.5700073242188,484.1099853515625,-270.40000915527344,-1173.6000061035156,-8848.900146484375,682.9000091552734,-98.90000343322754,-21.80000066757202,251.0,128.0,,1.5180015637156856,2.10565273485741,0.7075013490844609,True,6,6,12,57.0,False,
9,707,19,False,False,1,7639.501390851946,-2707.159912109375,-1596.4100341796875,135.99000549316406,7729.000244140625,17673.499755859375,12837.80029296875,4558.0999755859375,-2816.7001342773438,2699.7000122070312,1.0,-0.335769362368074,1.5999582609703646,-0.7510014759066886,b9389b6b6db,Ranger4567,7.0,-2788.10009765625,-1765.6700439453125,64.38999938964844,16545.10009765625,9729.500122070312,2965.5999755859375,-2592.39990234375,3773.699951171875,730.8000183105469,255.0,128.0,False,-0.11705481821816963,2.523851286782248,0.0012079083127463036,True,212.0,False,10,False,7,,2535427393068821,Knowlsey0503,8.0,-2435.679931640625,-1009.7899780273438,407.6600036621094,271.200008392334,1169.1000366210938,-9442.7001953125,-1485.3999328613281,240.79999923706055,-50.70000171661377,246.0,128.0,,-1.437462770663484,-1.6693582651893477,0.27261502135023385,True,57.0,False,12,6,6,,enpitsu,76561198039309853,25.0,-2620.43994140625,-1487.31005859375,99.69999694824219,2461.9000244140625,-12916.600341796875,336.8000030517578,4895.199890136719,-2359.499969482422,-847.7999877929688,255.0,0.0,False,-0.8198252246710703,-2.331882992289105,1.0863723605076154,True,False,8,131.0,False,7,,games5425898691,bf81d8692db,20.0,-1803.4200439453125,4906.7001953125,17.010000228881836,19992.7001953125,-1160.0,1.899999976158142,2.5999999046325684,0.7999999821186066,101.09999656677246,255.0,128.0,,-0.009541309458431176,-3.0907718717318744,-0.00020472623217218717,True,4,False,4,255.0,False,
