,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,166,0.0,False,False,1,5183.390406598721,15.569999694824219,31.93000030517578,103.9000015258789,10479.200439453125,24933.701171875,7911.400146484375,1448.800048828125,-2556.7999267578125,4067.2000122070312,1.0,-0.043407779710690056,-0.06731594339101517,-0.022689153775571003,bb62ab49f8b,KAPTAINE ZIZI,6.0,-63.59000015258789,-157.8699951171875,19.3799991607666,15522.2998046875,14711.600341796875,2986.099853515625,-8.500000238418579,0.3999999910593033,-1177.300033569336,255.0,21.0,False,-0.00925719176851088,2.404658224673188,-8.640818278842654e-05,True,4,False,5,0.0,False,,76561198195447007,Aeron,6.0,3065.919921875,-4156.72998046875,35.290000915527344,6310.3997802734375,-10119.299926757812,-3000.2999877929688,744.0000152587891,447.2999954223633,0.0,255.0,128.0,,-0.04769365485385304,1.0301373855673557,-0.006705798714345263,True,255.0,False,4,False,4,,enpitsu,76561198039309853,25.0,-175.10000610351562,437.3299865722656,80.5999984741211,14701.700439453125,-17487.7001953125,2635.8999633789062,3959.1000366210938,3328.3999633789062,0.0,255.0,128.0,,-0.191967947475693,-2.2698702657068215,5.410723302952858e-06,True,1,0.0,False,2,False,,games5425898691,bf81d8692db,24.0,3382.949951171875,2094.929931640625,17.010000228881836,5894.0997314453125,14133.199462890625,2.0000000298023224,0.7000000029802322,1.5999999642372131,449.39998626708984,255.0,167.0,,-0.00959972476104469,1.9330725457766613,-0.00018361513770453938,False,False,False,False,0.0,False,
1,168,0.0,False,False,0,5422.994908980968,-113.33999633789062,-226.22000122070312,172.9600067138672,-30418.30078125,-9458.800048828125,13535.0,3130.2999877929688,1629.9000549316406,4852.200012207031,0.0,0.254304143705257,0.5800953247646881,0.048194155127216386,76561198039309853,enpitsu,25.0,52.43000030517578,-291.4200134277344,99.9800033569336,-14732.80029296875,17524.7998046875,2069.499969482422,-4189.100036621094,-3562.7999877929688,-86.09999656677246,255.0,128.0,,0.7921365021164657,2.2596972876970334,-0.0060319537444453895,True,1,False,2,0.0,False,,bf81d8692db,games5425898691,24.0,-3425.18994140625,-2214.719970703125,17.010000228881836,-4372.799987792969,-14553.399658203125,2.199999988079071,-0.3999999910593033,-1.5000000596046448,1626.9000244140625,255.0,255.0,,0.009594681156570136,-1.8335757903400314,0.00010189828847155013,False,0.0,False,False,False,False,,KAPTAINE ZIZI,bb62ab49f8b,6.0,-53.119998931884766,53.02000045776367,37.66999816894531,-13806.600341796875,-12757.60009765625,2035.2000427246094,-454.50000762939453,2465.399932861328,-345.09998321533203,255.0,21.0,False,-0.16511564948979182,-2.372885708361283,-0.12143236237464697,True,4,0.0,False,6,False,,Aeron,76561198195447007,6.0,-3105.22998046875,4220.2001953125,18.06999969482422,-5345.5999755859375,8722.19970703125,-1685.5999755859375,-161.29999160766602,-196.5999984741211,-38.69999885559082,255.0,128.0,,0.0072015319078090065,-1.0335449580934704,0.0018953937293733018,True,False,4,4,255.0,False,
2,272,3.0,False,False,0,7862.209926021898,179.72999572753906,-2648.27001953125,109.69999694824219,3539.5999145507812,23070.6005859375,2002.7999877929688,5123.4002685546875,-3053.599853515625,652.0999908447266,0.0,-1.5129672035024724,-1.9030737170886196,2.3329397406949117,bf81d8692db,games5425898691,24.0,178.4199981689453,-2907.320068359375,17.010000228881836,7223.599853515625,16535.899658203125,-0.29999999329447746,-1.4000000059604645,-3.799999952316284,182.09999084472656,255.0,51.0,,0.009583378488345373,1.209608042693863,-0.00026845747215729313,True,False,False,False,217.417986805721,True,,76561198039309853,enpitsu,25.0,-3255.10009765625,-1577.5699462890625,92.43000030517578,-1713.6000061035156,-19211.8994140625,-154.7000026702881,5481.7999267578125,-446.30001068115234,1.899999976158142,128.0,128.0,,-1.1639234798991667,1.4904012452760709,3.1406559677404857,True,0.0,False,4,False,4,,KAPTAINE ZIZI,bb62ab49f8b,6.0,-3751.739990234375,594.0800170898438,15.800000190734863,11084.599609375,10305.0,195.20000457763672,5.899999737739563,196.70000076293945,-141.40000343322754,255.0,158.0,False,-0.0036310718895596005,0.7073121763710196,-0.021646666556536565,True,6,198.6087223791307,True,8,False,,Aeron,76561198195447007,6.0,750.8900146484375,3859.14990234375,17.010000228881836,12789.7998046875,-7586.300048828125,2.3000000417232513,0.19999999552965164,-0.09999999776482582,-2043.3999633789062,255.0,4.0,,0.009590970684710147,-0.5998374730856748,-4.6538316161345626e-05,True,False,6,6,255.0,False,
3,319,5.0,False,False,0,4495.404931569985,716.030029296875,943.5700073242188,93.16000366210938,2663.0999755859375,18884.49951171875,104.30000305175781,-3322.3001098632812,-1109.1999816894531,652.0999908447266,0.0,0.27818526682865913,1.861058586936887,-2.064496191349902,bf81d8692db,games5425898691,24.0,789.0900268554688,600.8900146484375,54.849998474121094,-6844.69970703125,21857.39990234375,2098.300018310547,-4072.3001098632812,-1615.3999328613281,647.9000091552734,255.0,128.0,,0.09183346191678825,1.9604672307481772,0.0005181397584794346,True,3,False,4,124.0,False,,76561198039309853,enpitsu,25.0,-2316.02001953125,-4076.830078125,17.059999465942383,16023.699951171875,-6135.5999755859375,1.2999999523162842,0.5000000074505806,0.0,33.59999895095825,255.0,255.0,,0.01676645365826847,-0.36176840634407836,-5.540221691519957e-05,True,,False,4,False,4,,KAPTAINE ZIZI,bb62ab49f8b,6.0,-2344.93994140625,3578.02001953125,16.989999771118164,10647.900390625,16413.299560546875,4.799999892711639,0.5000000074505806,0.5000000074505806,-1883.0999755859375,255.0,17.0,,0.009600322968227883,0.9355371892816576,-8.830891214235821e-05,True,6,157.0,False,8,False,,Aeron,76561198195447007,6.0,637.8599853515625,1136.5699462890625,67.70999908447266,3888.599853515625,-22433.798828125,3034.2001342773438,2253.300018310547,1613.8999938964844,2470.2999877929688,255.0,216.0,,0.08608714397786217,-1.463781764785331,-0.006123577834013772,True,False,8,7,198.0,False,
4,320,5.0,False,False,1,6349.258298666602,-814.9400024414062,-974.3900146484375,111.0999984741211,-35432.7001953125,-8361.199951171875,8896.099853515625,-3372.0999145507812,-1827.8999328613281,-4613.699951171875,1.0,-0.15554507735696066,-1.7583505043136902,-2.043669909245432,76561198195447007,Aeron,6.0,-637.8599853515625,-1136.5699462890625,67.70999908447266,-3888.599853515625,22433.798828125,3034.2001342773438,-2253.300018310547,-1613.8999938964844,2470.2999877929688,255.0,216.0,,-0.08608714397786217,1.463781764785331,-0.006123577834013772,True,7,False,8,198.0,False,,bb62ab49f8b,KAPTAINE ZIZI,6.0,2344.93994140625,-3578.02001953125,16.989999771118164,-10647.900390625,-16413.299560546875,4.799999892711639,-0.5000000074505806,-0.5000000074505806,-1883.0999755859375,255.0,17.0,,-0.009600322968227883,-0.9355371892816576,-8.830891214235821e-05,True,157.0,False,8,False,6,,enpitsu,76561198039309853,25.0,2168.97998046875,4132.64990234375,17.059999465942383,-16050.30029296875,6063.900146484375,1.2999999523162842,-0.5000000074505806,-0.0,8.899999856948853,255.0,255.0,,-0.016766492676581368,0.36013402232759084,-4.1700696403000036e-05,True,4,,False,4,False,,games5425898691,bf81d8692db,24.0,-726.8900146484375,-798.5900268554688,70.41000366210938,5989.5001220703125,-18717.099609375,906.6000366210938,4701.700134277344,-213.89999389648438,-2845.7000732421875,255.0,128.0,,-0.8077350112230364,-1.9601157166975656,0.08838606458548394,True,False,4,3,124.0,False,
5,384,7.0,False,False,1,8068.174953881615,-1215.010009765625,-2647.110107421875,385.3900146484375,-5768.4002685546875,20863.701171875,13823.499755859375,2430.0999450683594,3347.0999145507812,-4346.300048828125,1.0,0.04229804314499002,-0.5688633207295932,-1.538672049544724,bb62ab49f8b,KAPTAINE ZIZI,6.0,-1075.760009765625,-2807.590087890625,222.66000366210938,-13341.800537109375,18520.50048828125,2825.2999877929688,-1418.3999633789062,-1009.4000244140625,4459.100036621094,243.0,0.0,True,0.5673213543020391,-0.1592232859488585,-0.40866709864536055,True,7,False,10,133.7578495061526,True,,76561198195447007,Aeron,6.0,-148.52999877929688,-148.0,37.40999984741211,5207.5,370.49999237060547,-1072.9000091552734,539.900016784668,134.3000030517578,-1594.1000366210938,255.0,128.0,,0.32434228380866825,2.0618673691877794,0.010434817628750537,True,198.0,False,8,False,8,,enpitsu,76561198039309853,25.0,73.04000091552734,2891.8798828125,17.059999465942383,-338.1999969482422,2927.9000854492188,1.1999999731779099,-0.7000000029802322,-0.0,0.0,0.0,128.0,,-0.017049439244426336,-1.685889547381709,3.9686682507968586e-06,True,4,31.0,False,4,False,,games5425898691,bf81d8692db,24.0,65.91000366210938,-16.899999618530273,17.399999618530273,11919.100341796875,3466.4999389648438,-545.2999877929688,2222.2000122070312,813.4999847412109,2369.199981689453,255.0,226.0,,-0.007094403525689581,2.7091875319378556,-0.05198687648982771,True,False,4,4,49.0,False,
6,487,11.0,False,False,1,4171.277807064755,-3244.419921875,4633.56005859375,912.4299926757812,-120.69999694824219,-20250.899658203125,-3031.099853515625,5924.7998046875,-219.79999542236328,920.9999847412109,1.0,0.9938925452409564,-1.6195690928251607,0.8007138284460681,76561198195447007,Aeron,6.0,-3127.719970703125,4721.0,945.72998046875,-10539.300537109375,16703.399658203125,-1521.6999816894531,759.1999816894531,2122.2000122070312,5016.9000244140625,255.0,255.0,,-0.8808213256832097,-1.6852413344657533,1.4162647423691943,True,8,False,10,0.0,False,,bb62ab49f8b,KAPTAINE ZIZI,6.0,-3159.0400390625,1946.5799560546875,17.010000228881836,8370.599975585938,8892.2998046875,2.0999999344348907,1.7000000178813934,2.0000000298023224,-934.1999816894531,255.0,115.0,False,-0.009547553257889793,2.353391849402245,-4.3528800981697704e-05,True,255.0,False,10,False,8,,enpitsu,76561198039309853,25.0,-3112.969970703125,4145.64013671875,17.059999465942383,-1886.199951171875,115.60000419616699,1.2999999523162842,-0.3999999910593033,-0.3999999910593033,0.0,255.0,128.0,,-0.016295874385501407,-3.080204487703904,3.3999144377008556e-05,True,4,255.0,False,4,False,,games5425898691,bf81d8692db,24.0,3035.7099609375,3717.580078125,16.989999771118164,7423.499755859375,-15627.7001953125,4.799999892711639,0.09999999776482582,-0.0,-1967.5,255.0,0.0,,-0.009574982878363078,-1.9439338638459425,-9.40109480612416e-06,True,False,6,6,31.0,False,
7,583,15.0,True,True,0,5793.232423808004,3266.340087890625,1110.550048828125,189.10000610351562,-13755.2001953125,20081.700439453125,5151.099853515625,-4755.7000732421875,1168.1999969482422,864.5999908447266,0.0,1.2339527225560163,2.0706602955740827,1.3888979043528433,76561198039309853,enpitsu,25.0,3474.080078125,903.6099853515625,96.23999786376953,-8134.0997314453125,20776.79931640625,5527.80029296875,-6.9999998807907104,11.499999761581421,1597.8999328613281,128.0,128.0,,0.016534575411430833,2.372180717029745,0.0022978571166083848,True,4,2,6,70.0,False,,bf81d8692db,games5425898691,24.0,-214.52999877929688,197.33999633789062,16.1299991607666,4030.2999877929688,19440.999755859375,126.00000381469727,69.20000076293945,12.899999618530273,1345.0,255.0,242.0,,0.013772777901837053,1.383009843072053,-0.0016878346474743977,True,15.376232149780437,True,8,False,8,,KAPTAINE ZIZI,bb62ab49f8b,6.0,2968.8798828125,399.94000244140625,86.63999938964844,-6480.8001708984375,21871.201171875,-96.09999656677246,-4880.7000732421875,-2532.2000122070312,-129.0999984741211,246.0,128.0,True,0.6884638337980225,-1.1013348373455754,-3.1170911830120147,False,11,155.0,False,14,False,,Aeron,76561198195447007,6.0,2276.56005859375,-1469.010009765625,79.55999755859375,-4869.5001220703125,21685.10009765625,358.4000015258789,-5380.5999755859375,-1139.1999816894531,33.19999933242798,255.0,159.0,,1.2049304493023376,1.7952975886594302,0.005831054863116788,True,False,14,11,,False,
8,894,17.0,False,False,0,5306.740210865283,6.699999809265137,-89.4000015258789,98.47000122070312,21579.49951171875,2085.0999450683594,2010.2000427246094,2165.0,-1668.800048828125,-5341.099853515625,0.0,-0.030469187730193033,-0.20827604554955695,0.020462981415148636,76561198039309853,enpitsu,25.0,-201.19000244140625,-283.6199951171875,129.5,17799.49951171875,14518.900146484375,1155.0,-820.2999877929688,4672.699890136719,-2782.5,255.0,0.0,,1.0597865742628447,0.939285490944169,0.48535390512478327,True,1,False,2,3.0,False,,bf81d8692db,games5425898691,24.0,0.0,-5195.35009765625,17.010000228881836,0.0,-7284.1998291015625,2.0999999344348907,1.899999976158142,0.0,0.0,255.0,,,0.00937656043754211,1.5707877579146283,-4.031125598489495e-08,True,116.0,False,False,False,False,,KAPTAINE ZIZI,bb62ab49f8b,6.0,4.900000095367432,195.9499969482422,70.16000366210938,-5312.8997802734375,-22192.099609375,2858.0999755859375,3886.6000366210938,3605.7998657226562,1454.4000244140625,231.0,242.0,True,0.09583120310407277,-1.9052914024178367,-0.18864488771020493,True,5,0.0,False,6,False,,Aeron,76561198195447007,6.0,2680.02001953125,4129.39990234375,87.05000305175781,18995.6005859375,-1847.1000671386719,-1172.3999786376953,513.1999969482422,3263.0999755859375,40.39999961853027,255.0,128.0,,-0.7704134945404423,-0.17664411930853147,0.02314060681881149,True,False,4,4,43.0,False,
9,895,17.0,False,False,1,5111.172183236629,-129.8800048828125,132.83999633789062,99.79000091552734,-25438.40087890625,11250.50048828125,3445.4000854492188,-1141.2999725341797,-3078.3999633789062,-1228.0999755859375,1.0,0.1408316045370483,0.319401058432569,0.009787967499318534,bb62ab49f8b,KAPTAINE ZIZI,6.0,28.899999618530273,-45.029998779296875,91.36000061035156,2308.0999755859375,14302.099609375,2242.7000427246094,-1925.2000427246094,-4363.699951171875,2738.800048828125,237.0,243.0,True,-0.2844613287311029,1.5584705232769336,-0.7672515296826385,True,5,False,6,0.0,False,,76561198195447007,Aeron,6.0,-2680.02001953125,-4129.39990234375,87.05000305175781,-18995.6005859375,1847.1000671386719,-1172.3999786376953,-513.1999969482422,-3263.0999755859375,40.39999961853027,255.0,128.0,,0.7704134945404423,0.17664411930853147,0.02314060681881149,True,43.0,False,4,False,4,,enpitsu,76561198039309853,25.0,38.5,163.35000610351562,137.27000427246094,-13763.199462890625,-7072.5,582.599983215332,2640.8999633789062,-4383.0999755859375,-2015.7000732421875,255.0,0.0,,-1.2575730883755205,-2.8319011789359876,2.7146074616229225,True,1,3.0,False,2,False,,games5425898691,bf81d8692db,24.0,-0.0,5242.68017578125,17.010000228881836,-0.0,4367.200012207031,2.0999999344348907,-0.5999999865889549,-0.0,0.0,255.0,,,-0.009307895008490451,-1.5707874726900763,7.588230171302808e-06,True,False,False,False,116.0,False,
