,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_ball_cam,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost_collect
0,169,0.0,False,False,0,5175.709156078116,-12.59000015258789,40.2400016784668,96.23999786376953,-5572.19970703125,20255.30029296875,1644.2999267578125,3769.5999145507812,2367.5999450683594,-4022.9000854492188,0.0,0.07182835955140275,-0.10890649682836358,0.10157109159840871,76561198039309853,enpitsu,28.0,-11.079999923706055,-114.37000274658203,118.12999725341797,-14106.500244140625,16291.600341796875,622.7000045776367,-4553.399963378906,-2845.5999755859375,-1191.2000274658203,255.0,128.0,,1.4032745897899739,2.3632852350760594,0.18090892989928223,,1,0.0,False,2,False,,bf81d8692db,games5425898691,19.0,2098.320068359375,-3721.56005859375,17.010000228881836,16976.600341796875,-11427.80029296875,1.899999976158142,-0.29999999329447746,0.29999999329447746,8.899999856948853,255.0,135.0,,0.009592523832449138,-0.593639487387281,6.172116201448087e-05,True,0.0,False,False,False,False,,Mozo747,b41d3d43b3b,6,28.690000534057617,3045.68994140625,132.42999267578125,649.1999816894531,-10983.1005859375,1174.1000366210938,5359.1998291015625,997.3000335693359,228.4000015258789,249.0,92.0,,-0.017799245594602362,1.755526921245548,3.128933024115178,4,False,116.0,False,True,4,,CoolCarrotCake,2535426221909784,7.0,-94.91999816894531,278.70001220703125,69.11000061035156,9503.499755859375,-20742.5,2831.099853515625,4649.5001220703125,884.1999816894531,-1442.8999328613281,255.0,252.0,False,0.1049591278010306,-2.2860741079901734,-0.05042690076376091,False,0.0,False,3,4,False,
1,220,1.0,False,False,0,8490.587689334832,3582.610107421875,-2073.330078125,325.1099853515625,-12718.499755859375,11644.89990234375,13608.900146484375,3090.4000854492188,4161.600036621094,3021.4999389648438,0.0,0.8085124611636133,-1.6355322346479106,0.34379576673331047,bf81d8692db,games5425898691,19.0,3690.280029296875,-2143.199951171875,187.50999450683594,-3426.199951171875,15402.19970703125,-394.39998626708984,5073.500061035156,-1265.999984741211,-1704.7000122070312,255.0,255.0,,-0.4865194215009323,2.0806647431914755,-0.8388058671275685,True,3,176.17860651785324,True,4,False,,76561198039309853,enpitsu,28.0,-2248.0,496.3999938964844,17.049999237060547,-13197.2998046875,-3274.2001342773438,2.5999999046325684,0.3999999910593033,0.0,-29.30000066757202,255.0,128.0,,0.01672584631482733,-2.9019395210588605,4.137172200990415e-05,False,0.0,False,2,2,False,,Mozo747,b41d3d43b3b,6,262.989990234375,975.4500122070312,17.010000228881836,9935.0,-5958.900146484375,2.7000001072883606,-0.3999999910593033,0.09999999776482582,2735.7998657226562,254.0,255.0,False,0.009552076611157544,-0.4185458726929489,-2.6696293286166573e-05,4,False,146.0,False,True,4,,CoolCarrotCake,2535426221909784,7.0,921.2100219726562,-1083.3800048828125,17.010000228881836,10369.200439453125,522.7999877929688,2.3000000417232513,0.29999999329447746,0.0,2396.999969482422,255.0,255.0,False,0.009514589471531464,0.10164525570936245,-4.00009028904617e-05,True,0.0,False,4,4,False,
2,408,8.0,False,False,0,2474.4184412233217,-3295.77001953125,4536.7998046875,286.6499938964844,-16059.7998046875,8008.900146484375,-2541.4999389648438,-2970.7000732421875,-5102.60009765625,1066.2999725341797,0.0,-1.1434540447315111,0.6637341149420397,0.12682603326846412,bf81d8692db,games5425898691,19.0,-3125.8798828125,4424.419921875,277.7900085449219,-7311.500244140625,20244.89990234375,863.3000183105469,2276.0000610351562,-1725.0,1989.4000244140625,255.0,255.0,,-0.8505355948792466,-3.1409361602234256,-0.8893213931313526,True,4,42.0,False,6,False,,76561198039309853,enpitsu,28.0,-3432.719970703125,-253.33999633789062,17.049999237060547,-32.59999990463257,15476.400146484375,-0.29999999329447746,0.0,-0.7999999821186066,-1453.0999755859375,255.0,0.0,,0.016784058146729217,1.5625501045827055,-0.00024474779520690853,True,233.07804743448892,True,2,2,False,,Mozo747,b41d3d43b3b,6,-3342.510009765625,4513.93994140625,40.310001373291016,3729.1000366210938,12097.2998046875,3073.699951171875,1207.6000213623047,2622.60009765625,-1056.6999816894531,255.0,211.0,,-0.06437409323492678,0.9912465992469471,0.46224996943308566,6,False,255.0,False,True,8,,CoolCarrotCake,2535426221909784,6.0,852.0700073242188,4705.93017578125,17.0,-10129.000244140625,5974.6002197265625,3.400000035762787,0.0,0.5999999865889549,1732.2999572753906,219.0,255.0,,0.009564990824326299,2.6119209031840445,0.00025107278474257075,True,255.0,False,4,8,False,
3,410,8.0,False,False,0,2528.0750431183656,-3355.139892578125,4553.66015625,274.3900146484375,4535.0,-9891.500244140625,-612.9000091552734,1499.1000366210938,-632.7000045776367,-4151.7999267578125,0.0,-1.190034820001155,1.2066817128598022,-0.4908122845933782,bf81d8692db,games5425898691,19.0,-3162.14990234375,4573.240234375,287.7699890136719,-3015.4000854492188,16937.5,1120.8000183105469,1304.1999816894531,2665.1998901367188,4630.899963378906,255.0,255.0,,-0.9631558368677802,-2.2751699184006924,-1.3473511317954718,True,4,42.0,False,6,False,,76561198039309853,enpitsu,28.0,-3425.419921875,-107.56999969482422,17.049999237060547,1412.7999877929688,16251.700439453125,-2.0000000298023224,0.7000000029802322,5.899999737739563,-726.9999694824219,255.0,128.0,,0.016799692046241384,1.4414546416629852,0.00015824710469708217,True,226.80692483020084,True,2,2,False,,Mozo747,b41d3d43b3b,6,-3297.68994140625,4594.47021484375,59.189998626708984,7189.5001220703125,9989.500122070312,1800.0,248.70000839233398,1334.1999816894531,-746.5000152587891,255.0,14.0,,-0.0737918387751365,0.9224894476801341,0.6219413440919727,6,False,255.0,False,True,8,,CoolCarrotCake,2535426221909784,6.0,852.0700073242188,4705.93017578125,17.0,-10129.000244140625,5974.6002197265625,3.400000035762787,0.0,0.5999999865889549,1732.2999572753906,219.0,255.0,,0.009564990824326299,2.6119209031840445,0.00025107278474257075,True,255.0,False,4,8,False,
4,455,10.0,False,False,0,2584.2288806045412,-2698.919921875,3288.590087890625,142.6199951171875,19708.699951171875,17374.599609375,9890.2001953125,5196.5997314453125,1701.6999816894531,-2469.600067138672,0.0,-0.7377606698020633,-2.9112067268104638,1.067103002582535,76561198039309853,enpitsu,28.0,-2857.52001953125,3166.4599609375,49.650001525878906,4953.999938964844,16979.89990234375,2171.0000610351562,775.0,2808.800048828125,-4606.199951171875,255.0,128.0,,0.038041140970530705,0.9677486417211728,0.14639046476121817,True,2,205.0,False,4,False,,bf81d8692db,games5425898691,19.0,-3646.159912109375,4393.75,321.489990234375,-6977.5,-6977.9998779296875,-4370.10009765625,160.40000915527344,-160.6999969482422,-0.19999999552965164,255.0,128.0,,0.41334415414278164,-2.3666198088204924,-1.5751814416769763,True,42.0,False,6,4,False,,Mozo747,b41d3d43b3b,6,-2444.5,3676.39990234375,55.119998931884766,-9655.30029296875,-16408.599853515625,3661.4999389648438,-358.8999938964844,206.29999160766602,81.70000076293945,255.0,57.0,False,-0.0067275897787408175,-2.0863699620126637,0.00036930893515727773,6,False,176.642339998676,True,True,10,,CoolCarrotCake,2535426221909784,6.0,-114.13999938964844,4656.64990234375,171.32000732421875,-101.5999984741211,-34.50000047683716,66.90000057220459,1009.4999694824219,-2891.300048828125,0.09999999776482582,128.0,128.0,,0.991077806439708,0.33560888812680734,3.1410287313158656,True,255.0,False,4,10,False,
5,620,16.0,False,False,0,4875.693621897216,3783.679931640625,3771.429931640625,115.19999694824219,-14060.899658203125,21120.50048828125,6556.099853515625,3657.0001220703125,3276.9000244140625,3447.7999877929688,0.0,0.6649618508810097,-0.3737743325381998,-1.4253724260469594,bf81d8692db,games5425898691,19.0,3892.72998046875,3586.030029296875,24.969999313354492,-5788.3001708984375,19313.00048828125,-1632.2000122070312,-86.89999580383301,2946.7001342773438,1912.7000427246094,255.0,255.0,,0.06914118020408166,1.9450404043176241,-0.24258534678979157,True,6,50.56637391992794,True,8,False,,76561198039309853,enpitsu,28.0,1438.4300537109375,2511.090087890625,16.84000015258789,27.100000381469727,-4.1999998688697815,43.89999866485596,-9.700000286102295,-27.899999618530273,-6.800000071525574,255.0,128.0,False,0.014899187777686475,2.9079925409524283,-0.0001892438350378431,True,255.0,False,4,2,False,,Mozo747,b41d3d43b3b,6,1103.6700439453125,4562.7099609375,17.010000228881836,10371.700439453125,7754.7998046875,2.0999999344348907,1.7000000178813934,0.3999999910593033,280.6999969482422,209.0,171.0,,0.009632130637907412,0.6385697012368381,3.084236015906395e-05,10,False,194.0,False,True,12,,CoolCarrotCake,2535426221909784,7.0,65.72000122070312,4714.97998046875,17.0,7378.699951171875,312.09999084472656,3.3000001311302185,-0.19999999552965164,0.29999999329447746,-2531.699981689453,0.0,255.0,True,0.009637463852797215,2.8335202026211097,-6.0535204934278175e-05,True,255.0,False,4,14,False,
6,653,17.0,False,False,1,10489.148398521695,-1953.2900390625,-4954.740234375,366.1300048828125,-1844.7999572753906,19224.49951171875,2921.9000244140625,-387.90000915527344,599.5999908447266,-5957.2998046875,1.0,0.6793958174414877,1.5538171902048905,0.6788250105337726,b41d3d43b3b,Mozo747,6.0,-1832.9200439453125,-5073.3701171875,269.4599914550781,-6557.19970703125,3690.0,3161.300048828125,923.6000061035156,-2220.800018310547,-930.4000091552734,255.0,35.0,,0.43773472608360314,-0.0004669695496893075,1.5432560121337715,True,10,168.92686458813247,True,13,False,,2535426221909784,CoolCarrotCake,7.0,-606.3800048828125,-4493.64990234375,17.0,-577.7999877929688,-1397.2000122070312,3.100000023841858,1.2999999523162842,0.9000000357627869,-141.09999656677246,255.0,95.0,False,-0.00936117040966583,-1.2161216539227122,-1.1248360734051318e-05,True,255.0,False,14,4,False,,games5425898691,bf81d8692db,19,-2132.889892578125,-4508.64013671875,17.020000457763672,17462.2998046875,-10640.0,-2.0000000298023224,1.8000000715255737,-1.0999999940395355,1158.8999938964844,255.0,255.0,,-0.009581035133502475,-2.5910757689249886,0.00043893564053133544,6,False,208.0342282146536,True,True,8,,enpitsu,76561198039309853,28.0,-840.760009765625,-2934.9599609375,17.049999237060547,9614.7998046875,-3284.8001098632812,3.400000035762787,-0.5000000074505806,0.09999999776482582,2368.5000610351562,255.0,255.0,False,-0.016699526326930156,-2.856467910179871,3.923298244923332e-05,True,255.0,False,2,4,False,
7,780,22.0,False,False,0,7523.255903315076,2541.72998046875,-1551.8900146484375,101.80999755859375,-140.20000457763672,18932.39990234375,9688.599853515625,4673.500061035156,-1788.3999633789062,3310.4000854492188,0.0,-0.5834647299530773,2.366211475018443,0.08954584868851911,76561198039309853,enpitsu,28.0,2528.8798828125,-1726.9599609375,17.049999237060547,12908.1005859375,14773.499755859375,3.0000001192092896,-0.9000000357627869,-0.5999999865889549,1936.9999694824219,128.0,255.0,False,0.01683387133248523,0.9170736218771995,0.00010939581361909071,True,2,164.0,False,4,False,,bf81d8692db,games5425898691,19.0,-1256.06005859375,-933.7100219726562,17.010000228881836,-1112.5,-21480.30029296875,2.3000000417232513,-0.09999999776482582,0.9000000357627869,1724.7999572753906,255.0,255.0,,0.00960596206913699,-1.576395066023461,0.00017147602191738,True,175.0,False,10,8,False,,Mozo747,b41d3d43b3b,6,3290.3798828125,-738.6400146484375,17.010000228881836,-12118.399658203125,-18483.399658203125,2.0000000298023224,-0.5999999865889549,-0.7000000029802322,995.8000183105469,254.0,255.0,,0.009593546829438696,-2.1679099676027946,0.0003842437806065103,10,False,248.0,False,True,14,,CoolCarrotCake,2535426221909784,7.0,423.57000732421875,2987.889892578125,17.0,10955.6005859375,-5497.9998779296875,3.4999999403953552,0.0,0.0,2370.2999877929688,255.0,255.0,False,0.009528476632769338,-0.4010234198325807,-4.300032447040556e-06,True,255.0,False,4,14,False,
8,851,24.0,False,False,0,3965.323283007814,2507.489990234375,3105.2900390625,408.67999267578125,-7423.3001708984375,16105.400390625,-3878.699951171875,3846.099853515625,-4223.299865722656,1835.8000183105469,0.0,0.8876697675931284,-1.7413453342490472,-1.2920196134736293,76561198039309853,enpitsu,28.0,2644.280029296875,2978.02001953125,352.94000244140625,1876.6000366210938,22703.60107421875,-150.9000015258789,-340.40000915527344,3546.099853515625,4190.299987792969,255.0,128.0,,-0.28601535993967037,2.2174957214743496,2.1034851208563916,True,3,29.0,False,6,False,,bf81d8692db,games5425898691,19.0,607.8400268554688,10.600000381469727,17.010000228881836,4973.2000732421875,13191.8994140625,2.0999999344348907,-0.09999999776482582,-0.3999999910593033,-29.200000762939453,255.0,128.0,,0.009592630141514088,1.2061227376692647,6.216122953274469e-05,True,175.0,False,10,8,False,,Mozo747,b41d3d43b3b,6,-548.8099975585938,-1551.7900390625,29.68000030517578,3894.2999267578125,19074.89990234375,3119.5001220703125,0.0,0.0,-136.40000343322754,255.0,128.0,False,0.009591968675336553,1.3532633015745736,0.0001268229085729295,12,False,227.0,False,True,18,,CoolCarrotCake,2535426221909784,7.0,2229.659912109375,3780.679931640625,400.3299865722656,6087.5,3988.2000732421875,-2119.2999267578125,1387.1000671386719,3421.099853515625,4076.9000244140625,,128.0,True,1.3563802790725643,-2.7718332922544544,-2.4832849242862807,True,230.85456355412802,True,4,16,4,
9,913,27.0,True,True,0,2095.428698117073,1116.31005859375,4555.68017578125,129.35000610351562,-22705.30029296875,12410.10009765625,4254.200134277344,2188.3999633789062,-2645.8999633789062,4920.299987792969,0.0,-0.35160334728929205,1.1261638046780225,2.61427121661878,bf81d8692db,games5425898691,19.0,1318.8599853515625,4451.7099609375,81.41000366210938,-2787.2000122070312,20080.899658203125,4057.3001098632812,2761.7001342773438,889.4999694824219,4672.300109863281,255.0,255.0,,-0.0604880236132902,2.2407787379680317,-0.01836291929763833,True,8,68.0,False,11,False,,76561198039309853,enpitsu,28.0,2133.3798828125,4412.85009765625,17.049999237060547,-9266.599731445312,-8056.7999267578125,2.5,0.7000000029802322,0.0,-2.199999988079071,255.0,128.0,,0.016680371600421965,-2.4262465466040095,4.296999556474157e-05,True,0.0,False,6,4,False,,Mozo747,b41d3d43b3b,6,707.3900146484375,3519.360107421875,16.989999771118164,3093.9999389648438,22790.10009765625,4.399999976158142,0.0,0.5999999865889549,126.99999809265137,226.0,155.0,False,0.00959737498528706,1.4361759945074044,1.0641706204901327e-05,14,False,133.0,False,False,18,,CoolCarrotCake,2535426221909784,7.0,1481.510009765625,4185.64013671875,16.989999771118164,-12459.69970703125,11111.800537109375,2.0000000298023224,0.29999999329447746,-0.7999999821186066,-4.1999998688697815,255.0,128.0,False,0.009534258073975406,2.4127707387112736,6.430042427019038e-05,False,92.99930309736601,True,4,16,4,
