,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_jump_active,opp_2_boost_collect
0,169,0.0,False,False,0,5230.4175392723555,-9.069999694824219,-14.670000076293945,110.43000030517578,6313.800048828125,-3569.5001220703125,7916.400146484375,-4380.799865722656,1704.7999572753906,3728.5000610351562,0.0,0.14038212877926337,0.05157076119991906,-0.23686647113711454,b3c298075eb,Hero W sharingan,16.0,-80.76000213623047,-148.97000122070312,73.3499984741211,8606.799926757812,354.59999084472656,2984.2999267578125,3400.2999877929688,-643.3999633789062,-4274.700012207031,128.0,0.0,True,-0.2817653448598032,1.1140474958987026,0.10057683159288232,True,0.0,False,4,False,3,,9003588002219191198,Benzerr_,4.0,2288.89990234375,-3842.39990234375,112.33999633789062,18841.99951171875,-5200.9002685546875,-144.60000038146973,4444.200134277344,3127.6998901367188,-846.2999725341797,255.0,128.0,,-0.7892159237340002,1.143114658629399,-2.1813973496830297,True,21.0,False,3,4,False,,enpitsu,76561198039309853,24,13.329999923706055,96.94999694824219,105.0199966430664,-8083.900146484375,-3534.5001220703125,-610.0,3396.7999267578125,-1058.8999938964844,4193.999938964844,255.0,128.0,,1.4733296135374072,1.8839555855836547,-2.618226155246982,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,22.0,2860.14990234375,4038.719970703125,17.010000228881836,11285.999755859375,11850.10009765625,2.3000000417232513,-0.29999999329447746,0.0,1947.2999572753906,128.0,255.0,,0.009632646731544642,0.8765544774711883,2.8279528769827902e-05,True,0.0,False,False,False,False,
1,245,2.0,False,False,0,7326.361608805859,3028.0400390625,-1046.8800048828125,148.63999938964844,-1465.3999328613281,19342.7001953125,10748.900146484375,5299.2999267578125,2546.699981689453,1195.999984741211,0.0,0.1659457321798886,1.6399510414486411,0.24796659319467504,9003588002219191198,Benzerr_,4.0,3079.139892578125,-1277.6099853515625,16.989999771118164,2509.7999572753906,19068.399658203125,4.600000083446503,0.0,-0.19999999552965164,-121.80000305175781,255.0,128.0,,0.009589801766713042,1.4263256419640469,7.100720153101637e-05,True,152.0,False,4,False,4,,b3c298075eb,Hero W sharingan,16.0,2571.530029296875,-557.219970703125,17.0,11334.49951171875,5629.69970703125,7.699999809265137,0.7999999821186066,-6.499999761581421,1400.2000427246094,255.0,128.0,False,0.009902552893185423,0.5276935298772575,-0.00026986290522740573,True,0.0,False,6,6,False,,enpitsu,76561198039309853,24,-2689.340087890625,-13.399999618530273,17.059999465942383,-14523.1005859375,969.5999908447266,1.1999999731779099,0.19999999552965164,-0.19999999552965164,-0.09999999776482582,255.0,128.0,,0.016761057185047515,3.0748926863859034,1.838325944213871e-05,True,0.0,False,2,False,2,,games5425898691,bf81d8692db,22.0,742.3099975585938,4049.179931640625,17.010000228881836,-9170.800170898438,9370.900268554688,2.3999999463558197,-0.19999999552965164,0.09999999776482582,-2284.7999572753906,255.0,0.0,,0.009567096333546765,2.2774723911418566,-3.322282894931746e-05,True,255.0,False,False,False,False,
2,330,5.0,False,False,1,10378.112700645688,-2635.050048828125,-4618.93994140625,316.1700134277344,-21796.0009765625,-12608.599853515625,-9119.69970703125,-2335.8999633789062,-1731.6000366210938,5248.2000732421875,1.0,-0.5472055937714292,-1.6061074900150982,0.06235049084923557,bf81d8692db,games5425898691,22.0,-2392.010009765625,-4617.93017578125,383.9100036621094,-16929.69970703125,3560.10009765625,335.0,-817.0999908447266,-5027.39990234375,2075.2000427246094,255.0,250.0,,-1.1475229171527297,0.15249698438950168,0.13230241708763693,True,173.555002058706,True,4,False,3,,76561198039309853,enpitsu,24.0,2645.47998046875,-4483.240234375,17.059999465942383,-17713.299560546875,-10772.19970703125,1.1999999731779099,0.5999999865889549,0.29999999329447746,-63.89999866485596,255.0,128.0,,-0.01677621407709127,-0.5394752788872726,7.645707994684502e-05,True,255.0,False,2,2,False,,Hero W sharingan,b3c298075eb,16,-4007.06005859375,-3070.550048828125,266.0799865722656,284.6999931335449,-11833.199462890625,-5555.0,4438.900146484375,2066.699981689453,-984.8999786376953,255.0,255.0,,0.9252778842848776,-2.2771435389343697,0.5141915715411975,True,255.0,False,6,False,6,,Benzerr_,9003588002219191198,4.0,-2894.050048828125,-4477.0400390625,241.16000366210938,4093.9999389648438,-22447.60009765625,-2163.9999389648438,128.80000114440918,3043.699951171875,3280.10009765625,128.0,255.0,,-0.03937393270737304,-3.141556280472094,-0.5362720412639764,True,78.0,False,False,4,6,
3,331,5.0,False,False,0,3650.7852917259893,2727.0,4690.43994140625,275.3699951171875,-6873.499755859375,28018.00048828125,-964.4999694824219,-393.8999938964844,3006.0000610351562,-5177.60009765625,0.0,0.43383431344925555,1.7945308307799228,0.17868200849769453,9003588002219191198,Benzerr_,4.0,2894.050048828125,4477.0400390625,241.16000366210938,-4093.9999389648438,22447.60009765625,-2163.9999389648438,-128.80000114440918,-3043.699951171875,3280.10009765625,128.0,255.0,,0.03937393270737304,3.141556280472094,-0.5362720412639764,True,78.0,False,6,False,4,,b3c298075eb,Hero W sharingan,16.0,4007.06005859375,3070.550048828125,266.0799865722656,-284.6999931335449,11833.199462890625,-5555.0,-4438.900146484375,-2066.699981689453,-984.8999786376953,255.0,255.0,,-0.9252778842848776,2.2771435389343697,0.5141915715411975,True,255.0,False,6,6,False,,enpitsu,76561198039309853,24,-2497.43994140625,4572.27978515625,17.059999465942383,17793.900146484375,10635.999755859375,1.1999999731779099,-0.5000000074505806,-0.19999999552965164,-20.799999237060547,255.0,128.0,,0.01677630996980235,0.5364531098195352,5.110637462502817e-05,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,22.0,2553.570068359375,4586.47998046875,380.57000732421875,15516.700439453125,-2734.7000122070312,-418.1999969482422,735.6999969482422,4908.0999755859375,2370.2999877929688,255.0,255.0,,1.2499175730971042,2.881852329536647,2.820190869223311,True,170.42901499297034,True,False,3,4,
4,398,8.0,True,True,1,7343.718219611421,-1153.9200439453125,-1911.81005859375,94.30999755859375,3084.2999267578125,30073.00048828125,539.3999862670898,-909.1999816894531,2500.0999450683594,-5013.2000732421875,1.0,0.5597089939305825,1.193712215112276,0.09814126819549059,76561198039309853,enpitsu,24.0,-1141.5,-2250.090087890625,77.6500015258789,-5045.899963378906,22310.30029296875,2402.4000549316406,-3017.39990234375,706.2000274658203,-3206.300048828125,255.0,0.0,,-0.1568686954129811,1.4525941577538835,-0.008408396661841748,True,174.0,False,4,False,3,,bf81d8692db,games5425898691,22.0,-2837.31005859375,-3461.639892578125,40.47999954223633,13328.1005859375,-4207.799987792969,3335.0,79.89999771118164,191.39999389648438,-990.9999847412109,255.0,128.0,,-0.012143722381938567,-2.7579371219734328,7.606299717524975e-05,True,164.0,False,4,6,False,,Hero W sharingan,b3c298075eb,16,-1477.3900146484375,-1486.5400390625,16.989999771118164,10841.600341796875,12719.200439453125,4.799999892711639,-0.0,-0.5000000074505806,1967.7999877929688,255.0,255.0,,-0.009609484196232086,2.2112976798461963,3.61270140409916e-05,True,156.0,False,6,False,6,,Benzerr_,9003588002219191198,4.0,-2823.8798828125,-2819.030029296875,32.310001373291016,-788.8999938964844,14104.69970703125,3159.89990234375,-0.3999999910593033,-2.3999999463558197,-268.799991607666,255.0,95.0,,-0.00955012313153206,1.512990884170813,-5.9734113068637204e-05,True,78.0,False,False,4,7,
5,728,11.0,False,False,1,5280.240328707635,-24.139999389648438,-59.45000076293945,108.05999755859375,-12905.999755859375,7729.000244140625,6552.80029296875,4712.5,136.49999618530273,3711.199951171875,1.0,-0.01080596234327127,-0.15247908904691052,-0.2755016720935571,bf81d8692db,games5425898691,22.0,71.66000366210938,-280.20001220703125,86.5999984741211,-1836.9999694824219,22712.099609375,2423.6000061035156,-5485.10009765625,395.40000915527344,-79.20000076293945,128.0,128.0,,-0.7545043770530786,1.6562369868504268,-0.012098966555854282,True,0.0,False,4,False,3,,76561198039309853,enpitsu,24.0,-57.119998931884766,-3557.97998046875,17.049999237060547,-412.7000045776367,10449.100341796875,2.5999999046325684,-0.3999999910593033,-0.3999999910593033,0.0,255.0,128.0,False,-0.016650160763293554,1.531303665404275,3.121546282271764e-05,True,116.0,False,False,False,False,,Hero W sharingan,b3c298075eb,16,2877.860107421875,4199.740234375,17.010000228881836,10771.199951171875,15250.899658203125,2.3000000417232513,-0.09999999776482582,-0.0,1989.2999267578125,255.0,255.0,,-0.009588267899053605,2.1121660324457787,-3.4636464449059455e-07,True,0.0,False,False,False,False,,Benzerr_,9003588002219191198,4.0,49.900001525878906,92.7300033569336,119.83999633789062,6200.5999755859375,-15742.39990234375,3090.4000854492188,1645.7000732421875,-5003.900146484375,-1581.7999267578125,255.0,0.0,,-0.18568793963931676,-1.6483198886311987,0.491339806043928,True,0.0,False,False,3,4,
6,729,11.0,False,False,0,5172.207839078955,114.2300033569336,67.41000366210938,103.55999755859375,27996.69921875,1559.9000549316406,-1052.5,-4438.699951171875,-4034.2001342773438,-149.49999809265137,0.0,-0.1467399230169965,0.16167849526467876,-0.5147987019016959,9003588002219191198,Benzerr_,4.0,-49.900001525878906,-92.7300033569336,119.83999633789062,-6200.5999755859375,15742.39990234375,3090.4000854492188,-1645.7000732421875,5003.900146484375,-1581.7999267578125,255.0,0.0,,0.18568793963931676,1.6483198886311987,0.491339806043928,True,0.0,False,4,False,3,,b3c298075eb,Hero W sharingan,16.0,-2954.929931640625,-4333.1201171875,17.010000228881836,-7975.5999755859375,-16548.1005859375,2.3000000417232513,0.29999999329447746,0.0,1988.6000061035156,255.0,255.0,,0.009562845150999413,-1.946362725978329,1.5612224878712977e-05,True,0.0,False,False,False,False,,enpitsu,76561198039309853,24,60.650001525878906,3468.949951171875,17.049999237060547,429.1999816894531,-10869.000244140625,2.5999999046325684,0.3999999910593033,0.29999999329447746,0.0,255.0,128.0,False,0.01665793924718424,-1.5313037889312462,2.3736887172815085e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,22.0,-64.36000061035156,149.35000610351562,95.55999755859375,658.3000183105469,-15448.800048828125,305.2000045776367,3631.6000366210938,1369.6000671386719,3896.7001342773438,128.0,128.0,,1.325405362230754,-1.814847145018902,-0.5153756630273503,True,0.0,False,False,3,4,
7,876,16.0,False,False,1,7662.994486350205,-3994.47998046875,-759.5499877929688,212.6699981689453,-1161.3999938964844,-4158.0999755859375,6500.9002685546875,-5287.19970703125,-554.900016784668,-2687.9000854492188,1.0,0.03965806960946037,2.5582251487462586,0.29064382757519874,bf81d8692db,games5425898691,22.0,-3941.8701171875,-757.8300170898438,40.630001068115234,-3868.599853515625,-11625.799560546875,1876.4999389648438,490.29998779296875,2078.699951171875,45.70000171661377,255.0,136.0,,0.149974336794266,-1.1821288026821208,-0.3680314293579182,True,255.0,False,6,False,6,,76561198039309853,enpitsu,24.0,-2990.10009765625,-4046.030029296875,17.049999237060547,1341.199951171875,3258.5000610351562,2.800000011920929,0.5999999865889549,-0.19999999552965164,-1729.2999267578125,255.0,0.0,,-0.016680275900684178,1.8482782589879831,-9.512678526379499e-05,True,255.0,False,False,False,False,,Hero W sharingan,b3c298075eb,16,-3317.10009765625,4324.14013671875,16.959999084472656,5341.300048828125,2299.499969482422,-39.100000858306885,-81.70000076293945,-123.50000381469727,-1625.2000427246094,255.0,128.0,False,-0.008804034967462872,2.742271977529256,-0.0015374656009704525,True,255.0,False,4,False,4,,Benzerr_,9003588002219191198,4.0,-1832.0400390625,3054.5400390625,17.0,13454.7998046875,3967.3001098632812,1.4000000059604645,4.000000059604645,1.0999999940395355,-1217.699966430664,255.0,128.0,,-0.009562451832073698,2.9274650369760256,0.00013245234011176587,False,27.872481799894764,True,False,6,6,
8,930,18.0,False,False,1,8238.439113408485,-3974.3701171875,-1504.6500244140625,178.5800018310547,4456.499938964844,10440.2001953125,-763.8999938964844,-1707.5,-2694.4000244140625,-2777.9998779296875,1.0,0.39773378065567266,2.154359704849697,1.0540867703916323,bf81d8692db,games5425898691,22.0,-4025.14990234375,-1654.6400146484375,109.06999969482422,2624.5999145507812,6034.69970703125,-3092.5,238.4000015258789,-1721.300048828125,-55.10000228881836,0.0,128.0,,0.46162743825265984,-1.1885796522852559,-0.7981810743793215,True,255.0,False,6,False,6,,76561198039309853,enpitsu,24.0,-1497.260009765625,-4757.43017578125,17.049999237060547,9612.80029296875,-2482.2999572753906,2.7000001072883606,0.09999999776482582,-0.19999999552965164,3201.199951171875,255.0,128.0,True,-0.0166502543355464,2.05199314923544,1.5612717423481024e-05,True,255.0,False,False,False,False,,Hero W sharingan,b3c298075eb,16,-2542.760009765625,3871.820068359375,17.0,1646.1000061035156,-8612.80029296875,3.3000001311302185,-0.0,0.9000000357627869,-36.500000953674316,255.0,128.0,False,-0.009514795900447574,-1.7540640755168753,9.284714689049911e-05,True,255.0,False,4,False,4,,Benzerr_,9003588002219191198,4.0,1759.0799560546875,3814.6298828125,16.25,21113.701171875,2084.199981689453,127.10000038146973,5.799999833106995,5.199999809265137,-137.29999542236328,255.0,128.0,,-0.008895068391968027,3.0652874031888993,-0.0029159276811170634,False,41.0,False,False,8,8,
9,1019,21.0,False,False,1,5962.492110803252,-3196.60009765625,803.8800048828125,101.01000213623047,-13920.699462890625,17349.3994140625,4698.699951171875,447.00000762939453,2070.7000732421875,5613.499755859375,1.0,0.34775492899359445,-2.5846339736101784,2.104650206773493,bf81d8692db,games5425898691,22.0,-3056.969970703125,713.4600219726562,16.239999771118164,-1795.8000183105469,21662.099609375,-126.09999656677246,580.2000045776367,1144.8999786376953,1737.4000549316406,255.0,255.0,,0.009517291198824333,1.3915924552149106,0.024585238000446468,True,126.60517868175299,True,6,False,6,,76561198039309853,enpitsu,24.0,-192.49000549316406,-5563.259765625,25.31999969482422,273.29999923706055,4888.900146484375,-192.09999084472656,-1.899999976158142,0.3999999910593033,-12.000000476837158,255.0,128.0,False,-0.056130857040416704,1.6289685838389651,-0.0023436283646118563,True,255.0,False,False,False,False,,Hero W sharingan,b3c298075eb,16,-2952.949951171875,4236.990234375,17.0,-3530.4998779296875,11315.50048828125,3.700000047683716,-0.09999999776482582,-0.0,-2366.300048828125,255.0,0.0,False,-0.00954550657436256,1.3319863593669043,-1.507612066848669e-05,True,255.0,False,4,False,4,,Benzerr_,9003588002219191198,4.0,627.52001953125,4845.6201171875,17.0,-10439.89990234375,-2737.6998901367188,3.400000035762787,0.7999999821186066,0.5000000074505806,2.0000000298023224,162.0,128.0,,-0.009616157230895109,-0.25667513199614933,4.9673056868082404e-05,True,255.0,False,False,8,8,
