,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
0,179,0,False,False,1,5065.084403968882,30.729999542236328,149.3699951171875,152.6999969482422,13694.599609375,7499.5001220703125,9174.400024414062,1373.699951171875,-232.90000915527344,-5835.9002685546875,1.0,0.10410620654607523,-0.1008785795302824,0.16534616850208547,a316907b664b48ceabf7e5fd99736e48,GoatedBarban,8.0,-25.760000228881836,-15.399999618530273,90.91999816894531,-1255.999984741211,20755.2001953125,-169.79999542236328,-5409.69970703125,-872.2000122070312,-472.79998779296875,255.0,124.0,,-1.2104831814671095,-2.618664071803657,-2.26010654094609,True,0.0,False,4,3,False,,103c82311657444795b58cd981691cd2,eriksa,5.0,-3187.93994140625,-3817.3798828125,17.010000228881836,-9374.7998046875,14693.1005859375,2.3999999463558197,-0.09999999776482582,-0.0,-1976.4999389648438,251.0,0.0,False,-0.009572221768143103,1.0751697449081024,-9.874223536053505e-06,True,255.0,False,False,False,False,,enpitsu,76561198039309853,26,-0.0,3746.570068359375,17.049999237060547,-0.0,-12869.7998046875,-1.899999976158142,0.7000000029802322,-0.0,0.0,255.0,,,-0.01668573857248268,-1.570774350004591,-2.4280248305193925e-07,True,76.74640849072448,True,False,False,False,,games5425898691,bf81d8692db,18.0,-11.119999885559082,259.30999755859375,76.48999786376953,-170.20000457763672,-3194.2001342773438,184.50000762939453,8.500000238418579,-245.6999969482422,4835.199890136719,128.0,133.0,,-1.2325572352774259,-1.4480143520566824,-0.3992602819530451,True,4,31.0,False,3,False,
1,180,0,False,False,0,5354.0926441403535,-80.16000366210938,-151.57000732421875,185.17999267578125,-16891.800537109375,4804.5001220703125,10845.30029296875,3504.2001342773438,-643.4999847412109,1047.3999786376953,0.0,-0.12276300816040962,0.0698710845030926,0.2410165814682083,bf81d8692db,games5425898691,18.0,11.119999885559082,-259.30999755859375,76.48999786376953,170.20000457763672,3194.2001342773438,184.50000762939453,-8.500000238418579,245.6999969482422,4835.199890136719,128.0,133.0,,1.2325572352774259,1.4480143520566824,-0.3992602819530451,True,31.0,False,4,3,False,,76561198039309853,enpitsu,26.0,0.0,-3746.570068359375,17.049999237060547,0.0,12869.7998046875,-1.899999976158142,-0.7000000029802322,0.0,0.0,255.0,,,0.01668573857248268,1.570774350004591,-2.4280248305193925e-07,True,73.6730407899426,True,False,False,False,,eriksa,103c82311657444795b58cd981691cd2,5,3187.93994140625,3817.3798828125,17.010000228881836,9374.7998046875,-14693.1005859375,2.3999999463558197,0.09999999776482582,0.0,-1976.4999389648438,251.0,0.0,False,0.009572221768143103,-1.0751697449081024,-9.874223536053505e-06,True,255.0,False,False,False,False,,GoatedBarban,a316907b664b48ceabf7e5fd99736e48,8.0,38.7599983215332,-53.209999084472656,127.75,1219.800033569336,-3818.2998657226562,4570.400085449219,3627.9000854492188,-2973.0999755859375,-2871.9000244140625,255.0,93.0,,1.3004833173570185,2.8476443678424634,-1.249504283919054,True,4,0.0,False,3,False,
2,276,3,False,False,0,4338.671742062123,-3003.389892578125,1347.510009765625,131.32000732421875,16317.19970703125,16447.19970703125,2681.4999389648438,5712.1002197265625,1291.9000244140625,1304.4000244140625,0.0,-0.406690100376625,-0.35667997898891235,-3.0786736955131655,76561198039309853,enpitsu,26.0,-3124.81005859375,1176.4100341796875,17.049999237060547,10700.30029296875,16359.100341796875,-2.0000000298023224,4.900000095367432,7.400000095367432,-814.0000152587891,255.0,0.0,,0.01677764014937017,0.9556312328555258,-5.423969333084267e-05,True,248.75614620024157,True,False,False,False,,bf81d8692db,games5425898691,18.0,-2491.989990234375,-515.0,17.010000228881836,-11273.399658203125,-8258.499755859375,2.3000000417232513,0.7999999821186066,0.5999999865889549,2106.0000610351562,255.0,255.0,,0.009570574138857736,-2.4546407576125446,0.0001055743052797269,,61.0,False,4,4,False,,eriksa,103c82311657444795b58cd981691cd2,7,236.83999633789062,4629.6298828125,17.010000228881836,-13011.99951171875,-73.60000133514404,2.0999999344348907,4.399999976158142,-1.7000000178813934,1186.9000244140625,37.0,128.0,,0.009589648733044584,-3.0595303500821243,-0.00014084259504595431,True,255.0,False,False,False,False,,GoatedBarban,a316907b664b48ceabf7e5fd99736e48,8.0,-2.6700000762939453,587.4500122070312,90.33000183105469,-1615.7000732421875,14804.49951171875,2284.1000366210938,-5258.499755859375,-718.1999969482422,1443.0000305175781,255.0,215.0,,1.103085677624654,0.39868279986332905,-1.733067246891305,True,6,,False,5,False,
3,320,5,False,False,0,1365.4731930429202,-506.2900085449219,3831.320068359375,95.3499984741211,13781.300048828125,13121.600341796875,1072.300033569336,-1220.6999969482422,5745.9002685546875,1222.0999908447266,0.0,0.5018844781910962,2.382424162516201,-1.1012539195363087,76561198039309853,enpitsu,27.0,-767.72998046875,3718.72998046875,90.54000091552734,9407.39990234375,20836.39892578125,-150.79999923706055,-4448.599853515625,-3167.3001098632812,653.7000274658203,128.0,128.0,,-0.3449151796042669,0.0434156982600862,2.5736667880442265,True,202.0,False,2,2,False,,bf81d8692db,games5425898691,18.0,-2920.6201171875,-3151.97998046875,60.5099983215332,-1193.0999755859375,-19081.400146484375,-1780.5999755859375,2464.4000244140625,-736.5000152587891,-872.2000122070312,255.0,0.0,,-0.508269674551125,-1.671383528240557,0.053652230579797636,True,61.0,False,6,6,False,,eriksa,103c82311657444795b58cd981691cd2,7,-443.94000244140625,4255.35009765625,97.23999786376953,-10853.299560546875,-4917.699890136719,2049.499969482422,-3279.4000244140625,-4411.400146484375,-185.10000228881836,179.0,239.0,True,0.031504617285538855,-2.2134395297525127,0.9988574210441807,True,220.0,False,4,False,3,,GoatedBarban,a316907b664b48ceabf7e5fd99736e48,8.0,323.5199890136719,3178.489990234375,17.020000457763672,15859.200439453125,11469.7998046875,-1.899999976158142,-0.3999999910593033,-0.09999999776482582,-1419.7999572753906,255.0,41.0,,0.009603493108704448,0.5753189052031461,2.1999415119721293e-07,True,6,5.4995098601105425,True,6,False,
4,424,9,False,False,1,9767.547734112692,-575.760009765625,-4516.02978515625,173.2899932861328,-19896.099853515625,5622.1002197265625,8651.199951171875,-793.0999755859375,5910.3997802734375,-661.1000061035156,1.0,-0.7117387336273603,-2.435460553924477,2.052604544777825,103c82311657444795b58cd981691cd2,eriksa,5.0,-365.7300109863281,-4558.66015625,46.15999984741211,-16378.199462890625,3939.89990234375,3461.6000366210938,-182.19999313354492,486.5999984741211,-940.8999633789062,226.0,111.0,True,-0.0010183099473290349,0.30748829080631007,0.007381355079327786,False,174.34918702289622,True,6,4,False,,a316907b664b48ceabf7e5fd99736e48,GoatedBarban,8.0,-3486.820068359375,-3872.800048828125,16.979999542236328,11473.199462890625,-7402.8997802734375,11.000000238418579,-2.7000001072883606,19.199999570846558,-121.00000381469727,255.0,128.0,,-0.008715731935100815,-2.5526265910524977,0.0006882682711831039,True,0.0,False,6,6,False,,enpitsu,76561198039309853,26,-754.6400146484375,-4239.10986328125,152.47999572753906,-2192.4000549316406,-12415.400390625,2936.199951171875,4255.10009765625,-3422.3001098632812,-656.9999694824219,255.0,0.0,False,-0.47308564061546227,-1.7795198814707958,0.4464056253646109,True,139.0,False,4,False,3,,games5425898691,bf81d8692db,18.0,-503.2300109863281,159.07000732421875,17.010000228881836,-14059.000244140625,-13968.199462890625,2.0999999344348907,-2.3999999463558197,-2.0000000298023224,-780.5999755859375,255.0,128.0,,-0.009606660557162229,-0.729723559998851,8.314237596421356e-05,True,6,184.0,False,6,False,
5,426,9,False,False,0,1760.2351007916593,735.22998046875,4478.5498046875,246.74000549316406,8385.399780273438,15229.000244140625,14019.000244140625,5164.4000244140625,2109.2999267578125,-2208.8999938964844,0.0,0.792212143586456,1.901388049381317,1.4769229572503366,76561198039309853,enpitsu,26.0,772.47998046875,4344.35009765625,170.16000366210938,2129.1000366210938,12667.80029296875,542.9000091552734,-4218.2000732421875,3469.8001098632812,-645.6999969482422,255.0,128.0,False,0.7846916301809336,2.1053912856782206,1.1024262314260294,True,139.0,False,4,3,False,,bf81d8692db,games5425898691,18.0,624.5900268554688,-47.47999954223633,17.010000228881836,14875.50048828125,13023.599853515625,2.0999999344348907,-0.29999999329447746,-0.3999999910593033,-207.19999313354492,255.0,128.0,,0.009597620961149347,0.6963335404265097,0.00013754494830916323,True,184.0,False,6,6,False,,eriksa,103c82311657444795b58cd981691cd2,5,498.3599853515625,4526.85986328125,69.19999694824219,15471.300048828125,-3699.7000122070312,1951.9999694824219,-3522.9000854492188,1429.2999267578125,1178.7000274658203,128.0,216.0,True,-0.008614413616212345,-0.29157795238035095,-0.13591836212968472,False,174.0,False,6,False,4,,GoatedBarban,a316907b664b48ceabf7e5fd99736e48,8.0,3391.27001953125,3935.89990234375,17.010000228881836,-11478.399658203125,7675.999755859375,2.199999988079071,0.29999999329447746,-5.099999904632568,-30.69999933242798,255.0,128.0,,0.009361558129943279,2.5475025866408205,0.00015283089298425876,True,6,0.0,False,6,False,
6,505,11,False,False,1,8612.22746545421,-2339.409912109375,-2841.389892578125,399.3800048828125,-10524.49951171875,12740.6005859375,1844.9000549316406,-4786.199951171875,-2096.9000244140625,2948.599853515625,1.0,-0.6410036949797838,-2.5002257807751773,2.892134579863019,a316907b664b48ceabf7e5fd99736e48,GoatedBarban,8.0,-2254.530029296875,-2957.169921875,225.2899932861328,-3259.2001342773438,8568.300170898438,3122.5,4184.2999267578125,1040.8000183105469,-196.00000381469727,128.0,128.0,,0.755249637795082,1.3701765856701347,0.025024493176741845,True,31.0,False,8,6,4,,103c82311657444795b58cd981691cd2,eriksa,6.0,-1881.5899658203125,-4418.89990234375,17.010000228881836,7865.9002685546875,-3923.5000610351562,2.3000000417232513,1.4000000059604645,-0.5999999865889549,-2328.6000061035156,255.0,33.0,False,-0.009532202328483647,-2.635817113120309,-6.043964381519917e-06,True,174.0,False,6,4,False,,enpitsu,76561198039309853,27,-2344.159912109375,-4692.64013671875,17.059999465942383,671.2000274658203,10360.899658203125,5.0,-7.400000095367432,-5.5000001192092896,2371.0000610351562,255.0,255.0,False,-0.01633138458937841,1.5886227027235031,0.0003961541401262498,True,139.0,False,4,False,4,,games5425898691,bf81d8692db,18.0,-2435.260009765625,-2346.550048828125,281.3800048828125,1900.5999755859375,-11140.799560546875,-1545.5000305175781,547.7000045776367,342.79998779296875,-527.7999877929688,255.0,93.0,,-0.11044332542188001,-2.0399226621824043,-0.34906336517763964,True,8,143.61685168358585,True,6,False,
7,598,15,False,False,0,7167.813688933203,3613.22998046875,-431.75,127.08999633789062,6025.5999755859375,5095.5999755859375,2023.8999938964844,-990.2999877929688,12.300000190734863,5917.60009765625,0.0,0.281114195702623,2.813641073637595,1.3155699475469853,76561198039309853,enpitsu,26.0,3599.570068359375,-566.3800048828125,43.75,12784.300537109375,-9877.60009765625,2109.199981689453,-2672.60009765625,-1813.9999389648438,4451.400146484375,0.0,255.0,False,-0.03145360520417478,-0.42678621753759693,-0.026811673059759608,True,176.0,False,6,5,False,,bf81d8692db,games5425898691,18.0,911.3400268554688,3562.0400390625,62.119998931884766,36.500000953674316,-19162.80029296875,2422.100067138672,5478.3001708984375,451.30001068115234,184.50000762939453,255.0,128.0,,0.3674517052659864,-1.476102274371239,0.0032449960076210943,True,89.0,False,10,7,4,,eriksa,103c82311657444795b58cd981691cd2,6,2096.81005859375,1402.469970703125,17.010000228881836,5723.800048828125,-11396.099853515625,2.0999999344348907,0.3999999910593033,-0.5999999865889549,133.29999923706055,128.0,128.0,,0.00964022912136636,-1.08808372669524,-0.0001255918267108821,True,205.0,False,6,False,4,,GoatedBarban,a316907b664b48ceabf7e5fd99736e48,7.0,3033.989990234375,725.6699829101562,101.20999908447266,9410.2001953125,-14695.400390625,-161.00000381469727,3887.6998901367188,3885.7998657226562,188.60000610351562,201.0,33.0,,0.6075843289092167,2.38396600452532,-3.1290863694592868,True,12,,False,9,4,
8,646,17,False,False,1,7091.755501354903,-3929.3798828125,-56.9900016784668,160.36000061035156,-13264.300537109375,21040.2001953125,3978.599853515625,2795.7000732421875,-3478.2998657226562,-624.3000030517578,1.0,-0.3677275210841151,0.02979783212699588,0.6739664338556314,103c82311657444795b58cd981691cd2,eriksa,6.0,-3816.110107421875,-280.489990234375,79.88999938964844,-12171.600341796875,10901.8994140625,3281.400146484375,447.5,4187.60009765625,-3516.4999389648438,211.0,109.0,True,0.12648694810546032,0.9992995667926313,0.13467400285022318,True,126.7101675207897,True,8,4,False,,a316907b664b48ceabf7e5fd99736e48,GoatedBarban,7.0,-4078.97998046875,500.260009765625,754.0700073242188,1.8000000715255737,-9492.7001953125,2852.2000122070312,2416.4999389648438,-0.0,0.0,255.0,255.0,False,0.2679511596231337,-1.5608902473334443,-1.5682009913588868,True,255.0,False,12,10,4,,enpitsu,76561198039309853,27,-3982.550048828125,1166.52001953125,234.8000030517578,469.59999084472656,4657.9998779296875,-1881.0000610351562,-351.30001068115234,487.99999237060547,218.99999618530273,128.0,128.0,False,0.8773840551187807,-1.4929062454770765,0.12065518712381586,True,176.0,False,6,False,6,,games5425898691,bf81d8692db,18.0,-1210.5,-303.70001220703125,17.010000228881836,-6432.0001220703125,17329.3994140625,2.0999999344348907,-0.0,0.3999999910593033,4.300000071525574,255.0,128.0,,-0.009599184299841216,1.21475588499589,-5.5812930895508884e-05,True,10,120.0,False,8,4,
9,721,19,False,False,1,4676.437559275683,-3691.60009765625,4232.81005859375,766.47998046875,13366.8994140625,6958.499755859375,-1837.7999877929688,749.3000030517578,1402.7000427246094,5785.30029296875,1.0,-0.39314795564689,-0.11325652766897633,-0.3643034677309289,103c82311657444795b58cd981691cd2,eriksa,5.0,-3869.159912109375,4170.83984375,692.0800170898438,11565.30029296875,13875.2001953125,-4301.700134277344,-1874.1000366210938,708.4999847412109,-2086.7999267578125,255.0,0.0,False,-0.2822986094759757,2.299567111132403,1.5611841764448366,True,47.0,False,8,4,False,,a316907b664b48ceabf7e5fd99736e48,GoatedBarban,8.0,-3284.570068359375,1975.760009765625,17.010000228881836,4686.9000244140625,13275.10009765625,2.199999988079071,-1.1999999731779099,-3.700000047683716,-826.5000152587891,255.0,16.0,False,-0.009594981844262038,1.9096912769351837,-6.257007685375951e-05,True,255.0,False,12,10,4,,enpitsu,76561198039309853,27,-2598.860107421875,1938.8299560546875,17.059999465942383,12359.89990234375,13355.699462890625,-3.799999952316284,4.900000095367432,5.600000023841858,683.6000061035156,255.0,128.0,False,-0.01677824771540802,2.3217250108429788,0.00014413844823189692,True,97.71846858916741,True,6,False,6,,games5425898691,bf81d8692db,18.0,-789.9199829101562,3402.639892578125,17.010000228881836,6010.3997802734375,14130.799560546875,2.199999988079071,-0.09999999776482582,-0.09999999776482582,1682.2999572753906,255.0,233.0,,-0.009570653378940211,1.9196406729373714,1.7861545709175596e-05,True,10,211.0,False,8,4,
