,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
10,757,21,False,False,0,10492.43149680467,2052.22998046875,-4929.7099609375,128.35000610351562,28182.5,-10918.699951171875,2576.6000366210938,1557.7000427246094,4238.2000732421875,1901.4999389648438,0.0,0.34487016775928214,1.477707415888708,-0.8823686141375878,bf81d8692db,games5425898691,18.0,1890.8900146484375,-4857.93994140625,115.16000366210938,14238.499755859375,-7745.8001708984375,3489.2999267578125,-1484.7999572753906,-3094.5999145507812,669.3000030517578,255.0,128.0,,-0.049514696912386795,-0.4711767267699025,0.0016933333902444056,True,126.50339806464403,True,12,8,4,,76561198039309853,enpitsu,26.0,1872.1400146484375,-4686.33984375,17.059999465942383,-623.1000137329102,-18963.900146484375,1.5999999642372131,-0.5000000074505806,0.09999999776482582,-1353.800048828125,128.0,0.0,False,0.01709657602683434,-1.6213933437995611,-0.0002647129462196802,True,90.0,False,6,6,False,,eriksa,103c82311657444795b58cd981691cd2,5,3092.800048828125,-3615.97998046875,17.010000228881836,3308.599853515625,13600.0,2.0999999344348907,-0.19999999552965164,-0.5999999865889549,703.0000305175781,255.0,182.0,False,0.009568315809359003,1.3348703967476634,0.00015674282155601476,True,255.0,False,8,False,4,,GoatedBarban,a316907b664b48ceabf7e5fd99736e48,8.0,2554.659912109375,-2914.8798828125,17.010000228881836,542.9000091552734,-8223.099975585938,2.3999999463558197,0.0,0.09999999776482582,2503.699951171875,255.0,255.0,False,0.009508923389537573,-1.474743620063674,1.4013345223789095e-05,True,12,255.0,False,10,4,
11,855,24,False,False,0,7769.578485194753,3022.10009765625,-1569.31005859375,102.9800033569336,6605.0,26448.1005859375,5267.39990234375,1136.6000366210938,-4690.4998779296875,-1967.2999572753906,0.0,0.6988102272235608,-2.397294337683905,-1.9565757352794337,bf81d8692db,games5425898691,18.0,2931.2900390625,-1848.1400146484375,17.0,3260.4998779296875,22701.79931640625,3.400000035762787,0.0,-0.9000000357627869,1345.0,255.0,217.0,,0.009606189904071747,1.4613029537701165,0.00016888766996516958,True,0.0,False,12,8,4,,76561198039309853,enpitsu,26.0,-139.6999969482422,-4996.16015625,17.049999237060547,3530.2999877929688,7231.6998291015625,-1.0000000149011612,2.5999999046325684,5.899999737739563,1227.2000122070312,255.0,128.0,,0.016642462317012545,1.082367885403112,0.00030324600802226413,True,61.86064495835253,True,6,6,False,,eriksa,103c82311657444795b58cd981691cd2,6,3210.06005859375,1113.3399658203125,17.010000228881836,3375.8999633789062,13690.0,2.0999999344348907,0.09999999776482582,0.7999999821186066,0.0,255.0,128.0,,0.009590255172810827,1.329037660498311,-7.360216217370503e-05,True,255.0,False,8,False,4,,GoatedBarban,a316907b664b48ceabf7e5fd99736e48,8.0,3209.110107421875,-2139.449951171875,85.45999908447266,-4721.9000244140625,22100.10009765625,1174.800033569336,-1811.6999816894531,-5190.10009765625,172.90000915527344,255.0,191.0,,0.5064625616069568,0.9073701449935775,-1.9243577461317805,True,14,136.0,False,11,4,
12,964,28,False,False,1,10629.570013166323,-2287.43994140625,-5001.669921875,508.25,12674.000244140625,2428.0999755859375,-349.00001525878906,-1252.5,393.8999938964844,-1466.6999816894531,1.0,-0.38025275890315097,2.873943311283103,0.7402518728364207,a316907b664b48ceabf7e5fd99736e48,GoatedBarban,8.0,-2448.35009765625,-5103.240234375,435.5799865722656,10648.699951171875,155.10000228881836,821.6000366210938,-517.0000076293945,-186.5999984741211,761.1000061035156,255.0,128.0,,0.0993569060817739,3.129984054495198,-1.581189950498089,True,79.58706249985646,True,16,12,4,,103c82311657444795b58cd981691cd2,eriksa,8.0,-478.55999755859375,-4747.27001953125,17.010000228881836,-9580.10009765625,-5745.8001708984375,0.09999999776482582,-0.0,-0.0,-2388.699951171875,255.0,0.0,False,-0.009539847489332978,-0.48597518960426966,1.3716600707294215e-05,True,238.0,False,8,4,False,,enpitsu,76561198039309853,26,-14.699999809265137,-2429.5400390625,17.049999237060547,2536.7999267578125,-10705.2001953125,2.5,-0.5999999865889549,-0.7999999821186066,45.70000171661377,128.0,0.0,,-0.016905053714254582,-1.8097734169313808,-6.055615365079451e-05,True,97.0,False,8,False,8,,games5425898691,bf81d8692db,18.0,-2531.739990234375,-4316.93017578125,19.469999313354492,8306.799926757812,-6324.5001220703125,2960.5999755859375,0.5999999865889549,-1.5999999642372131,-2032.4000549316406,128.0,23.0,,-0.009707594628182553,-2.450628449829701,-9.390248446221935e-05,True,15,255.0,False,10,4,
13,984,29,False,False,1,10216.066230460217,-1390.68994140625,-4816.85986328125,332.82000732421875,-4105.10009765625,11864.3994140625,11124.3994140625,-1671.1000061035156,5383.4002685546875,-2055.5999755859375,1.0,-0.24706670111054574,-1.9064613091326925,-0.30375399712813916,a316907b664b48ceabf7e5fd99736e48,GoatedBarban,8.0,-1416.8599853515625,-4963.509765625,183.8300018310547,16309.300537109375,5223.499755859375,-7748.599853515625,2714.5999145507812,1190.999984741211,564.900016784668,255.0,134.0,,-0.6192474903074516,2.6337549929248056,-0.6354680581811928,True,38.0,False,18,12,4,,103c82311657444795b58cd981691cd2,eriksa,8.0,-1282.2099609375,-4876.1298828125,150.5399932861328,-11019.100341796875,-963.4999847412109,3234.1000366210938,-629.5999908447266,3908.2000732421875,83.59999656677246,21.0,105.0,True,0.6314054344944424,-0.07267548331127723,0.01565960194341644,True,228.62944516058892,True,10,4,False,,enpitsu,76561198039309853,26,-57.34000015258789,-2909.469970703125,17.049999237060547,-2213.5000610351562,-5898.0999755859375,-0.7000000029802322,-0.5000000074505806,-0.9000000357627869,1624.4999694824219,255.0,128.0,,-0.016640866387561667,-1.1583989368053134,0.0003697436533522489,True,105.11702374489077,True,8,False,8,,games5425898691,bf81d8692db,18.0,-1702.530029296875,-4813.39013671875,242.6199951171875,16435.400390625,-6065.0,13.999999761581421,-3058.5000610351562,3536.199951171875,-2896.4999389648438,255.0,255.0,,0.5366725879357781,-2.3243501449102086,-2.0606170805430373,True,16,208.80070543801912,True,11,4,
14,1083,33,False,False,0,5686.133611686862,2784.4599609375,805.6799926757812,111.20999908447266,4105.199890136719,11654.49951171875,3122.9998779296875,1801.300048828125,2259.1000366210938,5258.4002685546875,0.0,-0.9323571195675812,1.3500943240045797,-2.3656943619159323,76561198039309853,enpitsu,26.0,2749.739990234375,660.4299926757812,153.91000366210938,22610.2001953125,3443.699951171875,2432.7999877929688,-3618.599853515625,3521.4999389648438,2180.2999877929688,128.0,255.0,False,0.8823161264278083,-0.026391847254642484,-0.4804374262319802,True,30.0,False,10,9,False,,bf81d8692db,games5425898691,18.0,-1037.4599609375,1105.56005859375,97.5,-1689.7999572753906,-22380.0,-189.89999771118164,4454.4000244140625,-2846.0000610351562,-889.8999786376953,255.0,128.0,,-1.1033170357585655,-0.7157180045463137,-1.419045169421315,True,141.0,False,18,14,4,,eriksa,103c82311657444795b58cd981691cd2,5,399.8999938964844,2721.590087890625,17.010000228881836,12110.999755859375,-5560.8001708984375,2.0999999344348907,0.5000000074505806,-0.19999999552965164,0.0,255.0,128.0,False,0.009569202347847774,-0.4304443367806204,-5.420525464448727e-05,True,219.0,False,10,False,6,,GoatedBarban,a316907b664b48ceabf7e5fd99736e48,8.0,2675.080078125,1683.3699951171875,17.0,16662.60009765625,-3175.0,3.400000035762787,1.7000000178813934,0.0,1976.6000366210938,255.0,255.0,,0.00957661084279749,-0.11955197067529404,-9.213705829308701e-05,False,20,31.0,False,16,4,
15,1230,38,False,False,1,10326.394437415696,-3579.800048828125,-4166.0,97.83000183105469,-1282.5,3427.9998779296875,2447.5,1071.2999725341797,2606.199951171875,2234.7000122070312,1.0,-0.27261803731599515,2.133573499357621,2.8752137403225633,a316907b664b48ceabf7e5fd99736e48,GoatedBarban,8.0,-3467.22998046875,-4281.0400390625,22.440000534057617,464.39998626708984,2808.2998657226562,-646.2999725341797,-553.1999969482422,-677.6000213623047,-2233.300018310547,128.0,0.0,False,-0.09410605013942375,1.5482823471047866,0.1445936236005958,True,,False,20,16,4,,103c82311657444795b58cd981691cd2,eriksa,6.0,-911.469970703125,-3943.429931640625,17.020000457763672,2497.5,-5157.8997802734375,0.7999999821186066,0.7999999821186066,0.09999999776482582,0.0,0.0,128.0,False,-0.009772369924016614,1.119826128802416,1.861380341328892e-05,True,219.0,False,10,6,False,,enpitsu,76561198039309853,26,-3519.4599609375,-1624.4200439453125,17.059999465942383,183.4000015258789,-12811.199951171875,-4.000000059604645,0.09999999776482582,-1.5999999642372131,76.70000076293945,255.0,0.0,False,-0.016718121975859816,-1.5933960913261735,-7.055991189951936e-05,True,128.47608587049672,True,10,False,10,,games5425898691,bf81d8692db,18.0,-1802.1500244140625,1601.3699951171875,17.020000457763672,-2568.2998657226562,-13691.8994140625,0.9000000357627869,0.5999999865889549,3.4999999403953552,-1427.2999572753906,255.0,1.0,,-0.009578162492790332,-1.3682812233784616,-7.595174361477635e-05,True,18,233.0,False,14,4,
16,1270,39,False,False,0,4405.659446392778,3457.3701171875,4463.240234375,262.760009765625,-12730.400390625,9621.900024414062,8525.800170898438,-3992.60009765625,198.99999618530273,-4474.200134277344,0.0,-0.4956016725306783,0.6270273209319542,-2.8149110997704865,76561198039309853,enpitsu,26.0,3551.179931640625,4271.4501953125,142.50999450683594,-6659.000244140625,19367.2998046875,-162.00000762939453,-1168.8999938964844,-5374.000244140625,-59.699997901916504,255.0,255.0,False,0.6675236885019149,1.0578838308714775,-2.088542092725186,True,99.0,False,12,11,False,,bf81d8692db,games5425898691,18.0,2613.449951171875,292.5,17.020000457763672,1129.8999786376953,14029.000244140625,0.9000000357627869,0.09999999776482582,3.400000035762787,961.9000244140625,255.0,233.0,,0.009584253352833392,1.4945699541503115,6.209482862225335e-05,True,233.0,False,18,14,4,,eriksa,103c82311657444795b58cd981691cd2,6,604.8800048828125,4576.4599609375,17.020000457763672,-3680.7998657226562,7601.300048828125,0.7000000029802322,-0.19999999552965164,0.0,0.0,0.0,128.0,False,0.009707148545505336,-1.1198260368554378,-4.174142622853581e-06,True,219.0,False,10,False,6,,GoatedBarban,a316907b664b48ceabf7e5fd99736e48,8.0,2846.820068359375,4330.14990234375,17.010000228881836,-4397.39990234375,10639.89990234375,0.0,-0.5999999865889549,1.5999999642372131,-1996.6000366210938,255.0,49.0,False,0.009551209591513203,1.9029415490021961,6.150425652313361e-05,True,20,233.03583645051526,True,16,4,
17,1312,41,False,False,1,10310.79169605106,-1568.199951171875,-4872.0,758.6799926757812,14871.199951171875,6400.9002685546875,-588.1000137329102,1333.0000305175781,-1805.2999877929688,-87.60000228881836,1.0,0.7912451884273586,0.5605915052753937,1.4215338418269954,a316907b664b48ceabf7e5fd99736e48,GoatedBarban,8.0,-1747.2099609375,-5041.14013671875,737.47998046875,14169.200439453125,4772.39990234375,-1722.5,3297.0001220703125,1675.0,-178.4000015258789,255.0,255.0,False,-0.24109035913269308,3.118775929635498,-1.360239219990887,True,148.0,False,22,16,4,,103c82311657444795b58cd981691cd2,eriksa,6.0,-366.9100036621094,-5179.740234375,17.020000457763672,209.3000030517578,3409.5001220703125,1.1999999731779099,-0.7999999821186066,2.3999999463558197,557.7000045776367,128.0,237.0,False,-0.009562665386175518,1.6801163550862617,7.276864641999719e-05,True,219.0,False,10,6,False,,enpitsu,76561198039309853,26,-2732.530029296875,-5086.66015625,300.3800048828125,-5014.5001220703125,914.0000152587891,-1317.7000427246094,-294.0999984741211,-2091.199951171875,-577.2999954223633,255.0,128.0,False,-0.13627373490579744,0.16611546789591145,1.5711886505126362,True,99.0,False,12,False,12,,games5425898691,bf81d8692db,18.0,-1249.6800537109375,-2124.18994140625,17.020000457763672,10423.699951171875,-15132.5,-2.0000000298023224,-0.5000000074505806,1.0000000149011612,-136.899995803833,255.0,128.0,,-0.009588107042986222,-2.158206659447422,0.00013409652231843516,True,18,192.60970320496506,True,14,4,
18,1344,42,False,True,0,1258.785215315476,-104.80999755859375,4160.93994140625,271.489990234375,-1645.0,16180.400390625,2316.4999389648438,1666.6999816894531,2547.5,-5170.2001953125,0.0,0.803906365756353,-0.8025449141470927,-0.9060107349068502,bf81d8692db,games5425898691,18.0,-182.75,4038.85009765625,193.36000061035156,-16277.099609375,16246.99951171875,295.79999923706055,117.60000228881836,24.700000286102295,718.7000274658203,255.0,128.0,,-0.16679945532752025,-2.9364921753459448,-0.12826304769490746,True,131.63114814604484,True,20,14,4,,76561198039309853,enpitsu,26.0,3124.8798828125,4139.0498046875,17.059999465942383,-1601.7999267578125,-12754.000244140625,2.0999999344348907,2.7000001072883606,-5.099999904632568,-1990.7000732421875,255.0,0.0,False,0.016578756092588093,-1.7214863370323261,-0.00042517707844590407,True,99.0,False,12,12,False,,eriksa,103c82311657444795b58cd981691cd2,6,61.380001068115234,4859.6298828125,219.07000732421875,-5366.199951171875,-2800.7998657226562,-154.399995803833,-159.89999771118164,-4252.39990234375,3484.4000244140625,255.0,123.0,False,-0.028899444455957327,-1.5015479030830339,-1.437211580492132,True,210.0,False,12,False,8,,GoatedBarban,a316907b664b48ceabf7e5fd99736e48,8.0,-273.6400146484375,4258.5400390625,289.260009765625,-20145.2001953125,-7710.0,-146.00000381469727,584.5000076293945,-4634.89990234375,2902.60009765625,230.0,128.0,False,-0.7004308505419586,-1.3251443946288395,-2.199476944064851,True,22,126.0,False,17,4,
19,1353,42,False,False,1,9817.145719017733,155.9199981689453,-4649.2099609375,315.3299865722656,6002.0001220703125,2670.10009765625,5896.099853515625,4800.0,-3484.7000122070312,-903.3999633789062,1.0,-0.8115545107671263,-2.924386501257349,-2.0467881696787673,103c82311657444795b58cd981691cd2,eriksa,6.0,120.58000183105469,-4760.4501953125,187.82000732421875,5280.10009765625,2985.4998779296875,-1915.8000183105469,1430.5000305175781,2932.0999145507812,-538.6000061035156,255.0,0.0,False,0.8120641278408237,1.17229244350447,-0.41346619602502127,True,210.0,False,12,8,False,,a316907b664b48ceabf7e5fd99736e48,GoatedBarban,8.0,961.6599731445312,-3992.919921875,272.44000244140625,20140.400390625,7841.099853515625,-1332.2999572753906,-372.00000762939453,1873.0000305175781,1069.4999694824219,227.0,128.0,False,0.5857646391968523,1.656124242835083,-0.22661854158055866,True,126.0,False,22,18,4,,enpitsu,76561198039309853,26,-2941.219970703125,-3772.510009765625,17.059999465942383,9374.000244140625,8766.199951171875,2.0999999344348907,-0.0,-0.0,-2322.2000122070312,255.0,0.0,False,-0.016733676195389628,2.4527906212377495,-9.952135250752523e-06,True,99.0,False,12,False,12,,games5425898691,bf81d8692db,18.0,802.8400268554688,-4514.8701171875,136.13999938964844,18271.700439453125,-13709.300537109375,-2682.39990234375,-601.1999893188477,-445.99998474121094,-661.6000366210938,255.0,128.0,,0.3350645253231047,-3.1052743621095225,-0.7052385723911502,True,20,125.0,False,14,4,
20,1410,44,False,False,1,9262.013995376998,1360.280029296875,-4110.3701171875,131.19000244140625,2534.2999267578125,9124.000244140625,-58.29999923706055,2925.4998779296875,-4817.60009765625,-804.1000366210938,1.0,-0.8368104279405191,-2.8111037724556667,-2.223922594582612,103c82311657444795b58cd981691cd2,eriksa,6.0,1362.97998046875,-4215.6201171875,17.010000228881836,9025.999755859375,5477.60009765625,0.0,3.700000047683716,2.7000001072883606,968.3000183105469,255.0,255.0,,-0.009502116320012735,2.6114719356506733,0.00014765844790577256,,191.0,False,12,8,False,,a316907b664b48ceabf7e5fd99736e48,GoatedBarban,8.0,4079.10009765625,-3568.360107421875,302.8299865722656,-230.9000015258789,-13155.899658203125,1645.2999877929688,2100.0,236.29999160766602,-560.2999877929688,255.0,1.0,False,0.09159269736840812,-1.5657915860665663,1.576926643455582,True,126.0,False,22,18,4,,enpitsu,76561198039309853,26,491.3999938964844,-3336.429931640625,17.059999465942383,15255.50048828125,-3050.5999755859375,1.5999999642372131,5.299999713897705,2.199999988079071,-1598.3000183105469,128.0,255.0,,-0.017099759731389753,-2.873135245840968,4.4644138632189715e-06,True,42.0,False,12,False,12,,games5425898691,bf81d8692db,18.0,2919.510009765625,-3364.179931640625,17.040000915527344,-7037.7001953125,11697.80029296875,-1.899999976158142,-0.3999999910593033,-0.0,2113.699951171875,128.0,255.0,,-0.009620614220755441,0.9638784917824825,-9.496476058534783e-06,True,20,255.0,False,14,4,
21,1426,45,False,False,1,8754.286709524647,1489.8699951171875,-3594.1201171875,107.77999877929688,-4665.5999755859375,11563.00048828125,1948.3999633789062,1004.7000122070312,87.70000457763672,-2619.5999145507812,1.0,1.1072623391303698,-1.769199911481195,0.08561868749317379,103c82311657444795b58cd981691cd2,eriksa,7.0,1619.27001953125,-3742.929931640625,17.0,-1912.7999877929688,10291.99951171875,1.4000000059604645,-0.0,-0.0,2397.7999877929688,255.0,255.0,,-0.009550330851685059,1.3386504936610177,-2.3264007814183616e-05,,175.33289444574746,True,12,8,False,,a316907b664b48ceabf7e5fd99736e48,GoatedBarban,8.0,3739.179931640625,-4100.169921875,37.59000015258789,-12967.60009765625,-291.8000030517578,-4610.400085449219,3732.3001098632812,2481.1000061035156,-1784.9000549316406,255.0,1.0,False,-0.31433778455273104,0.058775747182270605,0.2838442569887501,True,126.0,False,22,18,4,,enpitsu,76561198039309853,26,1248.75,-3320.2900390625,22.030000686645508,13374.200439453125,3999.1000366210938,2998.3999633789062,2.0999999344348907,2.5999999046325684,-1698.5000610351562,128.0,0.0,,-0.016799218282776678,2.862029659546381,-0.0004856797055580314,True,54.0,False,14,False,12,,games5425898691,bf81d8692db,18.0,2336.679931640625,-3094.389892578125,17.040000915527344,-12253.199462890625,-304.4000053405762,-2.3000000417232513,-2.800000011920929,-0.29999999329447746,148.50000381469727,255.0,128.0,,-0.009538783498690128,-0.04426776971477998,-0.00017196232049855308,True,20,255.0,False,14,4,
22,1431,45,False,True,0,1805.2363511394553,-1405.1099853515625,3408.0400390625,135.9199981689453,6202.5,9792.999877929688,3913.699951171875,1262.0999908447266,1072.7999877929688,-5766.7999267578125,0.0,-0.9629297017417563,1.1659357308051324,0.11530677861754147,76561198039309853,enpitsu,26.0,-1470.0999755859375,3274.590087890625,75.08999633789062,-12896.800537109375,4086.9000244140625,2873.2000732421875,-4202.200012207031,289.6999931335449,-3077.7999877929688,128.0,0.0,,0.018030641680570742,3.03592598064468,0.05061972783386407,True,54.0,False,14,13,False,,bf81d8692db,games5425898691,18.0,-2009.739990234375,3109.550048828125,17.040000915527344,13008.499755859375,678.0999755859375,-2.3000000417232513,0.0,0.3999999910593033,1.899999976158142,255.0,128.0,,0.009536012364626922,0.052438781778019965,-3.5578494276629726e-06,True,255.0,False,20,14,4,,eriksa,103c82311657444795b58cd981691cd2,7,-1548.52001953125,3562.679931640625,16.959999084472656,6329.0997314453125,-10190.30029296875,18.899999856948853,-36.90000057220459,60.10000228881836,2292.7999877929688,255.0,255.0,,0.009604096219084753,-0.9630945212471739,0.003923003464419854,,159.6356472071781,True,12,False,8,,GoatedBarban,a316907b664b48ceabf7e5fd99736e48,8.0,-3509.5,4052.300048828125,15.359999656677246,12554.200439453125,-5148.599853515625,296.00000381469727,259.7999954223633,180.49999237060547,-2069.4000244140625,255.0,3.0,False,-0.010497448525922772,-0.4482943768413438,-0.020244040866294645,True,22,126.0,False,18,4,
23,1486,47,False,True,0,597.7858371343317,-298.5799865722656,5160.91015625,122.66999816894531,-14683.699951171875,11653.699951171875,619.7000122070312,-2941.9000244140625,-1929.7999572753906,4860.10009765625,0.0,-0.7739535478299295,-0.6362270009660101,2.7277464931968205,bf81d8692db,games5425898691,18.0,-115.05000305175781,5142.509765625,106.69999694824219,-2369.199981689453,21728.89892578125,3216.300048828125,685.4000091552734,307.90000915527344,5139.69970703125,255.0,255.0,,-0.000546621721721514,2.3902696466175914,-0.0006948924009025105,True,143.2471225287325,True,22,14,4,,76561198039309853,enpitsu,26.0,-3966.530029296875,3442.39990234375,54.58000183105469,-6122.60009765625,-10804.49951171875,3481.9000244140625,1156.6999816894531,2969.89990234375,2074.7999572753906,255.0,255.0,,-0.28986695474910024,-2.0567970830286213,-0.47656036502693366,True,54.0,False,14,14,False,,eriksa,103c82311657444795b58cd981691cd2,7,-197.0,4580.0498046875,17.0,-2733.5000610351562,20288.299560546875,1.0999999940395355,0.0,0.5000000074505806,-1638.0000305175781,255.0,0.0,False,0.00960357045470627,1.6688436584139452,-0.0001933802460280919,True,61.263286049648,True,12,False,8,,GoatedBarban,a316907b664b48ceabf7e5fd99736e48,8.0,-595.7000122070312,5106.89013671875,21.920000076293945,16043.800048828125,16214.69970703125,2945.1998901367188,-3.100000023841858,-2.7000001072883606,-519.0999984741211,255.0,9.0,False,0.009586679136502308,0.7914034240917657,-9.377276742615189e-05,True,24,19.306331050011423,True,18,4,
24,1487,47,False,False,1,10348.288852404681,333.510009765625,-5192.990234375,129.97000122070312,-9557.899780273438,2446.0000610351562,8166.300048828125,-618.1000137329102,3026.099853515625,-5143.900146484375,1.0,0.9089052525038028,0.669431264597606,2.7586056124710088,a316907b664b48ceabf7e5fd99736e48,GoatedBarban,8.0,421.0799865722656,-5281.64013671875,53.81999969482422,-14088.399658203125,-16738.00048828125,1999.7999572753906,2685.7998657226562,4558.2000732421875,-1502.7000427246094,255.0,0.0,False,0.00874791736082735,-0.6579423520405463,-0.05105233115190054,True,16.192498845438806,True,24,18,4,,103c82311657444795b58cd981691cd2,eriksa,7.0,197.0,-4580.0498046875,17.0,2733.5000610351562,-20288.299560546875,1.0999999940395355,-0.0,-0.5000000074505806,-1638.0000305175781,255.0,0.0,False,-0.00960357045470627,-1.6688436584139452,-0.0001933802460280919,True,58.149453845075385,True,12,8,False,,enpitsu,76561198039309853,26,3966.530029296875,-3442.39990234375,54.58000183105469,6122.60009765625,10804.49951171875,3481.9000244140625,-1156.6999816894531,-2969.89990234375,2074.7999572753906,255.0,128.0,,0.28986695474910024,2.0567970830286213,-0.47656036502693366,True,54.0,False,14,False,14,,games5425898691,bf81d8692db,18.0,115.05000305175781,-5142.509765625,106.69999694824219,2369.199981689453,-21728.89892578125,3216.300048828125,-685.4000091552734,-307.90000915527344,5139.69970703125,255.0,255.0,,0.000546621721721514,-2.3902696466175914,-0.0006948924009025105,True,22,140.13329032415987,True,14,4,
25,1647,53,False,False,1,10266.750864389445,-3643.0400390625,-4068.8701171875,96.13999938964844,-4303.900146484375,1482.5,732.6000213623047,-1753.6000061035156,-4887.799987792969,-3005.4998779296875,1.0,0.8304530134264047,-1.9120683790916653,-2.4680615962630155,a316907b664b48ceabf7e5fd99736e48,GoatedBarban,10.0,-3772.75,-4202.81005859375,190.8699951171875,-11018.199462890625,5617.39990234375,1914.2999267578125,4307.799987792969,-3400.4998779296875,358.8999938964844,187.0,128.0,False,0.21737062979464825,0.9759363775064455,2.5728800380444317,True,0.0,False,26,21,4,,103c82311657444795b58cd981691cd2,eriksa,6.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,26,2434.22998046875,3934.77001953125,17.049999237060547,-14093.299560546875,-8128.599853515625,-2.3000000417232513,-0.5000000074505806,-0.7999999821186066,41.90000057220459,255.0,128.0,False,-0.01676399307896732,-0.5280421147582564,-5.632865465395638e-05,True,198.59879564213495,True,14,False,14,,games5425898691,bf81d8692db,18.0,-3578.669921875,-4413.0400390625,139.33999633789062,-391.5999984741211,-690.8000183105469,1233.3000183105469,-1248.8999938964844,1126.9000244140625,-1858.8999938964844,255.0,0.0,,1.0693324203736418,-0.6931576948953095,0.09421894092859737,True,24,255.0,False,16,4,
26,1661,54,False,False,1,10278.857500165426,-3829.7099609375,-3988.1201171875,130.3000030517578,-2494.199981689453,1802.1000671386719,1282.4000549316406,-3468.2998657226562,-4579.5001220703125,-1731.3999938964844,1.0,-1.0001433774776503,0.5381339389482083,-0.5586316471952157,a316907b664b48ceabf7e5fd99736e48,GoatedBarban,11.0,-3999.0,-3960.3798828125,237.69000244140625,-1580.2999877929688,3767.5,-1207.6000213623047,-1718.2000732421875,-839.8000335693359,-545.4000091552734,243.0,0.0,,-0.1335410035236275,1.1530826939422973,1.4878105485564044,True,,False,26,22,4,,103c82311657444795b58cd981691cd2,eriksa,6.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,27,1662.199951171875,3436.5,17.049999237060547,-16566.099853515625,-12980.0,-2.0999999344348907,-1.1999999731779099,-0.7000000029802322,93.59999656677246,255.0,255.0,,-0.01678345567804904,-0.6738849011463508,-8.28375782819814e-05,True,217.38712245418182,True,14,False,14,,games5425898691,bf81d8692db,18.0,-3673.919921875,-4364.60009765625,259.3999938964844,-3455.8999633789062,3238.5000610351562,2700.10009765625,-1794.1999816894531,-1376.4999389648438,139.399995803833,255.0,0.0,,0.6236077670032497,0.7553164697716186,1.5049684665563527,True,24,245.5636989942161,True,16,4,
