,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,172,0,False,True,0,5202.258087732099,-0.5899999737739563,15.380000114440918,99.0199966430664,-1362.7999877929688,28113.798828125,9475.0,5981.300048828125,356.8000030517578,-309.89999771118164,0.0,0.004385130320589731,-0.0035306027260122727,0.07130021974822374,7516067686196166643,Holmesy2K15,5.0,5.590000152587891,-244.89999389648438,16.31999969482422,845.6999969482422,22943.40087890625,106.5999984741211,32.40000009536743,21.80000066757202,1192.7999877929688,255.0,255.0,,0.017664539593878856,1.5394727922331954,-0.0014594943041266338,True,4,False,34.0,False,4,,76561198130427331,1dia100mijar,14.0,3070.25,-4204.06005859375,16.8700008392334,16597.900390625,-1788.6000061035156,38.59999895095825,-37.59999990463257,0.9000000357627869,3069.2999267578125,255.0,255.0,False,0.009466946404486727,0.09769134893106564,0.002239818532173254,True,4,255.0,False,False,4,,enpitsu,76561198039309853,25,-6.909999847412109,620.469970703125,93.93000030517578,658.0000305175781,-22883.00048828125,2076.7999267578125,5497.7001953125,158.29999923706055,0.0,255.0,128.0,,0.8087587104500934,-1.5419795516004233,1.1077694184829427e-07,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,2998.300048828125,4125.66015625,17.010000228881836,16335.699462890625,224.50000762939453,2.3000000417232513,0.19999999552965164,-0.09999999776482582,-1950.5999755859375,255.0,0.0,,0.009631686492968024,-0.0518777969923502,-5.021635232256519e-05,True,255.0,False,False,False,False,
1,175,0,False,False,1,5336.521364443668,14.119999885559082,-123.1500015258789,198.8300018310547,1710.3999328613281,22439.3994140625,10752.099609375,5060.4998779296875,-20.399999618530273,-436.3999938964844,1.0,-0.028770128747069818,0.03677868135998643,0.30114899588089555,76561198039309853,enpitsu,25.0,-3.4600000381469727,-261.9100036621094,101.91000366210938,-473.6000061035156,16771.99951171875,-224.59999084472656,-1975.2000427246094,292.99999237060547,-3614.89990234375,255.0,128.0,,-1.4680719601010128,-1.4709776682556983,-3.0675560829862536,True,2,False,31.0,False,1,,bf81d8692db,games5425898691,19.0,-3132.72998046875,-4115.43994140625,17.010000228881836,-15897.80029296875,2405.800018310547,2.3000000417232513,-0.0,0.09999999776482582,-2006.3999938964844,255.0,0.0,,-0.009596549811761943,0.21739386451942513,-3.242340511822995e-05,True,False,255.0,False,False,False,,1dia100mijar,76561198130427331,14,-3204.35009765625,4201.9599609375,17.020000457763672,-15494.3994140625,-2017.2000122070312,6.899999976158142,9.900000095367432,2.8999999165534973,3186.099853515625,255.0,255.0,False,-0.009611101490012184,-0.3610051492222025,0.0005529460361086457,True,255.0,False,4,False,4,,Holmesy2K15,7516067686196166643,5.0,-4.820000171661377,65.55999755859375,15.399999618530273,1104.800033569336,-20142.2998046875,137.60000228881836,44.20000076293945,-34.80000019073486,1896.6999816894531,255.0,255.0,,-0.011360549081724904,-1.6770601914453676,-0.002864515161263363,True,34.0,False,4,False,4,
2,269,3,False,False,0,8854.157147613838,-572.9000244140625,-3708.260009765625,128.10000610351562,-15150.799560546875,22053.798828125,5667.8997802734375,658.7000274658203,1160.5000305175781,-5849.69970703125,0.0,0.13409108635673453,-0.47603405666388815,1.5621718403052935,76561198130427331,1dia100mijar,15.0,-354.1099853515625,-3957.050048828125,96.73999786376953,-22776.4990234375,2818.2000732421875,1512.4000549316406,1671.9000244140625,-5004.5001220703125,-1551.9999694824219,255.0,128.0,False,0.5051179730459716,2.32948645567379,-1.0129379883856067,True,6,False,163.0,False,5,,7516067686196166643,Holmesy2K15,5.0,-2665.14990234375,-3449.14990234375,16.610000610351562,-10065.30029296875,-16494.69970703125,86.09999656677246,-27.899999618530273,25.999999046325684,-560.2000045776367,255.0,128.0,,0.018951684533345732,-2.144489847194156,0.0007414810466456906,False,6,19.0,False,False,6,,enpitsu,76561198039309853,25,-505.3800048828125,-3040.159912109375,172.5800018310547,-4076.4999389648438,-17108.699951171875,2707.2000122070312,-0.19999999552965164,-0.19999999552965164,0.0,128.0,128.0,,0.016748862672199567,-1.8047483598413319,-4.764678132890718e-05,True,0.0,False,4,False,2,,games5425898691,bf81d8692db,19.0,1419.3699951171875,-691.22998046875,17.030000686645508,-22332.19970703125,1096.6999816894531,-0.5000000074505806,0.29999999329447746,0.0,-0.09999999776482582,255.0,128.0,,0.009589925691549102,3.0924998310135443,1.8187378914785396e-05,True,232.0,False,False,False,False,
3,394,8,False,False,0,2555.4246625876376,-3067.219970703125,3792.409912109375,106.4000015258789,2586.0000610351562,9329.69970703125,4096.9000244140625,-5409.69970703125,1499.4999694824219,2117.899932861328,0.0,-1.3108163308821827,0.0400814972399847,-1.8828812038986682,76561198130427331,1dia100mijar,15.0,-2994.8798828125,3593.449951171875,75.4800033569336,2852.6998901367188,22601.10107421875,3005.1998901367188,-737.3000335693359,-1019.4999694824219,2620.7998657226562,255.0,158.0,,0.053483037832037214,1.8349410210226114,-0.010670862492675673,True,10,False,0.0,False,8,,7516067686196166643,Holmesy2K15,5.0,-909.280029296875,-633.0,17.049999237060547,-3306.0000610351562,6960.3997802734375,3.400000035762787,5.0,0.9000000357627869,-1366.300048828125,246.0,29.0,False,0.01698141680538227,2.060845723666888,-0.0004174673707257806,True,6,255.0,False,False,6,,enpitsu,76561198039309853,25,-3207.429931640625,-1251.8199462890625,17.030000686645508,-7048.4002685546875,20160.6005859375,5.099999904632568,0.09999999776482582,-0.09999999776482582,-130.79999923706055,255.0,128.0,,0.01679394222778966,1.8948529356056996,7.799479012236525e-05,True,0.0,False,6,False,4,,games5425898691,bf81d8692db,19.0,-2470.989990234375,5102.7900390625,187.49000549316406,787.5,73.09999942779541,1655.5000305175781,155.9000015258789,397.59998321533203,-86.30000114440918,128.0,0.0,,-1.355816448240177,0.058605931088824406,1.5013320579586227,True,255.0,False,False,False,False,
4,471,10,False,False,1,9727.021241050355,-874.6199951171875,-4424.509765625,212.38999938964844,-20743.30078125,10277.7001953125,-1790.8000183105469,745.1999664306641,4342.099914550781,1291.6999816894531,1.0,-0.9922646977293155,-1.0963604194162073,2.6046824054428557,bf81d8692db,games5425898691,19.0,-867.1099853515625,-4534.52001953125,102.13999938964844,-20457.7001953125,6057.39990234375,-428.6000061035156,-3850.8999633789062,733.7000274658203,3857.6998901367188,255.0,52.0,,-0.028985441101430996,-1.2220059879214833,2.315929584453567,True,4,False,93.02954824765521,True,3,,76561198039309853,enpitsu,25.0,602.489990234375,-3886.360107421875,17.030000686645508,-11643.00048828125,-17874.100341796875,5.099999904632568,0.3999999910593033,-0.3999999910593033,2.7000001072883606,255.0,0.0,,-0.016799072660690334,-0.9937573983805216,-4.003140641570742e-06,True,4,180.0,False,False,6,,1dia100mijar,76561198130427331,14,1347.050048828125,-3392.68994140625,60.060001373291016,-9420.10009765625,12823.599853515625,-2375.7000732421875,285.9000015258789,-1392.2000122070312,1768.8999938964844,255.0,255.0,,0.27868905544966593,0.8447528686529634,0.32069903911647474,True,31.0,False,12,False,12,,Holmesy2K15,7516067686196166643,5.0,-1078.1800537109375,-3924.159912109375,95.43000030517578,-14298.00048828125,-17702.099609375,3115.4000854492188,-5.199999809265137,-4.600000083446503,40.300002098083496,255.0,242.0,False,-0.016757965651752096,-0.8138273715389117,0.0018587173911417162,True,103.0,False,8,False,6,
5,475,11,False,False,0,2198.0113965852806,1136.9599609375,4304.33984375,192.8300018310547,-1447.1000671386719,15600.799560546875,7001.400146484375,5146.7999267578125,1744.1999816894531,2543.0999755859375,0.0,0.6439289105448925,0.8680302805417637,2.0383632659468263,7516067686196166643,Holmesy2K15,5.0,1219.1199951171875,4228.85986328125,130.10000610351562,8700.599975585938,19304.200439453125,680.1999664306641,-3837.5,-3923.699951171875,356.30001068115234,255.0,255.0,False,0.06461459876522559,0.8666010542757652,-0.7273869478716019,True,8,False,103.0,False,7,,76561198130427331,1dia100mijar,14.0,-1180.3699951171875,3191.659912109375,19.079999923706055,11517.900390625,-10162.80029296875,-1408.8999938964844,-361.5999984741211,3232.60009765625,-1133.6000061035156,255.0,128.0,,-0.0342312500624976,-0.664091457028026,0.052654078708291155,True,12,27.867320550385344,True,False,12,,enpitsu,76561198039309853,25,-403.989990234375,4174.68994140625,17.030000686645508,12865.2001953125,16449.599609375,5.400000214576721,0.5999999865889549,0.5000000074505806,-1627.2999572753906,255.0,0.0,True,0.016789818629867413,0.8728940913656028,-0.00022269666845400863,True,180.0,False,6,False,4,,games5425898691,bf81d8692db,19.0,1038.43994140625,4487.93017578125,100.63999938964844,20585.90087890625,-5208.499755859375,-93.19999694824219,3504.89990234375,-1169.1000366210938,4074.1000366210938,255.0,48.0,,-0.3699492928066139,1.6835710619428663,2.2481779029235502,True,80.53863225188304,True,4,False,3,
6,556,13,False,False,1,8521.411392220243,-1036.4200439453125,-3159.409912109375,126.75,4631.499938964844,6322.39990234375,117.10000038146973,-5987.60009765625,366.30001068115234,-116.70000076293945,1.0,-0.7593793939013732,-0.9835399555043347,-1.4822586354824978,76561198039309853,enpitsu,25.0,-1141.3399658203125,-3213.989990234375,17.040000915527344,216.00000381469727,190.10000228881836,3.400000035762787,0.29999999329447746,-0.9000000357627869,-550.4000091552734,255.0,0.0,,-0.016617646320096043,1.6496423891989567,-0.00012098055187431205,True,6,False,117.0,False,4,,bf81d8692db,games5425898691,19.0,-1941.25,-2460.639892578125,17.010000228881836,10748.299560546875,9882.5,2.3000000417232513,-0.19999999552965164,-0.0,-2083.5000610351562,255.0,0.0,,-0.009582302740970671,2.4641900001366426,-4.767999401561431e-06,True,4,38.0,False,False,4,,1dia100mijar,76561198130427331,14,-3120.469970703125,-812.3499755859375,17.010000228881836,-15875.6005859375,973.0999755859375,2.0999999344348907,1.2999999523162842,-0.09999999776482582,-1155.1000213623047,255.0,36.0,,-0.009593720820067249,0.08643689584817553,-4.229409964313721e-05,True,,False,14,False,12,,Holmesy2K15,7516067686196166643,6.0,-2598.510009765625,-4136.18017578125,17.020000457763672,-13985.6005859375,9156.699829101562,2.5999999046325684,0.29999999329447746,-0.19999999552965164,2007.7999877929688,255.0,255.0,,-0.016783131973517544,0.5189717200280468,3.785272704854474e-05,,81.09971628650544,True,8,False,8,
7,576,14,False,False,1,8003.6346039693835,-730.6599731445312,-2696.590087890625,97.47000122070312,10138.099975585938,11562.60009765625,851.2999725341797,-2388.699951171875,-1287.1000671386719,1347.7000427246094,1.0,-0.20903906217229382,1.8301697601346383,2.4154367366646508,76561198039309853,enpitsu,25.0,-858.0499877929688,-2819.77001953125,16.770000457763672,8128.3001708984375,8264.000244140625,-166.10000610351562,394.70001220703125,-827.3000335693359,-1751.6000366210938,255.0,0.0,,-0.009705281709065348,2.3681984058469774,-0.0027059403387027147,True,6,False,54.424051505263144,True,4,,bf81d8692db,games5425898691,19.0,-842.8699951171875,-2343.97998046875,77.0999984741211,19050.699462890625,-1053.499984741211,2346.0000610351562,-19.199999570846558,5499.6002197265625,55.79999923706055,128.0,141.0,,-0.6251222146092705,-3.1410940983505258,0.0010011352124191196,True,5,68.0,False,False,6,,1dia100mijar,76561198130427331,14,-3846.550048828125,-318.92999267578125,18.6299991607666,968.1999969482422,11424.89990234375,-47.60000228881836,-100.50000190734863,-134.79999542236328,-2465.5999755859375,255.0,9.0,False,-0.021124238144067668,1.7664979818990132,0.0753467824566563,True,,False,14,False,12,,Holmesy2K15,7516067686196166643,6.0,-3604.949951171875,-3117.31005859375,17.020000457763672,-3745.4998779296875,22011.8994140625,2.0999999344348907,-0.09999999776482582,1.8000000715255737,-867.6000213623047,255.0,128.0,,-0.01677330436179515,1.4657226241096142,0.00022499190735310908,True,204.91140628373748,True,8,False,8,
8,582,14,False,False,1,7744.305623262207,-511.0,-2475.419921875,105.66999816894531,6761.7999267578125,-1962.7999877929688,1445.0,-2477.7000427246094,-2186.7999267578125,-5007.799987792969,1.0,-0.6822302560434882,1.9981495209232076,1.9156538995144445,bf81d8692db,games5425898691,19.0,-477.6300048828125,-2364.219970703125,90.73999786376953,19050.699462890625,-1053.499984741211,-152.5,-162.90000915527344,5486.199951171875,352.5,128.0,185.0,,-1.1305919149465962,-0.0686572020084035,-3.1337378431391483,True,6,False,68.0,False,5,,76561198039309853,enpitsu,25.0,-679.0399780273438,-2692.169921875,17.010000228881836,12101.199951171875,5939.6002197265625,6.3999998569488525,-6.299999952316284,25.59999942779541,-2244.9000549316406,255.0,128.0,,-0.01587990043309725,2.7403322515922985,-0.0003104680684546548,True,4,35.62678688059573,True,False,6,,1dia100mijar,76561198130427331,14,-3755.6298828125,-52.65999984741211,16.81999969482422,5540.999755859375,10741.700439453125,33.69999885559082,15.800000429153442,70.19999980926514,-1084.4999694824219,255.0,11.0,False,-0.008200879100273681,2.055510783774579,-0.0055797362437833035,True,251.85888168632343,True,14,False,12,,Holmesy2K15,7516067686196166643,6.0,-3623.2099609375,-2692.6201171875,17.030000686645508,1932.2999572753906,21951.39892578125,5.5000001192092896,-0.0,0.5000000074505806,-1857.7000427246094,255.0,0.0,,-0.016768172858943903,1.7173379597837573,-0.00011386250707270151,True,235.0,False,8,False,8,
9,588,15,False,False,1,7758.84407976118,-375.55999755859375,-2513.93994140625,121.0999984741211,5008.2000732421875,3909.5999145507812,2179.7999572753906,-1260.199966430664,-3874.2999267578125,-3383.599853515625,1.0,-0.47119598275622354,-2.8543971822335013,1.2047777915916686,76561198039309853,enpitsu,25.0,-351.0899963378906,-2613.739990234375,17.010000228881836,15448.499755859375,1639.6000671386719,3.400000035762787,-1.2999999523162842,0.09999999776482582,-247.5,255.0,255.0,True,-0.01675645422931024,3.061199855903607,0.00020418467335241183,True,6,False,30.0,False,4,,bf81d8692db,games5425898691,19.0,-37.349998474121094,-2368.139892578125,86.56999969482422,18798.800048828125,-173.29999923706055,-148.80000114440918,-315.5999946594238,5483.900146484375,277.39999771118164,255.0,128.0,,0.555323708560467,-0.08889051536950296,3.0820737612392524,True,5,68.0,False,False,6,,1dia100mijar,76561198130427331,14,-3546.3701171875,203.64999389648438,17.0,11305.30029296875,8989.89990234375,1.2999999523162842,1.0999999940395355,1.0999999940395355,-2020.8000183105469,255.0,9.0,False,-0.009591061407708096,2.529920179964906,-7.757562876092931e-05,True,233.06523019267664,True,14,False,12,,Holmesy2K15,7516067686196166643,6.0,-3471.110107421875,-2215.89990234375,17.030000686645508,10500.2001953125,18643.1005859375,2.7000001072883606,1.899999976158142,3.400000035762787,-1113.0999755859375,255.0,128.0,,-0.016777365109098795,2.156207817461167,0.0001712831005387582,True,231.88221946839363,True,8,False,8,
