,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_double_jump_active,team_mate_dodge_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_ball_cam,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_ball_cam,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,team_mate_handbrake
10,2311,59.0,False,False,1,3504.4885575356707,3451.27001953125,2741.659912109375,249.32000732421875,7072.80029296875,30812.60009765625,5263.4002685546875,-1760.3999328613281,-5681.099853515625,791.1000061035156,1.0,-0.5643102701667289,-2.279853940393232,-3.1228612451145215,76561198039309853,enpitsu,25.0,3414.949951171875,2606.219970703125,149.47000122070312,14842.80029296875,17430.0,2210.0999450683594,-1544.1999816894531,4855.400085449219,-2071.1000061035156,255.0,0.0,,-0.8426762972371836,2.0147301819728716,0.44959509875382814,True,10,2,0.0,False,7,,bf81d8692db,games5425898691,22.0,2763.080078125,2696.6298828125,17.010000228881836,5789.0997314453125,-410.60001373291016,2.0999999344348907,1.1999999731779099,0.3999999910593033,-19.500000476837158,255.0,128.0,-0.009451139124551434,-3.0638703642258256,-5.973067734159786e-05,True,False,8,10,133.0,False,,blry.,76561198017152282,,,,,,,,,,,,,,,,,,,,,,,,TrimThoseToes,b12e1fb671b,,,,,,,,,,,,,,,,,,,,,,,,
11,2418,63.0,True,True,1,615.2451138469522,530.3099975585938,4645.22998046875,294.010009765625,-15754.599609375,26311.0009765625,3623.3999633789062,5053.900146484375,-1383.800048828125,2922.6998901367188,1.0,-0.15802430078998378,-1.0290512623950765,-0.18414552517124344,bf81d8692db,games5425898691,22.0,586.25,4436.33984375,195.52000427246094,-9942.899780273438,20656.39892578125,1857.7000427246094,-1503.6000061035156,-1077.6000213623047,-441.5999984741211,255.0,255.0,,0.0657120531688233,2.112364880960086,0.7543725121397249,True,12,False,82.59824514132673,True,9,,76561198039309853,enpitsu,25.0,646.8300170898438,4455.5498046875,91.08999633789062,-6840.2001953125,3743.699951171875,3801.6000366210938,-1430.7000732421875,-2615.0,-0.09999999776482582,255.0,128.0,-0.09891622317718679,0.5008371561469207,-1.5744728537806448e-05,True,2,9,12,31.0,False,,blry.,76561198017152282,,,,,,,,,,,,,,,,,,,,,,,,TrimThoseToes,b12e1fb671b,,,,,,,,,,,,,,,,,,,,,,,,
12,2679,63.0,False,True,1,5186.650679566947,-2.630000114440918,31.790000915527344,105.44999694824219,-2693.2000732421875,20813.9990234375,6588.0999755859375,4237.300109863281,-1801.0000610351562,3847.2000122070312,1.0,-0.041827304533328266,-0.0799106497141227,-0.0883649334070337,76561198039309853,enpitsu,25.0,-21.149999618530273,-222.5,17.049999237060547,10425.50048828125,16264.69970703125,3.0000001192092896,-0.3999999910593033,-1.0000000149011612,1911.1000061035156,255.0,128.0,,-0.016783954943874507,2.0828221324904326,0.0001257294385336438,True,False,False,0.0,False,False,,bf81d8692db,games5425898691,22.0,2905.239990234375,-4205.06005859375,17.010000228881836,17594.100341796875,-2593.699951171875,2.3000000417232513,-0.3999999910593033,-0.0,1941.7999267578125,255.0,255.0,-0.00958517076997323,-3.062186336678635,4.576539141205511e-05,True,False,False,False,0.0,False,,blry.,76561198017152282,,,,,,,,,,,,,,,,,,,,,,,,TrimThoseToes,b12e1fb671b,,,,,,,,,,,,,,,,,,,,,,,,
13,2738,65.0,False,True,1,1659.005395784692,-570.6099853515625,4364.52978515625,146.08999633789062,-4891.099853515625,25414.19921875,2439.600067138672,-3354.1000366210938,-1577.7999877929688,-1773.0999755859375,1.0,-0.18196554219719857,-0.26329536420196403,0.9955263036381358,76561198039309853,enpitsu,25.0,-513.9299926757812,4099.43017578125,123.75,-7269.7998046875,21126.201171875,5461.9000244140625,25.899999141693115,15.59999942779541,1200.1000213623047,128.0,128.0,,-0.009432151119113642,0.914527066001073,-0.0009072764986368583,True,4,2,9.0,False,2,,bf81d8692db,games5425898691,22.0,2436.429931640625,-1098.7900390625,17.020000457763672,-19736.300048828125,10586.8994140625,0.9000000357627869,0.29999999329447746,-0.19999999552965164,1275.6999969482422,255.0,211.0,-0.009588653481450191,0.4604578370185984,0.00012966449541278806,True,False,False,False,182.0,False,,blry.,76561198017152282,,,,,,,,,,,,,,,,,,,,,,,,TrimThoseToes,b12e1fb671b,,,,,,,,,,,,,,,,,,,,,,,,
14,2837,69.0,False,False,1,5915.337127421072,-2088.93994140625,33.0099983215332,201.0500030517578,16527.2998046875,22945.400390625,14518.1005859375,5187.0001220703125,1328.5000610351562,-2707.3001098632812,1.0,-0.13259786206137758,1.5360506113631567,1.6952107612098402,bf81d8692db,games5425898691,22.0,-2216.070068359375,-193.4600067138672,65.91999816894531,4934.5001220703125,16507.900390625,1696.7999267578125,4583.800048828125,799.3000030517578,-2670.4998779296875,255.0,128.0,,0.06391289800795681,1.909174445412358,0.039372948977581874,True,4,False,130.0,False,False,,76561198039309853,enpitsu,25.0,-2042.1199951171875,3625.639892578125,17.059999465942383,-9084.600219726562,-13165.10009765625,-1.7000000178813934,1.0000000149011612,1.5999999642372131,-134.399995803833,255.0,128.0,-0.016784720092188316,-0.9520012480480662,0.00011325473526653361,True,2,2,4,0.0,False,,blry.,76561198017152282,,,,,,,,,,,,,,,,,,,,,,,,TrimThoseToes,b12e1fb671b,,,,,,,,,,,,,,,,,,,,,,,,
15,2975,74.0,False,False,1,4300.654582293896,3891.75,2054.3701171875,398.54998779296875,16987.5,16965.2001953125,9605.900268554688,5577.1002197265625,1293.2000732421875,1795.0999450683594,1.0,0.4228052031935718,-1.248543071031241,2.1014201716946057,bf81d8692db,games5425898691,22.0,3785.22998046875,1874.0400390625,264.80999755859375,7929.4000244140625,14503.1005859375,3434.4000244140625,-3092.0001220703125,3000.10009765625,1119.3000030517578,255.0,68.0,,0.7557671959377807,1.9731058257156657,0.24904253198100443,True,8,False,77.04306236902872,True,5,,76561198039309853,enpitsu,25.0,-306.6700134277344,-785.969970703125,17.059999465942383,17775.699462890625,5424.5001220703125,1.8000000715255737,-1.0999999940395355,-0.29999999329447746,1839.1999816894531,255.0,255.0,-0.016782435748043223,2.795399340755388,0.00014671043987485104,True,2,2,4,198.0,False,,blry.,76561198017152282,,,,,,,,,,,,,,,,,,,,,,,,TrimThoseToes,b12e1fb671b,,,,,,,,,,,,,,,,,,,,,,,,False
16,3223,83.0,False,False,1,4871.724561191329,-3571.510009765625,3197.050048828125,126.02999877929688,-3412.7999877929688,18361.8994140625,2664.2001342773438,2522.7000427246094,2301.4999389648438,-4933.399963378906,1.0,-0.3987275970645887,-0.21460298581030038,0.7748068417847556,76561198039309853,enpitsu,25.0,-3508.47998046875,3002.56005859375,127.11000061035156,-18905.2001953125,12980.699462890625,1758.2000732421875,-3197.5,-4472.699890136719,-141.09999656677246,255.0,0.0,,-0.9214942000951926,0.6544667513069974,-0.012166541784184859,True,8,2,7.0,False,3,,bf81d8692db,games5425898691,22.0,-3826.2099609375,3503.7099609375,17.459999084472656,-9254.69970703125,-16956.099853515625,205.79999923706055,-380.2000045776367,924.5999908447266,2034.2999267578125,128.0,255.0,0.007268346065621239,-1.145769841070626,-0.015634241727844667,True,False,6,10,255.0,False,,blry.,76561198017152282,,,,,,,,,,,,,,,,,,,,,,,,TrimThoseToes,b12e1fb671b,,,,,,,,,,,,,,,,,,,,,,,,
17,3294,85.0,False,False,1,3075.5784596371805,-2085.550048828125,4385.31982421875,243.61000061035156,8196.799926757812,16919.7998046875,-8974.400024414062,-5986.199951171875,144.7000026702881,-378.69998931884766,1.0,0.6858512097664698,-2.9138392351505362,1.597441021184605,bf81d8692db,games5425898691,22.0,-2140.35009765625,4144.77001953125,304.32000732421875,11600.30029296875,13252.7001953125,-114.39999580383301,1856.1000061035156,3565.10009765625,3754.2001342773438,255.0,128.0,,0.3039542281692367,1.56661720796638,2.2100434061654957,True,12,False,173.0,False,7,,76561198039309853,enpitsu,25.0,-2329.3701171875,4203.56005859375,187.19000244140625,19112.60009765625,1314.4000244140625,2445.8999633789062,-185.6999969482422,2671.300048828125,0.7000000029802322,255.0,128.0,-0.07068942437964523,3.0720205699705296,6.818655228688186e-05,True,2,5,10,0.0,False,,blry.,76561198017152282,,,,,,,,,,,,,,,,,,,,,,,,TrimThoseToes,b12e1fb671b,,,,,,,,,,,,,,,,,,,,,,,,
18,3734,92.0,False,True,1,5202.770328514043,0.5899999737739563,14.859999656677246,99.04000091552734,3619.89990234375,24994.19921875,8367.000122070312,5995.5999755859375,-224.69999313354492,-35.39999961853027,1.0,-0.0025475998046362324,0.000481024303899549,-0.06825294810776696,76561198039309853,enpitsu,25.0,-28.110000610351562,-130.88999938964844,16.0,647.5,18762.60009765625,-869.7000122070312,589.7999954223633,2842.3001098632812,-2720.5999755859375,128.0,128.0,,-0.013664590462905827,1.6347644414756093,0.02504408703796186,True,False,False,16.0,False,False,,bf81d8692db,games5425898691,22.0,-3299.679931640625,-4152.169921875,17.010000228881836,-15321.700439453125,6903.900146484375,2.3000000417232513,-0.29999999329447746,0.09999999776482582,-1991.199951171875,255.0,0.0,-0.009584226736641083,0.49305960228962475,-4.757756646646037e-05,True,False,False,False,255.0,False,,blry.,76561198017152282,5.0,True,-77.68000030517578,4318.56982421875,17.010000228881836,-0.09999999776482582,-0.0,2.0999999344348907,-0.5999999865889549,-0.0,0.0,129.0,128.0,,-0.00965723568780985,-1.7464167411271432,7.707391456179545e-06,116.0,False,False,False,False,,TrimThoseToes,b12e1fb671b,,,,,,,,,,,,,,,,,,,,,,,,
19,3910,98.0,False,False,1,4504.8238082900125,2913.409912109375,1112.1600341796875,177.77000427246094,-530.4999923706055,15622.099609375,-11491.500244140625,-4808.900146484375,-82.39999771118164,-3587.0001220703125,1.0,-0.7941709174297903,-0.07714140365269355,2.7557138914337567,76561198039309853,enpitsu,25.0,2915.989990234375,945.9500122070312,204.83999633789062,-9731.599731445312,15526.300048828125,-147.60000228881836,-4960.899963378906,2348.6000061035156,-350.6999969482422,128.0,0.0,False,-0.07397881352838274,0.47991538043290805,1.8323285322656986,True,2,False,196.0,False,1,,bf81d8692db,games5425898691,22.0,1933.010009765625,-3179.739990234375,17.010000228881836,-8914.000244140625,-14753.800048828125,2.3000000417232513,-0.0,-0.0,-1972.5999450683594,255.0,0.0,-0.009591496629557576,-0.9568101691694186,-1.5281745334789572e-05,True,False,False,False,232.0,False,,blry.,76561198017152282,4.0,True,3417.3798828125,-208.00999450683594,17.010000228881836,310.49999237060547,-14076.600341796875,2.0000000298023224,-0.0,1.0999999940395355,982.0999908447266,255.0,144.0,,-0.009590552650396272,-1.614729129632924,8.860440778361251e-05,32.0,False,False,4,4,,TrimThoseToes,b12e1fb671b,,,,,,,,,,,,,,,,,,,,,,,,
20,3998,102.0,False,False,1,1935.3787308866363,2795.340087890625,4768.25,201.61000061035156,-8184.0997314453125,17096.99951171875,3473.9999389648438,2293.0999755859375,-1195.4000091552734,5414.0997314453125,1.0,-0.7475916227834581,-0.11678473899085265,-3.0644194482048155,76561198039309853,enpitsu,25.0,2905.080078125,4712.8798828125,118.2300033569336,-62.39999771118164,20441.400146484375,2276.4999389648438,-5261.199951171875,-466.89998626708984,1533.3000183105469,128.0,128.0,False,-0.6169430697722587,1.0213931815345296,0.437309789617778,True,4,False,202.0,False,3,,bf81d8692db,games5425898691,22.0,3178.89990234375,137.42999267578125,17.010000228881836,12327.900390625,18842.39990234375,2.0999999344348907,1.4000000059604645,2.0000000298023224,887.9000091552734,255.0,229.0,-0.009604189609437342,2.1374130929691795,7.241457504228176e-05,True,False,False,False,164.0,False,,blry.,76561198017152282,5.0,True,2360.239990234375,-5018.6201171875,31.540000915527344,-14663.399658203125,-8579.7998046875,3541.0000610351562,-5405.30029296875,-567.2999954223633,-842.6000213623047,255.0,0.0,,0.24479339973544686,-0.5180020915721092,0.3106958354013414,255.0,False,4,4,6,,TrimThoseToes,b12e1fb671b,,,,,,,,,,,,,,,,,,,,,,,,
21,4053,104.0,False,False,1,1458.8912249714303,1548.8199462890625,3835.320068359375,138.8300018310547,7041.300048828125,4494.700012207031,1748.2000732421875,-1477.7000427246094,-1472.2000122070312,-5625.7000732421875,1.0,0.2885960467819595,-1.4351196267762067,2.1244228956285482,bf81d8692db,games5425898691,22.0,1360.989990234375,3761.909912109375,164.9499969482422,-17473.399658203125,7610.30029296875,-130.0,4177.200012207031,-3525.10009765625,-611.6999816894531,255.0,128.0,,-0.18335304827267523,0.7998103870706366,2.580407934477927,True,4,False,105.0,False,3,,76561198039309853,enpitsu,25.0,2135.75,5004.4501953125,28.959999084472656,-5033.699951171875,-777.2000122070312,-517.9999923706055,434.90001678466797,-955.4000091552734,1606.7999267578125,255.0,255.0,-0.04591446040544972,-0.09735994172984125,-0.29103573291588136,True,False,4,4,202.0,False,,blry.,76561198017152282,5.0,True,204.0,-3358.300048828125,17.0,-6344.5001220703125,13383.399658203125,3.3000001311302185,0.19999999552965164,-0.7000000029802322,0.0,255.0,128.0,,-0.009587578982380945,1.1281261412886272,6.942151159919228e-05,255.0,False,4,4,6,,TrimThoseToes,b12e1fb671b,,,,,,,,,,,,,,,,,,,,,,,,False
