,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,team_mate_handbrake
0,169,0.0,False,False,1,5156.930111927851,-19.09000015258789,64.91000366210938,100.68000030517578,-6063.3001708984375,22565.0,2815.7998657226562,4596.7999267578125,2395.800018310547,-3021.300048828125,1.0,0.0932337988135868,0.1001022506477552,-0.158731594728244,76561198039309853,enpitsu,25.0,48.40999984741211,-198.52000427246094,97.95999908447266,-12469.300537109375,19169.89990234375,2288.6000061035156,-4594.700012207031,-3015.1998901367188,-216.70000076293945,255.0,0.0,,-0.7617690646493821,1.0276775424648026,-0.013123322921645265,True,2,False,1,0.0,False,,bf81d8692db,games5425898691,24.0,-281.0299987792969,-5296.3701171875,17.010000228881836,-1478.3999633789062,-4407.0001220703125,2.0999999344348907,0.5000000074505806,-0.0,0.0,255.0,128.0,-0.009307972214459663,1.8945415963672017,2.8991322222768965e-06,True,4,False,4,116.0,False,,Fallemne,76561198346215720,10.0,-316.19000244140625,593.22998046875,45.83000183105469,15817.80029296875,-16357.099609375,3352.0999145507812,1184.1999816894531,-485.6999969482422,1866.7999267578125,255.0,128.0,,-0.01758751269217825,-2.462396423449086,0.02644215392137546,True,0.0,False,False,False,3,,LeToine38,ba4874c609b,9.0,-103.86000061035156,2592.969970703125,17.049999237060547,-296.49999618530273,-12294.69970703125,2.5999999046325684,0.09999999776482582,0.5000000074505806,-24.700000286102295,255.0,127.0,,-0.016702945060916064,-1.5453914889147318,4.71851499666132e-05,True,116.0,False,False,False,False,,
1,172,0.0,False,False,0,5435.59743103071,48.779998779296875,-212.86000061035156,138.0800018310547,-9400.999755859375,14929.300537109375,9013.300170898438,5521.9000244140625,2338.9999389648438,192.99999237060547,0.0,-0.17294960756091052,-0.30526726711890767,-0.2687778684981484,76561198346215720,Fallemne,10.0,159.52999877929688,-404.25,81.9000015258789,-12355.10009765625,19192.19970703125,2744.7000122070312,-5452.9998779296875,-243.89999389648438,674.0000152587891,255.0,0.0,,0.20027958204309246,2.676167322682228,0.4464864548802034,True,4,False,3,0.0,False,,ba4874c609b,LeToine38,9.0,106.20999908447266,-2489.27001953125,17.049999237060547,176.39999389648438,12559.49951171875,2.5999999046325684,-0.09999999776482582,2.5,339.59999084472656,255.0,190.0,0.016702758726998987,1.5507484125701136,9.192421482470682e-05,True,False,False,False,116.0,False,,enpitsu,76561198039309853,25.0,50.33000183105469,49.959999084472656,109.81999969482422,11696.600341796875,-17495.10009765625,179.0999984741211,4956.199951171875,2367.7999877929688,-281.3999938964844,255.0,0.0,,1.3913560467750594,-1.0484600736267136,0.12241266383640607,True,0.0,False,1,False,2,,games5425898691,bf81d8692db,24.0,289.489990234375,5321.52978515625,17.059999465942383,462.00000762939453,1358.3999633789062,13.799999952316284,40.900001525878906,39.50000047683716,3.400000035762787,255.0,128.0,,0.010125816085948003,-1.8944529500683156,-0.0015216951240711366,True,116.0,False,4,4,False,,
2,242,2.0,False,False,0,2150.3346499475037,-2267.159912109375,3483.5400390625,280.8699951171875,-6266.099853515625,22918.89892578125,-459.70001220703125,3193.900146484375,3391.7001342773438,-219.3000030517578,0.0,0.357847364663091,1.0290455330300343,2.5783202020359353,76561198346215720,Fallemne,10.0,-2257.5,3241.179931640625,182.67999267578125,-9942.60009765625,18140.799560546875,1888.800048828125,-3401.7001342773438,-4238.500061035156,-844.0000152587891,255.0,128.0,,0.16500654710098603,1.5574274249079052,-0.4624020777665111,False,6,False,5,0.0,False,,ba4874c609b,LeToine38,9.0,-3578.909912109375,15.380000114440918,17.049999237060547,-11550.699462890625,9604.000244140625,3.100000023841858,1.7000000178813934,1.1999999731779099,-1812.2000122070312,131.0,0.0,0.017258351325187535,2.387861574014367,-3.637635938536354e-05,True,False,False,False,255.0,False,,enpitsu,76561198039309853,25.0,3340.1201171875,-609.5,17.059999465942383,8490.900268554688,15170.999755859375,1.2999999523162842,0.29999999329447746,0.5999999865889549,0.0,255.0,128.0,,0.01677799787774071,1.0605569273437068,-6.282293524270448e-05,True,0.0,False,2,False,2,,games5425898691,bf81d8692db,24.0,-2060.949951171875,3846.179931640625,138.47000122070312,-17574.300537109375,-14714.7998046875,1901.9999694824219,-1154.1000366210938,-1719.2999267578125,-860.2999877929688,255.0,63.0,,-0.672652129967715,-2.4878525060310945,0.18101967475791683,True,51.92968619510691,True,6,5,False,,
3,244,2.0,False,False,1,8898.701518919243,2324.840087890625,-3643.239990234375,282.29998779296875,29491.69921875,500.8000183105469,12439.000244140625,3254.7000122070312,-2104.1000366210938,-4580.199890136719,1.0,-0.3914993533685744,-0.9821109120520671,2.900828072287437,bf81d8692db,games5425898691,24.0,2220.989990234375,-3712.9599609375,153.99000549316406,15529.599609375,12357.099609375,299.0999984741211,4287.900085449219,12.999999523162842,3444.2999267578125,255.0,75.0,,0.2571061642790069,2.408428539061427,0.5033088542928551,True,6,False,5,45.561823650072974,True,,76561198039309853,enpitsu,25.0,-3340.1201171875,609.5,17.059999465942383,-8490.900268554688,-15170.999755859375,1.2999999523162842,-0.29999999329447746,-0.5999999865889549,0.0,255.0,255.0,-0.01677799787774071,-1.0605569273437068,-6.282293524270448e-05,True,2,False,2,0.0,False,,Fallemne,76561198346215720,10.0,2349.43994140625,-3404.02001953125,190.1199951171875,10059.199829101562,-17614.100341796875,-53.89999866485596,3617.5,4087.0999145507812,-677.2000122070312,255.0,128.0,,-0.5574012408161079,-1.2275901999131507,-1.0569644073082576,False,0.0,False,5,False,6,,LeToine38,ba4874c609b,9.0,3674.570068359375,-112.33999633789062,17.049999237060547,9468.599853515625,-11325.999755859375,3.100000023841858,-1.7000000178813934,-1.5999999642372131,-2032.2999572753906,255.0,0.0,,-0.016910327690622128,-2.2086163925483713,-4.083522387709862e-05,True,255.0,False,False,False,False,,
4,324,5.0,False,False,0,2154.711271708412,-113.9000015258789,3132.239990234375,416.57000732421875,17886.099853515625,28156.8994140625,-4141.099853515625,-5004.5001220703125,-3296.7001342773438,293.99999618530273,0.0,0.795793395404254,-2.740101905645997,2.6991937438016462,ba4874c609b,LeToine38,9.0,-193.1699981689453,2866.469970703125,369.7799987792969,14079.49951171875,18095.0,1826.1000061035156,-2737.0999145507812,-995.4000091552734,-218.79999160766602,255.0,151.0,,-0.14257708931908966,1.797243376279367,-0.5210445631731897,True,4,False,3,121.83998302234117,True,,76561198346215720,Fallemne,10.0,-2578.3798828125,3676.85009765625,17.010000228881836,7911.300048828125,-10482.2998046875,2.0999999344348907,-0.3999999910593033,0.7999999821186066,-21.099998950958252,255.0,128.0,0.00955163272812105,-0.9275064987241645,7.860838350617284e-05,True,6,False,6,255.0,False,,enpitsu,76561198039309853,25.0,1937.6600341796875,4578.18017578125,17.049999237060547,-20588.9990234375,2609.7000122070312,2.800000011920929,-6.1000001430511475,0.7000000029802322,-1311.6000366210938,255.0,255.0,,0.016772087732334063,2.9842987835938874,-0.0002557229949054118,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,24.0,-2668.909912109375,4093.14990234375,17.010000228881836,12322.5,4534.700012207031,2.0000000298023224,1.2999999523162842,0.29999999329447746,200.30000686645508,255.0,128.0,,0.009577878657808875,0.37745492905388484,-0.00019729482381144282,True,30.0,False,6,6,False,,
5,339,6.0,False,False,1,9820.903980234487,-780.5599975585938,-4536.740234375,129.8000030517578,8129.69970703125,12417.19970703125,4015.10009765625,-198.29999923706055,-37.200000286102295,5996.5997314453125,1.0,0.8759775557684019,2.01767688266689,-0.5449916989832667,76561198039309853,enpitsu,25.0,-844.9000244140625,-4704.52978515625,76.55000305175781,18051.700439453125,-4273.2000732421875,2449.1000366210938,4658.500061035156,529.7000122070312,-1936.300048828125,128.0,255.0,,-0.00672082459911273,2.977157571666118,0.14429331347847077,True,4,False,3,231.0,False,,bf81d8692db,games5425898691,24.0,2015.1800537109375,-4360.740234375,17.010000228881836,-12691.099853515625,-6007.7001953125,2.199999988079071,-1.8000000715255737,-1.0999999940395355,1347.8999328613281,255.0,247.0,-0.009564593158349045,-0.44706031957527953,0.00019922345737066033,True,6,False,6,30.0,False,,Fallemne,76561198346215720,10.0,2078.929931640625,-3006.669921875,17.010000228881836,-7928.599853515625,11606.500244140625,2.199999988079071,2.0000000298023224,-3.100000023841858,-1287.4000549316406,255.0,0.0,,-0.00957970531521684,0.971082187659845,-0.00014461113171832136,True,255.0,False,6,False,6,,LeToine38,ba4874c609b,9.0,-685.7999877929688,-3890.35009765625,374.3500061035156,-14782.900390625,-16931.700439453125,-142.39999771118164,3720.5999755859375,2114.7000122070312,-3454.7000122070312,255.0,94.0,False,0.9889006854529001,1.9284755267089788,-2.0993946421128684,True,104.0,False,4,3,False,,
6,384,7.0,False,False,0,2510.0067886304478,-449.0899963378906,2670.10009765625,164.39999389648438,2987.6998901367188,16969.49951171875,10274.599609375,4927.099914550781,-2737.0001220703125,2057.100067138672,0.0,-0.6931198456472432,-0.8169719177966285,1.6958347235653275,76561198346215720,Fallemne,11.0,-486.55999755859375,2514.2900390625,74.4800033569336,2495.0,10871.400146484375,2061.3999938964844,-1303.800048828125,-3894.8001098632812,3657.7999877929688,128.0,255.0,False,-0.00800720211360007,1.1507066797165673,-0.09093877405526782,True,8,False,7,214.0,False,,ba4874c609b,LeToine38,9.0,2678.550048828125,4589.52978515625,17.059999465942383,2797.5,-13828.00048828125,-3.4999999403953552,7.5,-15.800000429153442,-1160.999984741211,255.0,128.0,0.01675757616097776,-1.449828216160873,-0.0001775796522315837,False,4,False,4,70.46917869455072,True,,enpitsu,76561198039309853,25.0,-2015.3699951171875,4306.2001953125,17.059999465942383,-13937.2998046875,7357.8997802734375,3.400000035762787,-0.19999999552965164,-0.7999999821186066,-3395.8999633789062,255.0,0.0,False,0.016722830716886038,2.345816627326245,-4.7257754340261755e-05,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,24.0,-372.0,3465.909912109375,88.47000122070312,2249.4000244140625,-20264.100341796875,2347.5,5465.9002685546875,-553.8000106811523,-258.799991607666,255.0,56.0,,0.7364840141844656,-1.325588652692893,0.22567354124266362,True,0.0,False,8,7,False,,False
7,497,11.0,False,False,1,8012.7272267575045,-462.94000244140625,-2756.64990234375,382.3699951171875,964.8999786376953,25929.3994140625,6108.599853515625,813.7999725341797,-3397.9000854492188,3687.3001098632812,1.0,-0.5901986674258264,0.27235535247145437,-2.0620537871318625,76561198039309853,enpitsu,25.0,-500.0,-3028.219970703125,250.57000732421875,6830.2001953125,19404.7998046875,2496.6000366210938,-2276.699981689453,3603.3999633789062,624.7000122070312,255.0,128.0,False,0.46622657398673134,1.7803126812698178,0.09436969952981474,True,6,False,5,195.0,False,,bf81d8692db,games5425898691,24.0,-927.0999755859375,-2792.60009765625,17.010000228881836,11614.599609375,4460.299987792969,2.0000000298023224,-2.199999988079071,-0.7000000029802322,408.1999969482422,255.0,128.0,-0.009553832323121311,2.7527173116415162,-1.5563105982499547e-05,True,8,False,8,61.0,False,,Fallemne,76561198346215720,10.0,242.9499969482422,-4318.740234375,91.83000183105469,-472.5,677.6999664306641,75.0,-4997.900085449219,-2248.9999389648438,-460.60001373291016,255.0,255.0,False,1.0474030631958655,1.1144943354845187,-0.8370384581109218,True,138.0,False,10,False,10,,LeToine38,ba4874c609b,9.0,-2883.820068359375,4216.509765625,17.040000915527344,16795.0,14062.19970703125,4.300000071525574,0.5999999865889549,0.5999999865889549,-1977.2999572753906,255.0,23.0,False,-0.016761077939731778,2.5224665021452877,-2.9347747749397996e-06,True,255.0,False,6,6,False,,
8,565,14.0,False,False,0,8382.802167767046,233.63999938964844,-3166.340087890625,192.05999755859375,-5652.19970703125,28866.59912109375,5781.9000244140625,5850.999755859375,718.7000274658203,-1117.300033569336,0.0,0.7892704920486758,0.0798964661574472,-0.23793965169276554,ba4874c609b,LeToine38,9.0,289.4100036621094,-3482.0400390625,131.60000610351562,-6757.60009765625,20454.69970703125,3745.1998901367188,-2115.8999633789062,-2726.199951171875,-499.39998626708984,255.0,193.0,True,-0.2019141477851488,1.676922769178928,-0.03349155702083224,True,8,False,7,204.81263658051856,True,,76561198346215720,Fallemne,10.0,107.98999786376953,3252.06005859375,17.010000228881836,-1729.1000366210938,-12206.800537109375,2.0999999344348907,0.0,0.7000000029802322,0.0,255.0,,0.00955706403496633,-1.7115407709411934,6.057790424373806e-05,True,10,False,10,168.0,False,,enpitsu,76561198039309853,25.0,4.010000228881836,-2057.0,114.9000015258789,4032.7999877929688,-22354.69970703125,3605.4998779296875,-2681.4999389648438,-306.5999984741211,-241.90000534057617,128.0,128.0,,-0.2867997030086841,-1.4847998840498728,0.006941652755278563,True,96.1957074339672,True,6,False,8,,games5425898691,bf81d8692db,24.0,-272.6000061035156,4232.39013671875,17.010000228881836,8817.19970703125,-147.2000026702881,2.5,0.19999999552965164,0.09999999776482582,-2495.2000427246094,255.0,0.0,,0.00951383612362655,-0.05556919555984643,-3.2339686980933474e-05,True,92.0,False,8,8,False,,
9,571,14.0,False,False,1,2741.75665838999,-119.05000305175781,2593.06005859375,314.2200012207031,-3747.7999877929688,2597.9000854492188,15516.500244140625,5372.1002197265625,1630.8999633789062,-2116.4999389648438,1.0,-0.4390023636011206,-0.6145018187252246,1.027052599626881,76561198039309853,enpitsu,25.0,-70.13999938964844,2431.7099609375,170.52999877929688,-3882.3001098632812,22438.20068359375,3233.2998657226562,4131.600036621094,384.70001220703125,-203.29999923706055,128.0,128.0,,0.9072238282150068,1.5412118881608847,0.03922152445006733,True,8,False,6,96.0,False,,bf81d8692db,games5425898691,24.0,72.05999755859375,-4175.18017578125,17.010000228881836,-8994.400024414062,4091.300048828125,2.0999999344348907,-2.8999999165534973,1.5000000596046448,87.29999542236328,255.0,201.0,-0.009523360627463116,0.48527326933540793,0.00032717284572631036,True,8,False,8,92.0,False,,Fallemne,76561198346215720,10.0,-64.9000015258789,-2947.929931640625,17.010000228881836,1828.8999938964844,12911.300048828125,2.0999999344348907,-0.09999999776482582,-0.7000000029802322,0.0,255.0,,,-0.00955706403496633,1.7115407709411934,6.057790424373806e-05,True,168.0,False,10,False,10,,LeToine38,ba4874c609b,9.0,-145.97999572753906,3089.4599609375,177.1199951171875,5758.0999755859375,-17126.99951171875,-244.69999313354492,3856.4999389648438,3169.4000244140625,-2308.8999938964844,255.0,198.0,True,-0.48779270352071064,-0.8819149885563673,-1.3517849850349344,True,191.0,False,8,7,False,,
