,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
32,2719,65,False,False,1,2144.104546252115,1619.18994140625,3121.5400390625,129.0399932861328,12424.000244140625,10510.30029296875,4603.2000732421875,5177.9998779296875,-661.6000366210938,2958.0999755859375,1.0,-1.258857085189347,1.288154150209323,-2.6855380366753634,76561198039309853,enpitsu,27.0,1584.8699951171875,2988.070068359375,86.43000030517578,17452.19970703125,9504.600219726562,2157.5999450683594,-5290.9002685546875,1075.1000213623047,1048.7999725341797,255.0,255.0,False,-0.5342396700462866,2.709498618734353,-0.5114762106504428,True,False,5,0.0,False,6,,bf81d8692db,games5425898691,21.0,-455.4200134277344,1858.6099853515625,86.73999786376953,17065.799560546875,-8890.2001953125,1801.300048828125,2539.1000366210938,4878.699951171875,0.09999999776482582,255.0,129.0,,-1.0473144577935385,-2.661702078903993,-0.00010848490362466358,True,10,False,163.0,False,7,,TTV MixMaxTax,2535449130861869,15.0,-925.469970703125,5003.27001953125,18.459999084472656,13181.500244140625,-1365.0,-30.799999237060547,-213.1999969482422,-27.999999523162842,267.5,254.0,128.0,False,0.0008566529820121722,-3.0358668268428466,-0.007307278935429808,True,44.0,False,6,4,False,,White obama4616,2535427712759491,12.0,1661.6099853515625,3523.219970703125,88.30000305175781,3685.7998657226562,-15710.899658203125,2330.7000732421875,1530.0,-5261.199951171875,-477.20001220703125,254.0,20.0,-0.060591208942063025,-1.8203433076647744,0.9023030202116673,False,31.611432060118645,True,5,4,8,,True
33,2722,65,False,False,0,8346.063645077924,-1761.3599853515625,-3161.080078125,218.25999450683594,-14039.49951171875,-5865.10009765625,17504.3994140625,-5960.0,471.30001068115234,505.09998321533203,0.0,0.9505173403337538,-1.1550236368192432,-3.124146528321197,2535427712759491,White obama4616,12.0,-1723.6199951171875,-3285.389892578125,97.19999694824219,-4277.5,11254.000244140625,-250.49999237060547,1632.7000427246094,5231.9000244140625,-458.80001068115234,254.0,21.0,True,-0.07360856667566687,1.6893077770286824,2.0505279394205727,False,4,5,22.238958976602042,True,8,,2535449130861869,TTV MixMaxTax,15.0,803.5599975585938,-4990.81982421875,18.540000915527344,-13394.599609375,1321.6999816894531,17.899999618530273,-70.79999923706055,18.600000143051147,52.10000038146973,254.0,128.0,False,-0.006786844633070839,3.047214731851845,-0.008877159375595734,True,6,4,44.0,False,False,,enpitsu,76561198039309853,27.0,-1743.06005859375,-3066.72998046875,97.37000274658203,-16293.800048828125,-5507.9998779296875,213.1999969482422,-3568.699951171875,1274.800033569336,3986.0000610351562,255.0,255.0,False,0.7604716894513959,-2.8563131743115613,-1.0080529532026665,True,0.0,False,6,False,5,,games5425898691,bf81d8692db,21.0,185.08999633789062,-1717.8199462890625,87.08999633789062,-17063.499755859375,8888.599853515625,-168.1999969482422,-2538.800048828125,-4878.900146484375,1.2999999523162842,255.0,128.0,0.9487604709308831,-0.48018874648459126,3.1410944982302187,True,163.0,False,7,False,10,,
34,2865,70,False,False,1,2958.6006563843694,3056.590087890625,3118.820068359375,533.4600219726562,8312.7001953125,15980.10009765625,1441.3999938964844,2825.4000854492188,-958.7000274658203,-2831.4999389648438,1.0,0.6358455925166825,0.37773599283828435,1.915912864663377,bf81d8692db,games5425898691,22.0,2983.330078125,2976.639892578125,467.54998779296875,2945.4000854492188,8272.80029296875,1580.2000427246094,-3358.3999633789062,2259.600067138672,3723.5000610351562,255.0,26.0,,0.07485465759745182,1.5132634844199717,0.9938772364963866,True,False,9,91.17465819081951,True,12,,76561198039309853,enpitsu,27.0,2658.340087890625,3953.909912109375,17.059999465942383,2681.7999267578125,-9237.899780273438,2.0000000298023224,-0.0,-0.0,2434.4000244140625,255.0,255.0,,-0.016677015502226382,-1.895703172478184,-3.6063769252437726e-06,True,8,False,,False,8,,TTV MixMaxTax,2535449130861869,15.0,3818.080078125,4221.4599609375,293.8299865722656,-10338.299560546875,10601.800537109375,-584.5999908447266,36.19999885559082,6.800000071525574,700.9999847412109,254.0,128.0,,-0.01399787322421113,0.7788172101164325,-1.5682168852437772,True,146.0,False,8,4,False,,White obama4616,2535427712759491,11.0,3238.0,3942.719970703125,17.010000228881836,1785.3999328613281,4185.4998779296875,2.0000000298023224,-0.7999999821186066,0.19999999552965164,0.0,1.0,128.0,-0.0097780487787236,-1.1675593355296723,-1.2863681021394904e-05,True,31.0,False,6,4,8,,
35,2896,71,False,False,1,2595.0385042722337,3310.2900390625,4188.4599609375,269.8500061035156,3947.60009765625,12762.7001953125,-11554.100341796875,-3835.4998779296875,4613.299865722656,-72.1999979019165,1.0,0.9315712192194155,0.9007360532995143,-2.6155400420251467,bf81d8692db,games5425898691,22.0,3209.39990234375,4037.969970703125,370.25,897.9000091552734,8244.7998046875,-2941.400146484375,-2134.7999572753906,-1671.9999694824219,156.5999984741211,255.0,128.0,,0.13413730679795188,1.9070315755060303,0.49691316509503486,True,False,10,77.0,False,12,,76561198039309853,enpitsu,27.0,3261.199951171875,2916.159912109375,17.059999465942383,1505.0999450683594,-12717.7001953125,1.1999999731779099,-0.0,-0.0,-250.79999923706055,255.0,128.0,,-0.01672923102280675,-1.6666467493662764,0.0001301437799418689,False,10,False,,False,8,,TTV MixMaxTax,2535449130861869,15.0,2960.2099609375,4952.47998046875,94.88999938964844,-2676.9000244140625,-656.6999816894531,-2486.9000244140625,-1955.5999755859375,-328.3000183105469,730.6999969482422,254.0,255.0,False,-0.6442274966975301,-0.18425525186644512,-0.6051486834507481,True,146.0,False,8,4,False,,White obama4616,2535427712759491,11.0,3372.840087890625,4659.81982421875,216.27999877929688,-5661.500244140625,6348.499755859375,2902.3001098632812,-965.9999847412109,-2430.8999633789062,207.70000457763672,1.0,8.0,-0.17870008399388887,-2.3400870375263936,1.4119380907618242,True,31.0,False,6,4,8,,
36,2907,72,False,False,1,2560.2958345001884,3384.22998046875,4536.81982421875,317.489990234375,-4842.900085449219,-287.8000068664551,7473.699951171875,-4973.599853515625,2495.5999755859375,-2243.699951171875,1.0,-0.9757642819517579,1.8901887551355012,-1.3450612045883168,bf81d8692db,games5425898691,22.0,3247.5,4379.91015625,194.13999938964844,957.6000213623047,8491.599731445312,-5662.39990234375,-391.8000030517578,-223.99999618530273,101.80000305175781,255.0,103.0,,-0.5647288295272404,1.7606359721764813,0.1304860452896118,True,False,10,77.0,False,12,,76561198039309853,enpitsu,27.0,3318.330078125,2284.800048828125,98.4800033569336,1583.3999633789062,-18244.69970703125,40.300002098083496,5484.000244140625,418.49998474121094,-2.5999999046325684,128.0,128.0,,-1.4114180624056927,-1.6439940796758379,-0.0030082206644656715,True,10,False,,False,9,,TTV MixMaxTax,2535449130861869,15.0,2746.5,4811.6298828125,17.600000381469727,-6262.19970703125,-6784.000244140625,182.70000457763672,140.6999969482422,-146.09999656677246,2006.1000061035156,18.0,255.0,False,0.019321289595446777,-0.8714309749982969,0.001198738176339993,True,118.0,False,8,4,False,,White obama4616,2535427712759491,11.0,3107.60009765625,4907.669921875,186.14999389648438,-8606.199951171875,6068.4002685546875,-3048.3999633789062,-1040.2999877929688,1314.7999572753906,982.9000091552734,1.0,128.0,0.281041390422315,-2.513504126822277,1.2846153488529226,True,31.0,False,6,4,8,,
37,2958,74,False,False,0,9735.824932258627,-2502.1201171875,-4462.43017578125,566.219970703125,4587.5,7938.0999755859375,-617.9000091552734,-3078.699951171875,-2630.4998779296875,-916.6000366210938,0.0,-0.4517576998797982,-1.4757885741989503,-1.7729450065990702,2535449130861869,TTV MixMaxTax,15.0,-2518.3798828125,-4644.4599609375,511.5299987792969,4965.400085449219,3221.099853515625,1105.8999633789062,1657.5,3502.3001098632812,1493.6000061035156,255.0,0.0,True,-0.08024013979573723,0.8202843711616636,-1.555590228038421,True,6,False,51.0,False,10,,2535427712759491,White obama4616,12.0,-2790.030029296875,-4563.8798828125,17.010000228881836,6231.400146484375,6446.300048828125,2.199999988079071,4.399999976158142,7.599999904632568,-567.9000091552734,252.0,128.0,,0.009459810357788704,0.7588993692526274,-0.00011318152640938078,False,8,4,31.0,False,6,,enpitsu,76561198039309853,27.0,-3053.0400390625,627.739990234375,17.049999237060547,13302.39990234375,341.3999938964844,3.400000035762787,-0.29999999329447746,-0.19999999552965164,-2407.2999572753906,255.0,0.0,False,0.016759470874595603,-0.057577666336426005,5.169476229597401e-05,True,255.0,False,10,False,10,,games5425898691,bf81d8692db,21.0,-3800.949951171875,-4075.06005859375,54.68000030517578,1342.7999877929688,10546.700439453125,-5174.0997314453125,2295.2000427246094,-3691.300048828125,-2284.199981689453,255.0,0.0,0.4460182263457824,1.366165262184776,0.35405577727721954,True,77.0,False,10,False,12,,
38,2987,75,False,False,0,8871.58179030083,-2037.7099609375,-3657.81005859375,168.14999389648438,12379.000244140625,15597.7001953125,106.00000381469727,3547.7999877929688,-4463.500061035156,-1868.0000305175781,0.0,1.37112197561986,-1.736630092597242,-3.0882047281097607,2535427712759491,White obama4616,12.0,-2158.469970703125,-3782.2099609375,64.19000244140625,9363.400268554688,16446.600341796875,2934.1000366210938,-3737.0999145507812,2642.6998901367188,-1128.8999938964844,255.0,128.0,,0.10971120010493747,0.9305822840359612,-0.0025088087200352627,False,4,7,0.0,False,10,,2535449130861869,TTV MixMaxTax,15.0,-1956.6600341796875,-4194.14013671875,283.3299865722656,5680.4998779296875,5048.399963378906,-5583.900146484375,225.0,341.30001068115234,-640.1000213623047,254.0,7.0,False,0.3279561033490768,1.5643845000091252,0.32479412938798347,True,10,6,40.0,False,False,,enpitsu,76561198039309853,27.0,-2068.1298828125,-162.77000427246094,17.049999237060547,8659.89990234375,-2920.7000732421875,3.3000001311302185,-0.5000000074505806,-0.5000000074505806,2410.2000427246094,255.0,255.0,False,0.01672120031538449,-0.2946662115468621,3.270211280757589e-05,True,255.0,False,10,False,10,,games5425898691,bf81d8692db,21.0,-2465.2900390625,-3355.919921875,17.0,19868.499755859375,4319.200134277344,1.0999999940395355,0.0,0.0,-1559.2999267578125,255.0,0.0,0.009601718091235776,0.18417608168398672,-0.00019142700689102658,True,0.0,True,10,False,12,,
39,3034,76,False,False,1,3914.350505283646,147.13999938964844,1297.949951171875,110.11000061035156,-9232.000122070312,18929.49951171875,10172.5,5446.500244140625,-1614.4000244140625,1931.0000610351562,1.0,-0.3611736467951394,-1.20889847584606,-2.7729990367023425,76561198039309853,enpitsu,27.0,204.72999572753906,1037.7099609375,17.049999237060547,-6784.000244140625,16642.39990234375,2.5999999046325684,-0.0,-0.5000000074505806,-107.79999732971191,128.0,255.0,False,-0.01685389985690888,1.1948704785276736,7.594480435326797e-05,True,False,10,202.0,False,10,,bf81d8692db,games5425898691,21.0,-146.19000244140625,4180.3798828125,17.010000228881836,-15332.39990234375,498.8999938964844,2.199999988079071,3.4999999403953552,-0.19999999552965164,66.39999866485596,255.0,128.0,,-0.009578128001961471,0.02363483594562495,0.00014038115916685293,False,14,False,34.0,False,12,,TTV MixMaxTax,2535449130861869,15.0,583.760009765625,3377.030029296875,18.780000686645508,-11519.3994140625,3649.2001342773438,2.800000011920929,0.19999999552965164,-0.0,-2346.4999389648438,254.0,0.0,False,0.004767747059790743,0.38034211176461924,3.326909587742159e-05,True,101.0,False,10,6,False,,White obama4616,2535427712759491,12.0,-1148.0699462890625,3059.6298828125,17.010000228881836,-15093.599853515625,13241.8994140625,2.3999999463558197,-0.29999999329447746,-0.0,-2013.6000061035156,255.0,13.0,-0.009569094278548894,0.7980622242633716,-3.6008544397798195e-05,True,31.0,False,8,4,10,,
40,3120,80,False,False,1,3406.112312353689,-2273.639892578125,3893.010009765625,150.30999755859375,15109.3994140625,2181.1000061035156,7502.80029296875,2082.100067138672,-1000.9999847412109,-5537.2998046875,1.0,-0.49474677696984887,-0.8357272066405615,-2.7128657085615884,76561198039309853,enpitsu,27.0,-2417.050048828125,3844.3701171875,102.30000305175781,2238.3999633789062,19575.30029296875,2423.699951171875,1708.3999633789062,-3000.2999877929688,-36.30000114440918,128.0,128.0,,0.0012608314448769471,1.7368499505802752,-0.022418881548964292,True,False,10,122.0,False,12,,bf81d8692db,games5425898691,21.0,-2681.75,3531.14990234375,17.010000228881836,12266.400146484375,-474.59999084472656,2.0999999344348907,-3.799999952316284,0.3999999910593033,1374.2999267578125,128.0,128.0,,-0.009600912661829442,3.106616398796976,-0.00011805084024924442,True,16,False,237.0,False,14,,TTV MixMaxTax,2535449130861869,15.0,-2006.719970703125,5101.2001953125,395.5899963378906,-3056.0000610351562,-2.0000000298023224,-4321.7999267578125,1.899999976158142,-1662.5999450683594,0.0,255.0,255.0,,-0.9036225693402153,-0.007953682214651002,-1.5645247781999845,True,56.0,False,12,8,False,,White obama4616,2535427712759491,12.0,-3777.989990234375,3276.110107421875,138.75999450683594,-12842.5,-12503.199462890625,-601.8000030517578,2824.8001098632812,-1775.0999450683594,601.8999862670898,255.0,255.0,0.7145338693242518,-0.8526432408712475,-0.14386255820279775,True,4.0,False,10,4,12,,
41,3175,82,False,True,1,826.0806487878854,607.969970703125,4365.759765625,353.0400085449219,4553.500061035156,15134.89990234375,-211.70000076293945,3123.699951171875,-2810.4000854492188,-1130.5999755859375,1.0,-0.296167191182134,-1.6125653782858356,-2.6236362919986194,bf81d8692db,games5425898691,21.0,733.1699829101562,4245.02001953125,250.33999633789062,13862.7001953125,11494.49951171875,313.799991607666,1189.1000366210938,-4621.600036621094,-2734.2001342773438,255.0,255.0,,0.6573719856709807,1.4716875271980416,-1.9526694284716237,True,False,15,133.46849877603594,True,18,,76561198039309853,enpitsu,27.0,-1845.4300537109375,5102.93994140625,309.1099853515625,8206.500244140625,-3.400000035762787,-3451.6000366210938,-0.0,2419.600067138672,0.0,255.0,0.0,,-0.38719218507496933,3.123571289678191,1.5776142637431736,True,12,False,122.0,False,10,,TTV MixMaxTax,2535449130861869,15.0,-50.20000076293945,4572.02978515625,148.14999389648438,19375.400390625,4206.9000244140625,3365.2999877929688,-3622.9998779296875,4070.7000732421875,-743.3999633789062,255.0,169.0,True,-0.45133508452669685,2.8355179290805657,-0.333520729420081,True,0.0,False,14,8,3,,White obama4616,2535427712759491,12.0,-2407.6201171875,2613.4599609375,125.70999908447266,15163.299560546875,11410.2001953125,-163.60000610351562,-3789.2999267578125,3986.099853515625,39.700000286102295,255.0,128.0,-1.1511491816829862,-0.7438420928761958,3.123759842377874,True,0.0,False,11,4,14,,
42,3229,84,True,False,1,1285.2655865760732,-377.0,4962.85986328125,96.44999694824219,-6565.999755859375,-778.7000274658203,2002.4000549316406,647.2000122070312,-5457.1002197265625,-2408.3999633789062,1.0,-0.6890801098022511,-1.9577504918312316,1.7364949234070126,76561198039309853,enpitsu,27.0,-355.8699951171875,4735.31982421875,67.58000183105469,3984.89990234375,19416.99951171875,2995.0,-2675.10009765625,-677.3999786376953,2941.300048828125,255.0,255.0,False,-0.0936444937753882,1.805641131007166,-0.004425433011869495,True,False,11,27.0,False,14,,bf81d8692db,games5425898691,21.0,1997.239990234375,5102.97998046875,456.25,6632.8997802734375,-2.5999999046325684,1323.0999755859375,-0.0,2388.9999389648438,0.0,255.0,0.0,,0.2466114216237518,3.1317927549288225,1.5683936837347692,True,18,False,119.0,False,16,,TTV MixMaxTax,2535449130861869,15.0,3195.659912109375,4620.5400390625,35.95000076293945,4166.000061035156,-12085.0,-2016.0000610351562,-1329.9000549316406,2271.7999267578125,-2606.0000610351562,254.0,0.0,False,-0.22277108008129667,-1.5497397362661947,0.28005177371571843,True,0.0,False,14,8,4,,White obama4616,2535427712759491,12.0,-572.260009765625,4981.56982421875,46.11000061035156,933.4999847412109,6838.499755859375,3349.2999267578125,259.4000053405762,1175.8999633789062,-1653.0999755859375,120.0,17.0,-0.011208003644592379,1.8327139582394807,0.025727910503445937,True,0.0,False,12,4,16,,
43,3231,84,False,False,0,10255.342279612807,424.82000732421875,-5029.93017578125,121.30000305175781,-13879.7998046875,-16134.7998046875,9347.100219726562,-1389.1000366210938,3743.9999389648438,4477.900085449219,0.0,0.6700808316468742,2.3388865528176392,2.2055958322046396,2535427712759491,White obama4616,12.0,565.2100219726562,-5015.1201171875,61.34000015258789,-4379.89990234375,-5861.300048828125,2494.199981689453,2706.199951171875,1940.5000305175781,4377.200012207031,128.0,15.0,,0.04181886710913134,-1.8417892984815771,0.07283645954890013,True,4,13,0.0,False,16,,2535449130861869,TTV MixMaxTax,15.0,-3212.840087890625,-4540.43994140625,23.489999771118164,-1289.2999267578125,11904.49951171875,-1542.4000549316406,1651.6000366210938,-1971.9999694824219,-2785.7998657226562,255.0,0.0,False,0.10301235639298742,1.3465950212353361,0.11614194190005746,True,14,8,0.0,False,4,,enpitsu,76561198039309853,27.0,328.1099853515625,-4858.740234375,84.68000030517578,-4193.299865722656,-17876.099853515625,2271.0000610351562,3819.4000244140625,3537.39990234375,1774.2999267578125,255.0,255.0,False,0.4013022548772155,-1.6747431544745344,-0.3292080305441433,True,27.0,False,14,False,11,,games5425898691,bf81d8692db,21.0,-2056.159912109375,-5102.97998046875,461.70001220703125,-7398.900146484375,2.7000001072883606,66.79999828338623,0.0,-2432.899932861328,0.09999999776482582,255.0,0.0,-0.04538218664874774,-3.132081558757316,1.5703549922479263,True,119.0,False,16,False,18,,
44,3483,84,False,True,0,5207.375877824042,0.07000000029802322,10.300000190734863,93.70999908447266,-3496.7999267578125,21748.60107421875,2822.0001220703125,1229.800033569336,-367.99999237060547,3826.9000244140625,0.0,-0.0032219956539673144,0.03188497020251772,0.010205499039810755,2535449130861869,TTV MixMaxTax,15.0,48.52000045776367,-132.33999633789062,27.989999771118164,9289.89990234375,15640.400390625,-16.00000023841858,3558.2000732421875,-3266.300048828125,1752.1000671386719,254.0,255.0,False,-0.17766820675790088,1.5612932486830549,0.1817088922332864,True,False,4,0.0,False,4,,2535427712759491,White obama4616,11.0,-2748.860107421875,-3851.25,17.010000228881836,-15907.900390625,-8920.399780273438,2.5,0.5000000074505806,0.09999999776482582,2427.7999877929688,255.0,255.0,True,0.009590102416046548,-2.5354266073826777,0.0002236411912027013,True,False,False,0.0,False,False,,enpitsu,76561198039309853,27.0,269.010009765625,381.2099914550781,127.7300033569336,-17842.60009765625,-14392.19970703125,1763.3000183105469,661.8000030517578,-5029.800109863281,-2124.2999267578125,255.0,0.0,,0.8437190884339248,-2.20388451283527,0.43323794120654013,True,1.0,False,2,False,1,,games5425898691,bf81d8692db,21.0,2515.9599609375,3936.050048828125,17.010000228881836,16775.400390625,7051.7999267578125,2.0000000298023224,-2.199999988079071,-0.7000000029802322,-544.5999908447266,255.0,35.0,0.009577299209296663,0.3987331850017182,-8.480872741079497e-05,True,0.0,False,False,False,False,,
45,3484,84,False,False,1,5348.446697636348,42.27000045776367,-139.8699951171875,110.8499984741211,27747.19970703125,2754.89990234375,1685.2999877929688,734.4000244140625,-1238.499984741211,-5824.6002197265625,1.0,-0.006630226752904221,-0.07478849122906671,0.061980218382963574,76561198039309853,enpitsu,27.0,-90.4800033569336,-237.10000610351562,138.02999877929688,17855.6005859375,14423.1005859375,7.400000095367432,-573.1999969482422,5016.600036621094,-2180.399932861328,255.0,0.0,,-1.1400747779102889,1.4646739018797197,1.6223133339147873,True,False,1,1.0,False,2,,bf81d8692db,games5425898691,21.0,-2686.159912109375,-3998.919921875,17.010000228881836,-17266.700439453125,-5424.1998291015625,2.199999988079071,-0.7999999821186066,-0.19999999552965164,-1679.6000671386719,255.0,0.0,,-0.009588988419885465,-0.2674046279807193,-0.00018539797908019348,True,False,False,0.0,False,False,,TTV MixMaxTax,2535449130861869,15.0,-48.52000045776367,132.33999633789062,27.989999771118164,-9289.89990234375,-15640.400390625,-16.00000023841858,-3558.2000732421875,3266.300048828125,1752.1000671386719,254.0,255.0,False,0.17766820675790088,-1.5612932486830549,0.1817088922332864,True,0.0,False,4,False,4,,White obama4616,2535427712759491,11.0,2748.860107421875,3851.25,17.010000228881836,15907.900390625,8920.399780273438,2.5,-0.5000000074505806,-0.09999999776482582,2427.7999877929688,255.0,255.0,-0.009590102416046548,2.5354266073826777,0.0002236411912027013,True,0.0,False,False,False,False,,True
46,3578,87,True,True,1,5476.8397462711955,3867.760009765625,539.52001953125,1394.4200439453125,-13436.199951171875,18035.999755859375,5166.9000244140625,-3837.3001098632812,-1774.7999572753906,4257.300109863281,1.0,1.1565654352167523,1.4722269982861462,-0.8386292793115276,76561198039309853,enpitsu,27.0,3952.409912109375,410.30999755859375,1366.72998046875,-7906.500244140625,14135.699462890625,11464.49951171875,-1048.3999633789062,-1133.7000274658203,-5278.699951171875,255.0,255.0,,0.3979818951364042,2.1448688369476363,-1.664415506972339,True,False,3,176.0,False,4,,bf81d8692db,games5425898691,21.0,-132.35000610351562,-3505.949951171875,16.950000762939453,16729.100341796875,-11036.300048828125,16.699999570846558,-17.59999990463257,11.799999475479126,-6.800000071525574,255.0,162.0,,-0.009566280114118277,-2.5473721431793392,0.0012630913631502634,True,4,False,253.0,False,4,,TTV MixMaxTax,2535449130861869,15.0,-3722.919921875,-8.15999984741211,18.780000686645508,-8290.599975585938,15631.099853515625,2.800000011920929,0.9000000357627869,-0.5000000074505806,-1920.7000732421875,255.0,0.0,False,0.0047694475620424105,1.155403488321445,6.30936257812676e-05,True,255.0,False,6,False,6,,White obama4616,2535427712759491,11.0,3439.949951171875,2431.14990234375,17.010000228881836,-2587.39990234375,-5513.2000732421875,2.5,-1.0000000149011612,0.9000000357627869,-2208.3999633789062,254.0,20.0,-0.009602115472540274,-1.1438570095670249,-3.6139066372885094e-05,True,255.0,False,False,False,False,,False
47,3908,90,False,False,0,5203.22865376094,0.8700000047683716,14.649999618530273,97.83000183105469,6110.5999755859375,25457.5,7667.2998046875,5978.2000732421875,-442.00000762939453,255.79999923706055,0.0,-0.003880993283891783,0.002117577773206963,0.05174345554441317,2535427712759491,White obama4616,11.0,-48.2599983215332,-132.57000732421875,15.720000267028809,240.10000228881836,20663.798828125,-674.8000335693359,1868.800048828125,2528.5000610351562,-4512.60009765625,255.0,8.0,,-0.010984449014790714,1.458482812976168,0.035312024173459564,True,False,4,0.0,True,4,,2535449130861869,TTV MixMaxTax,15.0,-2954.639892578125,-4057.179931640625,18.780000686645508,-17016.500244140625,-4666.7999267578125,2.800000011920929,0.3999999910593033,0.0,-2768.800048828125,255.0,0.0,False,-0.004798493927340684,-3.103627119950256,8.696107541194416e-05,True,False,False,255.0,False,False,,enpitsu,76561198039309853,27.0,2653.43994140625,4142.10986328125,17.049999237060547,13825.799560546875,5341.199951171875,3.1999999284744263,-4.600000083446503,-2.199999988079071,-912.3999786376953,255.0,0.0,False,0.01679374161366987,0.375277394364549,-0.00021041933808161472,True,0.0,False,False,False,False,,games5425898691,bf81d8692db,21.0,-14.380000114440918,637.5599975585938,55.369998931884766,524.1999816894531,-22823.60107421875,2740.0,2576.0000610351562,93.90000343322754,117.70000457763672,128.0,128.0,0.05549990283000515,-1.5327140818670435,-8.024543057842136e-05,True,31.0,False,3,False,4,,
48,3910,90,False,False,1,5420.164841497261,-54.56999969482422,-196.16000366210938,168.4499969482422,-14452.60009765625,12121.099853515625,15783.499755859375,5308.900146484375,64.49999809265137,2794.7000122070312,1.0,0.036786987290701206,-0.07865873840730932,0.38118122869257776,bf81d8692db,games5425898691,21.0,7.78000020980835,-352.260009765625,84.20999908447266,-524.1999816894531,22823.60107421875,1926.9999694824219,-5494.89990234375,-234.50000762939453,6.9999998807907104,128.0,128.0,,-0.9269668018155274,1.526385240737266,0.0017418242026456246,True,False,3,31.0,False,4,,76561198039309853,enpitsu,27.0,-2828.31005859375,-4198.1201171875,17.049999237060547,-14120.0,-3467.0001220703125,3.4999999403953552,-1.0000000149011612,-0.0,-2420.2000427246094,255.0,0.0,False,-0.01679208574069958,-0.1441530264781249,-0.0002642215084921989,True,False,False,0.0,False,False,,TTV MixMaxTax,2535449130861869,15.0,3108.989990234375,4088.2099609375,18.780000686645508,16535.799560546875,2047.5,2.5999999046325684,-0.0,-0.0,-3160.0,255.0,0.0,False,0.004804073182512464,-2.9055009113259187,3.1921692062302805e-05,True,255.0,False,False,False,False,,White obama4616,2535427712759491,11.0,24.56999969482422,-35.779998779296875,16.149999618530273,-4966.600036621094,-19530.400390625,76.50000095367432,367.7000045776367,332.5,-2571.199951171875,255.0,8.0,0.0036801273064219777,-1.1914851123052264,0.023647940202724482,True,0.0,False,4,False,4,,
49,4030,94,False,False,0,10214.925828922733,3123.510009765625,-4250.85986328125,140.55999755859375,24098.5009765625,11882.7001953125,11041.700439453125,2976.9000244140625,-2505.399932861328,1738.699951171875,0.0,-0.35752215183031866,1.4225990004334779,0.05934368262756959,2535449130861869,TTV MixMaxTax,15.0,2934.199951171875,-4351.2001953125,84.19000244140625,17153.00048828125,-121.30000114440918,3196.099853515625,2306.3999938964844,-4557.9998779296875,2038.0999755859375,254.0,255.0,False,-0.13677631775659213,0.04992194452388143,-0.06470980739335845,True,False,False,99.0,False,4,,2535427712759491,White obama4616,11.0,,,,,,,,,,,,,,,,,,,,,,,enpitsu,76561198039309853,27.0,2966.840087890625,-3028.219970703125,17.030000686645508,2131.199951171875,-14161.199951171875,5.600000023841858,-0.29999999329447746,1.1999999731779099,2009.1999816894531,255.0,255.0,,0.01678235242460184,-1.3754583374504807,0.00014181023238014708,True,124.0,False,False,False,False,,games5425898691,bf81d8692db,21.0,1615.1400146484375,2427.5,17.010000228881836,-13410.799560546875,971.9999694824219,2.3000000417232513,0.3999999910593033,0.0,2145.399932861328,255.0,255.0,0.009566277036652674,3.122435631699365,8.640430447433063e-05,True,92.0,False,4,False,4,,
