,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,169,0.0,False,False,0,5173.408071077561,-40.900001525878906,37.75,93.06999969482422,-10359.3994140625,6565.5999755859375,-2286.0000610351562,-3363.900146484375,1266.6000366210938,-359.00001525878906,0.0,0.11493589396820487,-0.4926513940406019,0.019953887024080293,be6a3b8bbab,Hottiepirate,18.0,36.97999954223633,-86.5999984741211,108.06999969482422,-4443.299865722656,1440.8000183105469,2003.2000732421875,-4510.199890136719,505.8000183105469,3106.6000366210938,255.0,0.0,,0.4814625769375742,-2.446601498587996,2.670562734830316,True,0.0,False,4,3,False,,76561198079786240,Dean,8.0,-563.9199829101562,-2684.639892578125,17.049999237060547,10414.69970703125,-7718.699951171875,2.5999999046325684,-0.3999999910593033,0.5000000074505806,-1.7000000178813934,255.0,128.0,,0.016718734039318204,-0.6380617379166873,6.253141447366352e-05,True,False,False,False,88.0,False,,enpitsu,76561198039309853,25,-75.0199966430664,237.5800018310547,100.16999816894531,7972.5,-20577.7001953125,2200.0999450683594,4449.100036621094,-2939.2999267578125,-1347.2000122070312,255.0,0.0,,0.5739987660275631,-1.3221638144483758,0.3887989845282918,True,1,0.0,False,2,False,,games5425898691,bf81d8692db,19.0,3448.47998046875,2436.280029296875,17.010000228881836,2053.5000610351562,14982.099609375,2.199999988079071,0.0,1.0000000149011612,1654.7999572753906,255.0,255.0,,0.009595507021935257,1.463650892119571,0.0001272433888827631,False,False,False,False,31.0,False,26.0
1,232,2.0,False,False,0,4862.981470042464,-1727.77001953125,348.67999267578125,94.75,-16372.2998046875,6324.1998291015625,2497.5999450683594,1077.699966430664,-761.2999725341797,-7.900000214576721,0.0,-0.023040759213724987,2.7357965979564445,-2.2984091602730667,be6a3b8bbab,Hottiepirate,17.0,-1585.800048828125,274.510009765625,16.729999542236328,-11438.900146484375,5572.1002197265625,-192.60000228881836,399.59999084472656,1876.1000061035156,1291.9000244140625,255.0,255.0,,-0.0060403412841915595,2.7136565824231256,0.0039348753582077204,True,12.195690170411142,True,4,4,False,,76561198079786240,Dean,8.0,-2085.64990234375,-4215.89990234375,86.91000366210938,-20590.6005859375,841.9999694824219,-141.899995803833,-1020.4000091552734,-5404.1998291015625,-46.500000953674316,255.0,128.0,,-1.1167812079045645,-0.20406860887328662,-3.1221745263664054,True,3,False,4,79.0,False,,enpitsu,76561198039309853,25,-407.8299865722656,324.1199951171875,17.049999237060547,-5408.599853515625,9046.699829101562,2.5999999046325684,0.5999999865889549,-1.1999999731779099,-185.30000686645508,255.0,128.0,,0.01669370146081973,2.0892072450333883,0.00018010573453461337,True,2,0.0,False,2,False,,games5425898691,bf81d8692db,19.0,1148.27001953125,4929.72998046875,17.010000228881836,-17064.89990234375,5349.6002197265625,2.0999999344348907,0.5000000074505806,0.0,-7.900000214576721,255.0,128.0,,0.009609636119513945,2.8366649979043816,5.715485638706722e-05,True,False,False,False,243.0,False,
2,298,4.0,False,False,0,4778.25862812842,-3961.7099609375,1474.8699951171875,595.7000122070312,11526.199951171875,14758.399658203125,11240.699462890625,-1799.7999572753906,2671.400146484375,-4818.999938964844,0.0,0.3482364606896834,-0.16351672029637393,-0.38507845193314155,be6a3b8bbab,Hottiepirate,17.0,-4079.8798828125,1365.25,456.92999267578125,-539.1999816894531,11771.700439453125,12598.00048828125,1482.4000549316406,81.30000114440918,-1843.3999633789062,255.0,128.0,,-0.8627898246729105,1.560466066344164,1.5748147323109056,True,180.0,False,4,4,False,,76561198079786240,Dean,8.0,-2686.260009765625,-1379.8900146484375,17.049999237060547,12603.1005859375,15029.49951171875,2.7000001072883606,0.0,-0.19999999552965164,742.3000335693359,140.0,168.0,,0.01684573863477326,0.8946212427094368,4.569344856682569e-05,True,4,False,4,249.0,False,,enpitsu,76561198039309853,25,-2320.52001953125,3759.60009765625,17.049999237060547,-8593.800048828125,15455.799560546875,2.7000001072883606,-0.5999999865889549,-0.09999999776482582,0.0,255.0,255.0,True,0.01672124974684722,2.078257488497026,-1.4689328693464246e-05,True,4,,False,4,False,,games5425898691,bf81d8692db,19.0,741.969970703125,5305.52978515625,16.989999771118164,1453.800048828125,255.6999969482422,4.600000083446503,-0.5000000074505806,0.3999999910593033,0.0,255.0,,,0.009301464101972584,-2.9673824656997203,-3.794952574592737e-05,True,False,False,False,243.0,False,
3,385,7.0,True,False,0,605.0177038636001,-772.6500244140625,4547.68994140625,969.969970703125,5141.199951171875,25536.4990234375,130.600004196167,-4354.4000244140625,3045.2999877929688,228.4000015258789,0.0,0.8412789669259535,2.33255628580096,-0.24685677694104333,76561198079786240,Dean,9.0,-794.8599853515625,4345.3798828125,944.8099975585938,4188.399963378906,14979.49951171875,5710.0,1769.1999816894531,-148.50000381469727,2051.300048828125,128.0,0.0,,-0.04818547097112662,-1.7107511307439767,-2.7868424151355393,True,132.84824928929729,True,6,4,4,,be6a3b8bbab,Hottiepirate,17.0,-2426.3798828125,1896.9200439453125,17.010000228881836,13448.00048828125,716.5000152587891,2.199999988079071,-0.09999999776482582,0.0,2274.4000244140625,255.0,255.0,,0.009548157525781907,0.12023271897406915,2.8830573444526913e-05,True,4,False,4,180.0,False,,enpitsu,76561198039309853,25,-1193.760009765625,4385.77978515625,17.049999237060547,11098.399658203125,-2556.3999938964844,-2.0000000298023224,-1.0000000149011612,-3.1999999284744263,-18.40000033378601,128.0,128.0,False,0.01679831455030795,-0.22890769822335866,1.843904405199527e-05,True,4,217.0,False,4,False,,games5425898691,bf81d8692db,19.0,118.68000030517578,4864.83984375,222.2899932861328,-5296.5997314453125,-2283.699951171875,3840.5999755859375,159.60000038146973,941.1000061035156,456.6999816894531,255.0,106.0,,-0.9167542866768925,-2.6384676175449484,-0.13295950776729393,True,False,False,4,217.93486442873555,True,
4,665,8.0,False,False,1,5235.61767948522,-38.40999984741211,-11.5600004196167,122.43000030517578,-2607.2000122070312,6955.7000732421875,4745.299987792969,3839.5001220703125,-2801.7999267578125,3661.6000366210938,1.0,-0.13688586292550867,-0.2151046191200825,-0.20003361604232425,76561198039309853,enpitsu,25.0,-77.0199966430664,-142.44000244140625,113.81999969482422,1810.5000305175781,4397.099914550781,3700.5999755859375,-4597.300109863281,1737.7999877929688,-2468.5000610351562,255.0,255.0,,-0.9001834589912747,2.5479060777887157,-0.6143915087396066,True,0.0,False,2,1,False,,bf81d8692db,games5425898691,19.0,49.93000030517578,-4498.1201171875,17.010000228881836,-2038.3000183105469,6116.9000244140625,2.0999999344348907,-0.3999999910593033,-0.3999999910593033,0.0,255.0,128.0,,-0.009456141167787343,1.249125426836185,2.69445298111085e-05,True,4,False,4,116.0,False,,Hottiepirate,be6a3b8bbab,17,79.05999755859375,148.0,93.0199966430664,-9622.100219726562,-20759.09912109375,2225.7000732421875,5363.800048828125,1169.4000244140625,333.69998931884766,255.0,255.0,,-0.4332161402532788,-0.8696136275203709,-0.5049023199192251,True,3,0.0,False,4,False,,Dean,76561198079786240,8.0,-52.36000061035156,1800.699951171875,17.049999237060547,-1197.699966430664,-14049.89990234375,2.5,0.3999999910593033,-0.29999999329447746,0.0,255.0,128.0,,-0.01673033363033119,-1.4857318690622439,-2.479300839775835e-05,True,False,False,False,84.0,False,
5,667,9.0,False,False,0,5241.825153701988,67.36000061035156,-12.539999961853027,134.0,7720.5999755859375,-326.8000030517578,1087.699966430664,1966.3999938964844,653.6000061035156,-821.9000244140625,0.0,0.20542248722792708,0.3579493171015989,-0.18793052804258994,be6a3b8bbab,Hottiepirate,17.0,-66.87000274658203,-109.87999725341797,115.33999633789062,985.6999969482422,2336.3999938964844,113.4000015258789,-5011.9000244140625,705.2999877929688,-2152.4000549316406,255.0,255.0,,0.6594328450497308,0.07251396007256206,-1.0868899862451145,True,0.0,False,4,3,False,,76561198079786240,Dean,8.0,63.36000061035156,-1671.8900146484375,17.049999237060547,1197.699966430664,14050.400390625,2.5,-0.3999999910593033,0.29999999329447746,0.0,255.0,128.0,,0.01673033363033119,1.4857318690622439,-2.479300839775835e-05,True,False,False,False,84.0,False,,enpitsu,76561198039309853,25,72.94000244140625,125.5999984741211,133.6699981689453,113.69999885559082,-915.1999664306641,462.7000045776367,4800.10009765625,-949.3000030517578,2511.4999389648438,255.0,255.0,,1.138818489667355,2.6857938344612866,-1.995950682111202,True,1,0.0,False,2,False,,games5425898691,bf81d8692db,19.0,-29.90999984741211,4438.08984375,17.010000228881836,2298.2000732421875,-6897.1002197265625,2.0999999344348907,0.3999999910593033,0.3999999910593033,0.0,255.0,128.0,,0.009464894003780942,-1.2491254957851652,2.0635314024248565e-05,True,4,False,4,116.0,False,
6,668,9.0,False,False,1,5213.236103003039,-90.27999877929688,20.90999984741211,133.35000610351562,-6007.5,7190.2001953125,-1712.2000122070312,1137.2000122070312,1425.8999633789062,3830.4998779296875,1.0,-0.18923487963683233,-0.41000083195292764,-0.17961708674731608,76561198039309853,enpitsu,25.0,-72.94000244140625,-125.5999984741211,133.6699981689453,-113.69999885559082,915.1999664306641,462.7000045776367,-4800.10009765625,949.3000030517578,2511.4999389648438,255.0,255.0,,-1.138818489667355,-2.6857938344612866,-1.995950682111202,True,0.0,False,2,1,False,,bf81d8692db,games5425898691,19.0,9.770000457763672,-4377.60986328125,17.010000228881836,-2500.5999755859375,7549.2999267578125,2.0999999344348907,-0.29999999329447746,-0.7000000029802322,-39.80000019073486,255.0,115.0,,-0.00947364924123248,1.2494581347248197,1.2750271040165162e-05,True,4,False,4,116.0,False,,Hottiepirate,be6a3b8bbab,17,59.29999923706055,96.80999755859375,115.16000366210938,-1173.3999633789062,-1913.800048828125,-133.90000343322754,5066.099853515625,-1984.7000122070312,-803.0999755859375,255.0,255.0,,-0.6863123331003499,0.4576919448073759,-1.6515920092780438,True,3,0.0,False,4,False,,Dean,76561198079786240,8.0,-73.2699966430664,1554.7900390625,17.049999237060547,-1158.7000274658203,-14053.499755859375,2.5,0.3999999910593033,-0.7999999821186066,88.90000343322754,255.0,138.0,,-0.016738289949045262,-1.4876519579028484,-1.4251618533808164e-06,True,False,False,False,84.0,False,
7,687,9.0,False,False,0,5738.62472467931,475.6000061035156,-432.29998779296875,108.25,17882.7001953125,13839.300537109375,6950.3997802734375,5856.9000244140625,-747.2000122070312,-1066.500015258789,0.0,-0.9290080156621365,-2.8446232563670972,-0.6891440238512981,76561198079786240,Dean,8.0,320.04998779296875,-610.1699829101562,17.049999237060547,11621.199951171875,13079.7998046875,-1.899999976158142,-2.3999999463558197,-2.199999988079071,-1275.999984741211,255.0,56.0,,0.016780631206530526,0.7933549310850415,0.00016818981737395513,True,71.42009471821528,True,False,False,False,,be6a3b8bbab,Hottiepirate,17.0,19.040000915527344,14.449999809265137,82.22000122070312,540.6999969482422,925.2999877929688,-1715.0,701.2000274658203,-2209.1000366210938,2694.1000366210938,255.0,255.0,,-1.0070388859980446,0.3509573144889511,0.7496270099369581,True,4,False,4,0.0,False,,enpitsu,76561198039309853,25,94.66000366210938,92.73999786376953,99.22000122070312,647.7999877929688,24.30000066757202,-1950.8000183105469,182.09999084472656,1387.5,3320.7000732421875,255.0,255.0,,-0.07617216178735815,-2.173729312575021,0.44803987704566145,True,2,0.0,False,2,False,,games5425898691,bf81d8692db,19.0,156.75,3750.949951171875,17.010000228881836,7295.9002685546875,-8225.999755859375,2.3999999463558197,0.0,0.0,2374.199981689453,255.0,255.0,,0.009545090170461873,-0.7891709852949301,4.867715280105033e-06,True,4,False,4,116.0,False,
8,751,12.0,False,False,0,5454.663351326094,3990.2900390625,2715.639892578125,410.3299865722656,-8980.10009765625,19628.699951171875,6022.39990234375,512.2000122070312,1674.4000244140625,-5738.800048828125,0.0,-1.2045696831007024,1.9312424900573713,0.09729140487793292,76561198079786240,Dean,8.0,3951.969970703125,2491.4599609375,307.7099914550781,14227.19970703125,13896.700439453125,3121.6000366210938,535.4999923706055,-2972.60009765625,4596.300048828125,255.0,230.0,,-0.5415290087402755,1.4367855100912617,-0.2959920220212819,True,0.0,False,4,False,4,,be6a3b8bbab,Hottiepirate,17.0,1355.9000244140625,391.4800109863281,17.010000228881836,10702.099609375,6693.900146484375,1.899999976158142,0.3999999910593033,0.3999999910593033,0.7999999821186066,255.0,128.0,,0.009518673749249083,0.5590896430455384,-5.706452521697286e-05,True,4,False,4,0.0,False,,enpitsu,76561198039309853,25,2353.89990234375,45.0,86.86000061035156,15844.200439453125,502.7000045776367,-1453.0999755859375,-626.1999893188477,3004.5999145507812,-145.10000228881836,128.0,0.0,,-0.6446083260920331,0.2413621347815939,-0.034480603871426055,True,4,0.0,False,4,False,,games5425898691,bf81d8692db,19.0,3466.449951171875,4308.56005859375,23.899999618530273,12506.400146484375,11075.799560546875,2664.4000244140625,3312.6998901367188,-3788.3999633789062,1637.1000671386719,255.0,255.0,,-0.1915301520387064,0.7911921973221709,-0.002368734523597887,True,4,False,4,255.0,False,
9,817,14.0,False,False,1,10295.587989642663,-1061.93994140625,-4967.7001953125,102.93000030517578,24631.79931640625,7107.5,-2349.199981689453,2174.7000122070312,628.8000106811523,307.1999931335449,1.0,1.3462706381537182,1.723409004183341,2.02653426252579,bf81d8692db,games5425898691,19.0,-1234.0,-5008.8798828125,121.13999938964844,20328.699951171875,6099.7998046875,-4949.89990234375,-1907.5999450683594,-2442.899932861328,-4543.399963378906,255.0,136.0,,-0.15392639686368906,-2.557666313539589,-1.8727552421849587,True,210.0,False,6,5,False,,76561198039309853,enpitsu,25.0,-3386.679931640625,-2548.389892578125,17.030000686645508,9296.300048828125,-21035.90087890625,5.199999809265137,-0.0,0.5999999865889549,0.5999999865889549,255.0,255.0,,-0.0167690796588617,-1.9869977210303416,5.527979826425633e-05,True,4,False,4,191.0,False,,Hottiepirate,be6a3b8bbab,17,-1111.0899658203125,-3289.389892578125,17.010000228881836,16211.99951171875,-9374.199829101562,-0.09999999776482582,-1.4000000059604645,0.7000000029802322,1773.0999755859375,255.0,255.0,,-0.009565277555310427,-2.6615299749852035,0.00016377632586363303,True,4,7.748309878892795,True,4,False,,Dean,76561198079786240,8.0,-3207.739990234375,-2539.320068359375,63.4900016784668,-7418.699951171875,16710.10009765625,2843.2000732421875,-4967.300109863281,-2338.6000061035156,325.60001373291016,255.0,122.0,,-0.1594455609525708,1.0839887177802252,0.00389908121414836,True,3,4,6,,False,
