,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,team_mate_handbrake
0,180,0,False,True,0,5116.430815118725,-6.96999979019165,101.4000015258789,128.5,428.69998931884766,18354.200439453125,9760.999755859375,5788.800048828125,-1297.5999450683594,-897.3000335693359,0.0,0.013602920141502968,-0.16701524626089645,-0.14480918359773975,76561198039309853,enpitsu,25.0,-32.150001525878906,-162.17999267578125,121.94000244140625,-3321.4999389648438,22672.39990234375,1826.9999694824219,-3615.10009765625,-3756.300048828125,1752.2000122070312,255.0,255.0,,0.8316333769612373,1.4653117234115227,-0.5978241398237515,True,31.0,False,2,False,1,,bf81d8692db,games5425898691,19.0,2882.780029296875,-4115.83984375,17.010000228881836,18793.699951171875,-7247.7001953125,2.3000000417232513,-1.0999999940395355,0.3999999910593033,1809.1000366210938,128.0,255.0,0.009640638052194981,-0.31314985823183983,0.00014385825157835482,True,255.0,False,False,False,False,,shakz_m2855,4836773994170625710,17.0,43.209999084472656,273.4200134277344,86.62000274658203,-4460.400085449219,-20103.900146484375,2426.9000244140625,4116.300048828125,-3612.7999877929688,-502.5,128.0,52.0,,0.6124200436936871,-1.6629277532375006,0.3590129435837985,True,31.0,False,4,3,False,,tricaespinhas,5417135860859824013,16.0,3216.2900390625,3925.830078125,17.010000228881836,11000.899658203125,-12728.699951171875,2.3999999463558197,-0.09999999776482582,0.0,-2091.699981689453,255.0,0.0,False,0.009595683077477742,-0.9429545192383479,4.309053535836358e-05,True,False,False,False,255.0,False,,
1,181,0,False,False,1,5325.90577023947,24.56999969482422,-114.12999725341797,166.85000610351562,1896.1000061035156,-11634.69970703125,8893.800048828125,-5779.7998046875,1357.4000549316406,-866.2999725341797,1.0,0.014352625690215162,0.5538103868521747,-0.13745973166881637,4836773994170625710,shakz_m2855,17.0,-32.810001373291016,-209.77999877929688,91.62000274658203,106.19999885559082,2661.6000366210938,229.3000030517578,-1874.4999694824219,805.1999664306641,-137.5,128.0,48.0,,-1.0439934814097156,1.268638131189977,0.713849611773062,True,31.0,False,4,False,3,,5417135860859824013,tricaespinhas,16.0,-3216.2900390625,-3925.830078125,17.010000228881836,-11000.899658203125,12728.699951171875,2.3999999463558197,0.09999999776482582,-0.0,-2091.699981689453,255.0,0.0,-0.009595683077477742,0.9429545192383479,4.309053535836358e-05,True,255.0,False,False,False,False,,enpitsu,76561198039309853,25.0,66.56999969482422,22.450000762939453,131.8300018310547,6832.8997802734375,-7327.7001953125,1218.3000183105469,3779.2999267578125,252.5,-3987.7999877929688,255.0,255.0,,-1.188656099287224,-0.2623655229639702,-1.7147202826045171,True,31.0,False,2,1,False,,games5425898691,bf81d8692db,19.0,-2882.780029296875,4115.83984375,17.010000228881836,-18793.699951171875,7247.7001953125,2.3000000417232513,1.0999999940395355,-0.3999999910593033,1809.1000366210938,128.0,255.0,,-0.009640638052194981,0.31314985823183983,0.00014385825157835482,True,False,False,False,255.0,False,,False
2,183,0,False,False,0,5066.006345545155,-65.56999969482422,142.52000427246094,215.6999969482422,-4293.0999755859375,6810.5999755859375,5505.9002685546875,2870.8999633789062,-2665.5999755859375,-4544.4000244140625,0.0,-0.01955818232970844,-0.8709412009173877,-0.13140246906769742,76561198039309853,enpitsu,25.0,-135.69000244140625,15.229999542236328,143.0800018310547,-7933.4002685546875,3431.300048828125,1383.3999633789062,-5091.099853515625,-1982.2999572753906,632.7000045776367,255.0,255.0,,0.8898073121636416,-0.49560994630983246,-2.2708293385020597,True,31.0,False,2,False,1,,bf81d8692db,games5425898691,19.0,3040.489990234375,-4163.080078125,17.010000228881836,18971.500244140625,-4329.2999267578125,2.3000000417232513,-0.5000000074505806,0.19999999552965164,1915.2999877929688,128.0,255.0,0.009641609502154778,-0.15670326988662014,4.9316264557905355e-05,True,255.0,False,False,False,False,,shakz_m2855,4836773994170625710,17.0,33.150001525878906,207.4600067138672,92.13999938964844,201.5999984741211,-1397.5999450683594,214.79999542236328,769.8999786376953,-1244.1000366210938,-1971.1000061035156,128.0,45.0,,1.0396829344088898,-1.278858618705743,0.7367903085561295,True,31.0,False,4,3,False,,tricaespinhas,5417135860859824013,16.0,3295.889892578125,3812.52001953125,17.010000228881836,8363.300170898438,-14220.899658203125,2.3999999463558197,0.09999999776482582,0.29999999329447746,-2042.7999877929688,255.0,0.0,False,0.009557295299666521,-1.1145960314821186,2.5589497660198334e-05,True,False,False,False,255.0,False,,
3,240,2,False,True,0,3655.6819902674215,-908.6699829101562,1484.3399658203125,170.11000061035156,5717.2998046875,20802.7001953125,9132.7001953125,2369.499969482422,-5493.800048828125,-449.70001220703125,0.0,-0.559660011024316,-0.7183930953011025,-1.2168865484944,76561198039309853,enpitsu,25.0,-980.6099853515625,1309.989990234375,81.37000274658203,8115.7000732421875,15436.400146484375,1864.4000244140625,-4874.800109863281,2544.7000122070312,100.79999923706055,255.0,128.0,,0.711123236541719,1.1057124380320202,0.01653098144362548,True,14.0,False,4,False,3,,bf81d8692db,games5425898691,19.0,3755.3798828125,-642.0700073242188,17.0,-1065.8999633789062,22888.30078125,3.400000035762787,0.0,0.7999999821186066,1329.9000549316406,255.0,255.0,0.00958839191692455,1.6377076795914889,0.0002140356750138554,True,180.0,False,False,False,False,,shakz_m2855,4836773994170625710,17.0,-581.9000244140625,560.510009765625,16.989999771118164,-4904.200134277344,10580.899658203125,4.600000083446503,0.19999999552965164,-0.9000000357627869,-12.5,255.0,128.0,,0.009541652688005366,2.0027748971034574,8.614883708847359e-05,True,0.0,False,4,4,False,,tricaespinhas,5417135860859824013,16.0,652.030029296875,2549.1201171875,17.010000228881836,-16777.7001953125,9659.400024414062,2.3000000417232513,-1.0999999940395355,0.5999999865889549,-1840.0,255.0,34.0,False,0.00959605966968029,2.5520808753395294,-5.4911657750378296e-05,True,False,False,False,229.0,False,,
4,313,4,False,False,0,1742.4879218149817,397.760009765625,3972.760009765625,275.44000244140625,-7991.400146484375,-2766.6000366210938,6975.3997802734375,5422.1002197265625,-1320.0999450683594,2203.9999389648438,0.0,0.7575999182919582,-1.7347058867515113,2.3991077366848175,76561198039309853,enpitsu,25.0,437.8999938964844,3933.659912109375,148.32000732421875,4643.299865722656,10122.39990234375,3282.6998901367188,1555.8000183105469,-836.9000244140625,-569.7000122070312,0.0,255.0,,-0.11615709015621684,1.0398072906374456,0.0015091057793535797,True,0.0,False,6,False,4,,bf81d8692db,games5425898691,19.0,833.1199951171875,3454.8798828125,17.0,-22468.9990234375,4615.10009765625,2.5,-0.3999999910593033,0.0,-1925.2999877929688,255.0,0.0,0.009584385391517783,2.866923570336656,-4.47732952690809e-05,True,206.0,False,False,False,False,,shakz_m2855,4836773994170625710,14.0,-2528.56005859375,3608.8701171875,16.989999771118164,-10594.3994140625,9284.299926757812,4.600000083446503,1.5999999642372131,-1.1999999731779099,-712.5,233.0,39.0,,0.009603220265720958,2.4243743191495137,-0.00012536468180433805,True,,False,4,4,False,,tricaespinhas,5417135860859824013,14.0,40.31999969482422,4804.5498046875,17.010000228881836,-5057.200012207031,-1688.2000732421875,2.3000000417232513,0.3999999910593033,-0.09999999776482582,2260.2000427246094,255.0,255.0,False,0.009508627850002449,-2.8154363168569354,6.102111268428623e-05,True,4,False,4,255.0,False,,
5,377,7,False,False,1,8501.7825978261,1389.6300048828125,-3347.43994140625,127.27999877929688,-3216.4999389648438,12200.899658203125,1649.1999816894531,2207.2000122070312,20.09999990463257,5579.1998291015625,1.0,-1.0859236416780342,-1.112183914508763,-1.5084577547001894,5417135860859824013,tricaespinhas,14.0,1460.8599853515625,-3436.360107421875,17.010000228881836,4810.799865722656,14686.8994140625,1.7000000178813934,-0.0,-0.5000000074505806,1898.6000061035156,255.0,255.0,False,-0.009598993772140406,1.8388451714343714,0.00010686257246615488,True,217.0,False,4,False,4,,4836773994170625710,shakz_m2855,14.0,2202.5,-4207.009765625,17.010000228881836,3841.6000366210938,5969.69970703125,2.3000000417232513,-0.0,-0.0,-2422.4000549316406,233.0,0.0,-0.009513123701708068,2.1525470107899682,-1.2737690609967671e-05,True,,False,4,False,4,,enpitsu,76561198039309853,25.0,-1311.0,-5026.0,93.62000274658203,-2308.8999938964844,1372.4000549316406,-2374.4000244140625,1687.7000427246094,1694.2999267578125,4952.799987792969,255.0,255.0,,-0.9170145250193679,-2.643912213014003,-0.9844563312333526,True,0.0,False,6,4,False,,games5425898691,bf81d8692db,20.0,2773.110107421875,-4538.8701171875,57.209999084472656,9136.699829101562,36.70000076293945,-3259.89990234375,1678.800048828125,-2926.9000244140625,1602.5999450683594,255.0,86.0,,-0.25643445628541434,2.7102323697802326,-0.5299639998720118,True,False,False,4,154.8950540147802,True,,False
6,395,7,False,False,1,7684.527815917321,1161.5,-2539.93994140625,105.02999877929688,-7807.39990234375,15663.1005859375,259.7999954223633,-728.7000274658203,1693.8999938964844,485.60001373291016,1.0,-0.7422001868250406,0.33661002942665075,-0.2302279295138597,5417135860859824013,tricaespinhas,14.0,1264.8699951171875,-2726.35009765625,16.780000686645508,-9090.10009765625,10339.69970703125,-266.8000030517578,-2568.599853515625,1847.2000122070312,-1978.9999389648438,255.0,128.0,False,-0.014741381704510321,0.8280322044839828,0.025727952514703667,True,182.53206027195017,True,4,False,4,,4836773994170625710,shakz_m2855,14.0,2739.7099609375,-4129.43017578125,17.010000228881836,9227.60009765625,-4767.200012207031,2.0999999344348907,-0.09999999776482582,0.19999999552965164,-281.49999618530273,252.0,150.0,-0.009533255500954272,-2.6263397190885946,0.0002497375128790894,False,,False,4,False,4,,enpitsu,76561198039309853,25.0,-1354.1800537109375,-4800.52978515625,17.020000457763672,-1968.0000305175781,6474.000244140625,11.799999475479126,-1.7000000178813934,-9.200000166893005,2363.0999755859375,255.0,255.0,,-0.016476086757827132,1.2838086055865494,0.0005690454462454668,False,0.0,False,6,4,False,,games5425898691,bf81d8692db,20.0,3203.969970703125,-3983.27001953125,16.989999771118164,-458.49998474121094,14636.400146484375,2.199999988079071,-0.0,-3.4999999403953552,1261.2000274658203,255.0,128.0,,-0.009571930557313596,1.4683696106490902,-0.00014343515435212128,True,False,False,4,233.03635270364822,True,,False
7,417,8,False,False,1,6499.81020957998,576.4400024414062,-1351.949951171875,93.1500015258789,-7707.19970703125,19636.199951171875,689.5999908447266,-1396.4999389648438,262.8000068664551,982.3999786376953,1.0,0.16277693434113163,-0.3923366650631994,1.8559034351496562,5417135860859824013,tricaespinhas,14.0,609.8900146484375,-1543.8900146484375,16.989999771118164,-7908.3001708984375,17933.399658203125,2.3000000417232513,-1.5000000596046448,4.000000059604645,-592.599983215332,255.0,128.0,False,-0.009610687652820055,1.192255697430938,-7.765532024341379e-06,True,129.47680872999211,True,4,False,4,,4836773994170625710,shakz_m2855,14.0,3463.050048828125,-3972.780029296875,17.010000228881836,4541.000061035156,10349.300537109375,2.5,-0.0,0.09999999776482582,2391.999969482422,255.0,255.0,-0.00952910817768925,1.9219451269397398,-9.03943316192668e-06,True,,False,4,False,4,,enpitsu,76561198039309853,25.0,-1935.5799560546875,-4484.72998046875,17.059999465942383,-10828.499755859375,2536.199951171875,1.1999999731779099,-0.5999999865889549,-0.0,4.000000059604645,255.0,128.0,,-0.016682481006868227,0.229494646598429,-4.91702372260723e-05,True,0.0,False,6,4,False,,games5425898691,bf81d8692db,20.0,2756.610107421875,-2498.81005859375,241.0800018310547,-7753.900146484375,21349.599609375,3078.0999755859375,-132.70000457763672,-120.10000228881836,108.50000381469727,255.0,128.0,,0.34507002953370375,1.061139379780109,-0.0308076176353287,True,False,False,6,164.12695052803204,True,,False
8,428,9,False,False,1,5798.236664142568,292.0799865722656,-626.7000122070312,93.54000091552734,-7375.999755859375,18852.39990234375,-1.0000000149011612,-2933.900146484375,-402.99999237060547,982.3999786376953,1.0,0.5271729146282876,-0.5227186478382887,2.517729148380143,5417135860859824013,tricaespinhas,14.0,305.489990234375,-786.9299926757812,17.0,-9603.200073242188,17601.99951171875,3.3000001311302185,1.7000000178813934,1.5000000596046448,213.99999618530273,255.0,128.0,False,-0.009744132399266588,1.0487067750729444,-0.00014509307584703671,True,121.0,False,4,False,4,,4836773994170625710,shakz_m2855,14.0,3413.419921875,-3505.60009765625,17.010000228881836,-6590.10009765625,9702.2998046875,2.5,-0.09999999776482582,-0.0,2371.4999389648438,255.0,255.0,-0.00953759753931189,0.9111093527017112,-1.6906891705361948e-05,True,,False,4,False,4,,enpitsu,76561198039309853,25.0,-2415.280029296875,-4324.7900390625,17.059999465942383,-11814.000244140625,4444.5001220703125,1.2999999523162842,0.3999999910593033,-0.0,-5.899999737739563,255.0,0.0,,-0.016737567832941964,0.36062687060513815,3.6212677076096807e-05,True,0.0,False,6,4,False,,games5425898691,bf81d8692db,20.0,2486.669921875,-1783.010009765625,320.3800048828125,-8345.700073242188,21366.0009765625,1685.2000427246094,-86.99999809265137,-71.39999866485596,55.39999961853027,255.0,128.0,,0.2884512627966039,1.0324415839835608,-0.03995567788956762,True,False,False,6,129.64655471104453,True,,False
9,435,9,False,False,1,5333.423529365522,99.4800033569336,-133.61000061035156,93.13999938964844,-7074.6002197265625,18144.000244140625,0.0,-4458.299865722656,-1063.0000305175781,982.3999786376953,1.0,0.6466965531105716,-0.053526963831977144,-2.5361580330616476,5417135860859824013,tricaespinhas,14.0,53.939998626708984,-353.57000732421875,17.0,-10206.199951171875,17247.900390625,3.3000001311302185,-0.0,0.7000000029802322,4.799999892711639,255.0,128.0,False,-0.009625719409537574,1.0357920078463294,-5.153555079587589e-05,True,121.0,False,4,False,4,,4836773994170625710,shakz_m2855,14.0,3208.5400390625,-3319.949951171875,17.010000228881836,-10115.900268554688,6854.4000244140625,2.0000000298023224,-1.0999999940395355,0.5999999865889549,236.20000839233398,255.0,128.0,-0.009554662995802992,0.5674928054129565,-0.00020692258465298698,True,,False,4,False,4,,enpitsu,76561198039309853,25.0,-2736.800048828125,-4197.009765625,17.059999465942383,-11859.000244140625,5835.9002685546875,1.8000000715255737,-0.5000000074505806,0.09999999776482582,-1763.699951171875,255.0,128.0,,-0.016737268343559514,0.47007457459461305,-0.00027457733729386045,True,0.0,False,6,4,False,,games5425898691,bf81d8692db,20.0,2250.0,-1194.8800048828125,350.760009765625,-8785.2001953125,21248.5009765625,562.7000045776367,-37.30000019073486,-33.19999933242798,32.10000038146973,255.0,128.0,,0.2676954950859015,1.0197863395055855,-0.0434606097423845,True,False,False,6,107.78702775637315,True,,False
