,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
40,3024,94.0,False,True,1,4787.6822559041675,-3085.81005859375,2481.60009765625,505.239990234375,18904.100341796875,19187.19970703125,-387.40001678466797,58.09999942779541,-2645.5999755859375,-5384.89990234375,1.0,0.6072738777013648,2.9811442950021596,1.6006351250976802,bf81d8692db,games5425898691,19.0,-3177.530029296875,2396.14990234375,470.7099914550781,8667.39990234375,17291.600341796875,1706.7999267578125,-4125.4998779296875,3633.3999633789062,167.29999542236328,255.0,128.0,,-0.6642119880751421,1.9398783493365204,0.38318497424200154,True,170.45738488115296,True,4,3,False,,76561198039309853,enpitsu,23.0,-3193.419921875,2303.18994140625,17.049999237060547,8831.799926757812,4180.199890136719,2.5,0.3999999910593033,0.5999999865889549,2.199999988079071,255.0,128.0,False,-0.016828750861347573,2.699146915724107,-5.8235966041877177e-05,True,255.0,False,2,2,False,,woonder,76561198147845115,11,90.37000274658203,5281.02001953125,17.0,-6189.000244140625,-2248.6000061035156,3.700000047683716,0.09999999776482582,-0.0,2385.800018310547,255.0,255.0,,-0.009506767394785768,-0.3432048453862596,2.144376065487329e-05,True,6,255.0,False,6,False,,Trejwik,be8a1d248fb,11.0,-2372.860107421875,5079.58984375,85.44999694824219,-483.4000015258789,5221.5997314453125,7677.2998046875,5430.10009765625,867.5,106.30000114440918,255.0,0.0,,1.0111852549944216,1.478071487364095,-0.10638707899814753,True,67.0,False,6,False,6,
41,3056,95.0,False,False,0,9886.68865885468,1022.9099731445312,-4558.68017578125,161.94000244140625,8724.099731445312,15441.8994140625,13765.10009765625,2846.7999267578125,-4135.199890136719,3285.4998779296875,0.0,-0.27772138013468955,-2.9574839752048243,1.1579831693469487,76561198147845115,woonder,11.0,929.9099731445312,-4718.490234375,55.54999923706055,13475.999755859375,7497.7001953125,1990.5000305175781,2651.6000366210938,-148.80000114440918,-1623.5000610351562,255.0,255.0,,-0.038252795607362014,0.17862185722261692,0.13338852252851308,True,222.0,False,8,7,False,,be8a1d248fb,Trejwik,11.0,1490.219970703125,-5102.97998046875,519.8099975585938,-13070.999755859375,0.0,-2002.5999450683594,-6.200000047683716,-927.2000122070312,-0.7999999821186066,255.0,128.0,,0.1792194428973526,-3.1318618185263873,1.5726137273140335,True,51.31748824734841,True,6,6,False,,enpitsu,76561198039309853,24,1728.6400146484375,-2392.570068359375,17.049999237060547,-15893.699951171875,9122.19970703125,-1.5000000596046448,-0.09999999776482582,0.0,-1972.2000122070312,255.0,0.0,False,0.016785124828721996,2.5569360826919705,-3.17053764418776e-05,True,2,212.0,False,2,False,,games5425898691,bf81d8692db,19.0,2236.639892578125,-4355.41015625,372.95001220703125,-8701.500244140625,-17895.10009765625,-3464.4000244140625,360.6999969482422,-453.8999938964844,-2154.1000366210938,255.0,9.0,,0.04200246546522145,-2.6873832329434038,0.5344148876479942,True,157.0,False,4,False,4,
42,3175,100.0,False,False,1,7954.912135675171,-3705.199951171875,-1349.18994140625,124.37999725341797,-11418.800048828125,19689.3994140625,6336.9000244140625,1981.7999267578125,804.3000030517578,-5105.7000732421875,1.0,-0.48596420446214134,2.634920201323133,-1.0753445739713228,76561198039309853,enpitsu,24.0,-3577.39990234375,-1537.6600341796875,112.23999786376953,-12619.89990234375,8299.299926757812,3873.2998657226562,-879.1000366210938,-1409.4000244140625,-452.99999237060547,255.0,0.0,False,-0.13428060971980355,0.5947728462525618,-0.0014536050392877306,True,184.0,False,4,2,False,,bf81d8692db,games5425898691,19.0,612.9400024414062,-1750.1099853515625,17.010000228881836,1042.5,-21088.701171875,4.900000095367432,1.1999999731779099,1.0999999940395355,-1910.5000305175781,255.0,0.0,,-0.009506754508202955,-1.5544516787416542,2.1491931171709623e-05,True,121.0,False,8,8,False,,woonder,76561198147845115,10,-3923.10009765625,-948.1599731445312,34.220001220703125,3558.2998657226562,-11594.000244140625,-1364.4999694824219,881.6000366210938,-1179.4999694824219,1377.5,0.0,255.0,,-0.1366974395966109,-1.9050909864173304,-0.3622067559179096,True,10,255.0,False,10,False,,Trejwik,be8a1d248fb,10.0,-2267.780029296875,1517.06005859375,17.010000228881836,-5549.6002197265625,-9730.800170898438,2.0999999344348907,-0.19999999552965164,-0.3999999910593033,98.90000343322754,128.0,128.0,,-0.009653153448615259,-1.06499746955773,-9.126645652584369e-05,True,34.0,False,10,False,8,
43,3258,103.0,False,False,0,8313.6124696523,2535.14990234375,-2432.5400390625,108.95999908447266,4009.89990234375,-10369.300537109375,676.9999694824219,2746.099853515625,-358.69998931884766,5322.60009765625,0.0,0.23070637193390556,0.1555949830474798,-0.5225853227765203,be8a1d248fb,Trejwik,11.0,2402.47998046875,-2391.969970703125,16.40999984741211,2143.8999938964844,-11081.600341796875,-30.299999713897705,1.4000000059604645,43.69999885559082,-1277.2000122070312,255.0,128.0,,0.033652336570457186,-1.385311561620403,-0.00203498660486963,True,10.0,False,10,8,False,,76561198147845115,woonder,11.0,1421.3900146484375,-2433.0,17.010000228881836,1475.8999633789062,-18301.500244140625,2.0999999344348907,-0.29999999329447746,2.199999988079071,-953.7000274658203,255.0,0.0,,0.00959504281308164,-1.4728516534610392,-0.00033178549198144963,True,219.0,False,12,12,False,,enpitsu,76561198039309853,23,3311.219970703125,-1074.56005859375,17.030000686645508,-3448.699951171875,-13937.80029296875,5.199999809265137,1.4000000059604645,7.200000286102295,947.2000122070312,255.0,255.0,,0.016802423284457624,-1.7848285213164807,0.00012105618236351921,True,2,242.42222785949704,True,4,False,,games5425898691,bf81d8692db,19.0,3803.139892578125,746.0599975585938,17.049999237060547,10893.399658203125,-15879.000244140625,50.0,-68.60000133514404,-226.70000076293945,-490.6999969482422,255.0,128.0,,0.008102523195341707,-1.0105640429390617,0.0014179744678586132,True,107.0,False,8,False,8,
44,3276,103.0,False,False,0,9016.345024459724,2788.659912109375,-3089.080078125,95.61000061035156,6447.8997802734375,-7614.000244140625,1556.9999694824219,3670.5999755859375,1166.500015258789,4600.4998779296875,0.0,-0.5319446747949095,-1.7170316091047961,-1.7175653416315868,be8a1d248fb,Trejwik,11.0,2624.60009765625,-3087.3798828125,17.010000228881836,7126.400146484375,-8972.39990234375,2.3000000417232513,-3.0000001192092896,3.3000001311302185,-717.3999786376953,128.0,0.0,,0.009627565813548686,-0.8385445064147221,-0.00041050547620843117,True,10.0,False,10,8,False,,76561198147845115,woonder,11.0,1385.25,-3667.929931640625,17.010000228881836,-3581.6000366210938,-17458.00048828125,2.3000000417232513,-0.09999999776482582,-1.0000000149011612,-1831.6000366210938,255.0,0.0,,0.009600062447713985,-1.8253250575795237,-0.0001130995717490271,True,219.0,False,12,12,False,,enpitsu,76561198039309853,23,3362.60009765625,-2269.81005859375,17.030000686645508,2529.1000366210938,-20328.599853515625,1.2999999523162842,0.0,-1.5000000596046448,-1624.1999816894531,255.0,128.0,,0.016776671473512205,-1.4791228060498425,-0.000269180057748027,True,2,186.1105890940594,True,4,False,,games5425898691,bf81d8692db,19.0,4077.179931640625,-420.42999267578125,237.69000244140625,250.10000228881836,-17980.10009765625,1990.2999877929688,976.8000030517578,-890.1000213623047,-385.29998779296875,255.0,117.0,,-0.09404254789820785,-1.5531582036435978,1.4905187822045325,True,107.0,False,8,False,8,
45,3290,104.0,False,False,1,4305.672332403501,-3088.0,3507.0400390625,95.31999969482422,10389.599609375,26470.30029296875,2722.3001098632812,-1722.2000122070312,-4787.39990234375,3180.1998901367188,1.0,-0.3894298290914747,-1.1741527939845908,-0.5228438816912963,76561198039309853,enpitsu,24.0,-3225.89990234375,3302.989990234375,78.87999725341797,5880.5999755859375,22118.89892578125,2269.9000549316406,-4743.699951171875,2035.5999755859375,-1413.9999389648438,255.0,128.0,,-0.1912105493253366,2.0279049172829984,-0.011910675874962787,True,177.0,False,6,3,False,,bf81d8692db,games5425898691,19.0,-4056.320068359375,1329.5999755859375,159.3699951171875,1712.8999328613281,17746.800537109375,-3822.6998901367188,-158.1999969482422,-1620.2999877929688,412.7000045776367,255.0,128.0,,-0.21986796790462057,1.6581527206701518,1.158105640386946,True,107.0,False,8,8,False,,woonder,76561198147845115,11,-993.6599731445312,4404.25,17.010000228881836,6404.69970703125,14833.599853515625,2.5999999046325684,-0.5999999865889549,-0.7999999821186066,2747.9000854492188,128.0,255.0,False,-0.009602424753814055,1.830596232677195,0.0001767136669512281,True,12,219.0,False,12,False,,Trejwik,be8a1d248fb,11.0,-2827.969970703125,3615.110107421875,17.0,-2241.300048828125,12183.800048828125,3.4999999403953552,0.7999999821186066,-5.199999809265137,-624.5999908447266,255.0,0.0,,-0.009556390510276503,1.3813622886593513,3.5439378943061864e-06,True,10.0,False,10,False,8,
46,3294,104.0,False,False,0,9804.361643043867,2976.9599609375,-3866.97998046875,141.52999877929688,6681.7999267578125,-19964.7998046875,8233.400268554688,5195.0,-2751.0000610351562,-1201.2000274658203,0.0,0.09887797969856513,1.6943976352657908,-0.029519952181486273,be8a1d248fb,Trejwik,11.0,2864.56005859375,-3822.85009765625,17.0,2121.3999938964844,-12711.300048828125,3.400000035762787,0.0,0.0,-24.800000190734863,255.0,128.0,,0.009559635678358533,-1.408432517133446,1.2316022398658195e-05,True,10.0,False,10,8,False,,76561198147845115,woonder,11.0,949.4299926757812,-4553.080078125,17.010000228881836,-2514.7000122070312,-14862.39990234375,2.7000001072883606,-0.19999999552965164,0.7999999821186066,3030.8999633789062,255.0,255.0,False,0.009612881694532636,-1.5374342597589252,9.169390751645579e-05,True,219.0,False,12,12,False,,enpitsu,76561198039309853,24,3142.590087890625,-3655.68994140625,107.01000213623047,-4710.899963378906,-20054.100341796875,32.99999952316284,4313.599853515625,-3408.900146484375,-147.10000038146973,255.0,128.0,,1.3893664593319113,-2.378252360249936,-0.13674202270838268,True,3,177.0,False,6,False,,games5425898691,bf81d8692db,19.0,4017.820068359375,-1642.300048828125,98.6500015258789,-2589.7000122070312,-17983.900146484375,-3029.2001342773438,-417.00000762939453,1916.9999694824219,-244.50000762939453,255.0,128.0,,0.16126597080558605,-1.7117380721709887,0.8432675614995983,True,107.0,False,8,False,8,
47,3349,106.0,False,True,1,2407.6613701747674,-1317.510009765625,4192.7900390625,284.94000244140625,18678.299560546875,14654.300537109375,-6622.9998779296875,-5753.599853515625,902.3000335693359,-1442.5,1.0,-0.5497060027254608,-0.4262395270742923,-2.1908359471799272,bf81d8692db,games5425898691,19.0,-1371.97998046875,4058.25,290.7699890136719,12264.100341796875,11367.60009765625,838.7000274658203,4240.10009765625,-2207.2000122070312,2720.0,255.0,128.0,,0.42109423559469467,1.1759583792829924,-1.0141454073909404,True,50.22282154585723,True,10,8,False,,76561198039309853,enpitsu,23.0,-1606.56005859375,4763.89990234375,17.0,9740.30029296875,-11193.1005859375,12.999999523162842,23.80000114440918,-4.1999998688697815,-2130.500030517578,255.0,128.0,False,-0.015966452592179894,-2.225223743907259,-0.0011794959541456822,True,111.14427516280965,True,6,4,False,,woonder,76561198147845115,11,-968.97998046875,5092.919921875,556.7899780273438,11308.900146484375,-3076.0000610351562,-7644.5001220703125,4.000000059604645,835.1999664306641,-2.800000011920929,128.0,128.0,False,-0.6467952950965187,3.1295848027643833,1.5784616353299172,True,12,186.0,False,13,False,,Trejwik,be8a1d248fb,11.0,-1384.6700439453125,4648.830078125,52.06999969482422,13463.299560546875,-8489.400024414062,3594.89990234375,-1.4000000059604645,1.1999999731779099,-348.1999969482422,255.0,0.0,,-0.009572914983807334,-2.553322312697126,0.00017226952649899966,True,233.00881728049248,True,11,False,8,
48,3354,106.0,False,False,0,9699.14074885321,969.9500122070312,-4377.9599609375,212.63999938964844,-31708.30078125,3707.60009765625,6485.8001708984375,5398.699951171875,-1790.8999633789062,1909.2999267578125,0.0,-0.08380641607712434,0.5361819435070937,-1.3469490332483323,be8a1d248fb,Trejwik,11.0,1131.8699951171875,-4420.830078125,110.41999816894531,-13869.49951171875,14672.60009765625,1406.9999694824219,-4547.099914550781,-2830.2999877929688,1250.1000213623047,255.0,128.0,,0.5167748254454357,2.6223071757300387,0.3043782554527733,True,217.35660231241616,True,12,9,False,,76561198147845115,woonder,11.0,781.0499877929688,-5024.2099609375,419.7699890136719,-11245.400390625,5263.900146484375,-8710.2001953125,632.5,-557.7999877929688,-689.8000335693359,0.0,255.0,False,0.7671477316714451,3.100475276889659,1.5440242995308566,True,186.0,False,14,12,False,,enpitsu,76561198039309853,24,1476.5899658203125,-4543.27978515625,17.030000686645508,-5784.2999267578125,14892.80029296875,1.5999999642372131,-0.7999999821186066,1.0999999940395355,-2076.7999267578125,255.0,128.0,False,0.016763762340119236,1.8759155646302792,-8.566395629284272e-05,True,4,95.49206019473331,True,6,False,,games5425898691,bf81d8692db,19.0,1175.199951171875,-4258.14990234375,303.0899963378906,-11284.49951171875,-12420.699462890625,706.2000274658203,-2523.5000610351562,938.7999725341797,1803.2000732421875,255.0,94.0,,-0.655020249414407,-0.43347649724715526,-1.6782062310487305,True,34.570606577780914,True,10,False,8,
49,3419,109.0,False,False,0,8312.185631698938,-3019.219970703125,-2896.43994140625,181.44000244140625,-20535.70068359375,15395.30029296875,14793.499755859375,-1972.8999328613281,5419.000244140625,-1655.7000732421875,0.0,-0.7890143138535896,2.708209809321042,-2.595156851931343,be8a1d248fb,Trejwik,11.0,-2762.39990234375,-3027.2099609375,19.469999313354492,-17993.900146484375,3594.5001220703125,2956.400146484375,-0.19999999552965164,0.0,-1961.300048828125,255.0,0.0,,0.009578770393392068,2.875776300367908,-4.512696909521113e-05,True,193.58946230078257,True,13,10,False,,76561198147845115,woonder,11.0,-1443.699951171875,-3649.840087890625,17.010000228881836,-7164.0997314453125,12133.299560546875,2.0999999344348907,0.3999999910593033,-0.9000000357627869,-47.5,255.0,128.0,False,0.00957917676858605,2.0972722359647102,0.0001083031220996565,True,171.0,False,14,12,False,,enpitsu,76561198039309853,23,-1914.5999755859375,-1112.239990234375,17.030000686645508,-14054.69970703125,15926.199951171875,5.099999904632568,0.3999999910593033,-0.19999999552965164,-33.80000114440918,255.0,128.0,False,0.016790435933599177,2.2901699093339802,4.57090399873862e-05,True,4,20.0,False,6,False,,games5425898691,bf81d8692db,19.0,-365.3399963378906,-5351.93994140625,17.469999313354492,2588.800048828125,10955.30029296875,-261.3999938964844,563.4999847412109,-102.89999961853027,-1460.0,255.0,37.0,,0.02916256849938552,1.3110316505021553,-0.005063757601895048,True,0.0,False,10,False,8,
50,3490,111.0,False,False,0,5197.877725483174,-1550.7900390625,-16.469999313354492,799.4600219726562,797.3000335693359,30829.19921875,3168.3999633789062,-2470.5999755859375,1298.0999755859375,-3085.8999633789062,0.0,0.8521899119215072,0.388494412268021,-0.38356919235365117,76561198147845115,woonder,10.0,-1511.68994140625,-188.0500030517578,688.510009765625,-1226.6999816894531,19781.800537109375,4726.300048828125,-1151.9000244140625,-638.1000137329102,775.9999847412109,255.0,255.0,False,-0.3395505306998169,1.8671490971377827,-0.018367026293465278,True,97.06212462148365,True,16,12,4,,be8a1d248fb,Trejwik,10.0,-2173.669921875,-1305.0999755859375,17.020000457763672,13954.200439453125,1705.3999328613281,1.0000000149011612,1.899999976158142,0.29999999329447746,1404.1999816894531,255.0,255.0,,0.009569587492215181,0.1249792689827827,0.0002258110190159713,True,221.0,False,14,10,False,,enpitsu,76561198039309853,24,-1932.97998046875,2218.35009765625,17.030000686645508,14478.199462890625,13129.69970703125,5.600000023841858,-0.09999999776482582,-0.09999999776482582,2050.0,128.0,128.0,False,0.016775837793534358,0.8112510269826145,2.364359905567991e-05,True,4,228.0,False,6,False,,games5425898691,bf81d8692db,19.0,295.94000244140625,-1091.719970703125,89.97000122070312,-3342.9000854492188,20598.30078125,-725.0,-3937.7999877929688,-1178.6000061035156,27.59999990463257,255.0,128.0,,-1.056683049709799,1.8495713912319536,0.013857414041463274,True,31.0,False,14,False,12,
51,3550,113.0,False,False,1,9365.101478556555,1419.2900390625,-4210.47021484375,132.7100067138672,-4631.7999267578125,5026.499938964844,3796.400146484375,-5397.9998779296875,-2144.600067138672,-907.3999786376953,1.0,0.5509753826584364,-1.3432959582110053,1.859163980669456,76561198039309853,enpitsu,24.0,1480.52001953125,-4121.06005859375,15.239999771118164,2139.2999267578125,6730.5999755859375,-554.3000030517578,991.2999725341797,-1268.499984741211,-546.3999938964844,128.0,128.0,False,0.017162223629972207,1.8910123784695583,-0.029311023518046615,True,228.0,False,6,4,False,,bf81d8692db,games5425898691,19.0,1266.5799560546875,-3434.31005859375,35.0099983215332,5135.4998779296875,-22108.5009765625,3220.1998901367188,-0.9000000357627869,-13.999999761581421,-790.5999755859375,255.0,128.0,,-0.009632443198123083,-1.737150645613494,0.000351357297357225,True,31.0,False,17,14,False,,woonder,76561198147845115,10,1529.1400146484375,-4349.56005859375,290.79998779296875,-550.099983215332,-21031.69921875,-9293.200073242188,-1426.6000366210938,3855.1998901367188,844.8000335693359,0.0,128.0,,-0.24680249311153132,-0.9145309194271828,-0.8319320236397479,True,12,12.0,False,16,4,,Trejwik,be8a1d248fb,10.0,1869.9000244140625,-1055.0999755859375,17.020000457763672,2171.4999389648438,-12894.100341796875,1.0999999940395355,0.19999999552965164,-1.1999999731779099,-2028.5000610351562,128.0,0.0,,-0.009640374402451277,-1.6936511970721946,-0.00014852438436414387,True,221.0,False,14,False,10,
52,3557,114.0,False,False,1,9321.664508346075,1275.4100341796875,-4173.93994140625,231.61000061035156,-14840.10009765625,-23811.69921875,10179.500122070312,-3301.300048828125,-2369.7999572753906,-4414.200134277344,1.0,0.7456878508239794,0.49779423742636814,-2.547496111643535,bf81d8692db,games5425898691,19.0,1385.31005859375,-3946.760009765625,134.75,5011.9000244140625,-21716.201171875,5313.0999755859375,-0.19999999552965164,-1.5000000596046448,-502.59998321533203,255.0,128.0,,-0.009306397778874185,-1.589993108691629,0.0017907818498405256,True,31.0,False,18,14,4,,76561198039309853,enpitsu,23.0,1525.1500244140625,-3992.840087890625,17.040000915527344,1529.6000671386719,4238.999938964844,7.699999809265137,-8.399999737739563,15.099999904632568,-4.4999998807907104,255.0,255.0,True,-0.016226921693793406,1.9170724030665947,-0.0006614418797457607,True,228.0,False,6,4,False,,woonder,76561198147845115,10,1516.6800537109375,-4878.68994140625,51.529998779296875,-243.99999618530273,-18058.599853515625,-2765.8999633789062,3921.6000366210938,-3424.4000244140625,1514.7999572753906,128.0,255.0,,0.2363198270913606,-1.471512398685502,-1.0964784129019836,True,12,12.0,False,16,4,,Trejwik,be8a1d248fb,10.0,1872.949951171875,-1266.280029296875,17.020000457763672,-705.5999755859375,-6626.5997314453125,0.7000000029802322,-2.3999999463558197,1.8000000715255737,-149.89999771118164,128.0,128.0,,-0.009835756070744384,-1.4393751413260163,0.0001632244320601485,True,221.0,False,14,False,10,
53,3632,116.0,False,False,0,1643.9270541191488,685.239990234375,4690.35986328125,875.1699829101562,16535.999755859375,7040.7000732421875,9919.000244140625,5946.6998291015625,-98.99999618530273,790.9999847412109,0.0,0.8758089337867082,0.7707442960273506,-0.5966714981261056,be8a1d248fb,Trejwik,11.0,636.4400024414062,4687.06982421875,712.3200073242188,9238.900146484375,16044.200439453125,2303.000030517578,1803.9999389648438,3330.1998901367188,-1695.3999328613281,255.0,0.0,,-1.217543550656019,-1.304704120549081,-2.8181810011243775,True,81.0,False,16,10,4,,76561198147845115,woonder,11.0,-2760.699951171875,4574.7001953125,17.0,-9544.199829101562,-7776.500244140625,3.6000001430511475,1.1999999731779099,-0.9000000357627869,-2063.2000732421875,255.0,0.0,False,0.009479028263047405,-2.490852048334091,-0.00013287737563343215,True,0.0,False,16,12,4,,enpitsu,76561198039309853,23,126.87000274658203,5556.8701171875,25.059999465942383,5070.199890136719,1855.5000305175781,74.29999828338623,-2.199999988079071,98.29999923706055,-2508.2000732421875,128.0,128.0,False,0.04680663694803591,-0.8641086134686108,0.025782071473591017,True,4,145.0,False,6,False,,games5425898691,bf81d8692db,19.0,-286.8900146484375,4771.60009765625,162.2899932861328,13585.999755859375,1983.5000610351562,3655.7998657226562,659.8999786376953,-2803.800048828125,200.20000457763672,255.0,124.0,,-0.6542736301372475,0.28580498831187956,-0.027104358005558618,True,9.049875267090332,True,20,4,14,
54,3723,120.0,False,False,0,5215.9782983836485,3971.989990234375,3266.739990234375,181.97999572753906,20436.600341796875,-2319.4000244140625,2703.0999755859375,1521.6999816894531,-3618.2998657226562,3139.8001098632812,0.0,-0.41512038083956293,-2.650788542077657,2.2278287617112658,be8a1d248fb,Trejwik,11.0,3814.27001953125,3243.030029296875,115.80000305175781,11250.10009765625,647.3000335693359,1461.6999816894531,-1204.1999816894531,4823.299865722656,-2352.7000427246094,255.0,0.0,,0.48079560130335575,0.26350539327593986,-0.3597309061752883,True,255.0,False,18,11,4,,76561198147845115,woonder,11.0,-1.2899999618530273,16.440000534057617,17.010000228881836,16724.300537109375,-10499.000244140625,2.3000000417232513,-0.29999999329447746,0.29999999329447746,1990.2999877929688,255.0,255.0,False,0.009589451076439054,-0.48645297123348274,4.951380317237935e-05,True,246.0,False,18,14,4,,enpitsu,76561198039309853,24,2758.77001953125,3922.22998046875,17.040000915527344,1102.6000213623047,-9033.099975585938,3.799999952316284,-0.09999999776482582,1.2999999523162842,-384.59999084472656,255.0,128.0,False,0.01668079346549296,-1.4856265160199742,0.0002907845981748498,True,4,18.0,False,6,False,,games5425898691,bf81d8692db,19.0,3848.43994140625,3451.2900390625,82.54000091552734,13350.400390625,-13573.599853515625,2536.1000061035156,1528.0000305175781,5283.3001708984375,34.30000066757202,128.0,196.0,,0.4719115381035357,-1.1545970963100851,-0.4904723514934499,True,0.0,False,22,4,15,
55,3817,123.0,False,True,0,3546.7132951399335,1383.3900146484375,2422.72998046875,1230.4300537109375,-9372.7001953125,17782.2998046875,-5423.800048828125,-3260.5999755859375,3231.0000610351562,3863.699951171875,0.0,-0.8273047143894818,-0.9429197002923541,0.6559435620104699,76561198147845115,woonder,11.0,1445.239990234375,2257.75,1182.550048828125,701.2000274658203,9700.999755859375,6801.9000244140625,-410.2000045776367,-3038.2000732421875,-4566.199951171875,128.0,0.0,,-0.9891324830636238,2.557286214418624,1.9300752169021824,True,138.21594837916797,True,20,14,6,,be8a1d248fb,Trejwik,11.0,2710.5,706.6400146484375,17.010000228881836,-14063.299560546875,-216.00000381469727,2.3000000417232513,-0.9000000357627869,0.0,-2087.100067138672,255.0,0.0,,0.009586694861316363,3.100982155551845,-9.216502846668427e-05,True,212.0,False,18,12,4,,enpitsu,76561198039309853,23,637.02001953125,4017.070068359375,17.040000915527344,-8614.299926757812,8720.999755859375,3.8999998569488525,-0.29999999329447746,0.5999999865889549,0.0,0.0,128.0,,0.01682414793827978,-0.7915520474833333,6.269411572936102e-05,True,4,18.0,False,6,False,,games5425898691,bf81d8692db,19.0,3086.75,4491.18017578125,17.010000228881836,-5091.099853515625,13081.500244140625,2.199999988079071,-0.7000000029802322,2.0999999344348907,1419.2999267578125,255.0,244.0,,0.009584129467262248,1.9569426561943233,0.00012465986005782056,True,31.0,False,22,4,16,
56,3850,124.0,False,False,1,9709.39134575776,-304.4100036621094,-4494.89990234375,152.47000122070312,-18180.0,-3824.2001342773438,3463.3999633789062,4723.999938964844,1711.1000061035156,3279.4000244140625,1.0,0.6068959368709133,-0.24074195173610163,-0.22105868877863963,76561198039309853,enpitsu,24.0,-162.77000427246094,-4542.18017578125,71.13999938964844,-8206.599731445312,4497.099914550781,3101.400146484375,-1424.1000366210938,-2728.2000732421875,395.2000045776367,255.0,128.0,,-0.10906992310372036,0.4717214458099116,-0.0007616987605154735,True,0.0,False,8,5,False,,bf81d8692db,games5425898691,19.0,-1690.6099853515625,-5100.89013671875,149.5,13395.2001953125,-428.80001068115234,3526.9000244140625,-1564.7000122070312,217.19999313354492,-147.5,255.0,128.0,,0.29298584298995634,-3.0991059151049196,-1.4579720302226593,True,31.0,False,22,16,4,,woonder,76561198147845115,11,-1292.3199462890625,-3258.860107421875,1629.510009765625,1610.7000732421875,-8624.600219726562,163.60000610351562,958.7000274658203,414.50000762939453,-2424.600067138672,128.0,128.0,,0.11612986553906891,-1.9240638688428866,-1.3129211573608228,True,14,123.0,False,20,6,,Trejwik,be8a1d248fb,10.0,-1293.530029296875,-1506.9100341796875,17.010000228881836,9226.199951171875,-10608.699951171875,2.3000000417232513,-2.5999999046325684,2.5,-1290.5999755859375,255.0,0.0,,-0.00960180401344621,-2.286160452162816,-0.00014975519979904363,True,242.0,False,18,4,12,
