,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_ball_cam,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_boost_collect,opp_1_handbrake
0,171,0.0,False,False,0,5164.820585359063,98.6500015258789,71.86000061035156,150.99000549316406,5608.499755859375,-2968.599853515625,13921.99951171875,5433.4002685546875,2408.000030517578,-823.4999847412109,0.0,-0.27654216405437054,-0.09666196904674136,0.13821559881974152,76561198296230196,DAIIIN_BRUDDA,12.0,50.880001068115234,-13.760000228881836,83.47000122070312,8933.099975585938,2855.5999755859375,53.89999866485596,978.6000061035156,1537.5,-2256.6000366210938,244.0,1.0,,1.1169984885235877,1.4121211381261038,0.2664421418025668,3,0.0,False,4,False,True,,3606374444338577798,xGoDPlaYer_HD,5.0,2352.77001953125,-3961.77001953125,17.049999237060547,17086.800537109375,-7097.39990234375,2.5,1.7000000178813934,-0.5999999865889549,174.0999984741211,255.0,169.0,,0.016769607445977233,-0.39511096725995404,2.694325182933037e-05,True,False,False,False,0.0,False,,games5425898691,bf81d8692db,24,121.33000183105469,232.9199981689453,93.69000244140625,-2356.300048828125,-22607.099609375,792.6999664306641,5494.000244140625,-254.79999542236328,14.500000476837158,128.0,128.0,1.1680499088560479,-1.6109625637103695,0.006442854546206027,True,4,3,False,0.0,False,,enpitsu,76561198039309853,26.0,-50.36000061035156,3551.330078125,17.049999237060547,672.5,-10221.199951171875,2.5999999046325684,0.19999999552965164,-0.5999999865889549,7.400000095367432,255.0,128.0,False,0.016666252428543176,-1.5040333709548175,-5.414963401269194e-05,True,False,False,116.0,False,False,,
1,267,3.0,False,False,0,6590.714651331129,2531.969970703125,-489.0799865722656,250.27999877929688,-10916.400146484375,16595.10009765625,6685.2001953125,4106.000061035156,-3966.9000244140625,-1844.7999572753906,0.0,-0.7932149609043737,2.3421066120060208,-2.269157460062327,3606374444338577798,xGoDPlaYer_HD,5.0,2608.199951171875,-737.1599731445312,247.47999572753906,-14145.10009765625,10125.2001953125,-159.3000030517578,1291.1000061035156,-5243.0999755859375,-1045.1000213623047,253.0,128.0,False,0.17172035164819133,0.9044079755089109,-2.7825156384171623,3,208.0,False,4,False,True,,76561198296230196,DAIIIN_BRUDDA,12.0,3653.6201171875,49.59000015258789,18.239999771118164,7753.800048828125,-9811.900024414062,19.90000009536743,-2.199999988079071,11.299999952316284,-2331.999969482422,255.0,0.0,,0.01668860666372422,-0.9731753098706689,0.0006620650655162038,True,6,6,False,239.38188401601647,True,,games5425898691,bf81d8692db,24,3439.81005859375,456.69000244140625,16.989999771118164,8693.599853515625,14702.60009765625,3.799999952316284,-0.19999999552965164,0.0,1993.8999938964844,255.0,255.0,0.009565487095008235,1.1059118621875568,1.4882299488788026e-06,False,6,6,False,0.0,False,,enpitsu,76561198039309853,26.0,2409.97998046875,5063.35009765625,64.51000213623047,-16673.299560546875,779.4999694824219,1285.5000305175781,1466.4999389648438,-1492.2000122070312,1400.2000427246094,255.0,255.0,False,-0.031471364488012826,3.099809494909213,-0.8477737512791735,True,False,False,255.0,False,False,,
2,319,5.0,False,False,1,7788.46004651097,-525.22998046875,-2517.68994140625,364.5799865722656,4952.099914550781,19800.6005859375,13599.89990234375,5631.400146484375,2016.9000244140625,467.20001220703125,1.0,0.2616996628133918,-1.8791985120216954,-0.8465924473886776,76561198039309853,enpitsu,26.0,-515.4500122070312,-2635.360107421875,214.07000732421875,7884.5001220703125,21428.20068359375,2721.7999267578125,-2429.199981689453,-575.2999877929688,200.6999969482422,255.0,128.0,,0.7896708139046315,1.4191690736175464,-0.29036903600538255,1,217.0,False,2,False,True,,bf81d8692db,games5425898691,24.0,-3376.43994140625,-3551.639892578125,16.989999771118164,7378.599853515625,-13802.900390625,4.600000083446503,-0.5000000074505806,1.0000000149011612,418.8999938964844,255.0,128.0,,-0.009593257065676847,-2.099125310456012,-0.0001398047368695438,True,6,6,False,31.0,False,,DAIIIN_BRUDDA,76561198296230196,11,-3121.050048828125,3080.5,18.329999923706055,10660.400390625,14653.00048828125,3.3000001311302185,-0.19999999552965164,-0.29999999329447746,-1384.9000549316406,239.0,4.0,-0.017059261423454243,2.2247852657658806,-0.00017869373474897862,True,6,6,False,223.0,False,,xGoDPlaYer_HD,3606374444338577798,5.0,-346.8800048828125,-1688.510009765625,108.54000091552734,2910.4000854492188,-22479.19921875,3900.10009765625,-1731.4999389648438,177.00000762939453,-584.5999908447266,255.0,255.0,,0.19627265533025642,-1.3948035771791794,0.014354611329684923,True,6,False,129.55707523386965,True,4,,
3,511,12.0,False,False,1,2872.9987645963365,2077.239990234375,2521.070068359375,213.10000610351562,-16171.800537109375,8304.500122070312,4440.899963378906,2103.800048828125,199.69999313354492,5615.4998779296875,1.0,0.8787782032057312,1.4300510256785366,2.5602702131532458,bf81d8692db,games5425898691,24.0,2207.840087890625,2367.77001953125,161.47999572753906,-3249.89990234375,22673.9990234375,1471.199951171875,-150.6999969482422,43.69999885559082,709.0000152587891,255.0,160.0,,-0.025516334570790705,1.7269461513960747,0.0009960988269594978,8,85.0,False,10,False,True,,76561198039309853,enpitsu,26.0,122.12000274658203,-4300.5,17.059999465942383,-271.8000030517578,9423.300170898438,1.1999999731779099,-0.0,-0.7999999821186066,-7.200000286102295,255.0,128.0,False,-0.016678665632417725,1.5430256483947888,7.13706517160729e-05,True,2,2,False,248.0,False,34.0,DAIIIN_BRUDDA,76561198296230196,11,1709.25,3441.85009765625,66.08999633789062,-768.7999725341797,-17174.89990234375,3876.0000610351562,-751.6999816894531,-123.4000015258789,2395.399932861328,241.0,199.0,0.0165085296700086,-1.8154479472194833,-0.0013378193638929241,True,9,6,False,58.0,False,,xGoDPlaYer_HD,3606374444338577798,5.0,-232.72000122070312,3383.7900390625,710.760009765625,-17690.999755859375,-2566.300048828125,-1380.5999755859375,1162.7999877929688,-73.09999942779541,2014.9000549316406,255.0,128.0,,-0.3509936523958052,2.3192239031082464,0.4001969520729091,True,8,4,180.0,False,6,,
4,617,16.0,False,False,0,10781.454844182934,2890.929931640625,-4954.5,180.99000549316406,15539.7998046875,5112.699890136719,9513.099975585938,432.79998779296875,-3286.4999389648438,2729.8001098632812,0.0,-1.1963713017824409,1.1090512594511586,-3.035284117914606,3606374444338577798,xGoDPlaYer_HD,5.0,2784.35009765625,-5016.43017578125,59.40999984741211,14840.10009765625,-1428.3999633789062,5209.7998046875,-4308.0999755859375,-3292.9998779296875,919.3000030517578,255.0,76.0,,-0.40964281102078376,-0.10895302456359358,-0.6335191555226484,6,154.67861523423142,True,8,4,True,,76561198296230196,DAIIIN_BRUDDA,11.0,-3555.050048828125,-260.2900085449219,18.31999969482422,-5981.500244140625,-13239.7998046875,4.900000095367432,0.0,0.0,2111.3999938964844,247.0,255.0,,0.017062192936574738,-1.925474964987301,1.1554900559317002e-05,True,10,6,4,0.0,False,,games5425898691,bf81d8692db,24,-1672.4000244140625,-2169.6201171875,17.010000228881836,20351.300048828125,10711.500244140625,1.899999976158142,-0.19999999552965164,-0.29999999329447746,-0.09999999776482582,255.0,128.0,0.009610590567279689,0.4844525729476002,3.504504327250092e-05,True,10,8,False,184.0,False,,enpitsu,76561198039309853,26.0,23.559999465942383,2947.659912109375,17.059999465942383,-4368.500061035156,-10784.7998046875,2.0999999344348907,0.0,-0.19999999552965164,2460.500030517578,255.0,255.0,False,0.01670920040467068,-1.8856414435458952,-4.896479360722491e-05,True,2,False,255.0,False,2,,
5,649,17.0,False,False,0,10188.90673342883,3975.5400390625,-3808.85009765625,738.4099731445312,4706.9000244140625,16939.100341796875,2101.4999389648438,-932.9000091552734,-2086.4999389648438,-1831.9000244140625,0.0,-0.5093244247394015,1.7853392605257583,-2.5303947199985664,3606374444338577798,xGoDPlaYer_HD,5.0,3996.239990234375,-3976.0,751.02001953125,7084.2999267578125,13968.1005859375,4581.499938964844,-1341.199951171875,210.20000457763672,1742.7000427246094,255.0,254.0,,-0.2906465167400381,1.1333354303624268,-1.592585683524433,6,110.85997411768923,True,8,4,True,,76561198296230196,DAIIIN_BRUDDA,11.0,-3666.530029296875,-2372.659912109375,76.12999725341797,-361.89998626708984,-19002.2998046875,-1759.1999816894531,2295.8999633789062,622.0999908447266,395.09998321533203,245.0,128.0,,-0.42878797091489473,-1.6464891358163516,0.29710126226509864,True,12,8,4,31.0,False,9.0,games5425898691,bf81d8692db,24,489.3999938964844,-647.219970703125,17.010000228881836,20201.800537109375,9681.199951171875,2.0999999344348907,-0.9000000357627869,-0.29999999329447746,-314.89999771118164,255.0,107.0,0.009584580805013718,0.4199142248089908,0.0001394504390279896,True,10,8,False,215.0,False,,enpitsu,76561198039309853,26.0,864.5499877929688,2431.429931640625,17.059999465942383,8583.800048828125,8664.000244140625,2.0999999344348907,0.0,0.0,2366.4999389648438,255.0,255.0,False,0.016725228843886615,0.8516244450076625,2.1190807617649757e-05,True,2,False,255.0,False,2,,
6,665,18.0,False,False,0,9381.276460891198,3998.929931640625,-2863.0,727.3300170898438,-65.10000228881836,18043.499755859375,-2434.499969482422,-295.9000015258789,-307.09999084472656,-1944.9000549316406,0.0,-0.7289844570804404,-1.1925170340666054,-3.0716203607976142,3606374444338577798,xGoDPlaYer_HD,5.0,4078.949951171875,-3132.31005859375,738.5999755859375,-7.5,17038.1005859375,-2362.2000122070312,33.80000114440918,-5.299999713897705,-7.799999713897705,255.0,128.0,,0.11887087205367168,1.5543585214157052,-1.5724721391294856,6,100.0,False,8,4,True,,76561198296230196,DAIIIN_BRUDDA,11.0,-3522.85009765625,-3469.35009765625,18.34000015258789,7778.699951171875,-16868.699951171875,1.8000000715255737,0.09999999776482582,-1.0000000149011612,322.59998321533203,239.0,128.0,,0.017082062443657415,-1.1058683064060084,-0.00018973488113593453,True,12,8,4,31.0,False,,games5425898691,bf81d8692db,24,1716.949951171875,-312.260009765625,17.010000228881836,21900.80078125,390.6999969482422,2.3000000417232513,0.5999999865889549,0.09999999776482582,-1898.2000732421875,255.0,0.0,0.009577045788726932,-0.048316129916371214,-6.412027635731087e-05,True,10,8,False,215.0,False,,enpitsu,76561198039309853,26.0,911.72998046875,3097.199951171875,17.059999465942383,-7116.7999267578125,10029.199829101562,2.0999999344348907,0.0,0.0,2361.300048828125,255.0,0.0,False,0.016720164396093553,2.24998690075848,-8.094954445426298e-06,True,2,False,255.0,False,2,,
7,693,19.0,False,False,0,7898.56356229568,3974.6298828125,-1078.06005859375,165.13999938964844,-3773.9999389648438,16206.500244140625,-6947.8997802734375,-1366.0000610351562,-2080.7000732421875,-5304.89990234375,0.0,-0.623551743933063,2.6014895389508395,-2.568129907432613,3606374444338577798,xGoDPlaYer_HD,5.0,4078.949951171875,-1158.06005859375,346.95001220703125,1.2999999523162842,21646.59912109375,-7773.0999755859375,118.69999885559082,-1.1999999731779099,0.3999999910593033,255.0,98.0,,0.3349707512492831,1.5530097530236815,-1.5767045223677114,6,46.792017067632365,True,8,4,True,,76561198296230196,DAIIIN_BRUDDA,11.0,-2152.010009765625,-4332.43994140625,18.34000015258789,16774.100341796875,1307.4000549316406,1.7000000178813934,0.5000000074505806,0.0,47.30000019073486,245.0,128.0,,0.017070503793241817,0.0836736201296002,-5.754993753517952e-05,True,12,8,4,31.0,False,,games5425898691,bf81d8692db,24,3819.2099609375,-883.3800048828125,131.6699981689453,22990.90087890625,-635.4999923706055,-111.49999618530273,-5421.500244140625,51.19999885559082,-923.8999938964844,255.0,139.0,-0.1602386324664814,0.002889815264320287,-2.185260222068724,True,12,9,False,180.54926454379995,True,,enpitsu,76561198039309853,26.0,569.72998046875,4107.7001953125,17.059999465942383,3307.7999877929688,2541.3999938964844,1.2999999523162842,0.0,-0.09999999776482582,-1523.5000610351562,255.0,128.0,False,0.016608618370424145,-0.10684389683153378,0.0001221728727380448,True,2,False,255.0,False,2,,
8,694,19.0,False,False,1,6372.570903626179,-3948.830078125,1000.280029296875,137.0399932861328,6206.099853515625,-14904.7998046875,-4023.9999389648438,2500.5999755859375,2460.399932861328,-4867.5,1.0,0.45794414483026524,-2.3175514697700663,-2.5676024069594767,bf81d8692db,games5425898691,24.0,-3819.2099609375,883.3800048828125,131.6699981689453,-22990.90087890625,635.4999923706055,-111.49999618530273,5421.500244140625,-51.19999885559082,-923.8999938964844,255.0,139.0,,0.1602386324664814,-0.002889815264320287,-2.185260222068724,9,177.40740661980004,True,12,False,True,,76561198039309853,enpitsu,26.0,-569.72998046875,-4107.7001953125,17.059999465942383,-3307.7999877929688,-2541.3999938964844,1.2999999523162842,-0.0,0.09999999776482582,-1523.5000610351562,255.0,128.0,False,-0.016608618370424145,0.10684389683153378,0.0001221728727380448,True,2,2,False,255.0,False,,DAIIIN_BRUDDA,76561198296230196,11,2152.010009765625,4332.43994140625,18.34000015258789,-16774.100341796875,-1307.4000549316406,1.7000000178813934,-0.5000000074505806,-0.0,47.30000019073486,245.0,128.0,-0.017070503793241817,-0.0836736201296002,-5.754993753517952e-05,True,12,8,4,31.0,False,,xGoDPlaYer_HD,3606374444338577798,5.0,-4078.949951171875,1158.06005859375,346.95001220703125,-1.2999999523162842,-21646.59912109375,-7773.0999755859375,-118.69999885559082,1.1999999731779099,0.3999999910593033,255.0,98.0,,-0.3349707512492831,-1.5530097530236815,-1.5767045223677114,True,8,4,43.65015914363246,True,6,,
9,765,21.0,False,False,1,4956.175035855288,-3530.639892578125,2910.97998046875,92.68000030517578,1629.2999267578125,5114.700012207031,0.0,-5605.2001953125,1785.5999755859375,-851.9999694824219,1.0,0.9390618927017176,-1.7134032323245292,1.234302252187613,bf81d8692db,games5425898691,24.0,-3664.510009765625,2699.280029296875,16.989999771118164,7023.699951171875,21525.400390625,2.800000011920929,0.3999999910593033,5.600000023841858,-1677.1000671386719,255.0,0.0,,-0.009520278073962314,1.9296629905889837,-0.0003931574747120283,10,83.44867950357417,True,12,False,True,,76561198039309853,enpitsu,26.0,-1999.97998046875,-2819.320068359375,17.059999465942383,-12688.900146484375,239.3000030517578,1.899999976158142,-0.7999999821186066,-0.0,-2290.0999450683594,255.0,0.0,False,-0.016738119966961316,0.07513300930032374,-8.382506042143697e-05,True,2,2,False,255.0,False,,DAIIIN_BRUDDA,76561198296230196,11,-3091.60009765625,3859.75,18.34000015258789,-9968.099975585938,-17657.60009765625,-3.6000001430511475,1.5999999642372131,3.4999999403953552,1503.9999389648438,255.0,128.0,-0.01707428408229088,-1.1914778044294194,-0.0003721712929225243,True,12,8,4,242.44867950357417,True,,xGoDPlaYer_HD,3606374444338577798,5.0,-2530.7099609375,2044.47998046875,17.059999465942383,-1581.6000366210938,19754.89990234375,1.4000000059604645,-0.0,0.3999999910593033,92.60000228881836,255.0,128.0,False,-0.016774095380797056,1.481239896699109,-6.555899867730047e-05,True,8,4,0.0,False,6,,False
