,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,team_mate_handbrake
0,170,0,False,False,1,5184.541691175597,-10.710000038146973,35.36000061035156,108.4000015258789,-5061.7999267578125,22653.89892578125,8083.599853515625,5624.5001220703125,2053.699951171875,382.2999954223633,1.0,0.03456053208581991,-0.008166332988301656,-0.0958157963173289,76561198809313366,Rike Prinse,4.0,22.489999771118164,-145.1199951171875,19.520000457763672,-8381.400146484375,17655.799560546875,2959.5999145507812,-0.09999999776482582,0.3999999910593033,-1792.5999450683594,255.0,6.0,,-0.016774385968613203,1.1809532510089429,-0.00011781182434808562,True,False,False,0.0,False,3,,76561198087586765,funtobedavid,3.0,-2610.64990234375,-3719.780029296875,17.049999237060547,-13696.300048828125,-6781.400146484375,2.5999999046325684,-2.0000000298023224,-0.7000000029802322,138.29999923706055,255.0,174.0,-0.016795680425800177,-0.4594499057054716,-1.1508640155804736e-05,True,0.0,False,False,False,False,,enpitsu,76561198039309853,24,0.05000000074505806,3871.800048828125,17.049999237060547,-198.89999389648438,-8584.69970703125,2.5999999046325684,0.09999999776482582,-0.5999999865889549,0.0,255.0,128.0,False,-0.016640434621103647,-1.5476214972078517,-5.5550139558488486e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-72.83999633789062,272.3999938964844,83.87999725341797,4842.799987792969,-22318.798828125,2072.5999450683594,5407.80029296875,1002.3999786376953,-9.200000166893005,128.0,130.0,,-0.716670023026777,-1.749606269242724,-0.0026769754991272463,True,0.0,False,3,False,4,,
1,171,0,False,False,0,5241.248340394175,5.309999942779541,-23.170000076293945,173.1300048828125,-6586.6998291015625,22063.20068359375,16547.5,5890.3997802734375,1108.499984741211,-271.1000061035156,0.0,-0.0013354211827133458,-0.00969984261870871,0.16741630143354205,bf81d8692db,games5425898691,19.0,72.83999633789062,-272.3999938964844,83.87999725341797,-4842.799987792969,22318.798828125,2072.5999450683594,-5407.80029296875,-1002.3999786376953,-9.200000166893005,128.0,130.0,,0.716670023026777,1.749606269242724,-0.0026769754991272463,True,False,3,0.0,False,4,,76561198039309853,enpitsu,24.0,2.0299999713897705,-3782.199951171875,17.049999237060547,214.69999313354492,9268.300170898438,2.5999999046325684,-0.19999999552965164,0.5000000074505806,0.0,255.0,128.0,0.01664815250712883,1.5476216218666599,-4.800768953152422e-05,True,116.0,False,False,False,False,,funtobedavid,76561198087586765,3,2722.550048828125,3779.929931640625,17.049999237060547,13144.300537109375,7659.4000244140625,2.8999999165534973,0.0,-0.09999999776482582,1499.4999694824219,255.0,255.0,,0.01677161957153573,0.5409323510558173,0.00026657461741662255,True,0.0,False,False,False,False,,Rike Prinse,76561198809313366,4.0,-22.489999771118164,145.1199951171875,19.520000457763672,8381.400146484375,-17655.799560546875,2959.5999145507812,0.09999999776482582,-0.3999999910593033,-1792.5999450683594,255.0,6.0,,0.016774385968613203,-1.1809532510089429,-0.00011781182434808562,True,0.0,False,False,False,3,,False
2,271,3,False,False,1,9022.235113011251,1922.239990234375,-3823.679931640625,186.47999572753906,20393.00048828125,19322.19970703125,-258.4000015258789,-2491.7999267578125,-2411.0000610351562,-3772.6998901367188,1.0,-0.11406722955902804,-0.0960242208792544,-3.0916497745507936,76561198087586765,funtobedavid,3.0,1733.1500244140625,-3938.8701171875,100.58000183105469,15247.099609375,16949.599609375,2388.5000610351562,-5419.000244140625,365.29998779296875,866.2999725341797,128.0,255.0,,-0.40099197077777254,2.8426862334074365,-0.624118089006663,True,False,3,182.0,False,4,,76561198809313366,Rike Prinse,4.0,-273.7099914550781,521.3099975585938,17.049999237060547,3103.0999755859375,-10430.50048828125,2.5999999046325684,0.5000000074505806,-1.5000000596046448,153.29999923706055,255.0,128.0,-0.016689690667529556,-1.8778146405515015,-0.00018930509554535813,True,0.0,False,4,False,4,,enpitsu,76561198039309853,25,3660.280029296875,-968.6400146484375,17.049999237060547,-1553.3000183105469,-6987.2998046875,2.5999999046325684,0.29999999329447746,0.7000000029802322,-52.39999771118164,0.0,128.0,False,-0.017312016624611768,-1.3422721113424392,8.672363005806327e-05,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-850.7999877929688,2236.360107421875,87.7699966430664,-11353.399658203125,11023.299560546875,-166.00000381469727,-3512.5,-4232.099914550781,30.999999046325684,255.0,128.0,,-0.6384689052023975,-2.4446589548559103,3.1345388472533977,False,31.0,False,5,False,6,,False
3,305,4,False,False,0,4650.459399658393,-4003.5,1680.199951171875,296.70001220703125,-3384.8001098632812,2422.5,14021.199951171875,5544.2999267578125,-313.0999946594238,-2271.9000244140625,0.0,-0.33655495815503556,-1.8069476677052227,3.0663990646154,76561198039309853,enpitsu,25.0,-3972.280029296875,1583.68994140625,141.97999572753906,-7565.30029296875,5368.0999755859375,2899.4000244140625,2714.2001342773438,-4214.89990234375,2262.100067138672,255.0,255.0,,0.7608393852636851,2.9609297548628195,-0.48872976333837975,True,False,1,197.0,False,2,,bf81d8692db,games5425898691,19.0,2293.679931640625,-3634.7900390625,17.010000228881836,11250.2001953125,-11074.200439453125,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,255.0,,0.009640656505877811,-0.7775206229669976,9.58730489260864e-06,True,31.0,False,6,False,6,,funtobedavid,76561198087586765,3,-3541.97998046875,2018.969970703125,16.959999084472656,-16617.099609375,-8098.699951171875,26.500000953674316,-3.0000001192092896,4.600000083446503,-1922.4000549316406,128.0,0.0,,0.017135638217715424,-2.7509591803649,-8.004430241344886e-05,True,182.0,False,4,False,4,,Rike Prinse,76561198809313366,4.0,28.81999969482422,1029.739990234375,114.58999633789062,-1456.9000244140625,18770.6005859375,731.1000061035156,-5486.099853515625,-389.1999816894531,-18.300000429153442,255.0,115.0,,1.2737867139668047,1.630708073842805,-0.007773077610560502,True,31.0,False,5,False,6,,
4,407,8,False,True,0,3684.6010032548347,-3282.070068359375,2332.340087890625,252.08999633789062,16347.39990234375,17101.199951171875,-3275.7000732421875,381.3999938964844,-3222.0999145507812,2238.699951171875,0.0,0.10182419614380639,0.381196893712106,0.22574338899820925,76561198039309853,enpitsu,24.0,-3406.050048828125,2187.590087890625,202.25,11633.699951171875,11400.50048828125,1797.2999572753906,-2405.500030517578,3993.900146484375,-545.9999847412109,255.0,0.0,False,0.11271397257802954,1.2302976672043862,0.04002528545372689,True,False,3,145.0,False,4,,bf81d8692db,games5425898691,19.0,2847.610107421875,-3274.8798828125,16.989999771118164,3718.900146484375,-8708.699951171875,4.600000083446503,0.19999999552965164,-0.9000000357627869,24.30000066757202,255.0,128.0,0.009545322886411777,-1.1634108710849493,-8.503065665401922e-05,True,0.0,False,8,False,8,,funtobedavid,76561198087586765,3,-3326.199951171875,2906.10009765625,44.130001068115234,1215.5000305175781,-15241.300048828125,2742.9000854492188,0.7000000029802322,-14.600000381469727,-700.8999633789062,225.0,128.0,,0.01681395837970051,-1.5683715381701064,0.0011877245987448337,True,134.0,False,6,False,4,,Rike Prinse,76561198809313366,3.0,-222.50999450683594,5227.0,17.020000457763672,-3133.3999633789062,-5021.300048828125,11.100000143051147,12.999999523162842,-5.099999904632568,-1879.7000122070312,221.0,20.0,False,0.01592418285005704,-2.110208104829221,7.82057331946042e-05,True,92.0,False,6,False,6,,
5,443,9,False,False,1,9456.994524856593,1429.4000244140625,-4301.93994140625,131.92999267578125,12833.900146484375,18188.800048828125,8641.599731445312,4496.700134277344,-3642.2000122070312,1585.2000427246094,1.0,1.1282641163388272,-1.8554906004603202,-1.2357482431099578,76561198809313366,Rike Prinse,3.0,1323.010009765625,-4446.25,80.75,15278.599853515625,10382.2998046875,3180.8999633789062,-3363.5000610351562,3555.0,1672.4000549316406,255.0,128.0,False,-0.15533422647368803,2.3325586631720077,0.010264129030914414,True,False,7,76.0,False,8,,76561198087586765,funtobedavid,9.0,3163.97998046875,-835.0499877929688,208.69000244140625,-1274.4999694824219,15917.2998046875,-2796.9000244140625,679.1000366210938,340.8000183105469,-206.29999160766602,230.0,128.0,0.9014006837864008,1.4561247660681047,0.1022360564986784,False,134.0,False,6,4,4,,enpitsu,76561198039309853,25,2005.4000244140625,-3607.969970703125,40.650001525878906,-10632.099609375,-11025.400390625,-4348.599853515625,1315.5999755859375,-1530.2999877929688,125.20000457763672,255.0,128.0,False,-0.1880058755253305,-1.0277074241933335,-0.25768281368931695,False,132.45349690478335,True,4,False,4,,games5425898691,bf81d8692db,19.0,-2603.419921875,4488.169921875,16.989999771118164,12213.299560546875,943.0999755859375,4.900000095367432,-0.09999999776482582,-0.0,-2347.899932861328,255.0,0.0,,-0.009543489020551257,3.129988079723422,1.7610458179542045e-05,True,255.0,False,8,False,8,,
6,517,12,False,False,1,5705.156433593991,3554.2900390625,92.0,95.08000183105469,-5592.2998046875,7765.0,5047.900085449219,-4341.099853515625,-3126.400146484375,-2716.400146484375,1.0,0.2699484958516476,1.4858291529986736,-2.043499760469775,76561198087586765,funtobedavid,9.0,3875.6298828125,173.0800018310547,20.8799991607666,-8835.499877929688,-2689.8001098632812,-1610.2000427246094,358.6000061035156,2981.400146484375,-2536.999969482422,253.0,0.0,,-0.143198187058759,-0.23240706964191934,0.03220271130676558,True,4,4,134.0,False,6,,76561198809313366,Rike Prinse,4.0,3535.97998046875,-1078.77001953125,17.030000686645508,-4703.900146484375,20540.0,5.099999904632568,0.29999999329447746,-2.5,482.00000762939453,255.0,128.0,-0.016762533551628017,1.314805355214719,-6.5785584651478e-05,True,63.0,False,8,False,8,,enpitsu,76561198039309853,25,2833.340087890625,-4544.18017578125,17.010000228881836,9725.2001953125,14738.599853515625,3.799999952316284,-5.899999737739563,2.5,713.7000274658203,255.0,255.0,False,-0.016556707777507357,2.154871404901918,0.00045593692710380556,True,0.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,2068.489990234375,4441.7099609375,16.989999771118164,15411.8994140625,-11367.2998046875,4.799999892711639,0.3999999910593033,-0.19999999552965164,-1993.800048828125,255.0,0.0,,-0.009580767792864356,-2.431836149350776,-5.805263388627169e-05,True,235.0,False,8,False,8,,False
7,537,13,True,True,1,4985.0947262273485,3135.840087890625,686.4299926757812,295.4100036621094,-13553.499755859375,22770.50048828125,4311.099853515625,1424.1000366210938,-2845.1998901367188,3239.4000244140625,1.0,1.1402852920689919,-2.536731142280023,1.5169109286787734,76561198809313366,Rike Prinse,4.0,3251.510009765625,496.5899963378906,190.7899932861328,-3196.7001342773438,22693.60107421875,1804.7000122070312,-5494.5001220703125,-226.20000839233398,94.30000305175781,255.0,228.0,False,-0.9914465450440373,1.503330768680727,0.003631418415404157,True,False,9,63.0,False,10,,76561198087586765,funtobedavid,9.0,3336.43994140625,439.8699951171875,17.059999465942383,-6045.0,7209.6002197265625,0.3999999910593033,-0.0,-0.5000000074505806,-10.099999904632568,251.0,128.0,-0.016654941838599405,0.874407594878048,2.29882659553836e-05,True,123.0,False,6,4,4,,enpitsu,76561198039309853,25,3041.2099609375,-3180.6298828125,17.040000915527344,-629.7000122070312,22176.0009765625,-0.09999999776482582,-0.0,0.5000000074505806,4.099999964237213,255.0,128.0,False,-0.016779451981962012,1.5419438436509207,-3.260950923443823e-05,True,213.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,2582.389892578125,3002.9599609375,16.989999771118164,1817.8999328613281,-20071.700439453125,4.4999998807907104,-0.19999999552965164,2.5,-575.2999877929688,255.0,45.0,,-0.00960033057090957,-1.6559917538574058,-3.370927032728941e-05,True,216.0,False,8,False,8,,
8,849,15,False,False,1,5182.955121257397,-26.93000030517578,39.880001068115234,95.7699966430664,1578.5000610351562,-988.1999969482422,-2028.9999389648438,668.6000061035156,-1071.1000061035156,-976.2999725341797,1.0,0.0003064417426222715,0.5437561782568912,-0.04519876462361244,76561198087586765,funtobedavid,3.0,23.65999984741211,-92.80000305175781,103.0999984741211,-3224.2001342773438,-1582.7000427246094,738.3999633789062,-4857.200012207031,-2566.099853515625,267.60000228881836,255.0,120.0,,0.27669913731249746,-2.0755010136551353,3.0882859530412996,True,False,3,0.0,False,4,,76561198809313366,Rike Prinse,4.0,-78.36000061035156,-1874.260009765625,17.049999237060547,-1063.3999633789062,13789.100341796875,2.5999999046325684,-0.0,-0.0,-4.4999998807907104,255.0,128.0,-0.016751060068579484,1.4944074152718787,6.399843268004166e-06,True,116.0,False,False,False,False,,enpitsu,76561198039309853,25,-107.5,138.72999572753906,106.80999755859375,4119.599914550781,-7886.6998291015625,-110.10000228881836,2062.5,1899.6000671386719,4731.499938964844,255.0,0.0,,-0.9968927050987023,2.991616716329898,1.2271088702130064,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,-2879.6298828125,4078.590087890625,17.010000228881836,-17675.30029296875,2489.7999572753906,2.3000000417232513,0.5999999865889549,-0.0,1903.699951171875,255.0,255.0,,-0.00958557002623192,0.07842361680141857,6.125653975047805e-05,True,255.0,False,False,False,False,50.0,
9,850,15,False,False,0,5256.9943016596435,22.56999969482422,-36.119998931884766,92.87000274658203,-2220.8999633789062,2738.2998657226562,-750.1000213623047,1363.5000610351562,1401.199951171875,-444.90001678466797,0.0,0.014169125254716714,-0.5719436305671737,-0.0634390587976085,76561198039309853,enpitsu,25.0,108.29000091552734,-142.32000732421875,104.4000015258789,98.29999923706055,-605.6000137329102,-136.8000030517578,-3724.1000366210938,-3983.2000732421875,-716.9999694824219,255.0,0.0,,0.9199522287283607,-1.8176618178662565,2.2873377576037246,True,False,1,0.0,False,2,,bf81d8692db,games5425898691,19.0,2879.6298828125,-4078.590087890625,17.010000228881836,17675.30029296875,-2489.7999572753906,2.3000000417232513,-0.5999999865889549,0.0,1903.699951171875,255.0,255.0,0.00958557002623192,-0.07842361680141857,6.125653975047805e-05,True,255.0,False,False,False,False,,funtobedavid,76561198087586765,3,-4.440000057220459,105.31999969482422,106.63999938964844,2874.1000366210938,1891.9999694824219,352.90000915527344,4730.899963378906,2784.4000244140625,338.4000015258789,255.0,124.0,,-0.7610799032620329,2.078813215699747,3.102326441274676,True,0.0,False,4,False,3,,Rike Prinse,76561198809313366,4.0,83.66000366210938,1805.06005859375,17.049999237060547,1033.1999969482422,-13877.60009765625,2.5999999046325684,0.0,1.1999999731779099,-77.30000019073486,255.0,100.0,,0.016751061044232532,-1.4952606383613531,-7.467492674677599e-07,True,116.0,False,False,False,False,,
