,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,177,0,False,False,1,5213.681447985118,23.809999465942383,-0.20999999344348907,103.80999755859375,17100.6005859375,-10786.500244140625,2451.1000061035156,-1079.800033569336,-280.49999237060547,5895.30029296875,1.0,-0.013736089906434325,-0.09819024738837394,0.1593470165892092,76561198393981356,Annabelle,20.0,12.239999771118164,-130.33999633789062,108.20999908447266,1673.800048828125,3952.9998779296875,4396.9000244140625,5078.800048828125,128.4000015258789,-2106.699981689453,255.0,139.0,,-1.5123037503626993,-3.0434379999058883,-1.6915230976066098,True,31.0,False,4,False,3,,76561198262848101,khaledali0907,34.0,-0.0,-4608.0,17.010000228881836,-0.0,-0.0,2.0999999344348907,-0.5999999865889549,-0.0,0.0,,,,-0.009544408615608195,1.570788551888575,3.701008606201032e-08,True,85.0,False,False,False,False,,enpitsu,76561198039309853,24,-0.0,2322.010009765625,17.049999237060547,0.19999999552965164,-13365.899658203125,2.7000001072883606,-0.09999999776482582,-0.0,0.0,255.0,,,-0.016754405147893888,-1.5708483318204336,8.005807635643888e-06,True,116.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,-38.5,110.29000091552734,78.08000183105469,-3451.6000366210938,-3196.099853515625,103.90000343322754,506.30001068115234,-1358.2000732421875,5305.4998779296875,128.0,176.0,,-1.2587242604182909,-0.9647973571027885,-0.9989995666610788,True,4,3,False,22.0,False,
1,178,0,False,False,0,5222.105323489042,-72.58999633789062,-16.780000686645508,114.37000274658203,-19133.1005859375,773.6000061035156,3297.2000122070312,2891.400146484375,-357.79998779296875,5245.10009765625,0.0,0.007767555026282554,0.10515928270255401,0.25681884628521934,bf81d8692db,games5425898691,19.0,38.5,-110.29000091552734,78.08000183105469,3451.6000366210938,3196.099853515625,103.90000343322754,-506.30001068115234,1358.2000732421875,5305.4998779296875,128.0,176.0,,1.2587242604182909,0.9647973571027885,-0.9989995666610788,True,22.0,False,4,False,3,,76561198039309853,enpitsu,24.0,0.0,-2322.010009765625,17.049999237060547,-0.19999999552965164,13365.899658203125,2.7000001072883606,0.09999999776482582,0.0,0.0,255.0,,,0.016754405147893888,1.5708483318204336,8.005807635643888e-06,True,116.0,False,2,False,2,,khaledali0907,76561198262848101,34,0.0,4608.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,True,85.0,False,False,False,False,,Annabelle,76561198393981356,20.0,-12.239999771118164,130.33999633789062,108.20999908447266,-1673.800048828125,-3952.9998779296875,4396.9000244140625,-5078.800048828125,-128.4000015258789,-2106.699981689453,255.0,139.0,,1.5123037503626993,3.0434379999058883,-1.6915230976066098,True,4,3,False,31.0,False,
2,257,2,False,False,0,5905.881400506556,-3998.659912109375,114.7699966430664,482.8999938964844,5636.099853515625,9913.300170898438,9568.200073242188,-4293.399963378906,-666.5000152587891,-2676.9000244140625,0.0,1.3808658994840326,-0.40796438478824015,0.4128727979600525,76561198039309853,enpitsu,24.0,-4084.1201171875,-25.3799991607666,313.07000732421875,419.70001220703125,2459.199981689453,14333.599853515625,-1721.9000244140625,285.9000015258789,146.899995803833,255.0,0.0,False,-1.387043824528139,1.472033955162675,1.686261361705991,True,255.0,False,2,False,2,,bf81d8692db,games5425898691,20.0,2461.110107421875,285.5299987792969,87.29000091552734,16730.30029296875,-1839.6000671386719,-675.5000305175781,479.7999954223633,4183.900146484375,-0.5999999865889549,255.0,128.0,,-1.1118462165398528,-0.11363502778325021,-0.0006429249453675267,True,0.0,False,6,False,6,,khaledali0907,76561198262848101,23,-780.9500122070312,4071.7099609375,17.010000228881836,-11318.800048828125,2213.5000610351562,2.199999988079071,0.19999999552965164,0.0,-1529.6000671386719,255.0,26.0,,0.009557320691278409,2.9350054770271092,-0.00015005971296198816,True,116.0,False,False,False,False,,Annabelle,76561198393981356,27.0,-450.75,450.1199951171875,17.010000228881836,2624.2999267578125,8400.900268554688,2.0999999344348907,0.0,0.0,80.69999694824219,251.0,155.0,,0.009529721739946958,1.265253794773239,7.656574261414974e-05,False,4,4,False,31.0,False,
3,334,5,False,False,1,8034.785858882467,2516.760009765625,-2729.6201171875,600.7100219726562,10963.900146484375,12777.5,6467.60009765625,4742.300109863281,-3523.9999389648438,1044.5999908447266,1.0,0.05048457806842836,1.763967312011331,-0.18159230157219575,76561198262848101,khaledali0907,21.0,2436.10009765625,-2838.8798828125,510.010009765625,7568.4002685546875,13630.400390625,1158.499984741211,-2657.7999877929688,4098.800048828125,-2133.8999938964844,128.0,128.0,,-0.4783687179248763,1.9611582990276133,-0.06605474823604858,True,12.0,False,4,4,False,,76561198393981356,Annabelle,27.0,-321.0400085449219,-4315.669921875,17.010000228881836,4376.000061035156,-11761.300048828125,2.7000001072883606,-0.3999999910593033,0.3999999910593033,2887.2000122070312,134.0,255.0,False,-0.00963639400138796,-2.101116416553951,3.163321455362375e-05,True,31.0,False,6,False,6,,enpitsu,76561198039309853,24,2665.10009765625,-2687.389892578125,330.7099914550781,-12683.699951171875,-11138.1005859375,4027.2000122070312,-408.8999938964844,284.3000030517578,104.20000076293945,255.0,0.0,,0.9112269739369275,-1.2366006152864866,-0.369327881942466,True,137.67843441040284,True,4,False,3,,games5425898691,bf81d8692db,20.0,-1343.280029296875,1071.3299560546875,17.010000228881836,17930.30029296875,582.2000122070312,2.0999999344348907,0.09999999776482582,0.29999999329447746,2.7000001072883606,255.0,128.0,,-0.009566822206298103,3.10872036930019,-3.158853859172309e-05,True,6,6,False,239.0,False,
4,404,8,False,False,0,5649.699383424334,-3295.610107421875,25.219999313354492,95.5199966430664,-17586.8994140625,20005.999755859375,7398.599853515625,-5423.4002685546875,-574.1999816894531,-2501.199951171875,0.0,-0.541488894916911,-0.2897457103186806,-2.9570026572530277,bf81d8692db,games5425898691,20.0,-3114.39990234375,-173.16000366210938,45.90999984741211,-18389.7998046875,13381.600341796875,3427.2000122070312,-0.19999999552965164,0.19999999552965164,0.5999999865889549,255.0,128.0,,0.009605221812982569,2.51272023449044,-3.2105509664342304e-05,True,155.0,False,8,False,6,,76561198039309853,enpitsu,24.0,766.1099853515625,4925.97998046875,16.790000915527344,-3151.4999389648438,-9308.800048828125,49.29999828338623,24.100000858306885,-49.60000038146973,-1878.2000732421875,255.0,0.0,,0.014591321316886244,-1.8901749119274691,-0.0027751642404484733,False,39.910279650842014,True,4,False,4,,khaledali0907,76561198262848101,21,-3975.3701171875,59.540000915527344,61.810001373291016,4797.900085449219,-10154.600219726562,-3865.0,1124.4999694824219,-2754.2999267578125,1837.5999450683594,255.0,247.0,,0.32373470930718184,-1.0456174683217676,-0.5493012287273333,True,12.0,False,4,4,False,,Annabelle,76561198393981356,19.0,-1460.300048828125,2641.860107421875,17.010000228881836,-10269.300537109375,-3802.60009765625,2.3999999463558197,0.0,0.0,-2339.7000122070312,174.0,0.0,False,0.009570435780548427,-2.8449367735283935,1.729580251920472e-05,True,6,6,False,61.0,False,
5,479,11,False,False,1,8916.27544755497,1912.0899658203125,-3718.18994140625,225.60000610351562,8176.7999267578125,-6135.3997802734375,4961.400146484375,4292.900085449219,-4168.800048828125,437.5,1.0,-0.6702007529688085,-0.04747294515709479,-1.5624039069895057,76561198393981356,Annabelle,17.0,1754.6199951171875,-3734.739990234375,141.8300018310547,4003.2998657226562,-4495.400085449219,1008.6000061035156,2839.7000122070312,3269.4000244140625,2640.8999633789062,128.0,255.0,False,-0.13314287985441478,-1.5813276716203013,-0.028141290559264735,True,48.0,False,8,False,7,,76561198262848101,khaledali0907,21.0,389.1000061035156,-1898.8299560546875,17.010000228881836,-5307.7001953125,-16545.10009765625,2.3000000417232513,0.29999999329447746,1.5999999642372131,1769.4000244140625,255.0,199.0,False,-0.009597571913049833,-1.3204315711804406,6.871099357574475e-05,True,12.0,False,6,4,4,,enpitsu,76561198039309853,24,171.16000366210938,-1450.6800537109375,17.030000686645508,-1335.5000305175781,14038.00048828125,5.099999904632568,-0.0,0.5999999865889549,7.400000095367432,255.0,128.0,False,-0.016776410063770546,1.474977119002139,-5.875650798362612e-05,True,63.0,False,4,False,4,,games5425898691,bf81d8692db,20.0,3600.3798828125,-2410.31005859375,17.010000228881836,-300.2000045776367,-12325.6005859375,2.0999999344348907,-0.0,-0.7999999821186066,5.400000214576721,255.0,128.0,,-0.009567086834465567,-1.5473350080847024,-7.408459800043242e-05,True,8,6,False,185.0,False,25.0
6,525,12,False,False,0,2331.263869728896,-3181.949951171875,4682.58984375,182.49000549316406,16979.200439453125,22025.80078125,4391.300048828125,1392.7999877929688,-883.8999938964844,-5768.699951171875,0.0,-0.8413665179385452,-1.3570327808424354,0.9545513984037974,bf81d8692db,games5425898691,20.0,-3272.139892578125,4531.72998046875,176.52000427246094,3007.9000854492188,17182.39990234375,3212.2000122070312,-1591.199951171875,3954.5999145507812,1786.1000061035156,255.0,80.0,,0.49966197448767424,1.0993710539562966,0.29249387417666967,True,130.0,False,10,False,7,,76561198039309853,enpitsu,24.0,-1003.260009765625,1039.6300048828125,17.040000915527344,-3562.9998779296875,11873.599853515625,3.799999952316284,0.09999999776482582,-0.9000000357627869,-10.90000033378601,255.0,128.0,False,0.01672718818715118,1.8608617105508087,8.369272247049292e-05,True,93.0,False,4,False,4,,khaledali0907,76561198262848101,21,109.0199966430664,4746.10009765625,17.010000228881836,2166.199951171875,16272.900390625,2.5,0.0,-0.7999999821186066,2778.900146484375,128.0,255.0,False,0.009611538272098557,1.6741396813850637,0.00013038620045977353,True,12.0,False,6,4,4,,Annabelle,76561198393981356,17.0,-2311.659912109375,4634.3798828125,17.010000228881836,-4883.500061035156,6531.5997314453125,2.0999999344348907,-0.5999999865889549,1.0000000149011612,106.30000114440918,177.0,146.0,False,0.009575691615874148,2.209957587557726,-3.766737075244949e-05,True,8,8,False,48.0,False,
7,560,13,False,False,1,10119.04919554053,781.3699951171875,-4978.39990234375,230.49000549316406,8271.500244140625,19453.699951171875,8973.499755859375,1263.3000183105469,-1532.2999572753906,5661.7999267578125,1.0,0.8040902082916328,1.236552797086021,1.2054305923319835,76561198262848101,khaledali0907,22.0,647.6900024414062,-5065.97998046875,122.87999725341797,4878.800048828125,6337.1002197265625,2069.199981689453,840.1999664306641,-3418.3999633789062,-3138.2000732421875,255.0,255.0,,0.25353501995459493,-2.901376520886486,0.06731333416616751,True,12.0,False,8,4,5,,76561198393981356,Annabelle,17.0,2999.1298828125,-4432.9599609375,17.010000228881836,-996.9000244140625,6247.39990234375,2.0999999344348907,1.1999999731779099,-3.8999998569488525,1394.7000122070312,141.0,128.0,False,-0.00962539148017243,1.3603034977306288,-0.00011864341188228562,True,48.0,False,8,False,8,,enpitsu,76561198039309853,24,699.0999755859375,-2586.1201171875,17.040000915527344,-15759.3994140625,-5418.900146484375,4.1999998688697815,0.29999999329447746,-0.0,-2039.4000244140625,255.0,0.0,,-0.01677241962757365,-0.262742331213778,3.403516782179396e-05,True,48.0,False,4,False,4,,games5425898691,bf81d8692db,20.0,2715.219970703125,-5090.02001953125,239.0500030517578,1610.2999877929688,263.700008392334,2083.6000061035156,-261.70000076293945,1607.5,235.30000686645508,255.0,255.0,,1.0975168106354662,2.997147464194913,-1.5671415095223657,True,10,8,False,130.0,False,
8,638,16,False,False,0,5853.186270799356,-3055.280029296875,-300.3399963378906,158.10000610351562,-18281.300048828125,-18265.2001953125,1102.2000122070312,-3110.0,1808.3000183105469,4801.7999267578125,0.0,-0.2906496201681427,3.1181709539388907,1.4390286749446783,76561198039309853,enpitsu,24.0,-2917.60009765625,-237.1300048828125,46.880001068115234,-13797.19970703125,-15516.99951171875,2388.9999389648438,1298.8999938964844,-4875.7000732421875,2188.5000610351562,255.0,255.0,,0.09902287637386835,-2.10580189852603,0.07853088070516547,True,0.0,False,8,False,7,,bf81d8692db,games5425898691,20.0,-3475.47998046875,1152.949951171875,86.86000061035156,-5653.800048828125,-21770.90087890625,-285.49999237060547,5049.100036621094,-633.8999938964844,485.9000015258789,255.0,128.0,,-1.3410871613776696,-2.5696901712160827,0.8749703791762815,True,21.0,False,12,False,10,,khaledali0907,76561198262848101,22,-1914.760009765625,3193.22998046875,17.010000228881836,2189.499969482422,-14719.200439453125,1.899999976158142,0.0,-0.5000000074505806,8.100000023841858,255.0,128.0,,0.009605152723703853,-1.4218643958640707,-4.8481035398603217e-05,True,15.0,False,8,4,6,,Annabelle,76561198393981356,17.0,-3205.699951171875,-207.52999877929688,62.40999984741211,13741.500244140625,-18213.299560546875,2894.5999145507812,1274.800033569336,2309.9000549316406,2668.800048828125,255.0,194.0,False,0.0641413205941817,-0.8297138939503605,-0.004472519877247159,True,10,9,False,142.0,False,
9,639,16,False,False,1,5195.573147332977,3077.25,424.4800109863281,198.9600067138672,-4418.399963378906,29866.0009765625,12234.300537109375,468.69998931884766,5488.4002685546875,-2378.5000610351562,1.0,0.039634945259985004,-3.0559723696542225,1.5109496574138297,76561198393981356,Annabelle,17.0,3205.699951171875,207.52999877929688,62.40999984741211,-13741.500244140625,18213.299560546875,2894.5999145507812,-1274.800033569336,-2309.9000549316406,2668.800048828125,255.0,194.0,False,-0.0641413205941817,0.8297138939503605,-0.004472519877247159,True,142.0,False,10,False,9,,76561198262848101,khaledali0907,22.0,1896.4100341796875,-3070.610107421875,17.010000228881836,-2207.899932861328,14715.899658203125,1.899999976158142,-0.0,0.5000000074505806,2.0000000298023224,255.0,128.0,,-0.009605160888388878,1.4215225549644723,-4.6839286674316315e-05,True,15.0,False,8,4,6,,enpitsu,76561198039309853,24,3002.35009765625,349.739990234375,61.060001373291016,9402.39990234375,20906.99951171875,1867.8999328613281,-3958.900146484375,1823.0999755859375,3354.5001220703125,255.0,255.0,,-0.36139254675939464,1.8780342697115724,0.2721479461368988,True,0.0,False,8,False,7,,games5425898691,bf81d8692db,20.0,3522.64990234375,-971.469970703125,82.23999786376953,5664.89990234375,21786.69921875,-775.2999877929688,-3950.8999633789062,511.30001068115234,427.09999084472656,255.0,128.0,,1.0216270014016986,2.012781651354361,0.3232968377754036,True,12,10,False,21.0,False,
