,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
71,5238,175.0,False,False,1,10178.902919258804,1425.9100341796875,-5025.10009765625,1060.0699462890625,8858.499755859375,6764.69970703125,-5219.69970703125,-2109.7000122070312,5616.7999267578125,-12.200000286102295,1.0,-0.5791285742506698,-0.8250864635613553,-0.7956108347402079,76561198010193526,ivy,16.0,1618.3399658203125,-4978.2001953125,971.7999877929688,-15253.299560546875,5171.199951171875,10229.000244140625,2710.8999633789062,-859.1000366210938,3398.2998657226562,255.0,128.0,False,0.6648919135693754,-0.04959987575975754,1.5437162360955534,True,10.595148455712106,True,10,False,9,,4531782503231600821,MyTHYQUE,9.0,1260.0799560546875,-5098.02001953125,989.7999877929688,2128.800048828125,3000.0,7983.499755859375,-0.0,2439.7999572753906,-0.7999999821186066,128.0,255.0,False,1.2448792638641288,-3.1117142295011506,-1.5424569473973404,True,8,210.0,False,False,9,,enpitsu,76561198039309853,27,152.0,-3276.219970703125,17.059999465942383,-765.8999633789062,-2135.500030517578,1.1999999731779099,-2.0000000298023224,1.0999999940395355,0.0,255.0,128.0,False,-0.016716392925461822,-1.2262959881508,2.678718055242885e-05,True,2,2,242.0,False,False,,games5425898691,bf81d8692db,24.0,2285.4599609375,-3498.510009765625,17.020000457763672,-8211.099853515625,10545.899658203125,1.0999999940395355,-0.0,-0.0,2251.9000244140625,255.0,255.0,,-0.009569964824118114,0.8425960200580201,-2.574704240726511e-06,True,176.0,False,8,False,6,
72,5239,175.0,False,False,1,10177.328437723243,1405.6400146484375,-5024.56005859375,1084.6199951171875,-1358.0000305175781,2620.5999755859375,6187.80029296875,-1758.0999755859375,5730.999755859375,253.70000839233398,1.0,-0.4595038578044844,-0.8642139268411804,-1.0022189405930684,4531782503231600821,MyTHYQUE,9.0,1270.43994140625,-5073.60986328125,1053.949951171875,-1326.300048828125,1839.4000244140625,7431.6998291015625,3846.7999267578125,-3833.5000610351562,869.1999816894531,128.0,255.0,False,1.1853077727228518,-2.8828896103241965,-1.2599277104656483,True,210.0,False,10,False,8,,76561198010193526,ivy,16.0,1618.3399658203125,-4978.2001953125,971.7999877929688,-15253.299560546875,5171.199951171875,10229.000244140625,2710.8999633789062,-859.1000366210938,3398.2998657226562,255.0,128.0,False,0.6648919135693754,-0.04959987575975754,1.5437162360955534,True,9,7.471604219046975,True,False,10,,enpitsu,76561198039309853,27,143.88999938964844,-3298.81005859375,17.059999465942383,-1135.8999633789062,-3166.4999389648438,1.1999999731779099,-0.5000000074505806,0.19999999552965164,0.0,255.0,128.0,False,-0.01662716929799183,-1.2262952559784273,3.5829019342355087e-06,True,2,2,242.0,False,False,,games5425898691,bf81d8692db,24.0,2285.4599609375,-3498.510009765625,17.020000457763672,-8211.099853515625,10545.899658203125,1.0999999940395355,-0.0,-0.0,2251.9000244140625,255.0,255.0,,-0.009569964824118114,0.8425960200580201,-2.574704240726511e-06,True,176.0,False,8,False,6,
73,5240,175.0,False,False,1,10176.80453250695,1404.3499755859375,-5024.10009765625,1104.5699462890625,-5959.69970703125,-7697.9998779296875,6570.10009765625,-405.99998474121094,2817.3001098632812,5281.7999267578125,1.0,-0.34047040390732747,-0.9142605095237373,-1.1198437534015147,76561198010193526,ivy,16.0,1512.8299560546875,-4920.89990234375,1041.2900390625,-9466.400146484375,8677.80029296875,6659.6002197265625,4327.200012207031,-2404.2999267578125,2396.6000366210938,255.0,128.0,False,0.33782023542563816,-0.4002412538925999,1.224878492668283,True,8.0,False,10,False,9,,4531782503231600821,MyTHYQUE,9.0,1267.6400146484375,-5063.419921875,1079.8299560546875,-71.30000114440918,4153.699951171875,7944.4000244140625,3819.1000366210938,-3937.9000854492188,-395.2000045776367,128.0,255.0,False,1.2594290448467473,-2.173544789079952,-0.4519410803038014,True,9,210.0,False,False,10,,enpitsu,76561198039309853,27,143.88999938964844,-3298.81005859375,17.059999465942383,-1135.8999633789062,-3166.4999389648438,1.1999999731779099,-0.5000000074505806,0.19999999552965164,0.0,255.0,128.0,False,-0.01662716929799183,-1.2262952559784273,3.5829019342355087e-06,True,2,2,242.0,False,False,,games5425898691,bf81d8692db,24.0,2208.75,-3418.5,17.020000457763672,-9969.600219726562,8777.19970703125,1.0999999940395355,-0.19999999552965164,-0.0,2265.7000732421875,255.0,255.0,,-0.009556969775849796,0.6542725725189591,-2.417590319473078e-05,True,176.0,False,8,False,6,
74,5302,177.0,False,False,0,1378.0846655656196,-2043.6700439453125,4377.1298828125,263.05999755859375,6720.9002685546875,-1174.4000244140625,3322.0999145507812,5273.699951171875,1824.9000549316406,-1757.7000427246094,0.0,0.072297897494168,0.20129407404483549,1.1518084250004001,bf81d8692db,games5425898691,24.0,-2097.93994140625,4365.33984375,124.43000030517578,-561.5999984741211,742.6999664306641,2702.6998901367188,3204.7000122070312,3793.900146484375,24.40000057220459,255.0,128.0,,-0.45029774958286617,2.4426930653009657,-0.0015185340390451074,True,206.0,False,10,False,7,,76561198039309853,enpitsu,27.0,355.3800048828125,3002.179931640625,17.059999465942383,1653.5000610351562,-2707.3001098632812,1.4000000059604645,1.7000000178813934,0.9000000357627869,0.0,255.0,128.0,False,0.016374005066105295,2.1191378696444807,4.7254172751114313e-07,True,2,242.0,False,False,2,,ivy,76561198010193526,16,386.2300109863281,2999.31005859375,135.2100067138672,8552.60009765625,-8578.400268554688,-11030.999755859375,668.3000183105469,516.3000106811523,419.59999084472656,255.0,219.0,,0.06992619290326313,0.10537107534387083,-0.5707547004304877,True,10,10,,False,False,,MyTHYQUE,4531782503231600821,9.0,-1039.31005859375,4175.77978515625,328.8599853515625,673.3000183105469,-3715.7000732421875,-10310.999755859375,161.70000076293945,-1339.7000122070312,-896.2000274658203,255.0,20.0,,0.25911428848943513,3.0984667902366487,0.5724356942002805,True,210.0,False,10,False,10,
75,5336,178.0,False,False,1,9413.548430616798,1262.7900390625,-4266.39990234375,181.75999450683594,7928.4002685546875,-9838.300170898438,237.00000762939453,-4741.300048828125,-1327.2000122070312,-2108.3999633789062,1.0,-0.2750071317795091,-0.036953773828697994,2.1051262502733747,4531782503231600821,MyTHYQUE,9.0,1108.9000244140625,-4130.31005859375,158.6199951171875,5048.0999755859375,-4814.4000244140625,2097.7000427246094,3611.7001342773438,4046.400146484375,-911.9000244140625,255.0,128.0,,-0.47022102014508654,-2.313463128348625,-0.19938714448931005,True,196.0,False,12,False,11,,76561198010193526,ivy,16.0,-499.5,-3590.340087890625,17.010000228881836,7017.7001953125,-8657.80029296875,2.0999999344348907,0.29999999329447746,-0.7000000029802322,8.899999856948853,252.0,128.0,,-0.009564590376800979,-2.2534400621080266,-7.581288771272479e-05,True,10,,False,False,10,,enpitsu,76561198039309853,27,-33.599998474121094,-3439.47998046875,17.049999237060547,1340.7000732421875,-1492.1000671386719,2.5,-1.5999999642372131,-1.5000000596046448,0.29999999329447746,255.0,128.0,False,-0.01699011234994642,-2.3030284290323104,-6.503247730078114e-06,True,2,2,229.0,False,False,,games5425898691,bf81d8692db,24.0,2242.110107421875,-4452.02978515625,16.389999389648438,2183.9999389648438,-512.7000045776367,-495.60001373291016,465.0,1768.3999633789062,-274.7999954223633,255.0,128.0,,0.007239576884783404,-2.837235218100767,-0.014712424974989684,True,206.0,False,10,False,8,
76,5400,181.0,False,False,1,10050.960150415494,2688.169921875,-4749.89013671875,96.38999938964844,4462.699890136719,467.2999954223633,2972.9000854492188,-466.30001068115234,4452.799987792969,-3994.2001342773438,1.0,0.8823357790903791,-2.972192238352481,0.1289947813332463,4531782503231600821,MyTHYQUE,9.0,2560.18994140625,-4617.89013671875,209.19000244140625,10643.499755859375,4956.099853515625,-154.79999542236328,-5159.2999267578125,-290.40000915527344,-1883.0999755859375,196.0,229.0,,0.012948162810476364,-2.7835557410327847,-2.4222983989118108,True,176.0,False,14,False,13,,76561198010193526,ivy,16.0,718.3599853515625,-4785.0498046875,17.010000228881836,1520.3999328613281,-93.4000015258789,2.0000000298023224,-0.0,-0.5000000074505806,0.0,226.0,128.0,False,-0.009536925997703003,-3.0800867774462506,-7.3205009281108525e-06,True,10,31.0,False,False,10,,enpitsu,76561198039309853,27,124.05000305175781,-3364.35009765625,17.049999237060547,6028.699951171875,-4197.5,-0.9000000357627869,-0.0,0.09999999776482582,2365.5999755859375,255.0,255.0,False,-0.016655373075005815,-2.529022807675864,4.6011012138805725e-05,True,2,2,207.0318105733523,True,False,,games5425898691,bf81d8692db,24.0,2188.080078125,-4878.8798828125,128.88999938964844,-6226.300048828125,1856.300048828125,-720.2999877929688,-3083.9999389648438,-1486.0000610351562,1099.4000244140625,255.0,128.0,,0.444449111250015,-0.6678358428610549,-0.4996317313752598,True,206.0,False,12,False,10,
77,5463,183.0,False,False,1,9817.226456459783,3434.429931640625,-4343.3701171875,103.2699966430664,1154.5999908447266,3799.2999267578125,-581.1999893188477,-3593.900146484375,558.8000106811523,-3486.4999389648438,1.0,0.43021876721664376,1.7353861545305733,-0.38529248209615913,4531782503231600821,MyTHYQUE,9.0,3320.0,-4181.740234375,149.61000061035156,-6312.0001220703125,-2139.2999267578125,1105.6999969482422,2066.6000366210938,-4377.900085449219,-327.90000915527344,0.0,113.0,,0.9377228598743514,2.988508611122099,0.2743359946303713,True,176.0,False,16,False,14,,76561198010193526,ivy,16.0,1829.25,-4753.0,17.010000228881836,-1165.2999877929688,-211.10000610351562,2.0999999344348907,0.7999999821186066,-0.7999999821186066,54.40000057220459,0.0,106.0,False,-0.009809000598983337,2.94521116321133,-2.5769956357461282e-05,True,10,31.0,False,False,10,,enpitsu,76561198039309853,27,3099.179931640625,-1135.43994140625,17.049999237060547,14840.30029296875,15158.1005859375,2.800000011920929,4.1999998688697815,4.300000071525574,621.3999938964844,255.0,255.0,False,-0.016777380968626306,2.335529200094033,4.245312006273225e-06,True,2,2,169.0,False,False,,games5425898691,bf81d8692db,24.0,3271.360107421875,-4193.10009765625,49.08000183105469,15738.900146484375,-14950.799560546875,3526.9000244140625,0.29999999329447746,-0.29999999329447746,-202.70000457763672,255.0,128.0,,-0.009553982940050868,-2.347979560481622,0.000284102258353186,True,233.07319574458626,True,13,False,10,
78,5465,183.0,False,False,0,2730.647873756481,-3524.89990234375,4401.5400390625,246.1999969482422,-2352.100067138672,-1524.4000244140625,20844.89990234375,-3942.39990234375,-4467.0001220703125,-708.6000061035156,0.0,-0.6086786473726571,-2.2136285628666528,0.4398958314558645,bf81d8692db,games5425898691,24.0,-3427.64990234375,4338.330078125,89.87000274658203,-14219.599609375,13048.1005859375,4052.7999877929688,3522.7999877929688,2520.800018310547,1299.7000122070312,255.0,104.0,,-0.36769783798361394,2.4717039032783625,-0.08573166576686743,True,226.81576778811794,True,14,False,10,,76561198039309853,enpitsu,27.0,-3229.7900390625,991.8599853515625,17.049999237060547,-13822.39990234375,-16018.800048828125,2.5999999046325684,2.0999999344348907,2.5,547.0999908447266,255.0,255.0,True,0.016777253785192653,-2.2514938416812993,-4.9001318952013435e-05,True,2,169.0,False,False,2,,ivy,76561198010193526,16,-1812.0699462890625,4755.39990234375,17.010000228881836,2445.500030517578,281.299991607666,2.0000000298023224,-1.4000000059604645,0.19999999552965164,664.3000030517578,0.0,46.0,False,0.009748812962817632,-2.9146012485268864,7.414195715054397e-05,True,10,10,31.0,False,False,,MyTHYQUE,4531782503231600821,9.0,-3272.550048828125,4197.759765625,155.6999969482422,6334.1998291015625,2140.2000427246094,573.6000061035156,-2361.4999389648438,4956.099853515625,-330.29998779296875,0.0,110.0,,-1.2942868318724146,2.8681854060257876,0.7122195302834556,True,176.0,False,16,False,14,
79,5560,187.0,False,False,0,3000.5252053561467,-2518.070068359375,2615.7099609375,489.1199951171875,5527.2998046875,30416.201171875,2162.5999450683594,3662.0999145507812,145.600004196167,-4750.4998779296875,0.0,0.4100121193763091,2.855968731521617,2.326931305099381,76561198039309853,enpitsu,27.0,-2540.070068359375,2468.419921875,378.5299987792969,100.50000190734863,19263.299560546875,-1108.3999633789062,-876.5000152587891,-4638.800048828125,-2821.7999267578125,128.0,255.0,,-0.7186590325300031,1.4449392544236122,-0.7865887298637193,True,102.0,False,4,False,3,,bf81d8692db,games5425898691,24.0,-4078.989990234375,1853.3699951171875,532.2100219726562,3.1999999284744263,-15544.69970703125,-4248.900146484375,-21.500000953674316,0.0,0.0,255.0,135.0,,0.24520081056143567,-1.5807064611816037,-1.573186057813443,True,10,224.0,False,False,14,,ivy,76561198010193526,16,-2322.9599609375,2884.320068359375,227.82000732421875,-9459.099731445312,-10643.699951171875,1098.499984741211,1748.3999633789062,-1584.7000122070312,-257.8000068664551,255.0,151.0,,-1.3533145094949335,2.2032122147870314,1.8818107145945004,True,12,11,0.0,False,False,,MyTHYQUE,4531782503231600821,9.0,-1142.6700439453125,5053.31005859375,42.84000015258789,11711.700439453125,-2543.2000732421875,-2744.5999145507812,-4964.100036621094,-214.89999771118164,-1736.6999816894531,137.0,0.0,,0.25141201404459534,-0.35819199817997455,0.5909583024013269,True,176.0,False,16,False,14,
80,5618,189.0,False,False,0,2226.9465976680353,-1782.9200439453125,3097.2900390625,244.74000549316406,4553.500061035156,32049.19921875,2219.2999267578125,3054.7000122070312,838.7000274658203,4627.300109863281,0.0,0.15311825719859343,-1.477445272918729,2.1356441879909855,bf81d8692db,games5425898691,24.0,-1823.9200439453125,2764.330078125,215.49000549316406,5030.7000732421875,22331.39892578125,2235.8999633789062,-2790.2999877929688,-3339.1000366210938,-3363.599853515625,255.0,225.0,,-0.27034146542609644,1.8100589286886577,-0.7058354396537873,True,99.70952280618815,True,16,False,11,,76561198039309853,enpitsu,27.0,-2203.81005859375,4489.10986328125,17.020000457763672,7420.30029296875,-12567.099609375,2.199999988079071,1.899999976158142,-0.7000000029802322,165.9000015258789,255.0,128.0,,0.016717021728361703,-1.0205779295185973,-0.00018853106658029252,True,4,30.027225758439776,True,False,4,,ivy,76561198010193526,16,-4001.949951171875,557.1599731445312,83.80000305175781,675.4000091552734,-12908.199462890625,-639.7999954223633,1119.5999908447266,-361.3999938964844,1103.0000305175781,252.0,209.0,,0.07727201941950239,-1.5100348054196386,-0.7722896962297733,False,12,12,0.0,False,False,,MyTHYQUE,4531782503231600821,9.0,-1604.27001953125,3398.9599609375,19.479999542236328,-4396.7999267578125,-15764.69970703125,2957.39990234375,0.09999999776482582,0.9000000357627869,354.3000030517578,255.0,128.0,,0.009594490121395268,-1.8109925096306172,-0.00015883177842925417,True,122.0,False,17,False,14,
81,5642,190.0,False,False,0,745.2962684396153,-1409.2900390625,4599.6298828125,175.24000549316406,-4763.0999755859375,13867.60009765625,-7694.69970703125,-4803.800048828125,-783.7000274658203,3508.2998657226562,0.0,-0.32048409092259744,-2.860333265871219,-3.1288096266122016,bf81d8692db,games5425898691,24.0,-1357.8699951171875,4515.4501953125,181.8699951171875,5257.9998779296875,13023.00048828125,-208.60000610351562,4666.600036621094,1639.6000671386719,2404.9000549316406,255.0,186.0,,-1.0966864305426884,2.7714976112234213,-0.6968449932917798,True,82.60670086132583,True,16,False,12,,76561198039309853,enpitsu,27.0,-1200.280029296875,3659.840087890625,17.040000915527344,11809.49951171875,914.3000030517578,5.099999904632568,-1.2999999523162842,2.199999988079071,2467.5999450683594,0.0,128.0,False,0.017119091110164377,0.23078676750348132,-5.2374122572905815e-05,True,4,16.0,False,False,4,,ivy,76561198010193526,16,-3329.10009765625,-150.3800048828125,21.979999542236328,13002.2998046875,293.799991607666,2997.5,-2.800000011920929,-0.5999999865889549,445.6999969482422,255.0,128.0,,0.009590559033381879,0.06753929666220214,-0.00027517544833824555,False,13,12,0.0,False,False,,MyTHYQUE,4531782503231600821,9.0,-2060.590087890625,1572.8299560546875,86.25,-5169.69970703125,-20710.50048828125,-873.1999969482422,3746.400146484375,-780.0,-8.100000023841858,255.0,38.0,,-0.963637214823333,-1.8431416142154107,0.1144536500838972,True,153.0,False,18,False,16,
82,5694,191.0,False,False,0,1421.9346554432957,-1863.8199462890625,4098.259765625,133.4199981689453,2202.4000549316406,14081.099853515625,8198.900146484375,4449.800109863281,-1873.800048828125,-3073.0999755859375,0.0,0.044713534492590114,2.3440583351888815,-0.6201569480296998,76561198039309853,enpitsu,27.0,-1890.030029296875,3915.179931640625,49.09000015258789,-3611.0000610351562,10451.800537109375,3417.0999145507812,-491.30001068115234,-161.49999618530273,-37.99999952316284,0.0,128.0,False,0.004017887581199903,-1.2541440674317093,0.0002397524009191599,True,16.0,False,6,False,4,,bf81d8692db,games5425898691,24.0,-1422.3499755859375,5078.43017578125,86.23999786376953,-8804.299926757812,-1028.3000183105469,-1803.5000610351562,-1525.2000427246094,-140.10000228881836,-237.60000228881836,255.0,151.0,,0.19418608137556792,-3.034146523775675,-1.0176113734613559,True,12,74.0,False,False,16,,ivy,76561198010193526,16,-303.3999938964844,519.9500122070312,27.079999923706055,3718.599853515625,15470.899658203125,3080.1998901367188,-0.29999999329447746,-1.0000000149011612,1928.0999755859375,255.0,232.0,,0.009569087932110849,1.4096504137179955,1.5705928811450253e-05,True,15,14,31.0,False,False,,MyTHYQUE,4531782503231600821,9.0,-3998.780029296875,1458.4599609375,80.33000183105469,-734.1000366210938,16754.89990234375,751.9000244140625,-44.099998474121094,400.6999969482422,28.599998950958252,255.0,128.0,,-0.047337908685494784,1.6345024614950634,0.7424209166638313,True,170.47495906327362,True,18,False,16,
83,5750,193.0,False,False,0,1417.0785954715961,-1605.0,3913.0400390625,130.2899932861328,25182.19970703125,-9219.89990234375,-836.2999725341797,-13.09999942779541,-860.4000091552734,-3646.199951171875,0.0,-0.15473813903401315,-1.8880864601930814,-1.7500851614354622,76561198039309853,enpitsu,27.0,-1784.6700439453125,3945.889892578125,114.18000030517578,18486.700439453125,-3461.6000366210938,512.9000091552734,511.3999938964844,5057.900085449219,-528.4000015258789,255.0,128.0,False,1.1059270886818964,-0.3441452260687719,-0.221493722483347,True,16.0,False,6,False,4,,bf81d8692db,games5425898691,24.0,-1939.1400146484375,3709.6201171875,49.06999969482422,8171.500244140625,-1828.0999755859375,3418.900146484375,30.299999713897705,203.4000015258789,2710.8999633789062,255.0,242.0,,0.014240091069956051,-0.046748475409320145,0.0004279759446539505,True,12,56.0,False,False,18,,ivy,76561198010193526,16,46.97999954223633,4301.06982421875,17.020000457763672,2679.5999145507812,17447.099609375,1.2999999523162842,0.0,-0.09999999776482582,2693.599853515625,164.0,255.0,False,0.009591816059116371,1.5533631429436758,0.0001452824019900778,True,16,16,61.0,False,False,,MyTHYQUE,4531782503231600821,9.0,-1867.22998046875,3871.050048828125,95.44999694824219,19118.399658203125,-4076.400146484375,-163.4000015258789,2964.4000244140625,4625.799865722656,-252.29999542236328,255.0,150.0,,1.060784380560499,1.6409908048239048,2.2857123919883686,True,244.0,False,20,False,17,
84,5839,197.0,False,False,1,8341.38761241757,-3974.39990234375,-1631.8499755859375,647.5,7609.0997314453125,8598.200073242188,12925.2001953125,-1006.6000366210938,995.5000305175781,-2236.699981689453,1.0,-1.1164439853888766,-0.8408893752628132,1.634047061163772,4531782503231600821,MyTHYQUE,9.0,-4079.93994140625,-1701.8399658203125,460.67999267578125,210.59999465942383,8896.699829101562,14389.89990234375,-75.59999942779541,-210.40000915527344,-41.599998474121094,255.0,128.0,,1.0161073065555137,1.5701668536699904,1.5784008606946411,True,218.0,False,20,False,18,,76561198010193526,ivy,16.0,-1504.72998046875,-4604.330078125,108.86000061035156,-21276.69921875,8607.39990234375,-154.49999809265137,-1963.2000732421875,-5137.60009765625,3.100000023841858,128.0,128.0,,-0.4723963154025217,-2.7762751365358964,3.140942573558042,True,17,0.0,False,False,18,,enpitsu,76561198039309853,27,-2972.929931640625,-2282.469970703125,53.880001068115234,-15361.600341796875,6905.7000732421875,-467.40001678466797,3364.2999267578125,-1586.199951171875,1282.2999572753906,255.0,128.0,,0.052146712220329676,0.48560628806026246,1.5564942348875737,True,6,4,16.0,False,False,,games5425898691,bf81d8692db,24.0,-1803.3699951171875,-1899.2099609375,51.560001373291016,-12346.600341796875,11982.900390625,-1933.9999389648438,-1454.4000244140625,-1775.5999755859375,10.499999523162842,255.0,128.0,,0.46223113798026927,0.6888605293095169,0.00539913078548212,False,0.0,False,20,False,16,
85,5943,201.0,False,True,1,4272.722319294191,-1274.219970703125,1459.469970703125,811.5499877929688,12063.499755859375,28820.6005859375,-3955.0,-5649.2999267578125,2020.5999755859375,48.60000133514404,1.0,-0.6370660661400551,1.5512525618081001,-3.0520534570652225,76561198010193526,ivy,16.0,-1365.3900146484375,1205.6600341796875,724.510009765625,11627.80029296875,19694.100341796875,2435.8999633789062,-1728.0999755859375,967.3000335693359,11.299999952316284,255.0,128.0,,0.29519795508373486,2.09087627563702,0.2577548670131071,True,161.07736774926545,True,20,4,18,,4531782503231600821,MyTHYQUE,9.0,-934.3300170898438,1821.449951171875,1429.6500244140625,11445.699462890625,15900.0,-2305.5999755859375,-351.89998626708984,-1011.5000152587891,-768.8999938964844,218.0,128.0,,0.22728583619905537,2.6039969348427108,-2.4546435654948855,True,20,124.0,False,False,20,,enpitsu,76561198039309853,27,-3026.550048828125,-312.05999755859375,79.69999694824219,5101.499938964844,16534.300537109375,-1507.2000122070312,-1698.3999633789062,1625.2000427246094,-813.0999755859375,128.0,128.0,False,0.27761466080159275,1.4831460487055204,-0.685199246078907,True,8,6,0.0,False,False,,games5425898691,bf81d8692db,24.0,-1763.43994140625,3610.889892578125,17.010000228881836,18191.400146484375,-480.09998321533203,2.3000000417232513,-2.199999988079071,-0.09999999776482582,1721.0000610351562,255.0,255.0,,-0.009606974012959369,3.130494124659451,0.00024213556291885987,True,188.0,False,20,False,16,
86,5970,202.0,False,False,0,9486.217782738015,48.0099983215332,-4299.1298828125,96.36000061035156,-17664.89990234375,-5733.3001708984375,7108.599853515625,1838.6000061035156,-5665.10009765625,724.4999694824219,0.0,0.3659832163807982,-1.465442694964523,-2.9222048457694396,bf81d8692db,games5425898691,24.0,220.30999755859375,-4381.83984375,176.1300048828125,-16418.599853515625,-4885.899963378906,107.60000228881836,-4690.899963378906,-1956.4999389648438,2101.699981689453,255.0,112.0,,0.28169787250926936,-2.9952785783307077,1.2245796242582052,True,188.0,False,22,False,17,,76561198039309853,enpitsu,27.0,3121.320068359375,-1361.1199951171875,84.61000061035156,5088.399963378906,-20562.5,2471.999969482422,5459.6002197265625,464.3000030517578,-475.99998474121094,255.0,0.0,False,0.36892874935060477,-1.5185624280001266,-0.013605377618059388,True,7,0.0,False,False,10,,ivy,76561198010193526,16,249.97000122070312,-3084.0,572.5599975585938,-10948.599853515625,-19659.200439453125,-4758.0999755859375,-675.6999969482422,103.00000190734863,-240.20000457763672,255.0,128.0,,0.0928783808164666,-1.7082586672526672,-2.6507137665212976,True,20,18,136.95924272844874,True,4,,MyTHYQUE,4531782503231600821,9.0,-268.75,-3473.909912109375,850.2999877929688,-11828.299560546875,-16065.799560546875,-8842.2998046875,-16.59999966621399,31.90000057220459,-21.500000953674316,229.0,128.0,,-0.46415755203758735,-2.7735417968352323,-2.5911897148164416,True,124.0,False,20,False,20,
87,6057,205.0,False,False,0,9314.260766643281,-3518.590087890625,-3797.419921875,141.5,2955.5999755859375,10798.599853515625,2296.0000610351562,268.4000015258789,-4771.7999267578125,928.0999755859375,0.0,0.4911816550178539,-1.4615742316693257,-1.903042305065598,bf81d8692db,games5425898691,24.0,-3621.9599609375,-3891.85009765625,16.68000030517578,2029.4999694824219,11619.89990234375,81.80000305175781,-38.69999885559082,119.60000038146973,-2137.2000122070312,128.0,0.0,,0.005981408685282542,1.3442753329499073,-0.007022926580807591,True,73.0,False,22,False,18,,76561198039309853,enpitsu,27.0,895.25,-3662.6201171875,17.059999465942383,-13535.6005859375,18077.5,0.5000000074505806,-0.19999999552965164,0.0,-2051.300048828125,255.0,0.0,False,0.01677853794059446,2.1340992190338843,-1.4019006809173035e-05,True,8,179.0,False,False,10,,ivy,76561198010193526,16,-2486.27001953125,-3632.219970703125,101.16000366210938,-5245.999755859375,18555.2001953125,-149.49999809265137,-5459.0997314453125,586.3999938964844,-322.5,251.0,128.0,,-0.48944196188894806,-2.2414016731876516,-2.797431345738839,True,22,19,0.0,False,4,,MyTHYQUE,4531782503231600821,9.0,-3539.739990234375,-4398.830078125,88.2699966430664,-4551.700134277344,10494.100341796875,-4973.800048828125,1058.1999969482422,-2925.2999877929688,-1694.1000366210938,255.0,6.0,,0.4032356768100557,1.8878841131784523,0.7168193789288423,True,108.3689719195007,True,20,False,20,
