,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
34,2505,84.0,False,True,1,4855.387787526882,2368.969970703125,513.4299926757812,117.13999938964844,-9593.699951171875,26848.5009765625,-308.4000015258789,-1319.4000244140625,-1428.699951171875,5675.999755859375,1.0,-0.26685736999716747,1.6876129185093118,-3.0184466317317815,76561198010193526,ivy,16.0,2442.239990234375,274.3699951171875,92.62000274658203,4900.10009765625,22335.80078125,2469.499969482422,-1857.5,2648.900146484375,-585.2999877929688,255.0,32.0,,-0.0480643253685725,1.4964924038220455,0.030785159388715014,True,186.15138046203123,True,52,6,39,,4531782503231600821,MyTHYQUE,9.0,2291.14990234375,-611.010009765625,17.0,-5437.2998046875,13888.599853515625,0.9000000357627869,-1.1999999731779099,3.400000035762787,-1033.499984741211,255.0,128.0,False,-0.009585493128026324,1.266684870851213,0.0001567268136179973,True,8,186.5187868713051,True,4,12,,enpitsu,76561198039309853,27,3140.64990234375,193.25999450683594,16.8700008392334,-2083.5000610351562,-371.8000030517578,40.999999046325684,-5.699999928474426,-19.800000190734863,-1412.5,255.0,0.0,,-0.015418638573908463,0.29996548264510775,0.0002507141345101913,True,20,12,0.0,False,False,,games5425898691,bf81d8692db,24.0,1353.050048828125,2539.25,17.010000228881836,-12701.8994140625,-6579.89990234375,2.3000000417232513,-0.0,-0.0,-2123.800048828125,255.0,0.0,,-0.009592158926909329,-0.4110149936342269,1.0097685093698006e-05,True,235.0,False,34,False,30,
35,2547,86.0,False,False,0,9399.700755180353,-1061.1400146484375,-4258.25,94.66999816894531,-6625.8001708984375,-32844.29931640625,889.0000152587891,2086.4999389648438,769.8000335693359,5572.5,0.0,0.7883637478576799,2.1626205791402935,-1.3380115525568144,bf81d8692db,games5425898691,24.0,-984.6099853515625,-4125.2998046875,84.16999816894531,-5308.499755859375,-20430.2001953125,3247.2000122070312,2168.000030517578,4064.8001098632812,3004.4000244140625,255.0,247.0,,0.0018728866793465396,-1.882864606455957,-0.14328889375836007,True,156.0,False,36,False,31,,76561198039309853,enpitsu,27.0,-2967.330078125,-1022.0499877929688,17.049999237060547,-160.49999237060547,-3495.0,2.5999999046325684,0.09999999776482582,0.7000000029802322,0.0,128.0,128.0,,0.01685191621878717,-1.6167273969250395,6.317877137093364e-05,True,12,0.0,False,False,20,,ivy,76561198010193526,16,-2972.510009765625,-3743.659912109375,17.010000228881836,-8216.500244140625,-20437.900390625,2.3999999463558197,-0.19999999552965164,0.19999999552965164,-1923.9999389648438,242.0,0.0,,0.009625955247021614,-2.022963733012971,-1.4274488030045167e-05,True,52,40,158.0,False,6,,MyTHYQUE,4531782503231600821,9.0,-722.2899780273438,-1332.97998046875,17.0,16773.599853515625,-867.5,3.400000035762787,2.5,0.0,1262.699966430664,255.0,251.0,False,0.00956885148490696,-0.0368107890526347,0.00012062774403101067,True,161.0,False,12,4,8,
36,2643,90.0,False,False,1,1520.5143994946648,1802.6700439453125,3919.3798828125,1349.93994140625,-5610.9002685546875,13553.699951171875,-1640.2000427246094,-2110.500030517578,4548.900146484375,-3294.2001342773438,1.0,-0.8080976282492515,-2.8025553069726685,-2.879386257500724,76561198010193526,ivy,16.0,1882.5799560546875,3716.25,1259.6500244140625,-13218.900146484375,2325.0999450683594,574.5999908447266,-21.500000953674316,1223.3000183105469,-847.0999908447266,255.0,128.0,,0.9096749564600053,1.264040119081015,-2.0160861399110144,True,23.122399978740237,True,54,8,40,,4531782503231600821,MyTHYQUE,9.0,1746.18994140625,-168.6999969482422,17.0,-851.9999694824219,9878.900146484375,3.3000001311302185,-0.0,1.2999999523162842,229.69999313354492,255.0,128.0,False,-0.009540844240519463,1.4586242808457217,-0.00021319233577078112,True,8,191.0,False,4,12,,enpitsu,76561198039309853,27,2743.570068359375,4552.8798828125,17.049999237060547,-14719.69970703125,6937.7001953125,2.5,-1.1999999731779099,0.3999999910593033,168.09999465942383,255.0,128.0,,-0.016766941629102805,0.4219993152622087,-0.00015404867361976278,True,20,12,0.0,False,False,,games5425898691,bf81d8692db,24.0,1879.5999755859375,4241.509765625,549.760009765625,-1493.2000732421875,-6580.10009765625,6394.7998046875,2122.100067138672,-280.6999969482422,177.90000915527344,255.0,130.0,,1.0983490973506667,-1.2755795640223124,0.10109816248929994,True,71.38573753449224,True,38,False,32,
37,2730,93.0,False,True,1,1758.2961587677726,527.22998046875,3420.81005859375,448.2699890136719,-3752.0001220703125,11738.900146484375,3881.6000366210938,2141.9000244140625,-4784.700012207031,2918.599853515625,1.0,0.2890482615862593,-2.9024888489957212,-1.491137236727961,4531782503231600821,MyTHYQUE,9.0,547.4299926757812,3267.429931640625,344.1400146484375,-3568.3999633789062,8231.300048828125,4139.599914550781,-211.20000839233398,-59.20000076293945,-10.800000429153442,255.0,128.0,False,1.0165277948188534,1.2151148834746757,0.06992026427351214,True,87.16693349294765,True,14,6,8,,76561198010193526,ivy,16.0,-2283.840087890625,3718.9599609375,107.83000183105469,-18064.7998046875,-4126.7999267578125,-154.0999984741211,1353.2000732421875,-5330.8001708984375,-31.400001049041748,149.0,128.0,,0.3781036959897687,2.895255212103176,-3.135396182183811,True,41,0.0,False,8,56,,enpitsu,76561198039309853,27,215.02999877929688,5039.47021484375,17.049999237060547,-2170.800018310547,9693.300170898438,3.1999999284744263,0.09999999776482582,-1.7000000178813934,-1400.5999755859375,255.0,0.0,True,-0.016698793399348696,1.387555147710955,-0.00012832561402900908,True,20,12,0.0,False,False,,games5425898691,bf81d8692db,24.0,1257.9000244140625,1186.1099853515625,16.43000030517578,-2407.2000122070312,-10154.400024414062,107.60000228881836,29.800000190734863,-6.299999952316284,-2188.000030517578,255.0,0.0,,-0.007820848915514737,-1.3173801822706843,-0.00018874073147419885,True,46.0,False,38,False,32,
38,2773,94.0,False,False,0,10358.361888628837,31.540000915527344,-5176.75,245.67999267578125,-3197.6998901367188,8031.099853515625,-5272.0001220703125,-5198.3001708984375,1049.4999694824219,2806.300048828125,0.0,-0.2397017775094069,1.1528146391349774,2.316770317900866,76561198039309853,enpitsu,27.0,77.75,-5326.0400390625,270.989990234375,3684.2001342773438,3235.8999633789062,3725.5999755859375,27.300000190734863,-57.69999980926514,-2046.1000061035156,128.0,0.0,,0.00021374327609423484,-2.706410686854482,0.03164665415187717,True,,False,22,2,12,,bf81d8692db,games5425898691,24.0,246.27000427246094,-1369.18994140625,17.010000228881836,5835.30029296875,-11980.50048828125,2.3000000417232513,-1.7000000178813934,3.799999952316284,-1400.8999633789062,255.0,0.0,,0.009574517919821736,-1.1502022741839726,6.218165679793366e-05,True,32,76.0,False,False,38,,ivy,76561198010193526,16,4078.989990234375,-2339.22998046875,306.54998779296875,-2.8999999165534973,14173.399658203125,-4486.9000244140625,-2021.1000061035156,0.5000000074505806,-2.0000000298023224,255.0,255.0,,0.34651825725070556,1.5607174052448747,-1.5742751918579412,True,56,42,,False,8,,MyTHYQUE,4531782503231600821,9.0,-13.899999618530273,-4487.330078125,372.1400146484375,3254.2001342773438,-7909.000244140625,-5105.5999755859375,-179.69999313354492,-286.70000076293945,144.399995803833,255.0,128.0,,0.9948254691168954,-1.26709867993026,0.9247430358006203,True,76.0,False,14,6,8,
39,2815,96.0,False,False,0,9260.105510046313,-310.54998779296875,-4101.580078125,97.31999969482422,-25052.80029296875,-11476.300048828125,6829.4000244140625,-5895.10009765625,-1097.2000122070312,207.70000457763672,0.0,0.6548151509321146,-1.434175815668174,-1.2336590762746136,bf81d8692db,games5425898691,24.0,-129.91000366210938,-3965.260009765625,17.010000228881836,-13697.80029296875,-17139.000244140625,2.0000000298023224,0.5999999865889549,0.5999999865889549,-162.00000762939453,255.0,128.0,,0.009586776933675798,-2.263798263440114,0.00013192207081750833,True,0.0,False,38,False,32,,76561198039309853,enpitsu,27.0,745.1900024414062,-5068.8798828125,20.93000030517578,3976.0000610351562,1901.300048828125,-2460.0999450683594,2694.89990234375,-4436.499938964844,1817.7999877929688,255.0,255.0,,0.16624621949221607,0.6341841606726013,0.02366719804525289,True,12,,False,2,22,,ivy,76561198010193526,15,3451.429931640625,-15.0,96.51000213623047,-2216.0000610351562,19926.99951171875,-163.50000381469727,-4561.300048828125,3002.0999145507812,-656.3999938964844,255.0,128.0,,0.49918595948295585,-3.0470872326280682,2.7377395579850896,False,58,43,255.0,False,8,,MyTHYQUE,4531782503231600821,9.0,-138.97999572753906,-4983.52978515625,17.0,-5299.1998291015625,6054.1998291015625,3.4999999403953552,-1.5000000596046448,1.4000000059604645,-2161.199951171875,244.0,49.0,,0.009514930230699476,2.2551845452909247,3.908197254848123e-06,True,72.86454188439154,True,14,6,8,
40,2866,98.0,False,False,0,9496.135842664506,-3624.68994140625,-3955.64990234375,131.3300018310547,-17827.099609375,20442.80029296875,2011.0000610351562,-4401.400146484375,4064.7000122070312,-324.7999954223633,0.0,1.4618765771550568,-2.86689164440847,-2.5540428066256147,bf81d8692db,games5425898691,24.0,-3499.199951171875,-4101.22021484375,15.920000076293945,-20896.8994140625,4057.7999877929688,-186.8000030517578,-2122.7000427246094,-106.00000381469727,-3358.2000732421875,255.0,0.0,,0.02893198908393599,2.873449624927054,0.06317748034173959,True,239.29974208595928,True,38,False,32,,76561198039309853,enpitsu,27.0,-315.6600036621094,-4330.2998046875,17.059999465942383,-10264.100341796875,-6820.8001708984375,1.5999999642372131,4.900000095367432,4.000000059604645,-57.199997901916504,255.0,0.0,False,0.0167231787354376,-2.494071861865049,-0.00040310984052950105,True,12,31.0,False,2,22,,ivy,76561198010193526,15,1993.6600341796875,2951.8798828125,53.689998626708984,-18120.6005859375,2166.199951171875,3062.9998779296875,-76.30000114440918,-722.3999786376953,-64.0999984741211,255.0,111.0,,0.03378341024338029,3.032635699225862,-0.00023760272751499733,True,60,44,255.0,False,8,,MyTHYQUE,4531782503231600821,9.0,-2196.81005859375,-2621.169921875,87.3499984741211,-10556.600341796875,19831.600341796875,-155.20000457763672,-5080.199890136719,-2106.7999267578125,-46.599998474121094,255.0,128.0,,-0.1358605573741113,-1.290748575197278,-3.1177386178745374,False,0.0,False,16,6,9,
41,2933,100.0,False,False,0,6060.302823571659,-3726.43994140625,-218.72000122070312,832.4400024414062,6062.60009765625,10133.300170898438,-2945.5999755859375,-1583.2000732421875,-309.89999771118164,-1746.1000061035156,0.0,-0.04482035002117149,-1.910718287650276,-1.3841883779871134,bf81d8692db,games5425898691,24.0,-3821.25,-132.5,878.0399780273438,7771.199951171875,18418.199462890625,-447.5,-716.5000152587891,4294.5001220703125,3360.4998779296875,128.0,0.0,,-0.3968965509075865,2.8650179960352298,2.3916941112940115,True,166.0,False,40,False,33,,76561198039309853,enpitsu,27.0,-997.2000122070312,-2206.39990234375,17.059999465942383,1.5999999642372131,-204.40000534057617,1.1999999731779099,1.5999999642372131,0.0,0.0,0.0,128.0,False,0.01726570076070848,1.5778962628920694,1.9788745340440064e-07,True,12,27.0,False,2,22,,ivy,76561198010193526,16,-2670.81005859375,2170.47998046875,55.040000915527344,-13927.7001953125,-17946.300048828125,3598.0999755859375,-1282.1000671386719,-1517.5999450683594,683.6000061035156,255.0,128.0,,-0.005051869999150672,-2.196373641255043,0.0688254546905242,True,61,46,214.2621073287021,True,8,,MyTHYQUE,4531782503231600821,9.0,-3505.159912109375,2363.110107421875,78.18000030517578,1271.8000030517578,22769.19921875,-923.7999725341797,-3575.4998779296875,985.9999847412109,-191.90000534057617,255.0,128.0,,-0.9187962596359638,1.556536484536584,-0.23522195820736116,True,255.0,False,18,6,12,
42,3019,103.0,False,False,1,7567.470877792701,2261.52001953125,-2303.25,154.25,-2933.2998657226562,21206.298828125,12692.39990234375,5858.599853515625,-1287.5999450683594,136.8000030517578,1.0,-0.05411726764610734,-2.1031894307629067,-0.24430205608635683,4531782503231600821,MyTHYQUE,9.0,2265.25,-2591.5,55.45000076293945,729.3000030517578,22812.2998046875,2829.5999145507812,-2574.89990234375,82.20000267028809,0.29999999329447746,255.0,128.0,False,-0.05528884099409392,1.6026152427630422,-2.498481603299059e-05,True,177.0,False,20,6,13,,76561198010193526,ivy,16.0,2761.070068359375,3915.2099609375,17.0,-19114.100341796875,627.2999954223633,3.4999999403953552,-0.0,-0.09999999776482582,2005.2999877929688,255.0,255.0,,-0.009577644765315762,-0.043146280491688276,1.7789547541858986e-05,False,48,135.0,False,8,62,,enpitsu,76561198039309853,27,1237.3800048828125,2944.179931640625,17.059999465942383,4410.899963378906,-9945.800170898438,1.5999999642372131,2.5,-5.099999904632568,309.59999084472656,255.0,128.0,False,-0.01668234361508912,-1.9792229415256024,-4.516425242649937e-06,True,22,12,27.0,False,2,,games5425898691,bf81d8692db,24.0,1590.719970703125,-3231.60009765625,17.010000228881836,-391.5999984741211,14377.900390625,-0.09999999776482582,-0.29999999329447746,4.4999998807907104,-1300.5000305175781,255.0,102.0,,-0.009574683660367117,1.5885786240931692,-6.987313825032377e-05,True,125.30795708010277,True,40,False,34,
43,3168,109.0,False,False,1,1762.8367122878662,995.7899780273438,3379.989990234375,359.0400085449219,2789.4000244140625,11883.800048828125,4510.899963378906,3957.6998901367188,1332.7999877929688,-4307.9998779296875,1.0,-0.8749982206721353,-2.7298332566776184,0.795373107279731,4531782503231600821,MyTHYQUE,9.0,997.5999755859375,3192.64990234375,271.7099914550781,-7728.599853515625,14398.00048828125,773.7999725341797,-4625.7000732421875,1726.6999816894531,2422.899932861328,137.0,78.0,,-0.1680172180571093,1.0260798723182565,0.7972347820829143,True,166.0,False,22,6,15,,76561198010193526,ivy,16.0,2004.3499755859375,-4965.5,16.0,-10873.499755859375,9320.0,-1318.3999633789062,3906.9000244140625,-895.1000213623047,196.70000076293945,255.0,128.0,,-0.04854643142365847,0.7577048564042282,0.08140720962779248,True,50,251.89070960526826,True,8,64,,enpitsu,76561198039309853,27,743.0599975585938,4729.35986328125,17.059999465942383,-597.0999908447266,-207.00000762939453,1.4000000059604645,1.2999999523162842,2.7000001072883606,-397.2999954223633,128.0,128.0,False,-0.01673554454573685,-0.569281381025793,-4.431360910816656e-05,True,24,14,0.0,False,2,,games5425898691,bf81d8692db,24.0,2688.0,4506.22998046875,17.010000228881836,-0.0,-4994.700012207031,3.799999952316284,0.5999999865889549,-0.0,0.0,255.0,,,-0.009429966643044314,-1.5708047357119226,7.669170429013186e-06,True,85.0,False,False,False,False,
44,3218,110.0,False,False,0,9920.390028926884,-1412.4100341796875,-4766.93994140625,120.51000213623047,4190.4998779296875,-12901.199951171875,5556.400146484375,-5863.599853515625,-911.9000244140625,886.6000366210938,0.0,-0.9824723953875995,-1.5629978620180922,-1.2806380810396112,bf81d8692db,games5425898691,24.0,-1457.0,-4614.31005859375,17.010000228881836,2200.2999877929688,-10456.199951171875,2.3000000417232513,0.5000000074505806,-2.7000001072883606,-2040.8000183105469,255.0,45.0,,0.009543600610803693,-1.409155010630519,-7.663628445789169e-05,True,116.0,False,False,False,False,,76561198039309853,enpitsu,27.0,-1170.8199462890625,-4854.4599609375,44.119998931884766,-7786.099853515625,6145.3997802734375,2739.1000366210938,-3223.2998657226562,-4084.7000122070312,1781.6000366210938,255.0,128.0,False,0.11151172085613649,2.5070741831824885,0.002206622467014581,True,15,0.0,False,2,26,,ivy,76561198010193526,16,-746.2100219726562,2091.260009765625,16.989999771118164,819.8999786376953,-17062.2998046875,4.600000083446503,0.0,1.0000000149011612,-30.09999990463257,255.0,128.0,,0.009598019870641607,-1.527012908092612,9.568216150397391e-05,True,64,50,210.0,False,8,,MyTHYQUE,4531782503231600821,9.0,646.510009765625,-5307.2001953125,17.010000228881836,13809.300537109375,-349.1999816894531,2.5,0.0,0.09999999776482582,2197.899932861328,227.0,255.0,,0.009567093334647274,0.041948272913517035,1.0388111900602535e-06,True,166.0,False,22,6,16,
45,3293,113.0,False,True,1,1523.6703533511604,797.760009765625,3619.5,99.2300033569336,-9000.0,27626.99951171875,2717.60009765625,5008.500061035156,-1720.2000427246094,-463.10001373291016,1.0,-1.1023961855848723,-0.1856657230231944,-1.6779196293541387,76561198010193526,ivy,16.0,865.0499877929688,3334.06005859375,82.11000061035156,3841.9000244140625,22568.00048828125,2218.9999389648438,-5304.6002197265625,-125.50000190734863,1031.8000030517578,255.0,112.0,,-0.20659630912001922,1.5252586706071545,-0.05629019177755765,True,171.60783655412735,True,66,8,51,,4531782503231600821,MyTHYQUE,9.0,-1223.219970703125,3461.889892578125,16.989999771118164,2234.600067138672,-16549.3994140625,4.399999976158142,-0.0,-0.9000000357627869,5.0,231.0,128.0,,-0.009594395446234938,-1.7057744531838135,-7.794768477847433e-05,True,16,67.0,False,6,22,,enpitsu,76561198039309853,27,3673.449951171875,4098.89013671875,26.600000381469727,4485.5999755859375,-5562.39990234375,-140.9000015258789,269.7999954223633,879.4999694824219,-2545.8999633789062,255.0,0.0,False,-0.13895595799243707,-1.4342402326685526,0.16770640652770794,True,26,16,255.0,False,2,,games5425898691,bf81d8692db,24.0,302.2300109863281,5043.2099609375,101.05000305175781,3566.7001342773438,-4032.0001220703125,2903.900146484375,-1797.2000122070312,-1731.9999694824219,-397.59998321533203,255.0,40.0,,0.2508779677798839,-2.298003588681315,0.00213100130659561,True,100.3582280220524,True,4,False,False,
46,3304,114.0,False,False,0,9831.979597034375,-450.9100036621094,-4681.89990234375,147.6300048828125,7482.8997802734375,1811.199951171875,-13176.199951171875,-5810.3997802734375,-1173.0000305175781,-928.6000061035156,0.0,-0.43132856995861585,-1.6410528985161161,2.5512325869270613,bf81d8692db,games5425898691,24.0,-473.55999755859375,-4824.4501953125,206.0800018310547,262.5,9604.89990234375,2819.89990234375,-2177.100067138672,3656.199951171875,1788.2000732421875,255.0,0.0,,-0.8386187278510997,1.6955703430462925,0.45707545908072233,True,69.0,False,4,False,3,,76561198039309853,enpitsu,27.0,-3598.429931640625,-3918.909912109375,16.989999771118164,5743.800048828125,3009.2001342773438,17.200000286102295,-2.3999999463558197,25.399999618530273,-822.3999786376953,255.0,,,0.015378474260346286,0.4378868058956166,-0.00018712822187229755,True,16,255.0,False,2,26,,ivy,76561198010193526,16,-1030.4100341796875,-4188.1298828125,92.72000122070312,-3885.5999755859375,-19744.100341796875,-155.6999969482422,5140.10009765625,1591.1000061035156,-1139.1000366210938,128.0,90.0,,-0.031361058549968165,1.5641607913559448,-2.901024994321999,True,66,51,150.0,False,8,,MyTHYQUE,4531782503231600821,9.0,1127.4599609375,-2758.60009765625,16.989999771118164,-2264.4000244140625,16542.60009765625,4.399999976158142,0.0,0.5999999865889549,1.0000000149011612,217.0,128.0,,0.009593402978515386,1.706977551454009,-5.695272787431737e-05,True,67.0,False,22,6,16,
47,3383,116.0,False,True,1,3085.6886412711406,-1277.449951171875,2949.659912109375,101.41999816894531,6568.0999755859375,17562.19970703125,9022.39990234375,4608.399963378906,-3822.0001220703125,-392.40001678466797,1.0,0.07647862473570345,-0.605367587061147,-2.1572716367710725,4531782503231600821,MyTHYQUE,9.0,-1339.030029296875,2812.81005859375,15.609999656677246,5713.599853515625,10417.900390625,-1003.3999633789062,276.200008392334,-1065.2999877929688,2686.199951171875,255.0,233.0,False,-0.0036421270822664656,2.0183060431968625,-0.00713534906253418,True,31.0,False,22,6,16,,76561198010193526,ivy,16.0,3102.06005859375,4640.240234375,19.760000228881836,9794.299926757812,-18836.600341796875,-830.1999664306641,-1369.1999816894531,1797.5,-1702.7999877929688,255.0,0.0,,-0.0652155039899294,-1.9838365965137488,0.1375486299575479,False,52,36.30702799879096,True,8,66,,enpitsu,76561198039309853,27,260.9700012207031,5018.169921875,17.049999237060547,-5416.9000244140625,754.1999816894531,2.5999999046325684,3.0000001192092896,-1.7000000178813934,722.3000335693359,0.0,255.0,,-0.01677499929632974,0.10761391278498367,-0.00020654296467390474,True,27,16,142.33218927537243,True,2,,games5425898691,bf81d8692db,24.0,-59.349998474121094,4476.6201171875,110.33000183105469,-2381.4999389648438,5814.4000244140625,3633.2000732421875,2625.10009765625,-409.0999984741211,2289.199981689453,255.0,236.0,,0.19047022928426754,0.8189782668080193,-0.3582115604138031,True,66.9600429458003,True,6,False,4,
48,3512,121.0,False,False,0,7406.617642326939,-491.9800109863281,-2255.590087890625,167.38999938964844,-4364.89990234375,24179.89990234375,5727.60009765625,2713.0999755859375,3096.7999267578125,-3280.2999877929688,0.0,1.1592178717216088,-2.2565061302128093,-0.042476513638070354,bf81d8692db,games5425898691,24.0,-449.8399963378906,-2472.8798828125,78.91999816894531,-10053.200073242188,18849.100341796875,2272.2999572753906,-3878.9999389648438,-3890.5999755859375,257.1999931335449,255.0,183.0,,0.6526635072180721,1.981720110165416,-0.2234732312595522,True,0.0,False,8,False,5,,76561198039309853,enpitsu,27.0,-28.90999984741211,-3441.010009765625,17.049999237060547,-5084.700012207031,6001.9000244140625,3.400000035762787,1.0999999940395355,-1.4000000059604645,2246.999969482422,255.0,128.0,,0.016673524726755963,2.2660908840157146,0.00023153636617852933,True,18,56.0,False,2,28,,ivy,76561198010193526,16,-589.47998046875,-1928.9100341796875,170.19000244140625,1420.0,-22955.30029296875,-191.5999984741211,1695.2999877929688,-5145.0,950.6999969482422,255.0,82.0,False,0.33300854292254184,-1.1992861239090917,1.7039674269409508,True,70,55,181.6819525175197,True,8,,MyTHYQUE,4531782503231600821,9.0,-680.02001953125,-3239.030029296875,22.209999084472656,-2081.9000244140625,17024.89990234375,-2106.7999267578125,-4260.4998779296875,-2897.6998901367188,-753.3000183105469,255.0,205.0,False,-0.11467345356104006,1.634677550320164,0.07872421963255229,True,0.0,False,26,8,18,
49,3513,121.0,False,False,1,3001.970396066089,493.5400085449219,2165.1298828125,196.10000610351562,-16394.69970703125,14779.89990234375,7521.5997314453125,1803.800048828125,702.6000213623047,5679.0997314453125,1.0,-1.110656030232723,2.44413383284476,-0.3021885534526411,76561198010193526,ivy,16.0,589.47998046875,1928.9100341796875,170.19000244140625,-1420.0,22955.30029296875,-191.5999984741211,-1695.2999877929688,5145.0,950.6999969482422,255.0,82.0,False,-0.33300854292254184,1.1992861239090917,1.7039674269409508,True,178.61611166564367,True,70,8,55,,4531782503231600821,MyTHYQUE,9.0,680.02001953125,3239.030029296875,22.209999084472656,2081.9000244140625,-17024.89990234375,-2106.7999267578125,4260.4998779296875,2897.6998901367188,-753.3000183105469,255.0,205.0,False,0.11467345356104006,-1.634677550320164,0.07872421963255229,True,18,0.0,False,8,26,,enpitsu,76561198039309853,27,28.90999984741211,3441.010009765625,17.049999237060547,5084.700012207031,-6001.9000244140625,3.400000035762787,-1.0999999940395355,1.4000000059604645,2246.999969482422,255.0,128.0,,-0.016673524726755963,-2.2660908840157146,0.00023153636617852933,True,28,18,56.0,False,2,,games5425898691,bf81d8692db,24.0,547.3599853515625,2293.780029296875,89.91999816894531,9537.5,-17299.3994140625,-53.29999923706055,4370.0,3331.9000244140625,-225.30000686645508,255.0,182.0,,-1.2549019015562888,-1.3217459545260297,-0.874906153863256,True,0.0,False,8,False,5,
50,3659,127.0,False,False,0,9054.375355725299,3972.179931640625,-2494.300048828125,188.75999450683594,-9069.199829101562,24360.80078125,3312.60009765625,1582.2999572753906,538.3000183105469,5628.499755859375,0.0,0.6898111182557258,1.755231157033013,-0.18825778597022594,76561198039309853,enpitsu,27.0,4037.070068359375,-2744.18994140625,123.69000244140625,2373.9999389648438,21188.00048828125,3710.4000854492188,-1385.5000305175781,-1452.2999572753906,598.1999969482422,255.0,128.0,,-0.15986061087469922,1.4479158851594034,-0.9785946109755322,True,201.69468396453448,True,28,2,18,,bf81d8692db,games5425898691,24.0,-835.010009765625,-3901.10009765625,17.0,20374.69970703125,8994.400024414062,3.400000035762787,-2.199999988079071,-1.1999999731779099,552.400016784668,255.0,128.0,,0.009615801199127522,0.4573888176659273,-7.154086956146566e-05,True,6,198.0,False,False,8,,ivy,76561198010193526,16,3114.02001953125,-2354.39990234375,16.989999771118164,6028.499755859375,20544.29931640625,4.4999998807907104,0.09999999776482582,0.7999999821186066,0.09999999776482582,207.0,128.0,,0.00959300648709249,1.2853963025021846,-7.56781807190595e-05,False,70,56,0.0,False,8,,MyTHYQUE,4531782503231600821,9.0,-517.6500244140625,4605.0498046875,17.010000228881836,18550.999755859375,-340.2000045776367,2.0999999344348907,-0.7999999821186066,0.0,288.50000381469727,255.0,128.0,False,0.009586861310638751,0.005410630981158619,-8.735669877897096e-05,True,215.0,False,28,8,20,
