,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_boost_collect
0,181,0,False,True,1,4932.352230380083,35.439998626708984,283.29998779296875,123.08000183105469,3716.9000244140625,25420.0,1289.2999267578125,5581.099853515625,-359.3000030517578,-2172.7999877929688,1.0,0.012314109107535016,0.04592492669909826,-0.8215877169884478,76561198039309853,enpitsu,25.0,-39.27000045776367,146.1199951171875,102.66000366210938,-577.9999923706055,21080.70068359375,-127.5,-5303.3001708984375,178.60000610351562,-1446.4999389648438,255.0,0.0,,-1.0709652877222855,-1.5001474541556752,-3.040007483494626,True,1,31.0,False,2,False,,bf81d8692db,games5425898691,20.0,-3328.550048828125,-3932.169921875,17.010000228881836,-11703.199462890625,9946.799926757812,2.3000000417232513,-0.3999999910593033,-0.0,-1998.0000305175781,128.0,0.0,,-0.00961620937057393,0.772847400786474,-2.7850652355033317e-05,True,False,False,False,255.0,False,,DaFake,76561198325226380,7,539.7999877929688,128.4199981689453,17.049999237060547,16325.899658203125,-13755.50048828125,2.8999999165534973,-0.0,-0.09999999776482582,1715.0999450683594,255.0,255.0,,-0.016774445780336544,-2.487077136525469,0.00012255434777277293,False,0.0,False,False,False,False,,cyris.ES,b361a23a1cb,6.0,38.939998626708984,5106.08984375,17.010000228881836,-133.99999618530273,-6510.5999755859375,1.899999976158142,0.3999999910593033,-0.0,0.0,255.0,128.0,,-0.009461161819129845,-1.5501725610499022,1.6881448155836975e-05,True,False,False,116.0,False,False,
1,216,1,False,False,0,8441.961782088789,-487.45001220703125,-3292.070068359375,126.04000091552734,-1857.7999877929688,19944.000244140625,16281.500244140625,5881.9000244140625,-800.5999755859375,872.7999877929688,0.0,-0.7730247707975105,-0.9410985974903032,1.2355417322217557,b361a23a1cb,cyris.ES,6.0,-494.57000732421875,-3440.14990234375,17.350000381469727,-2177.100067138672,15193.199462890625,1143.6000061035156,1262.0999908447266,2507.5999450683594,-4054.4000244140625,255.0,0.0,,-0.020422134006262648,1.575359735469561,0.05873454281251575,True,False,22.029694503353497,True,3,False,,76561198325226380,DaFake,7.0,-3294.9599609375,-9.880000114440918,17.049999237060547,-21125.90087890625,2713.3999633789062,3.799999952316284,0.09999999776482582,0.0,-3029.4000244140625,255.0,18.0,False,0.01678157440956014,2.614465593326007,-0.00011956808677292587,True,False,False,False,0.0,False,,enpitsu,76561198039309853,25,-253.99000549316406,-2716.739990234375,17.059999465942383,-13928.1005859375,-13672.099609375,1.5999999642372131,-4.099999964237213,-3.700000047683716,-1575.2999877929688,255.0,128.0,,0.016770438776622446,-2.4441511824767224,8.722262796391131e-05,False,31.0,False,False,2,2,,games5425898691,bf81d8692db,20.0,3779.75,1548.97998046875,17.010000228881836,2513.300018310547,-22834.09912109375,2.0999999344348907,-0.09999999776482582,1.5000000596046448,-1134.1000366210938,255.0,7.0,,0.009594572040347846,-1.4756342509067024,-0.00018473475248893467,True,False,False,199.0,False,False,
2,314,4,True,True,0,2028.106057948718,-996.989990234375,3114.409912109375,690.5999755859375,16484.89990234375,18720.699462890625,-277.8000068664551,2016.6000366210938,506.1000061035156,4586.9000244140625,0.0,0.8139499474136047,0.30903900394968836,-3.0141772650786063,76561198325226380,DaFake,6.0,-1191.9200439453125,2990.280029296875,588.7000122070312,12187.39990234375,7660.3997802734375,-2619.5001220703125,4941.9000244140625,-974.7000122070312,2208.2000732421875,255.0,29.0,,0.04660780204583465,0.36792387743393,-1.3651184123618072,True,False,107.93544092742347,True,4,4,,b361a23a1cb,cyris.ES,6.0,2336.139892578125,100.5,17.0,-3495.1998901367188,13601.800537109375,3.3000001311302185,-0.09999999776482582,0.7999999821186066,5.0,255.0,128.0,,0.009584417529374174,1.8231409520480146,-7.626722396535851e-05,True,False,False,4,31.0,False,,enpitsu,76561198039309853,25,-3467.830078125,-1295.97998046875,17.059999465942383,-4807.39990234375,22490.90087890625,1.1999999731779099,-0.09999999776482582,0.29999999329447746,0.0,255.0,128.0,,0.01677418582404486,1.7813903601887002,-3.0146875859560337e-05,True,134.0,False,False,2,2,,games5425898691,bf81d8692db,20.0,241.02000427246094,3482.929931640625,111.26000213623047,-20834.09912109375,9509.7998046875,2121.7999267578125,768.4999847412109,3307.6998901367188,917.7999877929688,255.0,174.0,,-0.472917268708656,3.0531900597187067,-0.043509833429175124,True,False,False,192.36036994380336,True,4,
3,599,6,False,False,0,5203.109894903179,-5.730000019073486,13.619999885559082,92.70999908447266,-7458.800048828125,28397.900390625,1490.0999450683594,-744.1000366210938,-126.80000305175781,-4713.0999755859375,0.0,-0.0011734840893067387,-0.03926798598992771,-0.006176784214924873,b361a23a1cb,cyris.ES,6.0,78.63999938964844,-218.52000427246094,67.87999725341797,-14696.700439453125,17510.2001953125,2524.600067138672,-1458.6000061035156,-1164.7000122070312,-176.29999160766602,255.0,128.0,,0.025196106026171644,2.243048087649046,-0.00017590546778616605,True,3,0.0,False,4,False,,76561198325226380,DaFake,6.0,-2836.7099609375,-3826.89990234375,17.049999237060547,-12573.00048828125,-11257.900390625,3.400000035762787,0.5999999865889549,0.19999999552965164,3006.0000610351562,128.0,255.0,False,0.0167978878263704,-2.0517393331507687,0.0001072146590078668,True,False,False,False,0.0,False,,enpitsu,76561198039309853,26,-14.729999542236328,2696.639892578125,17.049999237060547,-830.2999877929688,-5867.60009765625,2.5999999046325684,0.0,0.0,0.0,255.0,128.0,,0.016619436591631617,-1.7113867070554858,-7.582305407445252e-06,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,20.0,-145.3000030517578,340.6199951171875,81.97000122070312,2694.8001098632812,-22626.298828125,2477.7000427246094,5499.4000244140625,-32.30000019073486,-71.90000057220459,128.0,128.0,,0.685166037529301,-1.5872045316084364,-0.008225496606545384,True,False,3,0.0,False,4,
4,600,6,False,False,1,5318.495331945802,11.199999809265137,-104.37999725341797,109.75,-14606.700439453125,5720.8001708984375,7675.2001953125,4060.10009765625,988.3000183105469,4305.5999755859375,1.0,0.06658727377409522,0.01092446610404216,-0.19358929312825515,bf81d8692db,games5425898691,20.0,145.3000030517578,-340.6199951171875,81.97000122070312,-2694.8001098632812,22626.298828125,2477.7000427246094,-5499.4000244140625,32.30000019073486,-71.90000057220459,128.0,128.0,,-0.685166037529301,1.5872045316084364,-0.008225496606545384,True,3,0.0,False,4,False,,76561198039309853,enpitsu,26.0,14.729999542236328,-2696.639892578125,17.049999237060547,830.2999877929688,5867.60009765625,2.5999999046325684,-0.0,-0.0,0.0,255.0,128.0,,-0.016619436591631617,1.7113867070554858,-7.582305407445252e-06,True,False,False,False,116.0,False,,DaFake,76561198325226380,6,2836.7099609375,3826.89990234375,17.049999237060547,12573.00048828125,11257.900390625,3.400000035762787,-0.5999999865889549,-0.19999999552965164,3006.0000610351562,128.0,255.0,False,-0.0167978878263704,2.0517393331507687,0.0001072146590078668,True,0.0,False,False,False,False,,cyris.ES,b361a23a1cb,6.0,37.41999816894531,88.47000122070312,88.04000091552734,13606.199951171875,-14813.399658203125,2252.899932861328,3700.4998779296875,3752.0999145507812,-1573.800048828125,255.0,128.0,,-0.4007266918736843,-2.0422896833275583,-0.1857364475785329,True,False,3,0.0,False,4,
5,714,10,False,True,1,5474.729124462746,-3384.25,1726.47998046875,100.63999938964844,13765.899658203125,17364.7998046875,5066.099853515625,912.2000122070312,1746.3999938964844,-1020.6999969482422,1.0,1.1872460799679576,-1.361661016761636,0.5944967690648019,76561198039309853,enpitsu,25.0,-3458.050048828125,1622.3900146484375,15.649999618530273,10887.7001953125,12854.599609375,35.49999952316284,75.9000015258789,-66.10000133514404,-267.90000915527344,255.0,128.0,,-0.02601631050013217,2.282389493495643,0.00027031031191934415,True,False,223.6692129540187,True,False,False,,bf81d8692db,games5425898691,20.0,2832.929931640625,-2893.0,16.18000030517578,3167.5,-16290.999755859375,121.09999656677246,-52.60000228881836,-22.40000009536743,1005.8000183105469,255.0,247.0,,-0.013225042247780169,-1.768748438558436,-0.0003811534443670942,,6,False,6,,False,,DaFake,76561198325226380,6,-2688.169921875,2665.389892578125,17.049999237060547,-347.99999237060547,9706.300048828125,2.3000000417232513,0.19999999552965164,-0.09999999776482582,-1112.9000091552734,255.0,128.0,,-0.016695678065117844,1.698772350712466,0.0003369876580906511,True,255.0,False,False,4,4,,cyris.ES,b361a23a1cb,6.0,3705.030029296875,1496.280029296875,15.289999961853027,-14520.999755859375,7131.6998291015625,329.50000762939453,34.60000038146973,-434.50000762939453,86.30000114440918,255.0,128.0,,0.01495998226602969,0.4409730813441381,0.01946962998307186,True,False,6,217.0,False,6,
6,744,11,False,False,0,9188.253100097094,1914.9100341796875,-3607.72998046875,279.1099853515625,1013.8999938964844,-13517.5,8866.500244140625,3323.5000610351562,-3866.0000610351562,-3163.5000610351562,0.0,0.04539166791523545,1.3764942211336393,-1.7506937192896528,76561198325226380,DaFake,6.0,1855.0400390625,-3564.43994140625,130.36000061035156,-3824.5999145507812,-2979.5999145507812,517.9999923706055,3061.4999389648438,2145.0,-4034.2999267578125,128.0,128.0,,-0.8002971211345874,-2.531982755786483,-0.07814587415117205,True,5,239.0,False,6,False,,b361a23a1cb,cyris.ES,6.0,-2298.360107421875,-2513.68994140625,17.0,7963.900146484375,-13447.7001953125,3.3000001311302185,-0.5000000074505806,0.5999999865889549,-97.79999732971191,255.0,128.0,,0.009610346786891759,-1.0488423110992202,0.00011860157450487645,True,6,False,6,217.0,False,,enpitsu,76561198039309853,26,2102.580078125,-3443.10009765625,140.08999633789062,-13572.099609375,-18183.699951171875,2924.7000122070312,15.700000524520874,19.199999570846558,-1647.1000671386719,255.0,128.0,,0.01432967378966783,-2.826311488757844,-0.008598346592808684,True,135.0,False,False,2,False,,games5425898691,bf81d8692db,20.0,-2858.860107421875,4523.64013671875,17.010000228881836,11895.50048828125,11077.80029296875,0.0,-0.29999999329447746,0.0,-2033.2000732421875,255.0,0.0,,0.009588846856931482,0.6820836444962758,3.143613457177228e-05,True,False,6,239.3519999775835,True,6,
7,825,14,False,False,0,9321.962090384683,2387.820068359375,-3584.419921875,173.19000244140625,20831.0009765625,10277.099609375,7755.9002685546875,-2046.6999816894531,-5527.8997802734375,1119.1999816894531,0.0,-0.5669877320540905,2.9330364722915556,1.3538829159678574,b361a23a1cb,cyris.ES,6.0,2200.5,-3572.489990234375,17.0,17655.0,1718.6000061035156,-1.2999999523162842,57.39999771118164,16.100000143051147,1059.7000122070312,255.0,128.0,,0.008823028871725742,0.153846584214772,-0.004887728481982375,True,6,164.0,False,6,False,,76561198325226380,DaFake,6.0,2164.449951171875,-3671.8701171875,22.440000534057617,22447.2998046875,2392.5999450683594,3191.7999267578125,322.99999237060547,133.80000114440918,-3209.4000244140625,255.0,86.0,,0.01742970120699742,0.2701682163241657,0.008559478781016648,True,6,False,6,210.0,False,,enpitsu,76561198039309853,25,-678.1900024414062,-5176.97998046875,16.950000762939453,4687.699890136719,9450.599975585938,25.09999990463257,-22.59999990463257,14.199999570846558,-2372.2000122070312,255.0,128.0,,0.015220425863305602,1.0619998976812117,-0.0001896401788405759,True,135.0,False,False,2,False,,games5425898691,bf81d8692db,21.0,3376.409912109375,3785.659912109375,17.010000228881836,17952.7001953125,-14376.99951171875,0.0,0.3999999910593033,-0.3999999910593033,-1914.1999816894531,255.0,0.0,,0.009600868357866794,-0.7457450019239282,-5.393880672643888e-05,True,False,6,236.21779804588644,True,6,
8,883,16,False,False,0,7786.548883251667,2443.659912109375,-1893.989990234375,102.33999633789062,-15852.39990234375,12494.300537109375,5509.5001220703125,3305.5999755859375,-1040.6999969482422,-693.0000305175781,0.0,-1.3160992201994004,-1.5694670834554096,-2.2524238379838324,b361a23a1cb,cyris.ES,6.0,2611.3798828125,-2036.489990234375,17.010000228881836,-10121.599731445312,14485.999755859375,0.0,0.19999999552965164,-0.3999999910593033,1548.800048828125,255.0,255.0,False,0.009586608871037988,2.2053671619892734,0.00024912810317556455,True,6,95.130245167722,True,6,False,,76561198325226380,DaFake,6.0,4038.889892578125,-1683.0400390625,228.25999450683594,-480.09998321533203,9730.599975585938,3463.3999633789062,449.00001525878906,-5036.000061035156,-2164.9000549316406,255.0,255.0,,-0.5279234757167468,1.4516744482333999,1.1801794319277021,True,6,False,6,220.0,False,,enpitsu,76561198039309853,25,10.470000267028809,-2479.030029296875,17.059999465942383,-402.2999954223633,17292.900390625,1.1999999731779099,0.0,0.19999999552965164,32.69999980926514,255.0,128.0,,0.016779268890551386,1.5977974953826193,-3.294362976124032e-05,True,161.0,False,False,2,False,,games5425898691,bf81d8692db,21.0,2658.3798828125,258.55999755859375,17.020000457763672,-17872.099609375,3826.099853515625,1.1999999731779099,-0.19999999552965164,0.0,-1990.0,255.0,0.0,,0.009571863781344793,2.8568665685773684,-2.5823014842640907e-05,True,False,6,210.0,False,6,
9,931,18,False,False,0,4989.933549527391,-212.27999877929688,197.1300048828125,102.0999984741211,-12908.699951171875,9604.000244140625,3125.4998779296875,-2283.0999755859375,-5520.4998779296875,-557.2999954223633,0.0,-1.4211388814373953,2.2816045957299806,0.20069887127797967,b361a23a1cb,cyris.ES,6.0,-422.4100036621094,126.76000213623047,92.0999984741211,-19280.899658203125,12166.8994140625,-857.7999877929688,1930.8000183105469,-2581.300048828125,293.8999938964844,128.0,128.0,False,0.09110111193188303,2.212986589896859,1.0086702597852328,True,8,0.0,False,8,False,,76561198325226380,DaFake,6.0,3701.429931640625,403.1000061035156,14.5,-6375.999755859375,8584.7998046875,-879.3000030517578,-4447.5,551.8000030517578,309.6999931335449,255.0,128.0,,0.012504575123307866,3.019922030353558,-0.1278791165140351,True,6,False,6,162.66023204916272,True,,enpitsu,76561198039309853,26,678.3300170898438,491.2200012207031,214.67999267578125,12954.89990234375,16175.400390625,-154.49999809265137,2540.2000427246094,4856.000061035156,-464.50000762939453,128.0,128.0,,0.08639073533617693,1.0875473492898615,2.519328770640526,True,159.0,False,False,4,1,,games5425898691,bf81d8692db,21.0,487.70001220703125,2207.8701171875,17.020000457763672,-12525.6005859375,10485.2001953125,1.0000000149011612,-1.0000000149011612,0.9000000357627869,1523.8999938964844,255.0,255.0,,0.009590895085478524,2.4687189613529994,0.0001491859047615172,True,False,6,206.85095042310735,True,6,
