,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_double_jump_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,171,0.0,False,False,1,5123.79649649039,2.049999952316284,94.79000091552734,148.6300048828125,-11523.299560546875,17131.199951171875,14859.599609375,256.70000076293945,563.1000137329102,3558.800048828125,1.0,0.007603698712222494,-0.2049397606200274,0.2601734674531641,76561197980958157,MatzeXX,14.0,64.97000122070312,-45.790000915527344,61.81999969482422,5141.400146484375,16275.10009765625,2267.5,4344.5001220703125,767.2000122070312,3284.1000366210938,255.0,210.0,,0.3423895467480412,1.6033074485984948,0.015540896549071847,True,4,3,False,0.0,False,,76561198257179744,New Kenny S Dumortier,5.0,-256.94000244140625,-2845.469970703125,17.049999237060547,9324.69970703125,4110.5999755859375,2.5999999046325684,-1.899999976158142,-0.5000000074505806,-357.00000762939453,255.0,75.0,False,-0.016666804254502343,2.718889369660731,-9.326894936908342e-05,True,False,False,False,85.0,False,,enpitsu,76561198039309853,25,-135.7100067138672,3663.449951171875,17.049999237060547,1810.5999755859375,-9946.300048828125,2.5999999046325684,-0.3999999910593033,1.7000000178813934,718.8999938964844,255.0,128.0,False,-0.016704721696223647,-1.8013477231008432,-0.00026245331132582125,True,False,False,False,116.0,False,,games5425898691,bf81d8692db,20.0,30.149999618530273,223.36000061035156,102.41000366210938,-258.6000061035156,-17838.1005859375,125.60000419616699,4950.7000732421875,1489.1000366210938,-1876.6999816894531,128.0,182.0,-1.0168313704212626,-0.6766368551132766,-1.194990778522362,True,3,False,4,31.0,False,,
1,172,0.0,False,False,0,5298.036499077736,25.0,-77.37000274658203,195.27000427246094,13559.599609375,12728.599853515625,14908.199462890625,5535.30029296875,1802.2000122070312,-1453.3999633789062,0.0,0.014811834073092799,0.29835266544809225,0.5455073286174192,bf81d8692db,games5425898691,20.0,-30.149999618530273,-223.36000061035156,102.41000366210938,258.6000061035156,17838.1005859375,125.60000419616699,-4950.7000732421875,-1489.1000366210938,-1876.6999816894531,128.0,182.0,,1.0168313704212626,0.6766368551132766,-1.194990778522362,True,4,3,False,31.0,False,,76561198039309853,enpitsu,24.0,135.7100067138672,-3663.449951171875,17.049999237060547,-1810.5999755859375,9946.300048828125,2.5999999046325684,0.3999999910593033,-1.7000000178813934,718.8999938964844,255.0,128.0,False,0.016704721696223647,1.8013477231008432,-0.00026245331132582125,True,False,False,False,116.0,False,,New Kenny S Dumortier,76561198257179744,5,256.94000244140625,2845.469970703125,17.049999237060547,-9324.69970703125,-4110.5999755859375,2.5999999046325684,1.899999976158142,0.5000000074505806,-357.00000762939453,255.0,75.0,False,0.016666804254502343,-2.718889369660731,-9.326894936908342e-05,True,False,False,False,85.0,False,,MatzeXX,76561197980958157,14.0,-64.97000122070312,45.790000915527344,61.81999969482422,-5141.400146484375,-16275.10009765625,2267.5,-4344.5001220703125,-767.2000122070312,3284.1000366210938,255.0,210.0,-0.3423895467480412,-1.6033074485984948,0.015540896549071847,True,3,False,4,0.0,False,,
2,298,4.0,False,False,1,10664.394539360985,-2918.3701171875,-4818.91015625,100.26000213623047,-13797.19970703125,-2236.999969482422,12390.400390625,2039.4999694824219,3500.10009765625,-2289.199981689453,1.0,-0.3507396072934843,1.9581799533526238,1.6910791575109618,76561198257179744,New Kenny S Dumortier,6.0,-2697.22998046875,-4793.33984375,17.049999237060547,-10492.099609375,-5012.900085449219,-1.1999999731779099,-1.8000000715255737,-1.1999999731779099,-1929.2999267578125,255.0,0.0,,-0.01670186156121851,-0.4360862077010339,-0.00033873244805827745,True,False,False,False,151.8154236193626,True,,76561197980958157,MatzeXX,16.0,3585.580078125,-816.97998046875,17.0,-4381.400146484375,-15432.60009765625,3.4999999403953552,-0.29999999329447746,-1.1999999731779099,-1795.3999328613281,255.0,61.0,,-0.00959449891213578,-1.223533415623486,2.899028113568224e-05,True,False,4,4,255.0,False,,enpitsu,76561198039309853,25,-3312.340087890625,-2773.18994140625,17.049999237060547,6832.5,-9175.10009765625,2.5999999046325684,-1.5999999642372131,0.5999999865889549,736.2999725341797,255.0,128.0,,-0.016758995443180803,-2.266050554728822,-0.0002734261427817242,True,False,False,False,255.0,False,,games5425898691,bf81d8692db,20.0,-3070.659912109375,1889.469970703125,82.66999816894531,1964.4999694824219,18960.400390625,2335.2999877929688,-5454.7998046875,703.0999755859375,1.5999999642372131,255.0,144.0,-0.7458006262587451,1.6987390460942884,-0.0010205184356610138,,7,False,8,,False,,
3,336,6.0,False,False,1,9944.478469524038,-3170.820068359375,-3934.889892578125,885.4000244140625,660.2999877929688,12432.5,4260.5999755859375,4836.099853515625,-2290.5999755859375,2713.800048828125,1.0,0.7550090727608934,1.1288359507672023,1.747970313811475,76561198257179744,New Kenny S Dumortier,6.0,-3171.85009765625,-4033.659912109375,785.8099975585938,2658.2000732421875,12287.2998046875,-501.89998626708984,-2734.5999145507812,4730.5999755859375,626.5999984741211,255.0,183.0,False,-0.3673474236144665,0.8959681585187785,-1.0556747365044359,True,4,3,False,96.17476990146022,True,,76561197980958157,MatzeXX,14.0,2404.989990234375,-3436.10009765625,51.40999984741211,-8857.5,-19288.199462890625,-3128.2000732421875,1181.2999725341797,-643.1999969482422,-5.799999833106995,255.0,128.0,,-0.019895273300573446,-1.0721652865310736,-0.005317753950509205,True,False,6,6,255.0,False,,enpitsu,76561198039309853,25,-2930.679931640625,-3070.7099609375,17.049999237060547,-1346.6999816894531,7536.500244140625,2.5999999046325684,-0.7999999821186066,-0.0,0.0,0.0,128.0,,-0.016973681040222895,-1.7476706205077235,-3.9353744679935555e-06,True,False,False,False,255.0,False,,games5425898691,bf81d8692db,20.0,-3231.6201171875,4180.9599609375,17.010000228881836,-12553.1005859375,6187.2998046875,2.5,-0.0,-0.5999999865889549,2103.6000061035156,128.0,255.0,-0.009600366804647511,0.39043710824208466,2.090013393088068e-05,True,8,False,8,255.0,False,,
4,401,8.0,False,False,1,7377.761084788444,-3022.39990234375,-1111.199951171875,97.91000366210938,-165.9000015258789,6995.9002685546875,6461.199951171875,-5654.69970703125,-134.0999984741211,2001.4999389648438,1.0,0.40058820652847105,-0.6955044838244768,0.21965767590914428,76561198257179744,New Kenny S Dumortier,6.0,-2870.4599609375,-1380.2099609375,88.04000091552734,10701.99951171875,563.3000183105469,438.8999938964844,2102.7000427246094,5080.899963378906,-109.70000267028809,255.0,191.0,False,-0.9006172141809087,2.3720675995322846,1.034996193609349,True,6,5,False,12.0,False,,76561197980958157,MatzeXX,14.0,-122.83999633789062,-5028.759765625,17.010000228881836,-5841.099853515625,2438.8999938964844,2.0999999344348907,-0.0,-0.0,0.0,255.0,128.0,False,-0.009503053745350255,0.3955637656259489,4.792962203365351e-06,True,False,6,6,255.0,False,,enpitsu,76561198039309853,24,-3090.97998046875,-994.3800048828125,165.97999572753906,-8.999999761581421,2511.300048828125,-140.20000457763672,5499.89990234375,24.800000190734863,0.29999999329447746,255.0,128.0,,1.3315580179003206,1.5659272572263996,3.141212535659587,True,2,2,False,255.0,False,,games5425898691,bf81d8692db,20.0,-2757.239990234375,2627.489990234375,17.020000457763672,8361.500244140625,9588.699951171875,0.7000000029802322,-2.3000000417232513,-3.400000035762787,-863.0999755859375,255.0,0.0,-0.009556854665276938,2.23558879546035,-0.00046607510619146815,True,8,False,8,246.0,False,,
5,404,8.0,False,False,0,5654.595925348527,3012.530029296875,1053.699951171875,159.9199981689453,-4054.5999145507812,918.4999847412109,3089.4000244140625,4784.800109863281,109.70000267028809,2501.3999938964844,0.0,-0.7763252338587061,0.596664179103999,0.8383592531625076,76561198039309853,enpitsu,24.0,3092.169921875,950.010009765625,160.6999969482422,285.10000228881836,-3205.8999633789062,-315.3000068664551,-2133.6000061035156,2984.4000244140625,3932.0001220703125,255.0,128.0,,-1.000462319740358,1.5388861831600102,0.1971700190997274,True,2,2,False,255.0,False,,bf81d8692db,games5425898691,20.0,2684.989990234375,-2706.159912109375,17.020000457763672,-9072.5,-9156.599731445312,1.0999999940395355,-2.0999999344348907,-2.199999988079071,-1943.3000183105469,255.0,0.0,,0.009566479885438243,-2.3685258479295808,-0.00036410681714845594,True,False,8,8,246.0,False,,New Kenny S Dumortier,76561198257179744,6,2783.070068359375,1376.550048828125,94.69000244140625,-10150.700073242188,-243.50000381469727,1896.199951171875,-1580.8999633789062,-5252.0001220703125,-407.90000915527344,255.0,218.0,False,0.9488180552483693,-1.58682914650758,2.031768785539594,True,6,5,False,12.0,False,,MatzeXX,76561197980958157,14.0,174.77999877929688,5007.06982421875,17.010000228881836,6542.9998779296875,-2732.0001220703125,2.0999999344348907,0.0,0.0,0.0,255.0,128.0,0.009503053745350255,-0.3955637656259489,4.792962203365351e-06,True,6,False,6,255.0,False,,False
6,444,9.0,False,False,0,5210.565218507688,2459.22998046875,1153.469970703125,148.02000427246094,-11452.19970703125,10424.100341796875,5700.2001953125,2379.600067138672,1657.2000122070312,-1084.1000366210938,0.0,-0.924539169664966,2.529776723190483,-0.7927940872224907,76561198039309853,enpitsu,25.0,2588.2099609375,1001.2000122070312,51.75,-11623.299560546875,6065.7000732421875,3345.8999633789062,-287.7000045776367,-551.1000061035156,0.0,255.0,0.0,,0.03475037561512805,2.6605827106825615,-2.9080540233846986e-05,True,4,3,False,172.0,False,,bf81d8692db,games5425898691,20.0,1323.699951171875,-2201.02001953125,17.020000457763672,-6307.1002197265625,11712.900390625,0.7999999821186066,0.09999999776482582,-0.7999999821186066,-0.29999999329447746,255.0,128.0,,0.00954983044125427,2.0646768730331106,7.05449865683019e-05,True,False,8,8,246.0,False,,New Kenny S Dumortier,76561198257179744,6,1790.06005859375,1612.0400390625,17.059999465942383,3476.9000244140625,6130.30029296875,2.0000000298023224,-2.7000001072883606,4.4999998807907104,-2248.699951171875,0.0,0.0,False,0.016710790288033392,1.0317845026231853,6.518578142004298e-06,True,6,6,False,12.0,False,,MatzeXX,76561197980958157,12.0,627.969970703125,4718.580078125,17.010000228881836,-4404.4000244140625,4858.699951171875,1.899999976158142,-2.5,2.0000000298023224,-606.1999893188477,0.0,193.0,0.009734875105046588,-0.8779969466916693,-7.132065071475864e-05,True,6,False,6,255.0,False,,False
7,495,11.0,False,False,1,8231.374047710153,-416.3800048828125,-2986.080078125,112.13999938964844,-5401.9000244140625,22373.1005859375,9403.099975585938,134.0999984741211,4044.7000122070312,-4424.200134277344,1.0,0.20996837262568127,-2.5009254415080324,-0.5450316481612194,76561197980958157,MatzeXX,12.0,-342.6300048828125,-3172.110107421875,49.15999984741211,980.9999847412109,17965.799560546875,3537.0001220703125,-253.4000015258789,4.099999964237213,2016.6999816894531,255.0,255.0,False,-0.015804163158414087,1.4938042663460502,0.0010057462479353067,True,8,6,False,160.0,False,,76561198257179744,New Kenny S Dumortier,6.0,-2044.010009765625,-1970.5400390625,269.19000244140625,-1178.7999725341797,-1710.5999755859375,-3891.6000366210938,-204.0999984741211,890.9999847412109,-308.799991607666,128.0,128.0,False,-0.4721255782726691,3.089032935106706,2.6992395394966398,True,4,8,6,12.0,False,,enpitsu,76561198039309853,25,-452.3699951171875,-2682.3701171875,130.3300018310547,5400.999755859375,-4369.89990234375,-148.50000381469727,2373.2000732421875,-4961.000061035156,-75.70000171661377,128.0,0.0,,1.2649837703402247,-0.48996801467866863,3.0521514008531647,True,6,5,False,143.0,False,,games5425898691,bf81d8692db,20.0,732.1199951171875,750.5399780273438,17.020000457763672,10887.099609375,-9063.699951171875,1.0000000149011612,-1.7000000178813934,1.4000000059604645,-1393.2000732421875,255.0,0.0,-0.00958986655029188,-2.4406195157264396,-0.00018007673736412323,True,8,False,8,255.0,False,,
8,497,11.0,False,False,0,2646.8716994535853,448.0199890136719,2859.75,173.25999450683594,4069.7000122070312,8217.7001953125,6778.699951171875,5459.2999267578125,-938.7000274658203,-2305.2000427246094,0.0,-0.09599460098119265,2.226498808108753,-0.7725214375932921,76561198039309853,enpitsu,25.0,416.3699951171875,2711.489990234375,129.2899932861328,-5400.999755859375,4369.89990234375,-154.49999809265137,-2373.800048828125,4960.7000732421875,-75.50000190734863,128.0,128.0,,-0.782741217689278,0.4600103801513576,3.078506253005771,True,6,5,False,139.82999554500785,True,,bf81d8692db,games5425898691,20.0,-732.1199951171875,-750.5399780273438,17.020000457763672,-10887.099609375,9063.699951171875,1.0000000149011612,1.7000000178813934,-1.4000000059604645,-1393.2000732421875,255.0,0.0,,0.00958986655029188,2.4406195157264396,-0.00018007673736412323,True,False,8,8,255.0,False,,New Kenny S Dumortier,76561198257179744,6,2053.81005859375,1984.8399658203125,234.2899932861328,1178.7999725341797,1710.5999755859375,-4432.60009765625,157.89999961853027,-700.9999847412109,-238.09999465942383,128.0,128.0,False,0.5378726693852396,-3.118230391776239,2.685152137900064,True,8,6,4,12.0,False,,MatzeXX,76561197980958157,12.0,331.3599853515625,3048.43994140625,71.7699966430664,4877.9998779296875,-14619.100341796875,2476.1000061035156,-2553.699951171875,1849.2999267578125,4391.400146484375,255.0,250.0,-0.24085908236943884,-1.0929895819800808,-0.049411355664967876,True,7,False,8,160.0,False,,False
9,585,15.0,False,False,0,2392.636261352664,1492.1800537109375,4994.0400390625,192.22000122070312,-5919.5001220703125,-10739.3994140625,-2116.4999389648438,1746.199951171875,2229.7999572753906,-5289.4000244140625,0.0,-0.6482814097262737,2.6453286887378242,-1.710474736005691,bf81d8692db,games5425898691,20.0,1667.489990234375,4887.47998046875,219.58999633789062,1397.8999328613281,16838.299560546875,1489.7000122070312,3341.7999267578125,-4239.700012207031,1051.8000030517578,255.0,255.0,,-0.4036536234529306,2.2134484551560214,-0.9464079597953092,True,10,9,False,156.0,False,,76561198039309853,enpitsu,25.0,1764.300048828125,4112.3701171875,17.040000915527344,971.9000244140625,84.70000267028809,3.799999952316284,1.5000000596046448,2.0000000298023224,764.5999908447266,128.0,128.0,False,0.017234693257799142,1.7427945133826468,-5.344364027700927e-05,True,False,6,6,105.0,False,,New Kenny S Dumortier,76561198257179744,6,2627.93994140625,3642.8798828125,17.049999237060547,8659.199829101562,9170.10009765625,2.5999999046325684,-0.19999999552965164,-0.19999999552965164,-163.50000381469727,255.0,128.0,,0.01672996792078161,0.7985865047366872,0.00010893773719590205,True,8,6,4,,False,,MatzeXX,76561197980958157,14.0,1221.25,2876.330078125,17.010000228881836,-7201.199951171875,11869.100341796875,2.0999999344348907,-0.29999999329447746,0.5999999865889549,0.0,255.0,128.0,0.009579404590383696,2.116154815093772,-6.222560015430808e-05,True,8,False,8,160.0,False,,
