,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_double_jump_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
39,2223,74.0,False,False,1,2252.092245647076,-155.4600067138672,3148.429931640625,93.1500015258789,9407.2998046875,15840.10009765625,0.0,-4969.200134277344,2573.2000732421875,2164.499969482422,1.0,-0.2451685228440116,-2.058048684402271,-1.3384660889367461,76561198257179744,New Kenny S Dumortier,6.0,-39.150001525878906,2959.7099609375,17.049999237060547,1725.5999755859375,20290.10009765625,3.0000001192092896,-0.09999999776482582,-0.3999999910593033,1993.699951171875,128.0,255.0,,-0.016854276070606626,1.5833205871236495,4.7048477342849886e-05,True,8,8,False,83.0,False,,76561197980958157,MatzeXX,14.0,-26.729999542236328,1616.43994140625,17.010000228881836,-155.6999969482422,17790.30029296875,2.0999999344348907,-0.3999999910593033,0.9000000357627869,-131.00000381469727,128.0,128.0,,-0.009605444725439668,1.570895397457598,-4.75706199730582e-07,True,False,24,20,31.0,False,,enpitsu,76561198039309853,25,-93.2699966430664,2796.4599609375,86.01000213623047,1373.5000610351562,22864.49951171875,-154.7000026702881,-5490.10009765625,329.1999816894531,-1.0000000149011612,128.0,,,0.6031433292268237,-1.5107342045341576,-3.14131352143407,True,26,26,False,,False,,games5425898691,bf81d8692db,20.0,-88.77999877929688,1439.739990234375,17.010000228881836,3383.699951171875,22735.70068359375,2.0999999344348907,-0.3999999910593033,-3.100000023841858,-612.7000045776367,255.0,0.0,-0.009586787785321415,1.7191164711527387,-9.257750009380512e-05,True,22,False,28,0.0,False,,
40,2224,74.0,True,True,1,2141.4898152578708,-110.54000091552734,3249.800048828125,95.83000183105469,1588.8999938964844,23726.201171875,2295.2999877929688,-1950.3999328613281,5102.699890136719,-2481.300048828125,1.0,-0.13161953473619462,-2.0486404357242893,-1.646779888562074,76561198257179744,New Kenny S Dumortier,6.0,-39.150001525878906,2959.7099609375,17.049999237060547,1725.5999755859375,20290.10009765625,3.0000001192092896,-0.09999999776482582,-0.3999999910593033,1993.699951171875,128.0,255.0,,-0.016854276070606626,1.5833205871236495,4.7048477342849886e-05,True,8,8,False,83.0,False,,76561197980958157,MatzeXX,14.0,-26.729999542236328,1616.43994140625,17.010000228881836,-155.6999969482422,17790.30029296875,2.0999999344348907,-0.3999999910593033,0.9000000357627869,-131.00000381469727,128.0,128.0,,-0.009605444725439668,1.570895397457598,-4.75706199730582e-07,True,False,24,20,31.0,False,,enpitsu,76561198039309853,25,-93.2699966430664,2796.4599609375,86.01000213623047,1373.5000610351562,22864.49951171875,-154.7000026702881,-5490.10009765625,329.1999816894531,-1.0000000149011612,128.0,,,0.6031433292268237,-1.5107342045341576,-3.14131352143407,True,26,26,False,,False,,games5425898691,bf81d8692db,20.0,-88.77999877929688,1439.739990234375,17.010000228881836,3383.699951171875,22735.70068359375,2.0999999344348907,-0.3999999910593033,-3.100000023841858,-612.7000045776367,255.0,0.0,-0.009586787785321415,1.7191164711527387,-9.257750009380512e-05,True,22,False,28,0.0,False,,
41,2502,75.0,False,False,1,5237.719770165507,9.1899995803833,-22.100000381469727,92.13999938964844,6057.1002197265625,24207.900390625,-2900.4000854492188,-1650.7000732421875,-877.5,-4923.2000732421875,1.0,-0.01685800983202864,0.12260179416500139,0.12004459633195644,76561198257179744,New Kenny S Dumortier,6.0,4.409999847412109,-217.72000122070312,105.73999786376953,6384.4000244140625,21929.89990234375,2687.9000854492188,-3631.4999389648438,-1786.9999694824219,1468.800048828125,255.0,204.0,,-0.06051790443693133,1.7651836675105637,-0.02849595421878021,True,4,3,False,0.0,False,,76561197980958157,MatzeXX,21.0,1078.2099609375,-3237.780029296875,17.010000228881836,-10573.00048828125,-4905.299987792969,2.3999999463558197,-0.0,-0.0,-2370.0,255.0,0.0,,-0.009554610160067856,-0.3725359129384229,1.6412791869819203e-05,True,False,False,False,146.0,False,,enpitsu,76561198039309853,25,3361.81005859375,4325.7900390625,17.239999771118164,4652.200012207031,6438.800048828125,573.6000061035156,668.0000305175781,-595.8000183105469,3.100000023841858,255.0,128.0,,-0.03286349656946896,-0.9397451468000981,0.014274983256394189,True,2,2,False,255.0,False,,games5425898691,bf81d8692db,20.0,-29.020000457763672,143.8300018310547,101.7699966430664,1851.1000061035156,-20441.500244140625,300.0,4120.5999755859375,-934.0000152587891,3521.0000610351562,128.0,105.0,-1.023879766990798,-2.433658450236396,1.2143174006626472,True,3,False,4,0.0,False,,
42,2504,75.0,False,False,0,5174.043822004417,-67.68000030517578,32.689998626708984,91.68000030517578,-8235.30029296875,3673.599853515625,59.89999771118164,2688.800048828125,-455.29998779296875,3228.3999633789062,0.0,0.020571337323296385,-0.21418216363710627,0.45752278853766576,bf81d8692db,games5425898691,20.0,14.15999984741211,-95.08999633789062,100.05000305175781,-1770.5000305175781,1059.1000366210938,-133.50000381469727,-4278.399963378906,-1764.2999267578125,2971.9000244140625,128.0,122.0,,0.978138785787803,-2.1429370043087927,2.1095858519611492,True,4,3,False,0.0,False,,76561198039309853,enpitsu,25.0,-3391.93994140625,-4367.93017578125,23.860000610351562,-2740.2999877929688,-3886.199951171875,1031.3999938964844,-1488.800048828125,1147.5,46.30000114440918,255.0,128.0,,0.14734680449355422,0.9404760505819704,0.038030643326707816,True,False,2,2,255.0,False,,New Kenny S Dumortier,76561198257179744,6,-54.15999984741211,185.57000732421875,149.66000366210938,-6438.800048828125,1021.9999694824219,5815.8001708984375,3335.4998779296875,4336.600036621094,563.6000061035156,255.0,202.0,,0.3177450747337295,-1.4334983813816333,-0.30628191083874673,True,4,3,False,0.0,False,,MatzeXX,76561197980958157,21.0,-966.8900146484375,3272.989990234375,17.010000228881836,11508.199462890625,2313.000030517578,2.3999999463558197,-0.19999999552965164,0.0,-2369.9000549316406,255.0,0.0,0.00955204187694044,0.1354990613389448,3.712251818915184e-05,True,False,False,False,146.0,False,,
43,2506,75.0,False,False,1,5252.716058924044,121.20999908447266,-55.2599983215332,91.68000030517578,7169.5001220703125,570.9000015258789,-79.0999984741211,1029.1999816894531,1091.500015258789,1818.800048828125,1.0,0.0038294649753923445,0.008088814080466014,0.6029017838368381,76561198257179744,New Kenny S Dumortier,6.0,107.8499984741211,-194.05999755859375,184.67999267578125,6527.19970703125,-1218.0000305175781,1214.000015258789,-2952.9000854492188,-4627.60009765625,-339.59999084472656,255.0,202.0,,-0.7097303152856085,1.6969634553309654,-0.8435003784985257,True,4,3,False,0.0,False,,76561197980958157,MatzeXX,21.0,889.010009765625,-3281.570068359375,17.010000228881836,-11777.39990234375,-480.49999237060547,2.3999999463558197,0.19999999552965164,-0.0,-2368.800048828125,255.0,0.0,,-0.009544343761000797,0.022470009037038573,2.764388979268279e-05,True,False,False,False,146.0,False,,enpitsu,76561198039309853,25,3391.93994140625,4367.93017578125,23.860000610351562,2740.2999877929688,3886.199951171875,1031.3999938964844,1488.800048828125,-1147.5,46.30000114440918,255.0,128.0,,-0.14734680449355422,-0.9404760505819704,0.038030643326707816,True,2,2,False,255.0,False,,games5425898691,bf81d8692db,20.0,-2.319999933242798,88.05000305175781,99.04000091552734,1770.5000305175781,-1059.1000366210938,-153.99999618530273,4614.89990234375,2908.900146484375,700.4000091552734,128.0,128.0,-0.6543312033204154,1.6590132857554283,2.6115235635086647,True,3,False,4,0.0,False,,
44,2520,76.0,False,False,1,5138.172191738157,448.17999267578125,21.3799991607666,91.73999786376953,6104.000244140625,1361.4999389648438,0.0,-256.49999618530273,3990.0,1818.800048828125,1.0,0.8650364047843783,-1.5331946700279404,-0.5802380619031128,76561198257179744,New Kenny S Dumortier,6.0,450.7799987792969,-253.97999572753906,178.1699981689453,6763.499755859375,-1123.499984741211,-392.00000762939453,-2947.39990234375,-3685.4998779296875,62.39999771118164,255.0,89.0,,0.9083783911375799,2.218453051456193,1.5521543135494817,True,4,4,False,0.0,False,,76561197980958157,MatzeXX,21.0,408.8500061035156,-2972.7099609375,17.010000228881836,-4820.299987792969,11042.900390625,2.3999999463558197,-0.0,-0.0,-2358.6000061035156,255.0,0.0,,-0.00954413606064937,1.2238889171385885,-8.535640321807903e-06,True,False,False,False,146.0,False,,enpitsu,76561198039309853,25,3350.110107421875,4296.18994140625,16.760000228881836,-2332.100067138672,-5507.80029296875,-140.10000228881836,8.399999737739563,574.900016784668,2016.0000610351562,255.0,128.0,,-0.011642947412275517,-1.1159990749413056,0.008520003544964898,True,2,2,False,239.0,False,,games5425898691,bf81d8692db,20.0,88.2300033569336,35.970001220703125,81.19000244140625,1832.2999572753906,-1004.7000122070312,-1227.3999786376953,1870.3999328613281,2646.199951171875,490.9000015258789,255.0,243.0,0.7372504050845582,-2.799705957715981,-0.45497127336701393,True,4,False,4,0.0,False,,
45,2528,76.0,False,False,1,5088.699363553878,625.4099731445312,58.5,91.73999786376953,5411.300048828125,1054.7000122070312,0.0,-1040.6999969482422,5632.5,1786.3999938964844,1.0,-0.06506488728224206,-2.9009690370136116,-1.971573235314099,76561198257179744,New Kenny S Dumortier,6.0,620.2899780273438,-280.6300048828125,148.89999389648438,6788.2000732421875,-1000.6999969482422,-1910.0,-2305.0,-697.5,-138.4000015258789,255.0,255.0,,0.39519936091370733,1.638217267810629,0.7278180302275391,True,4,4,False,0.0,False,,76561197980958157,MatzeXX,21.0,394.92999267578125,-2607.969970703125,17.010000228881836,3756.400146484375,11548.699951171875,2.3999999463558197,-0.09999999776482582,-0.0,-2354.199981689453,255.0,11.0,,-0.009541818832510414,1.9504192915224328,8.026585252014785e-06,True,False,False,False,146.0,False,,enpitsu,76561198039309853,24,3295.2099609375,4041.75,17.049999237060547,-1957.2000122070312,-8390.599975585938,3.400000035762787,2.0999999344348907,-3.4999999403953552,-1752.8999328613281,128.0,0.0,,-0.016667760348648916,-1.3622663449883325,-0.00045544759321669955,True,2,2,False,239.0,False,,games5425898691,bf81d8692db,20.0,137.64999389648438,9.729999542236328,28.139999389648438,2051.699981689453,-996.2999725341797,-2563.9999389648438,2042.2000122070312,2351.1000061035156,1616.9000244140625,255.0,255.0,-0.00483427903338296,-3.113713617817221,-0.35850287843272455,True,4,False,4,0.0,False,,
46,2554,77.0,False,False,1,4993.000279194818,1110.050048828125,151.58999633789062,91.73999786376953,5080.4998779296875,974.8999786376953,0.0,-1068.3999633789062,5567.7001953125,1623.699951171875,1.0,0.4865336521222379,-2.6421778981889257,-1.6227332878170122,76561198257179744,New Kenny S Dumortier,6.0,1117.239990234375,-60.7599983215332,60.220001220703125,1572.2000122070312,12020.899658203125,2777.9998779296875,-4444.4000244140625,-821.3999938964844,330.6999969482422,255.0,253.0,False,-0.09523598532154241,2.058182012659938,-0.035792130155688794,True,6,5,False,31.0,False,,76561197980958157,MatzeXX,21.0,1013.510009765625,-1535.780029296875,17.010000228881836,5909.0997314453125,11631.300048828125,2.3000000417232513,-2.3999999463558197,0.9000000357627869,1559.6000671386719,21.0,255.0,,-0.00963989731919861,2.026334075898177,0.00023254323818214145,True,False,False,False,146.0,False,,enpitsu,76561198039309853,24,2661.010009765625,3877.409912109375,17.049999237060547,-7450.7000732421875,7127.60009765625,3.400000035762787,-0.0,-0.0,-2381.199951171875,255.0,128.0,,-0.01667809390822913,0.8109217639288765,-2.4074505042812525e-06,True,2,2,False,239.0,False,,games5425898691,bf81d8692db,20.0,770.1900024414062,166.11000061035156,59.36000061035156,14603.1005859375,3283.900146484375,3075.7998657226562,-512.2000122070312,2626.6000366210938,-436.89998626708984,255.0,128.0,-0.06283513510802106,2.9575493798193624,-0.0005359633542177982,True,5,False,6,0.0,False,,
47,2621,80.0,False,False,0,8615.628682830007,-2003.27001953125,-3404.179931640625,94.87000274658203,-23687.60009765625,19222.5,1785.0999450683594,4614.100036621094,-1906.7999267578125,3327.6998901367188,0.0,1.2891548470771772,-0.783558225733352,-0.4787597558979695,76561198039309853,enpitsu,25.0,-1860.4100341796875,-3587.68994140625,70.22000122070312,-8865.900268554688,17321.700439453125,2978.699951171875,-2225.2000427246094,-1899.6000671386719,795.5000305175781,255.0,255.0,,0.10532125598822685,1.7573301802013457,-0.010343505492896754,True,4,3,False,223.0,False,,bf81d8692db,games5425898691,20.0,-3298.56005859375,-3076.239990234375,16.989999771118164,-4689.700012207031,-17709.49951171875,4.600000083446503,0.19999999552965164,0.5999999865889549,1300.8999633789062,255.0,217.0,,0.009586174305347528,-1.8008631524772367,0.00014425061229115813,True,False,6,6,,False,,New Kenny S Dumortier,76561198257179744,6,-2234.10009765625,-2411.070068359375,59.099998474121094,-5673.2000732421875,-14804.89990234375,-1676.4999389648438,2363.9999389648438,-1128.7999725341797,-410.40000915527344,255.0,0.0,,-0.5667167071348638,-1.9167239152132116,0.029034108507140367,True,8,8,False,,False,,MatzeXX,76561197980958157,14.0,-841.9299926757812,2023.3900146484375,17.010000228881836,-1125.1000213623047,-2533.2000732421875,2.0999999344348907,0.0,-0.19999999552965164,-1561.4999389648438,255.0,0.0,0.009487912476091445,-1.8462579059107427,-0.00012123820044973015,True,False,False,False,146.0,False,,
48,2734,84.0,False,False,0,4649.260141741274,-3854.909912109375,1553.8499755859375,953.3800048828125,4825.10009765625,3192.60009765625,3285.1998901367188,1723.699951171875,-5674.4000244140625,910.5999755859375,0.0,0.3842484989983918,-1.3580809852311728,0.532268092395557,76561198039309853,enpitsu,24.0,-3833.7900390625,1671.6700439453125,835.489990234375,12448.599853515625,14696.199951171875,929.0000152587891,488.6000061035156,5446.500244140625,588.4999847412109,128.0,0.0,False,-0.19023022408063606,1.5667651682516561,2.2209476544258013,True,6,5,False,227.0,False,,bf81d8692db,games5425898691,20.0,3657.239990234375,-3744.60009765625,16.989999771118164,11855.999755859375,16366.700439453125,3.4999999403953552,0.0,0.0,2009.4999694824219,255.0,255.0,,0.00959119267607077,1.0207231818433837,-3.2862182688112977e-06,True,False,8,8,245.7336946456663,True,,New Kenny S Dumortier,76561198257179744,5,-3429.070068359375,2789.889892578125,17.049999237060547,5598.499755859375,21007.39990234375,2.5999999046325684,0.0,-0.19999999552965164,-80.20000457763672,255.0,128.0,,0.016781410875439343,1.302349096192825,4.35340395775141e-05,False,10,10,False,34.0,False,,MatzeXX,76561197980958157,19.0,-1222.3699951171875,4629.8701171875,17.010000228881836,-3198.2000732421875,-2828.900146484375,2.5,-1.899999976158142,-1.8000000715255737,1011.6999816894531,255.0,255.0,0.009470686122443402,-2.489062219936068,0.00023724385665921586,True,False,False,False,146.0,False,,False
49,2794,86.0,False,False,1,7611.901777507284,2833.050048828125,-2221.31005859375,118.06999969482422,-2442.5,20691.8994140625,2966.400146484375,2510.5999755859375,76.10000133514404,5448.900146484375,1.0,-0.3199909610005544,0.9982630035416922,1.1364502254575526,76561197980958157,MatzeXX,19.0,2809.389892578125,-2424.510009765625,17.010000228881836,7569.1998291015625,14649.200439453125,2.199999988079071,-2.0999999344348907,-4.4999998807907104,1180.8999633789062,255.0,128.0,False,-0.009604049642354612,1.9992360551619777,7.334898444265096e-05,True,False,False,False,90.0,False,,76561198257179744,New Kenny S Dumortier,5.0,1633.239990234375,-5021.10986328125,284.6000061035156,-4494.800109863281,4784.2999267578125,-7429.000244140625,1822.5999450683594,-1632.7999877929688,-397.5,255.0,143.0,False,-1.413126250436402,0.9813921503158175,0.6087813432344261,True,False,12,10,255.0,False,,enpitsu,76561198039309853,25,1210.0799560546875,-4755.009765625,52.849998474121094,-11345.0,-12488.900146484375,-2470.5999755859375,5107.900085449219,1394.4000244140625,1488.2000732421875,0.0,128.0,False,1.0131263718097063,3.1074608991314605,-0.14503772978594198,True,6,6,False,227.0,False,,games5425898691,bf81d8692db,20.0,-2301.830078125,-74.55999755859375,17.0,19327.5,5646.199951171875,3.4999999403953552,-0.09999999776482582,-0.0,2013.5000610351562,255.0,255.0,-0.009587304482862505,2.7794164519914264,2.7760179170908963e-05,True,8,False,8,222.0,False,,
50,2866,88.0,False,False,1,2950.688998219779,2269.699951171875,2528.580078125,93.1500015258789,-1711.6999816894531,14293.900146484375,0.0,-5610.3997802734375,-701.6999816894531,2007.5999450683594,1.0,0.4382211418369829,-2.5948381565887852,2.317170534719512,76561197980958157,MatzeXX,16.0,2489.340087890625,2457.280029296875,16.989999771118164,-19379.200439453125,8314.7998046875,4.799999892711639,0.29999999329447746,-0.09999999776482582,1982.4000549316406,255.0,255.0,False,-0.00958297745688066,0.3301149893056076,3.901094740637128e-05,True,False,False,False,0.0,False,,76561198257179744,New Kenny S Dumortier,6.0,1728.8900146484375,-1292.81005859375,93.81999969482422,-2353.2000732421875,20840.6005859375,-775.1000213623047,-3988.2000732421875,-372.2999954223633,-151.899995803833,255.0,128.0,False,0.9942705303759221,1.3175924166488937,-0.15498890158843606,True,False,14,12,221.0,False,,enpitsu,76561198039309853,25,8.90999984741211,-4345.419921875,17.049999237060547,-4320.400085449219,10654.49951171875,2.5999999046325684,0.19999999552965164,-0.29999999329447746,-428.49998474121094,255.0,0.0,False,-0.016719479793230137,1.2248429514730454,0.00023374243306818805,True,6,6,False,255.0,False,,games5425898691,bf81d8692db,20.0,-1508.2099609375,4496.419921875,17.0,8604.199829101562,8644.89990234375,3.3000001311302185,0.09999999776482582,-1.0999999940395355,-1.1999999731779099,255.0,128.0,-0.009622339771069365,2.354080653187391,5.436259685972335e-05,True,8,False,8,216.0,False,,
51,2898,90.0,False,False,0,10002.941194789915,12.930000305175781,-4821.56005859375,317.7799987792969,-13254.100341796875,4071.0000610351562,3231.300048828125,4047.3001098632812,-2102.4000549316406,3898.5000610351562,0.0,-0.46659503240080574,2.862780941443849,1.6247981265324487,bf81d8692db,games5425898691,20.0,132.05999755859375,-4912.16015625,251.36000061035156,-11317.5,4723.0999755859375,3542.9000854492188,-2905.10009765625,2776.400146484375,3755.1998901367188,255.0,126.0,,-0.4652631455478729,2.094343898419117,1.1540748712176356,True,10,9,False,178.40702816235122,True,,76561198039309853,enpitsu,25.0,-2.619999885559082,2858.090087890625,17.049999237060547,-2389.2999267578125,-13876.400146484375,2.5999999046325684,0.09999999776482582,0.5000000074505806,-0.9000000357627869,255.0,128.0,,0.016758133310614563,-1.7414721724480589,4.43433556774861e-05,True,False,6,6,255.0,False,,New Kenny S Dumortier,76561198257179744,6,-1000.1799926757812,-921.97998046875,17.049999237060547,16078.499755859375,-11665.2001953125,2.5,1.0000000149011612,-0.5999999865889549,190.49999237060547,255.0,128.0,,0.01677204216580897,-0.6077752857922698,-0.00015424376864581402,True,14,12,False,221.0,False,,MatzeXX,76561197980958157,16.0,-274.5199890136719,-2429.280029296875,119.68000030517578,20046.99951171875,2385.7000732421875,-1450.0999450683594,-1978.5000610351562,1594.7000122070312,-827.6999664306641,255.0,14.0,0.08222849202639369,-0.11018580138792923,0.9387646320815322,True,4,False,4,,False,,
52,2972,92.0,False,False,1,2419.707249980505,3052.1298828125,4041.780029296875,115.62000274658203,4409.800109863281,17159.300537109375,8009.7998046875,4697.60009765625,3623.699951171875,-895.0,1.0,-0.18453753652205257,0.4962669834041287,1.8647719561110596,76561198257179744,New Kenny S Dumortier,6.0,3051.35009765625,3818.909912109375,17.049999237060547,4778.2000732421875,15587.5,3.0000001192092896,-0.19999999552965164,-0.3999999910593033,2024.1999816894531,255.0,255.0,,-0.0167746903127996,1.804183578148747,4.6240269835125575e-05,True,14,12,False,192.0,False,,76561197980958157,MatzeXX,12.0,-1419.27001953125,3135.219970703125,17.0,-7036.199951171875,-7641.5997314453125,3.700000047683716,-0.0,-0.0,2379.4000244140625,255.0,255.0,,-0.009535539889662895,-0.8793792581506026,2.0076675434012857e-05,True,False,4,4,31.0,False,,enpitsu,76561198039309853,25,-503.07000732421875,2429.330078125,17.049999237060547,-1538.6000061035156,22098.798828125,2.5,-0.0,-0.0,-515.6999969482422,255.0,128.0,,-0.016776099326011575,1.5456309861484745,0.00019584355147232895,True,6,6,False,202.0,False,,games5425898691,bf81d8692db,20.0,309.45001220703125,4724.669921875,17.010000228881836,-10054.89990234375,2225.0999450683594,2.0999999344348907,-0.29999999329447746,-0.3999999910593033,0.0,0.0,128.0,-0.009701284760198296,-2.9237974516357883,3.0177507941117873e-05,True,10,False,10,168.0,False,,
53,3018,94.0,False,False,1,1139.2409576968987,1832.77001953125,4491.669921875,305.8800048828125,-8958.900146484375,-6085.7000732421875,-3382.7999877929688,-1714.4999694824219,4253.2000732421875,-2757.6998901367188,1.0,0.6263186631855746,-1.7307240151339198,-2.5534324572610263,76561198257179744,New Kenny S Dumortier,6.0,1802.0400390625,4594.759765625,173.32000732421875,-12483.299560546875,-651.2000274658203,312.8000068664551,4225.199890136719,2357.4000549316406,-2615.1998901367188,255.0,109.0,True,0.8110409438368452,-3.100130659621802,1.9379002175301738,True,16,13,False,255.0,False,,76561197980958157,MatzeXX,12.0,-680.4099731445312,1430.989990234375,17.0,7917.7001953125,-10189.500122070312,3.6000001430511475,0.3999999910593033,-0.7999999821186066,1636.4999389648438,255.0,255.0,,-0.009558924469451098,-2.237495408864283,0.00025806153467850006,True,False,4,4,31.0,False,,enpitsu,76561198039309853,25,-105.06999969482422,5540.83984375,24.350000381469727,6117.2998046875,7113.499755859375,298.700008392334,-8.00000011920929,74.0999984741211,-1866.6000366210938,255.0,128.0,False,-0.0455575163991165,-2.330504857078485,0.027402284105994993,True,6,6,False,202.0,False,,games5425898691,bf81d8692db,20.0,1284.3699951171875,4619.27001953125,177.7899932861328,16130.699462890625,-1575.0,2275.0,880.0,-246.5999984741211,-894.1999816894531,255.0,9.0,0.7916199596139891,-3.008391516606594,0.07124467558879419,True,10,False,12,78.12862802320912,True,,
54,3023,94.0,False,False,0,9558.6581971805,-1709.949951171875,-4383.93994140625,244.4600067138672,-15863.199462890625,27038.60107421875,-4711.7999267578125,1177.300033569336,-2626.199951171875,-5264.6002197265625,0.0,-0.7413645949651007,1.8448100526263553,2.8009579408862164,bf81d8692db,games5425898691,20.0,-1546.0699462890625,-4531.669921875,212.75,-18479.69970703125,8627.5,2315.0999450683594,-3987.39990234375,-1674.1999816894531,3397.9998779296875,255.0,10.0,,-0.4559422707651298,2.9106036031979374,0.6516886577951899,True,12,11,False,62.4705205271321,True,,76561198039309853,enpitsu,25.0,34.79999923706055,-5621.27978515625,27.610000610351562,-2592.9000854492188,-1786.7999267578125,70.50000190734863,4.399999976158142,-58.89999866485596,-1525.0999450683594,255.0,128.0,False,0.05202070343249281,2.022512068897293,0.017304174298902394,True,False,6,6,202.0,False,,New Kenny S Dumortier,76561198257179744,6,-1594.1500244140625,-4587.080078125,169.74000549316406,12443.399658203125,457.59998321533203,-232.00000762939453,-4278.2000732421875,-1820.2999877929688,-2938.0999755859375,255.0,109.0,False,0.029921717319200698,2.14601533344007,2.5684015171545447,True,16,13,False,255.0,False,,MatzeXX,76561197980958157,12.0,525.47998046875,-1281.1400146484375,17.0,-10608.499755859375,7515.0,3.6000001430511475,0.5999999865889549,-0.5000000074505806,2237.899932861328,255.0,255.0,0.009566088396675054,2.583187708307306,6.917298740774912e-05,True,4,False,4,31.0,False,,
55,3175,100.0,False,False,0,2512.8363482063874,-3298.830078125,4404.64013671875,333.29998779296875,-10699.000244140625,95.60000419616699,9267.80029296875,1313.2000732421875,3820.7000732421875,4435.799865722656,0.0,1.0863577116362848,1.1147557655744862,2.225208021790142,bf81d8692db,games5425898691,20.0,-3230.06005859375,4467.9599609375,191.00999450683594,-12987.5,12530.699462890625,1333.2000732421875,5462.8997802734375,-287.09999084472656,569.0000152587891,255.0,243.0,,-0.7209807698576197,3.128509844398635,-0.5037535345180518,True,14,13,False,255.0,False,,76561198039309853,enpitsu,25.0,-109.83000183105469,-842.760009765625,17.049999237060547,-9352.60009765625,16046.400146484375,3.0000001192092896,0.0,0.0,2031.9999694824219,255.0,128.0,,0.016769674694302197,2.1706203921297216,2.903602995108834e-06,True,False,8,8,222.0,False,,New Kenny S Dumortier,76561198257179744,6,3306.570068359375,2293.14990234375,17.030000686645508,-9525.700073242188,19349.599609375,5.099999904632568,-0.29999999329447746,0.5000000074505806,116.5999984741211,255.0,128.0,,0.016768593185522096,2.0400348751778146,-8.678895027284153e-05,True,16,14,False,246.0,False,,MatzeXX,76561197980958157,14.0,-525.27001953125,5210.35986328125,17.020000457763672,-1529.4000244140625,1336.6999816894531,0.7999999821186066,-1.5000000596046448,0.0,142.39999771118164,0.0,0.0,0.009770890257402437,2.786740998757623,-6.940807304292855e-05,True,6,False,6,122.0,False,,False
