,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,211,1,True,1,5052.544721464383,-333.010009765625,239.2100067138672,106.69999694824219,2521.1000061035156,26140.10009765625,8078.4002685546875,2498.300018310547,-2384.600067138672,-4002.3001098632812,1.0,0.672069494307973,-1.8127552829188822,-1.6131767132439636,76561197969158299,LeJon Brames,8.0,-375.4200134277344,73.16000366210938,20.040000915527344,-4426.9000244140625,18894.000244140625,2053.8999938964844,1103.0999755859375,2217.899932861328,-2444.9000549316406,255.0,105.0,,0.01530303646608986,1.403871753036883,0.03381802430692351,True,False,False,3,18.100679661638,True,,76561198048462505,EmeraldRaccoon,5.0,-565.010009765625,-129.1999969482422,18.139999389648438,-3060.8999633789062,-4133.500061035156,45.39999961853027,-10.90000033378601,6.200000047683716,-1740.2000427246094,0.0,250.0,,-0.016471037428547487,2.3891055569004194,5.1037854378180725e-05,True,4,4,False,31.0,False,,enpitsu,76561198039309853,26,337.2200012207031,206.00999450683594,16.469999313354492,-1747.7000427246094,988.7000274658203,97.20000267028809,-30.999999046325684,-20.499999523162842,-899.3000030517578,255.0,0.0,,-0.014433350223093696,0.3294319445529698,-0.001638995478658107,True,0.0,False,2,2,False,,games5425898691,bf81d8692db,19.0,-3994.260009765625,3333.219970703125,76.62999725341797,3792.39990234375,-13130.50048828125,-3199.7000122070312,1145.5999755859375,-2221.3999938964844,1576.9000244140625,255.0,255.0,,-0.2777965396552649,-1.8938645365442817,-0.6995053408766462,True,251.8793805568449,True,False,False,False,
1,1121,25,False,1,4036.150294938559,-1988.9000244140625,2317.260009765625,225.67999267578125,11175.0,22249.7998046875,-5609.7998046875,-3007.9998779296875,561.6999816894531,-5160.999755859375,1.0,-0.46271692924579205,-0.3997923801941619,2.4475418156393096,76561197969158299,LeJon Brames,8.0,-2044.1700439453125,2140.179931640625,274.55999755859375,-6376.5997314453125,21991.99951171875,2164.7999572753906,-3279.89990234375,-4315.299987792969,-932.6999664306641,255.0,215.0,,-0.33683804913206056,1.4602162271364714,-0.5826226994721451,True,9,False,10,106.15568180238051,True,,76561198048462505,EmeraldRaccoon,5.0,-3880.4599609375,3971.030029296875,61.709999084472656,-3045.0,-13879.200439453125,-3057.9000854492188,-1748.9999389648438,-1796.6999816894531,820.0,255.0,211.0,False,-0.20067278972814465,-1.3542257021442607,-0.6002222817407304,True,8,8,False,248.77652490010826,True,,enpitsu,76561198039309853,26,-1977.0400390625,3558.8798828125,17.040000915527344,14245.30029296875,-3101.9000244140625,5.0,-1.0999999940395355,0.09999999776482582,2990.7000732421875,255.0,255.0,False,-0.01677698390457284,-3.1025685387406368,5.571426949182652e-05,True,147.0,False,6,6,False,,games5425898691,bf81d8692db,19.0,-1853.4100341796875,2783.919921875,165.66000366210938,-11976.199951171875,-19521.400146484375,2116.999969482422,354.0999984741211,508.10001373291016,712.3999786376953,255.0,188.0,,0.6808760391313634,-1.3332804753196867,-0.15257635965278699,True,31.54041310279601,True,False,16,14,
2,1427,36,True,1,3046.2074024574445,-1561.199951171875,3339.570068359375,497.6600036621094,12572.7001953125,25643.20068359375,-3421.300048828125,-4596.600036621094,1868.8999938964844,861.8000030517578,1.0,0.8879752832443631,-1.9461080941631799,1.5490704062351153,76561197969158299,LeJon Brames,8.0,-1663.1400146484375,3099.27001953125,381.1000061035156,7727.8997802734375,17694.3994140625,3405.4998779296875,2211.999969482422,2932.39990234375,4093.5000610351562,255.0,24.0,False,0.34740644071064963,2.6164930856545934,1.2232347489443167,True,13,False,14,145.72220236255274,True,,76561198048462505,EmeraldRaccoon,5.0,-4077.64990234375,-561.2100219726562,1102.469970703125,1.899999976158142,-11193.800048828125,-4366.7999267578125,2743.3999633789062,0.29999999329447746,0.0,255.0,238.0,False,-0.5083301239823743,-1.5513227821682571,-1.580199795038222,True,12,12,False,123.0,False,,enpitsu,76561198039309853,26,-1064.3900146484375,3644.830078125,238.30999755859375,-12758.1005859375,7544.7998046875,3310.10009765625,1344.4000244140625,731.3999938964844,1621.4999389648438,128.0,255.0,False,0.7522564860629584,-0.37514703883543793,-0.4532065705746887,True,33.50175487610602,True,8,7,False,,games5425898691,bf81d8692db,19.0,-2974.659912109375,2302.360107421875,16.6299991607666,-1934.6000671386719,18283.499755859375,80.60000419616699,5.400000214576721,-28.299999237060547,1490.8999633789062,255.0,184.0,,-0.009708492566421855,1.4069398133747542,0.0015627071571596512,False,0.0,False,False,24,22,
3,1867,43,True,0,3246.437962728419,1025.6700439453125,2523.409912109375,122.19999694824219,-2589.7000122070312,26474.69970703125,4310.400085449219,-389.59999084472656,973.1999969482422,-5907.60009765625,0.0,-0.3424360953086981,-2.047717840851083,-1.9431889278221341,bf81d8692db,games5425898691,19.0,1060.1099853515625,2290.52001953125,75.23999786376953,-8657.39990234375,14199.3994140625,2636.9000244140625,5010.0,313.1999969482422,305.40000915527344,128.0,94.0,,-0.055769224284111935,2.374732497699577,-0.23226668619852203,True,4,False,6,150.0,False,,76561198039309853,enpitsu,26.0,-110.69000244140625,4060.77001953125,17.059999465942383,-11681.300048828125,-2781.4999389648438,1.1999999731779099,-0.5000000074505806,0.0,-667.9000091552734,255.0,128.0,False,0.016716243085393174,-2.961666899927038,0.0002999799817969951,True,2,2,False,76.0,False,,EmeraldRaccoon,76561198048462505,5,416.7900085449219,603.6500244140625,18.34000015258789,-11065.699462890625,13745.10009765625,-3.6000001430511475,0.3999999910593033,-0.5000000074505806,-14.500000476837158,255.0,128.0,False,0.017066416343392423,2.2468515937403355,3.8894471113092626e-05,True,12.459664470405999,True,4,4,False,,LeJon Brames,76561197969158299,8.0,2373.25,4420.52978515625,17.010000228881836,-10718.599853515625,-1294.7999572753906,2.3999999463558197,-0.7999999821186066,0.0,-2321.3999938964844,255.0,20.0,False,0.009550546991607213,-3.074484204608644,-5.187089952867157e-05,True,255.0,False,False,6,6,
4,2309,50,False,1,4256.266866913122,-2631.39990234375,2758.139892578125,204.2899932861328,18926.500244140625,14417.80029296875,2200.2000427246094,-2046.199951171875,-5231.9000244140625,-1185.2999877929688,1.0,-0.5787480552985294,0.5986585200461675,-2.6039395558631595,76561197969158299,LeJon Brames,8.0,-2845.669921875,2679.739990234375,148.13999938964844,14095.6005859375,15667.60009765625,2357.2000122070312,-672.5,4697.099914550781,-1457.2999572753906,255.0,105.0,True,-0.035998194562461304,2.829601093702217,0.04046231303706132,,3,False,4,150.14283014369263,True,,76561198048462505,EmeraldRaccoon,5.0,-2123.8798828125,-4431.169921875,18.350000381469727,14285.699462890625,6394.0997314453125,-1.8000000715255737,-0.19999999552965164,-0.0,2075.0999450683594,255.0,255.0,False,-0.017055661322352166,2.6486763092169663,2.394660527644556e-05,True,6,6,False,231.74210770412157,True,,enpitsu,76561198039309853,26,-1603.18994140625,3831.47998046875,17.049999237060547,5436.500244140625,5171.9000244140625,2.5999999046325684,1.7000000178813934,1.899999976158142,-161.00000381469727,128.0,255.0,False,-0.01685330267054723,2.3826855039589208,-6.880562781156878e-05,True,31.0,False,2,2,False,,games5425898691,bf81d8692db,19.0,-403.2300109863281,5629.93017578125,27.899999618530273,-225.6999969482422,-599.7000122070312,-23.19999933242798,1.5000000596046448,-6.499999761581421,148.00000190734863,255.0,155.0,,-0.044936298164548284,-1.1238952515221705,-0.017021632771880575,True,226.0,False,False,False,False,
5,3629,98,False,1,5193.185664035397,-2779.760009765625,1471.489990234375,107.9000015258789,16472.19970703125,22859.89990234375,-978.0999755859375,-331.19998931884766,1050.999984741211,4988.599853515625,1.0,-0.9761015731177918,2.275953900647868,1.2598406241706317,76561198048462505,EmeraldRaccoon,5.0,-2935.610107421875,1307.280029296875,23.299999237060547,11541.099853515625,18138.199462890625,2999.5001220703125,-0.0,-0.0,-37.69999980926514,255.0,,,-0.0170669321755574,2.138555134837473,1.1707534627130137e-05,True,14,False,17,215.0,False,,76561197969158299,LeJon Brames,8.0,-763.1300048828125,-3306.780029296875,17.010000228881836,-8088.800048828125,6507.60009765625,2.3000000417232513,-1.8000000715255737,1.2999999523162842,-1811.3999938964844,255.0,50.0,,-0.009538512520363387,0.6978375515000489,-0.00018070498140597684,True,4,6,4,254.0,False,,enpitsu,76561198039309853,26,-1171.1099853515625,2969.760009765625,17.049999237060547,-2640.8999633789062,9913.599853515625,2.5999999046325684,0.29999999329447746,-0.0,0.0,255.0,,,-0.01671986019527038,1.3104326166194349,3.7381360632047917e-06,True,249.0,False,8,8,False,,games5425898691,bf81d8692db,19.0,-2732.22998046875,1243.93994140625,17.010000228881836,-18458.499755859375,11026.500244140625,2.0999999344348907,2.0999999344348907,-1.1999999731779099,-982.3000335693359,255.0,0.0,,-0.009595011071911061,0.5386118731431022,-0.0002138357814281987,True,,False,False,26,20,
6,4634,134,False,1,3336.456570612109,869.3300170898438,1803.6500244140625,582.1400146484375,-7814.0997314453125,19928.599853515625,1869.4999694824219,9.900000095367432,-3563.800048828125,4826.7999267578125,1.0,0.3349997717097414,1.3648644830712946,0.6605555010557665,76561198048462505,EmeraldRaccoon,5.0,917.77001953125,1677.5899658203125,446.54998779296875,11105.899658203125,11066.8994140625,794.0000152587891,4695.10009765625,872.7999877929688,1699.4000244140625,255.0,239.0,False,0.679491325361224,2.624726604366367,0.3907424410411566,True,8,False,12,81.69809029691966,True,,76561197969158299,LeJon Brames,8.0,3461.489990234375,2942.510009765625,106.41000366210938,3885.4000854492188,-19828.299560546875,-152.70000457763672,5308.2000732421875,1434.2999267578125,120.50000190734863,255.0,128.0,False,0.29409487283343894,1.1394634666721923,3.0713997881632933,False,13,18,4,113.0,False,,enpitsu,76561198039309853,26,156.25,4452.64990234375,17.049999237060547,5528.800048828125,5015.4998779296875,2.7000001072883606,1.2999999523162842,1.1999999731779099,-119.0999984741211,0.0,128.0,False,-0.0169194302752078,-0.7131948077982941,0.00021769744350621527,True,48.0,False,20,18,False,,games5425898691,bf81d8692db,19.0,3358.239990234375,-1728.52001953125,17.020000457763672,-13230.6005859375,-4593.800048828125,1.2999999523162842,-0.29999999329447746,-0.0,-2170.800018310547,255.0,0.0,,-0.009579539207447408,-0.26705697236766485,-3.5917109645376303e-05,True,255.0,False,False,34,28,
7,5055,150,False,1,4051.8863165684375,2090.159912109375,1268.0799560546875,418.2200012207031,-5822.19970703125,17255.10009765625,7770.10009765625,3111.400146484375,-789.8000335693359,1587.5999450683594,1.0,1.1263750407094875,-1.6750695210874496,1.5334507397989807,76561198048462505,EmeraldRaccoon,5.0,2150.949951171875,1221.9200439453125,233.97000122070312,1176.2999725341797,21600.30029296875,1666.4999389648438,1860.8000183105469,-2292.5,2022.5,255.0,128.0,,1.2554978199571405,0.9831500202932677,-0.5253245686884002,,13,False,18,92.24052467910191,True,,76561197969158299,LeJon Brames,8.0,1781.530029296875,-2352.050048828125,17.010000228881836,9758.900146484375,8780.30029296875,2.0999999344348907,1.4000000059604645,2.0000000298023224,496.8000030517578,128.0,179.0,False,-0.009608219115368414,2.3997973722559065,-4.323597195092786e-05,True,16,20,4,233.0,False,,enpitsu,76561198039309853,26,315.1400146484375,5568.66015625,25.530000686645508,3372.2000122070312,3088.2998657226562,120.9000015258789,0.9000000357627869,36.500000953674316,-1111.9999694824219,255.0,128.0,False,-0.049454528964665026,-2.172463752765093,0.022073980628672586,True,255.0,False,26,24,False,,games5425898691,bf81d8692db,19.0,2281.02001953125,2223.89990234375,86.12000274658203,-7638.0999755859375,-10506.800537109375,3136.099853515625,-1706.9000244140625,750.5000305175781,1446.9000244140625,255.0,128.0,,0.13782187290121667,-1.2701224968236147,-0.011862446763650092,True,184.30610728520222,True,False,38,30,
8,5453,164,False,1,2925.0857007498184,3399.510009765625,3627.199951171875,234.1699981689453,-12798.199462890625,24423.89892578125,-902.3999786376953,3623.800048828125,-881.9000244140625,197.09999084472656,1.0,0.7400574547451447,-2.7709134805393085,1.7483213163582914,76561197969158299,LeJon Brames,8.0,3560.889892578125,3478.919921875,187.82000732421875,-5797.0001220703125,19651.600341796875,1288.9999389648438,-783.3999633789062,-5301.7999267578125,-1235.4000091552734,255.0,254.0,True,-0.011531154689369815,1.3895755214345957,-0.7014399647309042,True,17,4,24,46.405763326152695,True,,76561198048462505,EmeraldRaccoon,5.0,1774.5799560546875,727.5,18.350000381469727,-12639.7998046875,7127.2998046875,0.3999999910593033,0.29999999329447746,0.19999999552965164,-1.1999999731779099,255.0,128.0,False,-0.017111972349419215,0.5136271226176529,1.8615712573953643e-05,True,14,18,False,213.0,False,,enpitsu,76561198039309853,26,3652.429931640625,2700.2099609375,17.059999465942383,-1487.8999328613281,11785.2001953125,1.1999999731779099,0.19999999552965164,-2.199999988079071,902.5,255.0,128.0,False,-0.01671411288840443,1.3798643548032126,-0.0003002799276116398,True,0.0,False,30,28,False,,games5425898691,bf81d8692db,19.0,710.1699829101562,4827.2900390625,17.010000228881836,-5075.10009765625,3293.800048828125,2.0000000298023224,-0.5000000074505806,-0.5000000074505806,0.0,0.0,128.0,,-0.009756366358699585,-2.565924810459999,2.036101251157269e-05,True,221.0,False,False,40,34,
9,6065,186,False,1,5425.398499749271,-2637.739990234375,1023.25,134.86000061035156,10618.199462890625,17781.199951171875,6006.7999267578125,4749.200134277344,-3362.39990234375,1462.4000549316406,1.0,1.056296803582749,-0.35789722104146404,-2.0142090944211937,76561198048462505,EmeraldRaccoon,5.0,-2759.860107421875,841.8800048828125,18.329999923706055,13484.69970703125,17194.599609375,-1.0999999940395355,-3.6000001430511475,-4.600000083446503,1401.4999389648438,255.0,152.0,False,-0.017058657267985923,2.195218027455447,0.0002182763701906441,False,20,False,28,189.21704089769756,True,,76561197969158299,LeJon Brames,8.0,-1814.969970703125,-2685.639892578125,17.010000228881836,695.8000183105469,14031.500244140625,2.0999999344348907,-0.09999999776482582,-0.7000000029802322,0.0,255.0,128.0,False,-0.009571732367939578,1.620366077634856,6.0356548304176235e-05,True,24,32,4,244.0,False,,enpitsu,76561198039309853,26,3454.18994140625,749.5,17.010000228881836,-6929.0997314453125,21931.39892578125,3.400000035762787,-0.0,-0.0,5.899999737739563,255.0,128.0,False,-0.016784593454497662,1.2641382209831815,-7.733453818591593e-06,True,210.0,False,38,34,False,,games5425898691,bf81d8692db,19.0,-3641.300048828125,2343.909912109375,17.010000228881836,7598.0999755859375,21434.09912109375,6.200000047683716,0.7000000029802322,21.600000858306885,0.5000000074505806,255.0,128.0,,-0.009246491816838716,1.9111636344485834,-0.0010161257223895931,True,31.0,False,False,44,36,
