,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,170,0.0,False,False,0,5205.246823276635,31.040000915527344,17.969999313354492,121.25,6540.999755859375,1648.699951171875,3185.0,503.49998474121094,347.7000045776367,581.8999862670898,0.0,0.18979574408612576,0.33544386035130735,-0.20465243936717867,76561198067685870,Ferrero,16.0,-79.47000122070312,-135.42999267578125,87.0,4865.4998779296875,11608.900146484375,3037.2000122070312,637.7999877929688,772.9000091552734,-5407.8997802734375,255.0,255.0,,0.46778838208633045,0.7757675024221969,-0.4229663316323753,True,0.0,False,3,False,4,,b364493a17b,BushNMaster,19.0,-2909.72998046875,-3940.260009765625,16.850000381469727,-9048.099975585938,-9170.800170898438,36.70000076293945,-20.899999141693115,-5.799999833106995,2029.7000122070312,255.0,255.0,,0.010161277832614318,-2.318643175924883,-0.0008809408570766758,True,6.0,False,4,4,False,,enpitsu,76561198039309853,26,45.29999923706055,170.5500030517578,95.98999786376953,-14308.299560546875,-17858.199462890625,2172.2000122070312,4292.300109863281,-3438.800048828125,0.0,255.0,128.0,,0.762106947465397,-2.24622969583861,1.8062470229419758e-05,True,1,0.0,False,2,False,,games5425898691,bf81d8692db,19.0,-130.50999450683594,4745.08984375,17.010000228881836,1887.1000671386719,-4750.299987792969,2.0999999344348907,0.0,0.5000000074505806,0.0,255.0,128.0,0.009452535747618807,-1.1926331532005225,4.56038493106883e-05,True,4,False,4,116.0,False,,
1,171,0.0,False,False,1,5237.422956793152,-59.90999984741211,-9.449999809265137,131.3699951171875,-8400.10009765625,6891.9000244140625,1934.6000671386719,1821.199951171875,465.09998321533203,5697.8997802734375,1.0,-0.20030582647794007,-0.48287560462354084,-0.24274604526330434,76561198039309853,enpitsu,26.0,24.6299991607666,-138.58999633789062,101.12999725341797,5892.9998779296875,506.8000030517578,135.0,-4957.300109863281,-729.1000366210938,2267.7999877929688,255.0,128.0,,-1.3454515210614046,-2.780802164429416,-2.1544742281701015,True,0.0,False,1,False,2,,bf81d8692db,games5425898691,19.0,125.62999725341797,-4732.7998046875,17.010000228881836,-1985.3999328613281,4997.5,2.0999999344348907,-0.09999999776482582,-0.5000000074505806,0.0,255.0,128.0,,-0.009452535747618807,1.1926331532005225,4.56038493106883e-05,True,116.0,False,4,4,False,,Ferrero,76561198067685870,16,70.72000122070312,107.48999786376953,109.72000122070312,-809.4000244140625,-2140.8999633789062,284.7999954223633,5319.7998046875,-1304.7999572753906,-496.3999938964844,255.0,255.0,,-0.6679267460931434,-0.19375528445609885,-0.8123957426769505,True,3,0.0,False,4,False,,BushNMaster,b364493a17b,19.0,2931.7099609375,3963.840087890625,16.920000076293945,8657.5,9568.200073242188,23.499999046325684,13.09999942779541,4.000000059604645,2113.3999633789062,255.0,255.0,-0.009946083966903543,2.266434139099309,-0.0005465425054990467,True,4,False,4,255.0,False,40.0,
2,271,3.0,True,False,1,4645.135719709784,-2168.719970703125,1649.3299560546875,93.1500015258789,-4071.099853515625,3100.8999633789062,0.0,-3398.2000732421875,-4461.499938964844,1700.5999755859375,1.0,0.4794454393982463,2.5257493396983324,0.8250730200190477,bf81d8692db,games5425898691,19.0,-2259.889892578125,1447.719970703125,17.010000228881836,-1323.6000061035156,22961.79931640625,-0.29999999329447746,-0.0,4.399999976158142,-815.5000305175781,255.0,128.0,,-0.009612915028437872,1.5659116184918407,7.688530656936249e-05,True,18.477548340315458,True,4,False,4,,76561198039309853,enpitsu,26.0,4081.080078125,-373.42999267578125,263.989990234375,301.200008392334,-10588.399658203125,8759.7998046875,2097.7000427246094,-1320.8999633789062,-164.20000076293945,255.0,0.0,False,0.6861958535581317,-1.5863210657226796,1.5482733211530784,True,255.0,False,4,4,False,,Ferrero,76561198067685870,17,-1668.989990234375,1897.7099609375,17.010000228881836,-2827.39990234375,14498.399658203125,2.0999999344348907,-0.5000000074505806,4.099999964237213,-654.1000366210938,255.0,128.0,False,-0.00960057622880738,1.4184205945797548,2.8917109403983226e-05,True,4,4.0,False,4,False,,BushNMaster,b364493a17b,19.0,-1890.3599853515625,2714.81005859375,19.440000534057617,-14700.799560546875,-17434.599609375,2943.699951171875,-0.29999999329447746,-0.29999999329447746,1568.699951171875,255.0,255.0,-0.00960734663048291,-0.905695114612084,0.000193009237667697,True,6,False,7,181.0,False,,
3,576,5.0,False,False,1,5251.0128441178185,16.649999618530273,-36.86000061035156,126.12000274658203,14324.3994140625,8628.599853515625,8147.5,3067.2000122070312,-151.30000114440918,-5154.5001220703125,1.0,-0.002496552868124737,0.029297672726074475,-0.238315840844223,76561198039309853,enpitsu,26.0,-38.95000076293945,-205.80999755859375,94.0999984741211,-850.9999847412109,22894.69970703125,1942.8999328613281,-5484.7998046875,-348.1999969482422,-212.29999542236328,255.0,0.0,,-0.7763925777487944,1.5453454810040164,-0.01302761611498506,True,31.0,False,1,False,2,,bf81d8692db,games5425898691,19.0,-0.0,-5254.0498046875,17.010000228881836,-0.0,2914.4000244140625,2.0999999344348907,-0.7999999821186066,-0.0,0.0,255.0,,,-0.009391819022345399,1.5707878295104034,3.9981008938747724e-08,True,116.0,False,False,False,False,,Ferrero,76561198067685870,16,5.71999979019165,200.8800048828125,97.05999755859375,331.89998626708984,-22968.1005859375,1.4000000059604645,5499.4000244140625,79.80000019073486,0.0,255.0,128.0,,-1.391548740035022,-1.58537521686332,3.7959725282726184e-05,True,3,9.0,False,4,False,,BushNMaster,b364493a17b,19.0,3260.85009765625,3885.050048828125,17.010000228881836,10729.000244140625,-15481.600341796875,2.3999999463558197,-0.0,-0.0,-1999.4000244140625,255.0,0.0,-0.009581488934388592,-2.101787788599039,4.129109337165337e-06,True,4,False,4,255.0,False,,
4,577,5.0,False,False,0,5167.566375127457,-55.470001220703125,41.25,149.07000732421875,-13417.099609375,8345.2001953125,6348.900146484375,825.9999847412109,-338.3000183105469,4826.000061035156,0.0,0.007374076719950961,-0.08658565292115647,-0.31854355071986284,76561198067685870,Ferrero,16.0,-16.959999084472656,-90.08000183105469,117.68000030517578,-2945.2999877929688,2937.39990234375,5267.0001220703125,1402.7000427246094,-926.9999694824219,3966.7001342773438,255.0,128.0,,1.4462129256437137,1.0268619019251044,-0.509934785542883,True,9.0,False,3,False,4,,b364493a17b,BushNMaster,19.0,-3260.85009765625,-3885.050048828125,17.010000228881836,-10729.000244140625,15481.600341796875,2.3999999463558197,0.0,0.0,-1999.4000244140625,255.0,0.0,,0.009581488934388592,2.101787788599039,4.129109337165337e-06,True,255.0,False,4,4,False,,enpitsu,76561198039309853,26,60.380001068115234,128.0800018310547,98.94999694824219,3147.0999145507812,-2225.2000427246094,87.29999542236328,3680.8999633789062,-2610.0,-3144.5001220703125,255.0,0.0,,1.5033095507452774,-0.4154364423197188,1.8151213740607979,True,1,31.0,False,2,False,,games5425898691,bf81d8692db,19.0,0.0,5224.919921875,17.010000228881836,0.0,-3956.7999267578125,2.0999999344348907,0.7999999821186066,0.0,0.0,255.0,,0.009407078266615514,-1.5707879012257133,3.964947833289374e-08,True,False,False,False,116.0,False,,
5,652,8.0,False,False,0,3883.776549567285,-3325.360107421875,2109.830078125,232.85000610351562,2905.8999633789062,29499.09912109375,8982.000122070312,-156.00000381469727,-5262.19970703125,1556.1000061035156,0.0,-0.9519921481841502,-1.799280317662184,-2.942786073101196,b364493a17b,BushNMaster,19.0,-3388.8701171875,1842.449951171875,120.1500015258789,1351.6000366210938,22355.0,5237.0001220703125,615.8000183105469,93.29999923706055,764.4999694824219,0.0,128.0,,-0.008541460171798165,1.7426617676744809,-0.0006745458072070656,True,245.63743634890486,True,4,4,6,,76561198067685870,Ferrero,17.0,-1179.3399658203125,-85.66000366210938,17.010000228881836,-7025.10009765625,-9585.10009765625,0.09999999776482582,1.0000000149011612,1.0000000149011612,2273.800048828125,255.0,255.0,False,0.00955730337635324,-2.1597474558931413,9.90343002217022e-05,False,17.065143990260296,True,4,4,False,,enpitsu,76561198039309853,26,14.680000305175781,1505.0699462890625,101.68000030517578,-277.1999931335449,17230.899658203125,-163.60000610351562,-5499.7998046875,-42.30000019073486,-2.3999999463558197,255.0,128.0,,0.43588736518350013,-1.5628797255347382,-3.141089706463286,True,3,0.0,False,4,False,,games5425898691,bf81d8692db,19.0,-1170.780029296875,5088.02978515625,86.66000366210938,7384.69970703125,814.0000152587891,412.79998779296875,1668.3000183105469,2690.7000732421875,-700.5999755859375,255.0,0.0,-0.13467680571165247,0.11237465608916208,1.1039446057923232,True,False,False,False,70.0,False,,
6,726,10.0,False,False,1,9738.391956348998,-153.72999572753906,-4541.64990234375,289.510009765625,-20275.0,-8497.80029296875,103.19999694824219,2181.7999267578125,-5583.499755859375,-250.9000015258789,1.0,0.8996847614159513,2.5704746301287718,1.0743603102928043,76561198039309853,enpitsu,26.0,-79.54000091552734,-4460.27001953125,146.4600067138672,598.3000183105469,-544.0999984741211,2465.0999450683594,-4799.2999267578125,2686.099853515625,-25.59999942779541,0.0,128.0,,0.7884213065751287,-1.0558072766844675,0.005322463944844822,True,61.0,False,5,False,6,,bf81d8692db,games5425898691,19.0,56.119998931884766,-4484.1201171875,17.010000228881836,-12679.3994140625,-636.1000061035156,0.0,-1.7000000178813934,-0.19999999552965164,-1540.5000305175781,255.0,25.0,,-0.00954882292459019,-0.03466277702000383,-0.00022837160251340996,True,31.0,False,False,False,False,,Ferrero,76561198067685870,17,1810.0,3341.56005859375,21.979999542236328,-10794.200439453125,-2485.800018310547,2998.900146484375,1.899999976158142,0.7999999821186066,479.1999816894531,255.0,128.0,False,-0.009533982534630685,-0.2746565094783371,-0.0002999128418515571,True,4,,False,7,False,,BushNMaster,b364493a17b,19.0,3352.27001953125,-3107.469970703125,87.76000213623047,6235.7000732421875,18104.300537109375,-158.59999656677246,-5104.200134277344,2048.5000610351562,-10.399999618530273,255.0,128.0,-0.08628821532529314,-1.1892963071911444,-3.13964548770988,True,5,4,8,243.0,False,,
7,788,13.0,False,False,1,10409.236078132051,-3451.820068359375,-4317.72998046875,103.47000122070312,-9024.500122070312,3721.4999389648438,2133.9999389648438,-1854.1000366210938,-5496.9000244140625,1531.6000366210938,1.0,0.696950308562296,2.1937985563038773,-1.8196141581657421,bf81d8692db,games5425898691,19.0,-3273.719970703125,-4224.60009765625,17.020000457763672,-13326.700439453125,-6863.499755859375,-1.7000000178813934,-2.0999999344348907,-0.9000000357627869,-1970.5000305175781,255.0,0.0,,-0.009601304898818185,-0.4273186125159926,-0.00010837145368187288,True,223.66418052745124,True,4,False,4,,76561198039309853,enpitsu,26.0,-289.19000244140625,-4525.1201171875,17.049999237060547,4580.7000732421875,-664.4000244140625,3.0000001192092896,-0.3999999910593033,0.09999999776482582,-2008.3000183105469,0.0,128.0,,-0.016928473676213723,0.3914044892040323,-8.348712176656242e-05,True,61.0,False,6,6,False,,Ferrero,76561198067685870,17,-1648.6700439453125,4118.259765625,16.979999542236328,-16758.199462890625,7644.0997314453125,5.899999737739563,-0.19999999552965164,-0.0,6.9999998807907104,255.0,128.0,False,-0.009582113893692679,0.4269548373691674,-2.9250384717385115e-05,True,6,31.0,False,8,False,,BushNMaster,b364493a17b,19.0,3932.2099609375,1548.780029296875,38.119998931884766,-1315.2999877929688,21777.39990234375,-483.6000061035156,-244.79999542236328,555.2000045776367,548.4999847412109,255.0,128.0,-0.04820497325423609,1.4932791522533841,-0.4109923292301733,False,8,4,10,255.0,False,,
8,801,13.0,False,False,1,10350.376373640214,-3860.469970703125,-4052.72998046875,499.69000244140625,-5001.499938964844,7562.7001953125,7492.60009765625,1028.3999633789062,-4519.89990234375,3809.4000244140625,1.0,-0.5210506090331375,0.1306940273009904,2.2507210437110374,bf81d8692db,games5425898691,19.0,-3864.72998046875,-4175.75,329.0,-6548.699951171875,7769.4000244140625,12365.999755859375,-975.6999969482422,-1097.300033569336,-1018.6000061035156,255.0,0.0,,0.8970741417059485,0.8761212684179037,1.6233734205939296,True,182.9553976751143,True,4,False,4,,76561198039309853,enpitsu,26.0,-19.790000915527344,-4715.89013671875,17.049999237060547,6525.2001953125,-5829.2999267578125,2.5999999046325684,0.3999999910593033,-0.5999999865889549,0.0,0.0,128.0,,-0.016880438117617982,0.7292675433554259,6.456958726830819e-05,True,61.0,False,6,6,False,,Ferrero,76561198067685870,17,-2599.330078125,4315.39013671875,16.989999771118164,-19220.2001953125,-2010.5999755859375,4.900000095367432,0.29999999329447746,-0.0,1950.7000732421875,255.0,255.0,False,-0.009586092891651153,-0.1724453349719419,4.342792902386478e-05,True,6,17.0,False,8,False,,BushNMaster,b364493a17b,19.0,3724.72998046875,2585.550048828125,16.809999465942383,-10248.399658203125,18522.80029296875,46.79999828338623,25.59999942779541,-59.099998474121094,1959.1000366210938,255.0,255.0,-0.008955036258050638,0.9923262488105913,0.004360358378132881,True,8,4,10,255.0,False,,
9,815,14.0,False,False,1,9875.908512330769,-3990.199951171875,-3442.4599609375,921.8300170898438,1998.3000183105469,15606.500244140625,9136.500244140625,-295.10000228881836,-877.0999908447266,1251.6999816894531,1.0,-0.7505135940958519,-2.6146687490465292,-2.3216964667881315,bf81d8692db,games5425898691,19.0,-4080.510009765625,-3534.949951171875,788.2000122070312,65.10000228881836,15320.50048828125,8112.80029296875,1663.800048828125,252.60000228881836,-1125.4000091552734,255.0,128.0,,0.5569995497049537,1.5880374150840548,1.588142028406149,True,139.0710450244206,True,4,False,4,,76561198039309853,enpitsu,26.0,321.6400146484375,-5020.97998046875,17.049999237060547,6327.0001220703125,-5654.000244140625,2.5999999046325684,0.5999999865889549,0.19999999552965164,0.0,255.0,0.0,,-0.01674884961433598,0.7292674482439776,2.2403163492285786e-05,True,61.0,False,6,6,False,,Ferrero,76561198067685870,17,-3333.070068359375,3819.68994140625,16.989999771118164,-9169.69970703125,-16987.5,2.5,0.29999999329447746,-0.0,1991.1000061035156,255.0,255.0,False,-0.009563810908373589,-1.148377379902086,2.4999234653437017e-05,True,6,233.0473805242969,True,8,False,,BushNMaster,b364493a17b,19.0,2917.7099609375,3207.169921875,116.22000122070312,-17774.200439453125,9599.89990234375,3909.5999145507812,-29.200000762939453,5.400000214576721,3986.400146484375,255.0,255.0,-0.008797295025930192,-0.2502937750142239,0.003330630426420149,True,8,4,12,255.0,False,,
