,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_double_jump_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_ball_cam,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_boost_collect,opp_2_handbrake
0,167,0,False,False,1,5116.207684922118,86.68000030517578,88.20999908447266,131.08999633789062,18621.700439453125,18601.300048828125,7899.1998291015625,4087.0999145507812,-3431.099853515625,-64.60000038146973,1.0,-0.1700328161376418,0.020932972684168542,-0.2066377071304255,bfc2f009f5b,BAH TA LA HAINE,8.0,-53.540000915527344,-33.56999969482422,15.40999984741211,12988.399658203125,13970.30029296875,225.6999969482422,-364.00001525878906,39.50000047683716,-2043.3999633789062,255.0,61.0,,0.016552135661042158,2.407473323224434,0.03025422736979233,True,4,False,4,8.467587314626222,True,,bd9c56ce0ab,IceManSrK,9.0,0.3499999940395355,-2255.840087890625,17.0,6.700000166893005,14098.499755859375,7.599999904632568,1.1999999731779099,-0.0,0.0,255.0,128.0,,-0.00962070332540976,1.5712920610815968,-2.3843372130723336e-06,False,4,4,116.0,False,True,,enpitsu,76561198039309853,27.0,1.899999976158142,2287.679931640625,17.010000228881836,637.599983215332,-13324.49951171875,15.59999942779541,-9.800000190734863,-3.4999999403953552,1287.4000549316406,255.0,255.0,,-0.017248442668633124,-1.61288898872247,0.00027144185670616817,True,127.0,False,2,2,False,,games5425898691,bf81d8692db,17.0,25.90999984741211,586.0900268554688,61.86000061035156,1900.8000183105469,-22716.99951171875,3010.8999633789062,4948.299865722656,2033.3999633789062,1276.2000274658203,255.0,163.0,-0.14003544651052288,-1.7185304410418287,-0.02530586467525221,True,4,False,31.0,False,3,,
1,249,3,False,False,1,2251.905269620538,2815.909912109375,3963.1298828125,227.5399932861328,-15699.599609375,10827.7001953125,7023.499755859375,4627.39990234375,-3795.7998657226562,422.5,1.0,0.2828436049224135,1.6589483522050141,2.723641709598321,bfc2f009f5b,BAH TA LA HAINE,8.0,2871.68994140625,3849.489990234375,93.45999908447266,-1910.2999877929688,11753.00048828125,3626.099853515625,-152.39999771118164,-5474.0997314453125,510.09998321533203,128.0,255.0,,0.12750188070629562,1.871251348952112,-0.36279857823378936,True,5,False,8,0.0,False,,bd9c56ce0ab,IceManSrK,9.0,3868.139892578125,606.5900268554688,21.459999084472656,5332.39990234375,8121.7999267578125,725.1999664306641,120.0,-1713.2000732421875,2412.4000549316406,255.0,255.0,,0.08286786969984307,2.1437870128442307,-0.09160654402965245,False,4,4,255.0,False,True,,enpitsu,76561198039309853,27.0,1893.1300048828125,4226.77001953125,17.059999465942383,-1756.7999267578125,-953.7999725341797,1.1999999731779099,0.5000000074505806,-0.3999999910593033,1072.6000213623047,0.0,255.0,False,-0.016967134686526573,2.4044863918692623,0.00019696137760628573,True,91.0,False,2,2,False,,games5425898691,bf81d8692db,17.0,-3094.39990234375,-3981.260009765625,17.0,-20396.400146484375,3377.0999145507812,3.4999999403953552,-0.09999999776482582,-0.0,-2006.7999267578125,255.0,0.0,-0.009577620796629166,0.24188615957043266,-2.821461193665282e-05,True,4,False,255.0,False,4,,
2,357,6,False,True,1,2660.663608699054,-1262.2099609375,3583.9599609375,159.57000732421875,9243.599853515625,12466.99951171875,5830.4998779296875,3615.8999633789062,-1415.5999755859375,-4573.900146484375,1.0,-0.74674456339357,0.9632519749660443,-2.417240580237454,bd9c56ce0ab,IceManSrK,9.0,-1376.510009765625,3523.300048828125,113.61000061035156,-3401.4999389648438,21189.3994140625,1709.1999816894531,-2871.7999267578125,4665.299987792969,-486.3999938964844,128.0,0.0,,-0.2132950975445147,1.147001692842128,1.183606221486028,True,5,False,6,121.0,False,,bfc2f009f5b,BAH TA LA HAINE,8.0,2677.550048828125,2955.52001953125,99.61000061035156,-5221.199951171875,-19813.299560546875,-149.399995803833,5354.69970703125,-1255.6999969482422,-8.399999737739563,186.0,128.0,False,0.9185128275767432,1.8031900354907522,-3.1389869945886986,False,10,7,234.0,False,True,,enpitsu,76561198039309853,27.0,-1015.5399780273438,4239.6201171875,153.52999877929688,-5452.1002197265625,-13416.199951171875,3160.4000854492188,-228.50000381469727,-4203.0999755859375,-2122.5,128.0,0.0,,-0.018463368799094066,-1.492099229261864,0.04876490215214971,True,19.0,False,6,5,False,,games5425898691,bf81d8692db,17.0,-1434.43994140625,3589.820068359375,87.80999755859375,21436.201171875,8130.9002685546875,1040.5999755859375,824.4999694824219,5425.30029296875,-368.80001068115234,255.0,46.0,-0.9981260252804536,2.62101716119931,0.5856286017224784,True,8,False,172.0,False,7,,
3,362,7,False,False,0,9122.915339655616,1101.6300048828125,-3761.52001953125,253.07000732421875,-10157.39990234375,17803.399658203125,7251.5997314453125,1696.3999938964844,197.70000457763672,5751.6998291015625,0.0,0.27246476923968094,-1.6957241542363441,-2.772298868247973,76561198039309853,enpitsu,27.0,1113.1099853515625,-3988.75,191.8699951171875,5668.599853515625,14903.00048828125,122.70000457763672,759.1999816894531,5432.39990234375,-402.40001678466797,128.0,0.0,,0.06395686228067739,1.3932985311532826,1.332555440301172,True,5,False,6,19.0,False,,bf81d8692db,games5425898691,17.0,1355.0899658203125,-3963.52001953125,87.2699966430664,-4198.999938964844,-21516.0009765625,1197.0999908447266,-2122.100067138672,-4167.300109863281,-2894.5999145507812,255.0,37.0,,1.1375268967382517,-0.6664714313943052,-3.086559289919411,False,8,7,172.0,False,True,,IceManSrK,bd9c56ce0ab,9.0,1297.3199462890625,-3852.60009765625,140.6199951171875,-6295.2001953125,-17677.7001953125,-236.70000076293945,312.8000068664551,-5400.8001708984375,-991.2999725341797,128.0,0.0,,0.30857114583344225,-1.5371273212705,2.26499807003621,True,121.0,False,6,5,False,,BAH TA LA HAINE,bfc2f009f5b,8.0,-2586.199951171875,-2608.81005859375,94.93000030517578,5219.2999267578125,19807.19970703125,-637.2000122070312,-4304.100036621094,1008.8999938964844,-6.600000262260437,138.0,128.0,-1.1335226094846198,1.343917080607657,-0.003705878478468792,True,10,False,234.0,False,8,,False
4,428,9,False,False,1,5467.03837711202,1206.0400390625,-318.239990234375,132.64999389648438,-9209.400024414062,-9616.500244140625,3702.9998779296875,82.39999771118164,5814.5001220703125,1477.7000427246094,1.0,-0.48539389211525114,-0.04190296177216123,-2.513371895080564,bfc2f009f5b,BAH TA LA HAINE,8.0,1299.5699462890625,-349.69000244140625,14.710000038146973,-6653.599853515625,-10721.199951171875,151.09999656677246,-431.50001525878906,334.59999084472656,1649.4999694824219,214.0,128.0,False,-0.05235111841785751,-0.9699898578864868,-0.00883016581188133,True,8,False,10,237.0,False,,bd9c56ce0ab,IceManSrK,9.0,-433.6400146484375,4623.6298828125,17.0,-7059.1998291015625,-9775.499877929688,0.7000000029802322,-0.3999999910593033,-1.2999999523162842,121.5999984741211,255.0,128.0,,-0.009511874955418123,-0.9592044064336457,-0.00015467369337494408,False,6,6,67.74465380689146,True,False,,enpitsu,76561198039309853,27.0,-462.82000732421875,1225.5400390625,17.030000686645508,13944.599609375,-8135.999755859375,5.5000001192092896,0.5999999865889549,-0.29999999329447746,-1974.2999267578125,255.0,0.0,,-0.0167726786143269,-2.5567104043154587,-7.49264486034027e-05,True,0.0,False,6,6,False,,games5425898691,bf81d8692db,17.0,-836.8099975585938,4891.47998046875,48.290000915527344,646.3999938964844,-192.99999237060547,-279.0999984741211,2431.300048828125,-1450.7000732421875,-1450.3999328613281,255.0,128.0,0.07725901333733463,-0.38996640832143076,3.0648550765159968,True,8,False,172.0,False,8,,
5,458,10,False,False,1,6544.055713253806,199.63999938964844,-1366.9000244140625,144.75,-12326.199951171875,-11090.400390625,1474.1999816894531,2137.2000122070312,5217.39990234375,1916.0000610351562,1.0,-0.14540932748834612,-0.12320433702900417,-2.582637166444559,bfc2f009f5b,BAH TA LA HAINE,8.0,347.4200134277344,-1282.56005859375,17.010000228881836,-14039.300537109375,-5098.399963378906,1.899999976158142,0.5999999865889549,0.29999999329447746,-6.899999976158142,185.0,128.0,False,-0.009602343739889403,-0.3475094514326506,5.869359402589824e-05,True,8,False,10,217.0,False,,bd9c56ce0ab,IceManSrK,9.0,-2170.85009765625,4200.68994140625,17.0,-21495.0,981.6000366210938,0.7999999821186066,-2.3999999463558197,-0.09999999776482582,916.9000244140625,255.0,255.0,,-0.009537849675642923,0.0413000066687922,0.0001537544203521214,False,6,6,12.38340634684409,True,True,,enpitsu,76561198039309853,27.0,-89.37000274658203,-411.4599914550781,99.8499984741211,-5537.1002197265625,-21851.39892578125,227.5,5203.499755859375,-1781.199951171875,-21.80000066757202,255.0,0.0,,-1.3151286393790118,-1.2257342192101284,-0.01549977772139,True,6.0,False,8,7,False,,games5425898691,bf81d8692db,17.0,-880.1099853515625,4825.5,16.969999313354492,-3917.9000854492188,-257.60000228881836,12.400000095367432,-40.900001525878906,-3.799999952316284,-4.600000083446503,255.0,128.0,-0.009386955795886035,-0.06346087264390693,-0.002060785445512021,True,8,False,172.0,False,8,,
6,482,11,False,False,1,7828.729484728108,-787.2100219726562,-2505.639892578125,93.5999984741211,-8115.10009765625,-17139.200439453125,731.9999694824219,2283.000030517578,1776.3999938964844,-690.1999664306641,1.0,-1.086415720043492,-1.2659682152399527,-0.24310692134472753,bfc2f009f5b,BAH TA LA HAINE,8.0,-813.3099975585938,-2291.300048828125,17.0,-8976.599731445312,-17238.199462890625,4.4999998807907104,2.5999999046325684,14.299999475479126,29.700000286102295,181.0,128.0,False,-0.009774720035779935,-1.094333886310784,0.00045270284988579046,True,8,False,10,168.0,False,,bd9c56ce0ab,IceManSrK,9.0,-3566.199951171875,3374.68994140625,17.0,-4562.900085449219,-19216.99951171875,3.400000035762787,0.19999999552965164,0.09999999776482582,2053.0999755859375,255.0,255.0,,-0.009536211185252878,-1.4150248676378403,1.3369452162569719e-05,False,6,6,255.0,False,True,,enpitsu,76561198039309853,27.0,-604.6099853515625,-2440.090087890625,19.81999969482422,-5726.199951171875,-21389.7998046875,-1826.199951171875,2869.89990234375,-887.0999908447266,380.29998779296875,255.0,0.0,,0.0736052724809161,-1.3133795714650174,-0.0042570512612999795,True,2.8093848356636624,True,8,8,False,,games5425898691,bf81d8692db,17.0,-1599.56005859375,4487.66015625,17.010000228881836,-10449.3994140625,-9336.599731445312,-0.29999999329447746,-1.0999999940395355,-1.0000000149011612,203.09999465942383,255.0,139.0,-0.009577186166143411,-0.7448749902867169,-0.00015642420982676664,True,8,False,137.44143653685046,True,8,,
7,489,11,False,False,1,8273.652133973914,-982.1900024414062,-2917.64990234375,93.68000030517578,-7821.500244140625,-16652.5,384.00001525878906,3267.2000122070312,1138.499984741211,-690.1999664306641,1.0,-0.9791238879131416,0.22304614385404675,-1.7126707654651927,bfc2f009f5b,BAH TA LA HAINE,8.0,-1020.22998046875,-2746.889892578125,17.0,-6021.300048828125,-18559.300537109375,1.7000000178813934,1.1999999731779099,4.4999998807907104,925.8999633789062,255.0,128.0,False,-0.009602384684678215,-1.3090363646043652,-9.661337502025303e-06,True,8,False,10,164.85329871792948,True,,bd9c56ce0ab,IceManSrK,9.0,-3566.260009765625,2877.969970703125,17.0,2750.4998779296875,-18971.099853515625,3.100000023841858,-0.0,-1.0000000149011612,212.80000686645508,255.0,128.0,,-0.009566589857081025,-1.7374596021204125,-0.00014263803141241707,False,6,6,255.0,False,True,,enpitsu,76561198039309853,27.0,-746.9199829101562,-2950.989990234375,16.979999542236328,-7579.6002197265625,-21048.1005859375,15.499999523162842,-9.700000286102295,0.9000000357627869,-1686.1000061035156,255.0,0.0,,-0.017281665673540038,-1.1841628445433423,-0.0002811433356355567,True,0.0,False,8,8,False,,games5425898691,bf81d8692db,17.0,-1775.6800537109375,4297.4599609375,17.010000228881836,-9236.900024414062,-12502.900390625,0.0,0.7999999821186066,1.1999999731779099,1878.8999938964844,255.0,253.0,-0.009594773174838015,-0.9809035838619986,0.00013898141809817621,True,8,False,115.62421510040119,True,8,,
8,495,11,False,False,0,2711.615860927142,1148.68994140625,3358.9599609375,102.41999816894531,15830.400390625,16024.3994140625,2928.3999633789062,-2399.600067138672,-1914.6000671386719,-934.4999694824219,0.0,0.7214987721806503,-0.8061497664844687,-2.001946427831704,76561198039309853,enpitsu,27.0,907.969970703125,3261.179931640625,17.049999237060547,12611.99951171875,17886.8994140625,3.1999999284744263,1.0000000149011612,0.09999999776482582,-1995.5999755859375,255.0,0.0,,0.01682060615655281,0.8846628145201354,-8.59154440480648e-05,True,8,False,8,21.52922155267449,True,,bf81d8692db,games5425898691,17.0,1935.6500244140625,-3906.60009765625,17.010000228881836,2824.8001098632812,16950.0,1.5000000596046448,-0.3999999910593033,-2.199999988079071,1455.0,255.0,165.0,,0.00958217507706316,1.4741167618859943,-8.164474670081071e-05,False,8,8,105.0,False,True,,IceManSrK,bd9c56ce0ab,9.0,3487.60009765625,-2421.639892578125,17.0,-3423.9999389648438,18851.700439453125,3.100000023841858,0.0,0.7999999821186066,7.099999785423279,255.0,128.0,,0.009567349319537554,1.7513390505527888,-7.624510994727833e-05,True,255.0,False,6,6,False,,BAH TA LA HAINE,bfc2f009f5b,8.0,1108.8199462890625,3087.31005859375,17.030000686645508,4609.89990234375,20357.80029296875,-26.500000953674316,-102.89999961853027,-102.79999732971191,52.5,255.0,128.0,0.0076846479024374635,1.3539242383425973,0.00382953752432833,True,10,False,146.00660646089943,True,8,,False
9,571,14,False,False,1,10536.240366929323,-3483.6298828125,-4442.85986328125,1072.280029296875,-11989.69970703125,10145.499877929688,4834.200134277344,2994.7000122070312,-4303.900146484375,1830.0,1.0,0.5372502518195071,3.0671023376002426,-1.634622868641039,bfc2f009f5b,BAH TA LA HAINE,8.0,-3362.260009765625,-4578.0,933.0700073242188,-4387.699890136719,11501.400146484375,4506.000061035156,2823.800048828125,-2055.5999755859375,-1189.1999816894531,128.0,240.0,,0.5207363072395108,0.7391214079817784,1.284530740548271,True,8,False,12,88.11909676879965,True,,bd9c56ce0ab,IceManSrK,9.0,-1125.800048828125,-3076.219970703125,17.0,13026.700439453125,-18481.300048828125,3.1999999284744263,0.29999999329447746,-0.5999999865889549,0.0,255.0,128.0,,-0.009575882796355127,-2.1847821470045194,-6.170232170293821e-05,False,8,8,255.0,False,True,,enpitsu,76561198039309853,27.0,-3482.030029296875,-4557.830078125,733.1099853515625,-4491.499938964844,4492.0001220703125,2035.3999328613281,-1652.2000122070312,-1651.9999694824219,0.0,255.0,0.0,,0.3651600079607939,0.7675634311625354,1.5644149919973414,True,46.0,False,8,8,False,,games5425898691,bf81d8692db,17.0,-3167.2099609375,-702.8099975585938,17.010000228881836,-13475.10009765625,-3154.5001220703125,2.199999988079071,-2.5,-0.5999999865889549,689.1000366210938,255.0,233.0,-0.009566570421373224,-0.22302830434009313,0.00013211663327912399,True,10,False,136.0,False,10,,
