,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost_collect
31,2662,81,False,False,0,4460.903520423828,3092.25,3141.6201171875,261.19000244140625,-10228.099975585938,13655.400390625,9323.800048828125,3982.9000854492188,-849.7000122070312,4406.099853515625,0.0,0.2978023018382702,-1.3638309470805785,0.3594224278597268,bf81d8692db,games5425898691,20.0,3176.659912109375,3027.1201171875,158.63999938964844,5363.699951171875,17191.600341796875,1806.1000061035156,211.39999389648438,1994.9000549316406,534.0000152587891,255.0,11.0,,-0.1536293994837525,2.3657908582949623,-0.0547761002848446,True,61.0,False,8,False,7,,76561198039309853,enpitsu,25.0,3288.3701171875,-3937.14990234375,17.049999237060547,1741.3999938964844,7348.3001708984375,2.5,0.0,0.19999999552965164,935.6999969482422,255.0,128.0,False,0.016645815722184692,1.4559860447962512,-0.00037587793044766373,True,255.0,False,False,False,False,,ALUOKN,4331004931399464621,28.0,96.73999786376953,5183.14013671875,18.34000015258789,0.09999999776482582,0.0,1.8000000715255737,0.0,0.7999999821186066,0.0,128.0,128.0,False,0.017010603334345537,-0.5901914952050397,3.3696061825244764e-05,True,16,14,,False,False,,DI7-K,1662475212074431326,28.0,1650.4300537109375,4207.66015625,535.9600219726562,-2163.0999755859375,-2618.9999389648438,-5157.80029296875,-464.7999954223633,-201.70000076293945,-414.0999984741211,227.0,128.0,False,0.14301842694806813,-1.0111003515303685,-0.3613312860608182,True,162.0,False,14,18,4,
32,2737,84,False,False,0,2110.499126513043,903.4000244140625,4037.110107421875,226.5,-14174.100341796875,1156.6000366210938,-1518.2000732421875,197.00000762939453,-5935.2001953125,-856.9000244140625,0.0,-0.14445448771982158,-0.4366711171742329,1.9876017699951565,bf81d8692db,games5425898691,20.0,1080.77001953125,4002.889892578125,93.37000274658203,-5936.6998291015625,-3647.7999877929688,2921.300048828125,-2366.3999938964844,3077.6998901367188,123.19999694824219,255.0,,,-0.20269271006238937,-2.4792000803683307,-0.0018663948766227346,True,,False,10,False,9,,76561198039309853,enpitsu,25.0,1317.5699462890625,-2173.1201171875,17.049999237060547,-7282.60009765625,5616.500244140625,3.400000035762787,-0.9000000357627869,0.7000000029802322,-2371.3999938964844,255.0,128.0,,0.016688957053610832,2.4600411748827486,-0.00011964593548981221,True,255.0,False,False,False,False,,ALUOKN,4331004931399464621,28.0,611.5,4418.89013671875,102.47000122070312,1320.7000732421875,-14742.19970703125,3039.89990234375,5273.699951171875,-440.09998321533203,-1497.8999328613281,240.0,158.0,,0.24756039143915767,-1.912208945662581,-0.038379887650623286,True,18,15,,False,False,,DI7-K,1662475212074431326,28.0,-64.63999938964844,4362.43994140625,17.010000228881836,-10216.900024414062,7799.7998046875,2.0999999344348907,0.09999999776482582,0.0,-0.29999999329447746,238.0,,,0.009570814597201723,2.4894734210291762,2.6999006395734152e-05,True,193.0,False,14,18,4,
33,2741,84,False,False,1,9320.448328364113,-696.6300048828125,-4043.3701171875,197.5399932861328,1700.8000183105469,22823.701171875,230.9000015258789,529.0000152587891,3779.5001220703125,-4629.700012207031,1.0,0.8647203341780062,0.9911764741434926,2.645550742941362,4331004931399464621,ALUOKN,28.0,-632.1699829101562,-4184.919921875,138.75,-1290.5000305175781,14796.8994140625,462.20001220703125,-5455.30029296875,699.0000152587891,10.199999809265137,241.0,107.0,,-1.2630191728120193,2.6824381165028037,-0.9472392802545301,True,,False,18,False,15,,1662475212074431326,DI7-K,28.0,246.3300018310547,-4501.16015625,17.010000228881836,10522.39990234375,-8034.2999267578125,2.0999999344348907,-0.09999999776482582,-0.0,0.0,235.0,,,-0.009570814597201723,-2.4894734210291762,2.6999006395734152e-05,True,193.0,False,18,4,14,,enpitsu,76561198039309853,25.0,-1247.260009765625,2109.56005859375,17.049999237060547,6899.4000244140625,-6878.0999755859375,2.5999999046325684,0.5000000074505806,-0.5000000074505806,-651.2999725341797,255.0,128.0,,-0.01667855148491201,-2.3081442067050704,0.00029284970891153817,True,False,False,255.0,False,False,,games5425898691,bf81d8692db,20.0,-981.4000244140625,-3928.800048828125,119.83000183105469,5590.8001708984375,4469.89990234375,71.5999984741211,3896.199951171875,-3873.900146484375,247.90000915527344,255.0,52.0,,1.3847017512823419,2.1264582307430793,-0.24156418241396552,True,,False,9,10,False,
34,2789,86,False,False,0,4731.099294902224,375.05999755859375,582.8400268554688,100.55999755859375,-9627.100219726562,23636.0009765625,2905.0,635.9000015258789,-1853.2000732421875,3441.9000244140625,0.0,-0.09226380664322138,1.6737899735324528,2.6284904045954782,76561198039309853,enpitsu,25.0,437.989990234375,404.4800109863281,80.51000213623047,-6489.5001220703125,14195.30029296875,2666.6000366210938,2808.800048828125,-2142.2999572753906,4215.4998779296875,128.0,255.0,,-0.08152545673284928,1.6580508131656693,-0.02225606262401136,True,191.0,False,2,False,1,,bf81d8692db,games5425898691,21.0,42.66999816894531,2849.31005859375,17.010000228881836,-7117.0001220703125,-9165.700073242188,2.0999999344348907,0.5000000074505806,0.5999999865889549,-128.4000015258789,255.0,128.0,,0.009550306693337986,-2.247161960465065,0.00013502228336962109,True,31.0,False,10,False,10,,ALUOKN,4331004931399464621,28.0,420.1300048828125,2016.300048828125,117.5999984741211,-4083.900146484375,-12805.6005859375,3918.699951171875,-2432.899932861328,628.1999969482422,703.7000274658203,246.0,148.0,,-0.2474391104842624,-1.7527818920453198,-0.010179210021815743,True,20,16,,False,False,,DI7-K,1662475212074431326,28.0,-1356.449951171875,4446.009765625,17.020000457763672,6526.9000244140625,-7465.0,1.2999999523162842,0.29999999329447746,-0.09999999776482582,2383.0999755859375,228.0,255.0,False,0.009539207565066295,-0.8017757021586288,-4.114445764086862e-05,True,193.0,False,14,18,4,
35,2832,87,False,False,1,9170.050837129475,1043.1500244140625,-4028.8701171875,123.80999755859375,490.29998779296875,3040.4000854492188,9502.100219726562,4803.999938964844,3433.900146484375,-1062.6000213623047,1.0,-0.337482370037474,-1.7139781496767983,0.5205738791361217,1662475212074431326,DI7-K,28.0,1065.5799560546875,-4167.02978515625,15.739999771118164,-10.90000033378601,-3291.7001342773438,-997.6999664306641,2151.7999267578125,888.0000305175781,419.3000030517578,255.0,128.0,False,-0.02285622087515269,-1.1334212008215876,-0.013880747983562746,True,193.0,False,18,4,14,,4331004931399464621,ALUOKN,28.0,162.77000427246094,-193.77999877929688,365.5799865722656,3709.7000122070312,11882.80029296875,-2840.1998901367188,5.899999737739563,704.4000244140625,1692.7999877929688,227.0,143.0,,1.116257241724052,1.8986786610666542,-2.651368548812757,True,,False,20,4,16,,enpitsu,76561198039309853,25.0,327.8399963378906,-2183.81005859375,17.020000457763672,3875.2999877929688,-7027.0001220703125,12.000000476837158,3.1999999284744263,-3.799999952316284,2423.9999389648438,255.0,255.0,False,-0.016573729806846613,-2.086158121653098,-0.00028731839992826705,True,2,2,221.0,False,False,,games5425898691,bf81d8692db,21.0,709.6099853515625,-2421.169921875,104.3499984741211,7069.1998291015625,-9932.100219726562,-577.9999923706055,1582.5999450683594,-1921.9999694824219,22.59999990463257,255.0,128.0,,-0.6113791026727763,1.53224169772943,0.6492244776026206,True,31.0,False,12,12,False,
36,2914,90,False,False,1,8262.396482094864,1181.8599853515625,-3117.449951171875,156.82000732421875,-1084.7000122070312,20246.300048828125,10141.500244140625,4381.300048828125,269.3000030517578,1249.1000366210938,1.0,0.8280531642295254,-1.8529502018715802,0.9946168584664739,1662475212074431326,DI7-K,28.0,1209.3199462890625,-3340.340087890625,48.779998779296875,6171.500244140625,16902.2998046875,3284.7000122070312,-349.39998626708984,100.60000419616699,2165.399932861328,253.0,248.0,False,-0.018711761501406726,1.773166973232743,0.0008302484163479789,True,112.0,False,20,4,14,,4331004931399464621,ALUOKN,29.0,1582.0,-501.5899963378906,18.329999923706055,14332.60009765625,-3567.6998901367188,3.0000001192092896,1.0999999940395355,-0.0,370.99998474121094,233.0,128.0,,-0.017043690627965086,-2.9363332878206303,-0.00023138637445355636,True,0.0,False,20,4,16,,enpitsu,76561198039309853,25.0,1605.6300048828125,-2312.949951171875,136.88999938964844,-6098.499755859375,-13633.599853515625,3474.4000244140625,-0.0,-0.5000000074505806,51.30000114440918,128.0,0.0,False,-0.016780621971904046,-1.1751129788376156,2.0943343568717268e-05,True,4,3,108.71557850991526,True,False,,games5425898691,bf81d8692db,20.0,3492.6298828125,-4252.91015625,21.100000381469727,12926.199951171875,1928.9999389648438,1064.7000122070312,-1724.7000122070312,-2008.699951171875,2365.0,255.0,255.0,,0.08527767833622941,2.9377241119684734,-0.08604538807403625,True,255.0,False,14,14,False,
37,3014,94,True,True,1,1591.1869051293716,825.1799926757812,3550.389892578125,312.5799865722656,-8662.999877929688,15247.099609375,3711.9000244140625,-2001.6000366210938,2753.699951171875,4686.400146484375,1.0,0.6122466256792575,2.493104025903185,-1.0608760030026383,1662475212074431326,DI7-K,29.0,959.030029296875,3530.60009765625,193.2899932861328,-3630.4000854492188,21009.69970703125,675.1000213623047,1708.3000183105469,1912.5999450683594,3153.2998657226562,,133.0,,0.7318545226765665,0.8483417121680864,-0.24557996295637238,True,19.0,False,22,4,16,,4331004931399464621,ALUOKN,28.0,1899.280029296875,2565.169921875,18.329999923706055,-9306.799926757812,11726.400146484375,2.8999999165534973,0.5999999865889549,0.7999999821186066,24.90000009536743,128.0,128.0,,-0.01720213020320041,0.8968010126895666,-2.0011311110797987e-05,True,156.0,False,20,4,16,,enpitsu,76561198039309853,25.0,-3381.389892578125,-2522.5400390625,17.030000686645508,3805.0,22683.00048828125,0.7999999821186066,-0.19999999552965164,-0.3999999910593033,-26.500000953674316,255.0,128.0,,-0.016772007143493514,1.7397645440268334,4.215931939476974e-05,True,4,4,233.11680871953246,True,False,,games5425898691,bf81d8692db,21.0,1075.760009765625,2359.9599609375,163.10000610351562,-10101.900024414062,19870.50048828125,-5666.7999267578125,-48.400001525878906,-25.399999618530273,8.199999928474426,255.0,,,-0.12505978899236259,1.0607485395913916,0.42432426788455657,True,15.0,False,14,16,False,
38,3306,95,False,False,1,5240.998696194672,-45.439998626708984,-15.75,100.30999755859375,-11991.400146484375,-8966.500244140625,2417.5999450683594,-3374.7000122070312,451.50001525878906,-2752.0001220703125,1.0,0.08059695654371142,-0.011151468575711003,0.22828178787711942,4331004931399464621,ALUOKN,28.0,43.349998474121094,-172.17999267578125,81.20999908447266,-4081.4999389648438,22468.60107421875,2738.3999633789062,-2265.399932861328,-4969.2999267578125,-137.10000038146973,241.0,255.0,,-0.07393520561117833,1.8362107794742903,-0.22619807726072244,False,0.0,True,4,False,3,,1662475212074431326,DI7-K,29.0,3269.989990234375,-3979.2900390625,17.030000686645508,12435.6005859375,6689.2999267578125,0.5000000074505806,-3.100000023841858,-2.800000011920929,3018.2000732421875,236.0,255.0,False,-0.00962110579178366,2.450639828144013,0.00014298970227351915,True,255.0,False,4,False,4,,enpitsu,76561198039309853,25.0,3015.2900390625,4097.68017578125,17.049999237060547,13029.3994140625,-1433.3000183105469,4.000000059604645,-0.0,-0.09999999776482582,-3151.9000244140625,255.0,0.0,False,-0.016761084462172372,-2.5974588287164133,-8.897194442809472e-05,True,False,False,255.0,False,False,,games5425898691,bf81d8692db,20.0,-16.8700008392334,193.50999450683594,91.3499984741211,-2298.000030517578,-22702.19970703125,213.70000839233398,5374.0997314453125,-1169.4000244140625,-24.500000476837158,128.0,135.0,,-1.2875568207167825,-1.3154703309745917,-0.0401581356846545,True,31.0,False,3,4,False,
39,3423,99,False,False,1,8876.985558815226,-3598.340087890625,-2515.179931640625,93.1500015258789,-4531.099853515625,-3018.2000732421875,0.0,3307.60009765625,-4965.5999755859375,-247.99999237060547,1.0,-0.2107654879490752,-2.443151749988538,-0.02422035858088679,1662475212074431326,DI7-K,38.0,-3529.68994140625,-2737.239990234375,16.989999771118164,-9805.399780273438,18194.69970703125,4.699999988079071,-0.0,-0.0,-1794.6000671386719,255.0,0.0,,-0.009602708423738634,1.1316016682748766,-8.459637078508669e-05,True,235.0,False,6,False,6,,4331004931399464621,ALUOKN,28.0,-1965.260009765625,-2347.179931640625,18.34000015258789,-421.30001068115234,-13837.5,1.7000000178813934,-0.0,-0.7999999821186066,47.30000019073486,217.0,128.0,,-0.017052189928637822,-1.5465840141936182,-8.44266417435968e-05,True,,False,6,False,6,,enpitsu,76561198039309853,25.0,-654.1300048828125,4879.31005859375,17.049999237060547,-4177.0001220703125,-9843.599853515625,2.5,-0.0,-0.3999999910593033,8.199999928474426,255.0,,,-0.016690793724893193,-1.1706685876808938,-3.705616102002365e-05,True,False,False,255.0,False,False,,games5425898691,bf81d8692db,20.0,-4048.340087890625,-2066.219970703125,143.0399932861328,2617.9998779296875,-22277.80029296875,-5083.500061035156,1273.3999633789062,-2545.800018310547,1151.9000244140625,255.0,255.0,,-0.28319022448346515,-1.7125099894072529,-1.088239776095532,True,189.22593544888238,True,4,4,False,
40,3478,101,False,True,1,5638.182122210143,-2813.39990234375,893.8900146484375,404.239990234375,13340.0,17004.599609375,3505.4998779296875,3084.5001220703125,772.5,4643.299865722656,1.0,0.26847159889858757,-0.8932367875615287,1.2320744966111412,1662475212074431326,DI7-K,38.0,-2938.469970703125,784.530029296875,238.6300048828125,8992.899780273438,21106.298828125,1627.8999328613281,3716.6000366210938,-3304.5999145507812,1180.199966430664,0.0,127.0,,0.9797812871069422,2.126627666338213,2.87225920616088,True,171.37519139884623,True,8,False,7,,4331004931399464621,ALUOKN,28.0,-3412.320068359375,-3946.72998046875,18.34000015258789,-11693.599853515625,9900.999755859375,-2.5,-0.09999999776482582,-0.0,-2101.300048828125,255.0,0.0,,-0.017056083778646078,0.7739159053590361,1.1181186793940955e-05,True,233.102029972179,True,6,False,6,,enpitsu,76561198039309853,25.0,-1051.6800537109375,4005.360107421875,17.049999237060547,4911.400146484375,6131.7999267578125,2.5,3.400000035762787,4.799999892711639,846.6999816894531,0.0,128.0,,-0.016909183369152977,-0.996925277772527,-8.943784455878821e-05,True,False,False,255.0,False,False,,games5425898691,bf81d8692db,20.0,-1595.6600341796875,-816.8900146484375,17.020000457763672,3658.699951171875,22627.099609375,0.9000000357627869,0.3999999910593033,3.0000001192092896,-1187.9000091552734,255.0,82.0,,-0.009591283186620158,1.7687965386423645,-0.00015528949569272517,True,83.0,False,4,4,False,
41,3534,103,False,False,0,9263.318997708076,293.7300109863281,-4046.60009765625,235.30999755859375,3897.2000122070312,17505.2001953125,9990.399780273438,2130.8999633789062,-3322.39990234375,4518.800048828125,0.0,0.1368729532387523,0.9352551455689673,-2.1423707950311273,76561198039309853,enpitsu,25.0,245.44000244140625,-4236.56005859375,148.07000732421875,7545.30029296875,3850.7998657226562,2333.9999389648438,4019.8001098632812,3596.199951171875,1076.2999725341797,255.0,128.0,False,-0.07296883699676246,1.0120992244763811,0.5511793402539689,True,179.0,False,2,False,1,,bf81d8692db,games5425898691,20.0,-1845.6099853515625,-1868.3399658203125,17.020000457763672,-20643.30078125,-7166.500244140625,0.7999999821186066,2.5999999046325684,0.7999999821186066,-648.8999938964844,255.0,30.0,,0.009590117525093924,-2.810241745933491,-7.56568508501989e-05,True,114.0,False,4,False,4,,ALUOKN,4331004931399464621,28.0,1996.8299560546875,1432.77001953125,18.34000015258789,-12416.099853515625,-10873.900146484375,1.7000000178813934,0.29999999329447746,0.19999999552965164,0.0,209.0,128.0,,0.017064202159153167,-2.422315827367024,3.567424467563253e-05,True,6,6,201.0,False,False,,DI7-K,1662475212074431326,38.0,1093.47998046875,-4196.9501953125,30.75,-6743.2000732421875,-12498.00048828125,-700.5000305175781,3084.89990234375,4528.599853515625,-474.3000030517578,162.0,128.0,,-0.11459773171623246,1.0814575020758708,-0.4198351755582969,True,87.0,False,8,8,False,
42,3606,106,False,False,1,5892.745063638842,-1290.0,-332.2799987792969,578.9500122070312,-14904.69970703125,10929.000244140625,1738.8999938964844,-703.1999969482422,-181.8000030517578,5955.8001708984375,1.0,-0.3447876408237657,2.5485495540467595,2.6454591511853587,4331004931399464621,ALUOKN,28.0,-1199.1600341796875,-489.55999755859375,508.1700134277344,-1042.7999877929688,7079.4000244140625,3149.5999145507812,-1750.2999877929688,-1081.2999725341797,1595.7000732421875,244.0,253.0,,0.04591356628339206,1.052881497939253,-0.32758560701389294,True,106.00369892325456,True,8,False,6,,1662475212074431326,DI7-K,31.0,-1857.0899658203125,2360.330078125,90.56999969482422,-5275.8001708984375,-20463.299560546875,-317.00000762939453,5019.4000244140625,-977.7999877929688,13.40000033378601,128.0,128.0,,1.417979747108683,-1.3610602140527617,0.01751260834369686,True,31.0,False,10,False,10,,enpitsu,76561198039309853,25.0,-2628.260009765625,4028.580078125,17.059999465942383,-12243.599853515625,3677.9998779296875,1.8000000715255737,0.9000000357627869,-0.0,2916.7999267578125,255.0,255.0,True,-0.016744241378847776,-0.05940325632693695,0.000114276119709891,True,2,2,179.0,False,False,,games5425898691,bf81d8692db,20.0,1305.530029296875,13.039999961853027,17.020000457763672,-15082.5,4112.799987792969,1.0000000149011612,-0.7000000029802322,-0.0,-1947.5,255.0,0.0,,-0.009579840541668886,0.3216083640811297,-7.279228664169964e-05,True,114.0,False,4,4,False,
43,3694,109,False,False,1,5034.497879278214,-3354.030029296875,2441.219970703125,139.83999633789062,-26652.19970703125,13301.199951171875,2126.4999389648438,-3205.7000732421875,-860.9999847412109,1106.6000366210938,1.0,1.1869584348323468,1.9591807529936283,-2.7802175110926033,4331004931399464621,ALUOKN,28.0,-3152.530029296875,2356.050048828125,114.29000091552734,-15769.3994140625,7563.3001708984375,1902.1000671386719,839.1999816894531,-4693.800048828125,-2741.099853515625,232.0,255.0,,-0.35006549190657765,0.6309803337169022,-0.6108599116902454,True,0.0,False,10,False,7,,1662475212074431326,DI7-K,29.0,-2999.419921875,-4418.7900390625,17.010000228881836,9492.2998046875,-8857.60009765625,1.899999976158142,-1.8000000715255737,4.399999976158142,1185.5999755859375,0.0,103.0,False,-0.009782324238634505,-2.521335696444509,-0.0002514125377739658,True,47.0,False,12,False,12,,enpitsu,76561198039309853,25.0,-3242.39990234375,2777.3798828125,67.47000122070312,-2182.2000122070312,-22576.10107421875,3012.0001220703125,2922.3001098632812,-586.5999984741211,-978.1999969482422,255.0,0.0,,-0.09874691468416914,-1.3453963078868831,-0.0024752478438737242,True,4,3,155.0,False,False,,games5425898691,bf81d8692db,20.0,-636.77001953125,3943.77001953125,17.020000457763672,4603.599853515625,12955.400390625,1.0999999940395355,-0.7000000029802322,-2.0000000298023224,2084.7000122070312,255.0,255.0,,-0.009583445732492925,1.8659093547215333,0.0001799021444255584,True,175.0,False,4,4,False,
44,3775,112,False,False,0,10649.786772625988,2370.610107421875,-4996.43017578125,1506.260009765625,23670.0,8230.10009765625,-5684.000244140625,-2940.7998657226562,4941.7999267578125,1711.4999389648438,0.0,0.5334330576172027,2.969200622334648,-2.3777962759249984,bf81d8692db,games5425898691,20.0,2154.169921875,-5043.7900390625,1498.6600341796875,14474.200439453125,6676.199951171875,1964.6000671386719,-1638.699951171875,2337.5999450683594,-4253.699951171875,255.0,192.0,,-0.02513836284026855,-0.10840673864646004,-1.587539937854887,True,175.0,False,6,False,5,,76561198039309853,enpitsu,25.0,2009.719970703125,-1294.9200439453125,17.030000686645508,8436.300048828125,-21396.8994140625,1.2999999523162842,0.5999999865889549,-1.8000000715255737,-1758.5000610351562,255.0,0.0,False,0.016791968396923315,-1.2437406416866348,-0.00021410937624673747,True,118.6140043530413,True,4,False,4,,ALUOKN,4331004931399464621,28.0,2707.6298828125,-4333.68017578125,18.329999923706055,-11567.19970703125,2275.2000427246094,3.700000047683716,-0.09999999776482582,0.0,-2354.2999267578125,211.0,0.0,,0.017021405388788987,2.8815273400541526,-2.2377032049796298e-05,True,10,8,31.0,False,False,,DI7-K,1662475212074431326,29.0,3131.75,4340.14990234375,17.010000228881836,-126.00000381469727,-3688.0999755859375,2.0999999344348907,0.7999999821186066,0.0,0.0,247.0,128.0,False,0.009400813721659067,-1.6050143835432862,-6.130810226950746e-07,True,255.0,False,12,12,False,
45,3832,114,False,False,1,5305.301127098718,-3572.300048828125,2279.840087890625,102.20999908447266,250.9000015258789,-20305.2001953125,2749.89990234375,-131.30000114440918,5715.30029296875,1821.4999389648438,1.0,-0.22323440956211058,-0.5134140406645922,3.080375167003854,4331004931399464621,ALUOKN,28.0,-3499.050048828125,2507.43994140625,18.329999923706055,-3627.0001220703125,-14399.49951171875,3.1999999284744263,0.19999999552965164,0.7999999821186066,1177.699966430664,215.0,191.0,,-0.01705613473147047,-1.3666519451519958,-6.074319035610127e-06,False,31.0,False,10,False,8,,1662475212074431326,DI7-K,29.0,-3479.72998046875,-2378.47998046875,17.010000228881836,1426.9999694824219,12477.5,2.0999999344348907,-0.0,0.29999999329447746,-346.89998626708984,221.0,128.0,False,-0.009559069714694524,1.7171491838218216,0.00016368968068706724,True,251.8516560651923,True,12,False,12,,enpitsu,76561198039309853,25.0,-986.7000122070312,5088.64013671875,68.77999877929688,11250.10009765625,-1244.7000122070312,-2142.2999572753906,-1921.9999694824219,560.2000045776367,-2548.6000061035156,255.0,0.0,False,-0.2725854780287712,-2.9597237322306134,1.2038522143377555,True,4,4,83.0,False,False,,games5425898691,bf81d8692db,20.0,-4054.179931640625,3803.9599609375,675.1199951171875,-1904.4000244140625,-7516.5997314453125,-12893.199462890625,-1533.800048828125,595.8000183105469,975.9999847412109,255.0,36.0,,-0.9769441599275284,-1.328796164202345,-1.5766811961464684,True,159.31560429193644,True,6,6,False,
46,3875,116,False,False,1,7251.792302800918,-3514.260009765625,-616.5700073242188,118.44000244140625,-3163.2000732421875,12693.299560546875,11106.700439453125,5546.199951171875,1879.1999816894531,1306.7999267578125,1.0,-0.040817357591216845,-1.4258801362860858,-0.024646768250590128,1662475212074431326,DI7-K,29.0,-3489.610107421875,-799.489990234375,17.010000228881836,-3999.8001098632812,10761.400146484375,2.3000000417232513,-0.7000000029802322,2.7000001072883606,1129.4000244140625,255.0,255.0,False,-0.009540380398204205,1.2614275689376027,0.00046838167760338885,True,236.0,False,12,False,12,,4331004931399464621,ALUOKN,28.0,-4058.68994140625,-58.470001220703125,168.8800048828125,-1412.8999328613281,-16090.50048828125,3531.9000244140625,202.70000457763672,1228.6000061035156,-315.10000228881836,228.0,128.0,,0.23432893629667445,-1.4522446374080382,-1.1644432096211679,True,0.0,False,10,False,8,,enpitsu,76561198039309853,25.0,17.1200008392334,3553.409912109375,17.049999237060547,4119.200134277344,-13334.49951171875,2.5999999046325684,0.7000000029802322,-2.3999999463558197,-503.4000015258789,255.0,0.0,False,-0.016746011390945725,-1.8377248926587306,9.287854736802311e-05,True,4,4,83.0,False,False,,games5425898691,bf81d8692db,20.0,-3476.570068359375,811.8099975585938,34.79999923706055,1373.0999755859375,-22738.798828125,3171.6000366210938,-0.0,0.19999999552965164,-56.19999885559082,255.0,110.0,,-0.009602412151758617,-1.6293138666836429,-1.664070441946146e-05,True,57.0,False,6,7,False,
47,4079,123,False,False,0,6014.703181552668,-1985.8499755859375,-775.1400146484375,116.37999725341797,19332.5,9841.500244140625,6722.7001953125,-3435.0,-3051.099853515625,3858.900146484375,0.0,-0.08598599942857282,0.7842529396399702,0.33155536288648535,bf81d8692db,games5425898691,20.0,-2152.6298828125,-781.739990234375,17.010000228881836,18600.30029296875,-13528.699951171875,0.0,-1.0999999940395355,0.7000000029802322,1439.6000671386719,255.0,255.0,,0.009593488545975897,-0.60651387307372,0.0003275941368075407,True,189.33936340834506,True,10,False,8,,76561198039309853,enpitsu,25.0,-2002.5799560546875,-1594.1500244140625,17.049999237060547,-8355.800170898438,21362.2998046875,2.5999999046325684,-0.5000000074505806,1.4000000059604645,-1604.7000122070312,128.0,128.0,False,0.016774275548003287,1.9062159725743713,-0.00026313872212471235,True,62.0,False,4,False,4,,ALUOKN,4331004931399464621,29.0,313.67999267578125,2062.050048828125,18.329999923706055,-6925.999755859375,12280.50048828125,3.0000001192092896,0.19999999552965164,-0.5000000074505806,-20.399999618530273,232.0,128.0,,0.01705763187713463,2.081597083304415,5.374891389482286e-05,True,12,10,,False,False,,DI7-K,1662475212074431326,29.0,2764.139892578125,-3294.239990234375,59.2400016784668,-5056.099853515625,18355.30029296875,3052.7999877929688,-878.0000305175781,-320.6999969482422,780.1999664306641,231.0,128.0,,0.04857421455546174,1.9513140159882083,0.0005977452937782186,True,217.41983675187635,True,14,18,False,
