,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
34,2781,67,False,False,0,7566.824196127345,-3993.590087890625,-1763.75,308.1000061035156,5074.800109863281,21580.6005859375,1426.1000061035156,-5982.1002197265625,73.00000190734863,-457.00000762939453,0.0,-0.6974552974356386,-1.923910873941868,-2.4207672294623332,731525858441281225,Sergichuelo,10.0,-4075.169921875,-2070.1201171875,269.5799865722656,-1331.7999267578125,18460.0,7547.1002197265625,-853.0999755859375,437.59998321533203,-412.2999954223633,255.0,50.0,False,-0.4203642268718871,1.594459678548018,1.6326573831618358,True,0.0,False,10,8,False,,b5af45d235b,Ziltrix-YT,6.0,-3094.6298828125,-2233.449951171875,16.989999771118164,6290.9002685546875,16755.50048828125,4.600000083446503,0.0,-0.3999999910593033,-33.09999942779541,255.0,128.0,False,0.009598718259825834,1.20724963577799,5.8683063912359e-05,True,205.0,False,6,False,4,,enpitsu,76561198039309853,27,-3632.800048828125,97.05999755859375,17.049999237060547,-818.6000061035156,1607.2999572753906,2.3999999463558197,-1.7000000178813934,0.7000000029802322,-929.4000244140625,0.0,255.0,False,0.01700994268129773,-1.3244903548966018,-0.0001623987705299613,True,255.0,False,8,False,8,,games5425898691,bf81d8692db,19.0,-391.5799865722656,567.22998046875,16.989999771118164,-6086.199951171875,19881.099853515625,4.600000083446503,-0.09999999776482582,0.5000000074505806,142.7999973297119,255.0,172.0,0.009601464128512758,1.8670117143637506,6.71851693933114e-05,True,8,False,8,227.0,False,,
35,2808,68,False,False,1,6000.549253700326,3509.14990234375,-261.6700134277344,151.3300018310547,-6146.9000244140625,3557.0999145507812,2844.8001098632812,5335.10009765625,-1246.2999725341797,2445.8999633789062,1.0,0.26838230019383125,1.7451859914210204,-2.5983980060196523,76561198039309853,enpitsu,27.0,3522.2099609375,-407.5299987792969,134.32000732421875,-2576.6000366210938,4208.900146484375,2301.4999389648438,-4957.5,-1754.2999267578125,1610.8000183105469,255.0,255.0,,-0.7697279509822536,2.122667855797019,-0.5451091134501753,True,235.0,False,10,9,False,,bf81d8692db,games5425898691,19.0,1363.18994140625,-2278.10009765625,16.989999771118164,6003.800048828125,-18659.599609375,4.699999988079071,0.09999999776482582,-0.5999999865889549,1257.6000213623047,255.0,255.0,,-0.009585468678229644,-1.8902854882043059,0.00026929878279855185,True,227.0,False,8,False,8,,Ziltrix-YT,b5af45d235b,6,2303.39990234375,495.1099853515625,16.989999771118164,-16084.200439453125,-9942.80029296875,4.799999892711639,0.19999999552965164,-0.0,-1998.800048828125,255.0,0.0,,-0.009576647662446808,-0.4787306586412415,1.0356634918856188e-05,True,183.0,False,6,False,4,,Sergichuelo,731525858441281225,10.0,4045.830078125,361.29998779296875,136.0800018310547,-4304.5001220703125,-15561.500244140625,-7809.89990234375,-206.5999984741211,3763.2000732421875,56.79999828338623,255.0,128.0,-0.46164964165634603,-1.2911119426627342,0.9896773092716642,True,8,False,10,,False,,
36,2851,70,False,False,0,5603.257496955427,-2635.1298828125,-186.52999877929688,128.61000061035156,-8713.099975585938,-11683.399658203125,3275.2999877929688,-3250.2999877929688,2183.800048828125,-4545.899963378906,0.0,0.7957050487214731,-0.733198798101179,1.7422846007548884,731525858441281225,Sergichuelo,10.0,-2512.75,-27.110000610351562,69.20999908447266,16.59999966621399,-18290.6005859375,2856.099853515625,4501.099853515625,-1491.300048828125,-1175.6999969482422,255.0,72.0,False,0.13401342935075258,-1.5337826517502449,0.020976950618308655,True,,False,12,9,False,,b5af45d235b,Ziltrix-YT,6.0,-1326.1099853515625,-1598.4300537109375,16.989999771118164,-372.79998779296875,-12216.700439453125,4.600000083446503,0.0,-1.4000000059604645,76.50000095367432,255.0,128.0,False,0.009558905917588019,-1.590453619278145,-0.00012447405527426893,True,183.0,False,6,False,4,,enpitsu,76561198039309853,27,-2855.070068359375,7.369999885559082,17.020000457763672,11135.799560546875,-4994.89990234375,2.8999999165534973,1.899999976158142,-0.29999999329447746,-2218.9999389648438,255.0,0.0,,0.0167070162151901,-0.45893056552270833,-0.000173948600590277,True,163.00557421099762,True,10,False,10,,games5425898691,bf81d8692db,19.0,-3236.820068359375,1725.3399658203125,16.989999771118164,4826.499938964844,-22487.80029296875,2.199999988079071,-0.5000000074505806,2.5,1559.7000122070312,255.0,154.0,0.00959332034473325,-1.2804412089922674,-6.23996495611529e-05,True,8,False,8,145.5314236148712,True,,
37,2902,71,False,False,1,4293.182888933917,3962.139892578125,2134.969970703125,231.55999755859375,502.20001220703125,17280.999755859375,7631.9000244140625,769.8999786376953,-1711.199951171875,312.8000068664551,1.0,-0.5376614516855028,-0.25279606268245375,0.2941434771615952,76561198039309853,enpitsu,27.0,3984.739990234375,1994.219970703125,130.9499969482422,5669.7998046875,14232.5,8294.7998046875,-4249.200134277344,-2533.3999633789062,-2403.2000732421875,255.0,255.0,False,-0.12294687606035563,2.6178073332932494,-0.6086025425960204,True,65.0,False,12,11,False,,bf81d8692db,games5425898691,19.0,4058.909912109375,1914.77001953125,152.72999572753906,6589.000244140625,11530.999755859375,13517.099609375,-170.0,-5491.500244140625,-252.80000686645508,255.0,128.0,,0.8525502073731948,2.107761999458718,-0.877040389530783,True,120.0,False,8,False,8,,Ziltrix-YT,b5af45d235b,6,3545.830078125,2542.22998046875,232.47000122070312,22328.701171875,-4535.899963378906,3138.699951171875,-144.49999809265137,-628.1000137329102,-73.29999923706055,255.0,128.0,False,0.580352218876675,-2.838002657111644,0.02206293976337225,True,64.00620206966194,True,8,False,4,,Sergichuelo,731525858441281225,10.0,2880.300048828125,3226.739990234375,17.049999237060547,2547.2999572753906,16118.1005859375,3.0000001192092896,-0.09999999776482582,-0.5000000074505806,2008.0000305175781,255.0,255.0,-0.016760529499255453,1.6655074782724886,5.352584494600994e-05,True,10,False,12,,False,,False
38,2907,72,True,False,0,8067.578939104061,-3974.64990234375,-2317.06005859375,358.0299987792969,10800.899658203125,21802.900390625,7214.4000244140625,-2150.0,-3680.7000732421875,4222.39990234375,0.0,0.6610379092359792,0.23733994375834988,-0.00766831307722479,b5af45d235b,Ziltrix-YT,6.0,-3963.550048828125,-2465.75,288.6199951171875,-20170.30029296875,2239.600067138672,2623.699951171875,3152.5,2643.800048828125,-2362.7999877929688,255.0,0.0,False,-0.8890133101500067,2.797093488485167,-0.1768251137597102,True,54.0,False,8,4,False,,731525858441281225,Sergichuelo,10.0,-2885.469970703125,-3508.699951171875,17.049999237060547,1136.6000366210938,-16030.10009765625,2.5999999046325684,0.09999999776482582,-2.7000001072883606,375.49999237060547,249.0,171.0,False,0.016783137878875694,-1.4733897243433927,-0.000182612563081414,True,,False,12,False,10,,enpitsu,76561198039309853,27,-3989.9599609375,-2207.1201171875,188.8000030517578,1663.5000610351562,-11452.2998046875,402.09999084472656,1418.699951171875,-3102.9998779296875,-4313.599853515625,255.0,255.0,False,0.6012905642913474,2.6076094793810007,-1.2296867152759368,True,65.0,False,12,False,11,,games5425898691,bf81d8692db,19.0,-4080.719970703125,-2116.169921875,394.92999267578125,337.20001220703125,-12259.599609375,12763.699951171875,1716.7999267578125,-489.70001220703125,19.40000057220459,255.0,255.0,-0.7777552097368787,-1.552684572543111,-1.6099999904083988,True,8,False,8,120.0,False,,
39,3276,76,False,False,1,5202.533306728707,3.4600000381469727,14.600000381469727,138.6999969482422,3053.9999389648438,4082.6998901367188,5852.9998779296875,-562.5,66.99999809265137,-3411.9000244140625,1.0,0.08140068029962509,0.0422998559747967,0.4910634904922877,bf81d8692db,games5425898691,19.0,-25.549999237060547,-114.5999984741211,104.94999694824219,-1281.1000061035156,4520.5999755859375,3980.8999633789062,2548.5000610351562,117.60000228881836,4872.39990234375,128.0,128.0,,-1.541119381101163,2.8461121087597965,-1.0258649044451202,True,31.0,False,4,3,False,,76561198039309853,enpitsu,27.0,-0.0,-2223.8798828125,17.049999237060547,-0.0,12272.099609375,2.5999999046325684,0.7999999821186066,-0.0,0.0,255.0,0.0,,-0.01679249477401522,1.5707752440494631,1.76960554836063e-07,True,116.0,False,False,False,False,,Ziltrix-YT,b5af45d235b,5,-0.0,2144.2900390625,17.010000228881836,-0.0,-14098.800048828125,2.0999999344348907,0.7999999821186066,-0.0,0.0,255.0,,,-0.00951389076875119,-1.5707884064815436,-3.7693731894913176e-08,True,116.0,False,False,False,False,,Sergichuelo,731525858441281225,10.0,-7.789999961853027,135.1999969482422,73.93000030517578,-1760.8999633789062,-11193.900146484375,193.50000381469727,3898.800048828125,1526.7999267578125,3566.099853515625,255.0,93.0,-0.7663571961617965,-1.7323819179012434,0.10947011829830791,True,3,False,4,22.0,False,,
40,3277,76,False,False,0,5231.6311280537175,-12.4399995803833,-16.479999542236328,154.86000061035156,-3546.300048828125,4247.699890136719,5815.30029296875,5039.89990234375,-632.5,1733.2000732421875,0.0,-0.08252286562426242,-0.08618327080585465,0.595851967220887,731525858441281225,Sergichuelo,10.0,15.329999923706055,-113.0999984741211,70.20999908447266,337.7000045776367,849.0000152587891,1011.1000061035156,-3103.0999755859375,-984.1000366210938,-212.19999313354492,255.0,121.0,,1.2148211874874888,1.8171879010521554,-0.01838101586751525,True,22.0,False,4,3,False,,b5af45d235b,Ziltrix-YT,5.0,0.0,-2144.2900390625,17.010000228881836,0.0,14098.800048828125,2.0999999344348907,-0.7999999821186066,0.0,0.0,255.0,,,0.00951389076875119,1.5707884064815436,-3.7693731894913176e-08,True,116.0,False,False,False,False,,enpitsu,76561198039309853,27,0.0,2223.8798828125,17.049999237060547,0.0,-12272.099609375,2.5999999046325684,-0.7999999821186066,0.0,0.0,255.0,0.0,,0.01679249477401522,-1.5707752440494631,1.76960554836063e-07,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,25.549999237060547,114.5999984741211,104.94999694824219,1281.1000061035156,-4520.5999755859375,3980.8999633789062,-2548.5000610351562,-117.60000228881836,4872.39990234375,128.0,128.0,1.541119381101163,-2.8461121087597965,-1.0258649044451202,True,3,False,4,31.0,False,,
41,3278,76,False,False,1,5202.566771859299,24.479999542236328,10.949999809265137,170.24000549316406,4359.89990234375,2408.2000732421875,3482.3001098632812,-187.90000915527344,-929.1000366210938,-2268.6000061035156,1.0,0.07101758737818388,0.10241583437524014,0.6825537578734481,bf81d8692db,games5425898691,19.0,-36.06999969482422,-114.08000183105469,144.22000122070312,-1143.0000305175781,-476.6999816894531,4782.699890136719,-5132.0001220703125,1819.7000122070312,-774.5999908447266,128.0,128.0,,-1.462561838721808,-0.7189041852257504,2.533892086763072,True,31.0,False,4,3,False,,76561198039309853,enpitsu,27.0,3.299999952316284,-2141.68994140625,17.049999237060547,873.1999969482422,12368.199462890625,3.1999999284744263,0.29999999329447746,-1.1999999731779099,-1561.1000061035156,255.0,0.0,,-0.0167464334053133,1.6392008867063548,-0.00029817461493385385,True,116.0,False,False,False,False,,Ziltrix-YT,b5af45d235b,5,-0.0,2050.2900390625,17.010000228881836,-0.0,-14099.89990234375,2.0999999344348907,0.7999999821186066,-0.0,0.0,255.0,,,-0.00951389076875119,-1.5707884064815436,-3.7693731894913176e-08,True,116.0,False,False,False,False,,Sergichuelo,731525858441281225,10.0,-15.329999923706055,113.0999984741211,70.20999908447266,-337.7000045776367,-849.0000152587891,1011.1000061035156,3103.0999755859375,984.1000366210938,-212.19999313354492,255.0,121.0,-1.2148211874874888,-1.8171879010521554,-0.01838101586751525,True,3,False,4,22.0,False,,
42,3280,76,False,False,0,5209.575616539297,-61.970001220703125,-2.380000114440918,185.5800018310547,-9511.300048828125,3896.300048828125,2385.800018310547,3345.5999755859375,-280.10000228881836,899.8999786376953,0.0,-0.011923941138276772,-0.1083848096161555,0.8831597307349768,731525858441281225,Sergichuelo,10.0,15.100000381469727,-106.80000305175781,78.19999694824219,-375.40000915527344,598.4999847412109,1429.7999572753906,-4914.800109863281,-293.700008392334,-2451.0000610351562,255.0,128.0,,1.4844695658211027,-1.2061770766319484,-2.944291469657767,True,22.0,False,4,3,False,,b5af45d235b,Ziltrix-YT,5.0,0.0,-2050.2900390625,17.010000228881836,0.0,14099.89990234375,2.0999999344348907,-0.7999999821186066,0.0,0.0,255.0,,,0.00951389076875119,1.5707884064815436,-3.7693731894913176e-08,True,116.0,False,False,False,False,,enpitsu,76561198039309853,27,-3.299999952316284,2141.68994140625,17.049999237060547,-873.1999969482422,-12368.199462890625,3.1999999284744263,-0.29999999329447746,1.1999999731779099,-1561.1000061035156,255.0,0.0,,0.0167464334053133,-1.6392008867063548,-0.00029817461493385385,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,41.90999984741211,122.79000091552734,178.27999877929688,679.1999816894531,1593.3999633789062,5149.1998291015625,4832.5,-1713.5000610351562,-1990.0,128.0,128.0,1.0742481099187762,1.0327296412167752,3.0600410675144487,True,3,False,4,31.0,False,,
43,3316,77,False,False,1,5594.065116075939,1231.0899658203125,-444.0199890136719,142.91000366210938,-6144.69970703125,20109.3994140625,5391.300048828125,871.5000152587891,5572.39990234375,755.0,1.0,0.9215425178740968,-3.0355584690947808,1.494498822214912,76561198039309853,enpitsu,27.0,1307.4300537109375,-622.3699951171875,90.80000305175781,1885.8999633789062,15615.999755859375,3265.5999755859375,-524.7999954223633,-4171.600036621094,3450.2999877929688,128.0,255.0,,-0.017854747139595464,1.655715728331737,-0.049546015854590245,True,70.0,False,2,1,False,,bf81d8692db,games5425898691,19.0,-130.66000366210938,-333.1300048828125,316.4100036621094,-535.4999923706055,-1361.1000061035156,-2980.4000854492188,-196.10000610351562,113.99999618530273,0.5999999865889549,255.0,128.0,,0.6285421415870261,2.104853754188795,0.009922708226593866,True,31.0,False,4,False,4,,Ziltrix-YT,b5af45d235b,5,1097.050048828125,-100.41999816894531,73.79000091552734,8176.5997314453125,-21350.30029296875,2511.1000061035156,2239.2999267578125,-806.3999938964844,-1049.8999786376953,255.0,21.0,,-0.07522632660865987,-2.2443322451108827,0.014886479044295322,True,46.42561731287228,True,4,False,3,,Sergichuelo,731525858441281225,10.0,175.5399932861328,28.0,17.049999237060547,5666.9000244140625,-869.0000152587891,3.100000023841858,4.1999998688697815,-0.5999999865889549,782.2000122070312,255.0,225.0,-0.0166155667512623,-2.9576832015262315,0.00010937925691329546,True,4,False,4,22.0,False,,
44,3318,77,False,False,0,4717.745177655476,-1225.8499755859375,433.79998779296875,220.42999267578125,-5340.4998779296875,18955.10009765625,17962.80029296875,5903.900146484375,603.6000061035156,-882.6000213623047,0.0,-0.7556543744644041,-2.974325811449928,1.0578174970760166,b5af45d235b,Ziltrix-YT,5.0,-1164.3800048828125,270.80999755859375,88.51000213623047,-7236.6998291015625,17088.699951171875,370.09998321533203,-3727.5,654.4999694824219,3990.7998657226562,255.0,19.0,,0.2555849243755109,2.3231143594230015,0.49478853857304933,True,40.14544505714088,True,4,3,False,,731525858441281225,Sergichuelo,10.0,-226.25999450683594,-24.25,17.049999237060547,-6431.300048828125,152.10000038146973,3.100000023841858,2.3999999463558197,-0.09999999776482582,1813.3000183105469,255.0,224.0,,0.016645438738806997,3.085236309400715,0.00022705620773658981,True,22.0,False,4,False,4,,enpitsu,76561198039309853,27,-1331.8699951171875,510.32000732421875,110.9800033569336,-3013.699951171875,-13281.099853515625,2137.7999877929688,-118.10000419616699,5476.5997314453125,491.89998626708984,128.0,255.0,,0.020883417751137858,-1.5123992550390288,-0.6330665824938123,True,70.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,130.66000366210938,333.1300048828125,316.4100036621094,535.4999923706055,1361.1000061035156,-2980.4000854492188,196.10000610351562,-113.99999618530273,0.5999999865889549,255.0,128.0,-0.6285421415870261,-2.104853754188795,0.009922708226593866,True,4,False,4,31.0,False,,
45,3457,82,False,False,0,2546.6802713629795,-2782.68994140625,3429.449951171875,421.3599853515625,11797.80029296875,12797.900390625,7937.8997802734375,3803.2000732421875,1729.7000122070312,-4306.099853515625,0.0,-0.45859796833133487,2.626507983512118,2.1364898754471406,731525858441281225,Sergichuelo,10.0,-2848.639892578125,3344.27001953125,300.2799987792969,1685.2000427246094,19343.1005859375,3640.5999755859375,1621.6000366210938,-2051.0000610351562,2147.7000427246094,233.0,255.0,False,-0.7816311735837863,2.8577845344432267,-0.899705761206641,True,175.0861848785031,True,6,4,False,,b5af45d235b,Ziltrix-YT,5.0,-2744.06005859375,4505.77978515625,17.010000228881836,-5434.000244140625,-8780.800170898438,2.0999999344348907,0.5999999865889549,-0.29999999329447746,0.0,255.0,128.0,,0.009479001854486116,-2.12496036218901,1.0623751744192183e-06,True,36.0,False,6,False,4,,enpitsu,76561198039309853,27,-3124.590087890625,3989.2099609375,17.040000915527344,10021.400146484375,13989.89990234375,3.799999952316284,1.2999999523162842,1.8000000715255737,-750.0,255.0,0.0,,0.016775733921675584,0.8945982459047007,0.0001914264443485036,True,248.87369457111564,True,2,False,2,310.0,games5425898691,bf81d8692db,19.0,-104.30000305175781,4912.8701171875,17.010000228881836,-4366.300048828125,3096.0000610351562,2.0999999344348907,-0.19999999552965164,1.2999999523162842,18.700000047683716,255.0,128.0,0.009542252384668312,2.5279843153793453,-8.599631173689465e-05,True,6,False,6,61.0,False,,
46,3523,85,False,False,1,9366.389539715094,542.3300170898438,-4219.7099609375,346.7099914550781,-6249.5001220703125,9379.299926757812,7666.7999267578125,-4425.4998779296875,-2733.900146484375,2990.0,1.0,1.5275454870916032,-1.7270776556848577,2.34975713753927,bf81d8692db,games5425898691,19.0,553.0,-4255.6201171875,175.86000061035156,-389.7999954223633,1614.1000366210938,1393.0999755859375,3728.800048828125,1722.5,778.0000305175781,255.0,158.0,,0.9340501746491644,1.1369274290056506,-0.08511790467872683,True,61.0,False,8,7,False,,76561198039309853,enpitsu,27.0,1261.1300048828125,-4497.06982421875,17.030000686645508,-16852.7001953125,2972.60009765625,5.0,0.5999999865889549,-0.0,0.0,255.0,128.0,,-0.0167979261704951,0.17461494434318797,5.143083389140367e-05,True,150.0,False,2,False,2,,Ziltrix-YT,b5af45d235b,6,2382.68994140625,-4536.6298828125,17.010000228881836,3546.199951171875,9799.500122070312,2.3999999463558197,-0.5000000074505806,-0.7999999821186066,2137.2999572753906,255.0,255.0,,-0.009523126130474006,1.8946595791480547,0.00018365923271601955,False,36.0,False,6,False,4,,Sergichuelo,731525858441281225,10.0,2298.56005859375,-3472.56005859375,82.44999694824219,-10389.49951171875,20348.599853515625,2505.7000732421875,-4810.400085449219,-2666.300048828125,22.999999523162842,255.0,128.0,-0.5917965873677333,1.0618809273853622,0.0016705737601829071,True,5,False,8,76.0,False,,False
47,3594,87,False,False,1,7266.384572225661,-1017.3599853515625,-1869.949951171875,124.30999755859375,-4008.0999755859375,22383.798828125,1347.1000671386719,2491.7999267578125,-4150.7000732421875,3544.2001342773438,1.0,-0.5363838814257263,-0.3817109910788614,0.1954646438887915,76561198039309853,enpitsu,27.0,-1023.8800048828125,-1983.3599853515625,15.510000228881836,-207.70000457763672,16249.3994140625,-1123.1999969482422,-3255.2999877929688,900.5000305175781,39.80000019073486,255.0,255.0,,-0.046282232330051506,1.589133110664525,0.007856120227345855,True,151.89048588660458,True,2,2,False,,bf81d8692db,games5425898691,19.0,-279.4200134277344,-3674.360107421875,17.010000228881836,-11149.599609375,896.1000061035156,2.0999999344348907,2.7000001072883606,-0.29999999329447746,1152.300033569336,255.0,166.0,,-0.009527224261675944,0.05289175457155426,7.718497612181501e-05,True,61.0,False,8,False,8,,Ziltrix-YT,b5af45d235b,6,3192.2099609375,-29.209999084472656,122.19999694824219,1145.4000091552734,20920.70068359375,-166.10000610351562,-751.2000274658203,46.79999828338623,37.69999980926514,255.0,128.0,,-0.8899621179565677,1.571597576192651,0.02070741496497427,False,0.0,False,10,False,6,,Sergichuelo,731525858441281225,10.0,-410.5899963378906,1305.02001953125,17.049999237060547,-5516.5997314453125,18308.699951171875,2.5999999046325684,0.19999999552965164,-0.5999999865889549,-74.40000057220459,206.0,128.0,-0.016783383642432814,1.2862942812925806,7.607609259699331e-05,True,6,False,8,107.0,False,,False
48,3649,89,False,False,1,4035.640522010862,-1758.0999755859375,2099.909912109375,101.27999877929688,15931.500244140625,17548.00048828125,5770.9002685546875,-2503.8999938964844,-5245.999755859375,-1486.199951171875,1.0,-0.8261054198250856,1.8249349633724357,-0.09392353515092408,76561198039309853,enpitsu,27.0,-1916.4300537109375,2073.52001953125,16.219999313354492,10615.799560546875,18314.69970703125,-308.799991607666,-632.400016784668,-24.800000190734863,213.79999160766602,,0.0,,-0.029272587550803517,2.195078325506385,-0.019203964518865725,True,36.0,False,2,2,False,,bf81d8692db,games5425898691,19.0,-3456.739990234375,-3813.1298828125,17.010000228881836,-12974.100341796875,9070.800170898438,2.3999999463558197,-0.29999999329447746,0.29999999329447746,-2031.6999816894531,255.0,0.0,,-0.009588278533581863,0.6790161539233908,-5.084415391969203e-05,True,255.0,False,10,False,10,,Ziltrix-YT,b5af45d235b,6,3064.330078125,4127.60986328125,17.010000228881836,-8735.499877929688,18114.3994140625,2.3000000417232513,0.09999999776482582,-0.29999999329447746,1988.2000732421875,255.0,255.0,,-0.009589725341422977,1.0471977173299136,2.62222652900352e-05,True,255.0,False,10,False,6,,Sergichuelo,731525858441281225,10.0,-1377.68994140625,4777.33984375,17.049999237060547,6582.60009765625,13606.8994140625,3.0000001192092896,-0.0,0.19999999552965164,-2023.6000061035156,,0.0,-0.016850901179166555,2.0854099742001133,-3.190489222107101e-05,True,6,False,8,137.0,False,,
49,3685,90,False,False,0,9523.594722540045,-295.44000244140625,-4364.64013671875,293.8699951171875,14969.200439453125,19073.499755859375,9299.000244140625,5806.199951171875,319.59999084472656,1478.2000732421875,0.0,-0.07252495829351627,-3.0922817575352806,-1.6792295067101257,b5af45d235b,Ziltrix-YT,6.0,-506.9200134277344,-4559.47021484375,205.39999389648438,20048.399658203125,11056.300048828125,2194.499969482422,-5380.999755859375,-668.4999847412109,-920.4000091552734,202.0,235.0,,-0.44027641569135106,0.7394433923967689,-0.2688175329830775,True,172.61967288294147,True,12,7,False,,731525858441281225,Sergichuelo,10.0,-245.55999755859375,-4880.93994140625,58.38999938964844,-13433.599853515625,7362.7001953125,3740.8999633789062,476.89998626708984,648.7000274658203,-1676.6000366210938,247.0,92.0,,-0.013103549619273062,2.4509566073277007,0.0013942097553088359,True,112.0,False,9,False,6,,enpitsu,76561198039309853,27,-259.20001220703125,-2909.9599609375,17.06999969482422,-17785.699462890625,-3465.2999877929688,0.0,0.5999999865889549,0.09999999776482582,0.0,255.0,128.0,,0.016781504105143875,-2.949173957030487,4.234054750910027e-05,True,97.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,3879.43994140625,1333.3399658203125,22.989999771118164,-608.4999847412109,-22988.798828125,-123.50000381469727,42.5,270.3000068664551,-208.60000610351562,255.0,89.0,0.01972543849246005,-1.598013668897821,0.1737050411177379,True,10,False,10,169.0,False,,
50,3770,94,False,False,1,7955.151262338371,-4010.989990234375,-1121.4599609375,277.67999267578125,-10530.2001953125,6398.0999755859375,15046.400146484375,392.79998779296875,2620.4998779296875,-5383.0999755859375,1.0,-0.12330063365715382,-2.298575261341513,-0.39501311867142336,bf81d8692db,games5425898691,19.0,-3897.659912109375,-1216.6099853515625,160.9600067138672,-12853.1005859375,-10514.100341796875,2847.0001220703125,3816.7999267578125,1857.7000427246094,-3497.0999145507812,255.0,228.0,,0.3865590673930435,0.29163221144175117,-0.5124660735799912,True,133.0,False,12,11,False,,76561198039309853,enpitsu,27.0,3439.4599609375,-278.8500061035156,17.059999465942383,-9448.300170898438,-19716.099853515625,1.1999999731779099,0.29999999329447746,0.7000000029802322,-77.30000019073486,255.0,128.0,,-0.016778836335565414,-1.1157201036300615,8.538519899540347e-05,True,255.0,False,2,False,2,,Ziltrix-YT,b5af45d235b,6,-2043.6500244140625,4132.419921875,17.010000228881836,11294.49951171875,-4525.899963378906,2.5,-0.0,-0.0,-2353.0999755859375,255.0,0.0,False,-0.009542126829450142,-2.69520822001651,-2.7860146303000915e-06,True,171.0,False,12,False,8,,Sergichuelo,731525858441281225,10.0,779.8599853515625,1756.8800048828125,17.030000686645508,-16132.900390625,-13230.999755859375,5.199999809265137,-0.5000000074505806,-0.29999999329447746,0.0,230.0,128.0,-0.016788752033028275,-0.686899244361406,-5.200708382553796e-05,True,8,False,10,3.0,False,,
