,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_ball_cam,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_boost_collect
0,169,0,False,False,1,5231.992713072394,18.549999237060547,-17.889999389648438,100.86000061035156,-6687.5,24970.2001953125,3911.0000610351562,-4099.800109863281,-3374.8001098632812,-2310.399932861328,1.0,-0.12990755399994255,0.06050237100927973,0.1538631847635583,b5d2851c45b,aZù,5.0,65.12999725341797,-164.5500030517578,77.16000366210938,-12683.699951171875,10971.700439453125,2717.60009765625,4895.0,1233.3000183105469,-2183.3999633789062,255.0,199.0,,0.07136302933184495,1.187954463852284,-0.022902384402129525,4,0.0,False,False,False,3,,76561198063892773,aptalis,,-2048.0,-2560.0,17.049999237060547,-0.0,-0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,-0.016816698293711855,2.3561757169497213,-1.2166768995300741e-05,True,False,85.0,False,False,False,,enpitsu,76561198039309853,24,-57.31999969482422,131.27999877929688,87.87999725341797,13671.99951171875,-15119.000244140625,1740.0,4399.2999267578125,2769.2999267578125,-1796.300048828125,255.0,128.0,,-0.7205903475109026,-2.3958559542523634,0.0769267241278045,True,2,1,0.0,False,False,,games5425898691,bf81d8692db,19.0,3338.72998046875,2266.22998046875,17.010000228881836,9445.499877929688,10396.400146484375,2.199999988079071,0.7999999821186066,1.0000000149011612,1570.2999877929688,255.0,255.0,,-0.009577890154484896,2.2965593197325647,0.00020708616999729965,False,False,False,0.0,False,False,
1,170,0,False,False,0,5205.265388320354,-27.799999237060547,7.650000095367432,168.27000427246094,-1163.7999725341797,-10560.699462890625,17198.399658203125,-4656.199951171875,-1495.8999633789062,-3475.7998657226562,0.0,0.3985673967466345,-0.29145090570507715,0.5171453800840168,76561198039309853,enpitsu,24.0,57.31999969482422,-131.27999877929688,87.87999725341797,-13671.99951171875,15119.000244140625,1740.0,-4399.2999267578125,-2769.2999267578125,-1796.300048828125,255.0,128.0,,0.7205903475109026,2.3958559542523634,0.0769267241278045,2,0.0,False,True,False,1,,bf81d8692db,games5425898691,19.0,-3338.72998046875,-2266.22998046875,17.010000228881836,-9445.499877929688,-10396.400146484375,2.199999988079071,-0.7999999821186066,-1.0000000149011612,1570.2999877929688,255.0,255.0,,0.009577890154484896,-2.2965593197325647,0.00020708616999729965,False,False,0.0,False,False,False,,aZù,b5d2851c45b,5,-65.12999725341797,164.5500030517578,77.16000366210938,12683.699951171875,-10971.700439453125,2717.60009765625,-4895.0,-1233.3000183105469,-2183.3999633789062,255.0,199.0,,-0.07136302933184495,-1.187954463852284,-0.022902384402129525,False,4,3,0.0,False,False,,aptalis,76561198063892773,,2048.0,2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,-0.3999999910593033,0.19999999552965164,0.0,,,,0.016816698293711855,-2.3561757169497213,-1.2166768995300741e-05,True,False,False,85.0,False,False,
2,171,0,False,False,1,5220.971481581901,49.91999816894531,-11.960000038146973,218.9600067138672,7915.0,6742.7001953125,15957.60009765625,3788.699951171875,1018.0999755859375,-4539.599914550781,1.0,-0.4582417679596801,0.4054031759708962,0.5749614986239271,b5d2851c45b,aZù,5.0,65.12999725341797,-164.5500030517578,77.16000366210938,-12683.699951171875,10971.700439453125,2717.60009765625,4895.0,1233.3000183105469,-2183.3999633789062,255.0,199.0,,0.07136302933184495,1.187954463852284,-0.022902384402129525,4,0.0,False,False,False,3,,76561198063892773,aptalis,,-2048.0,-2560.0,17.049999237060547,-0.0,-0.0,2.7000001072883606,0.3999999910593033,-0.19999999552965164,0.0,,,,-0.016816698293711855,2.3561757169497213,-1.2166768995300741e-05,True,False,85.0,False,False,False,,enpitsu,76561198039309853,24,19.059999465942383,80.44999694824219,86.56999969482422,7605.30029296875,-2445.0,-113.99999618530273,3193.900146484375,3832.7999877929688,2314.600067138672,255.0,128.0,,-1.259566586264126,-2.50769758842937,0.3874866198247532,True,2,1,0.0,False,False,,games5425898691,bf81d8692db,19.0,3398.050048828125,2338.530029296875,17.010000228881836,8405.800170898438,11220.400390625,2.3000000417232513,-0.5999999865889549,-0.9000000357627869,1965.7000732421875,255.0,255.0,,-0.009579028872507295,2.1746559120179674,0.0001729982018299982,False,False,False,0.0,False,False,
3,277,3,False,False,0,7509.843739709964,-2503.60009765625,-2195.760009765625,120.31999969482422,-3422.6998901367188,17325.2001953125,-452.00000762939453,2395.0999450683594,-3411.7999267578125,3772.2000122070312,0.0,-0.15870796987095384,1.9306358532609116,1.4150772009794086,bf81d8692db,games5425898691,19.0,-2481.659912109375,-2405.570068359375,15.420000076293945,-4241.499938964844,8262.100219726562,-1772.1000671386719,-4832.200012207031,2564.89990234375,-566.1000061035156,255.0,,,0.04952622908088711,1.9551192778596385,0.04797764888573009,False,241.0,False,True,False,False,,76561198039309853,enpitsu,24.0,-3590.590087890625,-13.149999618530273,17.059999465942383,3062.39990234375,-2453.0999755859375,2.5,-2.0999999344348907,1.8000000715255737,-767.7999877929688,,128.0,,0.01682253154958926,-0.6126286298180743,-0.00017709604716278782,True,4,255.0,False,4,False,,aZù,b5d2851c45b,5,3428.14990234375,385.1600036621094,17.0,10151.500244140625,-2576.400146484375,3.8999998569488525,0.0,0.0,-3310.1998901367188,255.0,0.0,,0.009559287768308666,-0.6026952710470718,-1.6522451495143286e-05,True,6,4,,False,False,,aptalis,76561198063892773,,2048.0,2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,-0.3999999910593033,0.19999999552965164,0.0,,,,0.016816698293711855,-2.3561757169497213,-1.2166768995300741e-05,True,False,False,85.0,False,False,
4,345,6,False,True,0,4580.6451940045445,-3257.75,1215.1500244140625,99.44999694824219,12504.49951171875,16032.099609375,3968.9999389648438,-1817.2999572753906,-3582.7999877929688,-4456.499938964844,0.0,1.1116465721567823,1.3086772185567652,-0.8401814777052563,bf81d8692db,games5425898691,19.0,-3419.590087890625,1124.1700439453125,16.989999771118164,7382.8997802734375,18909.69970703125,2.199999988079071,-0.19999999552965164,-0.7000000029802322,-668.3000183105469,255.0,41.0,,0.009595729995957569,1.2015661323535294,-0.00019309245061726986,False,145.66515278816226,True,True,False,False,,76561198039309853,enpitsu,24.0,-3001.2900390625,-345.5299987792969,17.059999465942383,9425.0,-4185.199890136719,2.0000000298023224,-0.5000000074505806,0.3999999910593033,1838.8999938964844,255.0,128.0,,0.016686001035639265,-0.42025199305777333,0.0003081630001597065,True,4,255.0,False,4,False,,aZù,b5d2851c45b,5,1473.0899658203125,2223.239990234375,62.220001220703125,-11536.300048828125,19623.199462890625,-2239.9000549316406,-2082.4000549316406,-473.1999969482422,-733.6000061035156,255.0,128.0,False,-0.3522319827017223,2.2974465948275276,-0.2723250187413829,True,8,6,225.0,False,False,,aptalis,76561198063892773,,2048.0,2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,-0.3999999910593033,0.19999999552965164,0.0,,,,0.016816698293711855,-2.3561757169497213,-1.2166768995300741e-05,True,False,False,85.0,False,False,
5,367,7,False,True,0,2958.5612415372734,-2251.679931640625,2510.320068359375,210.0,11624.100341796875,19227.099609375,4951.199951171875,-4016.7001342773438,855.2999877929688,-4374.200134277344,0.0,0.2768152997261359,2.8848024685637514,-0.14047159476326834,bf81d8692db,games5425898691,19.0,-2310.969970703125,2416.610107421875,67.73999786376953,8032.9998779296875,8772.5,3039.4000244140625,-195.30000686645508,-4671.400146484375,-850.1000213623047,255.0,176.0,,-0.09890267463278339,0.21439361596735743,-0.01298197692479708,4,99.0,False,True,False,3,,76561198039309853,enpitsu,24.0,-2002.1800537109375,-426.67999267578125,17.059999465942383,13044.300537109375,1468.800048828125,1.8000000715255737,3.700000047683716,0.19999999552965164,1297.4000549316406,255.0,255.0,,0.016728614356452228,0.10614469231858177,0.0002565786771612533,True,4,255.0,False,4,False,,aZù,b5d2851c45b,5,681.6699829101562,3757.389892578125,17.010000228881836,-4940.0,21029.89990234375,2.0000000298023224,-0.09999999776482582,1.0000000149011612,1018.6000061035156,128.0,211.0,False,0.009641142075402044,1.7835527150824007,0.00039265460671795017,True,8,6,255.0,False,False,,aptalis,76561198063892773,,2048.0,2560.0,17.049999237060547,0.0,0.0,2.7000001072883606,-0.3999999910593033,0.19999999552965164,0.0,,,,0.016816698293711855,-2.3561757169497213,-1.2166768995300741e-05,True,False,False,85.0,False,False,
6,400,8,False,False,1,9862.899266692593,909.4199829101562,-4722.89013671875,339.3900146484375,-1042.9000091552734,9080.700073242188,2785.8999633789062,-126.19999885559082,-1748.800048828125,5737.9998779296875,1.0,-0.3655890210383322,-2.6468191980827025,0.4158594971808359,b5d2851c45b,aZù,5.0,784.4299926757812,-4857.2099609375,237.8800048828125,18485.10009765625,-5785.2001953125,4828.699951171875,-582.599983215332,-630.4999923706055,1824.7999572753906,128.0,255.0,False,0.4298075753277917,2.542760527295101,-0.2016908906904192,10,186.06308835808952,True,True,4,6,,76561198063892773,aptalis,40.0,-1591.6400146484375,-2521.5,17.049999237060547,8211.199951171875,-3373.800048828125,3.3000001311302185,-2.0999999344348907,0.7000000029802322,-1695.5000305175781,255.0,16.0,,-0.01667085879583983,-2.7657957517179357,-0.00020989912062649012,True,False,85.0,False,False,False,,enpitsu,76561198039309853,25,1431.6400146484375,-758.3900146484375,17.059999465942383,-1010.5999755859375,-13720.50048828125,1.1999999731779099,-0.0,0.5999999865889549,-45.70000171661377,255.0,255.0,,-0.016754709527379986,-1.4917768527797173,6.299057613926092e-05,True,4,4,255.0,False,False,,games5425898691,bf81d8692db,19.0,1328.4100341796875,-3361.239990234375,16.280000686645508,-5970.7000732421875,2751.099853515625,109.70000267028809,16.90000057220459,-54.60000038146973,-2000.2999877929688,255.0,128.0,,-0.0074869288635972175,0.8342733147542566,0.004418185013442876,True,4,4,80.13902794417515,True,False,
7,444,10,True,True,0,1748.4331840998493,-728.3800048828125,3399.6201171875,159.38999938964844,11476.199951171875,29516.0009765625,6248.499755859375,4900.799865722656,840.6999969482422,2207.7999877929688,0.0,0.8625053370681828,-0.6225423114120672,0.4132468790303254,76561198039309853,enpitsu,24.0,-808.25,3202.889892578125,144.88999938964844,6937.8997802734375,21710.30029296875,3086.300048828125,-5119.100036621094,-2010.5000305175781,-43.400001525878906,255.0,255.0,,0.40578494885779387,0.9803774415363371,-0.5982343807154096,6,185.0,False,True,False,5,,bf81d8692db,games5425898691,19.0,-756.739990234375,3068.469970703125,74.5,2686.199951171875,6559.89990234375,1518.2000732421875,-4916.700134277344,-2461.1000061035156,-136.09999656677246,255.0,255.0,,-0.07990496315075575,0.5336121842235051,-0.539572147843855,True,5,56.0,False,6,False,,aZù,b5d2851c45b,5,-3153.0400390625,4734.35986328125,113.23999786376953,-6068.2000732421875,-6120.9002685546875,249.69999313354492,1574.6000671386719,3650.0,-1592.8999328613281,128.0,128.0,False,-0.11341317769707907,-1.4437473802379226,-0.036986184427475616,True,10,6,185.0,False,4,,aptalis,76561198063892773,40.0,64.44999694824219,4003.510009765625,17.049999237060547,-9642.39990234375,17326.400146484375,-2.0999999344348907,0.7000000029802322,-1.4000000059604645,-294.7999954223633,255.0,128.0,,0.01678641824087569,2.05196947488529,0.00022970583971886936,True,False,False,16.083466417046004,True,False,
8,713,10,False,False,0,5208.580765738967,7.5,10.380000114440918,95.12000274658203,12051.099853515625,20141.099853515625,3104.1000366210938,4863.900146484375,-3512.9998779296875,2.5,0.0,-0.04634988385256278,-0.0014523378775990925,0.0642656086525265,76561198039309853,enpitsu,24.0,-101.25,-175.9600067138672,95.94999694824219,13410.10009765625,18565.0,2016.6999816894531,-4459.200134277344,3219.4000244140625,0.19999999552965164,255.0,128.0,,0.7767129023458749,0.9455285634620417,6.433212646498023e-05,2,0.0,False,True,False,1,,bf81d8692db,games5425898691,19.0,2725.909912109375,-4084.169921875,17.010000228881836,17330.6005859375,-4236.499938964844,2.3000000417232513,-1.0000000149011612,0.9000000357627869,1781.6999816894531,128.0,255.0,,0.009590498293758373,-0.19036439187372148,0.00015200122381946673,True,False,0.0,False,False,False,,aZù,b5d2851c45b,5,58.18000030517578,200.88999938964844,76.97000122070312,-8057.5,-21328.20068359375,3001.7001342773438,3767.6998901367188,1233.0999755859375,1422.2000122070312,255.0,255.0,,0.042534830472149246,-2.0929460567375093,-0.03631040964194278,False,4,3,0.0,False,False,,aptalis,76561198063892773,9.0,59.04999923706055,1899.77001953125,17.049999237060547,1046.6000366210938,-13730.699462890625,2.5999999046325684,0.0,1.1999999731779099,-90.0,255.0,109.0,,0.016728477305377583,-1.4932896391049988,7.251948018614756e-06,True,False,False,116.0,False,False,
9,714,10,False,False,1,5212.095268875234,-41.27000045776367,12.869999885559082,125.43000030517578,-18361.800537109375,-2651.099853515625,5732.39990234375,-3394.2999267578125,2503.6000061035156,-4267.300109863281,1.0,0.21728435673224897,0.2125794480376525,0.49259646303813504,b5d2851c45b,aZù,5.0,-58.18000030517578,-200.88999938964844,76.97000122070312,8057.5,21328.20068359375,3001.7001342773438,-3767.6998901367188,-1233.0999755859375,1422.2000122070312,255.0,255.0,,-0.042534830472149246,2.0929460567375093,-0.03631040964194278,4,0.0,False,False,False,3,,76561198063892773,aptalis,9.0,-59.04999923706055,-1899.77001953125,17.049999237060547,-1046.6000366210938,13730.699462890625,2.5999999046325684,-0.0,-1.1999999731779099,-90.0,255.0,109.0,,-0.016728477305377583,1.4932896391049988,7.251948018614756e-06,True,False,116.0,False,False,False,,enpitsu,76561198039309853,24,101.25,175.9600067138672,95.94999694824219,-13410.10009765625,-18565.0,2016.6999816894531,4459.200134277344,-3219.4000244140625,0.19999999552965164,255.0,128.0,,-0.7767129023458749,-0.9455285634620417,6.433212646498023e-05,True,2,1,0.0,False,False,,games5425898691,bf81d8692db,19.0,-2869.580078125,4108.0,17.010000228881836,-17109.3994140625,1694.2999267578125,2.3000000417232513,0.5999999865889549,-0.19999999552965164,1879.6000671386719,128.0,255.0,,-0.009632385700974796,0.03676793797448037,5.4915339164597556e-05,True,False,False,255.0,False,False,50.0
10,715,10,False,False,0,5263.69130757931,91.81999969482422,-30.170000076293945,139.6999969482422,19745.6005859375,-903.1999969482422,3693.5000610351562,2294.9000549316406,-2396.0000610351562,-4999.200134277344,0.0,-0.257864221845302,-0.2133331869336433,0.5482135921509834,76561198039309853,enpitsu,24.0,-31.549999237060547,-105.23999786376953,99.9000015258789,4776.700134277344,294.50000762939453,-88.4000015258789,-3227.9000854492188,2479.199981689453,-3699.2001342773438,255.0,128.0,,1.503116757029352,-1.3010779798087715,-2.1714017039272817,2,0.0,False,True,False,1,,bf81d8692db,games5425898691,19.0,2869.580078125,-4108.0,17.010000228881836,17109.3994140625,-1694.2999267578125,2.3000000417232513,-0.5999999865889549,0.19999999552965164,1879.6000671386719,128.0,255.0,,0.009632385700974796,-0.03676793797448037,5.4915339164597556e-05,True,False,255.0,False,False,False,,aZù,b5d2851c45b,5,45.439998626708984,147.0399932861328,109.69000244140625,817.9000091552734,-1614.1999816894531,4166.000061035156,1945.0999450683594,4897.699890136719,1574.1999816894531,255.0,255.0,,-0.19003647621393083,-1.528610594277624,-0.3762268441887134,False,4,3,0.0,False,False,,aptalis,76561198063892773,9.0,65.22000122070312,1807.739990234375,17.049999237060547,821.1000061035156,-13860.0,2.5999999046325684,0.0,0.09999999776482582,-423.8999938964844,255.0,100.0,,0.016740327598978533,-1.5134661416114665,-6.9555736906028e-05,True,False,False,116.0,False,False,
11,773,12,False,False,0,7195.252063347941,3898.580078125,-225.0399932861328,106.95999908447266,11519.3994140625,-861.2000274658203,5460.10009765625,828.6000061035156,5726.500244140625,-1587.2999572753906,0.0,-0.7218685483935753,-0.6722959037904046,1.5865585768226016,bf81d8692db,games5425898691,20.0,4003.340087890625,-360.9800109863281,84.7699966430664,-3138.900146484375,22576.298828125,-3075.0,-1474.1999816894531,1528.0999755859375,1059.5999908447266,255.0,255.0,,0.18280354646418176,1.7505922141571202,-0.773864062537134,False,98.37598277676484,True,True,False,False,,76561198039309853,enpitsu,24.0,1417.4300537109375,-89.94000244140625,17.049999237060547,11040.899658203125,-4036.7999267578125,2.5999999046325684,-0.5999999865889549,0.3999999910593033,-8.500000238418579,255.0,128.0,,0.01669593063491844,-0.35170239505607903,6.34460724242833e-05,True,2,31.0,False,2,False,,aZù,b5d2851c45b,5,-361.8800048828125,-310.5899963378906,17.010000228881836,-8914.89990234375,3223.800048828125,2.5,-0.3999999910593033,0.0,-2454.499969482422,255.0,0.0,False,0.009524241748649425,2.7480751691805656,-4.4719481851181205e-05,True,4,4,0.0,False,False,,aptalis,76561198063892773,9.0,2475.56005859375,1530.449951171875,17.049999237060547,1426.3999938964844,17960.6005859375,2.5,-0.09999999776482582,0.3999999910593033,512.5,255.0,128.0,,0.016760248905324515,1.5377333272246043,-0.0002466405032779189,True,False,False,43.0,False,False,
12,851,15,False,False,0,2548.225404534466,1393.02001953125,4020.25,114.69999694824219,-7719.6002197265625,26895.6005859375,8103.3001708984375,5645.10009765625,-1707.7000427246094,-1102.7999877929688,0.0,-0.7744447512162537,2.2541520278016662,-0.28973589524672727,bf81d8692db,games5425898691,20.0,1426.0699462890625,3853.0,93.22000122070312,-352.2999954223633,18876.500244140625,1601.199951171875,-417.2999954223633,-3694.4000244140625,4052.9998779296875,255.0,255.0,,0.01784085423553929,1.4189347876515008,-0.6806108744777702,4,183.0,False,True,False,3,,76561198039309853,enpitsu,24.0,2437.110107421875,650.8900146484375,17.049999237060547,-11113.499755859375,7777.0001220703125,2.5999999046325684,-0.5000000074505806,0.09999999776482582,0.0,255.0,128.0,,0.01672199401972083,2.531013289897943,-4.892936624040908e-05,True,2,31.0,False,2,False,,aZù,b5d2851c45b,5,-2057.18994140625,2812.35009765625,17.010000228881836,-7852.1002197265625,11626.400146484375,2.199999988079071,3.3000001311302185,-4.699999988079071,1465.3999328613281,255.0,128.0,,0.009590046278990237,2.2211613544266293,6.910268500900563e-05,True,4,4,24.701479447785243,True,False,,aptalis,76561198063892773,9.0,1488.22998046875,5102.93994140625,942.0,-4290.5999755859375,-2.0999999344348907,10198.900146484375,-0.3999999910593033,152.60000228881836,2.0999999344348907,255.0,204.0,True,-1.2316356615774158,3.091221089903506,-1.5232490119954831,True,4,False,0.0,False,False,
13,900,17,True,True,0,2535.4791191534378,317.1400146484375,2913.580078125,93.08000183105469,-4333.999938964844,29279.89990234375,1256.2000274658203,-4748.999938964844,-1504.2999267578125,-3344.2001342773438,0.0,0.6938434663387658,1.7580639195475594,-2.5447146966057934,76561198039309853,enpitsu,24.0,341.7900085449219,2630.10009765625,66.8499984741211,-1937.2999572753906,22237.900390625,2913.5000610351562,-2495.800018310547,1163.8999938964844,-3120.7998657226562,255.0,128.0,,0.0936531000437372,1.6130579847094209,0.00434136210329174,4,6.0,False,True,False,3,,bf81d8692db,games5425898691,20.0,1303.8599853515625,4961.31982421875,401.8900146484375,-811.9999694824219,-1390.0999450683594,-920.0,883.6000061035156,1216.1000061035156,-151.30000114440918,255.0,128.0,,-0.9895903258309979,-0.5013286571313064,-0.05596909226313861,True,4,183.0,False,4,False,,aZù,b5d2851c45b,5,-2386.409912109375,5020.39013671875,32.650001525878906,19731.99951171875,2429.1000366210938,1150.2999877929688,2041.1000061035156,-40.50000190734863,-330.9000015258789,255.0,128.0,False,-0.052615945967067465,0.12727850947324656,0.431179713493873,True,4,4,176.58062804129818,True,False,,aptalis,76561198063892773,9.0,573.0399780273438,5102.93994140625,1160.219970703125,-4113.900146484375,-1.8000000715255737,-4723.599853515625,5.5000001192092896,-1392.7999877929688,6.200000047683716,255.0,128.0,False,0.8176312503042741,3.117231213646171,-1.5885463694639692,True,4,False,0.0,False,False,
14,1182,18,False,False,1,5040.18659270297,177.77000427246094,151.25,125.06999969482422,19250.799560546875,-1494.7000122070312,1006.9999694824219,-5845.4998779296875,-563.8999938964844,1229.4999694824219,1.0,0.253606712515163,-0.683267912310997,0.34924216348672676,b5d2851c45b,aZù,5.0,36.939998626708984,44.27000045776367,90.48999786376953,6405.7000732421875,4803.800048828125,165.79999923706055,3993.2998657226562,3757.5,-428.8999938964844,128.0,0.0,True,0.2610843570086789,2.4252047698163386,1.3406024528746352,6,14.0,False,False,False,5,,76561198063892773,aptalis,9.0,-0.0,-1888.9300537109375,63.33000183105469,-0.0,16690.799560546875,-2153.8999938964844,-2083.000030517578,-0.0,0.0,255.0,,,0.29294051165991986,1.5708452936409454,-3.9046652003343e-05,True,4,116.0,False,4,False,,enpitsu,76561198039309853,24,54.13999938964844,265.30999755859375,114.94000244140625,2604.2999267578125,-4326.700134277344,970.4000091552734,561.5999984741211,194.3000030517578,5467.7001953125,255.0,128.0,,-1.5543786770173094,2.132324673848682,2.0837845656952534,True,2,1,31.0,False,False,,games5425898691,bf81d8692db,19.0,-2769.139892578125,4006.830078125,17.010000228881836,-19263.800048828125,6369.1998291015625,2.3000000417232513,0.9000000357627869,-0.5999999865889549,1745.5000305175781,128.0,255.0,,-0.00961071572245897,0.27134631691385097,0.00016358033173661434,True,False,False,0.0,False,False,
