,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_ball_cam,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_boost_collect
15,1257,21,False,False,1,6023.37339361964,3993.89990234375,-25.65999984741211,395.010009765625,-4162.39990234375,5754.000244140625,6991.500244140625,-4869.89990234375,2703.2998657226562,347.20001220703125,1.0,-0.3632026916010923,1.7003576229200805,-1.856871357948129,76561198063892773,aptalis,9.0,4082.070068359375,-151.8800048828125,380.1400146484375,-459.00001525878906,1403.699951171875,13624.100341796875,-2278.9999389648438,119.70000267028809,8.199999928474426,255.0,255.0,,1.4217322191008916,1.4768634774479519,-1.6636287018968439,4,255.0,False,True,False,4,,b5d2851c45b,aZù,5.0,2665.610107421875,-673.489990234375,19.469999313354492,12440.6005859375,-10031.400146484375,-1731.6999816894531,2952.39990234375,465.8000183105469,-1541.0000610351562,240.0,0.0,False,0.0389201104165769,-2.4863190886206414,-0.06020511858085851,False,8,0.0,False,8,False,,enpitsu,76561198039309853,24,1408.449951171875,310.92999267578125,17.059999465942383,9889.199829101562,6847.19970703125,1.8000000715255737,4.399999976158142,3.0000001192092896,1188.3999633789062,255.0,128.0,,-0.01670566870065398,2.547936670758198,0.00021842775456683804,False,2,2,48.463320455243505,True,False,,games5425898691,bf81d8692db,19.0,-1306.199951171875,2439.739990234375,17.030000686645508,13686.099853515625,10037.000122070312,0.0,-0.29999999329447746,-0.0,1974.1999816894531,255.0,255.0,,-0.00959748854290715,2.4403905108071062,3.4617960891148676e-05,True,False,False,255.0,False,False,
16,1326,23,False,False,1,4320.7143347296615,2992.260009765625,1361.8699951171875,95.55999755859375,-2041.3999938964844,5069.100036621094,5499.1998291015625,-5555.2001953125,-2237.2000122070312,347.20001220703125,1.0,-1.139967355418831,-0.1022620877483793,0.1601183199900402,76561198063892773,aptalis,9.0,3191.4599609375,1304.3499755859375,19.510000228881836,-11867.5,5833.599853515625,2955.4000854492188,10.0,-4.1999998688697815,1185.5999755859375,255.0,128.0,,-0.016746080282132324,0.3994156918242606,-0.00012548281740509256,5,248.72834415845975,True,True,False,4,,b5d2851c45b,aZù,5.0,2854.010009765625,-4208.35986328125,17.010000228881836,-12441.400146484375,-3804.8001098632812,2.8999999165534973,-0.7000000029802322,-0.0,-3371.199951171875,255.0,0.0,False,-0.009575901389962362,-0.005896490976942817,-2.0321524361520917e-05,True,8,244.0,False,8,False,,enpitsu,76561198039309853,25,2561.97998046875,4495.2900390625,17.059999465942383,-12214.200439453125,-21.90000057220459,3.1999999284744263,0.5000000074505806,0.3999999910593033,3603.800048828125,255.0,255.0,False,-0.016745760723953503,-0.32216200212862245,-2.8206475085376943e-05,True,2,2,255.0,False,False,,games5425898691,bf81d8692db,20.0,-55.16999816894531,4920.169921875,17.030000686645508,7904.69970703125,-1165.6999969482422,0.0,0.09999999776482582,-0.0,-2255.2000427246094,128.0,0.0,,-0.009634661394109869,-2.9614026852317714,-1.995558380978065e-05,True,False,False,255.0,False,False,
17,1397,26,False,False,1,2182.8559825248058,-658.2000122070312,3607.25,130.8300018310547,-9817.7001953125,2974.5001220703125,-411.5999984741211,4678.2000732421875,2982.0999145507812,-2284.7999572753906,1.0,1.2490797399393068,-0.21094071984629237,1.0378485453177895,76561198063892773,aptalis,9.0,-675.1300048828125,3681.7099609375,46.630001068115234,-12289.000244140625,9377.7001953125,1231.6999816894531,1573.800048828125,-4354.700012207031,1289.1000366210938,255.0,209.0,True,-0.0016847778951643985,1.1663168114297553,2.7366706831885628,6,110.0,False,True,4,4,,b5d2851c45b,aZù,5.0,-199.92999267578125,-737.8300170898438,17.010000228881836,-18936.600341796875,4187.60009765625,2.0000000298023224,-0.5000000074505806,-0.0,349.59999084472656,255.0,128.0,False,-0.009576105899119483,0.18060243794624964,-0.00018998271208982572,True,10,205.0,False,10,False,,enpitsu,76561198039309853,25,537.8599853515625,4471.7998046875,17.059999465942383,-11426.600341796875,7836.6998291015625,1.1999999731779099,0.19999999552965164,-0.7000000029802322,0.0,255.0,255.0,False,-0.016718041946611365,0.6011616124087863,5.3646966717274225e-05,True,2,2,255.0,False,False,,games5425898691,bf81d8692db,19.0,-615.6799926757812,3929.1201171875,58.63999938964844,-13238.00048828125,-11897.2998046875,2951.099853515625,3994.5001220703125,-1707.7000427246094,719.8000335693359,255.0,215.0,,-0.07343582237941768,-0.45304787123912077,-0.03496431541968915,True,4,3,225.0,False,False,
18,1410,26,False,False,0,8592.822765652752,1123.3299560546875,-3212.179931640625,93.61000061035156,8451.599731445312,10463.599853515625,1151.8000030517578,1543.3999633789062,-524.0999984741211,-2541.7999267578125,0.0,-0.47784062125259824,-2.6184022187433804,2.3166307063388207,bf81d8692db,games5425898691,19.0,1153.75,-3478.72998046875,104.77999877929688,10550.10009765625,8426.099853515625,-153.29999923706055,-5438.800048828125,388.1999969482422,719.7000122070312,255.0,128.0,,-0.1991102163684348,-0.769502636471995,2.729068216061951,4,225.0,False,True,False,3,,76561198039309853,enpitsu,25.0,83.45999908447266,-4765.509765625,17.059999465942383,13516.8994140625,-753.3999633789062,2.3999999463558197,-0.5999999865889549,0.0,2886.199951171875,255.0,128.0,False,0.01676133609176204,0.085327315814721,0.00011616199064661166,True,2,255.0,False,2,False,,aZù,b5d2851c45b,5,1105.1400146484375,576.1699829101562,17.010000228881836,18678.599853515625,-4744.200134277344,2.3000000417232513,0.9000000357627869,0.0,-1653.9999389648438,255.0,21.0,False,0.009577936748627777,-0.28419295795384686,-0.00020943215539975178,True,10,10,205.0,False,False,,aptalis,76561198063892773,9.0,1786.68994140625,-3634.719970703125,44.13999938964844,22620.400390625,3054.1000366210938,-1168.6000061035156,-1749.4000244140625,5190.7000732421875,495.49999237060547,255.0,255.0,True,-0.05372336885945009,-1.062826370257763,1.037157577599695,True,6,4,110.0,False,4,
19,1420,27,False,False,0,8310.228189136731,1424.1300048828125,-2839.780029296875,93.61000061035156,7967.7001953125,9829.500122070312,674.0000152587891,123.99999618530273,542.599983215332,-2541.7999267578125,0.0,-0.21957397089080438,2.9110068087107432,1.7986485707109368,bf81d8692db,games5425898691,19.0,1481.489990234375,-3220.010009765625,91.33999633789062,10709.49951171875,8395.599975585938,-1166.2000274658203,-2795.0,317.60000228881836,826.8000030517578,255.0,128.0,,-0.4950895544376591,0.4123114354160905,0.9276060101490373,4,225.0,False,True,False,4,,76561198039309853,enpitsu,24.0,595.2899780273438,-4610.89990234375,17.059999465942383,8660.800170898438,5931.500244140625,2.0000000298023224,-3.6000001430511475,2.3000000417232513,1903.0000305175781,0.0,128.0,False,0.01704632973815084,0.6456821221212989,7.659456730022027e-05,True,2,255.0,False,2,False,,aZù,b5d2851c45b,5,1651.5699462890625,204.8800048828125,17.010000228881836,8449.600219726562,-15631.500244140625,1.0000000149011612,1.2999999523162842,-3.6000001430511475,-1613.0000305175781,255.0,128.0,False,0.00959174929949864,-1.2289678068973655,0.0001844962501083474,True,10,10,186.75632693690636,True,False,,aptalis,76561198063892773,9.0,2385.3701171875,-3618.72998046875,16.6299991607666,12593.800048828125,-4831.099853515625,79.29999828338623,7.300000190734863,3.700000047683716,-307.90000915527344,255.0,255.0,False,0.01614030503272938,-1.092094865780051,0.00012196690214539436,True,6,4,110.0,False,4,
20,1443,27,False,False,0,7794.387204527728,2043.6500244140625,-2078.7900390625,93.1500015258789,6777.39990234375,8266.900024414062,0.0,-3511.199951171875,3269.2999267578125,-2541.7999267578125,0.0,1.0461752275427991,0.6593257517076335,2.644056930885463,bf81d8692db,games5425898691,19.0,2155.75,-2264.580078125,88.08000183105469,-3171.9000244140625,13879.49951171875,2730.7000732421875,-57.89999961853027,-5492.8997802734375,272.8000068664551,128.0,255.0,,0.03623836967110652,1.5717667142256433,-0.7079692897936676,6,208.0,False,True,False,5,,76561198039309853,enpitsu,24.0,582.4500122070312,-4638.419921875,17.059999465942383,-4661.499938964844,-4342.200012207031,1.1999999731779099,0.7000000029802322,-0.29999999329447746,0.0,128.0,128.0,False,0.016993632701667174,0.749936507240506,-3.100008377212998e-05,True,2,255.0,False,2,False,,aZù,b5d2851c45b,5,2085.949951171875,-1482.3900146484375,19.450000762939453,5232.5,-22204.19921875,2931.199951171875,-0.09999999776482582,0.7000000029802322,0.0,255.0,128.0,False,0.009593680731769397,-1.3393520028737276,6.291535629083393e-05,True,11,10,171.0,False,False,,aptalis,76561198063892773,9.0,3244.830078125,-3925.1201171875,17.040000915527344,10677.5,5924.6002197265625,4.4999998807907104,-0.3999999910593033,0.0,2364.7999572753906,255.0,255.0,False,0.016721683134857952,0.5680904022365862,3.160530175457778e-05,True,6,4,110.0,False,4,
21,1446,28,False,False,1,4363.730476922455,-2032.239990234375,1904.6400146484375,93.77999877929688,22388.1005859375,6170.9002685546875,1980.8999633789062,-139.0999984741211,-417.90000915527344,-5983.800048828125,1.0,-1.4512908579743173,-0.868481583053203,-2.7651676525087985,b5d2851c45b,aZù,5.0,-2152.7099609375,1795.2900390625,65.43000030517578,-634.7999954223633,20053.599853515625,2661.099853515625,3106.099853515625,-3331.099853515625,1139.8999786376953,255.0,3.0,True,-0.03693904252631473,1.4129578436507044,0.038386934030980306,12,171.0,False,True,False,11,,76561198063892773,aptalis,9.0,-3391.6201171875,3800.550048828125,17.040000915527344,-7794.1998291015625,-9442.2998046875,4.4999998807907104,0.09999999776482582,0.09999999776482582,2363.3999633789062,255.0,255.0,False,-0.016722486924754334,-0.9423975588966841,1.2879310622323436e-05,True,4,110.0,False,6,4,,enpitsu,76561198039309853,24,-539.260009765625,4678.66015625,17.059999465942383,4576.000061035156,4262.5,1.1999999731779099,-1.4000000059604645,1.2999999523162842,0.0,255.0,128.0,False,-0.01682145490378958,-0.7499361751353936,-6.005858809939902e-06,True,2,2,255.0,False,False,,games5425898691,bf81d8692db,19.0,-2134.699951171875,2164.93994140625,106.80999755859375,2558.5000610351562,-12911.8994140625,2323.699951171875,187.00000762939453,5477.1002197265625,464.59999084472656,255.0,255.0,,-0.058488701070604464,-1.5913225111573934,-1.2790623713597715,True,6,5,208.0,False,False,
22,1636,34,False,False,0,9258.155595927945,-3354.469970703125,-3785.77001953125,94.52999877929688,7936.099853515625,11699.7998046875,2630.1998901367188,2208.8999938964844,2168.0999755859375,-1919.1999816894531,0.0,0.05749119357168415,-2.1694470730609146,-2.3133380835482003,76561198039309853,enpitsu,24.0,-3407.610107421875,-3947.610107421875,17.06999969482422,3712.60009765625,9836.300048828125,-4.900000095367432,-0.09999999776482582,0.0,-2401.4999389648438,255.0,128.0,False,0.016688184356397715,1.1654437993783224,2.1102944892560122e-05,2,220.62032705994062,True,True,False,2,,bf81d8692db,games5425898691,19.0,368.0199890136719,-4285.740234375,17.010000228881836,-3363.900146484375,-15531.8994140625,2.3000000417232513,0.09999999776482582,0.0,-2024.6000671386719,255.0,0.0,,0.009577965536544407,-1.852230172306499,-5.653739858180386e-07,True,10,228.0,False,10,False,,aZù,b5d2851c45b,5,-4079.340087890625,-2841.679931640625,322.7099914550781,62.60000228881836,-15011.8994140625,2054.9000549316406,2562.7999877929688,-137.89999961853027,-49.000000953674316,252.0,255.0,True,-0.05092106327766193,-1.5765812108873907,-1.5785151752617588,True,14,14,214.0,False,False,,aptalis,76561198063892773,9.0,-1042.52001953125,2424.889892578125,17.049999237060547,-7153.3001708984375,-12152.5,2.5999999046325684,-0.19999999552965164,-0.5000000074505806,0.0,255.0,128.0,,0.016775006545626102,-2.10279251034755,-4.7224771534036726e-05,True,8,6,255.0,False,4,
23,1656,35,False,False,0,8282.387155540775,-2770.659912109375,-2927.43994140625,118.37000274658203,10476.500244140625,15101.199951171875,691.2999725341797,1702.7000427246094,390.0,-356.50001525878906,0.0,-0.8274980242963631,-3.0857727356832316,1.8937278307859429,76561198039309853,enpitsu,24.0,-2844.97998046875,-3081.10009765625,16.709999084472656,10739.300537109375,13918.599853515625,-60.39999961853027,-885.1999664306641,-374.59999084472656,915.1000213623047,255.0,128.0,False,0.027440595835171534,0.920071673921987,-0.0244288268912027,2,157.96018924764402,True,True,False,2,,bf81d8692db,games5425898691,19.0,-404.739990234375,-4855.85009765625,17.010000228881836,-15500.6005859375,1467.5999450683594,0.0,0.0,0.0,-2060.0,255.0,0.0,,0.009597814151516806,2.9797910370452736,1.747121485931223e-05,True,10,206.0525331215192,True,10,False,,aZù,b5d2851c45b,5,-3620.280029296875,-3373.090087890625,16.549999237060547,13845.50048828125,3911.400146484375,109.89999771118164,-79.80000019073486,60.19999980926514,2109.600067138672,255.0,255.0,False,0.004984926485013813,0.3326480333204563,0.0033148935145695894,True,14,14,195.18529012126308,True,False,,aptalis,76561198063892773,9.0,-1345.1600341796875,1453.280029296875,17.049999237060547,-1599.7999572753906,-14010.2001953125,2.5999999046325684,0.0,-0.7000000029802322,5.899999737739563,255.0,128.0,,0.016770092329582837,-1.683737782210634,-6.159570717712686e-05,True,8,6,255.0,False,4,
24,1677,36,False,False,0,6801.305486322495,-1893.1600341796875,-1587.81005859375,132.7100067138672,12591.8994140625,22155.50048828125,2014.7999572753906,-1033.7000274658203,-413.10001373291016,897.5,0.0,-0.5694089573104756,-2.3019988947708936,1.031643801065763,76561198039309853,enpitsu,24.0,-1918.8299560546875,-1712.469970703125,21.700000762939453,13120.2001953125,18691.99951171875,2732.6998901367188,-1546.0000610351562,-483.4000015258789,-43.09999942779541,255.0,128.0,False,0.026472223797032388,0.9462108941941358,-0.01334191138470003,4,106.0,False,True,False,3,,bf81d8692db,games5425898691,19.0,-1183.239990234375,-3863.25,17.010000228881836,1008.4999847412109,20521.201171875,0.0,0.0,0.09999999776482582,-2004.1000366210938,255.0,0.0,,0.009577223660883634,1.4463855664017553,-1.556488926366575e-05,True,10,140.06649458536546,True,10,False,,aZù,b5d2851c45b,5,-2772.2900390625,-2394.739990234375,101.43000030517578,13452.5,18655.400390625,-53.09999942779541,-2380.500030517578,4937.799987792969,448.3000183105469,255.0,0.0,False,0.6133706728776882,2.009286142214605,1.591284799533882,True,16,15,138.0,False,False,,aptalis,76561198063892773,9.0,-1469.3499755859375,333.1499938964844,17.049999237060547,-1218.3999633789062,-16994.89990234375,-1.8000000715255737,-0.19999999552965164,-2.0999999344348907,1116.500015258789,255.0,216.0,,0.01677941460393926,-1.6349844867357393,0.00027044391851166976,True,8,6,226.6896001369723,True,4,
25,1689,36,False,False,1,4489.009559141903,1335.530029296875,672.5599975585938,155.3000030517578,-25749.3994140625,20931.298828125,-1368.699951171875,-996.2999725341797,-93.59999656677246,5915.9002685546875,1.0,0.7718075314192601,2.0767423755066856,1.544832172426559,76561198063892773,aptalis,9.0,1448.4000244140625,431.1499938964844,148.00999450683594,-7981.199951171875,21273.5009765625,3568.3999633789062,-1045.8000183105469,-4264.200134277344,1906.0000610351562,255.0,225.0,,0.11696858247268818,1.081468856385042,-0.08554101952321891,10,189.29500217078836,True,True,4,7,,b5d2851c45b,aZù,5.0,2145.050048828125,1523.93994140625,94.23999786376953,-13445.400390625,-18659.3994140625,-208.60000610351562,2168.8999938964844,-4826.9000244140625,542.7000045776367,128.0,128.0,False,0.8021605023471917,-1.7181947802912994,-1.1584017859883893,True,16,138.0,False,16,False,,enpitsu,76561198039309853,25,1416.4100341796875,994.8200073242188,90.23999786376953,-12912.39990234375,-18369.69970703125,1285.3999328613281,4218.999938964844,-3502.7999877929688,-423.80001068115234,255.0,128.0,False,-1.1475627479542696,1.9188437445534416,-2.9233859508020137,True,4,3,106.0,False,False,,games5425898691,bf81d8692db,19.0,745.47998046875,3057.3798828125,17.010000228881836,-18190.899658203125,-14074.3994140625,0.0,0.29999999329447746,-0.0,-1985.0999450683594,255.0,0.0,,-0.009576623802003836,-0.5796524341067044,3.5541227618397604e-05,True,10,10,138.30184956776196,True,False,
26,1690,36,False,False,0,5877.261258647486,-1245.8399658203125,-726.8400268554688,156.82000732421875,31253.89892578125,12786.400146484375,3988.800048828125,4494.800109863281,1466.6999816894531,-3693.900146484375,0.0,-0.6248374505062283,-1.9596137069529587,1.3961114210061092,76561198039309853,enpitsu,25.0,-1309.199951171875,-845.0,97.08999633789062,12734.49951171875,15010.899658203125,-367.7000045776367,-4924.100036621094,1471.300048828125,-1958.8999938964844,255.0,128.0,False,0.5261865205851528,-2.1149308879703455,-3.0502624437420978,4,106.0,False,True,False,3,,bf81d8692db,games5425898691,19.0,-583.72998046875,-2954.25,17.010000228881836,20257.5,10891.700439453125,0.0,-0.29999999329447746,0.0,-1980.2999877929688,255.0,0.0,,0.009602684899253153,0.4145096024998674,2.9078546296324165e-05,True,10,135.2078538530616,True,10,False,,aZù,b5d2851c45b,5,-2145.050048828125,-1523.93994140625,94.23999786376953,13445.400390625,18659.3994140625,-208.60000610351562,-2168.8999938964844,4826.9000244140625,542.7000045776367,128.0,128.0,False,-0.8021605023471917,1.7181947802912994,-1.1584017859883893,True,16,16,138.0,False,False,,aptalis,76561198063892773,9.0,-1388.6300048828125,-586.6300048828125,175.89999389648438,6766.6998291015625,-16801.400146484375,3081.6000366210938,740.1999664306641,5404.89990234375,-699.1000366210938,255.0,203.0,,0.2464483953246438,-1.1249374767858864,-0.5588554314464946,True,10,7,186.201006456088,True,4,
27,1841,42,True,True,0,3096.9568337198107,1888.8399658203125,3785.080078125,512.8900146484375,-19360.2001953125,10491.300048828125,-3053.599853515625,-1608.0999755859375,-5354.0997314453125,2178.6000061035156,0.0,0.2420035192428797,-2.8255249616424125,0.56621755881763,bf81d8692db,games5425898691,20.0,2015.1199951171875,3738.25,424.6499938964844,-6657.7001953125,12400.899658203125,5208.800048828125,-2082.2999572753906,1567.5,-4158.399963378906,128.0,231.0,,-1.009216648603563,-1.1427979857681196,3.111676312354763,12,101.53514817709562,True,True,False,11,,76561198039309853,enpitsu,24.0,33.709999084472656,2609.25,17.040000915527344,690.6999969482422,4520.199890136719,4.399999976158142,-0.29999999329447746,-2.5999999046325684,-198.89999389648438,255.0,0.0,,0.016846695812562512,1.4373636245226786,-9.3405704511172e-05,True,4,97.0,False,4,False,,aZù,b5d2851c45b,5,1358.6800537109375,4258.47021484375,258.1300048828125,16480.50048828125,-13234.200439453125,4521.7999267578125,-192.29999542236328,-234.0999984741211,-56.79999828338623,128.0,,,-0.23136760877491955,-0.7338917746479114,0.005487139958844946,True,18,16,133.53514817709564,True,4,,aptalis,76561198063892773,9.0,-1849.719970703125,3384.969970703125,17.049999237060547,2105.800018310547,18584.200439453125,2.5,-0.29999999329447746,-2.5999999046325684,-361.30001068115234,255.0,96.0,,0.016770359880743886,1.4437815499993245,8.026029813528575e-05,True,12,10,143.0,False,4,
28,2145,44,False,False,0,5232.695710894193,-48.38999938964844,-23.59000015258789,111.81999969482422,-11072.099609375,3796.0000610351562,2476.300048828125,3232.39990234375,585.4000091552734,5020.7000732421875,0.0,-0.018006486021145525,0.2834543638074436,0.5158170991600839,bf81d8692db,games5425898691,19.0,33.9900016784668,-138.60000610351562,89.47000122070312,2687.6998901367188,2054.199981689453,-949.1999816894531,-1280.7000732421875,-705.0,5302.1002197265625,128.0,133.0,,1.515369575737719,0.8349833638217122,-1.1834761890015506,4,31.0,False,True,False,3,,76561198039309853,enpitsu,24.0,0.0,-5171.93017578125,17.049999237060547,0.0,810.4000091552734,2.5999999046325684,-2.3000000417232513,0.0,0.0,255.0,255.0,,0.016380552091983174,1.5707718270543227,-2.6017091736100075e-07,True,False,116.0,False,False,False,,aZù,b5d2851c45b,5,0.0,1973.1400146484375,17.010000228881836,-2.0000000298023224,-14100.699462890625,2.0999999344348907,-0.9000000357627869,0.0,0.0,255.0,,,0.009635962178758306,-1.5709714164814623,-8.43964613539813e-07,True,4,4,116.0,False,False,,aptalis,76561198063892773,9.0,-44.220001220703125,140.02999877929688,106.37000274658203,-8460.10009765625,-2163.699951171875,4768.2000732421875,-3404.5001220703125,-4316.300048828125,-167.09999084472656,255.0,0.0,,-0.0688517541133984,-1.449092154213028,0.5310978311735122,True,4,3,0.0,False,False,
29,2146,44,False,False,1,5176.426385224388,69.51000213623047,29.979999542236328,115.93000030517578,8436.699829101562,3275.8999633789062,1517.5999450683594,-2528.3999633789062,-614.3999862670898,1570.0,1.0,0.022178437210283966,-0.3214129086261725,0.5807367799088581,76561198063892773,aptalis,9.0,44.220001220703125,-140.02999877929688,106.37000274658203,8460.10009765625,2163.699951171875,4768.2000732421875,3404.5001220703125,4316.300048828125,-167.09999084472656,255.0,0.0,,0.0688517541133984,1.449092154213028,0.5310978311735122,4,0.0,False,True,False,3,,b5d2851c45b,aZù,5.0,-0.0,-1973.1400146484375,17.010000228881836,2.0000000298023224,14100.699462890625,2.0999999344348907,0.9000000357627869,-0.0,0.0,255.0,,,-0.009635962178758306,1.5709714164814623,-8.43964613539813e-07,True,4,116.0,False,4,False,,enpitsu,76561198039309853,24,-0.0,5162.81982421875,17.049999237060547,-0.0,-1791.3999938964844,2.5999999046325684,1.0999999940395355,-0.0,0.0,255.0,255.0,,-0.016502627287733235,-1.5707728306447741,-2.540118054513465e-07,True,False,False,116.0,False,False,,games5425898691,bf81d8692db,19.0,-33.9900016784668,138.60000610351562,89.47000122070312,-2687.6998901367188,-2054.199981689453,-949.1999816894531,1280.7000732421875,705.0,5302.1002197265625,128.0,133.0,,-1.515369575737719,-0.8349833638217122,-1.1834761890015506,True,4,3,31.0,False,False,
30,2163,44,False,False,1,4917.70413192121,586.260009765625,232.05999755859375,97.33000183105469,6993.2000732421875,3077.6998901367188,1141.8000030517578,-2887.6998901367188,2896.7001342773438,1570.0,1.0,0.8142470046259496,-0.9502131630999707,1.9895103777636205,76561198063892773,aptalis,9.0,653.3400268554688,-119.91000366210938,127.80000305175781,8951.199951171875,438.6000061035156,-791.2999725341797,52.60000228881836,3395.4998779296875,1097.300033569336,255.0,0.0,,0.8894403291147084,1.5203869411559874,-1.0211322257042685,4,0.0,False,True,False,4,,b5d2851c45b,aZù,5.0,137.55999755859375,-1133.52001953125,17.010000228881836,8053.599853515625,13699.300537109375,-0.3999999910593033,0.19999999552965164,0.5000000074505806,-487.59998321533203,255.0,128.0,,-0.009586894828635235,2.147516230810111,0.0002598839197227883,True,4,87.78370753924051,True,4,False,,enpitsu,76561198039309853,24,139.57000732421875,4917.89990234375,17.049999237060547,5479.5001220703125,-4471.400146484375,2.5999999046325684,-0.09999999776482582,2.3000000417232513,730.1000213623047,0.0,128.0,,-0.016720088692628116,-2.5051867861185393,-0.00029898007996331273,True,False,False,116.0,False,False,,games5425898691,bf81d8692db,19.0,-187.1699981689453,51.13999938964844,75.20999908447266,-2531.300048828125,-1470.5000305175781,-876.3999938964844,3342.60009765625,2012.5999450683594,-315.0,255.0,0.0,,0.8400603689350195,-2.2029789542661695,0.09755692898412203,True,4,4,31.0,False,False,
31,2187,45,False,False,1,4625.303117096359,1128.219970703125,520.530029296875,100.56999969482422,-651.3999938964844,16656.400146484375,3429.2001342773438,594.7999954223633,1843.8999938964844,5678.499755859375,1.0,-0.6531697125555063,0.07816143562202364,1.8673256575252288,b5d2851c45b,aZù,5.0,1193.6800537109375,351.2300109863281,16.719999313354492,10261.600341796875,15514.300537109375,-343.8999938964844,1303.699951171875,1128.6000061035156,1274.4999694824219,110.0,255.0,False,-0.004369908636092667,2.0466845116641683,0.0135502333374953,4,50.0,False,False,False,4,,76561198063892773,aptalis,9.0,1525.030029296875,-117.5999984741211,17.049999237060547,13098.00048828125,-1982.7000427246094,3.700000047683716,1.0999999940395355,-1.5000000596046448,-14.500000476837158,255.0,128.0,,-0.016814808508890923,-2.9894842343579033,-8.558981331117738e-05,False,4,0.0,False,4,False,,enpitsu,76561198039309853,24,210.22999572753906,4864.93017578125,17.049999237060547,-0.0,-0.0,2.5999999046325684,0.09999999776482582,0.7000000029802322,0.0,128.0,128.0,,-0.01671956051614915,-2.544541528897734,1.9758811655260027e-05,True,False,False,116.0,False,False,,games5425898691,bf81d8692db,19.0,-489.3999938964844,-239.27999877929688,17.010000228881836,-7795.9002685546875,-2083.2000732421875,2.5,-0.0,-0.0,-2501.7999267578125,255.0,0.0,,-0.009512101042899066,-0.23388810865568366,-6.924396807298268e-06,True,4,4,31.0,False,False,
32,2237,47,False,True,1,1831.083762184287,1029.510009765625,3313.7900390625,101.12000274658203,-4625.0,18173.399658203125,471.30001068115234,-4190.4998779296875,732.3000335693359,1109.5999908447266,1.0,-0.031870575477141845,1.872718200711837,0.8626851747321035,b5d2851c45b,aZù,5.0,1129.739990234375,3107.9599609375,76.05000305175781,-2440.0,16626.099853515625,3411.300048828125,-0.0,0.19999999552965164,25.499999523162842,255.0,128.0,False,-0.009608757854155258,1.4170281502627131,-7.089573528403124e-05,6,0.0,False,False,False,4,,76561198063892773,aptalis,9.0,3728.2900390625,343.6000061035156,17.049999237060547,68.89999866485596,12371.300048828125,3.400000035762787,-0.0,0.09999999776482582,2377.899932861328,255.0,255.0,False,-0.016732092864624286,1.5108257672951597,-2.480498556274747e-05,True,4,255.0,False,4,False,,enpitsu,76561198039309853,25,474.92999267578125,4548.27978515625,17.049999237060547,3898.3999633789062,-6889.69970703125,3.4999999403953552,-2.0999999344348907,3.3000001311302185,-1391.199951171875,255.0,255.0,,-0.016650812526519954,-2.1208537557430795,-0.0002641107399500628,True,False,False,103.46313971857872,True,False,,games5425898691,bf81d8692db,19.0,-2415.419921875,1590.3599853515625,104.12999725341797,-9175.2001953125,20035.0,-163.60000610351562,-5126.7999267578125,-1991.199951171875,-15.700000524520874,255.0,128.0,,-0.43574604747922313,-1.9426184568960398,-3.138406563238418,True,6,5,31.0,False,False,
