,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,team_mate_handbrake,opp_2_handbrake
0,165,0,False,False,1,5167.455062816718,-59.220001220703125,61.599998474121094,97.66999816894531,-20038.399658203125,20491.0009765625,1914.7000122070312,372.79998779296875,528.8000106811523,-5965.0,1.0,0.018892710974566577,0.2002155329990825,-0.010654811055526818,87151e8a921d45a8936ad6dec52bb2c8,naji57,8.0,173.7899932861328,-179.13999938964844,50.65999984741211,-17233.399658203125,15146.099853515625,1612.7999877929688,-221.20000839233398,-714.8000335693359,678.6000061035156,255.0,255.0,True,-0.06850085630423715,1.074276950024996,0.4272316456579438,,0.0,False,6,5,False,,5c1897537104410e8b36dc460bff597b,ZEEDOX59,4.0,-3118.75,-4145.43017578125,61.2599983215332,-7352.60009765625,-10857.60009765625,-2789.4000244140625,2913.800048828125,319.89999771118164,1630.8999633789062,180.0,251.0,-0.28621939322736495,0.17277495469049794,0.3165005571037039,True,4,False,4,255.0,False,,enpitsu,76561198039309853,25.0,2948.64990234375,3855.02001953125,110.7300033569336,8364.89990234375,12806.099853515625,-154.49999809265137,-4604.599914550781,3007.7999877929688,0.0,128.0,128.0,,-0.5707714215427785,2.1494352185966874,-3.141586688154413,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,-157.39999389648438,610.6599731445312,62.619998931884766,2448.2000732421875,-22636.79931640625,3144.2999267578125,4484.5001220703125,-237.29999542236328,-1213.3999633789062,128.0,128.0,-0.10106765093140832,-1.5165320184480793,0.007456917329982562,True,3,False,4,0.0,False,,,
1,284,4,False,False,1,4344.13411688628,-3401.4599609375,4504.91015625,1201.739990234375,13465.0,-632.2999954223633,8581.400146484375,729.8000335693359,3882.60009765625,768.8999938964844,1.0,-0.40342026673343584,0.3377882690649114,1.8875157392650572,87151e8a921d45a8936ad6dec52bb2c8,naji57,8.0,-3516.860107421875,4523.080078125,1054.030029296875,3492.39990234375,3491.6000366210938,10887.099609375,1547.8999328613281,-1548.9999389648438,-1.7000000178813934,255.0,255.0,,1.1952051152178553,2.33014019079446,1.5467507571412678,True,229.94547950324193,True,6,6,False,,5c1897537104410e8b36dc460bff597b,ZEEDOX59,5.0,-3073.3798828125,1292.8900146484375,17.010000228881836,11681.199951171875,11432.2998046875,1.899999976158142,-0.0,0.09999999776482582,-11.699999570846558,255.0,139.0,-0.009557980305146907,2.3749150899834515,5.61245227637055e-05,True,4,False,6,255.0,False,,enpitsu,76561198039309853,26.0,-258.9100036621094,5400.169921875,18.889999389648438,-5695.2001953125,-1095.8999633789062,-28.69999885559082,-54.699997901916504,-44.699997901916504,1316.199951171875,128.0,,,-0.03966870546579202,-0.6308787089383732,-0.03144732854040097,True,203.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,3241.949951171875,1708.6500244140625,17.0,-5305.2001953125,22379.69970703125,0.9000000357627869,-0.0,-0.09999999776482582,-39.000000953674316,255.0,128.0,-0.009602219433161351,1.342629575213659,4.0481533753072604e-05,True,4,False,4,223.6764818365856,True,,,
2,359,7,False,False,1,1090.2288430344288,159.55999755859375,4336.10009765625,1071.989990234375,21760.6005859375,-5519.7998046875,-6339.89990234375,3671.0000610351562,3695.0,-2978.2000732421875,1.0,-1.1224720131853583,2.667284935223564,-0.24325314086428704,5c1897537104410e8b36dc460bff597b,ZEEDOX59,5.0,7.559999942779541,4446.2099609375,995.6500244140625,14711.700439453125,5793.800048828125,2586.099853515625,-1896.6000366210938,2379.7999572753906,1957.1000671386719,128.0,0.0,,0.9846288870566926,-2.427084343802127,1.769109588508533,True,99.09500211797732,True,8,4,4,,87151e8a921d45a8936ad6dec52bb2c8,naji57,8.0,60.47999954223633,4111.419921875,1063.8699951171875,17343.599853515625,9065.999755859375,-12083.199462890625,1375.7000732421875,1252.300033569336,129.60000038146973,255.0,103.0,-0.4400013442890397,1.115989063641537,-2.602689421409861,True,7,False,6,51.03661084431477,True,,enpitsu,76561198039309853,26.0,440.0199890136719,5402.1298828125,18.959999084472656,8190.0,-3566.7999267578125,-140.50000190734863,1.4000000059604645,92.20000267028809,-2357.2000122070312,255.0,128.0,False,-0.03305815512909765,-2.714332783098227,0.035790139608228556,True,203.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,863.780029296875,5103.0,735.52001953125,-13803.800048828125,-5.400000214576721,1377.1000671386719,-1.1999999731779099,-1710.7000732421875,0.09999999776482582,255.0,255.0,-0.028404521988797105,0.009602080620415267,-1.5710284615371821,True,4,False,4,149.0,False,,,
3,447,10,False,False,0,8344.831735395243,-2990.010009765625,-2937.830078125,349.6000061035156,-1393.0000305175781,27209.599609375,5084.4000244140625,1522.5999450683594,3154.2999267578125,-4871.499938964844,0.0,0.27488956658703495,1.9763819828521851,-0.6782893191358886,76561198039309853,enpitsu,26.0,-2931.030029296875,-3102.949951171875,255.6999969482422,-8423.400268554688,17676.500244140625,2268.699951171875,-4754.200134277344,2210.0999450683594,1662.1000671386719,255.0,0.0,False,0.043221916510203226,2.04924453003662,0.6131756031633393,True,180.0,False,4,3,False,,bf81d8692db,games5425898691,19.0,-68.66000366210938,-3435.510009765625,17.010000228881836,-901.6999816894531,19950.799560546875,-0.19999999552965164,0.09999999776482582,-3.0000001192092896,-1207.5,255.0,0.0,0.00960893576896422,1.6007316735662975,-0.00016137794932948458,True,4,False,4,95.96533325667022,True,,ZEEDOX59,5c1897537104410e8b36dc460bff597b,5.0,-2869.919921875,-2866.419921875,16.989999771118164,765.4000091552734,17048.199462890625,4.4999998807907104,0.19999999552965164,3.700000047683716,-1438.2000732421875,255.0,115.0,,0.009582907371566534,1.4739857800677612,-6.703083639152258e-05,True,13.0,False,8,4,4,,naji57,87151e8a921d45a8936ad6dec52bb2c8,8.0,-3513.199951171875,-3472.469970703125,84.69000244140625,-66.70000076293945,19272.099609375,2123.800048828125,-5476.6998291015625,488.4000015258789,-128.69999885559082,255.0,118.0,0.6997279227529448,1.7744230345492518,0.17772563019146823,True,9,False,8,0.0,False,,,False
4,587,15,False,False,1,10131.377496028828,973.6300048828125,-4991.080078125,152.1300048828125,-9851.900024414062,3565.8999633789062,-7212.60009765625,29.200000762939453,1036.2999725341797,5467.19970703125,1.0,-0.7448299955889655,-2.1153855326920787,-0.8347810528098433,5c1897537104410e8b36dc460bff597b,ZEEDOX59,5.0,1016.2100219726562,-5102.97998046875,308.1600036621094,-6180.9002685546875,1.5999999642372131,-4016.400146484375,-0.7000000029802322,-1816.3999938964844,0.9000000357627869,78.0,0.0,,-0.5860098727917189,-0.011772650804545731,1.5773547324748363,True,214.0,False,10,6,4,,87151e8a921d45a8936ad6dec52bb2c8,naji57,8.0,2524.3701171875,-4535.7001953125,17.010000228881836,-13911.99951171875,2031.1000061035156,2.199999988079071,2.3000000417232513,-0.3999999910593033,-1294.1000366210938,255.0,45.0,-0.009573522973165997,0.1558707354080107,-0.00012533838382504988,True,12,False,10,,False,,enpitsu,76561198039309853,26.0,2859.139892578125,-3639.239990234375,17.049999237060547,-11226.700439453125,7922.80029296875,3.0000001192092896,-2.800000011920929,1.5999999642372131,1262.300033569336,255.0,255.0,,-0.01672724994217645,0.6190900925243528,0.0002519527779287294,True,,False,4,False,4,,games5425898691,bf81d8692db,19.0,-2419.89990234375,-4444.5,17.010000228881836,15507.39990234375,-542.7999877929688,-0.29999999329447746,0.3999999910593033,0.5000000074505806,27.999999523162842,255.0,128.0,-0.00955499582410368,-3.1105329203606273,-2.430415992738027e-05,True,4,False,4,226.68609884477428,True,,,
5,621,16,True,True,0,843.8927988922952,-163.52000427246094,4720.919921875,193.10000610351562,-9833.699951171875,24059.7998046875,-4682.300109863281,-635.4000091552734,1086.3999938964844,-5866.500244140625,0.0,0.38174825984418553,2.7022680205894902,-0.8409253884710464,bf81d8692db,games5425898691,19.0,-102.81999969482422,4542.91015625,206.89999389648438,-16834.89990234375,5776.5997314453125,2052.2999572753906,-4000.0,3314.2001342773438,-1806.9999694824219,255.0,0.0,,-0.3368161965748264,2.360055007628102,0.8671818978880537,True,140.0,False,6,5,False,,76561198039309853,enpitsu,26.0,-1257.6500244140625,3067.47998046875,17.049999237060547,10230.0,-9689.69970703125,2.5999999046325684,-0.5999999865889549,0.7999999821186066,-29.200000762939453,255.0,128.0,0.016757159751302136,-0.7619626023579698,9.322569255417333e-05,True,4,False,4,,False,,ZEEDOX59,5c1897537104410e8b36dc460bff597b,5.0,-326.32000732421875,5156.080078125,26.219999313354492,5683.699951171875,-766.5000152587891,-2169.4000244140625,2857.60009765625,3157.5,1973.2000732421875,255.0,122.0,,-0.06950685251129994,-0.1458643710997471,0.03644679972651443,True,172.34309677411147,True,10,4,6,,naji57,87151e8a921d45a8936ad6dec52bb2c8,8.0,-791.0999755859375,4747.16015625,147.6199951171875,18040.2001953125,6837.8997802734375,3027.60009765625,-2099.9000549316406,5083.299865722656,0.9000000357627869,255.0,128.0,0.27164013616706756,0.39178219846173024,-0.0020791400891671005,True,13,False,12,,False,,,True
6,625,16,False,False,1,10237.547872991507,351.7300109863281,-5083.06982421875,136.30999755859375,16212.39990234375,-4657.5,4878.699951171875,2793.2998657226562,2286.699981689453,-4792.5,1.0,-0.5138390457134729,-1.6401511484952165,-0.7545531402602932,5c1897537104410e8b36dc460bff597b,ZEEDOX59,5.0,211.82000732421875,-5140.830078125,15.180000305175781,-7326.5997314453125,-515.6000137329102,-911.1000061035156,1949.7000122070312,3702.9000854492188,-3568.699951171875,255.0,225.0,,0.02823655212081559,0.18513353403070837,-0.011927529759894058,True,174.0,False,10,6,4,,87151e8a921d45a8936ad6dec52bb2c8,naji57,8.0,459.57000732421875,-4872.85009765625,170.52999877929688,-18104.100341796875,-6863.800048828125,-160.30000686645508,2095.7000732421875,-5084.89990234375,-39.100000858306885,255.0,120.0,-1.543565744596465,2.716963885900446,-3.1077583518485916,True,13,False,12,,False,,enpitsu,76561198039309853,26.0,1079.1500244140625,-2897.169921875,17.049999237060547,-10187.899780273438,9749.000244140625,2.5999999046325684,0.29999999329447746,-0.7999999821186066,-2.0000000298023224,255.0,128.0,,-0.0167532124551846,0.7636601127006281,6.89896349759751e-05,True,,False,4,False,4,,games5425898691,bf81d8692db,19.0,398.1199951171875,-4644.75,217.3000030517578,16911.99951171875,-5856.5997314453125,-147.7999973297119,3561.0000610351562,-3631.9000244140625,2092.2000122070312,255.0,128.0,0.25809643594162873,-2.4175813353288444,2.1292879283473085,True,5,False,6,140.0,False,,True,
7,885,17,False,False,0,5207.317099234604,-2.9100000858306885,9.84000015258789,92.77999877929688,-7911.300048828125,22448.9990234375,1030.5999755859375,1448.2000732421875,142.5,-5820.8001708984375,0.0,0.0033283922689570336,-0.09229004592427266,0.022837129487438775,76561198039309853,enpitsu,26.0,38.29999923706055,-93.16000366210938,122.05999755859375,-9563.699951171875,18758.599853515625,21.30000114440918,-5340.8001708984375,80.20000457763672,1311.1000061035156,255.0,0.0,,1.0318640207436893,3.033627856861624,1.5107188681015922,True,0.0,False,2,1,False,,bf81d8692db,games5425898691,18.0,0.0,-5236.2998046875,17.010000228881836,0.0,-11477.7001953125,2.0999999344348907,0.7999999821186066,0.0,0.0,0.0,,0.009712257330445619,1.570789359952504,-3.397677461484701e-08,True,False,False,False,116.0,False,,ZEEDOX59,5c1897537104410e8b36dc460bff597b,5.0,-99.62000274658203,292.9200134277344,38.630001068115234,2902.60009765625,-16505.799560546875,2702.9000854492188,-261.70000076293945,3787.5,-385.6999969482422,255.0,121.0,,-0.012982987253258136,-1.5822446157547418,-0.3605957951834174,False,4.0,False,6,False,4,,naji57,87151e8a921d45a8936ad6dec52bb2c8,8.0,2.180000066757202,1807.3599853515625,16.93000030517578,11.399999856948853,-16826.800537109375,22.200000286102295,-10.499999523162842,0.0,0.0,255.0,128.0,0.010192916736748618,-1.5700900587771378,-4.030180776323496e-06,True,4,False,4,97.0,False,,,
8,956,19,False,False,1,8295.337740383939,-291.9200134277344,-3069.840087890625,202.5500030517578,21574.49951171875,-18322.5,5333.599853515625,1776.3999938964844,-4756.199951171875,-3197.2000122070312,1.0,1.4201473571359027,-2.587911019514501,1.4683149295528164,87151e8a921d45a8936ad6dec52bb2c8,naji57,8.0,-440.0899963378906,-3005.1201171875,150.08999633789062,15270.400390625,-13565.10009765625,2699.8001098632812,-4358.0999755859375,2599.89990234375,2120.399932861328,255.0,246.0,True,0.14460431055598727,-2.458913890251478,-0.6790166966701023,True,0.0,False,6,5,False,,5c1897537104410e8b36dc460bff597b,ZEEDOX59,4.0,1518.489990234375,-609.52001953125,126.31999969482422,8952.999877929688,-17347.099609375,133.59999656677246,5349.69970703125,1185.0,-475.29998779296875,255.0,128.0,-1.2641466348962762,-2.9451611322332765,1.131468736092931,True,7,False,8,18.0,False,,enpitsu,76561198039309853,25.0,881.260009765625,-1168.260009765625,17.049999237060547,6401.099853515625,-9173.400268554688,3.3000001311302185,-0.7000000029802322,0.7999999821186066,2290.0999450683594,255.0,128.0,,-0.016717079970932514,-2.220957933669716,0.00011112894231783315,True,0.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,-0.0,5412.7001953125,19.329999923706055,-0.0,-2723.699951171875,-107.39999771118164,-0.5000000074505806,-0.0,0.0,255.0,,-0.04896295329061197,-1.5707088721833666,-2.1402765123034047e-06,True,False,False,False,116.0,False,,,
9,1008,21,False,False,1,9643.016834387781,3258.449951171875,-4209.14990234375,130.63999938964844,25105.30029296875,-9178.300170898438,8275.599975585938,-5774.0997314453125,1296.0000610351562,989.4000244140625,1.0,1.051001244334593,2.801871283548534,1.8526505364861345,5c1897537104410e8b36dc460bff597b,ZEEDOX59,4.0,3109.7900390625,-4043.070068359375,17.0,11953.399658203125,-16931.400146484375,3.100000023841858,-1.2999999523162842,1.4000000059604645,686.8000030517578,244.0,128.0,,-0.009587560046043041,-2.2380330795888677,-0.0001250795255886718,True,255.0,False,8,8,False,,87151e8a921d45a8936ad6dec52bb2c8,naji57,8.0,2542.77001953125,-4819.25,17.010000228881836,16127.60009765625,7346.099853515625,2.3999999463558197,-0.3999999910593033,-0.0,1973.0999755859375,255.0,255.0,-0.009581577103809205,2.6424447813939818,4.2722113028130626e-05,True,6,False,6,,False,,enpitsu,76561198039309853,26.0,2759.56005859375,-2572.969970703125,17.049999237060547,13908.599853515625,783.4999847412109,2.5,0.5999999865889549,-0.0,8.500000238418579,255.0,128.0,,-0.016748765481012385,3.0841985078542566,-5.3539822599805753e-05,True,31.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,1952.6700439453125,4221.7001953125,17.0,20549.29931640625,-4966.300048828125,3.4999999403953552,-1.0000000149011612,-0.0,1829.2999267578125,255.0,255.0,-0.009605337103800732,-2.960363368269292,0.00012937947786852892,True,False,False,False,48.0,False,,,
