,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_ball_cam,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
31,1860,61.0,False,False,0,3357.1292364912188,-3965.889892578125,3781.2900390625,661.8699951171875,10303.199462890625,10001.500244140625,-374.90001678466797,-3623.900146484375,582.2999954223633,659.5999908447266,0.0,0.37272397783956257,-1.8783854575429475,1.078815538192999,76561198041307778,bizzzard-du-67,5.0,-4020.280029296875,3611.139892578125,690.8099975585938,8897.5,3937.2000122070312,7152.8997802734375,162.00000762939453,1639.1000366210938,5247.5,255.0,0.0,,-0.650910545904506,1.6647963711413574,1.573785812950726,True,255.0,False,28,23,False,,1722548193899721132,Rocco_1004,5.0,-587.760009765625,5754.3798828125,31.950000762939453,2627.2000122070312,-8739.099731445312,-685.8999633789062,-1329.7999572753906,857.0999908447266,-2480.0,255.0,0.0,,0.05171675598059387,-1.3415868854220463,0.0037802874544998685,36,196.72660616136366,True,34,4,True,,enpitsu,76561198039309853,24,-3632.090087890625,4407.81005859375,515.010009765625,-14535.50048828125,-14547.60009765625,9698.800048828125,-43.80000114440918,19.299999475479126,-10.0,255.0,255.0,False,-0.4551283736007677,-2.3739067349349297,-1.5636666801105392,True,172.72660616136366,True,29,False,26,,games5425898691,bf81d8692db,22.0,38.77000045776367,4426.47021484375,17.010000228881836,-348.3000183105469,-13091.700439453125,2.0999999344348907,0.0,-2.3999999463558197,850.5000305175781,255.0,216.0,0.009561651350117925,-1.5971208814746416,8.778257792423879e-05,True,98.0,False,False,22,24,,
32,1919,63.0,False,False,1,10012.3573021121,1818.81005859375,-4829.740234375,197.22999572753906,22017.2998046875,-17647.80029296875,3339.4000244140625,-504.59999084472656,-5669.1998291015625,-1898.6000061035156,1.0,-0.7260943900952875,-0.5935622225892259,-2.125775736616596,bf81d8692db,games5425898691,22.0,1658.5999755859375,-4727.5400390625,136.5,16185.799560546875,-13254.49951171875,2253.8999938964844,341.19998931884766,2091.6000366210938,503.6000061035156,255.0,190.0,,0.3084137644174914,-2.3918400078613202,-0.04242122130050081,True,69.8063053905323,True,26,23,False,,76561198039309853,enpitsu,24.0,1752.969970703125,-3177.409912109375,17.030000686645508,-19841.800537109375,-11628.599853515625,5.0,-0.5000000074505806,-0.0,0.5999999865889549,255.0,255.0,False,-0.0167981100186796,-0.5302109746538133,-4.0079963387387504e-05,30,133.0,False,26,False,True,,bizzzard-du-67,76561198041307778,5,2100.47998046875,-4800.7099609375,97.88999938964844,-11459.49951171875,-10895.30029296875,-9890.10009765625,924.7000122070312,1228.0000305175781,-1593.699951171875,255.0,0.0,,-0.12397135607045691,-0.6183605065906264,0.6751649987700457,True,193.91166457053157,True,28,False,24,,Rocco_1004,1722548193899721132,5.0,1921.5699462890625,-4441.990234375,17.010000228881836,-2297.100067138672,802.6000213623047,2.0999999344348907,-3.4999999403953552,0.9000000357627869,634.0000152587891,0.0,128.0,-0.009729921250488556,-2.9293537988265674,2.1513851885398573e-05,True,167.0,False,4,34,36,,
33,2001,66.0,False,False,1,8190.883509285406,3944.719970703125,-2462.360107421875,366.3999938964844,-7287.19970703125,16020.6005859375,-4485.299987792969,-3266.9000244140625,3001.6000366210938,987.6000213623047,1.0,-0.5819484811591846,-3.0463877338881256,-0.019719850121499148,bf81d8692db,games5425898691,22.0,4074.02001953125,-2689.8701171875,418.3900146484375,-3000.4000854492188,15225.0,-2554.7000122070312,-1898.0000305175781,-0.29999999329447746,0.0,255.0,241.0,,-0.2054316850365552,1.5805886378659477,-1.5727810982977688,True,0.0,False,28,24,False,,76561198039309853,enpitsu,24.0,-915.719970703125,-4592.52001953125,17.049999237060547,6161.6998291015625,2563.9999389648438,3.3000001311302185,2.0000000298023224,1.0999999940395355,-2083.699951171875,255.0,128.0,False,-0.01665081403268873,2.711461297254241,-0.00031101943960897514,30,133.0,False,26,False,True,,bizzzard-du-67,76561198041307778,5,384.54998779296875,-4558.4599609375,18.34000015258789,-6739.1998291015625,7001.7999267578125,1.8000000715255737,0.19999999552965164,-0.7000000029802322,-1.5999999642372131,255.0,128.0,,-0.016942922433818827,0.8047850904964611,6.501407538394317e-05,True,191.0,False,28,False,26,,Rocco_1004,1722548193899721132,6.0,3676.18994140625,-2243.22998046875,212.36000061035156,16180.0,7492.39990234375,5240.4998779296875,36.600000858306885,-92.79999732971191,250.10000228881836,255.0,128.0,0.03246055661004845,2.710787946185634,0.0021373357965210997,True,82.0,False,6,34,38,,
34,2005,66.0,False,False,0,4118.448335090462,-3874.919921875,2296.1201171875,314.17999267578125,-4778.900146484375,5940.999755859375,435.99998474121094,-1158.0999755859375,-1843.6000061035156,-5590.999755859375,0.0,0.881279297273316,2.6633690407460704,-0.5567140000305925,1722548193899721132,Rocco_1004,6.0,-3811.260009765625,2180.679931640625,253.55999755859375,-16230.0,-7515.5999755859375,4700.4998779296875,-27.59999990463257,72.8000020980835,212.60000228881836,255.0,128.0,,-0.039714232863466724,-2.6916691521709937,0.0016106022494366996,True,82.0,False,38,34,6,,76561198041307778,bizzzard-du-67,5.0,-266.5799865722656,4435.7001953125,18.34000015258789,7322.5,-7715.8001708984375,1.8000000715255737,-1.5999999642372131,2.199999988079071,-176.00000381469727,255.0,91.0,,0.016964282793538312,-0.8071080806845922,1.2777223705108167e-05,28,191.0,False,26,False,True,,enpitsu,76561198039309853,24,860.989990234375,4570.68994140625,17.049999237060547,-6910.0,-2626.7001342773438,2.5999999046325684,-1.8000000715255737,-0.29999999329447746,-539.1999816894531,255.0,128.0,False,0.0166676087122756,-2.8095645920563346,0.00019448442978721277,True,133.0,False,30,False,26,,games5425898691,bf81d8692db,22.0,-3975.22998046875,2364.780029296875,347.260009765625,6820.2001953125,-18636.8994140625,-4342.0001220703125,465.9000015258789,4856.400146484375,-2539.199981689453,255.0,185.0,0.29462897319126635,-2.218933556936159,-2.230436133639688,True,0.0,False,False,25,28,,
35,2054,68.0,False,False,0,2985.629510252491,-1260.6300048828125,2176.719970703125,98.76000213623047,-5857.2998046875,13742.19970703125,175.10000228881836,-1590.8999633789062,1935.0,-5452.0001220703125,0.0,-0.7891483644178054,-0.8191142077825274,1.8110333579305125,76561198041307778,bizzzard-du-67,5.0,-1048.199951171875,2094.110107421875,48.369998931884766,-17828.299560546875,-7927.19970703125,2807.7999877929688,138.99999618530273,-476.30001068115234,-1861.4999389648438,255.0,142.0,,0.02907682757886534,-2.9102425829354694,-0.000493994154774065,True,150.0,False,30,26,False,,1722548193899721132,Rocco_1004,6.0,-4078.989990234375,1285.050048828125,502.8999938964844,0.7000000029802322,-12638.900146484375,-5000.0,-8.999999761581421,-0.5999999865889549,-0.3999999910593033,255.0,128.0,,0.3564561415724379,-1.5809914997494672,-1.5744142949660527,38,44.28775894770058,True,34,6,True,,enpitsu,76561198039309853,24,-768.9600219726562,2660.050048828125,67.83999633789062,-12409.3994140625,-18392.099609375,3914.1000366210938,0.29999999329447746,0.0,-6.600000262260437,255.0,0.0,False,0.016793757423256783,-2.166017909786586,3.6271166635652575e-05,True,32.78595251934503,True,32,False,27,,games5425898691,bf81d8692db,22.0,-3157.449951171875,-551.9199829101562,25.260000228881836,1884.2999267578125,-16461.400146484375,-301.00000381469727,1591.199951171875,-1311.199951171875,641.9999694824219,255.0,128.0,-0.029613993222515646,-1.392718111329276,0.32045104826901866,False,0.0,False,False,26,28,,
36,2168,72.0,False,False,0,1740.1785926951898,-2631.77001953125,5016.2099609375,218.0399932861328,14552.2998046875,-5667.80029296875,5543.800048828125,316.49999618530273,-813.0999755859375,-5936.199951171875,0.0,0.054679759862516775,-0.14106321796707685,1.3388639551450636,1722548193899721132,Rocco_1004,6.0,-2765.2900390625,5064.60986328125,110.08000183105469,8802.999877929688,5321.300048828125,4472.0001220703125,3552.7999877929688,2287.5999450683594,-2665.2999877929688,128.0,128.0,False,-0.39579021418843535,0.4786424214907865,1.1049535960344345,True,247.0,False,38,34,6,,76561198041307778,bizzzard-du-67,5.0,-984.1300048828125,2394.06005859375,17.700000762939453,13988.199462890625,8887.80029296875,109.30000305175781,-2.3000000417232513,-16.799999475479126,1950.0999450683594,255.0,255.0,,0.01706099764015129,0.633503954505548,0.0008291688519058935,32,76.0,False,30,False,True,,enpitsu,76561198039309853,24,-2571.780029296875,3528.1298828125,17.059999465942383,11377.5,10711.500244140625,2.0000000298023224,5.5000001192092896,3.100000023841858,-1346.6999816894531,255.0,128.0,False,0.016843208348569238,0.6852393503236884,0.0001024258077365235,True,0.0,False,34,False,30,,games5425898691,bf81d8692db,22.0,-122.36000061035156,-2378.699951171875,92.70999908447266,4580.400085449219,22314.3994140625,-144.0999984741211,-5418.3001708984375,943.8999938964844,25.09999990463257,255.0,128.0,-0.9027175106793328,-1.7374889270515244,3.1341484478879975,True,141.0,False,False,29,32,,
37,2211,74.0,False,False,1,9288.168988932946,371.7099914550781,-4133.35986328125,266.45001220703125,-16966.700439453125,12635.999755859375,-1007.6999664306641,-1394.6000671386719,-2716.7001342773438,-505.9000015258789,1.0,-0.17953108856217587,-2.9517668343311145,1.5845772042951347,76561198039309853,enpitsu,24.0,488.2200012207031,-4240.259765625,188.8300018310547,-12214.200439453125,7761.6998291015625,1865.0,-3886.7999267578125,614.3999862670898,2060.5999755859375,,0.0,,-0.04972937641949132,0.5400192554093431,0.75071627895536,True,0.0,False,36,31,False,,bf81d8692db,games5425898691,22.0,-1328.739990234375,-842.8599853515625,16.989999771118164,-15149.7998046875,-16857.7001953125,4.600000083446503,0.29999999329447746,0.3999999910593033,-0.09999999776482582,255.0,,,-0.009597259950654363,-0.8386724962360086,5.5040686191652966e-05,32,159.0,False,30,False,True,,bizzzard-du-67,76561198041307778,5,748.219970703125,-4241.10986328125,311.8299865722656,6276.199951171875,-9309.89990234375,-101.49999618530273,-2584.2001342773438,1576.9000244140625,-4591.7999267578125,,128.0,False,0.8772342035389277,-2.081216711231864,-2.584813650612277,False,27.0,False,34,False,31,,Rocco_1004,1722548193899721132,6.0,1209.1099853515625,-4925.7998046875,16.040000915527344,-10534.3994140625,4035.4998779296875,-70.79999923706055,490.2000045776367,-116.49999618530273,-1.4000000059604645,255.0,,-0.0061956029685969576,0.44316499269962334,-0.019164051636393606,True,224.64566893218668,True,8,34,40,,
38,2259,76.0,False,False,1,7972.798221086482,-2243.0,-2188.860107421875,120.12999725341797,2129.7000122070312,7845.5999755859375,5445.5999755859375,-4774.5001220703125,-946.2000274658203,2262.5,1.0,0.7501635458223138,0.7768529852431337,-1.4995374021819823,bf81d8692db,games5425898691,22.0,-2368.909912109375,-2160.419921875,46.209999084472656,-715.5000305175781,6846.5997314453125,3472.0999145507812,-411.3999938964844,-43.09999942779541,0.0,0.0,128.0,,-0.0012298443128049483,-1.6750166216095044,3.0272854000286854e-06,True,159.0,False,34,30,False,,76561198039309853,enpitsu,25.0,-1655.2099609375,-3114.550048828125,17.049999237060547,-13734.69970703125,-1903.0999755859375,3.1999999284744263,-0.19999999552965164,-0.0,2200.5999755859375,255.0,128.0,,-0.016747891336050213,-0.19901002126614323,-3.277320333970549e-06,36,31.0,False,32,False,False,,bizzzard-du-67,76561198041307778,5,1886.6500244140625,-5072.509765625,84.11000061035156,9452.899780273438,3088.0999755859375,-4599.2999267578125,4170.299987792969,1243.3000183105469,1524.4999694824219,255.0,255.0,False,-0.4439424916382484,2.705933111275198,-0.9265196035139123,True,0.0,False,34,False,32,,Rocco_1004,1722548193899721132,6.0,-1299.68994140625,-2600.530029296875,54.95000076293945,-16022.19970703125,16353.599853515625,-2201.7999267578125,-1596.4999389648438,-1267.3999786376953,-535.8000183105469,255.0,0.0,0.2831099661096949,0.8229681935584477,5.1454964988178814e-05,True,173.0,False,8,36,42,,
39,2325,78.0,False,False,0,5413.374570672084,1811.8299560546875,452.5400085449219,182.27000427246094,2831.199951171875,9765.999755859375,6412.60009765625,5690.3997802734375,-1191.8000030517578,1482.5,0.0,0.2982562053921116,-1.0386070047102238,-1.272847979959385,1722548193899721132,Rocco_1004,5.0,1805.6400146484375,287.989990234375,83.1500015258789,463.69998931884766,6694.1998291015625,2818.3999633789062,-1754.7000122070312,1245.8000183105469,-2922.60009765625,255.0,0.0,False,0.02053962528090113,2.2773586907119983,0.014714048330286908,True,221.0,False,44,37,8,,76561198041307778,bizzzard-du-67,5.0,-3257.800048828125,1959.3199462890625,17.219999313354492,-4187.099914550781,-16165.999755859375,45.900001525878906,-156.30000114440918,100.79999923706055,-93.80000114440918,255.0,128.0,False,0.019618448601213624,-1.8634575109438645,-0.0021511681153923135,36,0.0,False,34,False,False,,enpitsu,76561198039309853,24,3062.510009765625,2761.860107421875,17.049999237060547,-13479.7998046875,-9766.799926757812,3.0000001192092896,-0.7000000029802322,-0.7999999821186066,-1914.6000671386719,255.0,128.0,False,0.01675893589061346,-2.567554694693416,-0.00012137546970919104,True,198.0,False,36,False,32,,games5425898691,bf81d8692db,22.0,1999.0899658203125,472.8500061035156,43.310001373291016,-11228.1005859375,-5431.500244140625,3404.1000366210938,148.90000343322754,-272.39999771118164,-164.69999313354492,255.0,67.0,0.01467905391208664,-2.6626146809378892,-0.0005974165316801385,True,83.0,False,False,32,36,,
40,2381,80.0,False,False,1,8215.746166263514,-2375.469970703125,-2396.31005859375,109.62999725341797,557.9999923706055,-783.7000274658203,-1728.800048828125,-3180.0,3382.0001220703125,-1663.5000610351562,1.0,-0.11093559813778117,1.1480066407801692,-1.4032104014679694,76561198039309853,enpitsu,24.0,-2432.9599609375,-2497.780029296875,17.049999237060547,-5912.19970703125,-4928.900146484375,2.7000001072883606,-0.5000000074505806,-2.3999999463558197,1493.800048828125,255.0,128.0,False,-0.016770003957556776,2.118382911271729,-0.00019267945839843926,True,198.0,False,36,32,False,,bf81d8692db,games5425898691,22.0,197.49000549316406,-515.1300048828125,17.0,3448.2000732421875,-11863.900146484375,3.6000001430511475,0.29999999329447746,-0.0,-2341.7999267578125,255.0,0.0,,-0.009541618786849339,-1.7877487695815946,-1.9968313579038362e-05,36,83.0,False,34,False,True,,bizzzard-du-67,76561198041307778,5,3642.800048828125,2274.320068359375,18.34000015258789,-10198.200073242188,17680.799560546875,2.3000000417232513,-0.0,-0.0,2057.100067138672,255.0,255.0,False,-0.017063087795455,0.9649273130983373,9.495438321121877e-06,True,255.0,False,38,False,36,,Rocco_1004,1722548193899721132,5.0,832.3900146484375,824.0800170898438,16.989999771118164,-7825.30029296875,15423.900146484375,4.699999988079071,-0.09999999776482582,-0.0,1968.699951171875,255.0,255.0,-0.009584196571926476,1.0310013432105798,7.503917212666468e-06,True,192.0,False,8,38,44,,False
41,2401,81.0,False,False,1,8169.776733461891,-2287.169921875,-2384.139892578125,96.69000244140625,5817.1002197265625,4966.300048828125,1502.2000122070312,563.1999969482422,-735.8000183105469,-410.2000045776367,1.0,-0.4739837008007338,2.010997825505149,-0.14679293276114366,76561198039309853,enpitsu,24.0,-2396.989990234375,-2514.449951171875,17.049999237060547,5128.2000732421875,3156.199951171875,-0.5999999865889549,-0.7000000029802322,-0.5000000074505806,-274.7999954223633,255.0,255.0,False,-0.016623062872434344,2.6082486939772975,0.00021803765251545665,True,179.22397417663245,True,36,32,False,,bf81d8692db,games5425898691,22.0,-66.43000030517578,-1423.8599853515625,17.0,-3251.199951171875,-13013.1005859375,3.3000001311302185,0.19999999552965164,1.5999999642372131,493.6000061035156,255.0,128.0,,-0.009570401474216828,-1.3676405286847801,-0.00015492170725421578,36,114.0,False,34,False,True,,bizzzard-du-67,76561198041307778,5,2567.139892578125,2700.080078125,18.34000015258789,-16872.19970703125,-5333.800048828125,2.3000000417232513,0.5999999865889549,0.09999999776482582,1982.8999328613281,255.0,249.0,False,-0.017068428350101115,-0.3834324649349184,3.2142928771053547e-05,True,255.0,False,38,False,36,,Rocco_1004,1722548193899721132,5.0,-299.5400085449219,1198.739990234375,16.989999771118164,-17224.69970703125,-7392.7001953125,4.699999988079071,0.29999999329447746,0.09999999776482582,1986.6000366210938,255.0,255.0,-0.009589949838457016,-0.47818664321448817,4.431094884615665e-05,True,158.0,False,8,38,44,,False
42,2410,81.0,False,False,1,7938.948801937654,-2093.590087890625,-2214.5400390625,115.73999786376953,7644.000244140625,8046.6998291015625,1234.800033569336,1629.7999572753906,-981.9999694824219,-970.4000091552734,1.0,-0.16143232383691536,2.2012039691379037,-0.25323558149494013,76561198039309853,enpitsu,24.0,-2173.1201171875,-2332.919921875,16.639999389648438,7411.400146484375,7872.1002197265625,-39.50000047683716,36.80000066757202,53.400001525878906,392.5,255.0,128.0,False,-0.022718174520400897,2.2943901125734474,-0.005090221937312843,True,151.04418924034277,True,36,32,False,,bf81d8692db,games5425898691,22.0,-107.41000366210938,-1886.1600341796875,17.0,1074.1999816894531,-13787.7001953125,3.4999999403953552,0.29999999329447746,-4.799999892711639,1067.7999877929688,255.0,255.0,,-0.009577174956211517,-1.661024959066929,-2.958856646056997e-06,36,114.0,False,34,False,True,,bizzzard-du-67,76561198041307778,5,2046.550048828125,2413.030029296875,18.34000015258789,-14546.500244140625,-9539.199829101562,1.7000000178813934,-0.29999999329447746,-0.19999999552965164,32.5,255.0,128.0,False,-0.017066212971809467,-0.5844425918396311,-4.327787356165551e-05,True,255.0,False,38,False,36,,Rocco_1004,1722548193899721132,5.0,-683.3800048828125,885.6599731445312,16.989999771118164,-10308.399658203125,-14471.300048828125,4.799999892711639,-0.0,-0.0,1975.5999755859375,255.0,255.0,-0.00959118571955606,-1.0238902166591668,1.1901831926461678e-05,True,158.0,False,8,38,44,,False
43,2425,82.0,False,False,1,7273.002722665321,-1606.510009765625,-1688.9100341796875,200.47999572753906,13511.8994140625,15338.1005859375,6185.999755859375,774.1999816894531,-5295.4998779296875,2063.5000610351562,1.0,0.8829402350215284,2.8868990875970684,0.1724677368926114,76561198039309853,enpitsu,24.0,-1623.77001953125,-1766.1800537109375,79.69000244140625,16440.10009765625,11228.00048828125,1596.7999267578125,-1471.3999938964844,4533.800048828125,-7.599999904632568,255.0,0.0,False,-0.6688164464008141,2.2456877837480937,0.4214872400667611,True,125.0,False,38,33,False,,bf81d8692db,games5425898691,22.0,80.69999694824219,-2596.280029296875,17.0,4317.0001220703125,-13422.80029296875,3.3000001311302185,-0.0,-0.0,6.000000238418579,255.0,128.0,,-0.009594194656887422,-1.8827933640475376,-1.2531750896218755e-05,36,114.0,False,34,False,True,,bizzzard-du-67,76561198041307778,5,1166.719970703125,1946.1600341796875,18.34000015258789,-15114.7998046875,-8350.30029296875,2.0999999344348907,-0.09999999776482582,-0.0,1408.3999633789062,255.0,255.0,False,-0.017056826903364707,-0.522894213290932,0.00022465935266941482,True,255.0,False,38,False,36,,Rocco_1004,1722548193899721132,5.0,-970.52001953125,-55.939998626708984,16.989999771118164,-3110.1998901367188,-17346.99951171875,2.5999999046325684,-0.0,1.1999999731779099,1665.8999633789062,255.0,255.0,-0.009592647704444563,-1.426383414529855,0.0002164173228975267,True,178.6261848506107,True,8,38,45,,False
44,2466,83.0,False,False,0,5704.249766331217,-354.82000732421875,-538.52001953125,396.0,9203.900146484375,1286.4999389648438,10156.099853515625,5771.5997314453125,-1374.1999816894531,-894.4000244140625,0.0,-0.1776890360882021,0.2991738967268942,-2.2034889377577374,76561198041307778,bizzzard-du-67,5.0,-457.05999755859375,-593.9500122070312,252.0800018310547,1140.6999969482422,11053.699951171875,4252.799987792969,3347.60009765625,2186.1000061035156,2639.89990234375,128.0,0.0,False,-1.1657371277699193,0.5110336974697157,1.2063583531631656,True,217.3302448821324,True,40,36,False,,1722548193899721132,Rocco_1004,5.0,1162.97998046875,2933.860107421875,402.489990234375,1054.1999816894531,20286.8994140625,-1316.3999938964844,0.5000000074505806,-1.5999999642372131,-904.0000152587891,255.0,128.0,False,0.002627252726703558,1.6816713258257912,0.00016107998386173967,46,166.0,False,38,10,True,,enpitsu,76561198039309853,24,-477.07000732421875,-27.719999313354492,17.049999237060547,-9821.900024414062,-17424.3994140625,3.700000047683716,1.899999976158142,-1.7000000178813934,-1674.6000671386719,255.0,0.0,False,0.016624200424634892,-2.1189527185058035,-0.00018025596619162672,True,103.0,False,38,False,34,,games5425898691,bf81d8692db,22.0,-908.3599853515625,4314.39013671875,17.0,-10987.19970703125,4177.300109863281,3.6000001430511475,0.5000000074505806,-0.09999999776482582,2206.4999389648438,128.0,255.0,0.009641657689892443,2.835562353532039,4.6923009667743675e-05,True,144.0,False,False,34,36,,
45,2613,89.0,False,False,1,6666.906747736861,-3672.010009765625,283.9800109863281,178.99000549316406,-8851.599731445312,10830.0,1048.3999633789062,5142.19970703125,-2161.6000366210938,-523.1999969482422,1.0,1.0757518868775164,0.2854074071898393,-0.8567207697435875,76561198039309853,enpitsu,24.0,-3636.719970703125,172.1300048828125,86.98999786376953,-4890.7000732421875,9248.099975585938,1761.0000610351562,-3387.9000854492188,-4331.400146484375,-99.39999580383301,255.0,255.0,False,-0.5713779843289029,1.2368537789971403,-0.39155824244441767,True,255.0,False,40,35,False,,bf81d8692db,games5425898691,22.0,-1683.8599853515625,-2611.8701171875,17.010000228881836,-6985.5999755859375,12245.10009765625,2.0999999344348907,0.19999999552965164,-0.9000000357627869,-19.700000286102295,255.0,128.0,,-0.009571849822801987,1.0553551480690224,8.496028772678021e-05,38,206.0,False,36,False,True,,bizzzard-du-67,76561198041307778,4,-2591.47998046875,1988.5400390625,18.34000015258789,-7560.30029296875,-9535.499877929688,2.0999999344348907,1.2999999523162842,2.0999999344348907,-824.8999786376953,255.0,0.0,False,-0.01701141732002105,-0.9260089661476525,-0.0003414820337490127,True,172.0,False,42,False,38,,Rocco_1004,1722548193899721132,6.0,-3007.3798828125,2202.010009765625,16.579999923706055,-4821.700134277344,21943.60107421875,82.5,0.5000000074505806,-49.40000057220459,-1365.0,255.0,55.0,-0.008950981618486708,1.369129445689555,0.003466888918203576,True,19.0,False,12,40,50,,
46,2650,90.0,False,False,0,7922.044429448023,3690.330078125,-1319.43994140625,334.9200134277344,4151.700134277344,2780.7000732421875,5585.999755859375,161.10000610351562,-322.20001220703125,5989.0997314453125,0.0,0.17016732607175214,0.12981649726062633,-2.6708421189731877,76561198041307778,bizzzard-du-67,4.0,3618.780029296875,-1404.5799560546875,185.97000122070312,6255.0,-2125.2999877929688,2481.9000244140625,3916.400146484375,2528.5000610351562,2918.599853515625,128.0,0.0,False,-0.631816100549392,0.5504558098153858,0.6847365599305884,True,172.0,False,44,39,False,,1722548193899721132,Rocco_1004,6.0,2191.89990234375,-4023.68994140625,17.0,-13750.799560546875,6466.199951171875,3.700000047683716,0.09999999776482582,-0.19999999552965164,-2816.9000244140625,255.0,0.0,True,0.00958448044267504,2.538682418232362,-8.188009443902399e-05,50,255.0,False,40,12,True,,enpitsu,76561198039309853,24,4016.820068359375,-1087.22998046875,99.05000305175781,-540.099983215332,-2956.099853515625,-569.0999984741211,1037.5,301.299991607666,-1069.3000030517578,128.0,128.0,False,0.053239754821041325,-1.5930102848164596,0.8271615933821722,True,255.0,False,40,False,36,,games5425898691,bf81d8692db,22.0,1448.6300048828125,1103.5799560546875,17.010000228881836,-13105.999755859375,-1802.8999328613281,2.3000000417232513,-0.29999999329447746,0.0,-2257.4000549316406,255.0,3.0,0.009571039703591147,-3.0731237366112176,-1.2285392541782996e-05,True,236.0,False,False,36,38,,
47,2696,92.0,False,False,0,7722.626052365188,3736.7099609375,-1038.75,338.19000244140625,-17051.099853515625,9472.5,370.6999969482422,3255.7998657226562,1700.0,3525.10009765625,0.0,0.41588469011766455,-1.7218076973826075,-3.0906345277689935,76561198041307778,bizzzard-du-67,5.0,3858.989990234375,-1094.9599609375,270.1499938964844,-8429.7998046875,9695.10009765625,-425.49999237060547,-694.1000366210938,-5433.800048828125,-491.3999938964844,255.0,255.0,False,0.07455821204097271,1.165758340137007,-2.8367302999734494,True,124.0,False,46,41,False,,1722548193899721132,Rocco_1004,6.0,3137.469970703125,-2054.8701171875,17.0,9622.80029296875,13932.5,3.3000001311302185,0.0,0.0,5.199999809265137,213.0,128.0,False,0.00959742463139333,0.9671186063287394,-2.364086251908234e-05,50,207.0,False,40,12,True,,enpitsu,76561198039309853,24,4013.080078125,-873.7899780273438,103.4000015258789,-3021.9000244140625,-2091.300048828125,1119.4000244140625,717.6999664306641,565.0,-661.1000061035156,255.0,0.0,False,0.1821352388172887,-1.7205958387126403,0.8349301429094849,True,226.76002594988833,True,42,False,37,,games5425898691,bf81d8692db,22.0,1698.5,2475.639892578125,17.010000228881836,13155.899658203125,1842.5999450683594,2.3999999463558197,0.09999999776482582,0.0,-2249.7999572753906,255.0,0.0,0.009572639827917182,0.07449345094107016,-2.6583577426435815e-05,True,236.0,False,False,36,38,,
