,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,shot_taker_handbrake
0,172,0.0,False,False,1,5230.995030293583,59.20000076293945,-23.6299991607666,93.06999969482422,3185.5999755859375,-1418.699951171875,362.59998321533203,-1821.199951171875,3199.89990234375,-34.30000066757202,1.0,-0.03499731451044428,-0.10516975984590211,0.30616749440679764,76561198358174226,ErPablixx,20.0,71.93000030517578,-169.50999450683594,82.52999877929688,3155.0,-110.60000419616699,2155.5999755859375,2027.2999572753906,4767.300109863281,-1847.1000671386719,255.0,66.0,0.30068353845090295,1.4244308814633877,0.6000223039360539,True,3,False,4,0.0,False,,b0efee0bd2b,monserdock7,16.0,-391.9599914550781,-3053.969970703125,17.010000228881836,10507.80029296875,1262.0999908447266,2.0999999344348907,0.09999999776482582,0.09999999776482582,85.0,255.0,152.0,False,-0.009524123145340672,3.0244728216822154,5.579120523044475e-05,True,False,False,116.0,False,False,,enpitsu,76561198039309853,26,-2.319999933242798,106.44999694824219,105.12999725341797,5175.999755859375,1939.6000671386719,419.0999984741211,5241.6998291015625,1334.1000366210938,-996.9999694824219,255.0,128.0,,-1.2440701644675143,1.2834413923177928,-3.0365688791016767,True,2,False,1,0.0,False,,games5425898691,bf81d8692db,18.0,-2074.830078125,4046.85009765625,17.010000228881836,-13845.50048828125,4650.4998779296875,2.0999999344348907,-0.5000000074505806,-0.0,0.09999999776482582,255.0,128.0,-0.009593874922421147,0.32401340555294594,-6.475576152051588e-05,True,False,False,False,0.0,False,,
1,180,0.0,False,False,1,5193.218532544212,112.86000061035156,6.170000076293945,93.13999938964844,1653.9999389648438,1316.4999389648438,0.0,-1442.7999877929688,1812.5999450683594,709.8000335693359,1.0,0.7673258325985219,-0.19740838333756286,0.6390682144331324,76561198358174226,ErPablixx,20.0,193.22999572753906,-210.9199981689453,90.97000122070312,3859.4000244140625,-1381.7999267578125,-149.3000030517578,696.5000152587891,5143.3001708984375,1819.6000671386719,255.0,128.0,0.3370396935139705,1.705482868109937,3.0422205307977523,True,3,False,4,0.0,False,,b0efee0bd2b,monserdock7,16.0,-0.4099999964237213,-2951.719970703125,17.010000228881836,11065.699462890625,4578.800048828125,2.0999999344348907,1.5000000596046448,0.5999999865889549,19.09999966621399,255.0,128.0,False,-0.009553304941272621,2.7321876354939842,-0.00018200806307904632,True,False,False,142.8841120760928,True,False,,enpitsu,76561198039309853,26,168.38999938964844,194.22000122070312,108.25,4964.4000244140625,2701.9000244140625,-141.19999885559082,5404.5001220703125,1018.8999938964844,-54.89999771118164,255.0,255.0,,1.194462683423695,1.4097324439455572,-3.1143949765567545,True,2,False,2,0.0,False,,games5425898691,bf81d8692db,18.0,-2572.81005859375,4205.75,17.010000228881836,-14152.5,3191.0000610351562,2.3000000417232513,0.29999999329447746,-0.0,1722.2000122070312,255.0,255.0,-0.009598372270840606,0.19694437861393382,0.00019560972288654076,True,False,False,False,0.0,False,,
2,191,0.0,False,False,1,5133.0730210051615,177.3699951171875,57.47999954223633,93.13999938964844,1638.3999633789062,1302.4000549316406,0.0,-1427.2999572753906,1795.5000305175781,709.8000335693359,1.0,1.3084235268336748,1.2283510981071484,2.4731536382251016,76561198358174226,ErPablixx,20.0,358.0,-263.8599853515625,72.63999938964844,3891.6000366210938,-1111.9000244140625,-1363.3999633789062,-1410.0999450683594,2011.3999938964844,1553.6000061035156,255.0,255.0,0.1307890248002004,1.6027621131312069,-0.8540021262827537,True,4,False,4,0.0,False,,b0efee0bd2b,monserdock7,16.0,424.0,-2617.590087890625,17.010000228881836,8299.500122070312,13158.299560546875,0.0,-0.09999999776482582,0.09999999776482582,2053.6000061035156,255.0,255.0,False,-0.00957951667659845,2.0673775043954743,-2.8026443682564774e-05,True,False,False,108.42497204452434,True,False,,enpitsu,76561198039309853,26,371.69000244140625,302.8699951171875,65.22000122070312,5008.500061035156,2567.9998779296875,-2249.7999572753906,2761.9000244140625,703.3000183105469,-731.2000274658203,128.0,0.0,,0.29422967969733244,-1.8981256115897696,-0.13464176015789844,True,2,False,2,0.0,False,,games5425898691,bf81d8692db,18.0,-3092.60009765625,4132.08984375,17.010000228881836,-10557.099609375,-6558.2000732421875,2.3999999463558197,0.3999999910593033,-0.0,2204.4000244140625,128.0,255.0,-0.009633201305473137,-0.6201763764559419,4.4611224294564404e-05,True,False,False,False,255.0,False,,
3,213,1.0,False,False,1,5014.178786102471,307.1300048828125,160.52000427246094,93.13999938964844,1606.9000244140625,1274.8999786376953,0.0,-1397.2000122070312,1761.0000610351562,709.8000335693359,1.0,-0.18495970930150152,1.8063381613284493,-2.119823868985145,76561198358174226,ErPablixx,20.0,387.3299865722656,-103.55999755859375,67.0,-2903.800048828125,10053.499755859375,3454.2999267578125,-2777.5,-638.1999969482422,-2027.4000549316406,255.0,104.0,-0.08014157913884994,1.26073153090324,-0.002399158858405296,True,5,False,6,0.0,False,,b0efee0bd2b,monserdock7,16.0,492.010009765625,-1052.75,17.010000228881836,-2880.8999633789062,22818.798828125,-0.19999999552965164,-0.09999999776482582,1.5999999642372131,216.29999160766602,255.0,177.0,False,-0.009601490905969469,1.444026726221073,5.467453363360545e-06,True,False,False,39.468008887383235,True,False,,enpitsu,76561198039309853,26,432.1499938964844,292.4800109863281,22.020000457763672,-3137.6998901367188,-4069.2001342773438,2999.7000122070312,-1.0000000149011612,1.0000000149011612,-2101.3999938964844,255.0,0.0,,-0.016634835396041818,-0.9662285222928745,-6.46467380924169e-05,True,4,False,3,0.0,False,,games5425898691,bf81d8692db,18.0,-3191.639892578125,3426.780029296875,17.010000228881836,7557.2998046875,-7923.2000732421875,2.3999999463558197,0.09999999776482582,-0.0,2383.3999633789062,255.0,255.0,-0.009536215635244087,-2.3900400680496494,-9.991925035521684e-06,True,False,False,False,255.0,False,,
4,214,1.0,False,False,0,5327.252699778108,-302.3299865722656,-154.07000732421875,98.91000366210938,6126.099853515625,6657.39990234375,3864.5001220703125,-355.0,-827.3999786376953,1742.7999877929688,0.0,0.21123899290501447,-1.7575669392629054,-2.0809710979733884,76561198039309853,enpitsu,26.0,-432.1499938964844,-292.4800109863281,22.020000457763672,3137.6998901367188,4069.2001342773438,2999.7000122070312,1.0000000149011612,-1.0000000149011612,-2101.3999938964844,255.0,0.0,0.016634835396041818,0.9662285222928745,-6.46467380924169e-05,True,3,False,4,0.0,False,,bf81d8692db,games5425898691,18.0,3121.47998046875,-3367.639892578125,17.010000228881836,-9081.400146484375,6368.4002685546875,2.3999999463558197,0.0,0.0,2383.2000732421875,255.0,255.0,,0.009555628099175185,2.5886628343749623,1.9755257711850215e-05,True,False,False,255.0,False,False,,monserdock7,b0efee0bd2b,16,-487.010009765625,1014.6099853515625,17.010000228881836,3023.2000732421875,-22800.400390625,-0.19999999552965164,0.19999999552965164,-3.0000001192092896,502.20001220703125,255.0,214.0,False,0.009601407069169206,-1.4367346380506028,4.047498324535345e-05,True,False,False,False,36.37434003686391,True,,ErPablixx,76561198358174226,20.0,-387.3299865722656,103.55999755859375,67.0,2903.800048828125,-10053.499755859375,3454.2999267578125,2777.5,638.1999969482422,-2027.4000549316406,255.0,104.0,0.08014157913884994,-1.26073153090324,-0.002399158858405296,True,6,False,5,0.0,False,,
5,216,1.0,False,False,1,5023.75683117971,227.1999969482422,160.9600067138672,139.07000732421875,-12994.000244140625,9893.099975585938,6310.8001708984375,4181.7999267578125,1025.1000213623047,4178.599853515625,1.0,-0.011934232741931242,1.4813417785146112,-1.995499973716853,76561198358174226,ErPablixx,20.0,363.2699890136719,-20.729999542236328,93.16000366210938,-2676.4999389648438,8672.19970703125,2797.5,-4388.0999755859375,-1837.2999572753906,2760.0,255.0,176.0,-0.6513462530363124,1.2872333696718998,0.07440119403160605,True,5,False,6,0.0,False,,b0efee0bd2b,monserdock7,16.0,463.1199951171875,-862.6500244140625,17.010000228881836,-4114.4000244140625,22628.89892578125,0.0,-0.0,0.7999999821186066,1437.4000549316406,255.0,255.0,False,-0.009588871173120529,1.363426300871304,0.00021539867180835808,True,False,False,30.03696366535719,True,False,,enpitsu,76561198039309853,26,382.8299865722656,246.22999572753906,61.04999923706055,-8248.900146484375,-2330.0999450683594,2723.900146484375,-134.3000030517578,-4469.800109863281,-3202.0001220703125,255.0,0.0,,-0.14896266527246302,-0.5952685613021452,0.07811365509183579,True,4,False,3,0.0,False,,games5425898691,bf81d8692db,18.0,-3040.10009765625,3322.8798828125,17.010000228881836,10271.099853515625,-4512.900085449219,2.3999999463558197,0.09999999776482582,-0.0,2382.2000122070312,255.0,255.0,-0.00954786958077793,-2.7872126950315144,-2.7164792802269207e-05,True,False,False,False,255.0,False,,
6,264,3.0,True,False,0,7514.871978199335,1955.4000244140625,-1812.9000244140625,243.97000122070312,-6323.499755859375,22325.80078125,1268.0999755859375,-3469.2999267578125,-730.9999847412109,4704.2999267578125,0.0,0.48649798132085725,2.5579299301605305,2.930706713560696,bf81d8692db,games5425898691,18.0,2005.3499755859375,-2019.6600341796875,156.44000244140625,587.2000122070312,22671.201171875,1889.4000244140625,-3698.0999755859375,271.8000030517578,-1063.0999755859375,255.0,197.0,-0.5560614136584792,0.9851401465179408,0.09272517127469121,True,3,False,4,189.2873547025906,True,,76561198039309853,enpitsu,26.0,1082.7099609375,51.65999984741211,17.049999237060547,11075.0,-418.6000061035156,2.8999999165534973,8.500000238418579,-0.3999999910593033,-1635.8999633789062,255.0,128.0,,0.016711544259986878,-0.08777825488215256,-3.731959694613352e-05,True,4,4,31.0,False,False,,monserdock7,b0efee0bd2b,16,2522.31005859375,-178.6699981689453,17.020000457763672,20081.8994140625,6819.6002197265625,0.7999999821186066,0.29999999329447746,0.0,10.399999618530273,255.0,128.0,False,0.009614881653400428,0.32875862123386607,-4.021300572328634e-05,True,False,False,False,0.0,False,,ErPablixx,76561198358174226,20.0,419.3800048828125,-854.27001953125,17.010000228881836,8640.700073242188,5047.300109863281,2.5,0.0,0.0,2398.9999389648438,255.0,255.0,0.00954451574579042,0.5796071674945272,-8.028389283286989e-06,True,6,False,6,0.0,False,,
7,633,7.0,False,False,1,5153.027865864863,-11.380000114440918,67.48999786376953,117.06999969482422,-4986.099853515625,28225.30029296875,9368.699951171875,5905.8001708984375,1013.1999969482422,-307.7000045776367,1.0,0.026667227883322892,0.005922677273744477,-0.15245969812513632,b0efee0bd2b,monserdock7,15.0,24.770000457763672,-128.36000061035156,15.119999885559082,-2429.4000244140625,20178.599853515625,-941.1000061035156,2388.000030517578,-237.19999313354492,2272.2000122070312,255.0,224.0,0.008446843056446733,1.4136700818248,-0.01441771358544014,True,4,False,4,0.0,True,,76561198358174226,ErPablixx,20.0,-0.0,-3142.070068359375,80.01000213623047,-0.0,12607.5,-1525.5000305175781,-2787.39990234375,-0.0,0.0,255.0,,,0.6147629880134751,1.5708177649951716,3.881824673767587e-05,True,4,4,116.0,False,False,,enpitsu,76561198039309853,26,11.5,368.1700134277344,105.52999877929688,507.99999237060547,-22893.798828125,-165.10000228881836,5487.2998046875,337.79998779296875,-157.70000457763672,255.0,0.0,,-1.1855137260282176,1.4384004465846054,-3.0215285117286244,True,2,False,1,31.0,False,,games5425898691,bf81d8692db,17.0,-2502.010009765625,3962.2099609375,17.010000228881836,-18470.999755859375,9234.69970703125,2.199999988079071,-0.3999999910593033,0.19999999552965164,1420.2000427246094,255.0,255.0,-0.00959508496383838,0.4407978069203041,0.00021102636188449626,True,False,False,False,0.0,False,,
8,634,7.0,False,False,0,5349.42435617426,41.86000061035156,-126.56999969482422,169.8800048828125,10218.499755859375,18962.7001953125,10790.899658203125,4975.899963378906,-893.3999633789062,-3111.6000366210938,0.0,-0.07375172930091962,-0.0650297178342881,-0.26567646746174756,76561198039309853,enpitsu,26.0,-11.5,-368.1700134277344,105.52999877929688,-507.99999237060547,22893.798828125,-165.10000228881836,-5487.2998046875,-337.79998779296875,-157.70000457763672,255.0,0.0,1.1855137260282176,-1.4384004465846054,-3.0215285117286244,True,1,False,2,31.0,False,,bf81d8692db,games5425898691,17.0,2502.010009765625,-3962.2099609375,17.010000228881836,18470.999755859375,-9234.69970703125,2.199999988079071,0.3999999910593033,-0.19999999552965164,1420.2000427246094,255.0,255.0,,0.00959508496383838,-0.4407978069203041,0.00021102636188449626,True,False,False,0.0,False,False,,monserdock7,b0efee0bd2b,15,-24.770000457763672,128.36000061035156,15.119999885559082,2429.4000244140625,-20178.599853515625,-941.1000061035156,-2388.000030517578,237.19999313354492,2272.2000122070312,255.0,224.0,,-0.008446843056446733,-1.4136700818248,-0.01441771358544014,True,4,False,4,0.0,False,,ErPablixx,76561198358174226,20.0,0.0,3057.8798828125,68.30999755859375,0.0,-12645.30029296875,-1935.5000305175781,2295.399932861328,0.0,0.0,255.0,,-0.44789663334680996,-1.5708356241925,4.02357472453097e-05,True,4,False,4,116.0,False,,
9,726,10.0,False,False,1,10215.640152270462,-2731.02001953125,-4410.080078125,142.94000244140625,11741.099853515625,8918.800048828125,7265.999755859375,-5338.900146484375,-2653.3999633789062,673.8999938964844,1.0,1.0984828607405768,1.6721448963693417,2.049333172951979,76561198358174226,ErPablixx,20.0,-2790.429931640625,-4407.58984375,17.010000228881836,10724.7998046875,-6064.69970703125,0.09999999776482582,-0.0,0.19999999552965164,2360.500030517578,255.0,255.0,-0.009541245947409608,-2.688091146696799,7.737265714554015e-06,True,4,False,4,223.66055906459846,True,,b0efee0bd2b,monserdock7,15.0,3754.239990234375,-610.1599731445312,17.0,-268.700008392334,-21706.69921875,3.3000001311302185,-0.0,2.3000000417232513,-468.80001068115234,255.0,42.0,,-0.009599565862178666,-1.5420183219899033,5.261771095040755e-05,True,6,6,237.0,False,False,,enpitsu,76561198039309853,26,-2441.179931640625,-3036.389892578125,37.689998626708984,-6817.60009765625,-15045.2001953125,3256.199951171875,-94.49999809265137,42.199997901916504,37.10000038146973,128.0,128.0,,-0.01594925586070025,-1.1503185219970515,-5.671140754476729e-05,True,4,False,2,6.926778385716101,True,,games5425898691,bf81d8692db,18.0,-3453.010009765625,-1449.77001953125,17.0,2539.2999267578125,-15370.6005859375,3.400000035762787,-0.19999999552965164,1.1999999731779099,1309.7999572753906,255.0,207.0,-0.00960837288400144,-1.7577662377362755,0.0001728914451974773,True,False,False,False,255.0,False,,
