,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,shot_taker_handbrake
44,3155,81.0,False,False,0,3087.2020950880783,1862.510009765625,3753.840087890625,119.73999786376953,-3109.89990234375,20166.500244140625,11159.599609375,4793.500061035156,-247.80000686645508,-3600.0,0.0,-0.4936242920868268,-1.5850633611938312,0.3881416112464259,bf81d8692db,games5425898691,18.0,1843.6800537109375,3597.409912109375,15.289999961853027,-11388.299560546875,15226.500244140625,-442.90000915527344,487.00000762939453,-461.89998626708984,2849.4000244140625,255.0,253.0,0.009366770628826222,2.2420018059387057,-0.01895414573217733,True,16,False,16,212.0,False,,76561198039309853,enpitsu,26.0,2859.550048828125,4900.509765625,25.549999237060547,-5871.5997314453125,-5817.8997802734375,-2558.2000732421875,-3466.4999389648438,2513.000030517578,2690.7998657226562,255.0,128.0,False,0.24685104468034838,-2.308443995555066,-0.03467066892621866,True,16,14,113.0,False,2,,monserdock7,b0efee0bd2b,16,1488.31005859375,3936.25,74.33999633789062,19852.80029296875,-11201.300048828125,3035.8999633789062,2830.2999877929688,3852.9000854492188,-874.0000152587891,255.0,128.0,,0.13240885342612396,-0.6564862769745639,-0.003264874354084561,True,12,False,9,0.0,False,,ErPablixx,76561198358174226,20.0,2143.02001953125,3980.239990234375,73.20999908447266,-13639.100341796875,-12369.69970703125,3465.10009765625,1910.5999755859375,-2395.5999755859375,-41.599998474121094,255.0,84.0,0.10184697341271239,-2.236249975346059,0.00616505034307631,True,18,False,15,0.0,False,,
45,3156,81.0,False,False,1,9401.627308858018,-1858.97998046875,-3848.919921875,175.66000366210938,-22687.7001953125,-16756.199951171875,14314.3994140625,736.2000274658203,2927.9000854492188,5185.10009765625,1.0,0.3098390817801455,1.5886903589285357,0.4855901673500387,b0efee0bd2b,monserdock7,16.0,-1703.6700439453125,-3814.659912109375,102.97000122070312,-19900.50048828125,11240.10009765625,2298.300018310547,-3431.199951171875,-4295.199890136719,-164.40000534057617,255.0,83.0,-0.9088931578611456,0.7124136441448503,-0.027990193724882567,True,9,False,12,0.0,False,,76561198358174226,ErPablixx,20.0,-2143.02001953125,-3980.239990234375,73.20999908447266,13639.100341796875,12369.69970703125,3465.10009765625,-1910.5999755859375,2395.5999755859375,-41.599998474121094,255.0,84.0,,-0.10184697341271239,2.236249975346059,0.00616505034307631,True,18,15,0.0,False,False,,enpitsu,76561198039309853,26,-2810.93994140625,-4836.2900390625,15.050000190734863,4704.700012207031,7827.2998046875,-265.40000915527344,825.5000305175781,-494.7999954223633,2444.9000549316406,255.0,255.0,False,0.007274205448171236,2.077102143514136,0.024523483973735462,True,16,2,14,113.0,False,,games5425898691,bf81d8692db,18.0,-1843.6800537109375,-3597.409912109375,15.289999961853027,11388.299560546875,-15226.500244140625,-442.90000915527344,-487.00000762939453,461.89998626708984,2849.4000244140625,255.0,253.0,-0.009366770628826222,-2.2420018059387057,-0.01895414573217733,True,16,False,16,212.0,False,,
46,3257,84.0,False,False,1,8064.533460489018,-3514.77001953125,-1611.4300537109375,101.26000213623047,-22253.40087890625,2993.599853515625,9670.900268554688,3414.5999145507812,273.6000061035156,4925.899963378906,1.0,1.4846226488291667,-2.586051271053339,0.07087203754579682,76561198358174226,ErPablixx,20.0,-3369.840087890625,-1695.3399658203125,17.010000228881836,-12086.199951171875,7234.0997314453125,2.0999999344348907,0.29999999329447746,-0.0,-207.39999771118164,255.0,128.0,-0.009606009035513828,0.5560145301587723,0.0001028494592597841,True,16,False,18,0.0,False,,b0efee0bd2b,monserdock7,16.0,-170.88999938964844,-3346.409912109375,102.95999908447266,16724.69970703125,2538.6000061035156,-1074.7000122070312,170.10000228881836,3463.900146484375,10.800000429153442,255.0,128.0,,0.7726247694776801,-3.089179126425944,0.0005659990363927634,False,14,12,0.0,False,False,,enpitsu,76561198039309853,26,-3480.93994140625,-1441.1500244140625,94.37000274658203,2911.7999267578125,-5091.499938964844,2268.000030517578,5497.39990234375,62.10000038146973,155.9000015258789,128.0,0.0,False,0.07252174308374514,-3.126378786731388,0.6676562060159016,True,18,2,15,200.0,False,,games5425898691,bf81d8692db,18.0,-946.030029296875,-0.20000000298023224,17.010000228881836,-5903.2000732421875,16191.500244140625,2.3999999463558197,-0.29999999329447746,-0.0,1961.9000244140625,255.0,255.0,-0.009554234737696834,1.1524277040000699,4.106382039055179e-07,True,18,False,18,235.0,False,,
47,3331,87.0,False,False,0,4767.518048336642,1059.27001953125,791.8800048828125,200.08999633789062,-16701.99951171875,20908.1005859375,-4563.800048828125,-2598.2000732421875,5377.39990234375,-576.5000152587891,0.0,-0.3362721891766075,1.451277192107729,-2.161966007217163,bf81d8692db,games5425898691,18.0,1167.06005859375,574.9400024414062,153.5,-15830.2001953125,10463.699951171875,2614.8001098632812,-1782.8999328613281,603.4999847412109,-1976.7999267578125,255.0,,-0.41289757684902884,1.7241712590405087,0.24761380167696978,True,19,False,20,194.43378923785303,True,,76561198039309853,enpitsu,26.0,2968.06005859375,300.5199890136719,17.040000915527344,13729.100341796875,-9381.500244140625,-0.19999999552965164,6.299999952316284,-4.300000071525574,1023.4999847412109,255.0,0.0,,0.016775832346627505,-0.5854334587210778,4.3456706085117836e-05,True,18,16,104.0,False,2,,monserdock7,b0efee0bd2b,15,-3387.419921875,4386.47021484375,26.84000015258789,-474.39998626708984,-415.40000915527344,47.30000019073486,-260.0,183.4000015258789,-631.8000030517578,222.0,0.0,,0.1318758971416403,-0.18651208341246836,0.16393519586688152,True,14,False,12,,False,,ErPablixx,76561198358174226,20.0,3583.14990234375,-24.290000915527344,16.920000076293945,-13841.700439453125,-2511.999969482422,35.79999923706055,-63.20000171661377,-68.60000133514404,-2151.300048828125,255.0,0.0,0.006476558261009258,-3.0224651122367026,-0.003931899824398428,True,18,False,16,245.57051186920495,True,,
48,3382,89.0,False,False,1,9287.801059184792,1462.31005859375,-4130.52001953125,115.66000366210938,-8286.400146484375,12583.699951171875,12356.99951171875,2849.7000122070312,4057.9998779296875,-3377.9998779296875,1.0,1.023399529479815,0.27577264939255486,1.6034097127120042,b0efee0bd2b,monserdock7,16.0,1638.02001953125,-4271.77978515625,17.010000228881836,-18266.300048828125,3817.2000122070312,-0.09999999776482582,0.3999999910593033,0.19999999552965164,-131.8000030517578,255.0,128.0,-0.009622599917329236,0.21952071781936527,9.561144391194194e-05,True,12,False,14,212.3718021787623,True,,76561198358174226,ErPablixx,20.0,-1753.7099609375,-2500.449951171875,17.0,-240.20000457763672,-18531.500244140625,3.4999999403953552,-0.0,-1.0999999940395355,-1812.7000427246094,255.0,0.0,,-0.009605459291336898,-1.5074486524082478,-0.00015167970142368603,True,18,16,255.0,False,False,,enpitsu,76561198039309853,26,-3377.5400390625,2914.72998046875,17.020000457763672,4935.0,22464.09912109375,4.4999998807907104,-0.0,0.5999999865889549,-0.09999999776482582,255.0,128.0,,-0.016770909700795783,1.7870602832800777,-4.7748870928607774e-05,True,18,2,16,30.0,False,,games5425898691,bf81d8692db,18.0,1613.739990234375,-2329.179931640625,17.010000228881836,14840.2001953125,-636.5000152587891,2.3999999463558197,-0.0,-0.0,2061.4999389648438,255.0,255.0,-0.009587521573363714,3.117223478575465,-1.805480433638179e-05,True,20,False,20,195.0,False,,
49,3469,92.0,False,False,1,5794.2990802256245,-1040.8199462890625,-321.010009765625,675.010009765625,-5399.2999267578125,25402.7001953125,-4311.400146484375,-3397.9998779296875,-395.2000045776367,4929.100036621094,1.0,1.1227305719852472,0.307698109602051,1.6156844154484415,b0efee0bd2b,monserdock7,16.0,-1044.1199951171875,-501.9700012207031,624.3200073242188,1460.2999877929688,18781.99951171875,1837.2999572753906,-2918.699951171875,-3163.599853515625,-3423.699951171875,128.0,246.0,0.7402802398401419,2.667994700697198,2.9246097641449973,True,12,False,16,65.91544081318764,True,,76561198358174226,ErPablixx,20.0,-2538.449951171875,-519.9299926757812,17.0,6458.699951171875,15743.299560546875,3.3000001311302185,-0.19999999552965164,-0.7999999821186066,-4.000000059604645,255.0,128.0,,-0.009604286718920297,1.960749697942704,7.859403079993647e-05,True,18,16,210.0,False,False,,enpitsu,76561198039309853,26,290.1099853515625,3661.1201171875,17.030000686645508,-1606.300048828125,-3116.099853515625,5.400000214576721,-0.19999999552965164,-0.7000000029802322,-1686.9000244140625,255.0,0.0,False,-0.016639724853742387,-1.2115686930093907,-0.00017548793535406633,True,18,2,16,255.0,False,,games5425898691,bf81d8692db,18.0,2094.090087890625,2970.830078125,17.010000228881836,-10212.2998046875,16317.099609375,2.3000000417232513,-0.0,-0.0,1994.6000671386719,255.0,255.0,-0.009580662270414436,0.9371457439417639,-6.172417313477197e-06,True,22,False,22,183.0,False,,
50,3517,94.0,False,False,0,9080.007274753354,1861.56005859375,-3511.14990234375,344.6499938964844,9655.30029296875,609.3000030517578,1107.300033569336,164.79999542236328,855.0,5936.400146484375,0.0,-0.658430470122764,1.312811476099331,-1.356157121325252,76561198039309853,enpitsu,26.0,1774.75,-3619.610107421875,298.55999755859375,21513.40087890625,-5286.7999267578125,178.79999160766602,4013.900146484375,2842.5,2461.300048828125,128.0,128.0,-0.4821594241186234,0.5770938796128894,1.1013658821449301,True,17,2,20,171.0,False,,bf81d8692db,games5425898691,18.0,97.4000015258789,-5055.81982421875,17.010000228881836,16260.400390625,852.3000335693359,2.0999999344348907,-2.0000000298023224,-0.09999999776482582,1244.3000030517578,255.0,159.0,,0.009599615784547655,0.11933489547579297,-0.00011289874568451221,True,22,22,183.0,False,False,,monserdock7,b0efee0bd2b,16,650.0700073242188,-2857.929931640625,53.470001220703125,-3386.9000244140625,-21128.5009765625,-8432.80029296875,-994.1999816894531,256.5999984741211,-2201.0000610351562,255.0,33.0,,-0.20882153956055188,-2.291030403762473,-0.2518604508640435,False,16,False,12,25.741643003238146,True,,ErPablixx,76561198358174226,20.0,3749.449951171875,-1375.949951171875,17.0,15846.99951171875,7981.099853515625,3.3000001311302185,0.9000000357627869,0.29999999329447746,91.00000381469727,255.0,128.0,0.009599400694621089,0.47841903575115075,-0.0001299641121246809,True,18,False,16,167.0,False,,False
51,3567,96.0,False,False,0,9531.273384182074,3441.820068359375,-3346.9599609375,172.6300048828125,22626.99951171875,21484.49951171875,756.5000152587891,2168.800048828125,2834.4000244140625,-444.7999954223633,0.0,-0.9013287397000523,1.5967831632649376,2.9908305781516518,bf81d8692db,games5425898691,18.0,3238.8701171875,-3563.31005859375,154.0399932861328,14670.0,17647.099609375,362.90000915527344,-5156.500244140625,-1602.5,-1044.7000122070312,255.0,255.0,0.4788682802348524,0.7447612325713964,-0.9994239108679598,True,23,False,24,116.0,False,,76561198039309853,enpitsu,26.0,3716.60009765625,-3654.52001953125,17.049999237060547,-1452.7999877929688,930.1999664306641,6.800000071525574,-1.1999999731779099,-8.500000238418579,64.60000038146973,255.0,128.0,False,0.01645579191326765,2.592744135488064,0.00018158003227697754,True,20,18,171.0,False,2,,monserdock7,b0efee0bd2b,16,-2828.909912109375,-4384.77978515625,15.489999771118164,-17565.0,-110.79999923706055,-1271.3999938964844,3850.8999633789062,-1514.7999572753906,-3508.699951171875,255.0,98.0,,0.044338094857320536,2.425370104209101,0.0864012612339503,False,18,False,14,21.653660348666612,True,,ErPablixx,76561198358174226,20.0,4067.570068359375,227.8300018310547,192.80999755859375,-1615.0,9649.099731445312,-5370.999755859375,-855.5999755859375,2522.899932861328,431.8000030517578,255.0,128.0,0.5386051014883567,1.751867952970147,-1.2910002398831766,True,18,False,16,167.0,False,,
52,3734,102.0,False,False,1,10025.131669984095,-1408.9100341796875,-4616.56982421875,490.57000732421875,-20216.400146484375,6351.400146484375,402.40001678466797,4650.299987792969,1167.0999908447266,3607.2000122070312,1.0,0.012076675658980787,0.15761995804322196,0.6653762341189152,b0efee0bd2b,monserdock7,16.0,-1272.6199951171875,-4705.490234375,422.2099914550781,-10106.400146484375,4068.900146484375,2123.5000610351562,-3506.7999267578125,3689.7000122070312,2082.5999450683594,255.0,0.0,1.0007094912293024,0.9692465000780629,1.1217602059691743,True,17,False,22,100.0871913868894,True,,76561198358174226,ErPablixx,21.0,-1396.3900146484375,-4926.68994140625,441.6099853515625,3252.9000854492188,10972.80029296875,-2565.5999755859375,-3571.300048828125,-853.7999725341797,-358.6000061035156,255.0,245.0,,-0.09174436295399428,2.723262483471356,-1.589934873529768,True,20,17,239.0,False,False,,enpitsu,76561198039309853,26,-1217.6400146484375,-5053.02001953125,47.7400016784668,-4892.300109863281,1154.000015258789,-320.6999969482422,372.09999084472656,-1306.4999389648438,-1508.800048828125,255.0,128.0,,-0.03621392339900968,0.1412021870871185,0.6871017399814022,True,22,2,18,29.0,False,,games5425898691,bf81d8692db,18.0,-675.22998046875,-3903.97998046875,17.010000228881836,-14104.000244140625,2354.499969482422,2.3999999463558197,0.3999999910593033,-0.09999999776482582,-2124.9000549316406,255.0,0.0,-0.009578899274410167,0.23248667470320558,2.7515195436735687e-05,True,26,False,26,255.0,False,,
53,3876,107.0,False,False,1,8305.278548121501,-3650.0,-1810.6500244140625,254.1999969482422,3016.099853515625,16233.299560546875,10702.60009765625,5202.9998779296875,1546.0000610351562,2556.9000244140625,1.0,1.1753865076756966,0.048476604145632346,-0.4433858843458752,76561198358174226,ErPablixx,20.0,-3660.330078125,-1897.6300048828125,96.22000122070312,812.3999786376953,17090.0,2661.400146484375,-5422.1002197265625,915.8000183105469,-106.40000343322754,255.0,144.0,-0.6795177469960642,1.7537890752143632,-0.015893629593719438,True,19,False,22,237.0,False,,b0efee0bd2b,monserdock7,16.0,-4079.010009765625,-1742.8699951171875,317.54998779296875,5.5000001192092896,-2742.6998901367188,-5419.0997314453125,-2211.0000610351562,-0.19999999552965164,0.0,227.0,0.0,,-1.1027804025651604,-1.5496253111262988,-1.5897398132361817,True,22,18,13.0,False,False,,enpitsu,76561198039309853,26,-2995.469970703125,-1089.8499755859375,64.56999969482422,-13934.89990234375,-8520.0,3846.199951171875,6.499999761581421,3.4999999403953552,548.4999847412109,128.0,128.0,,-0.016915363319417124,-0.6535227712688777,-0.0017236685304047512,True,24,2,18,37.0,False,,games5425898691,bf81d8692db,18.0,-3384.219970703125,1997.4100341796875,17.010000228881836,-2938.599853515625,14661.300048828125,2.0999999344348907,-0.0,0.5000000074505806,22.999999523162842,255.0,128.0,-0.009607183632822888,1.3696328562435478,-6.562552461823371e-05,True,26,False,26,193.0,False,,
54,3948,109.0,False,False,1,4723.152069785221,-2856.139892578125,2271.27001953125,827.8400268554688,12990.10009765625,15296.8994140625,8143.3001708984375,953.8999938964844,3602.7999877929688,4176.700134277344,1.0,-1.0969030997052014,-2.8946554370267408,-1.38571384658937,76561198358174226,ErPablixx,20.0,-2959.25,2198.090087890625,639.4400024414062,5429.4000244140625,16094.3994140625,6769.000244140625,-105.60000419616699,586.3999938964844,191.20000839233398,128.0,128.0,1.2003352300611854,-2.3452932726845614,1.9452284623744187,True,20,False,24,151.60361313050794,True,,b0efee0bd2b,monserdock7,16.0,-1831.97998046875,-895.260009765625,17.020000457763672,11530.899658203125,10488.00048828125,-2.0000000298023224,-0.0,-0.0,0.0,255.0,128.0,,-0.009594833027759549,2.4035237419147473,3.134056889224225e-06,True,22,18,15.391483888831191,True,False,,enpitsu,76561198039309853,26,-3610.929931640625,-2418.389892578125,17.020000457763672,1848.3999633789062,6473.4002685546875,2.3000000417232513,-0.0,1.2999999523162842,10.90000033378601,255.0,128.0,False,-0.016611254758341576,1.8473592113347237,-8.555305893164648e-05,True,24,2,18,0.0,False,,games5425898691,bf81d8692db,18.0,-2536.389892578125,4736.7998046875,17.010000228881836,5318.599853515625,3811.7001342773438,2.3999999463558197,0.5999999865889549,2.5999999046325684,-1631.199951171875,0.0,33.0,-0.009817350228998241,2.5582233783461237,1.7200311723037933e-06,True,26,False,26,255.0,False,,
55,4037,113.0,False,False,0,9011.600589962547,-831.5499877929688,-3871.3701171875,174.22999572753906,-28541.69921875,7713.900146484375,-8845.700073242188,-1701.9999694824219,-3883.5000610351562,3287.0999145507812,0.0,0.7630885651389092,-2.842228638167862,-0.3949415733732358,bf81d8692db,games5425898691,18.0,-649.6900024414062,-3886.419921875,195.22999572753906,-20446.400146484375,7365.0,-183.29999923706055,-187.60000228881836,-4954.4000244140625,-2380.800018310547,255.0,211.0,0.7272867479997015,2.8879346534323327,-0.377011544764649,True,27,False,28,186.40265811643295,True,,76561198039309853,enpitsu,26.0,2884.469970703125,-2979.0,15.970000267028809,-4387.099914550781,-19384.69970703125,123.80000114440918,-49.49999809265137,-12.799999713897705,-1379.1999816894531,255.0,0.0,False,0.018800296836659697,-1.788593490903495,-0.0012956731205617513,True,28,22,0.0,False,2,,monserdock7,b0efee0bd2b,16,-1009.0399780273438,-3440.93994140625,101.04000091552734,3983.0999755859375,-22450.6005859375,3017.2000122070312,475.99998474121094,2120.7000732421875,1494.7000122070312,255.0,255.0,,-0.04399873702681353,-1.5354529784844406,-0.022347469642286486,True,24,False,19,20.588232394187685,True,,ErPablixx,76561198358174226,20.0,981.0900268554688,-4586.39013671875,50.209999084472656,-7165.4998779296875,11313.800048828125,2902.0999145507812,-429.0999984741211,-316.3999938964844,2458.300018310547,255.0,255.0,0.02553888832438479,2.3114024220989617,0.0018038324214095804,True,26,False,20,101.0,False,,
56,4039,113.0,False,False,1,1305.4639842759047,1065.8299560546875,3845.6298828125,97.01000213623047,28962.5,19063.00048828125,-8847.999877929688,-2725.7000732421875,-413.8999938964844,-5329.000244140625,1.0,-0.9805896278740904,2.760498865249458,-0.24300131410038386,b0efee0bd2b,monserdock7,16.0,976.1099853515625,3629.110107421875,123.31999969482422,-3907.0001220703125,22543.20068359375,2352.7999877929688,-1276.9000244140625,-5349.0997314453125,75.0,255.0,255.0,-0.13919561320832533,1.5039624765689168,-0.573579865451838,True,19,False,24,14.32898072786229,True,,76561198358174226,ErPablixx,20.0,-981.0900268554688,4586.39013671875,50.209999084472656,7165.4998779296875,-11313.800048828125,2902.0999145507812,429.0999984741211,316.3999938964844,2458.300018310547,255.0,255.0,,-0.02553888832438479,-2.3114024220989617,0.0018038324214095804,True,26,21,101.0,False,False,,enpitsu,76561198039309853,26,-2841.25,3138.4599609375,16.790000915527344,6056.500244140625,18826.700439453125,58.80000114440918,9.599999785423279,2.3999999463558197,-1800.8999633789062,255.0,0.0,False,-0.01717233713515828,1.9259905868902494,-0.0004156963322068647,True,28,2,22,0.0,False,,games5425898691,bf81d8692db,18.0,822.4299926757812,3824.14990234375,192.55999755859375,20891.39892578125,-7573.3001708984375,-375.9000015258789,-140.79999923706055,5401.400146484375,-1026.6999816894531,255.0,209.0,-1.2200928517251712,-2.2147614498822166,-0.9822075642158139,True,28,False,27,180.14340645010756,True,,
57,4182,118.0,False,False,1,5529.42912073026,3559.360107421875,294.2699890136719,93.16999816894531,-2108.8999938964844,-5137.7001953125,38.19999933242798,5372.8997802734375,-2205.500030517578,1505.7000732421875,1.0,0.36617220751508733,-1.3025549099685025,-2.7363506230027794,b0efee0bd2b,monserdock7,16.0,3260.070068359375,430.4100036621094,16.989999771118164,-620.9000015258789,-22991.59912109375,2.3000000417232513,0.29999999329447746,-0.0,1967.8999328613281,255.0,255.0,-0.009562017042118023,-1.6210816314187162,2.677378102567719e-05,True,22,False,26,160.95916554492007,True,,76561198358174226,ErPablixx,21.0,3124.070068359375,-2299.179931640625,17.020000457763672,-6803.0999755859375,7869.0997314453125,1.2999999523162842,-0.09999999776482582,0.09999999776482582,-2381.1000061035156,255.0,10.0,,-0.009532849777728742,0.9111213738338355,-2.6654109672965638e-05,True,26,22,255.0,False,False,,enpitsu,76561198039309853,26,2126.719970703125,523.719970703125,17.059999465942383,-2460.2999877929688,-8533.200073242188,2.0999999344348907,-0.0,-0.19999999552965164,-2463.2000732421875,255.0,128.0,,-0.01667268306033871,-1.2584459558457333,-1.4701347707058867e-05,True,28,2,22,61.0,False,,games5425898691,bf81d8692db,18.0,3374.35009765625,417.92999267578125,17.010000228881836,8253.300170898438,-9278.499755859375,0.09999999776482582,0.19999999552965164,-0.0,2356.0000610351562,255.0,255.0,-0.009544402273077993,-2.359592745066033,-1.900942027634386e-05,True,28,False,28,59.15323019284073,True,,
58,4183,118.0,False,False,0,6028.058012903358,-3602.719970703125,-246.1999969482422,107.5199966430664,-11710.2001953125,12143.399658203125,3703.2998657226562,-3207.3001098632812,4843.900146484375,-1499.6000671386719,0.0,-0.16372298866587565,1.1930042929566895,-2.573203908014363,bf81d8692db,games5425898691,18.0,-3457.56005859375,-342.0400085449219,16.920000076293945,-9542.100219726562,7273.4002685546875,111.40000343322754,6.499999761581421,4.300000071525574,2322.7999877929688,255.0,168.0,-0.021339307961052472,2.592350700776739,-0.00020374583176771722,True,28,False,28,56.08315709073055,True,,76561198039309853,enpitsu,26.0,-2094.219970703125,-447.04998779296875,17.059999465942383,4446.700134277344,8143.599853515625,2.0999999344348907,0.0,0.09999999776482582,-2454.499969482422,255.0,128.0,,0.016667925654877454,1.0329257137560752,4.12382386824022e-06,True,28,22,61.0,False,2,,monserdock7,b0efee0bd2b,16,-3260.070068359375,-430.4100036621094,16.989999771118164,620.9000015258789,22991.59912109375,2.3000000417232513,-0.29999999329447746,0.0,1967.8999328613281,255.0,255.0,,0.009562017042118023,1.6210816314187162,2.677378102567719e-05,True,26,False,22,157.8890924428099,True,,ErPablixx,76561198358174226,21.0,-3070.389892578125,2219.909912109375,17.020000457763672,4988.800048828125,-9187.7001953125,1.2999999523162842,0.09999999776482582,0.0,-2353.699951171875,173.0,4.0,0.00957120499055722,-1.1283817596766441,1.952001457691762e-06,True,26,False,22,255.0,False,,
59,4223,119.0,False,False,1,6709.2841513052535,3474.72998046875,-1053.9200439453125,325.8800048828125,407.59998321533203,12624.69970703125,4831.600036621094,3446.7999267578125,4262.900085449219,-1759.7999572753906,1.0,-1.4566839088942707,2.2352191501346685,1.1511486712114811,76561198358174226,ErPablixx,20.0,3434.2900390625,-1210.81005859375,238.11000061035156,-3433.699951171875,5649.000244140625,1266.2999725341797,591.3000106811523,-5367.0001220703125,-1046.3999938964844,255.0,201.0,0.07904918949083337,1.498347391416039,-0.8173491639308129,True,23,False,28,225.0,False,,b0efee0bd2b,monserdock7,16.0,3927.43994140625,-2139.639892578125,33.25,-10135.499877929688,-12979.7998046875,-4221.099853515625,-145.2999973297119,4651.199951171875,-2191.4999389648438,128.0,0.0,,-0.2621867438644644,-0.7935583946238841,0.2895060690276249,True,26,22,119.0,False,False,,enpitsu,76561198039309853,26,779.510009765625,416.9800109863281,17.059999465942383,-1752.2000122070312,12185.799560546875,2.0000000298023224,-0.0,-0.0,-2360.7000732421875,255.0,0.0,,-0.01671504476957707,1.490057795233773,-1.2072342718600118e-05,True,28,2,22,92.0,False,,games5425898691,bf81d8692db,18.0,3787.489990234375,-914.6199951171875,68.06999969482422,-5684.69970703125,-10498.00048828125,2526.4999389648438,-1966.7999267578125,2230.500030517578,-932.5,255.0,68.0,0.2632396484049069,-0.955182387528592,-0.024772662941853367,True,30,False,28,46.0,False,,
60,4311,123.0,False,False,1,4015.345297419367,3720.570068359375,2286.090087890625,99.72000122070312,1237.0999908447266,6950.9002685546875,2386.999969482422,-5817.39990234375,1035.5000305175781,-1041.3999938964844,1.0,0.2231641149552966,-2.8022129572604513,-2.7052066299762156,76561198358174226,ErPablixx,20.0,3955.22998046875,2221.800048828125,48.56999969482422,520.9000015258789,8872.60009765625,241.10000610351562,-1254.000015258789,-541.1999893188477,2134.7000122070312,255.0,249.0,0.02478702708956704,1.628855961773782,-0.514950515775674,True,24,False,28,88.0,False,,b0efee0bd2b,monserdock7,16.0,-2504.469970703125,-4151.27978515625,16.989999771118164,-22978.1005859375,-1003.3999633789062,2.199999988079071,0.5999999865889549,-0.0,-382.90000915527344,255.0,91.0,,-0.009587866198948351,-0.0328725282024744,1.1320751003831577e-06,True,28,24,25.766485962816475,True,False,,enpitsu,76561198039309853,26,3481.610107421875,3594.800048828125,17.059999465942383,5067.099914550781,12848.699951171875,1.899999976158142,-0.3999999910593033,-0.9000000357627869,2083.5000610351562,255.0,255.0,True,-0.016749674680297116,1.9004140547564066,0.00012239096621324513,True,28,2,22,78.0,False,,games5425898691,bf81d8692db,18.0,877.4099731445312,-580.22998046875,82.5,-2484.7000122070312,18206.500244140625,-284.89999771118164,-5111.7999267578125,-133.50000381469727,-37.200000286102295,255.0,128.0,1.4182418260625584,1.4969289028400194,-0.048253593609987426,True,32,False,32,46.0,False,,
