,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_jump_active,opp_2_boost_collect
0,169,0,False,False,0,5234.034683830787,-18.65999984741211,-19.979999542236328,104.44000244140625,-19953.900146484375,6015.2001953125,8258.900146484375,-909.1999816894531,1009.3000030517578,5844.0997314453125,0.0,0.009479950858425725,0.11509686539254609,-0.0660790864525831,befde14102b,Deepblacknight0,6.0,142.02000427246094,-263.25,24.510000228881836,-12002.900390625,16282.5,3039.2999267578125,0.09999999776482582,0.0,-0.09999999776482582,255.0,128.0,,0.009604890173896574,2.206018959219597,2.5384770610767522e-05,True,0.0,False,False,False,3,,76561198074156458,White General,14.0,-1906.510009765625,-4417.52001953125,17.010000228881836,-16543.599853515625,932.2000122070312,1.899999976158142,0.5999999865889549,0.0,-1.5999999642372131,255.0,128.0,,0.009592062426746014,3.0850201293683357,5.782001739478348e-05,True,0.0,False,False,False,False,,enpitsu,76561198039309853,27.0,-4.420000076293945,130.33999633789062,114.87999725341797,8959.400024414062,-14743.00048828125,1571.199951171875,5253.800048828125,-969.1000366210938,-1306.9999694824219,255.0,0.0,,0.8904970431926523,-0.929093636481145,0.6776378063579663,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,20.0,-2319.780029296875,3870.3798828125,17.010000228881836,-18175.10009765625,9874.299926757812,2.0000000298023224,-1.5999999642372131,0.7999999821186066,387.40001678466797,255.0,206.0,,0.00959263976294272,2.6425678449987737,8.866329546363579e-05,True,0.0,False,False,False,False,
1,170,0,False,False,1,5199.647061405795,61.099998474121094,7.820000171661377,129.44000244140625,16846.700439453125,4032.5,5393.0999755859375,1895.2999877929688,2983.3999633789062,-4848.299865722656,1.0,0.14803827602723255,-0.0492681682695331,-0.2158761218767535,76561198039309853,enpitsu,27.0,4.420000076293945,-130.33999633789062,114.87999725341797,-8959.400024414062,14743.00048828125,1571.199951171875,-5253.800048828125,969.1000366210938,-1306.9999694824219,255.0,0.0,,-0.8904970431926523,0.929093636481145,0.6776378063579663,True,0.0,False,False,1,2,,bf81d8692db,games5425898691,20.0,2319.780029296875,-3870.3798828125,17.010000228881836,18175.10009765625,-9874.299926757812,2.0000000298023224,1.5999999642372131,-0.7999999821186066,387.40001678466797,255.0,206.0,,-0.00959263976294272,-2.6425678449987737,8.866329546363579e-05,True,0.0,False,False,False,False,,Deepblacknight0,befde14102b,6.0,-43.11000061035156,135.72999572753906,53.470001220703125,8858.800048828125,-7756.500244140625,3208.800048828125,-5322.7001953125,657.3999786376953,1218.8999938964844,255.0,128.0,,0.2537983788895811,-2.122149442349183,-0.0715197932546641,True,0.0,False,3,False,False,,White General,76561198074156458,14.0,1906.510009765625,4417.52001953125,17.010000228881836,16543.599853515625,-932.2000122070312,1.899999976158142,-0.5999999865889549,-0.0,-1.5999999642372131,255.0,128.0,,-0.009592062426746014,-3.0850201293683357,5.782001739478348e-05,True,0.0,False,False,False,False,
2,230,2,False,False,1,6327.837091919785,3956.389892578125,-398.54998779296875,276.69000244140625,822.9000091552734,29547.19970703125,11920.999755859375,4540.400085449219,2896.0000610351562,2645.1998901367188,1.0,-0.01903562937515499,-3.0811990728589858,2.9744139918957537,bf81d8692db,games5425898691,20.0,3941.340087890625,-594.3499755859375,196.5800018310547,4981.300048828125,22439.7998046875,800.4000091552734,-2795.1998901367188,4603.699951171875,1114.3000030517578,255.0,0.0,,0.1390508628183646,1.6129234595257276,0.24285706275091493,True,134.61277421315518,True,False,3,4,,76561198039309853,enpitsu,27.0,-1768.780029296875,765.780029296875,43.25,-12008.800048828125,-4758.699951171875,3280.4000854492188,117.79999732971191,-287.2999954223633,70.39999961853027,255.0,128.0,,-0.02186493509287558,-0.38755168799514506,-0.00011300673394354751,False,0.0,False,3,False,4,,Deepblacknight0,befde14102b,6.0,2769.9599609375,-734.2899780273438,17.0,14748.800048828125,8432.999877929688,3.400000035762787,0.7000000029802322,0.29999999329447746,1529.1000366210938,255.0,255.0,,-0.00959390833252227,2.5976287236481603,0.00016096300532098342,True,0.0,False,4,False,4,,White General,76561198074156458,14.0,2243.5,3572.02001953125,17.010000228881836,-10037.100219726562,8340.2001953125,2.3000000417232513,-0.7000000029802322,0.5000000074505806,-2146.4999389648438,255.0,0.0,False,-0.009561974576205055,0.7398744861752122,-0.0001263550780018201,True,255.0,False,False,False,False,
3,324,5,False,False,0,10004.879879557711,-1216.969970703125,-4859.72998046875,544.280029296875,-4494.89990234375,-12392.099609375,11075.400390625,-650.8000183105469,5622.7001953125,-1990.2000427246094,0.0,0.0932997169879256,-0.6528483200029995,-1.3118741201436868,76561198074156458,White General,14.0,-1152.8499755859375,-4790.75,381.239990234375,-11949.000244140625,-4612.39990234375,4909.4000244140625,1559.7000122070312,-825.1000213623047,-5209.1998291015625,128.0,255.0,False,-1.2979231901783002,2.683834525397749,-0.3188163339942693,True,193.0,False,False,3,4,,befde14102b,Deepblacknight0,6.0,-1086.0799560546875,-4480.9599609375,222.38999938964844,11345.999755859375,-17910.999755859375,3541.7999267578125,-822.9000091552734,-520.4999923706055,16.100000143051147,255.0,128.0,,-0.7079017432834993,-0.991718910651571,-0.00503700135148307,True,196.75741932725393,True,4,False,6,,enpitsu,76561198039309853,27.0,2129.610107421875,832.8900146484375,17.059999465942383,-12770.799560546875,-5977.80029296875,1.2999999523162842,0.19999999552965164,0.0,-17.799999713897705,255.0,128.0,,0.016764206692013492,-2.705978549517546,2.4775220270147326e-05,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,21.0,-1431.530029296875,-4360.18994140625,203.55999755859375,19938.1005859375,-10396.700439453125,2913.2000732421875,3932.60009765625,-1066.2000274658203,3694.2001342773438,255.0,39.0,,-0.18679892040016205,-0.7130023652966009,1.5251173769228001,True,39.6258665976986,True,False,5,6,
4,402,8,False,False,1,2290.9527576613477,1985.989990234375,3124.9599609375,210.55999755859375,18899.3994140625,24542.7001953125,-2478.0999755859375,-4694.4000244140625,1300.7000732421875,-3502.7999877929688,1.0,0.6874958349519235,-3.034317835491494,0.052379427599427916,76561198039309853,enpitsu,27.0,1929.6300048828125,3011.3701171875,160.02000427246094,12641.199951171875,14369.000244140625,1463.8999938964844,3225.10009765625,-2984.2001342773438,2899.5999145507812,128.0,128.0,False,0.291173302204204,2.1826399431568775,-0.011253512610524775,True,147.0,False,False,4,6,,bf81d8692db,games5425898691,21.0,-943.8599853515625,4637.10009765625,165.58999633789062,-1068.7999725341797,-7491.7999267578125,-3500.5999755859375,175.59999465942383,-106.49999618530273,2463.300018310547,255.0,138.0,,-0.031190914861659966,-1.2949685797804513,-1.6082568277818947,True,17.0,False,6,False,6,,Deepblacknight0,befde14102b,6.0,105.16000366210938,4824.5498046875,17.010000228881836,6834.5001220703125,-4118.800048828125,2.0999999344348907,0.29999999329447746,-0.5000000074505806,488.6000061035156,128.0,144.0,False,-0.009855529022262265,-2.6334864319562032,-0.00014570190314232816,True,196.0,False,6,4,4,,White General,76561198074156458,14.0,2184.669921875,4645.22998046875,17.010000228881836,-11224.000244140625,49.29999828338623,2.5,0.29999999329447746,-0.09999999776482582,-2381.4999389648438,255.0,0.0,False,-0.009538633955460412,0.06390226366799358,3.5173426111578724e-05,True,193.0,False,False,4,4,
5,508,12,False,False,0,8801.634070398864,-1777.510009765625,-3617.3798828125,249.35000610351562,-2394.499969482422,23684.19921875,-9577.2998046875,-1403.2000732421875,192.70000457763672,-5830.3997802734375,0.0,-0.02960950017449462,2.4323723002605413,2.064838992474288,befde14102b,Deepblacknight0,6.0,-1642.4200439453125,-3854.219970703125,236.1999969482422,-17816.8994140625,14323.299560546875,2474.600067138672,-4570.5999755859375,-2761.099853515625,1317.2999572753906,255.0,52.0,False,-0.005953287230005004,2.8088394625626525,0.3409721881828788,True,82.0,False,4,5,8,,76561198074156458,White General,14.0,-301.6700134277344,-4970.0,17.010000228881836,-11352.900390625,1350.0,2.3999999463558197,0.19999999552965164,0.0,-2377.899932861328,255.0,0.0,False,0.009540848932782378,2.962280432095625,2.5206702868163027e-05,True,193.0,False,4,False,4,,enpitsu,76561198039309853,27.0,716.6400146484375,-4118.47998046875,105.51000213623047,20600.10009765625,9052.899780273438,-154.49999809265137,-5320.5999755859375,1358.800048828125,306.9000053405762,128.0,128.0,False,-0.675281483497416,-0.25624185254062426,1.580078924311106,False,0.0,False,8,False,6,,games5425898691,bf81d8692db,20.0,-1997.6300048828125,-3719.14990234375,177.36000061035156,-12675.30029296875,-9776.300048828125,-146.5999984741211,4145.5999755859375,2940.5999755859375,-2101.4999389648438,255.0,255.0,,-0.37185970753975434,-2.4886826520557257,-2.1219846861973806,True,46.0,False,False,7,8,
6,596,15,True,True,0,3815.5792731519105,-2218.3798828125,1560.9000244140625,137.72999572753906,17353.199462890625,21321.39892578125,6015.999755859375,-1800.0,-5431.9000244140625,1803.8999938964844,0.0,-0.29696326769792597,1.8927695408556349,1.9993230525555246,befde14102b,Deepblacknight0,6.0,-2421.010009765625,1402.1800537109375,16.989999771118164,17025.2001953125,15331.8994140625,4.699999988079071,3.700000047683716,3.3000001311302185,-943.3999633789062,255.0,128.0,,0.00959822476572369,0.6867104557709941,-6.903662376207881e-05,True,207.0,False,4,6,8,,76561198074156458,White General,14.0,-1962.510009765625,742.7899780273438,17.010000228881836,11915.400390625,18349.49951171875,2.3000000417232513,0.0,0.09999999776482582,-1968.0999755859375,255.0,0.0,,0.009570956630142484,0.9196007301555194,-1.028294637865088e-05,True,83.0,False,4,False,4,,enpitsu,76561198039309853,27.0,3426.739990234375,-1313.5999755859375,92.4800033569336,1648.0999755859375,18699.000244140625,-143.100004196167,-5478.699951171875,483.49998474121094,0.0,128.0,128.0,,-0.9969875198747297,-1.6588050182579361,3.1415783153750363,True,,False,10,False,8,,games5425898691,bf81d8692db,21.0,-2754.35009765625,-2138.610107421875,221.08999633789062,5016.199951171875,22339.49951171875,2180.2000427246094,-5314.6002197265625,1415.0,43.400001525878906,255.0,130.0,,-0.09747653843717069,1.3098169787536205,0.01400418623588079,True,168.0,False,False,9,10,
7,897,17,False,True,0,5200.971373190439,-0.7400000095367432,16.65999984741211,91.25,-1741.1000061035156,27033.5009765625,-1657.7000427246094,-3465.1998901367188,1466.9000244140625,4673.299865722656,0.0,0.02231907929156002,0.06549167685018235,-0.048228607543131845,76561198074156458,White General,14.0,47.81999969482422,-132.05999755859375,107.73999786376953,10684.300537109375,17539.000244140625,695.0,510.29998779296875,-0.5999999865889549,4415.799865722656,255.0,255.0,,0.6161974261560773,-0.30953913584522913,-2.67769483064464,True,0.0,False,False,3,4,,befde14102b,Deepblacknight0,6.0,0.0,-5238.85986328125,17.010000228881836,0.0,-7355.8001708984375,2.0999999344348907,1.5000000596046448,0.0,0.0,255.0,,,0.009346042612056593,1.5707876150693114,-4.096788818646429e-08,True,116.0,False,False,False,False,,enpitsu,76561198039309853,27.0,0.0,2382.169921875,17.049999237060547,0.0,-4343.999938964844,2.7000001072883606,-1.1999999731779099,0.0,0.0,255.0,,,0.01692219923377495,-1.5707458848599967,-7.202784169945338e-06,True,112.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,68.8499984741211,386.2200012207031,76.7699966430664,-2945.5999755859375,-22624.49951171875,2311.199951171875,5486.199951171875,-385.99998474121094,42.800002098083496,128.0,136.0,,0.6254530679309834,-1.640578767520345,0.0021230390877770167,True,31.0,False,False,3,4,
8,899,17,False,False,1,5367.700981051036,26.690000534057617,-156.83999633789062,115.5,10002.899780273438,7661.300048828125,7676.199951171875,5233.4002685546875,247.80000686645508,-2923.9999389648438,1.0,-0.17815252911465312,-0.11082938373559302,-0.6126078711520268,bf81d8692db,games5425898691,20.0,-61.5,-329.6700134277344,82.27999877929688,2945.5999755859375,22624.49951171875,2148.6000061035156,-5488.800048828125,344.3000030517578,59.099998474121094,128.0,144.0,,-0.8063197267633222,1.639523373979928,0.0012079979123451727,True,31.0,False,False,3,4,,76561198039309853,enpitsu,27.0,-0.0,-2346.06005859375,17.049999237060547,-0.0,5179.4000244140625,2.7000001072883606,1.899999976158142,-0.0,0.0,255.0,0.0,,-0.016731457360090674,1.5707442155097153,4.358560520950364e-07,True,112.0,False,2,False,2,,Deepblacknight0,befde14102b,6.0,-0.0,5238.85986328125,17.010000228881836,-0.0,7355.8001708984375,2.0999999344348907,-1.5000000596046448,-0.0,0.0,255.0,,,-0.009346042612056593,-1.5707876150693114,-4.096788818646429e-08,True,116.0,False,False,False,False,,White General,76561198074156458,14.0,-47.81999969482422,132.05999755859375,107.73999786376953,-10684.300537109375,-17539.000244140625,695.0,-510.29998779296875,0.5999999865889549,4415.799865722656,255.0,255.0,,-0.6161974261560773,0.30953913584522913,-2.67769483064464,True,0.0,False,False,3,4,
9,976,20,False,False,0,9602.049866046722,-3903.070068359375,-3979.0400390625,282.7300109863281,-5217.39990234375,21453.1005859375,6764.5001220703125,2813.2998657226562,-420.2000045776367,5282.80029296875,0.0,0.19848763000850783,-2.2711615639691027,-1.5506999168929771,befde14102b,Deepblacknight0,14.0,-3756.5400390625,-4123.740234375,228.47000122070312,-15519.7998046875,9752.100219726562,8.100000023841858,-4747.60009765625,2001.0000610351562,1925.0,128.0,0.0,,-0.2956104646689787,2.5689126336306534,1.4262640720408388,True,0.0,False,False,3,4,,76561198074156458,White General,14.0,3976.3798828125,-320.92999267578125,62.630001068115234,11440.50048828125,-15316.400146484375,1761.7999267578125,1317.5999450683594,-5310.3997802734375,-559.5000076293945,255.0,0.0,,-0.254805987454865,-1.1943309036328287,0.2805514151387047,True,239.3787182402867,True,6,False,6,,enpitsu,76561198039309853,27.0,-3517.56005859375,-160.5500030517578,17.049999237060547,355.9000015258789,-15431.400146484375,3.0000001192092896,0.19999999552965164,0.09999999776482582,2042.7999877929688,0.0,128.0,,0.016824374997630877,-1.4810350263548875,7.15289996676327e-06,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,-3017.31005859375,-3972.3701171875,17.010000228881836,-22220.6005859375,-1512.8999328613281,2.3000000417232513,-0.3999999910593033,-0.09999999776482582,-1926.9999694824219,255.0,0.0,,0.009575730524953122,3.138522726294062,-5.246257268562323e-05,True,255.0,False,False,4,4,40.0
