,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_jump_active,opp_2_boost_collect
34,2572,69,False,True,0,4944.608984475838,1727.02001953125,948.469970703125,168.00999450683594,-9000.700073242188,24940.6005859375,3358.9999389648438,3543.900146484375,3204.8001098632812,-3628.900146484375,0.0,0.3168072975913224,-2.2824579497158135,1.0693935431184634,befde14102b,Deepblacknight0,6.0,1842.1199951171875,698.6199951171875,97.41999816894531,-10541.600341796875,20240.2001953125,2764.2001342773438,-2200.399932861328,-3964.2001342773438,3113.2998657226562,142.0,175.0,,0.16310878825930838,2.3985471427488885,0.0032708125769214235,True,128.0,False,False,11,12,,76561198074156458,White General,14.0,1742.489990234375,-1077.9100341796875,17.010000228881836,-7675.7000732421875,6915.999755859375,2.0999999344348907,0.3999999910593033,-0.9000000357627869,-43.60000133514404,255.0,128.0,,0.009507583591612835,2.4015457067365507,9.065459434478133e-05,True,61.0,False,8,False,8,,enpitsu,76561198039309853,27.0,3611.800048828125,-176.94000244140625,17.049999237060547,-407.99999237060547,18623.00048828125,2.5999999046325684,0.0,0.3999999910593033,16.299999952316284,255.0,128.0,False,0.016779013190384096,1.5945876691150425,-4.4614514667064124e-05,True,0.0,False,13,2,10,,games5425898691,bf81d8692db,21.0,2282.1201171875,4761.85986328125,17.020000457763672,-10440.6005859375,9173.599853515625,1.0999999940395355,0.09999999776482582,-0.19999999552965164,2165.5999755859375,255.0,255.0,,0.009571109195574133,2.482966073750021,2.9977719628375994e-05,True,242.0,False,False,6,6,
35,2606,70,False,False,1,9034.579817259593,-621.22998046875,-3766.27001953125,139.75999450683594,10158.300170898438,17344.200439453125,4781.9000244140625,5848.800048828125,-1241.6000366210938,-498.80001068115234,1.0,0.012999516021639502,2.995615265782231,0.9138819891303633,bf81d8692db,games5425898691,20.0,-630.530029296875,-3893.340087890625,84.1500015258789,11086.8994140625,16356.199951171875,772.5,-5490.30029296875,222.90000915527344,238.1999969482422,255.0,216.0,,-0.9320334255917734,2.6549194348108545,-0.9560554993397443,True,196.0,False,False,7,8,,76561198039309853,enpitsu,27.0,-3547.860107421875,-2430.179931640625,70.73999786376953,560.2000045776367,-22869.19921875,-1777.7000427246094,2654.5999145507812,64.6999979019165,0.09999999776482582,255.0,255.0,False,0.5305048065568899,-1.59524158130625,0.00026133562672337753,True,31.0,False,12,2,14,,Deepblacknight0,befde14102b,6.0,-524.2899780273438,-3174.419921875,57.810001373291016,11361.600341796875,-19817.39990234375,-2680.0,778.1999969482422,969.4999694824219,-1113.0999755859375,255.0,128.0,,-0.30676455155816806,-2.087523768110963,0.34978481675126777,True,74.70616779276118,True,12,False,12,,White General,76561198074156458,14.0,-422.6099853515625,276.95001220703125,17.010000228881836,13261.300048828125,-4174.100036621094,2.0999999344348907,0.5000000074505806,-0.0,0.19999999552965164,255.0,128.0,,-0.00957192185598783,-2.8366973161446007,-4.6058862995973726e-05,True,61.0,False,False,8,8,
36,2651,71,False,False,1,6148.670419712771,992.7000122070312,-1007.9099731445312,118.04000091552734,7622.39990234375,25480.30029296875,3791.199951171875,3224.5999145507812,2351.199951171875,-2897.0999145507812,1.0,-0.24811515457425937,-2.464379705931093,-2.61090665284335,bf81d8692db,games5425898691,20.0,977.6799926757812,-1216.22998046875,56.13999938964844,5625.999755859375,22141.201171875,2659.2001342773438,-2417.2000122070312,-574.0999984741211,1118.0999755859375,255.0,226.0,,-0.049606753596642954,1.9752909178832228,-0.012168251702527118,True,162.0,False,False,9,10,,76561198039309853,enpitsu,27.0,-1419.3499755859375,-4656.509765625,17.049999237060547,19077.19970703125,-6057.5,2.5999999046325684,0.3999999910593033,0.09999999776482582,-311.70000076293945,128.0,128.0,False,-0.0168418457067441,-2.807498940871416,0.00010903881199895113,True,255.0,False,12,2,14,,Deepblacknight0,befde14102b,6.0,1989.739990234375,-4461.18017578125,17.020000457763672,21930.2001953125,6932.80029296875,-2.0000000298023224,3.400000035762787,1.0000000149011612,-376.19998931884766,255.0,128.0,,-0.009599679444713927,2.8633937023239087,0.00010742345214289979,True,22.0,False,12,False,12,,White General,76561198074156458,14.0,1015.02001953125,-755.72998046875,78.87000274658203,2532.100067138672,-16886.199951171875,3356.199951171875,4289.100036621094,2197.100067138672,1569.1000366210938,255.0,255.0,,-0.1424403634481236,-1.4242451970061907,-0.02935579907014667,True,92.0,False,False,9,10,
37,2765,76,False,False,1,3210.895054032954,1191.1600341796875,1942.699951171875,993.7999877929688,-18239.599609375,20234.89990234375,3069.8001098632812,-4087.6998901367188,1196.2000274658203,1938.2000732421875,1.0,-0.3188479184956829,2.524732182596481,0.2794000663033511,bf81d8692db,games5425898691,21.0,1380.9100341796875,1776.68994140625,938.3800048828125,-9851.799926757812,16654.3994140625,5781.199951171875,-2065.800018310547,-4555.4998779296875,575.2000045776367,255.0,203.0,,-0.28408997706820777,0.39228524216620936,-0.4135884608941711,True,55.183449409341314,True,False,10,12,,76561198039309853,enpitsu,27.0,1373.18994140625,-8.609999656677246,17.049999237060547,-2356.999969482422,9935.499877929688,2.5999999046325684,0.3999999910593033,0.09999999776482582,0.0,255.0,128.0,,-0.01673051742796208,1.3378622586675375,-1.3759950401102782e-06,True,240.0,False,12,2,14,,Deepblacknight0,befde14102b,6.0,1455.4000244140625,2067.340087890625,17.020000457763672,-5487.1002197265625,14685.0,0.7999999821186066,-0.0,-0.0,-4.099999964237213,255.0,128.0,,-0.009600680385189828,1.2138357981260868,2.6394881730870312e-05,True,255.0,False,12,False,12,,White General,76561198074156458,14.0,2985.0,4032.3701171875,82.55999755859375,3196.6000366210938,19814.49951171875,-1566.6999816894531,-3267.0999145507812,-1007.0999908447266,1252.0999908447266,255.0,255.0,,0.5320329633455186,1.4890408588946247,-0.2891767989466729,True,255.0,False,False,12,12,
38,2842,78,False,False,0,9647.711885614352,2929.489990234375,-3716.860107421875,254.52999877929688,20395.0,18212.900390625,5723.499755859375,281.8000030517578,-4063.9999389648438,1535.8999633789062,0.0,-0.5881109957344839,3.0037013553021197,-0.40452392675795806,befde14102b,Deepblacknight0,6.0,2700.5,-3883.320068359375,157.3800048828125,20491.59912109375,10120.10009765625,2583.3999633789062,-2044.4999694824219,110.10000228881836,918.0000305175781,255.0,201.0,,-0.3007416214190155,0.5677919462851616,-0.07730365491075247,True,208.08840422220132,True,False,13,14,,76561198074156458,White General,14.0,-235.02999877929688,-4833.18017578125,17.010000228881836,13238.1005859375,4342.39990234375,2.3999999463558197,0.5999999865889549,0.19999999552965164,-2068.699951171875,255.0,0.0,,0.009568339411715277,0.2695063491228726,-0.0001019273490743325,True,205.0,False,12,False,12,,enpitsu,76561198039309853,27.0,815.02001953125,758.77001953125,17.049999237060547,4712.300109863281,13290.799560546875,2.5999999046325684,0.09999999776482582,0.7000000029802322,2.0000000298023224,255.0,0.0,True,0.016764590550674398,1.230348802574314,-6.376033039499089e-05,True,240.0,False,14,2,12,,games5425898691,bf81d8692db,21.0,836.0499877929688,-5627.64990234375,41.38999938964844,-207.5,1396.6999816894531,-176.90000534057617,-10.199999809265137,330.2000045776367,20.399999618530273,255.0,172.0,,0.0659982295229469,1.573135428254891,-0.5083347393564617,True,42.0,False,False,10,12,
39,2904,81,True,True,1,5220.239582517953,-2147.969970703125,899.1099853515625,221.22999572753906,12282.7001953125,30333.5009765625,2350.2999877929688,2344.2999267578125,1707.7000427246094,-5252.2998046875,1.0,0.12008369144451185,2.745095422462165,-2.337122526717522,76561198039309853,enpitsu,27.0,-2167.489990234375,608.280029296875,205.3800048828125,-6669.4000244140625,21954.599609375,1584.7000122070312,-3717.7999877929688,-1132.2000122070312,-75.79999923706055,255.0,0.0,False,-0.06904153959125298,1.2764833575287091,-4.1557196914794314e-05,True,148.0,False,2,13,16,,bf81d8692db,games5425898691,21.0,-2299.199951171875,4280.33984375,16.989999771118164,-14041.99951171875,-1277.9000091552734,4.4999998807907104,0.5999999865889549,-0.19999999552965164,0.0,255.0,128.0,,-0.009561760682587298,-0.09077865409723385,5.08736638906245e-05,True,0.0,False,10,False,12,,Deepblacknight0,befde14102b,6.0,-3977.909912109375,2402.340087890625,60.52000045776367,9143.599853515625,-1248.8999938964844,-7146.500244140625,1270.8000183105469,-4860.199890136719,202.09999084472656,255.0,225.0,False,-0.5895499529954066,-3.028507148671364,-0.059658268668326825,True,209.0,False,14,False,14,,White General,76561198074156458,14.0,-2462.81005859375,2561.10009765625,17.010000228881836,-13985.899658203125,10431.300048828125,2.3999999463558197,-0.0,-0.0,-1976.300048828125,255.0,0.0,False,-0.009596907964103622,0.7131978978575236,5.187324637051969e-09,True,188.0,False,False,12,12,
40,3208,82,False,False,1,5173.323071486916,74.73999786376953,32.279998779296875,96.56999969482422,18135.6005859375,-7557.19970703125,-199.79999542236328,-1311.7999267578125,-912.0999908447266,5783.3001708984375,1.0,0.07149486684141275,-0.031513795213387284,0.21783194762263175,bf81d8692db,games5425898691,20.0,-10.430000305175781,-76.12999725341797,104.22000122070312,1535.2000427246094,3191.400146484375,2182.2000122070312,-2266.6000366210938,820.1000213623047,-4943.599853515625,128.0,137.0,,-1.5312708961953856,-0.5967031299901759,2.6696719217653393,True,31.0,False,False,3,4,,76561198039309853,enpitsu,27.0,-3293.5,-3539.3701171875,17.049999237060547,-2209.499969482422,13508.900146484375,3.3000001311302185,-0.0,-0.0,-2266.9000244140625,255.0,0.0,False,-0.016749543856444837,1.4767847220055712,8.838845355893328e-06,True,255.0,False,False,False,False,,Deepblacknight0,befde14102b,6.0,-18.549999237060547,5240.39013671875,17.0,-80.39999961853027,-4761.099853515625,3.400000035762787,1.5000000596046448,-0.0,0.0,255.0,128.0,,-0.0093921282022168,-1.553860798585018,-3.235470154611314e-06,True,116.0,False,False,False,False,,White General,76561198074156458,14.0,3.2200000286102295,148.10000610351562,103.68000030517578,404.0999984741211,-16840.10009765625,-432.99999237060547,5378.3001708984375,128.99999618530273,1142.9000091552734,255.0,128.0,,-1.4851926686053352,-1.621987842055831,0.003394796016970274,True,31.0,False,False,3,4,
41,3349,87,False,False,1,7856.225409414504,3809.22998046875,-2156.1201171875,93.33000183105469,-3505.1998901367188,-2040.5000305175781,19.09999966621399,2237.5,-3843.2998657226562,2344.9000549316406,1.0,0.7324773406906386,2.377707560879944,-0.270733585090522,bf81d8692db,games5425898691,20.0,3758.820068359375,-2275.639892578125,135.66000366210938,19546.400146484375,-10769.599609375,5136.400146484375,43.400001525878906,77.5,388.49998474121094,255.0,135.0,,-0.015471496881958924,-2.690663801515676,0.0001985493948386112,True,21.0,False,4,6,8,,76561198039309853,enpitsu,27.0,105.69999694824219,-5041.41015625,17.049999237060547,-2244.2999267578125,-2891.400146484375,2.5,0.5999999865889549,-0.19999999552965164,0.0,255.0,0.0,,-0.016751540344245898,2.2308928186742367,-2.0741278911518193e-05,True,255.0,False,2,False,2,,Deepblacknight0,befde14102b,6.0,4036.469970703125,-2171.3798828125,117.06999969482422,7501.6998291015625,-19442.80029296875,9505.10009765625,197.5,-5402.19970703125,-132.2000026702881,255.0,105.0,,0.4755672028548713,-1.9438527861831068,0.8455621646391346,True,191.0,False,False,False,False,,White General,76561198074156458,14.0,-2387.72998046875,-1347.4200439453125,17.0,7707.0001220703125,-14659.49951171875,3.4999999403953552,0.09999999776482582,-0.0,-1994.6000671386719,255.0,0.0,False,-0.009572307643409808,-1.986641570997432,-2.3423980185914337e-05,True,208.0,False,False,6,6,
42,3410,90,False,False,0,3328.2677900893,-3021.1201171875,2578.510009765625,102.0,17185.899658203125,-7072.2998046875,4111.700134277344,-4342.300109863281,1504.4999694824219,3857.5,0.0,0.6719984951522665,3.090384610823388,-0.4934636149414736,befde14102b,Deepblacknight0,6.0,-3224.580078125,2739.669921875,17.010000228881836,5599.7998046875,-12795.10009765625,2.3000000417232513,-0.5999999865889549,1.1999999731779099,2037.7999877929688,255.0,255.0,False,0.009598193193380542,-1.113184567072888,0.0001593685116544938,True,171.0,False,False,False,False,,76561198074156458,White General,14.0,-927.7899780273438,1532.4300537109375,17.0,-3748.2000732421875,-19154.599609375,3.4999999403953552,0.09999999776482582,0.0,2009.7000122070312,255.0,255.0,False,0.009583494423963173,-1.6872340851624137,-6.782783035199617e-07,True,173.0,False,6,False,6,,enpitsu,76561198039309853,27.0,-2276.89990234375,3236.239990234375,17.049999237060547,-11278.800048828125,-18777.5,3.0000001192092896,0.9000000357627869,0.5999999865889549,1890.8000183105469,255.0,255.0,,0.016827335677133563,-2.048368354396705,0.00012830965297337942,True,130.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,-3143.56005859375,3231.9599609375,17.010000228881836,6618.800048828125,-9376.599731445312,2.3000000417232513,-0.09999999776482582,0.09999999776482582,1618.0000305175781,255.0,231.0,,0.009567013307095034,-0.937386771931285,0.00015680426491945253,True,21.0,False,4,6,8,
43,3465,92,False,False,0,3947.5205034299697,163.25,1337.25,117.77999877929688,5456.300048828125,18259.49951171875,7512.7001953125,3308.9999389648438,4998.699951171875,-251.49999618530273,0.0,1.1689482096671209,-2.625986801679405,1.2808648307458972,76561198074156458,White General,14.0,192.00999450683594,1177.739990234375,15.5,3415.7000732421875,10359.7998046875,-468.6000061035156,-7.400000095367432,38.499999046325684,-2662.9000854492188,255.0,0.0,False,0.013599645428357699,1.2726556582672526,0.0004495019544692939,True,132.26650333148177,True,False,6,6,,befde14102b,Deepblacknight0,6.0,-1500.280029296875,282.32000732421875,17.0,12548.599853515625,-9436.900024414062,3.4999999403953552,-0.29999999329447746,0.09999999776482582,1698.6000061035156,255.0,255.0,False,0.009603173111375683,-0.6139014104551187,0.0001762608316749855,True,170.0,False,False,False,False,,enpitsu,76561198039309853,27.0,-325.010009765625,-363.010009765625,17.059999465942383,18932.2998046875,-5855.7000732421875,2.3999999463558197,-0.29999999329447746,0.0,2925.7998657226562,255.0,255.0,False,0.016767407776319177,-0.13299307302645536,1.3402611643554262e-05,True,152.0,False,4,False,4,,games5425898691,bf81d8692db,21.0,-894.6300048828125,3350.1298828125,17.010000228881836,11778.00048828125,7713.0999755859375,2.199999988079071,3.3000001311302185,2.5,840.6999969482422,255.0,254.0,,0.009565627097066745,0.5746329371622446,8.69955071121367e-05,True,52.0,False,4,6,8,
44,3511,93,False,False,1,9623.959049150328,-1052.3800048828125,-4284.669921875,454.989990234375,-9152.100219726562,10415.6005859375,3752.60009765625,1738.3999633789062,-256.00000381469727,-5736.9000244140625,1.0,0.8361278390303,1.0578116345036077,-2.664586174335904,bf81d8692db,games5425898691,21.0,-952.6699829101562,-4450.89013671875,341.2900085449219,-12185.2001953125,1527.8999328613281,4450.5999755859375,-4006.7001342773438,1088.3999633789062,3607.0001220703125,255.0,0.0,,0.9568914298236946,0.7266670250252316,0.8211436233597229,True,22.626064615864916,True,4,7,10,,76561198039309853,enpitsu,27.0,-279.5199890136719,-2258.97998046875,17.059999465942383,12525.400390625,-19095.699462890625,1.5999999642372131,-0.29999999329447746,0.5000000074505806,-1281.300048828125,255.0,0.0,False,-0.016768064209552094,-2.1353043079675067,-0.00026910010414420144,True,71.0,False,4,False,4,,Deepblacknight0,befde14102b,6.0,-762.1699829101562,-567.4099731445312,17.0,-13612.900390625,3399.4000244140625,3.4999999403953552,-1.4000000059604645,0.19999999552965164,-1861.3999938964844,255.0,18.0,False,-0.009572021818989966,0.28205658574165204,-0.00016563632409229465,True,170.0,False,False,False,False,,White General,76561198074156458,14.0,-2268.75,-2436.06005859375,16.989999771118164,-16294.49951171875,3308.2998657226562,4.799999892711639,2.5,-0.3999999910593033,1628.3000183105469,255.0,255.0,False,-0.009591502954131397,0.1803507267673719,0.0003406855924778008,True,63.0,False,False,6,6,
45,3575,96,False,False,0,4887.686945969354,2971.85009765625,2151.820068359375,253.86000061035156,-5457.2998046875,21754.3994140625,4881.099853515625,1925.5999755859375,3145.4000854492188,-3454.8001098632812,0.0,0.9713801845569837,2.669515462900433,2.8843681952747025,befde14102b,Deepblacknight0,6.0,3044.409912109375,1997.3699951171875,210.07000732421875,-1877.2000122070312,12409.7998046875,824.1000366210938,2026.0000610351562,-4956.600036621094,1255.5000305175781,128.0,241.0,False,-0.15760777856473163,1.902322878550883,-1.2286232473432852,True,148.0,False,False,3,4,,76561198074156458,White General,14.0,1316.3800048828125,2140.219970703125,16.989999771118164,-2252.100067138672,-16818.1005859375,4.799999892711639,0.09999999776482582,0.0,1981.199951171875,255.0,255.0,False,0.009572405518601354,-1.6344244974207205,8.324321906140929e-06,True,0.0,False,6,False,6,,enpitsu,76561198039309853,27.0,308.17999267578125,4888.68994140625,17.059999465942383,-827.0999908447266,3491.0000610351562,1.2999999523162842,-0.19999999552965164,0.5000000074505806,-1.1999999731779099,128.0,128.0,False,0.0167082960378575,-1.3388797624406712,4.897390369565887e-05,True,102.0,False,4,False,4,,games5425898691,bf81d8692db,21.0,3343.3798828125,4353.93017578125,18.25,834.8999786376953,-2274.4000244140625,-53.400001525878906,-65.3000020980835,217.5,-1400.5000305175781,255.0,0.0,,0.02448509475977521,-1.0627904189559594,0.04468578746933522,True,11.0,False,4,8,10,
46,3631,98,False,True,0,3005.3368922503023,1974.6800537109375,4250.47998046875,163.02999877929688,-17193.499755859375,7995.3997802734375,8214.89990234375,5347.7001953125,698.0000305175781,2629.4000244140625,0.0,0.00969623103478527,-0.7012090043746456,-0.7194955615448264,befde14102b,Deepblacknight0,6.0,2108.39990234375,4122.3701171875,100.33000183105469,-9968.599853515625,8558.699951171875,2751.7999267578125,-1373.6000061035156,-1668.6000061035156,989.8000335693359,128.0,185.0,,0.23524013598749188,2.5628638355044684,0.014803085748337351,True,132.0,False,False,4,6,,76561198074156458,White General,14.0,1877.6600341796875,49.4900016784668,16.989999771118164,-12004.300537109375,1054.7000122070312,5.0,0.19999999552965164,0.0,-2358.5000610351562,255.0,0.0,False,0.009551306232855931,2.9892831148809456,2.3272532185737746e-05,True,31.0,False,6,False,6,,enpitsu,76561198039309853,27.0,1374.530029296875,4449.41015625,81.43000030517578,13454.69970703125,-8822.999877929688,4175.400085449219,5.099999904632568,-2.0999999344348907,-774.7000122070312,128.0,255.0,,0.01704792709409421,-0.74881890529493,0.001978392447100859,True,39.8454623094169,True,6,False,5,,games5425898691,bf81d8692db,21.0,1798.8499755859375,3515.1201171875,17.010000228881836,-12373.1005859375,3559.7000122070312,2.0000000298023224,1.2999999523162842,-0.29999999329447746,-112.10000038146973,255.0,128.0,,0.009560654124515478,2.846246567337232,0.00014314645290258566,True,255.0,False,4,8,10,
47,3689,100,False,False,1,9699.475777564685,1037.75,-4558.43994140625,160.07000732421875,24302.5,14276.400146484375,2737.2000122070312,1101.9999694824219,-1083.6000061035156,-300.79999923706055,1.0,0.6894992521128415,1.22792595815355,-0.1852988982698769,bf81d8692db,games5425898691,20.0,822.5399780273438,-4699.22998046875,135.2899932861328,21441.0009765625,7734.89990234375,2792.39990234375,-3487.39990234375,2155.8999633789062,214.20000076293945,255.0,213.0,,0.14430063038560798,2.9060316254974103,-0.05203384087880254,True,203.0,False,4,9,12,,76561198039309853,enpitsu,27.0,-3931.56005859375,-4030.139892578125,145.8300018310547,5939.4000244140625,-6874.0997314453125,-3075.1998901367188,1504.7000122070312,101.80000305175781,2286.199951171875,255.0,255.0,,-0.34246047921305534,-2.280435736589275,-1.066965211020614,True,34.0,False,6,False,6,,Deepblacknight0,befde14102b,6.0,-3132.35009765625,-4738.830078125,53.29999923706055,5170.30029296875,1151.9000244140625,-2665.4998779296875,2316.3999938964844,-757.2000122070312,2111.9000244140625,255.0,255.0,,-0.43401157353677683,2.9142374687907315,-0.2912897419125915,False,163.0,False,6,False,4,,White General,76561198074156458,14.0,248.91000366210938,-2029.8599853515625,16.989999771118164,16412.60009765625,-2129.7999572753906,4.799999892711639,-0.09999999776482582,-0.0,2002.7999877929688,255.0,255.0,False,-0.009580711902142129,-3.081932796595773,2.176484133511682e-05,True,0.0,False,False,6,6,
48,3758,102,False,False,1,7507.626944024028,3607.3798828125,-1860.9200439453125,1157.4300537109375,-14750.0,19374.49951171875,4707.900085449219,2225.500030517578,5564.2999267578125,290.40000915527344,1.0,0.0619126918453631,2.5036634782715144,0.33200960384689115,bf81d8692db,games5425898691,20.0,3772.260009765625,-2081.050048828125,1131.72998046875,-12062.60009765625,17145.30029296875,3561.7999267578125,-429.3000030517578,-5298.3001708984375,1411.7999267578125,255.0,255.0,,-0.2979234388258215,1.6338529221363087,-2.718509096843254,True,206.0,False,4,11,14,,76561198039309853,enpitsu,27.0,-722.489990234375,-4384.85986328125,17.049999237060547,14096.800537109375,-294.3000030517578,2.5999999046325684,0.7999999821186066,0.29999999329447746,20.799999237060547,255.0,255.0,,-0.0167403737441766,-3.123318979707073,-7.203373100142948e-05,True,34.0,False,6,False,6,,Deepblacknight0,befde14102b,6.0,-3526.699951171875,-536.6699829101562,16.989999771118164,-2893.9999389648438,22672.900390625,4.699999988079071,-0.29999999329447746,4.000000059604645,-1259.7000122070312,255.0,116.0,,-0.009600616847169825,1.4955558993869504,-9.674316139632682e-05,True,19.0,False,6,False,4,,White General,76561198074156458,14.0,3909.81005859375,1019.0,28.959999084472656,496.50001525878906,22559.7998046875,118.4000015258789,-280.5999946594238,-438.3000183105469,910.4000091552734,255.0,128.0,False,-0.01780205674946854,1.5730445146794538,-0.3048313723172237,True,239.0,False,False,8,8,
49,3822,105,False,False,0,7631.529572449494,-299.2200012207031,-2468.159912109375,505.6700134277344,8405.499877929688,15904.200439453125,7688.699951171875,938.8999938964844,-5722.7001953125,1538.800048828125,0.0,0.5157551482227355,-2.075577929420217,1.6468154839457585,76561198074156458,White General,14.0,-296.05999755859375,-2602.7099609375,374.1199951171875,18948.599853515625,10438.599853515625,4639.89990234375,-1721.6000366210938,362.00000762939453,-1460.7000732421875,255.0,255.0,False,-1.1097654760367752,1.0705264827239784,-0.5300244123447694,True,179.48715695258113,True,False,9,10,,befde14102b,Deepblacknight0,6.0,2725.050048828125,-4609.919921875,16.989999771118164,-11246.199951171875,-12526.500244140625,4.799999892711639,-0.19999999552965164,0.7000000029802322,-1800.8000183105469,128.0,0.0,,0.009878683307976196,-2.374495873549637,1.3020803573618363e-05,True,255.0,False,4,False,6,,enpitsu,76561198039309853,27.0,720.6900024414062,2175.639892578125,17.049999237060547,13478.900146484375,-3421.4999389648438,2.5,0.9000000357627869,0.0,38.29999923706055,255.0,128.0,,0.016735037454965882,-0.24381646317121122,-8.820154689663562e-05,True,95.0,False,6,False,6,,games5425898691,bf81d8692db,21.0,-1214.0899658203125,-1963.4000244140625,31.280000686645508,9172.100219726562,-16056.400146484375,-2235.2999877929688,5425.3997802734375,-837.0999908447266,336.3999938964844,255.0,209.0,,-0.04083499297704975,-0.8685963254524927,-0.7184167813208763,True,169.0,False,4,12,14,
50,3899,107,False,False,1,7481.067945450598,-1953.239990234375,-1777.239990234375,97.72000122070312,-5457.80029296875,24753.00048828125,8069.4000244140625,-1148.499984741211,5612.1002197265625,1749.9000549316406,1.0,1.0949082408871251,2.2099280211151977,0.25865248263031626,76561198039309853,enpitsu,27.0,-1957.550048828125,-1946.219970703125,70.19000244140625,-1652.1000671386719,10401.8994140625,2898.0999755859375,1394.2999267578125,-456.50001525878906,-1446.6000366210938,255.0,128.0,,-0.08567640400868598,1.6474864812218062,-0.011580554360194716,True,66.0,False,False,7,8,,bf81d8692db,games5425898691,20.0,527.989990234375,-1635.8599853515625,16.0,6989.5001220703125,-21563.00048828125,120.29999732971191,-54.80000019073486,-61.30000114440918,-380.8000183105469,255.0,128.0,,-0.014742470066934889,-1.852087523996697,-0.003114122833463801,True,103.0,False,14,4,16,,Deepblacknight0,befde14102b,6.0,-1219.18994140625,4305.0,16.989999771118164,-1358.699951171875,-7618.599853515625,4.600000083446503,-0.0,-1.0000000149011612,91.80000305175781,255.0,128.0,,-0.009505157843857425,-1.4053330623559914,-0.00012979537602066698,True,255.0,False,6,False,4,,White General,76561198074156458,14.0,-3556.580078125,-171.5,17.010000228881836,2938.599853515625,-18073.499755859375,-0.09999999776482582,-0.0,-0.7999999821186066,3.4999999403953552,255.0,128.0,,-0.0095949870870501,-1.7325086789737942,-4.917002025865982e-05,True,139.4896086262119,True,False,10,10,
51,3951,109,False,False,0,8759.394364601656,2956.820068359375,-2726.56005859375,446.4100036621094,14084.7998046875,18222.099609375,4765.299987792969,2291.999969482422,-5287.0001220703125,53.69999885559082,0.0,-0.7408651264601265,-0.3473620456176371,-2.190195972864112,befde14102b,Deepblacknight0,6.0,2905.93994140625,-2890.219970703125,361.4700012207031,8945.10009765625,11231.400146484375,4055.1998901367188,-1014.1000366210938,-1382.8999328613281,-5225.8001708984375,255.0,253.0,,-1.124968667892539,1.215056911758904,-1.3224398648691105,True,189.0,False,False,5,8,,76561198074156458,White General,14.0,3206.75,4212.35009765625,17.010000228881836,14165.50048828125,13226.300048828125,2.800000011920929,0.7000000029802322,0.3999999910593033,-3281.7001342773438,255.0,0.0,False,0.009595039391790808,0.4968985179372605,-6.483291618225925e-05,True,255.0,False,10,False,10,,enpitsu,76561198039309853,27.0,2876.47998046875,151.55999755859375,17.040000915527344,13936.400146484375,1172.3999786376953,3.799999952316284,-0.3999999910593033,0.0,666.9999694824219,255.0,0.0,True,0.016757641377698047,0.13957718239063385,-0.0002833704731062792,True,63.0,False,8,False,8,,games5425898691,bf81d8692db,20.0,2138.3798828125,4318.33984375,17.010000228881836,22625.90087890625,2413.3999633789062,2.199999988079071,2.7000001072883606,0.29999999329447746,-1385.5000305175781,255.0,63.0,,0.00957430952525235,0.06220680065254161,-0.00015009799617425932,False,81.0,False,4,14,16,
