,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
41,2473,83.0,False,False,1,3834.33009665405,36.560001373291016,1403.22998046875,163.27999877929688,-20497.5,-7509.2999267578125,1239.000015258789,4716.199951171875,2687.0001220703125,-415.49999237060547,1.0,0.14092665875780375,3.0321360766131757,-2.879660228020891,b5b4ca8d29b,matserbæsj,11.0,234.16000366210938,1447.449951171875,121.83000183105469,-12277.39990234375,-12054.300537109375,2909.4000244140625,-1903.0999755859375,-3745.8999633789062,-3025.7998657226562,255.0,0.0,,-0.041587113686931125,-0.7848705454046623,0.04473867893042574,True,0.0,False,22,4,15,,b84c84cf60b,empm4ts,13.0,125.36000061035156,1272.4300537109375,114.29000091552734,-8779.7998046875,-15816.099853515625,794.7000122070312,-2274.9000549316406,-4972.60009765625,-589.7999954223633,170.0,0.0,,-0.21871925365143924,-1.0441640782399073,1.1363396146698426,True,37,0.0,False,4,40,,enpitsu,76561198039309853,27,-1.8300000429153442,2122.75,17.030000686645508,502.40001678466797,-18138.900146484375,1.7000000178813934,-0.0,4.000000059604645,572.0999908447266,255.0,128.0,False,-0.016785292692068427,-1.6292689157094244,-2.8207947585862413e-05,True,0.0,False,10,False,10,,games5425898691,bf81d8692db,17.0,-2739.18994140625,3717.580078125,17.010000228881836,-830.8999633789062,-8239.400024414062,2.7000001072883606,0.09999999776482582,0.7999999821186066,-2.7000001072883606,255.0,128.0,,-0.009514253913854596,-1.4697210115931314,6.878364076781323e-05,True,32,26,False,244.0,False,
42,2532,85.0,False,False,0,6889.297727209644,3819.3798828125,117.29000091552734,100.7300033569336,1466.300048828125,32122.39990234375,9409.500122070312,578.4999847412109,5363.499755859375,-2626.400146484375,0.0,-0.6349651912478532,0.9449925136780671,-2.673928735126909,bf81d8692db,games5425898691,17.0,3897.43994140625,-135.80999755859375,25.809999465942383,-6087.19970703125,22101.4990234375,-1861.9000244140625,209.89999771118164,2932.60009765625,1861.199951171875,255.0,255.0,,0.07931705032238176,1.92022239142573,-0.2666037522552858,True,101.87120010775905,True,32,False,26,,76561198039309853,enpitsu,28.0,-255.8000030517578,2298.31005859375,17.059999465942383,-18319.3994140625,7840.999755859375,2.3999999463558197,-0.19999999552965164,0.0,2068.6000061035156,255.0,255.0,,0.016756508250227474,2.8144445210525197,-1.531396869994985e-05,True,12,,False,False,12,,empm4ts,b84c84cf60b,12,1772.260009765625,2220.139892578125,17.0,8108.900146484375,15703.699951171875,3.700000047683716,0.29999999329447746,-0.19999999552965164,-36.500000953674316,141.0,128.0,,0.009613001321839485,1.0932322739959286,7.756257008833559e-06,True,31.0,False,40,4,38,,matserbæsj,b5b4ca8d29b,11.0,1881.8699951171875,1667.1700439453125,105.11000061035156,9817.39990234375,20567.19970703125,-149.89999771118164,-5045.400085449219,2189.199981689453,-26.30000114440918,193.0,128.0,,-0.7496984836459627,-1.9846692604396003,-3.1349996562065083,False,24,17,4,0.0,False,
43,2592,88.0,False,False,1,10593.689562617576,-2164.43994140625,-5001.990234375,637.02001953125,26820.0,10278.900146484375,4751.000061035156,-3187.9000854492188,3699.4000244140625,-3485.7000732421875,1.0,0.32225172325551205,-0.3226833227148926,-2.4032610074805065,b5b4ca8d29b,matserbæsj,11.0,-2304.85009765625,-5103.31005859375,509.20001220703125,9003.499755859375,-269.89999771118164,11610.699462890625,-2712.39990234375,3522.5,-1499.4999694824219,255.0,255.0,,0.9511665528075078,3.137008595847649,-1.5977770289269213,True,211.194116223243,True,24,4,18,,b84c84cf60b,empm4ts,12.0,-1801.18994140625,-5103.39013671875,300.67999267578125,-2173.0999755859375,88.19999694824219,8430.30029296875,74.89999771118164,-122.29999542236328,28.499999046325684,255.0,128.0,False,1.3140570814025505,-0.020235715555315423,1.5508335900040406,True,38,2.0,False,4,40,,enpitsu,76561198039309853,28,3205.989990234375,-101.0,17.059999465942383,14025.799560546875,9941.199951171875,2.5,1.1999999731779099,0.5000000074505806,-2769.1000366210938,255.0,0.0,False,-0.016772442487269647,2.7268101892327326,-0.00019207482204913718,True,,False,12,False,12,,games5425898691,bf81d8692db,17.0,-86.45999908447266,-1335.68994140625,17.030000686645508,14725.799560546875,-10786.400146484375,0.29999999329447746,0.09999999776482582,-0.09999999776482582,-1814.2999267578125,255.0,0.0,,-0.009598233319368496,-2.4562792336672996,-8.465936446456807e-05,True,32,26,False,81.0,False,
44,2647,90.0,False,False,0,2976.299748979002,-3023.070068359375,3058.18994140625,295.25,-29045.400390625,16964.69970703125,-2315.7000732421875,-1170.8000183105469,-4906.600036621094,3248.599853515625,0.0,0.19808260363829552,0.7976705255271624,-2.5835780006484743,bf81d8692db,games5425898691,17.0,-2832.530029296875,2849.6298828125,223.41000366210938,-21557.099609375,7392.19970703125,3105.4998779296875,-4712.39990234375,-427.20001220703125,-654.4000244140625,255.0,128.0,,-0.4791686839857159,1.733077910898068,0.6083218449802192,True,9.276438720764654,True,34,False,27,,76561198039309853,enpitsu,28.0,-3773.64990234375,2003.8699951171875,17.030000686645508,-1542.7000427246094,20159.200439453125,5.699999928474426,0.0,0.7000000029802322,0.09999999776482582,128.0,128.0,False,0.01677661594527931,1.647199189738564,-6.128350153428092e-05,True,12,136.51784075972853,True,False,13,,empm4ts,b84c84cf60b,12,807.4000244140625,5015.25,14.789999961853027,-6632.7001953125,-3975.0,62.30000019073486,-47.5,-50.39999961853027,-1967.5999450683594,255.0,0.0,False,-0.017552863744438405,-2.523735573339812,0.013601713833476631,True,2.0,False,40,4,38,,matserbæsj,b5b4ca8d29b,11.0,-598.0499877929688,4522.580078125,15.649999618530273,-11009.300537109375,-8502.7001953125,286.9000053405762,1.0999999940395355,23.09999942779541,-1860.5000305175781,225.0,0.0,,0.01040449620695771,-2.4807828037920743,0.0006769359945019296,True,24,18,6,182.0,False,
45,2760,94.0,False,False,0,2008.0339958240475,28.739999771118164,3357.570068359375,331.2200012207031,-3404.89990234375,-9614.199829101562,-1494.6000671386719,-1363.9999389648438,-3313.2000732421875,4812.60009765625,0.0,0.09086972023119227,-0.3320607414148237,2.836269482629331,76561198039309853,enpitsu,28.0,129.91000366210938,3409.97998046875,215.91000366210938,5265.3997802734375,-3394.4000244140625,-92.20000267028809,13.600000143051147,-5405.8001708984375,1013.0999755859375,0.0,0.0,,-1.109154386334348,-0.36438121724265315,0.2709740011841784,True,97.0,False,16,False,13,,bf81d8692db,games5425898691,17.0,-1999.4000244140625,2758.510009765625,17.020000457763672,10600.999755859375,-15520.2001953125,1.2999999523162842,0.09999999776482582,-0.19999999552965164,101.99999809265137,255.0,136.0,,0.009595656201215316,-0.9621012294728138,-4.8773358251465727e-05,True,28,185.0,False,False,34,,empm4ts,b84c84cf60b,13,374.4599914550781,4007.070068359375,99.51000213623047,690.8000183105469,-11320.50048828125,4185.0,-1494.1000366210938,-162.80000686645508,-319.59999084472656,255.0,71.0,,-0.16035358584807022,-1.495113335060701,0.0006563702298869031,True,,False,42,4,38,,matserbæsj,b5b4ca8d29b,11.0,361.8299865722656,4820.68994140625,17.010000228881836,5224.7998046875,-6110.2001953125,3.100000023841858,1.0000000149011612,-1.0000000149011612,-2358.699951171875,241.0,0.0,,0.009525882587315357,-0.8719815943898644,-0.00015885137273655318,True,24,18,6,182.0,False,
46,2787,95.0,False,False,0,2670.9000450224203,-291.5299987792969,2538.39990234375,175.05999755859375,9774.000244140625,20370.6005859375,4941.099853515625,2837.5,-2317.100067138672,4751.700134277344,0.0,0.9601874412302049,2.059352047880358,-1.2476477002476107,bf81d8692db,games5425898691,17.0,-397.260009765625,2376.6298828125,135.72999572753906,16286.400146484375,10730.400390625,2948.5000610351562,-5446.199951171875,-595.2000045776367,-483.4000015258789,255.0,255.0,,-0.1141071362117079,0.1437710978015515,-0.6693480408250283,True,185.0,False,36,False,29,,76561198039309853,enpitsu,28.0,558.6699829101562,2733.409912109375,99.37999725341797,3971.9000244140625,-11136.400146484375,-3850.2999877929688,1184.5999908447266,-1567.4000549316406,115.50000190734863,255.0,128.0,,0.11574646788235264,0.45502462896939055,1.435702372969764,True,14,97.0,False,False,16,,empm4ts,b84c84cf60b,13,510.1099853515625,2915.8798828125,205.3699951171875,2253.699951171875,-8594.7998046875,-684.0000152587891,4006.6000366210938,-1228.0999755859375,-415.8000183105469,255.0,128.0,,-1.3578327244587998,0.7961144825612751,-2.6549595483245008,True,,False,42,4,40,,matserbæsj,b5b4ca8d29b,11.0,345.9800109863281,4027.8701171875,17.010000228881836,-2170.500030517578,-3199.89990234375,3.100000023841858,-0.5999999865889549,-1.1999999731779099,-1181.2999725341797,16.0,0.0,,0.009895440230773083,-2.1725591339448362,4.485826100797386e-05,True,24,18,6,171.0,False,
47,2866,97.0,False,False,1,8600.57772595333,-1221.9100341796875,-3195.72998046875,95.06999969482422,-6337.7001953125,24383.89892578125,1578.699951171875,-3696.099853515625,-683.1999969482422,-1712.4000549316406,1.0,-0.6681383351259188,-2.4444595984478554,1.2258486563843336,b5b4ca8d29b,matserbæsj,11.0,-1199.2099609375,-3340.969970703125,167.85000610351562,-7491.400146484375,20355.699462890625,-268.0999946594238,-5490.4998779296875,320.29998779296875,-28.19999933242798,255.0,128.0,,-1.1272587692560694,0.019663177035877666,1.6449881082814228,True,90.0,False,26,6,19,,b84c84cf60b,empm4ts,12.0,-2127.530029296875,-3331.27001953125,17.010000228881836,-8926.199951171875,-10361.99951171875,2.5,-2.0000000298023224,-2.0999999344348907,-977.7999877929688,255.0,128.0,,-0.009551772785351765,-0.8167291497207975,5.858149362681413e-07,False,40,,False,4,42,,enpitsu,76561198039309853,28,-984.0499877929688,-2415.47998046875,17.059999465942383,-9787.7001953125,180.20000457763672,2.7000001072883606,0.09999999776482582,-0.0,-2421.6000366210938,255.0,128.0,False,-0.01669518034373733,0.06275943696133147,2.1087554772359985e-05,True,97.0,False,16,False,14,,games5425898691,bf81d8692db,17.0,-1339.75,-2778.1298828125,19.489999771118164,1769.2999267578125,4405.400085449219,2958.2000732421875,-2.199999988079071,0.7000000029802322,0.0,255.0,128.0,,-0.009293427844209749,-1.1888794165549772,-1.5236352317127534e-06,True,37,30,False,185.0,False,
48,2871,98.0,False,False,0,3145.549225029206,1277.5799560546875,2866.22998046875,119.55000305175781,-10631.400146484375,4707.799987792969,672.0999908447266,119.30000305175781,-871.6000366210938,5935.10009765625,0.0,0.23206885060910495,1.91708088543405,1.0385888825671967,bf81d8692db,games5425898691,17.0,1324.199951171875,2716.429931640625,72.63999938964844,1731.1000061035156,972.5,2737.2000122070312,864.3000030517578,3468.2000732421875,-1169.7000122070312,255.0,149.0,,-0.01566083981109373,1.1130059145963862,0.20976477836364807,True,185.0,False,38,False,31,,76561198039309853,enpitsu,28.0,1146.949951171875,2378.6201171875,17.059999465942383,9665.900268554688,-3755.7000732421875,2.0000000298023224,5.899999737739563,-2.3999999463558197,-1331.4999389648438,255.0,128.0,False,0.0166951413483861,-0.43830909846267185,0.00018909466307231602,True,14,97.0,False,False,16,,empm4ts,b84c84cf60b,12,2287.2900390625,3496.9599609375,17.010000228881836,9986.300048828125,9731.099853515625,2.5,-0.5999999865889549,-0.5000000074505806,-98.29999923706055,255.0,119.0,,0.009545942951356813,0.7649909158440441,7.809427272658473e-05,True,,False,42,4,40,,matserbæsj,b5b4ca8d29b,11.0,1312.1400146484375,3040.780029296875,167.49000549316406,7593.499755859375,-17620.400390625,1074.8999786376953,781.9000244140625,-3899.89990234375,3548.800048828125,244.0,128.0,,0.47405864506584966,1.0124735842914594,2.794492839089591,True,26,19,6,90.0,False,
49,2872,98.0,False,False,1,8287.51077920249,-1260.68994140625,-2861.969970703125,118.0199966430664,13180.899658203125,19117.80029296875,-6270.4998779296875,-611.5999984741211,-1555.8000183105469,-5762.2998046875,1.0,-0.21577334859060804,-1.8758288260858762,1.0521476940991594,b5b4ca8d29b,matserbæsj,11.0,-1312.1400146484375,-3040.780029296875,167.49000549316406,-7593.499755859375,17620.400390625,1074.8999786376953,-781.9000244140625,3899.89990234375,3548.800048828125,244.0,128.0,,-0.47405864506584966,-1.0124735842914594,2.794492839089591,True,90.0,False,26,6,19,,b84c84cf60b,empm4ts,12.0,-2287.2900390625,-3496.9599609375,17.010000228881836,-9986.300048828125,-9731.099853515625,2.5,0.5999999865889549,0.5000000074505806,-98.29999923706055,255.0,119.0,,-0.009545942951356813,-0.7649909158440441,7.809427272658473e-05,True,40,,False,4,42,,enpitsu,76561198039309853,28,-1227.25,-2342.35009765625,17.059999465942383,-9634.400024414062,4774.200134277344,1.899999976158142,1.2999999523162842,-0.5999999865889549,-344.0999984741211,255.0,128.0,False,-0.016710850710033552,0.4947269271542839,0.0002702571980157946,True,97.0,False,16,False,14,,games5425898691,bf81d8692db,17.0,-1324.199951171875,-2716.429931640625,72.63999938964844,-1731.1000061035156,-972.5,2737.2000122070312,-864.3000030517578,-3468.2000732421875,-1169.7000122070312,255.0,149.0,,0.01566083981109373,-1.1130059145963862,0.20976477836364807,True,38,31,False,185.0,False,
50,2956,101.0,False,False,0,6570.855036378789,-1598.8199462890625,-1393.1600341796875,98.23999786376953,-24233.00048828125,-845.1999664306641,5932.7001953125,5533.0999755859375,2178.9999389648438,-797.6000213623047,0.0,0.7999239110348466,1.679465089920689,1.323349297553141,76561198039309853,enpitsu,28.0,-1384.47998046875,-1440.969970703125,17.059999465942383,-20920.400390625,-5393.499755859375,2.7000001072883606,-0.09999999776482582,2.5,-2017.2000122070312,128.0,255.0,False,0.01691533362216269,-2.9630234260074,3.1195488669244835e-06,True,15.0,False,18,False,16,,bf81d8692db,games5425898691,17.0,1715.1400146484375,911.5599975585938,89.37999725341797,-3733.699951171875,-15349.49951171875,-140.9000015258789,5331.199951171875,-1351.9000244140625,-3.100000023841858,255.0,128.0,,-1.2308465236029573,1.320772447547598,-3.139807186812193,True,33,185.0,False,False,40,,empm4ts,b84c84cf60b,12,223.72999572753906,3198.93994140625,17.010000228881836,-13282.2998046875,-9319.299926757812,2.3000000417232513,-0.3999999910593033,-0.3999999910593033,0.0,207.0,128.0,False,0.009560741799295693,-2.5297616943694177,-5.244817896458007e-05,True,233.0,False,42,4,40,,matserbæsj,b5b4ca8d29b,11.0,-1265.0,-857.75,16.989999771118164,-20966.39892578125,9455.399780273438,2.7000001072883606,-0.3999999910593033,0.09999999776482582,-517.0000076293945,255.0,128.0,,0.009593457897550018,2.669923478022356,0.00018586404803076274,False,26,20,6,14.437436465294143,True,
51,3028,103.0,False,True,1,3608.851870863321,2025.9599609375,1712.6099853515625,158.1199951171875,-16921.199951171875,25465.10009765625,4112.0001220703125,58.09999942779541,-5664.89990234375,673.7000274658203,1.0,0.44326638286704073,1.15414076311594,-1.2088585150842077,b5b4ca8d29b,matserbæsj,11.0,2134.72998046875,1506.280029296875,86.44000244140625,-12787.099609375,18951.500244140625,2515.2999877929688,-3971.6000366210938,3784.5001220703125,-391.50001525878906,255.0,0.0,,-0.03248135109834521,0.7952508840103328,0.7179973921574725,True,242.52559993856698,True,28,6,21,,b84c84cf60b,empm4ts,13.0,1254.260009765625,160.91000366210938,17.010000228881836,-11590.0,5495.8001708984375,2.5,3.1999999284744263,-1.4000000059604645,1157.3999786376953,,128.0,,-0.009608891009521465,0.37193272761037016,-0.00013353278078499109,True,40,205.0,False,4,42,,enpitsu,76561198039309853,28,1797.18994140625,1848.239990234375,106.41999816894531,12617.80029296875,-7739.4000244140625,2872.6998901367188,-1950.3999328613281,4989.100036621094,1246.6999816894531,255.0,255.0,,-0.5386939660482533,-2.679515223082626,-0.38822019712957767,True,,False,20,False,17,,games5425898691,bf81d8692db,17.0,-700.4400024414062,3981.429931640625,17.010000228881836,11547.5,16673.800048828125,2.8999999165534973,-0.09999999776482582,-0.0,-1990.0999450683594,255.0,0.0,,-0.009567810086615404,2.2512769760419986,4.051840531442929e-06,True,42,36,False,216.0,False,
52,3029,103.0,False,False,0,7016.457945361224,-1978.8900146484375,-1792.3900146484375,174.77000427246094,-7831.7999267578125,-14473.499755859375,11592.7001953125,2722.60009765625,3278.900146484375,4223.2000732421875,0.0,-0.1922454062981709,-0.8677146433178152,-1.40578899033574,76561198039309853,enpitsu,28.0,-1797.18994140625,-1848.239990234375,106.41999816894531,-12617.80029296875,7739.4000244140625,2872.6998901367188,1950.3999328613281,-4989.100036621094,1246.6999816894531,255.0,255.0,,0.5386939660482533,2.679515223082626,-0.38822019712957767,True,,False,20,False,17,,bf81d8692db,games5425898691,17.0,616.1300048828125,-4085.77001953125,17.010000228881836,-13464.100341796875,-14820.30029296875,2.8999999165534973,0.29999999329447746,0.0,-2002.1000671386719,255.0,0.0,,0.009564177109101766,-2.3844461268202344,2.4588593683863703e-05,True,36,216.0,False,False,42,,empm4ts,b84c84cf60b,13,-1254.260009765625,-160.91000366210938,17.010000228881836,11590.0,-5495.8001708984375,2.5,-3.1999999284744263,1.4000000059604645,1157.3999786376953,,128.0,,0.009608891009521465,-0.37193272761037016,-0.00013353278078499109,True,205.0,False,42,4,40,,matserbæsj,b5b4ca8d29b,11.0,-2051.989990234375,-1621.9200439453125,96.06999969482422,12256.99951171875,-16698.199462890625,310.6999969482422,3634.7000122070312,-4030.0,892.7999877929688,244.0,128.0,,-0.009979759093698326,-0.7136636559457701,1.1463281320536447,True,28,21,6,129.0,False,
53,3112,106.0,False,False,1,2052.5582359634755,2594.919921875,3988.18994140625,668.9199829101562,-15298.599853515625,9515.30029296875,342.40001678466797,4811.9000244140625,-3189.89990234375,1633.800048828125,1.0,0.9599870945306064,2.2577140390461885,0.302422503617335,b5b4ca8d29b,matserbæsj,11.0,2655.360107421875,3840.219970703125,582.6400146484375,-984.1000366210938,15204.69970703125,1989.9000549316406,2218.800048828125,4322.39990234375,2577.3001098632812,136.0,0.0,,0.35302751093892065,2.2668494153482506,2.5368467795675227,True,10.629496882038731,True,30,8,22,,b84c84cf60b,empm4ts,12.0,1441.7900390625,2207.139892578125,17.010000228881836,2849.2001342773438,11775.10009765625,2.7000001072883606,0.09999999776482582,-0.0,1800.8000183105469,141.0,211.0,False,-0.009566539731606299,1.7779844126819613,8.69505708104617e-05,True,40,205.0,False,4,42,,enpitsu,76561198039309853,28,2650.10009765625,4190.419921875,17.059999465942383,16642.19970703125,-2607.60009765625,2.7000001072883606,0.9000000357627869,-0.0,-2502.4000549316406,255.0,0.0,False,-0.01677136082883169,-2.8838759884960643,-0.0002528707760281433,True,12.0,False,20,False,18,,games5425898691,bf81d8692db,17.0,1768.81005859375,4483.22998046875,17.010000228881836,-1154.000015258789,1037.2000122070312,2.5999999046325684,-0.7000000029802322,-0.29999999329447746,-1.1999999731779099,0.0,128.0,,-0.009803178321405166,-2.409743578509776,2.7740289964221933e-05,True,42,36,False,216.0,False,
54,3169,109.0,True,True,1,1056.5710628638667,-128.0,4879.68017578125,281.2900085449219,-473.4000015258789,3847.9000854492188,4205.899963378906,2629.5999145507812,-2019.2999267578125,-5000.7000732421875,1.0,0.17604337712321858,3.110704353840477,0.2944113779239508,b84c84cf60b,empm4ts,12.0,-252.6699981689453,4824.10986328125,170.6699981689453,-10727.80029296875,11847.900390625,3148.3999633789062,1674.4000244140625,908.0999755859375,-1982.8999328613281,128.0,73.0,False,0.7568102333565243,2.466098474995131,0.5455568260320014,True,131.0,False,44,5,40,,b5b4ca8d29b,matserbæsj,11.0,2278.260009765625,4208.4599609375,115.5999984741211,-8841.300048828125,-5655.5999755859375,1378.0999755859375,-4578.900146484375,-3045.7000732421875,-80.0,255.0,128.0,,0.09413490627728578,-0.6226480572729407,1.0920653243929446,True,23,0.0,False,8,32,,enpitsu,76561198039309853,28,1066.6800537109375,4267.08984375,17.059999465942383,-16301.099853515625,16224.3994140625,1.8000000715255737,0.09999999776482582,-0.19999999552965164,0.0,255.0,128.0,False,-0.016778437323807776,0.7830464162062575,2.4536596978272846e-05,True,123.0,False,20,False,18,,games5425898691,bf81d8692db,17.0,487.1700134277344,4815.43017578125,62.15999984741211,-6565.3997802734375,-2943.900146484375,-3916.4999389648438,-2128.000030517578,4591.099853515625,-1983.5000610351562,255.0,0.0,,-0.25766014017202105,-0.537664020607253,-0.8280605831518042,True,44,38,False,216.0,False,
55,3446,109.0,False,False,1,5151.739657107498,-130.2899932861328,91.5199966430664,126.83000183105469,-21370.90087890625,8468.400268554688,10161.400146484375,-2469.7999572753906,-3578.900146484375,-4134.100036621094,1.0,-0.3091247274813338,0.5652682113002833,0.2710845142749659,b5b4ca8d29b,matserbæsj,11.0,-10.300000190734863,-41.560001373291016,82.66000366210938,-14806.700439453125,13451.300048828125,2550.500030517578,1990.2999877929688,-5115.199890136719,-350.0,255.0,255.0,,0.004075638764029612,0.9993515761135476,-0.5432527828816675,True,0.0,False,6,False,5,,b84c84cf60b,empm4ts,12.0,-2869.60009765625,-4004.409912109375,17.010000228881836,-12834.200439453125,-12105.50048828125,2.8999999165534973,-0.0,-0.0,2856.099853515625,255.0,255.0,True,-0.009556340489081367,-0.9293053493966368,0.00011334930286855004,True,False,0.0,False,False,False,,enpitsu,76561198039309853,28,2681.699951171875,4114.740234375,17.049999237060547,15304.7998046875,4718.699951171875,3.3000001311302185,-5.400000214576721,-1.5000000596046448,-505.40000915527344,255.0,0.0,False,-0.016768818582744382,2.8359815394704824,-0.00010852438788563257,True,0.0,False,False,False,False,,games5425898691,bf81d8692db,16.0,-132.86000061035156,308.6700134277344,84.98999786376953,3043.599853515625,-22644.09912109375,2454.9000549316406,5496.9000244140625,180.49999237060547,-23.19999933242798,255.0,166.0,,-0.6926835055148008,-1.5231928123025478,-0.05364451905617499,True,4,3,False,0.0,False,
56,3510,112.0,False,False,1,6009.018652657085,-2440.6298828125,142.47999572753906,339.9700012207031,5441.9000244140625,15939.200439453125,2752.39990234375,-1973.0000305175781,4293.500061035156,-3697.60009765625,1.0,-0.44587939022013345,-2.4211554752349653,-0.34267010426842415,b5b4ca8d29b,matserbæsj,11.0,-2381.1298828125,30.309999465942383,225.2899932861328,-9805.599975585938,-707.3999786376953,3642.39990234375,-49.099998474121094,875.2999877929688,-443.69998931884766,246.0,90.0,,0.14929384749718566,0.01950827183175851,0.00585741863276008,True,31.0,False,8,4,6,,b84c84cf60b,empm4ts,12.0,-1438.3699951171875,-2394.510009765625,17.010000228881836,4296.600036621094,19031.99951171875,2.3000000417232513,-0.0,-0.19999999552965164,93.69999885559082,128.0,128.0,False,-0.009630982713092096,1.7876099339232208,-4.44481721850299e-06,True,False,166.0,False,False,False,,enpitsu,76561198039309853,28,1962.699951171875,3392.18994140625,17.049999237060547,-13484.200439453125,-835.0,3.100000023841858,3.0000001192092896,0.09999999776482582,983.8999938964844,255.0,128.0,False,-0.016738139241365378,-0.12864405435010604,-0.0002679914298487778,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,17.0,-1487.18994140625,-515.7000122070312,17.010000228881836,-9576.900024414062,8078.0999755859375,2.8999999165534973,-0.5000000074505806,0.3999999910593033,-2284.7999572753906,255.0,0.0,,-0.00956217907393747,0.759051434597417,-6.77611392247553e-05,True,4,4,False,0.0,False,
57,3563,114.0,False,False,0,8324.324161423514,1492.9300537109375,-2834.169921875,198.0,10898.499755859375,20386.600341796875,453.80001068115234,1118.8999938964844,-377.99999237060547,5882.5,0.0,0.4723231053098842,-1.4765546892797088,0.8920786303178543,76561198039309853,enpitsu,28.0,1381.969970703125,-3040.6298828125,202.1699981689453,22006.0009765625,6511.9000244140625,1526.4999389648438,-1305.2000427246094,3660.4998779296875,59.099998474121094,255.0,255.0,,0.06916075998439061,0.3433447664851382,-0.0002488534756873581,True,223.0,False,2,False,1,,bf81d8692db,games5425898691,17.0,2391.14990234375,-2571.919921875,16.799999237060547,7990.30029296875,-20081.8994140625,46.39999866485596,1.5000000596046448,-15.800000429153442,408.3000183105469,255.0,128.0,,0.009824516615091755,-1.1573406297298932,-0.0010889159812328517,False,6,0.0,False,False,6,,empm4ts,b84c84cf60b,12,1878.27001953125,-1475.97998046875,17.010000228881836,14118.1005859375,-16556.800537109375,2.800000011920929,0.9000000357627869,-0.3999999910593033,2456.199951171875,170.0,255.0,True,0.009529939941295985,-0.7542903836283905,4.906319928589687e-05,True,75.0,False,False,False,False,,matserbæsj,b5b4ca8d29b,11.0,3709.81005859375,-118.94000244140625,17.010000228881836,-299.20000076293945,-6275.30029296875,2.7000001072883606,0.19999999552965164,1.0999999940395355,-69.29999828338623,200.0,128.0,,0.009528717637386955,-1.6273992987608916,0.00011950823114405471,True,8,6,4,255.0,False,
