,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_boost_collect
0,177,0,False,False,0,5253.05146703481,4.800000190734863,-35.2400016784668,102.0999984741211,2168.6000061035156,12761.800537109375,7620.2001953125,5973.0999755859375,150.2999973297119,-546.3999938964844,0.0,0.012260139637493986,-0.0316951609549098,0.251021095662727,76561198039309853,enpitsu,27.0,-1.1299999952316284,-295.260009765625,95.94000244140625,108.19999694824219,22860.2001953125,2354.7999572753906,-5499.89990234375,31.700000762939453,-0.7000000029802322,255.0,128.0,,0.7483897702170317,1.5648696756137979,-0.00016341841195423586,True,31.0,False,2,False,1,,bf81d8692db,games5425898691,20.0,2842.320068359375,-4135.35986328125,17.010000228881836,18459.89990234375,-5347.0001220703125,2.800000011920929,-0.5000000074505806,0.29999999329447746,1898.5000610351562,128.0,255.0,,0.00962851790038079,-0.21679645311025933,6.464598423105701e-05,True,False,False,False,0.0,False,,Graça - O Casual,bd7279f77eb,15,-0.8999999761581421,80.26000213623047,105.83999633789062,405.49999237060547,-19350.699462890625,456.30001068115234,5027.5,614.0999984741211,-2143.8999938964844,176.0,128.0,,1.2542887368489595,1.607432183276282,-3.091000219690264,True,22.0,False,3,False,4,,Bartolomeu_oateu,5698890345048455382,15.0,0.0,4607.81005859375,17.010000228881836,0.0,-162.39999771118164,2.7000001072883606,-0.19999999552965164,0.0,0.0,221.0,,,0.009544408615608195,-1.570804062458835,-3.701008606201032e-08,True,False,False,85.0,False,False,
1,178,0,False,False,1,5187.147104008927,-34.529998779296875,37.0,91.95999908447266,-5173.699951171875,-3143.3999633789062,-229.40000534057617,-2164.7999572753906,-909.5999908447266,-2737.2000122070312,1.0,-0.07034778971181864,0.09448024244634685,0.40751212443571405,bd7279f77eb,Graça - O Casual,15.0,0.8999999761581421,-80.26000213623047,105.83999633789062,-405.49999237060547,19350.699462890625,456.30001068115234,-5027.5,-614.0999984741211,-2143.8999938964844,176.0,128.0,,-1.2542887368489595,-1.607432183276282,-3.091000219690264,True,22.0,False,4,False,3,,5698890345048455382,Bartolomeu_oateu,15.0,-0.0,-4607.81005859375,17.010000228881836,-0.0,162.39999771118164,2.7000001072883606,0.19999999552965164,-0.0,0.0,221.0,,,-0.009544408615608195,1.570804062458835,-3.701008606201032e-08,True,False,False,False,85.0,False,,enpitsu,76561198039309853,27,1.5099999904632568,159.0,101.47000122070312,-29.600000381469727,780.1000213623047,-423.10001373291016,4097.699890136719,-50.79999923706055,-3668.2000732421875,255.0,128.0,,-1.3614621910276845,1.7099943427900859,-3.092615770958014,True,31.0,False,1,False,2,,games5425898691,bf81d8692db,20.0,-2842.320068359375,4135.35986328125,17.010000228881836,-18459.89990234375,5347.0001220703125,2.800000011920929,0.5000000074505806,-0.29999999329447746,1898.5000610351562,128.0,255.0,,-0.00962851790038079,0.21679645311025933,6.464598423105701e-05,True,False,False,255.0,False,False,
2,190,0,False,False,1,5186.317342494501,-236.6300048828125,78.87000274658203,93.19000244140625,-4522.60009765625,1462.7999877929688,19.09999966621399,-1621.0000610351562,-3442.3001098632812,-385.9000015258789,1.0,-1.0589397605814073,0.00013686923695988904,1.0705591858280887,bd7279f77eb,Graça - O Casual,15.0,-34.349998474121094,-89.19999694824219,228.92999267578125,-838.0000305175781,-59.89999771118164,1331.0000610351562,-4232.39990234375,-2207.7000427246094,257.90000915527344,176.0,206.0,,1.3754138095384403,-2.3283716941626453,2.752614391891506,True,22.0,False,4,False,4,,5698890345048455382,Bartolomeu_oateu,15.0,-0.0,-4475.18017578125,17.010000228881836,-0.0,5607.5,2.7000001072883606,0.19999999552965164,-0.0,0.0,255.0,,,-0.00951389076875119,1.5708042542344733,-3.7693731894913176e-08,True,False,False,False,85.0,False,,enpitsu,76561198039309853,27,-6.289999961853027,213.8699951171875,94.97000122070312,-160.30000686645508,1433.800048828125,-139.20000076293945,5159.89990234375,-1871.9000244140625,-346.6999816894531,255.0,0.0,,1.502029012204525,3.081296301234101,-1.9782493657647233,True,31.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,-3607.090087890625,4023.8701171875,17.010000228881836,-14470.799560546875,-9450.800170898438,2.800000011920929,0.5000000074505806,0.09999999776482582,1970.5999755859375,255.0,255.0,,-0.00958414461863509,-0.649056543883748,5.391877636127513e-05,True,False,False,255.0,False,False,
3,227,1,False,False,0,5678.94821190091,810.77001953125,-276.3999938964844,95.70999908447266,13187.099609375,-485.0,1922.7999877929688,1677.1000671386719,-490.09998321533203,-630.6000137329102,0.0,1.1008949005342874,0.13921406109709716,1.2457602530510843,76561198039309853,enpitsu,27.0,621.1199951171875,-295.5400085449219,17.049999237060547,10697.2998046875,220.30000686645508,3.1999999284744263,0.5000000074505806,1.0000000149011612,-266.3999938964844,0.0,128.0,,0.016729480539754264,-0.0004037044329540472,0.00010991772671472035,True,0.0,False,2,False,2,,bf81d8692db,games5425898691,20.0,2862.050048828125,-1821.3900146484375,17.0,-17328.00048828125,15124.000244140625,1.4000000059604645,1.8000000715255737,-1.7000000178813934,-447.59998321533203,255.0,51.0,,0.009582981529972763,2.423176248310594,-3.1343884223708265e-05,True,False,False,False,178.05786690404332,True,,Graça - O Casual,bd7279f77eb,15,301.25,74.8499984741211,17.010000228881836,5913.499755859375,-505.6999969482422,3.8999998569488525,-1.0000000149011612,0.5000000074505806,52.89999961853027,181.0,135.0,,0.009513139306871782,-0.08785106865433448,8.406431759686942e-05,True,0.0,False,4,False,4,,Bartolomeu_oateu,5698890345048455382,15.0,686.2000122070312,3550.0400390625,17.010000228881836,11681.700439453125,-2924.7000122070312,2.8999999165534973,2.3000000417232513,-0.29999999329447746,-1924.7999572753906,255.0,10.0,,0.00955001985298894,-0.2669930637614223,-0.0002646370177538185,True,False,False,116.0,False,False,
4,248,2,False,False,0,5974.894187898856,1758.800048828125,-212.6999969482422,138.0,1121.6000366210938,30013.1005859375,10063.599853515625,2793.800048828125,3255.4000854492188,-4194.800109863281,0.0,0.5833448304288035,0.6110541964181717,2.9888001368066037,bf81d8692db,games5425898691,20.0,1812.6400146484375,-527.0499877929688,21.969999313354492,-5625.2001953125,22026.8994140625,3001.099853515625,-0.29999999329447746,1.1999999731779099,-1858.3999633789062,255.0,38.0,,0.009581214523949388,1.7420625716803946,-1.9842711978578057e-05,True,157.0,False,3,False,False,,76561198039309853,enpitsu,27.0,1047.43994140625,-284.75,17.040000915527344,3379.4000244140625,109.49999809265137,4.399999976158142,0.5000000074505806,-2.7000001072883606,0.0,255.0,128.0,,0.016840306112398416,0.03246285674641654,-4.4973507884981776e-05,True,2,False,2,0.0,False,,Graça - O Casual,bd7279f77eb,15,885.02001953125,106.55999755859375,88.69000244140625,11109.69970703125,1052.300033569336,2384.7999572753906,-525.2000045776367,5474.7998046875,0.9000000357627869,49.0,128.0,,0.6223719006514641,0.09582288581863481,0.0001670330676749624,True,0.0,False,5,False,6,,Bartolomeu_oateu,5698890345048455382,15.0,1240.030029296875,2840.840087890625,17.010000228881836,7499.2999267578125,-10176.099853515625,2.8999999165534973,-1.0999999940395355,1.2999999523162842,2197.5,230.0,229.0,,0.009571605737536524,-0.8771376755468436,9.287792225821386e-05,True,False,False,146.0,False,False,
5,326,5,False,False,0,3355.5317881045885,1921.1700439453125,3317.050048828125,316.67999267578125,-6063.0999755859375,978.8999938964844,-656.1000061035156,3111.7001342773438,-1637.7000427246094,4861.499938964844,0.0,-0.15882431593361282,0.5741087640284557,-0.686467803162672,bf81d8692db,games5425898691,21.0,1901.760009765625,3181.830078125,231.07000732421875,10869.200439453125,13138.399658203125,-92.70000457763672,2428.9999389648438,4347.0001220703125,2335.0,255.0,128.0,,-0.14827658820624376,1.141682159581975,1.8414840782676238,True,88.07353102776314,True,6,False,3,,76561198039309853,enpitsu,27.0,3961.659912109375,-45.33000183105469,55.97999954223633,-1740.5000305175781,1967.2000122070312,-884.1999816894531,-485.6999969482422,795.1999664306641,1236.2999725341797,255.0,255.0,,0.32707039467327836,2.0964964623037328,-0.43271414001946423,True,4,False,4,239.31706652846387,True,,Graça - O Casual,bd7279f77eb,15,4062.550048828125,552.1199951171875,174.97000122070312,-441.1000061035156,11477.60009765625,-984.4000244140625,-1712.5999450683594,473.49998474121094,757.3999786376953,182.0,173.0,False,0.12167876433131687,1.611001857167106,-1.2335716126152634,True,0.0,False,6,False,6,,Bartolomeu_oateu,5698890345048455382,15.0,1723.199951171875,4821.830078125,17.010000228881836,-12024.3994140625,1574.4999694824219,2.5,0.9000000357627869,0.09999999776482582,1756.1000061035156,221.0,128.0,False,0.00956720671350272,-2.9773452498357735,-0.00015982124941504432,True,False,False,177.0,False,False,
6,379,7,False,False,1,8686.703011382833,-938.52001953125,-3350.780029296875,127.94000244140625,-1287.5999450683594,19920.0,9124.099731445312,4617.200012207031,3746.400146484375,803.3000183105469,1.0,0.34867457743211605,0.5591392101077289,-1.2863276345867265,5698890345048455382,Bartolomeu_oateu,16.0,-898.8300170898438,-3545.550048828125,17.010000228881836,-1060.4000091552734,17924.89990234375,0.0,-0.0,1.1999999731779099,213.50000381469727,255.0,128.0,False,-0.009605936116054373,1.488328197243726,-0.0001840143597736944,True,99.8288774772357,True,False,False,False,,bd7279f77eb,Graça - O Casual,15.0,-3336.489990234375,-3193.159912109375,102.70999908447266,6086.500244140625,-16469.300537109375,-149.399995803833,5006.300048828125,2240.8999633789062,405.40000915527344,171.0,128.0,False,1.4849109037952366,-0.9595051818309777,1.033763024444343,False,8,False,8,31.0,False,,enpitsu,76561198039309853,27,-1436.5799560546875,-895.8400268554688,17.040000915527344,16055.50048828125,6418.2000732421875,5.0,-0.09999999776482582,-0.0,2011.199951171875,255.0,255.0,,-0.01677145034163702,2.692176253128803,9.4359305487828e-06,True,175.0,False,4,False,4,,games5425898691,bf81d8692db,21.0,-3125.070068359375,-4385.4599609375,16.639999389648438,5235.10009765625,9781.199951171875,75.19999980926514,-18.40000033378601,93.99999618530273,-275.49999237060547,255.0,128.0,,-0.005905196655102448,2.0874671296501752,-0.004709017142245898,True,6,False,54.50339780828004,True,4,
7,452,10,False,False,1,4014.75860058828,-1265.9599609375,1757.0699462890625,211.1999969482422,-1355.7000732421875,26130.80078125,-5516.6998291015625,-2045.2999877929688,3178.0999755859375,1077.6000213623047,1.0,-0.6003034912191839,-2.0046716921937917,2.00972611696506,5698890345048455382,Bartolomeu_oateu,16.0,-1259.0799560546875,1545.9599609375,234.80999755859375,-823.0999755859375,22904.7998046875,-165.30000686645508,-5480.10009765625,-450.2000045776367,-125.29999732971191,255.0,117.0,False,-1.3298294923591234,1.1087218813683546,0.36855898273654514,True,32.0,False,4,False,3,,bd7279f77eb,Graça - O Casual,15.0,-1170.0,-3546.1298828125,17.010000228881836,8866.199951171875,6726.099853515625,2.800000011920929,2.3999999463558197,1.5000000596046448,750.0,173.0,234.0,False,-0.00959483357900212,2.5024314581358706,0.00014636818212539356,True,8,False,8,61.0,False,,enpitsu,76561198039309853,27,-526.97998046875,2908.320068359375,17.040000915527344,-2548.300018310547,13156.99951171875,4.399999976158142,0.3999999910593033,0.29999999329447746,2.3999999463558197,128.0,128.0,,-0.016787401373045126,1.3791350771567046,-1.888151681847026e-05,True,175.0,False,4,False,4,,games5425898691,bf81d8692db,21.0,-1843.3499755859375,730.9400024414062,16.559999465942383,3948.800048828125,22658.30078125,83.90000343322754,15.59999942779541,26.19999885559082,-810.5999755859375,255.0,104.0,,-0.010201462718452153,1.7820175969706267,-0.0018332956767920328,True,8,False,145.05302373824583,True,6,
8,486,11,False,False,0,9988.081572680743,1375.7099609375,-4586.31005859375,159.82000732421875,9862.899780273438,-17464.89990234375,-516.3999938964844,4082.60009765625,2463.6000061035156,776.3999938964844,0.0,0.3137920522744593,1.823038043607026,1.1851331828818397,76561198039309853,enpitsu,27.0,1174.3699951171875,-4524.14013671875,164.85000610351562,6643.2000732421875,-18520.50048828125,-162.60000228881836,5306.500244140625,-1200.5999755859375,-805.5999755859375,255.0,255.0,,0.42356050402051953,0.48790782678996203,2.81807825329252,True,144.0,False,6,False,5,,bf81d8692db,games5425898691,21.0,87.55999755859375,-2901.1201171875,16.989999771118164,-13082.5,-17873.299560546875,5.299999713897705,0.19999999552965164,0.29999999329447746,1922.2999572753906,255.0,255.0,,0.009596514871319498,-2.1326958396869977,4.164000215148936e-05,True,6,False,8,153.0,False,,Graça - O Casual,bd7279f77eb,15,1537.75,2473.010009765625,57.72999954223633,9301.199951171875,-6188.499755859375,3375.4998779296875,2271.9000244140625,-631.6999816894531,-811.6000366210938,45.0,25.0,False,0.042590980098092666,-0.6461446446148118,0.08599222801459441,True,51.0,False,8,False,10,,Bartolomeu_oateu,5698890345048455382,15.0,1410.239990234375,-4336.419921875,188.67999267578125,1797.2999572753906,-20652.60009765625,-1892.7999877929688,-886.9999694824219,492.59998321533203,-322.7000045776367,255.0,128.0,False,-0.7893494857067638,-1.0553869537634981,-0.8798194670662618,True,4,False,0.0,False,4,
9,494,11,False,False,1,2544.896756648566,-1645.219970703125,5003.25,160.58999633789062,-7147.39990234375,-4982.5,10045.999755859375,-3801.4999389648438,-3502.2000122070312,-3046.7001342773438,1.0,1.0367755936034104,-1.7078096953406527,1.6034517682562148,5698890345048455382,Bartolomeu_oateu,15.0,-1462.3199462890625,4974.60986328125,101.63999938964844,-1508.3000183105469,19694.200439453125,-3559.5001220703125,1528.6000061035156,247.80000686645508,308.29999923706055,255.0,184.0,False,1.1226322799615511,0.622014165078287,-1.374462792396864,True,0.0,False,4,False,4,,bd7279f77eb,Graça - O Casual,15.0,-1806.06005859375,-2100.22998046875,109.9000015258789,-8361.500244140625,12417.7001953125,-154.20000076293945,-5387.2998046875,993.1999969482422,489.70001220703125,173.0,128.0,False,-0.35764226251420844,-0.25581598030134856,2.3877414921011324,True,9,False,10,81.0,False,,enpitsu,76561198039309853,27,-1374.6700439453125,5112.72998046875,163.60000610351562,-5311.7999267578125,662.9000091552734,1916.300048828125,-2017.2000122070312,-617.7000045776367,2687.9998779296875,255.0,255.0,,0.5345963129258866,0.07841964867970248,-1.4943231476932648,True,144.0,False,6,False,6,,games5425898691,bf81d8692db,21.0,123.19000244140625,3502.010009765625,16.989999771118164,941.9999694824219,20910.400390625,5.299999713897705,-0.09999999776482582,-0.0,2009.1999816894531,255.0,255.0,,-0.009583639231368964,1.5371643423788222,1.619439316668359e-05,True,8,False,153.0,False,6,
