,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_ball_cam,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
0,169,0,False,False,1,5199.251828878521,-8.729999542236328,20.06999969482422,96.86000061035156,-8052.1002197265625,27322.80029296875,5123.0999755859375,5297.1002197265625,2550.500030517578,-1197.699966430664,1.0,0.02265459557718974,0.010002581863819925,-0.04644633379508647,76561198044466257,Saym,7.0,72.7300033569336,-239.72999572753906,54.56999969482422,-10519.599609375,20291.400146484375,2562.39990234375,-2272.2000122070312,-1226.9999694824219,-357.20001220703125,255.0,142.0,,-0.06244400727340707,1.184393022819489,-0.0016316668467404973,True,3,False,4,0.0,False,,76561198032255324,Balian,7.0,2687.25,-4264.81005859375,17.049999237060547,19370.10009765625,-1160.8000183105469,3.0000001192092896,-0.7000000029802322,-0.0,1872.7999877929688,255.0,242.0,True,-0.016771496371249396,3.130784190436625,0.00026867720623314,False,False,22.0,False,False,True,,enpitsu,76561198039309853,27.0,-0.0,4567.39990234375,223.1199951171875,-0.0,-1654.4999694824219,-4296.300048828125,2129.9000549316406,-0.0,0.0,0.0,,,-0.8148397900517004,-1.570773988695805,-1.2727874950602795e-06,True,False,2,2,72.0,False,,games5425898691,bf81d8692db,17.0,-106.44999694824219,325.6700134277344,72.5999984741211,1329.9000549316406,-22865.10009765625,2018.3999633789062,5462.19970703125,-632.7000045776367,-116.49999618530273,255.0,135.0,-0.6749319212713226,-1.4386493668140319,-0.01392557397273676,True,0.0,False,4,3,False,,
1,170,0,False,False,0,5315.5238952422815,25.3799991607666,-95.05999755859375,131.58999633789062,-11759.69970703125,15670.2001953125,14236.199951171875,5196.300048828125,1136.9000244140625,2775.7998657226562,0.0,-0.07911149445952657,0.026175728822329825,-0.07419934864940339,bf81d8692db,games5425898691,17.0,106.44999694824219,-325.6700134277344,72.5999984741211,-1329.9000549316406,22865.10009765625,2018.3999633789062,-5462.19970703125,632.7000045776367,-116.49999618530273,255.0,135.0,,0.6749319212713226,1.4386493668140319,-0.01392557397273676,True,3,False,4,0.0,False,,76561198039309853,enpitsu,27.0,0.0,-4567.39990234375,223.1199951171875,0.0,1654.4999694824219,-4296.300048828125,-2129.9000549316406,0.0,0.0,0.0,,,0.8148397900517004,1.570773988695805,-1.2727874950602795e-06,2,False,72.0,False,2,True,,Saym,76561198044466257,7.0,17.520000457763672,67.5999984741211,72.62999725341797,9412.5,-17831.600341796875,1573.6000061035156,5183.599853515625,1774.7999572753906,-479.39998626708984,255.0,146.0,,0.6779267602240763,-1.3155043159540467,-0.0018997581160467207,True,3,False,4,0.0,False,,Balian,76561198032255324,7.0,-2687.25,4264.81005859375,17.049999237060547,-19370.10009765625,1160.8000183105469,3.0000001192092896,0.7000000029802322,0.0,1872.7999877929688,255.0,242.0,0.016771496371249396,-3.130784190436625,0.00026867720623314,True,22.0,False,False,False,False,,True
2,171,0,False,False,1,5144.467401943624,9.039999961853027,72.56999969482422,184.99000549316406,9950.30029296875,10778.399658203125,19386.700439453125,5081.700134277344,2553.0999755859375,-1912.2000122070312,1.0,0.16567693439688813,-0.009544449980839115,-0.20970330932529704,76561198044466257,Saym,7.0,-17.520000457763672,-67.5999984741211,72.62999725341797,-9412.5,17831.600341796875,1573.6000061035156,-5183.599853515625,-1774.7999572753906,-479.39998626708984,255.0,146.0,,-0.6779267602240763,1.3155043159540467,-0.0018997581160467207,True,3,False,4,0.0,False,,76561198032255324,Balian,7.0,2832.10009765625,-4270.43994140625,17.049999237060547,19249.69970703125,-438.1999969482422,3.0000001192092896,-1.0000000149011612,-0.0,2218.5000610351562,255.0,250.0,False,-0.016774278706150305,2.974404936754861,0.0001657539667323224,False,False,22.0,False,False,True,,enpitsu,76561198039309853,27.0,-0.0,4554.97998046875,188.85000610351562,-0.0,-1654.4999694824219,-4783.2000732421875,1711.6000366210938,-0.0,0.0,0.0,,,-0.9565765947873844,-1.5707391928567236,-2.096784195051236e-05,True,False,2,2,72.0,False,,games5425898691,bf81d8692db,17.0,-103.05999755859375,170.36000061035156,79.79000091552734,-679.4999694824219,-17583.599853515625,-139.0999984741211,4828.2000732421875,1000.4000091552734,2436.4999389648438,255.0,156.0,-1.2000262686980714,-1.4084775567601548,-0.2306731655908772,True,0.0,False,4,3,False,,
3,306,4,False,False,1,2404.21405061192,2775.89990234375,3641.260009765625,693.6300048828125,-12918.699951171875,1455.5000305175781,-1971.199951171875,-272.5,-183.50000381469727,5990.9002685546875,1.0,-0.23614615533600888,1.0971348778191823,2.570722402222791,76561198032255324,Balian,7.0,2970.010009765625,3652.139892578125,648.4299926757812,-8017.19970703125,16720.6005859375,3929.89990234375,328.4000015258789,-1653.3999633789062,-583.1000137329102,255.0,179.0,,0.636780829098271,-0.455231370162433,-1.3094444805375156,True,False,False,4,131.43482151082765,True,,76561198044466257,Saym,7.0,-2955.760009765625,1783.75,17.020000457763672,19985.10009765625,11101.099853515625,2.199999988079071,-3.6000001430511475,-1.7000000178813934,-528.4999847412109,255.0,45.0,,-0.016765238659126665,2.645071344637644,1.4482097571571526e-05,False,6,167.2382537011177,True,6,True,,enpitsu,76561198039309853,27.0,2484.080078125,4453.97021484375,159.0399932861328,7334.0997314453125,-4463.0999755859375,3817.6998901367188,-1291.300048828125,-2580.4998779296875,-547.2999954223633,128.0,0.0,,0.593431366864529,-2.549130963957847,0.020179768227296186,True,False,2,4,67.0,False,,games5425898691,bf81d8692db,17.0,-2909.68994140625,4466.72998046875,17.010000228881836,6478.800048828125,15467.80029296875,2.3000000417232513,0.09999999776482582,0.3999999910593033,-1890.2999877929688,255.0,0.0,-0.009593973058901922,2.0231678401449704,-8.618661229776534e-05,True,255.0,False,6,6,False,,
4,363,7,False,False,0,9010.008344673071,-530.2100219726562,-3862.580078125,302.8900146484375,7015.4998779296875,23552.7001953125,-965.8000183105469,643.7000274658203,2092.4000549316406,-5586.300048828125,0.0,-0.027558880854526582,-1.1980023635637915,2.8482717233700803,bf81d8692db,games5425898691,17.0,-539.3400268554688,-4079.159912109375,274.7799987792969,-15029.3994140625,13569.200439453125,-104.20000076293945,-1715.8000183105469,4299.4000244140625,2969.89990234375,255.0,0.0,,-0.19279061984311474,2.1569530414132827,2.1021285063459314,True,7,False,8,159.72656347674712,True,,76561198039309853,enpitsu,27.0,-3690.820068359375,-2595.760009765625,15.979999542236328,-7951.199951171875,3837.7999877929688,128.90000343322754,-4.1999998688697815,-11.399999856948853,806.6000366210938,255.0,255.0,True,0.018955171346367847,2.7115264694790495,0.0006476437872299882,2,2,57.0,False,4,True,,Saym,76561198044466257,7.0,-298.04998779296875,-3566.02001953125,263.8500061035156,-10200.0,-14941.400146484375,2957.3001098632812,1858.2000732421875,-1426.3999938964844,-2243.5000610351562,128.0,118.0,,-0.431874883645121,-1.5708886205024515,-1.2121421433040502,True,7,False,8,156.47901950856695,True,,Balian,76561198032255324,7.0,-2241.080078125,-4692.39990234375,16.940000534057617,3593.9999389648438,12685.400390625,24.30000066757202,-32.99999952316284,-0.3999999910593033,-1235.199966430664,255.0,30.0,0.015035076394237349,1.289228248589511,0.00033503631170878057,True,76.7265634767471,True,4,False,False,,
5,365,7,False,False,1,1511.513706884802,500.92999267578125,3681.030029296875,289.7699890136719,15385.50048828125,-13543.399658203125,-2027.7999877929688,-2102.100067138672,1387.8999328613281,-5445.5999755859375,1.0,-0.15835907437307664,1.8505790349304037,2.7762276456485506,76561198044466257,Saym,7.0,378.4200134277344,3691.090087890625,288.1300048828125,7918.2000732421875,14020.50048828125,2922.39990234375,-696.2999725341797,-3255.8999633789062,-4377.60009765625,128.0,121.0,,0.2365911417374819,2.053433134927718,-1.1078545379629665,True,7,False,8,150.2034409763993,True,,76561198032255324,Balian,7.0,2204.409912109375,4584.35986328125,17.020000457763672,-5140.999755859375,-13129.200439453125,3.799999952316284,7.5,-1.8000000715255737,-1568.0999755859375,255.0,30.0,,-0.016337857554997056,-1.1673807893176777,-1.2796342055260912e-07,False,False,70.45098494457943,True,4,True,,enpitsu,76561198039309853,27.0,3768.590087890625,2566.949951171875,16.84000015258789,8896.799926757812,-2582.9000854492188,49.699997901916504,-7.699999809265137,-11.799999475479126,2077.2000122070312,255.0,255.0,False,-0.017420080568805143,-2.863739210396658,0.00042406313609879746,True,2,2,4,57.0,False,,games5425898691,bf81d8692db,17.0,647.7899780273438,3988.580078125,274.1499938964844,14514.89990234375,-12327.7001953125,-64.00000095367432,622.0999908447266,-4754.100036621094,2694.7000122070312,255.0,67.0,0.43178848310563633,-2.1378287846333155,2.543270803753461,True,153.45098494457946,True,8,7,False,,
6,472,11,False,False,0,6198.999342160653,-3988.580078125,-232.47999572753906,443.44000244140625,4812.799987792969,13153.00048828125,6785.7000732421875,887.3000335693359,-1739.7999572753906,5673.2000732421875,0.0,0.4255590148461296,0.23752718326825334,0.41621758639033274,bf81d8692db,games5425898691,17.0,-4028.5,-315.69000244140625,271.6600036621094,-15710.30029296875,10244.69970703125,2553.2000732421875,-1803.2000732421875,3645.5999755859375,-3427.6998901367188,255.0,36.0,,-0.6226851431579191,2.2164832735479463,0.26130283329324,True,8,False,10,5.389488374033277,True,,76561198039309853,enpitsu,27.0,-3921.7900390625,-1358.7099609375,32.709999084472656,-6314.4000244140625,19593.00048828125,2070.0999450683594,-629.5999908447266,3545.4998779296875,-2149.1000366210938,255.0,0.0,False,-0.08721720787344953,1.8326043786763428,0.3393512503806817,2,2,144.0,False,4,True,,Saym,76561198044466257,7.0,-1106.81005859375,-2699.60009765625,94.48999786376953,-6518.900146484375,21955.50048828125,712.6999664306641,-4329.5001220703125,-3391.199951171875,-63.69999885559082,255.0,128.0,False,1.0137454015314253,1.3466714519698755,-0.8127419515116073,True,9,False,10,75.0,False,,Balian,76561198032255324,7.0,-2157.14990234375,2478.110107421875,17.049999237060547,5217.2998046875,17872.099609375,3.0000001192092896,-0.09999999776482582,0.0,-1915.5000305175781,255.0,8.0,0.016754438323634716,1.218206806063293,-1.1089913118431466e-06,True,89.0,False,6,4,False,,
7,589,15,False,False,1,9628.822711928038,2472.969970703125,-4358.81005859375,95.37999725341797,20553.89892578125,202.19999313354492,-456.8000030517578,2461.300048828125,2250.800018310547,-4987.5,1.0,0.8586373141233117,-2.0151032176099264,-1.8807320680481776,76561198032255324,Balian,7.0,2221.89990234375,-4391.33984375,116.5999984741211,13387.5,1577.8999328613281,1910.3999328613281,-37.89999961853027,180.40000915527344,161.90000534057617,128.0,172.0,,0.07078821045923919,3.0002609713260786,-0.0009918636284363051,True,4,False,8,76.0,False,,76561198044466257,Saym,7.0,3364.590087890625,-4591.5400390625,106.30999755859375,-4485.899963378906,-4850.199890136719,312.00000762939453,355.9000015258789,-513.4999847412109,-369.90001678466797,164.0,0.0,False,-0.5038222053522764,-0.2625203302289217,0.778239458454918,False,10,,False,10,True,,enpitsu,76561198039309853,27.0,1626.47998046875,-2676.68994140625,17.049999237060547,11510.899658203125,-1727.7000427246094,3.400000035762787,-0.0,-0.0,2385.2999877929688,255.0,255.0,False,-0.016714492870229664,-3.051060582573595,4.339220743940684e-06,True,2,2,4,131.0,False,,games5425898691,bf81d8692db,17.0,,,,,,,,,,,,,,,True,,,,,,,
8,600,15,False,False,1,9781.482301340953,3250.090087890625,-4353.97998046875,93.12999725341797,19272.5,70.70000171661377,0.0,1644.4000244140625,4221.600036621094,-3933.5000610351562,1.0,0.37670684893327283,-0.8687765968039208,2.913441479684864,76561198044466257,Saym,7.0,3188.659912109375,-4627.759765625,34.20000076293945,-6004.2999267578125,2725.7998657226562,-2305.7000732421875,2664.2001342773438,1192.9000091552734,-2347.5,255.0,0.0,False,-0.32673610223652877,0.4673741000818732,0.10814934014773245,True,10,False,10,,False,,76561198032255324,Balian,7.0,2717.489990234375,-4355.97998046875,153.74000549316406,11243.00048828125,805.1999664306641,-574.3000030517578,-513.6000061035156,289.0999984741211,1076.6000366210938,128.0,188.0,,0.45414609603500244,2.8553024029763145,0.08840790587898595,False,4,76.0,False,8,True,,enpitsu,76561198039309853,27.0,2053.679931640625,-2537.860107421875,17.049999237060547,9541.300048828125,7519.5001220703125,2.5,0.7999999821186066,0.5000000074505806,470.9000015258789,255.0,0.0,False,-0.016725027244706526,2.4296576323300045,-0.0002912206650501297,True,2,2,4,121.59889906196183,True,,games5425898691,bf81d8692db,17.0,,,,,,,,,,,,,,,True,,,,,,,
9,646,17,False,False,0,3523.4090475287185,-3979.510009765625,3435.18994140625,679.0900268554688,8263.300170898438,21696.99951171875,-924.3000030517578,-5944.1998291015625,414.70001220703125,-702.9000091552734,0.0,-0.6769837775441697,1.7908605118080991,-1.5509769805747489,76561198039309853,enpitsu,27.0,-4042.22998046875,3210.969970703125,658.6300048828125,3830.1998901367188,13819.100341796875,15283.399658203125,-1473.5000610351562,-657.6000213623047,475.60001373291016,255.0,0.0,False,-0.777139256476031,1.633378924729855,1.5209532212173142,True,3,2,6,0.0,False,,bf81d8692db,games5425898691,17.0,-2767.530029296875,-4417.58984375,17.010000228881836,-3346.7001342773438,5768.2000732421875,2.0999999344348907,-0.29999999329447746,0.3999999910593033,336.3999938964844,255.0,150.0,,0.009498036097173116,2.1130081569979087,-0.00015531330871350614,False,False,85.0,False,False,True,,Saym,76561198044466257,7.0,-2858.739990234375,4381.31005859375,17.059999465942383,2221.4999389648438,7743.800048828125,1.4000000059604645,0.0,0.9000000357627869,136.49999618530273,0.0,128.0,False,0.01691400310721069,-1.8340285304056763,-1.4881555807976999e-05,True,10,False,10,255.0,False,,Balian,76561198032255324,7.0,-4075.159912109375,3667.280029296875,461.8500061035156,-796.1000061035156,-9756.699829101562,5556.300048828125,1776.9999694824219,368.3000183105469,829.3000030517578,255.0,198.0,-0.49719733975175207,-1.664072347207994,-1.5613277495769056,True,76.0,False,8,4,False,,
