,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_double_jump_active,team_mate_dodge_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake,team_mate_handbrake
42,2729,74.0,False,False,1,895.8496723053664,479.82000732421875,4346.68994140625,115.29000091552734,438.3000183105469,-3927.39990234375,4742.699890136719,4309.5001220703125,481.50001525878906,830.1000213623047,1.0,0.497240324228476,0.11641778733208018,2.8931451628284126,bf81d8692db,games5425898691,18.0,573.1099853515625,4612.580078125,17.010000228881836,-9988.800048828125,-2323.6000061035156,2.0999999344348907,3.3000001311302185,0.5999999865889549,1336.9999694824219,255.0,150.0,,-0.009532212597247564,-0.2455609516481063,0.00014893313240129437,True,,False,4,4,False,,76561198039309853,enpitsu,26.0,402.6600036621094,3690.489990234375,71.16000366210938,6124.0997314453125,13725.10009765625,3980.0,-0.0,-0.0,-0.19999999552965164,128.0,255.0,-0.016749129508972626,1.990549379247861,4.973603761708023e-06,True,False,1,2,56.797014949142294,True,,MattMatt13,16975918336907748554,19,1839.010009765625,3152.3798828125,17.010000228881836,-10242.5,13684.300537109375,-0.19999999552965164,-0.3999999910593033,1.0999999940395355,92.70000457763672,255.0,141.0,,-0.009619169396344626,0.9279173806539626,-2.9531795853040834e-05,True,False,56.33901056935708,True,False,False,,Atlas_Premium,1908425442052235441,16.0,-3432.139892578125,3201.0400390625,16.989999771118164,6113.2000732421875,22084.09912109375,4.600000083446503,0.5000000074505806,1.899999976158142,-755.1000213623047,237.0,107.0,-0.009599908404696683,1.8748401309000098,-1.1958649712942004e-05,True,False,False,182.0,False,False,,,
43,2735,75.0,True,True,1,947.345594432842,486.6300048828125,4285.669921875,203.02000427246094,-6145.3997802734375,24449.29931640625,7074.89990234375,5953.3001708984375,707.2000122070312,239.69999313354492,1.0,0.38196201954628994,-0.5490257206734966,1.8471242219196968,76561198039309853,enpitsu,26.0,519.1599731445312,4141.31982421875,173.52000427246094,-347.79998779296875,15805.50048828125,2212.5,-2032.7999877929688,-5020.199890136719,956.2999725341797,128.0,255.0,,-0.043655887823051756,1.8735994923958152,-0.6769245911597318,True,50.0,False,2,1,False,,bf81d8692db,games5425898691,18.0,390.510009765625,4574.7001953125,17.010000228881836,-10901.099853515625,-1334.7999572753906,2.3999999463558197,-2.0000000298023224,-0.19999999552965164,-2074.199981689453,255.0,0.0,-0.00954984663987556,-0.10545800056304776,-0.00027931829438538534,True,False,4,4,,False,,MattMatt13,16975918336907748554,19,1551.219970703125,3501.6201171875,17.010000228881836,-12046.99951171875,12743.1005859375,2.0000000298023224,0.3999999910593033,-0.7999999821186066,594.7999954223633,255.0,152.0,,-0.009569162151619902,0.7905153501006873,1.0036559077141513e-07,True,False,52.0,False,False,False,,Atlas_Premium,1908425442052235441,16.0,-3232.4599609375,3756.5,16.989999771118164,9267.80029296875,20852.80029296875,4.600000083446503,0.19999999552965164,-0.0,-772.5,229.0,76.0,-0.009597613277313687,2.0145896226425406,-3.015109394602337e-05,True,False,False,182.0,False,False,,,
44,2999,75.0,False,True,0,5155.716511169966,12.170000076293945,64.9000015258789,95.08000183105469,1852.7999877929688,22076.59912109375,5148.699951171875,679.4000244140625,1162.0999908447266,-5847.0001220703125,0.0,-0.010149341998063218,-0.27500309173529564,-0.015212419326820738,16975918336907748554,MattMatt13,19.0,-66.95999908447266,-79.25,96.95999908447266,-2557.7999877929688,8403.900146484375,2316.699981689453,-3595.1998901367188,-4142.9998779296875,399.70001220703125,255.0,244.0,,0.0686892047255873,1.0604374250480202,-0.5725648093021724,True,0.0,False,4,3,False,,1908425442052235441,Atlas_Premium,16.0,118.97000122070312,-1147.5400390625,16.989999771118164,120.10000228881836,13851.8994140625,9.300000071525574,4.799999892711639,4.799999892711639,-11.499999761581421,134.0,128.0,0.00989421299866552,1.5605003385176803,-0.00024930560164446495,True,False,4,4,74.0,False,,enpitsu,76561198039309853,26,59.310001373291016,119.23999786376953,150.75,-1676.6999816894531,-490.49999237060547,3885.7998657226562,3964.5001220703125,-3304.1000366210938,1901.199951171875,0.0,128.0,,-1.0138812426404926,-2.1597877535575463,0.0722652286341019,True,False,0.0,False,2,False,,games5425898691,bf81d8692db,19.0,2873.43994140625,4044.830078125,17.010000228881836,16285.0,-4626.600036621094,2.3000000417232513,0.19999999552965164,0.0,-1983.9999389648438,255.0,0.0,0.009584836652337685,-0.34643582574599585,-2.856282652912786e-05,True,False,False,0.0,False,False,300.0,,False
45,3009,75.0,False,False,0,4862.162204632058,-49.7400016784668,352.04998779296875,93.13999938964844,-1555.8999633789062,7782.39990234375,0.0,-3537.6998901367188,-1215.6999969482422,-1748.800048828125,0.0,-0.892536422804373,-0.8437651237138515,-0.30687345355155726,16975918336907748554,MattMatt13,19.0,-202.3699951171875,150.19000244140625,106.72000122070312,-3935.2999877929688,6749.6002197265625,-156.30000114440918,-3280.4000854492188,-4410.400085449219,191.5999984741211,255.0,243.0,,0.07462535190320783,0.7246700123152716,-3.1280428237007563,True,0.0,False,4,3,False,,1908425442052235441,Atlas_Premium,16.0,123.7699966430664,-694.9600219726562,17.010000228881836,149.49999809265137,13783.900146484375,2.0999999344348907,0.0,0.0,0.0,128.0,128.0,0.009643739762774627,1.5599236152452907,9.796618323041271e-07,True,False,4,4,104.0,False,,enpitsu,76561198039309853,26,68.52999877929688,214.58999633789062,278.8399963378906,422.59998321533203,2853.599853515625,2603.3999633789062,1248.3000183105469,-231.70000076293945,-1143.8999938964844,0.0,128.0,,0.006681656265151988,-2.643419369198547,-0.564136280371197,True,False,0.0,False,2,False,,games5425898691,bf81d8692db,19.0,3302.93994140625,3746.4599609375,17.010000228881836,9472.80029296875,-12724.49951171875,2.3000000417232513,0.09999999776482582,-0.19999999552965164,-2032.1000671386719,255.0,0.0,0.009595727576383184,-1.0000213262941287,-2.3163130840781726e-05,True,False,False,255.0,False,False,,,False
46,3020,76.0,False,False,0,4559.481556791423,-110.95999908447266,648.6099853515625,93.13999938964844,-1443.3999633789062,6765.4998779296875,0.0,-5618.0999755859375,-1354.2999267578125,-1613.0000305175781,0.0,-0.2684541477009868,1.4128907880224766,2.7400310893320454,16975918336907748554,MattMatt13,19.0,-365.3900146484375,441.3999938964844,86.8499984741211,-3755.4998779296875,6962.80029296875,-1432.8999328613281,-1371.9000244140625,-1592.2999572753906,266.9000053405762,255.0,128.0,,-0.09592631842410773,1.0653112169986887,0.8007522929090604,True,0.0,False,4,4,False,,1908425442052235441,Atlas_Premium,16.0,51.33000183105469,-138.19000244140625,17.010000228881836,-2468.6000061035156,13082.2998046875,2.0999999344348907,-0.29999999329447746,2.0999999344348907,426.3999938964844,181.0,184.0,0.009580124337949913,1.7466565554708653,0.00010163585808165258,True,False,4,4,104.0,False,,enpitsu,76561198039309853,26,90.36000061035156,337.5899963378906,329.6400146484375,541.8999862670898,2909.1000366210938,-158.50000381469727,-147.7999973297119,626.5999984741211,213.60000610351562,128.0,0.0,,-0.23574895494930395,-2.6309996444645094,-0.7489017357187912,True,False,0.0,False,2,False,,games5425898691,bf81d8692db,19.0,3427.7099609375,3156.159912109375,17.010000228881836,-3397.5,-13610.0,0.09999999776482582,-0.29999999329447746,0.0,-2191.3999938964844,255.0,0.0,0.009604545627370694,-1.8798820978589557,-6.00545506598737e-06,True,False,False,245.63452052813705,True,False,,,False
47,3034,76.0,False,False,0,4240.610826373963,-178.72999572753906,960.489990234375,93.13999938964844,-1210.1000213623047,5530.8001708984375,0.0,-5785.0,-1266.2000274658203,-964.3000030517578,0.0,0.14818426548738697,-0.8183764155228619,0.004543248974412328,16975918336907748554,MattMatt13,19.0,-491.5799865722656,813.3699951171875,16.8799991607666,-1473.3000183105469,8345.700073242188,32.200000286102295,0.19999999552965164,24.90000009536743,2401.699981689453,255.0,253.0,,0.009684488658235884,1.7555850516325504,-0.0014012958823316477,True,0.0,False,4,4,False,,1908425442052235441,Atlas_Premium,16.0,-127.5999984741211,566.72998046875,17.010000228881836,-4386.7999267578125,14989.7998046875,1.899999976158142,0.0,0.0,221.90000534057617,207.0,140.0,0.009586697931095529,1.8612053594707776,-1.6845831948917864e-05,True,False,4,4,87.0,False,,enpitsu,76561198039309853,26,117.80999755859375,485.2099914550781,236.3300018310547,541.8999862670898,2909.1000366210938,-3458.599853515625,-1662.1000671386719,1402.5,-1738.5000610351562,255.0,128.0,,-0.7827403208325263,3.103063735246321,-0.45039823203969664,True,False,0.0,False,2,False,,games5425898691,bf81d8692db,19.0,2875.6298828125,2624.10009765625,17.010000228881836,-16789.89990234375,-4807.5,0.0,-0.09999999776482582,-0.09999999776482582,-1985.5000305175781,255.0,0.0,0.009588129640032932,-2.9320773612642665,-2.7969783221186013e-05,True,False,False,201.77895916405544,True,False,,,False
48,3038,76.0,False,False,0,4158.274048300095,-196.33999633789062,1041.010009765625,93.13999938964844,-1157.0999908447266,5290.9002685546875,0.0,-5798.2000732421875,-1268.0999755859375,-873.0000305175781,0.0,-0.6401965378343443,-0.84363665084547,-0.44456866671596623,1908425442052235441,Atlas_Premium,16.0,-203.13999938964844,815.8300170898438,17.010000228881836,-4565.7000732421875,14933.00048828125,2.0000000298023224,0.09999999776482582,-1.0000000149011612,-137.60000228881836,212.0,86.0,False,0.00957841895370757,1.870472608893009,-1.9966540006108116e-05,True,87.0,False,4,4,False,,16975918336907748554,MattMatt13,19.0,-511.1000061035156,883.280029296875,17.010000228881836,-3094.2999267578125,8354.199829101562,6.200000047683716,-1.8000000715255737,6.200000047683716,2447.5999450683594,255.0,253.0,0.009528473671882535,1.9583449415760197,-0.0003382497801089976,True,False,4,4,0.0,False,,enpitsu,76561198039309853,26,122.30999755859375,509.4100036621094,205.02999877929688,541.8999862670898,2909.1000366210938,-3999.5999145507812,-1419.6000671386719,1185.4000091552734,-1480.3999328613281,255.0,0.0,,-0.8647880181362583,2.813605021410016,-0.23783007915130663,True,False,0.0,False,2,False,,games5425898691,bf81d8692db,19.0,2577.8701171875,2592.72998046875,17.010000228881836,-18540.400390625,907.6999664306641,0.0,-0.19999999552965164,-0.09999999776482582,-1975.8000183105469,255.0,0.0,0.00959125175762287,3.0222570884741473,-2.712112915107611e-05,True,False,False,189.2126109266794,True,False,,,
49,3074,78.0,False,False,1,8433.441063199192,136.6999969482422,-3259.18994140625,126.80999755859375,31542.19970703125,-5379.6002197265625,7350.7000732421875,3606.6000366210938,-3007.9998779296875,-3734.1000366210938,1.0,-0.8534143922944525,-1.6271133318864281,1.1853893096282844,bf81d8692db,games5425898691,19.0,1.600000023841858,-3290.72998046875,87.48999786376953,19478.1005859375,1973.9999389648438,1452.2999572753906,635.9000015258789,5455.999755859375,-276.9000053405762,255.0,54.0,,-0.6973677065739343,2.6232499631002795,0.427615179197718,True,121.0,False,4,3,False,,76561198039309853,enpitsu,26.0,-63.560001373291016,-1339.0,17.049999237060547,-1202.300033569336,-10621.300048828125,2.5999999046325684,-0.0,0.7000000029802322,-278.4000015258789,255.0,128.0,-0.016694054770491254,-1.4316378930078903,0.0001979091842574432,True,False,False,2,31.0,False,,MattMatt13,16975918336907748554,19,1907.449951171875,-875.530029296875,17.010000228881836,12841.800537109375,3859.5001220703125,2.0000000298023224,0.5000000074505806,0.3999999910593033,0.0,255.0,128.0,,-0.009544703036833605,2.849627411588739,-5.255844701696758e-05,True,4,0.0,False,4,False,,Atlas_Premium,1908425442052235441,16.0,232.8699951171875,-3062.89990234375,19.459999084472656,-541.1000061035156,-12885.0,2961.400146484375,2.5,-0.0,-32.99999952316284,22.0,128.0,-0.009914339277654428,-1.5238957556061,4.219862621910779e-05,True,5,4,49.0,False,False,,False,
50,3152,81.0,False,False,1,7421.076943101856,1776.3900146484375,-2228.669921875,244.14999389648438,-13166.199951171875,25658.30078125,2749.89990234375,1442.2999572753906,-4767.60009765625,1079.4999694824219,1.0,0.474165200776181,-0.36853175720167053,-1.2179835547627855,76561198039309853,enpitsu,26.0,1962.260009765625,-2339.4599609375,129.42999267578125,8835.10009765625,11285.30029296875,5017.5,-0.29999999329447746,0.3999999910593033,8.899999856948853,128.0,128.0,,-0.01708970276276219,2.230386468127934,2.9035770239215e-05,True,54.0,False,4,False,2,,bf81d8692db,games5425898691,19.0,1844.97998046875,-2484.489990234375,162.1699981689453,-7765.8001708984375,20368.800048828125,2274.4000244140625,-1509.1000366210938,-3758.9999389648438,-725.5000305175781,255.0,223.0,0.42611758322539517,1.3236058984055896,-0.11755857740833883,True,False,5,6,36.44628807549835,True,,MattMatt13,16975918336907748554,22,3450.72998046875,819.280029296875,17.010000228881836,-989.4000244140625,11840.799560546875,2.0999999344348907,-0.0,-1.0000000149011612,-292.39999771118164,255.0,128.0,,-0.00955703341325652,1.5205399482542632,0.00022493978607018213,True,4,,False,4,False,,Atlas_Premium,1908425442052235441,17.0,3293.39990234375,-4370.47021484375,17.190000534057617,-1322.5,-1865.0999450683594,15.800000429153442,22.40000009536743,8.199999928474426,-1242.699966430664,128.0,0.0,-0.001218491652445574,-1.0825826149957374,0.009563970965193866,True,6,4,19.0,False,4,,,
51,3326,87.0,False,False,1,4345.543870396686,-3403.5400390625,4509.35986328125,337.4200134277344,25845.50048828125,6822.7001953125,-12445.699462890625,-2499.7000122070312,-293.6000061035156,-4471.700134277344,1.0,-0.582495751541823,-1.6245202719834928,-1.8291481716652236,bf81d8692db,games5425898691,19.0,-3615.110107421875,4418.240234375,425.17999267578125,14634.7998046875,10244.100341796875,-14204.49951171875,-167.70000457763672,191.5999984741211,74.40000057220459,255.0,128.0,,-0.6944813756542306,2.34753900741165,1.5778082266054079,True,167.0,False,7,6,False,,76561198039309853,enpitsu,26.0,1067.949951171875,-981.739990234375,45.45000076293945,-17781.400146484375,265.40000915527344,-2534.9000549316406,-105.50000190734863,-1887.2000122070312,-75.59999942779541,255.0,0.0,0.2575661546954734,0.045487343116115755,-0.0019274637429674312,True,2,2,6,255.0,False,,MattMatt13,16975918336907748554,20,-1744.6300048828125,4820.10986328125,16.979999542236328,2780.7000732421875,443.1999969482422,5.799999833106995,0.7000000029802322,0.3999999910593033,-192.39999771118164,128.0,167.0,,-0.009575745214255011,-0.13003796249896613,-1.985874141427299e-05,True,4,186.0,False,4,False,,Atlas_Premium,1908425442052235441,16.0,-40.869998931884766,3494.860107421875,17.010000228881836,2793.800048828125,11221.500244140625,2.0999999344348907,-0.09999999776482582,-0.5999999865889549,301.299991607666,241.0,155.0,-0.009550738315641304,1.8256920700110049,0.00016067173509642688,True,8,6,202.0,False,4,,,False
52,3391,89.0,True,True,1,680.462302105114,501.45001220703125,4585.60009765625,280.510009765625,6219.69970703125,10369.100341796875,2672.3001098632812,2127.2999572753906,-897.3999786376953,5537.8997802734375,1.0,-1.1951210055108206,-1.5683874651229934,-2.86387738262066,bf81d8692db,games5425898691,19.0,560.4400024414062,4498.10986328125,176.32000732421875,19077.099609375,12657.39990234375,2202.7000427246094,-4061.300048828125,-1863.5000610351562,-916.5000152587891,255.0,255.0,,0.5645944064591585,2.8112485537674314,-0.1305617152943853,True,74.56393978416278,True,10,7,False,,76561198039309853,enpitsu,26.0,1255.81005859375,2024.6400146484375,17.059999465942383,14900.699462890625,8459.099731445312,1.4000000059604645,0.29999999329447746,-0.0,-269.0999984741211,255.0,255.0,-0.016783314296693344,2.6468513677087975,0.00010428282072164963,True,2,2,6,182.0,False,,MattMatt13,16975918336907748554,19,-2488.719970703125,4691.89990234375,22.68000030517578,-3509.2001342773438,-947.6000213623047,-2928.900146484375,1885.7000732421875,-5099.100036621094,831.9000244140625,255.0,251.0,,0.1579243493873171,-1.1301409588112428,-0.2032775528147987,True,4,186.0,False,6,4,,Atlas_Premium,1908425442052235441,16.0,392.010009765625,4609.259765625,17.010000228881836,9695.599975585938,-3041.199951171875,-0.19999999552965164,-1.899999976158142,0.5000000074505806,-210.40000915527344,255.0,128.0,-0.009534748339506125,-2.8144207141244393,0.00022509782427351872,True,8,6,217.37944086649085,True,4,,,
53,3682,90.0,False,False,0,5218.469349953712,38.470001220703125,5.880000114440918,104.54000091552734,5972.9998779296875,-894.8000335693359,-244.50000762939453,1575.7000732421875,-635.2000045776367,655.6999969482422,0.0,-0.16032166901285783,-0.048205156935444575,0.2712806095273496,16975918336907748554,MattMatt13,19.0,17.719999313354492,-125.58000183105469,102.26000213623047,2634.89990234375,1817.2000122070312,6.299999952316284,-4683.699951171875,228.70000839233398,-2873.9999389648438,255.0,49.0,,1.310337635018406,-2.6955627987810558,2.2092064448693884,True,9.543526836620867,True,4,3,False,,1908425442052235441,Atlas_Premium,16.0,0.0,-2255.280029296875,17.010000228881836,-1.7000000178813934,13231.199951171875,2.0999999344348907,-0.5999999865889549,0.0,0.0,239.0,,0.00951389076875119,1.5709568374286311,7.63498569445753e-07,True,False,4,4,116.0,False,,enpitsu,76561198039309853,26,1.9800000190734863,155.44000244140625,125.83000183105469,4755.7000732421875,-13880.30029296875,3125.7000732421875,4932.099914550781,920.9999847412109,-2253.000030517578,255.0,255.0,,0.8472640825596451,-1.717264634682739,-0.42452769658645306,True,1,31.0,False,2,False,,games5425898691,bf81d8692db,19.0,-3031.469970703125,3961.02001953125,17.010000228881836,-19551.300048828125,-2055.7000732421875,2.3000000417232513,0.09999999776482582,0.0,2004.2999267578125,255.0,255.0,0.009580925622283994,-2.9607526932455293,1.8215408788430733e-05,True,False,False,255.0,False,False,310.0,,
54,3688,91.0,False,False,1,5219.2327342391945,-150.60000610351562,26.780000686645508,94.30000305175781,-6051.9000244140625,7704.5001220703125,414.39998626708984,-1101.9999694824219,-2959.5999145507812,-1815.8999633789062,1.0,-0.0632881452834642,0.27875741769454476,0.30582536037527935,76561198039309853,enpitsu,26.0,-101.36000061035156,-127.2300033569336,163.52999877929688,-3834.1000366210938,-365.49999237060547,644.0000152587891,-4906.700134277344,-640.5999755859375,2400.5999755859375,255.0,255.0,,-0.44863516925460994,-2.416322970991586,2.904356709583587,True,31.0,False,2,1,False,,bf81d8692db,games5425898691,19.0,3310.760009765625,-3885.889892578125,17.010000228881836,17530.799560546875,7533.699951171875,2.3000000417232513,-0.29999999329447746,-0.0,2003.800048828125,255.0,255.0,-0.00957404948675626,2.6599848943021396,3.461199994595197e-05,True,False,False,False,255.0,False,,MattMatt13,16975918336907748554,19,-52.220001220703125,136.49000549316406,101.41000366210938,-2336.300048828125,2072.899932861328,292.60000228881836,4383.0999755859375,-3196.0000610351562,-907.2000122070312,255.0,128.0,,-0.6310886348772926,2.283478975943189,3.024582015813102,True,3,0.0,False,4,False,,Atlas_Premium,1908425442052235441,16.0,-0.10999999940395355,1918.22998046875,17.010000228881836,-61.30000114440918,-13697.5,2.0999999344348907,0.5999999865889549,0.7999999821186066,-157.70000457763672,238.0,102.0,-0.009513880342825347,-1.5678151273847338,-1.4181665128788625e-05,True,4,4,116.0,False,False,,,
55,3690,91.0,False,False,0,5346.452569242429,211.11000061035156,-90.56999969482422,94.16999816894531,9236.799926757812,-4163.599853515625,-395.0,2715.8999633789062,1755.8999633789062,-4227.900085449219,0.0,0.34253198999258916,-0.49195816257484243,0.3538765162471386,16975918336907748554,MattMatt13,19.0,73.44999694824219,-155.6999969482422,101.37999725341797,2298.6000061035156,-2115.0999450683594,-143.99999618530273,-5123.4002685546875,1929.9000549316406,-525.4000091552734,255.0,128.0,,0.0033461462845933592,-2.3053229895594383,-3.048706848529932,True,0.0,False,4,3,False,,1908425442052235441,Atlas_Premium,16.0,4.579999923706055,-1792.300048828125,17.010000228881836,1021.9999694824219,13739.49951171875,2.3000000417232513,-0.3999999910593033,-1.1999999731779099,-1546.3999938964844,237.0,0.0,0.009544202777939482,1.4856437264824163,-0.00020805970573682496,True,False,4,4,116.0,False,,enpitsu,76561198039309853,26,136.27999877929688,130.75999450683594,166.36000061035156,3787.0001220703125,400.6999969482422,32.40000009536743,4958.999938964844,467.09999084472656,2332.2999572753906,255.0,255.0,,0.03548518094591818,2.5995509824612064,2.443940638022672,True,1,31.0,False,2,False,,games5425898691,bf81d8692db,19.0,-3462.02001953125,3802.050048828125,17.010000228881836,-15567.2998046875,-10425.0,2.3000000417232513,0.3999999910593033,0.0,1998.8999938964844,255.0,255.0,0.00957746519008857,-2.476531151822963,4.86563619701737e-05,True,False,False,255.0,False,False,,,
56,3724,92.0,False,False,0,6030.179677929778,1148.1500244140625,-533.1400146484375,96.48999786376953,13652.80029296875,9355.700073242188,4017.7999877929688,4980.199890136719,2946.7999267578125,-758.0999755859375,0.0,1.230164302977006,0.06409062427984719,1.663964007792554,1908425442052235441,Atlas_Premium,18.0,1035.8399658203125,-678.8200073242188,17.010000228881836,12212.099609375,5843.0999755859375,2.3000000417232513,1.8000000715255737,0.7999999821186066,1505.5000305175781,169.0,255.0,,0.0095763215207714,0.4635403365169664,0.00012605481816937056,True,116.0,False,4,4,False,,16975918336907748554,MattMatt13,19.0,547.75,-267.70001220703125,17.010000228881836,7964.89990234375,1593.3999633789062,2.3000000417232513,3.8999998569488525,1.1999999731779099,764.4000244140625,255.0,253.0,0.00947751420869631,0.177763540398255,7.00879006571757e-05,True,False,4,4,0.0,False,,enpitsu,76561198039309853,26,628.4099731445312,178.44000244140625,17.020000457763672,8204.500122070312,2697.7999877929688,7.400000095367432,0.0,5.5000001192092896,2428.000030517578,255.0,128.0,,0.0163751497843452,0.3338636321138245,-6.9249346655181e-05,True,2,0.0,False,2,False,,games5425898691,bf81d8692db,19.0,-3085.60009765625,2206.89990234375,17.0,15285.2001953125,-5091.7999267578125,3.400000035762787,-4.399999976158142,1.5000000596046448,1079.1000366210938,255.0,128.0,0.009572370553915542,-0.26467318946280066,-6.1421191459287084e-06,True,False,False,244.0,False,False,,,
57,3810,95.0,False,False,0,6004.213725600633,3967.159912109375,1618.5999755859375,509.9599914550781,-9154.89990234375,12388.00048828125,11205.50048828125,-2268.9999389648438,-2035.0999450683594,700.5999755859375,0.0,0.6994902776064315,0.9352497398028169,1.4385562905205562,1908425442052235441,Atlas_Premium,18.0,4079.8798828125,1536.1800537109375,408.19000244140625,-367.40001678466797,6948.3001708984375,12646.8994140625,-298.799991607666,208.60000610351562,100.0,255.0,128.0,,-1.0787683874123288,1.6601612866171136,-1.6728811362004024,True,204.85749676663386,True,4,4,False,,16975918336907748554,MattMatt13,21.0,3172.2900390625,-3665.429931640625,17.010000228881836,-439.1999816894531,-20290.999755859375,2.199999988079071,-0.09999999776482582,1.1999999731779099,-743.7999725341797,255.0,65.0,0.009606605559775666,-1.6090908818405918,-3.1346294702614425e-05,False,False,6,6,,False,,enpitsu,76561198039309853,26,2986.4599609375,3815.010009765625,17.030000686645508,4297.900085449219,16156.99951171875,5.099999904632568,0.0,-0.29999999329447746,-25.0,255.0,255.0,True,0.016781788887433643,1.3078628974011248,3.5853139978061095e-05,True,2,,False,2,False,,games5425898691,bf81d8692db,19.0,-302.94000244140625,5131.7099609375,17.0,8244.199829101562,3322.39990234375,3.700000047683716,0.29999999329447746,-1.5999999642372131,-2084.2999267578125,128.0,1.0,0.009756094167547556,0.3511794870416026,-4.9801280293284005e-05,True,False,False,255.0,False,False,,,
58,3903,98.0,True,True,0,2084.3044916821295,1141.030029296875,4698.60009765625,630.219970703125,-23701.99951171875,8941.199951171875,-15042.80029296875,-1830.2999877929688,-138.90000343322754,3597.39990234375,0.0,0.6858138832338001,-2.102769112583078,-0.08365298555739234,1908425442052235441,Atlas_Premium,16.0,1324.8499755859375,4565.8701171875,791.989990234375,-11366.800537109375,16209.200439453125,-11706.99951171875,-3349.8001098632812,-1660.0,-4033.900146484375,246.0,15.0,,1.0669758517513717,2.653389625298963,0.05783284676156413,True,78.0,False,4,5,False,,16975918336907748554,MattMatt13,20.0,469.3299865722656,-543.9600219726562,17.030000686645508,290.0,18619.000244140625,-0.5000000074505806,-3.0000001192092896,2.7000001072883606,-462.2999954223633,0.0,128.0,0.00980879090890303,1.519887546920274,7.080951571108635e-05,True,False,6,6,182.0,False,,enpitsu,76561198039309853,26,966.5399780273438,4738.009765625,866.1599731445312,-4521.9000244140625,-7209.4000244140625,2038.9999389648438,0.0,17.200000286102295,0.0,128.0,128.0,False,-1.042396558943206,3.1082799663890768,-1.5420455812900244,True,2,255.0,False,4,2,,games5425898691,bf81d8692db,19.0,564.1400146484375,4811.22021484375,17.0,8293.099975585938,-9551.699829101562,1.1999999731779099,1.899999976158142,-2.0000000298023224,1256.3999938964844,255.0,255.0,0.009549411196522641,-0.8616720450593056,0.00022412999747368153,True,False,False,211.205427646637,True,False,,,
