,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,169,0,False,True,0,5179.744255462185,17.139999389648438,41.380001068115234,94.94000244140625,10027.000122070312,28199.599609375,2628.5000610351562,304.3000030517578,-172.5,1309.7999572753906,0.0,-0.0029199024337645597,0.021836691827880006,0.00504493502616422,6567659010494770228,DENsilv9,45.0,-97.30999755859375,-223.8800048828125,62.11000061035156,15289.89990234375,16993.800048828125,2521.199951171875,-2387.7000427246094,3750.4998779296875,-283.700008392334,255.0,68.0,,0.09485555013846406,1.0419233593484885,0.024586083430302566,True,0.0,False,4,3,False,,b73bc6ab6ab,AdriBF11,9.0,-2827.47998046875,-3987.530029296875,17.010000228881836,-17271.500244140625,-2773.800048828125,3.1999999284744263,-0.5000000074505806,0.0,-3047.5,255.0,0.0,False,0.009594656773034713,3.0271526826584876,-0.0001335252347386914,True,False,False,0.0,False,False,,enpitsu,76561198039309853,24,-121.88999938964844,4201.22998046875,17.049999237060547,2600.1998901367188,-6851.5997314453125,3.1999999284744263,0.3999999910593033,-0.7000000029802322,101.89999580383301,255.0,0.0,False,0.016630636727859235,-1.1976779802112456,-0.00012186815505178975,True,False,False,116.0,False,False,,games5425898691,bf81d8692db,22.0,96.69999694824219,478.760009765625,81.93000030517578,-5028.699951171875,-22224.89990234375,2473.9999389648438,5460.4998779296875,-653.3000183105469,74.80000019073486,128.0,150.0,,0.6854539985671948,-1.738796189824157,-0.024247736341027126,True,3,4,False,0.0,False,
1,171,0,False,False,1,5322.163949435915,-103.6500015258789,-87.44000244140625,146.94000244140625,-18243.00048828125,12264.599609375,9131.599731445312,2232.100067138672,867.0999908447266,5501.400146484375,1.0,0.12039519494393167,-0.3347729276399655,0.13779689496990594,bf81d8692db,games5425898691,22.0,-46.41999816894531,-256.5199890136719,95.87999725341797,5028.699951171875,22224.89990234375,18.799999952316284,-5469.7998046875,460.49999237060547,344.1999816894531,128.0,198.0,,-1.4033583264848801,1.936571857024469,-0.26804627149055554,True,0.0,False,4,3,False,,76561198039309853,enpitsu,24.0,98.6500015258789,-4141.3798828125,17.049999237060547,-2926.099853515625,7452.2998046875,3.1999999284744263,-0.3999999910593033,0.5999999865889549,23.900001049041748,255.0,0.0,False,-0.016642981335696805,1.193526508214564,-6.949589242481217e-05,True,False,False,116.0,False,False,,AdriBF11,b73bc6ab6ab,9,2967.330078125,3996.280029296875,17.010000228881836,16181.700439453125,-531.8000030517578,3.4999999403953552,0.3999999910593033,-0.0,-3375.5999755859375,255.0,0.0,False,-0.009594632523455255,-2.756850725580161,-9.356643090602819e-05,True,False,False,255.0,False,False,40.0,DENsilv9,6567659010494770228,45.0,-23.219999313354492,96.12000274658203,80.36000061035156,-13979.69970703125,-14380.30029296875,1922.5,2802.7999877929688,-4528.299865722656,1374.1000366210938,255.0,181.0,,-0.5021255841553741,-1.3080332680712952,0.3442172893953106,True,3,4,False,0.0,False,
2,172,0,False,False,0,5169.977165990853,132.85000610351562,73.43000030517578,160.6300048828125,18943.199462890625,6310.0,11373.399658203125,5470.9002685546875,-188.4000015258789,-2456.199951171875,0.0,-0.16213292478879524,0.3189239733492674,0.22092534441858858,6567659010494770228,DENsilv9,45.0,132.1300048828125,-32.38999938964844,87.55999755859375,13075.6005859375,4885.5999755859375,160.9000015258789,-4194.599914550781,3374.7000122070312,1124.8999786376953,255.0,199.0,,0.931383848002633,1.9023499620721547,0.7191255330449999,True,0.0,False,4,3,False,,b73bc6ab6ab,AdriBF11,9.0,-2967.330078125,-3996.280029296875,17.010000228881836,-16181.700439453125,531.8000030517578,3.4999999403953552,-0.3999999910593033,0.0,-3375.5999755859375,255.0,0.0,False,0.009594632523455255,2.756850725580161,-9.356643090602819e-05,True,False,False,255.0,False,False,,enpitsu,76561198039309853,24,-98.6500015258789,4141.3798828125,17.049999237060547,2926.099853515625,-7452.2998046875,3.1999999284744263,0.3999999910593033,-0.5999999865889549,23.900001049041748,255.0,128.0,False,0.016642981335696805,-1.193526508214564,-6.949589242481217e-05,True,False,False,116.0,False,False,,games5425898691,bf81d8692db,22.0,21.579999923706055,180.74000549316406,99.2300033569336,-3175.4998779296875,-9470.2001953125,1255.8999633789062,2064.7000122070312,1836.3999938964844,4755.400085449219,128.0,198.0,,1.4736281293430782,-2.211870537142127,-1.1348357223901195,True,3,4,False,0.0,False,
3,310,5,False,False,1,7853.370500316113,-1382.780029296875,-2375.489990234375,378.95001220703125,-1973.3999633789062,7082.9998779296875,14533.1005859375,5135.8001708984375,2921.300048828125,-1043.0999755859375,1.0,-0.22317152020534536,1.882357622242656,-1.9995437712056991,76561198039309853,enpitsu,24.0,-1343.550048828125,-2529.830078125,187.5399932861328,-1850.8000183105469,21316.10107421875,3728.3999633789062,2703.9999389648438,236.39999389648438,0.7999999821186066,255.0,128.0,,0.839276487309785,1.4829638577890185,-0.00038433901160099076,True,0.0,False,2,1,False,,bf81d8692db,games5425898691,22.0,3405.719970703125,-3026.429931640625,17.0,-698.3999633789062,-22533.9990234375,3.8999998569488525,-0.0,-0.3999999910593033,82.20000267028809,255.0,128.0,,-0.00958996894471591,-1.549568566311296,-7.127160098241047e-05,True,False,6,205.0,False,6,,AdriBF11,b73bc6ab6ab,9,-195.6199951171875,3737.5400390625,17.0,-983.0000305175781,-2978.3999633789062,3.8999998569488525,-0.0,-0.0,-36.70000076293945,234.0,128.0,,-0.009478511911307977,-1.2512681299564756,2.5952681902463337e-05,True,4,False,255.0,False,4,,DENsilv9,6567659010494770228,10.0,-1777.5,-1991.77001953125,186.75999450683594,21443.40087890625,-7676.099853515625,3202.0999145507812,-528.1999969482422,-1607.4000549316406,75.39999961853027,255.0,128.0,,0.769975334898349,-2.867640737726857,-0.018102939062013164,True,6,8,False,142.1865464795019,True,
4,438,9,False,False,1,5409.173573808831,-2178.429931640625,689.489990234375,170.5,15705.50048828125,11297.19970703125,11367.099609375,1920.7000732421875,-5656.7999267578125,-557.2999954223633,1.0,0.6932382956452365,3.0535825168627144,0.04623560244001848,76561198039309853,enpitsu,24.0,-2386.85009765625,568.4600219726562,66.9000015258789,13453.299560546875,12103.199462890625,2615.10009765625,-2769.7000122070312,3881.199951171875,-1496.0000610351562,255.0,0.0,False,-0.13776122717274236,2.563332649591321,-0.007650699905541651,True,0.0,False,4,3,False,,bf81d8692db,games5425898691,22.0,-3891.10009765625,-1693.989990234375,24.6200008392334,3479.5001220703125,20998.9990234375,-655.4000091552734,-433.8999938964844,-1312.2000122070312,-951.8000030517578,255.0,42.0,,-0.04556509062937462,1.7578568745264183,0.21822019994019634,True,False,6,255.0,False,6,,AdriBF11,b73bc6ab6ab,9,-655.9099731445312,4587.39990234375,17.010000228881836,-5107.5,-11089.300537109375,2.5,0.5999999865889549,-0.09999999776482582,0.0,128.0,128.0,,-0.009594350667144006,-1.139177019936119,1.3365255616018618e-05,True,4,False,236.0,False,4,,DENsilv9,6567659010494770228,10.0,3606.31005859375,-1921.97998046875,92.58999633789062,2679.2999267578125,22736.10107421875,2183.2000732421875,-5462.19970703125,638.4000015258789,77.30000019073486,255.0,165.0,,-0.45442719176184115,1.8201268083499706,-0.040039407961718794,False,7,10,False,44.0,False,
5,580,14,False,False,0,9295.113261126322,-2791.219970703125,-3959.85009765625,387.2799987792969,-14601.99951171875,14756.500244140625,387.7000045776367,1587.7000427246094,-1870.5000305175781,-5475.30029296875,0.0,0.5084350862237565,-2.037893545484238,-0.10934850156774947,b73bc6ab6ab,AdriBF11,9.0,-2646.9599609375,-4069.199951171875,286.4700012207031,-14716.99951171875,6461.199951171875,1388.3999633789062,72.60000228881836,525.2000045776367,-473.80001068115234,128.0,126.0,,-0.823629945718712,1.6949073014048264,0.5041226313238097,True,188.0,False,8,6,False,,6567659010494770228,DENsilv9,10.0,-1562.9599609375,-3587.780029296875,17.0,-4765.899963378906,-2534.499969482422,3.8999998569488525,0.7999999821186066,0.0,-218.1999969482422,128.0,76.0,,0.009613594864727145,-2.6414988163771747,-7.81957751433234e-05,True,False,8,255.0,False,10,,enpitsu,76561198039309853,24,-2784.06005859375,-2279.43994140625,17.059999465942383,-1159.1000366210938,1932.8999328613281,2.0000000298023224,-0.5000000074505806,0.09999999776482582,-1293.699951171875,0.0,255.0,,0.016955986362864578,-1.2880506253788893,-0.00012218355411657187,True,6,False,76.0,False,6,,games5425898691,bf81d8692db,23.0,-3087.199951171875,-3009.77001953125,168.85000610351562,8501.400146484375,-21280.10009765625,1970.0999450683594,169.3000030517578,-106.19999885559082,-296.1000061035156,255.0,128.0,,-0.50047288162237,-1.1949812719660557,0.013954683419895213,True,6,8,False,197.5046107307557,True,
6,633,16,False,False,0,7273.813276886328,-3166.159912109375,-1770.47998046875,309.92999267578125,-11284.200439453125,26524.89990234375,3686.7999267578125,-2556.699981689453,-604.900016784668,5263.599853515625,0.0,0.06346978839790296,-0.6929801521329898,-0.6000778074783063,6567659010494770228,DENsilv9,10.0,-3029.3701171875,-1984.72998046875,215.66000366210938,-5469.1998291015625,22171.4990234375,2740.7000732421875,-1593.800048828125,1204.1999816894531,680.1000213623047,255.0,0.0,,-0.3617070775253966,2.3960026445030795,-0.05356280595933403,True,143.6184603680846,True,12,9,False,,b73bc6ab6ab,AdriBF11,9.0,-3559.56005859375,-2651.64990234375,17.010000228881836,8805.700073242188,11198.199462890625,2.7000001072883606,1.4000000059604645,3.100000023841858,-266.1000061035156,212.0,128.0,,0.00955288711912453,0.8840676470524295,-4.482271693718153e-05,True,False,6,130.0,False,8,,enpitsu,76561198039309853,24,-2620.179931640625,-422.42999267578125,17.059999465942383,2574.8001098632812,13289.3994140625,1.8000000715255737,0.09999999776482582,0.7999999821186066,0.19999999552965164,0.0,128.0,,0.016815353831964197,-1.762261225839319,7.155806957979216e-05,True,6,False,76.0,False,6,,games5425898691,bf81d8692db,23.0,-2380.590087890625,-5097.60986328125,134.66000366210938,-6891.5997314453125,384.50000762939453,-1881.300048828125,828.3999633789062,-2275.2000427246094,-442.2999954223633,255.0,0.0,,0.23476123170188004,3.1037080946088174,1.4027034377735965,True,6,8,False,173.0,False,
7,703,19,False,False,0,2731.404127092378,-2960.56005859375,3351.659912109375,169.2100067138672,13908.299560546875,14667.39990234375,11067.19970703125,-2502.4000549316406,-5234.69970703125,1528.0000305175781,0.0,0.49542569563344296,1.8335287653557035,-1.7851050047369732,6567659010494770228,DENsilv9,10.0,-3083.909912109375,3292.25,21.950000762939453,19701.800537109375,11487.60009765625,2978.800048828125,2.3999999463558197,1.0000000149011612,-484.50000762939453,255.0,128.0,,0.009620770030578586,0.4926483411604834,0.00012154604020081032,True,80.0,False,13,10,False,,b73bc6ab6ab,AdriBF11,9.0,-3456.580078125,811.25,17.010000228881836,8987.000122070312,18166.600341796875,0.09999999776482582,0.29999999329447746,1.0999999940395355,-574.7999954223633,255.0,128.0,,0.00958771926068454,1.0608434640728532,0.00021317605001516113,True,False,6,204.8637850566577,True,8,,enpitsu,76561198039309853,24,-2415.610107421875,3874.60009765625,17.059999465942383,-667.3999786376953,17815.50048828125,5.0,-4.000000059604645,0.9000000357627869,-1561.9000244140625,0.0,255.0,,0.016989516845963275,-1.645093443893194,5.570369335998242e-05,True,8,False,76.0,False,8,,games5425898691,bf81d8692db,22.0,-1780.300048828125,-1144.3599853515625,28.780000686645508,8889.400024414062,20477.39990234375,3214.8001098632812,30.399999618530273,-20.09999990463257,-387.40001678466797,255.0,88.0,,0.012501677753268492,1.1600267740476937,6.3575154554783275e-06,True,8,12,False,102.0,False,
8,854,24,False,False,1,7767.734653816168,-1981.6300048828125,-2075.050048828125,145.4499969482422,-684.4999694824219,26011.10107421875,7567.2998046875,3404.8001098632812,-4302.900085449219,875.8000183105469,1.0,-0.9972793287029293,-2.165499658818401,-2.5402520749742985,76561198039309853,enpitsu,24.0,-2024.030029296875,-2285.60009765625,64.56999969482422,-2569.5001220703125,20538.9990234375,2160.7000732421875,-3027.6998901367188,1385.2000427246094,-3456.099853515625,255.0,128.0,,-0.09804925932610581,1.5399381536079932,0.02640433102466548,True,1.0,False,10,9,False,,bf81d8692db,games5425898691,22.0,-1588.06005859375,-3964.669921875,17.010000228881836,-12872.60009765625,-1792.7999877929688,3.0000001192092896,0.5999999865889549,-0.0,2224.499969482422,255.0,239.0,,-0.009562164217454075,-0.2071939502833592,1.5972308916014015e-06,True,False,10,133.0,False,12,,AdriBF11,b73bc6ab6ab,9,-3840.239990234375,-2890.10009765625,18.34000015258789,941.9000244140625,22980.6005859375,-23.499999046325684,-4.600000083446503,-151.899995803833,153.4000015258789,255.0,128.0,,-0.012790122426763828,1.5989415269238634,0.04866667984634423,False,12,4,4.82058495603583,True,6,,DENsilv9,6567659010494770228,10.0,-2987.52001953125,2220.93994140625,17.010000228881836,-1097.5,-312.8000068664551,2.5,2.5,-5.600000023841858,1651.6000366210938,255.0,255.0,False,-0.009279588611816169,-2.151249042735857,0.0002553138739900929,True,12,16,False,171.0,False,
9,961,28,False,False,1,3367.7273870447984,-2260.6201171875,3966.39990234375,170.6699981689453,6634.1998291015625,4433.2000732421875,7597.19970703125,5734.7998046875,701.8000030517578,-1618.2000732421875,1.0,0.08319947588775994,2.6970007374919116,-1.329858877422942,76561198039309853,enpitsu,24.0,-2312.300048828125,3910.14990234375,46.7599983215332,-1393.699951171875,11601.99951171875,2222.899932861328,-2217.100067138672,3579.2001342773438,408.6000061035156,255.0,255.0,,-0.04397144056732781,1.3432511384528265,0.06889510506849211,True,32.0,False,12,11,False,,bf81d8692db,games5425898691,22.0,-2916.489990234375,1663.719970703125,17.010000228881836,2612.0001220703125,22434.89990234375,2.7000001072883606,-0.0,-2.0999999344348907,-669.1999816894531,255.0,39.0,,-0.009602170641361086,1.6916208277942093,-9.162087678092467e-05,True,False,10,162.0,False,12,,AdriBF11,b73bc6ab6ab,9,-1186.8199462890625,4633.2998046875,17.010000228881836,9839.299926757812,5452.19970703125,2.5999999046325684,0.29999999329447746,1.1999999731779099,-1938.699951171875,0.0,128.0,False,-0.009794119555284551,-3.1119039480374346,9.739630159097351e-05,True,14,4,237.0,False,8,,DENsilv9,6567659010494770228,10.0,702.010009765625,-997.219970703125,139.3000030517578,5697.7001953125,-5872.0001220703125,2643.0999755859375,1901.4999389648438,-794.5999908447266,-66.79999828338623,255.0,0.0,False,0.6726877949880188,-0.11193296124232469,0.8951565996187806,True,12,18,False,25.265453841096612,True,
