,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
0,169,0,False,True,0,5200.995860234863,1.059999942779541,16.950000762939453,94.81999969482422,368.10001373291016,27003.20068359375,3505.10009765625,3773.900146484375,-800.5999755859375,4595.199890136719,0.0,-0.011152867365882998,0.05633063256510123,0.046163887856755584,6288836231995669673,Slaze_KaRmA,10.0,-5.929999828338623,-176.4499969482422,94.22000122070312,7562.7001953125,21401.39892578125,2188.6000061035156,-4596.199951171875,-2821.7001342773438,1078.1999969482422,255.0,231.0,,0.562192842994601,1.233611132796767,-0.4690727664221997,True,3,False,0.0,False,4,,7157370534485862642,FuLLeR_Vyteko,10.0,-106.93000030517578,-1518.6500244140625,17.010000228881836,2654.5001220703125,13325.699462890625,2.3999999463558197,0.19999999552965164,-0.29999999329447746,-20.499999523162842,255.0,128.0,False,0.009604091994106268,1.371054224878715,4.208712050421827e-05,True,88.0,False,4,4,False,,enpitsu,76561198039309853,27.0,24.860000610351562,3817.199951171875,17.049999237060547,71.79999828338623,-9088.200073242188,2.8999999165534973,0.5000000074505806,0.19999999552965164,0.0,255.0,128.0,False,0.01662469308344941,-1.5628696968624711,2.0112503811700597e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,11.90999984741211,532.0,59.380001068115234,518.8000106811523,-22733.798828125,3077.2000122070312,2651.7999267578125,400.6999969482422,1004.4999694824219,128.0,128.0,,0.06345025253409112,-1.4168788166675976,-0.0027309199936758144,True,31.0,False,4,3,False,
1,172,0,False,False,1,5379.1696463598955,-7.849999904632568,-162.69000244140625,158.1999969482422,99.60000038146973,16690.0,12835.699462890625,5672.39990234375,690.0,1829.4999694824219,1.0,0.0018153770221045224,-0.49264493751728133,-0.07853796880805504,bf81d8692db,games5425898691,24.0,-16.209999084472656,-342.6000061035156,82.52999877929688,-518.8000106811523,22733.798828125,2535.2000427246094,-5404.2999267578125,-1016.9999694824219,94.89999771118164,128.0,128.0,,-0.6339212399119538,1.3728228354517082,0.005732513967729287,True,3,False,31.0,False,4,,76561198039309853,enpitsu,27.0,-25.459999084472656,-3738.97998046875,17.049999237060547,-75.9000015258789,9621.400146484375,2.8999999165534973,-0.5999999865889549,-0.19999999552965164,0.0,255.0,128.0,False,-0.01662469308344941,1.5628696968624711,2.0112503811700597e-05,True,116.0,False,False,False,False,,FuLLeR_Vyteko,7157370534485862642,10.0,84.44000244140625,1406.9000244140625,17.010000228881836,-2728.3999633789062,-13475.999755859375,2.3999999463558197,-0.19999999552965164,0.29999999329447746,-5.099999904632568,255.0,128.0,False,-0.00960410940773033,-1.370190103063987,3.793740941621471e-05,True,88.0,False,4,False,4,,Slaze_KaRmA,6288836231995669673,10.0,-55.209999084472656,17.25,104.80999755859375,-7309.6002197265625,-18985.50048828125,155.20000457763672,4552.0001220703125,2846.099853515625,1195.2999877929688,255.0,238.0,,-0.9058720278687341,-0.8474145296417747,-1.2181845393725808,True,0.0,False,4,3,False,
2,324,5,False,False,0,9128.73169711254,-1274.5400390625,-3980.8798828125,131.86000061035156,11644.3994140625,9244.000244140625,2027.8999328613281,5940.8001708984375,-754.4000244140625,370.09998321533203,0.0,0.9393070319915744,-1.7708550930669469,-0.4249891654431271,7157370534485862642,FuLLeR_Vyteko,10.0,-1334.5899658203125,-4105.740234375,17.010000228881836,10864.599609375,7566.9000244140625,0.9000000357627869,-0.29999999329447746,-1.0999999940395355,590.0,255.0,128.0,,0.00963449363887953,0.6612602119984776,-0.0002351887847810625,True,4,False,201.85320450413613,True,4,,6288836231995669673,Slaze_KaRmA,9.0,1980.780029296875,-4421.31982421875,17.049999237060547,-15012.900390625,-12525.0,3.3000001311302185,-0.7000000029802322,-0.3999999910593033,-1928.8999938964844,128.0,21.0,,0.016858556454879853,-2.510061244119348,-9.404860733504503e-05,True,218.0,False,6,6,False,,enpitsu,76561198039309853,27.0,-1405.7900390625,1690.8499755859375,17.049999237060547,15830.2001953125,-16685.30029296875,2.7000001072883606,0.19999999552965164,-0.09999999776482582,0.0,255.0,128.0,,0.016775831916570023,-0.8116855690956956,-2.728883682823892e-05,True,173.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,-3393.669921875,-2327.489990234375,16.93000030517578,20932.7001953125,9071.599731445312,24.700000286102295,1.2999999523162842,32.10000038146973,-300.3000068664551,255.0,128.0,,0.00789862929826851,0.3796822163874655,-0.0006521763933567286,True,198.1919225800422,True,6,6,False,
3,348,6,False,False,0,8350.088529183906,-250.10000610351562,-3185.070068359375,149.8800048828125,12917.7001953125,10399.300537109375,448.8999938964844,1422.2999572753906,-686.5000152587891,832.7999877929688,0.0,-1.1278944469600016,-2.9453571281809445,0.9976263764691278,7157370534485862642,FuLLeR_Vyteko,10.0,-261.5,-3226.449951171875,16.889999389648438,13671.099853515625,11360.10009765625,3.700000047683716,25.59999942779541,-25.899999141693115,245.0,255.0,128.0,,0.013157076633450223,0.7135774204540748,-0.0030929241785127896,True,4,False,154.2794925294897,True,4,,6288836231995669673,Slaze_KaRmA,9.0,598.3400268554688,-5033.4599609375,17.049999237060547,-15063.1005859375,-2362.4000549316406,3.3000001311302185,-0.3999999910593033,0.0,-2977.2000122070312,128.0,4.0,True,0.016777716635646756,2.8326061979549393,-7.401813306453898e-05,True,218.0,False,6,6,False,,enpitsu,76561198039309853,27.0,81.55999755859375,180.25,17.049999237060547,17594.69970703125,-11826.8994140625,3.3000001311302185,-0.7999999821186066,0.5999999865889549,1880.2000427246094,255.0,255.0,,0.01685484899884375,-0.5311273415328344,0.00011759343384953434,True,173.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,-1479.1600341796875,-1971.9599609375,17.0,22715.6005859375,-710.4000091552734,3.6000001430511475,2.0999999344348907,0.0,-374.50000762939453,255.0,128.0,,0.009591456599422002,-0.05681019096242881,3.510943496294736e-05,True,176.0,False,6,6,False,
4,352,6,False,False,0,8220.047834062687,-67.51000213623047,-3038.18994140625,149.5800018310547,13045.6005859375,10679.100341796875,428.80001068115234,1118.0999755859375,-732.6999664306641,835.2999877929688,0.0,-0.9614625218732148,-2.5703369050903597,0.7026890003012276,7157370534485862642,FuLLeR_Vyteko,10.0,-137.3699951171875,-3120.31005859375,17.0,13354.100341796875,11504.69970703125,6.299999952316284,22.100000381469727,-0.7000000029802322,-225.9000015258789,128.0,88.0,,0.010415994938525412,0.7193585780230208,-0.0008612668501016661,True,4,False,152.0,False,4,,6288836231995669673,Slaze_KaRmA,9.0,463.0199890136719,-5050.25,17.049999237060547,-14458.800048828125,-1425.7000732421875,2.8999999165534973,-0.9000000357627869,0.0,-2996.400146484375,0.0,144.0,True,0.016785109417355656,2.556079597325524,-3.889348480524711e-05,True,218.0,False,6,6,False,,enpitsu,76561198039309853,27.0,376.1000061035156,42.040000915527344,17.049999237060547,19425.6005859375,-5837.9998779296875,3.3000001311302185,-0.29999999329447746,-0.19999999552965164,2033.2000732421875,255.0,255.0,,0.016801651583610706,-0.218256030582388,4.237560779563563e-05,True,173.0,False,False,False,False,,games5425898691,bf81d8692db,25.0,-1101.280029296875,-1994.6099853515625,17.0,22649.599609375,-1671.6999816894531,3.6000001430511475,-0.29999999329447746,0.0,-29.000000953674316,255.0,128.0,,0.00959548010662029,-0.07723584517373669,4.4969362024052666e-05,True,176.0,False,6,6,False,
5,364,7,False,False,0,7827.526900091273,503.7799987792969,-2561.35009765625,156.02000427246094,12817.2998046875,12318.499755859375,2285.2999877929688,-568.1999969482422,633.4999847412109,831.1000061035156,0.0,-0.8875067663031396,-2.2433425449733226,0.7699338048066449,7157370534485862642,FuLLeR_Vyteko,10.0,460.57000732421875,-2647.469970703125,21.479999542236328,12631.600341796875,10240.699462890625,2728.900146484375,-1571.199951171875,245.0,892.6000213623047,255.0,255.0,,0.031358866152459385,0.6785902515890364,-0.020716013625020648,True,4,False,152.0,False,5,,6288836231995669673,Slaze_KaRmA,9.0,139.7100067138672,-5122.990234375,17.049999237060547,-2135.500030517578,-3534.2001342773438,1.7000000178813934,1.2999999523162842,0.9000000357627869,-3046.300048828125,0.0,224.0,False,0.016963467439974,1.1443000635626992,7.375253887144511e-05,True,218.0,False,6,6,False,,enpitsu,76561198039309853,27.0,1149.5,127.87000274658203,17.049999237060547,17172.099609375,8098.499755859375,3.100000023841858,2.8999999165534973,1.0999999940395355,1441.6000366210938,255.0,128.0,,0.016786996832082592,0.47443442953005893,5.682021122406643e-05,True,204.0,False,False,False,False,,games5425898691,bf81d8692db,25.0,-133.7100067138672,-2066.2099609375,17.0,22986.39892578125,-790.5000305175781,1.1999999731779099,0.0,0.0,1152.0999908447266,255.0,222.0,,0.00958784109793472,-0.012369745703174135,0.00017268256678800857,True,157.2134709409488,True,6,6,False,
6,426,9,False,False,1,7424.893664248865,-3289.14990234375,-992.989990234375,188.3000030517578,-2641.300048828125,15124.300537109375,12569.7998046875,5016.099853515625,-2951.400146484375,1458.3999633789062,1.0,0.47687305957140197,0.27228048758375184,1.7642446349034007,76561198039309853,enpitsu,27.0,-3318.300048828125,-1122.9100341796875,98.94000244140625,-37.200000286102295,16851.400146484375,2214.9000549316406,-5499.89990234375,3.100000023841858,-1.5000000596046448,255.0,128.0,False,-0.7158910532970814,1.5716451620197978,-0.00024422281174772714,True,1,False,168.0,False,2,,bf81d8692db,games5425898691,25.0,-2749.199951171875,642.5999755859375,69.16999816894531,3438.3999633789062,-16794.7998046875,2856.9000244140625,5324.2999267578125,1366.0000610351562,186.5999984741211,255.0,128.0,,-0.22275494366174572,-1.8290717587067298,0.000543215668117623,True,140.0,False,7,10,False,,FuLLeR_Vyteko,7157370534485862642,10.0,,,,,,,,,,,,,,,,True,,,,,,,Slaze_KaRmA,6288836231995669673,10.0,-1212.780029296875,3713.3701171875,17.049999237060547,-7986.099853515625,-11606.099853515625,2.8999999165534973,-0.0,-0.3999999910593033,49.89999771118164,255.0,128.0,False,-0.016756686774544904,-0.9738399059456984,-4.6771964812777106e-05,True,188.0,False,6,6,False,
7,535,13,False,False,1,4562.801609388975,-3588.639892578125,4299.06982421875,166.67999267578125,4649.800109863281,24027.099609375,1084.1999816894531,2729.2001342773438,5322.5,470.9000015258789,1.0,-0.22412873058728433,0.2929446786152682,-2.495848150048936,76561198039309853,enpitsu,27.0,-3595.590087890625,4175.97998046875,115.25,-945.0,18362.60009765625,1839.7000122070312,-5437.0001220703125,148.1999969482422,-816.6999816894531,255.0,128.0,False,-0.9033438297982249,1.5105477387331363,0.028734041738061922,True,3,False,189.0,False,4,,bf81d8692db,games5425898691,25.0,-1268.1400146484375,-4335.3701171875,17.010000228881836,3290.0,14490.400390625,2.7000001072883606,-0.19999999552965164,-0.0,2060.8999633789062,255.0,255.0,,-0.00956663779826702,1.7268231419578783,9.773387065379576e-06,True,255.0,False,8,10,False,,FuLLeR_Vyteko,7157370534485862642,10.0,525.8699951171875,4131.330078125,17.010000228881836,-14066.600341796875,829.5999908447266,2.3000000417232513,-1.5999999642372131,-0.3999999910593033,-264.89999771118164,255.0,128.0,,-0.009551508374359625,0.07638289635421745,2.9145798033392925e-05,True,116.0,False,False,False,False,,Slaze_KaRmA,6288836231995669673,9.0,-3344.39990234375,4460.419921875,108.11000061035156,-5587.5,-13073.499755859375,3877.2000122070312,1423.699951171875,2649.5999145507812,813.4999847412109,255.0,255.0,False,0.2456297096181195,-0.7127282445489967,-0.31109877163505856,True,127.0,False,8,7,False,
8,538,13,False,False,0,10531.37270167067,3455.0400390625,-4450.52978515625,266.1400146484375,-11733.599853515625,-3628.699951171875,9811.400146484375,3927.6998901367188,1436.0000610351562,4302.300109863281,0.0,-0.001727534827284456,-0.03325123010254271,-2.293031932159712,6288836231995669673,Slaze_KaRmA,9.0,3402.760009765625,-4326.8798828125,144.24000549316406,6122.7001953125,13610.6005859375,3428.3999633789062,-4130.10009765625,-3304.2001342773438,-1508.0000305175781,255.0,226.0,False,-0.22147996881728127,0.753515130011965,-1.0319537007884432,True,7,False,117.58091159789792,True,8,,7157370534485862642,FuLLeR_Vyteko,10.0,-432.1400146484375,-4137.89990234375,17.010000228881836,14054.49951171875,-1084.4999694824219,2.3000000417232513,0.0,0.3999999910593033,-80.0,255.0,128.0,,0.009554317660444516,-0.08585326855501534,4.8595811365845066e-05,True,116.0,False,False,False,False,,enpitsu,76561198039309853,27.0,3581.0400390625,-4287.7099609375,142.52000427246094,-4415.799865722656,-8231.500244140625,1790.8999633789062,5006.400146484375,-221.10000610351562,2266.300048828125,255.0,128.0,False,1.3867346190755518,-0.7243287939908243,0.761855438402442,True,189.0,False,4,False,3,,games5425898691,bf81d8692db,25.0,1251.739990234375,4213.7998046875,17.010000228881836,-1022.5,-14621.700439453125,2.3999999463558197,0.0,2.7000001072883606,1405.0,255.0,157.0,,0.009597782397276147,-1.571719648522042,-7.3096406017002e-05,True,255.0,False,10,8,False,
9,593,15,False,False,0,10313.84522209845,1253.4100341796875,-4947.39013671875,946.9199829101562,2333.3999633789062,7225.9002685546875,11055.0,3528.900146484375,-2177.5999450683594,4336.300048828125,0.0,-1.2817720865885756,-0.11898142362990247,-2.542711011947747,7157370534485862642,FuLLeR_Vyteko,10.0,1196.68994140625,-5001.240234375,751.47998046875,8.899999856948853,4413.900146484375,9190.900268554688,0.0,-933.3999633789062,-3.4999999403953552,255.0,128.0,,-1.3001659053824233,-3.106496123036239,1.5359211829306318,True,False,False,65.0,False,4,,6288836231995669673,Slaze_KaRmA,9.0,3412.43994140625,-1910.3699951171875,17.030000686645508,-15287.80029296875,-141.8000030517578,1.899999976158142,7.799999713897705,-5.0,2100.7000732421875,255.0,255.0,False,0.01665129995257422,-3.0681308185053613,0.0003797660250991429,True,95.0674924363372,True,8,8,False,,enpitsu,76561198039309853,27.0,1942.050048828125,-4525.77001953125,17.059999465942383,-9523.699951171875,11033.299560546875,1.5999999642372131,-0.29999999329447746,0.0,-19.199999570846558,255.0,255.0,,0.016745937907503415,2.2804796526470628,-3.322635285836669e-06,True,144.0,False,4,False,4,,games5425898691,bf81d8692db,24.0,-235.72999572753906,852.5999755859375,17.010000228881836,-13380.799560546875,-18640.30029296875,2.3999999463558197,-0.09999999776482582,-0.09999999776482582,-1377.7000427246094,255.0,16.0,,0.00958482364764232,-2.2204995361146076,-0.00020102256239595045,True,182.0,False,10,8,False,
