,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,168,0.0,False,False,1,5209.986118971055,-6.460000038146973,8.770000457763672,93.11000061035156,-11705.999755859375,22288.40087890625,2867.9998779296875,4642.699890136719,3486.7001342773438,-1512.2999572753906,1.0,0.036122494555041997,0.01466136887931436,-0.047368750591367366,76561198039309853,enpitsu,26.0,55.040000915527344,-147.35000610351562,97.72000122070312,-13255.0,15941.99951171875,1885.8999633789062,-4409.100036621094,-1466.300048828125,-2942.5,255.0,128.0,,-0.8258316376981745,0.9120475802306602,0.04854124638778492,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,24.0,2805.280029296875,-4100.2099609375,17.010000228881836,16060.999755859375,186.49999618530273,2.3000000417232513,-0.19999999552965164,-0.0,1950.2000427246094,128.0,255.0,,-0.009635699730516723,3.0649179255815624,2.946523878515026e-05,True,False,3.0,False,False,False,,Killua ﾑ,be6ca03909b,7,-52.099998474121094,181.17999267578125,71.11000061035156,11681.8994140625,-16013.00048828125,3101.4999389648438,755.5999755859375,765.1999664306641,589.900016784668,255.0,54.0,True,-0.06198225855734902,-2.2792655911375053,-0.051980624797292485,True,0.0,False,4,False,False,,Steppke36,76561198071205052,10.0,78.05000305175781,2004.2099609375,17.010000228881836,1038.499984741211,-12621.800537109375,2.0999999344348907,0.09999999776482582,0.7000000029802322,0.0,205.0,128.0,,-0.009565391082645855,-1.6528992204416573,5.6916153820427e-05,True,False,False,False,116.0,False,
1,239,2.0,False,False,0,7693.015569703927,3774.830078125,-972.760009765625,135.77000427246094,21746.59912109375,15907.80029296875,-1844.6000671386719,464.50000762939453,5750.10009765625,1408.800048828125,0.0,0.15001096070224426,1.2821480227955206,-1.655733563938582,76561198071205052,Steppke36,11.0,3678.030029296875,-1109.4300537109375,172.9499969482422,20088.299560546875,6929.7998046875,2022.2999572753906,-2614.4000244140625,-1749.6000671386719,-738.7999725341797,255.0,255.0,,-0.14984318318933854,0.4782742284122332,-0.47129943723853873,True,78.0,False,4,False,3,,be6ca03909b,Killua ﾑ,7.0,-985.2100219726562,-63.599998474121094,17.0,-7027.0001220703125,-8297.39990234375,2.3999999463558197,0.29999999329447746,0.09999999776482582,2368.9999389648438,255.0,255.0,False,0.009527661739429904,-2.2209561597482783,3.342057280273533e-05,False,4,27.90472278543698,True,False,4,,enpitsu,76561198039309853,26,2167.090087890625,204.16000366210938,17.059999465942383,12953.499755859375,1554.7000122070312,1.1999999731779099,0.5999999865889549,0.3999999910593033,0.0,255.0,128.0,,0.01669780160674954,0.11947828759066147,-5.5178074835246384e-05,True,31.0,False,2,2,False,,games5425898691,bf81d8692db,24.0,-3324.75,-252.66000366210938,17.010000228881836,13770.799560546875,-16701.500244140625,2.3000000417232513,0.29999999329447746,0.0,1997.5999450683594,255.0,255.0,,0.00956176658089134,-0.8025491377042202,-1.924979801055226e-05,True,False,False,False,255.0,False,
2,406,8.0,False,False,1,9560.222337382726,-2911.9599609375,-3629.110107421875,191.05999755859375,-15891.8994140625,11960.30029296875,2215.2000427246094,3705.4998779296875,3296.0000610351562,-3377.0001220703125,1.0,-0.5789007350637592,-1.918548519439565,-2.8349854055797867,bf81d8692db,games5425898691,24.0,-2829.6201171875,-3724.989990234375,151.69000244140625,-17994.69970703125,11291.199951171875,-362.7000045776367,-3606.0000610351562,-3671.300048828125,1940.8999633789062,255.0,183.0,,-0.9655197641274964,1.0012487678503985,0.061092310162649474,True,250.0,False,4,False,3,,76561198039309853,enpitsu,26.0,-2979.389892578125,-3976.0400390625,17.059999465942383,2609.8001098632812,7046.199951171875,1.1999999731779099,-1.5999999642372131,0.5000000074505806,-0.09999999776482582,255.0,128.0,False,-0.01674216832604611,1.925555736004872,-1.527328722835393e-06,True,2,255.0,False,False,2,,Killua ﾑ,be6ca03909b,7,337.8699951171875,1269.4200439453125,16.149999618530273,-18605.400390625,-12408.599853515625,118.29999923706055,-29.600000381469727,17.300000190734863,1503.0000305175781,209.0,247.0,False,-0.011780412411556463,-0.6197756235288592,-0.0013204007704158002,True,212.0,False,8,6,4,,Steppke36,76561198071205052,11.0,-3003.75,-1565.77001953125,17.010000228881836,-245.30000686645508,11893.199462890625,2.0999999344348907,-0.09999999776482582,0.7000000029802322,0.0,255.0,128.0,False,-0.009537925212101075,1.5501427604317892,-6.172750404845232e-05,False,6,False,4,0.0,False,
3,424,9.0,False,False,1,9261.173716430438,-3969.68994140625,-2740.0,239.6999969482422,9925.2001953125,8444.099731445312,1817.2000122070312,854.4999694824219,-143.1999969482422,5937.0001220703125,1.0,0.930574151494025,1.8992453415602748,2.3402562497797272,bf81d8692db,games5425898691,24.0,-4010.929931640625,-2986.6298828125,132.32000732421875,-17902.900390625,11173.199462890625,-1115.8999633789062,-3715.4000854492188,-645.8000183105469,-213.4000015258789,255.0,0.0,,1.0171462558028312,1.3071745618402,0.3533349348822532,True,250.0,False,4,False,4,,76561198039309853,enpitsu,26.0,-2779.429931640625,-3421.510009765625,17.059999465942383,3152.6998901367188,11807.80029296875,-3.100000023841858,-0.29999999329447746,-0.3999999910593033,1755.2000427246094,255.0,255.0,False,-0.016706305241408027,1.8277933377479068,0.0003954849135294938,True,2,232.76103217883775,True,False,2,,Killua ﾑ,be6ca03909b,7,-948.1300048828125,851.5800170898438,17.010000228881836,-18651.700439453125,5240.2001953125,2.199999988079071,-3.0000001192092896,0.7000000029802322,-1591.4999389648438,128.0,128.0,False,-0.009631713186119615,0.3529329675270823,1.9594791886443618e-05,True,243.0,False,8,6,4,,Steppke36,76561198071205052,11.0,-3024.1201171875,-567.6699829101562,101.0,-364.39998626708984,17814.300537109375,-166.70000076293945,-5498.800048828125,-112.89999961853027,0.29999999329447746,255.0,128.0,False,-0.7252180407519706,-1.5912584144061985,3.141472950153497,False,7,False,6,0.0,False,
4,448,10.0,False,False,1,8170.807153902822,-3144.679931640625,-1961.760009765625,173.0,-1109.4999694824219,25320.400390625,4771.099853515625,2813.900146484375,4780.4998779296875,-2286.300048828125,1.0,0.6160001930829528,-3.0910482077399624,2.3332860306359193,76561198039309853,enpitsu,26.0,-3083.159912109375,-2105.72998046875,96.5,-2880.8999633789062,19739.49951171875,1664.4999694824219,-5434.0997314453125,772.6000213623047,-350.9000015258789,255.0,0.0,False,-0.6096208678387778,1.0274324497652134,0.4290172338016969,True,200.0,False,4,False,3,,bf81d8692db,games5425898691,24.0,-4066.219970703125,-2007.949951171875,186.19000244140625,1993.9999389648438,11789.100341796875,-6573.800048828125,46.39999866485596,-3292.9998779296875,92.89999961853027,255.0,128.0,,-0.5101528667612768,1.7520791851017774,1.268264381278477,True,4,250.0,False,False,4,,Killua ﾑ,be6ca03909b,7,-2097.429931640625,460.1400146484375,17.010000228881836,-3449.2001342773438,-13356.99951171875,2.3999999463558197,-0.3999999910593033,-0.9000000357627869,1997.4000549316406,229.0,255.0,True,-0.00960180320767639,-1.3607474722160615,0.00011559226049082185,True,243.0,False,8,6,4,,Steppke36,76561198071205052,11.0,-3055.6201171875,985.1900024414062,15.869999885559082,-357.79998779296875,17851.700439453125,95.79999923706055,10.800000429153442,2.8999999165534973,-0.5000000074505806,255.0,128.0,False,-0.010775041886293642,1.550784128244299,-0.0001744849112382728,False,8,False,6,0.0,False,
5,532,13.0,False,False,1,4152.747522024364,-3232.530029296875,4692.169921875,307.760009765625,15918.1005859375,18171.300048828125,7788.699951171875,2644.8001098632812,-1479.9000549316406,-5178.2000732421875,1.0,0.044628579194254676,-0.9037070417570674,2.617425024563324,76561198039309853,enpitsu,26.0,-3355.18994140625,4561.2998046875,200.25999450683594,3400.0,22555.80078125,1974.7000122070312,573.8999938964844,-59.80000019073486,63.09999942779541,255.0,0.0,False,0.6114235747683776,1.5992212810462105,-0.032749124714858524,True,41.0,False,6,False,4,,bf81d8692db,games5425898691,24.0,-845.4299926757812,664.0800170898438,17.020000457763672,10714.69970703125,9093.499755859375,1.0000000149011612,-0.29999999329447746,-0.09999999776482582,1634.4999694824219,255.0,238.0,,-0.009577284671748286,2.416775037882437,0.0001983829427636354,True,4,250.0,False,False,4,,Killua ﾑ,be6ca03909b,7,449.6499938964844,4034.0400390625,17.010000228881836,5951.9000244140625,21074.7998046875,2.5,-0.19999999552965164,-0.19999999552965164,2556.9000244140625,128.0,255.0,False,-0.00959901125234387,1.7196564667557523,0.00017169388958759805,True,192.0,False,10,8,4,,Steppke36,76561198071205052,11.0,-2186.159912109375,5102.97998046875,353.5299987792969,10273.199462890625,-2.7000001072883606,3360.5999755859375,0.3999999910593033,-26.600000858306885,1.0000000149011612,209.0,128.0,False,0.34530694894390823,3.1314784988323754,1.5673343002830145,True,10,False,8,255.0,False,
6,561,14.0,False,False,0,10409.04731780584,1407.1400146484375,-5011.0498046875,598.7899780273438,-3051.4999389648438,7653.800048828125,-7239.000244140625,-2034.9000549316406,5259.89990234375,2047.2999572753906,0.0,0.4484891104992484,-0.5699267566504373,2.3947578786741475,76561198071205052,Steppke36,11.0,1292.9100341796875,-5068.4501953125,706.5,-5298.499755859375,3052.5,-24.40000057220459,129.7000026702881,-126.5999984741211,2061.699981689453,160.0,0.0,,-0.01820564153249972,-3.096050059347776,1.5669717742722042,True,255.0,False,10,False,10,,be6ca03909b,Killua ﾑ,7.0,-138.57000732421875,-4892.14990234375,64.73999786376953,3678.9999389648438,-2083.800048828125,3873.3999633789062,-474.50000762939453,-842.3999786376953,450.99998474121094,128.0,150.0,,-0.0339053485368268,-0.49745276761605295,-0.0001778103204457374,True,8,192.0,False,4,11,,enpitsu,76561198039309853,26,2654.81005859375,-5097.68017578125,289.8599853515625,-3464.2999267578125,-271.49999618530273,-10326.800537109375,96.80000305175781,-2423.000030517578,-439.59999084472656,255.0,0.0,,1.2817088185311243,-3.0170382741356083,1.5942577852000317,True,41.0,False,6,4,False,,games5425898691,bf81d8692db,24.0,122.48999786376953,-2480.06005859375,91.75,-2635.8999633789062,-22702.80029296875,2574.89990234375,-2280.5999755859375,-81.00000381469727,454.59999084472656,255.0,55.0,,-0.20899137635178125,-1.4911371208589514,-0.008466326395819275,True,4,False,6,212.37397001635642,True,
7,620,16.0,False,False,1,2487.2112024904413,-1114.3599853515625,3675.530029296875,297.4599914550781,7949.000244140625,4940.7000732421875,3521.400146484375,-675.2999877929688,-3200.7998657226562,5029.700012207031,1.0,0.19997409227979135,-1.9753961408580203,2.430578742213224,76561198039309853,enpitsu,26.0,-1156.4300537109375,3570.409912109375,194.44000244140625,16305.899658203125,-5241.099853515625,1861.4999389648438,-2083.3999633789062,455.60001373291016,629.0000152587891,128.0,255.0,False,0.2571750422966376,-2.9693371991367585,-0.02842553975202279,True,0.0,False,8,False,5,,bf81d8692db,games5425898691,24.0,234.5,5974.6201171875,209.44000244140625,300.5999946594238,-1175.199966430664,-4978.900146484375,-2155.2000427246094,-2145.2999877929688,454.7999954223633,255.0,255.0,,-1.3362753967088217,-1.6104050090809339,0.041671898249601,True,4,131.0,False,False,6,,Killua ﾑ,be6ca03909b,7,-691.75,5309.0,16.920000076293945,5108.299865722656,-2195.399932861328,-9.100000262260437,-96.00000381469727,32.5,2185.5999755859375,248.0,248.0,False,-0.009050863121108112,-2.69432052930404,-0.00065879119255941,True,151.0,False,12,8,4,,Steppke36,76561198071205052,12.0,-466.8900146484375,4391.10986328125,145.97999572753906,-7730.9002685546875,-8642.899780273438,3146.7001342773438,-522.7000045776367,513.1999969482422,574.1999816894531,255.0,143.0,,0.2634260064304929,-1.008051532811904,-0.024434336699452105,True,10,False,12,130.97233543857456,True,
8,631,16.0,False,False,0,9159.902553784106,786.4199829101562,-3864.070068359375,397.4700012207031,-11085.999755859375,8234.69970703125,11854.3994140625,4594.4000244140625,-2777.5,2678.800048828125,0.0,-1.0518310971076712,-1.7428785331026284,2.1315341552213396,76561198071205052,Steppke36,12.0,856.0,-3874.719970703125,241.7100067138672,10388.599853515625,16134.100341796875,79.20000076293945,-4190.4998779296875,-2223.000030517578,2783.2998657226562,255.0,128.0,,0.7667948033132095,1.1593268380102437,-0.23028698783146717,True,96.71703239666523,True,12,False,11,,be6ca03909b,Killua ﾑ,7.0,417.8399963378906,-5223.75,17.0,-6284.1998291015625,2234.9000549316406,3.799999952316284,1.899999976158142,-0.9000000357627869,-1322.5,128.0,0.0,False,0.009609575376467104,2.8356702112971393,-0.00023145831196382633,True,8,151.0,False,4,12,,enpitsu,76561198039309853,26,397.9599914550781,-3690.1201171875,213.86000061035156,-18238.900146484375,-2867.2000122070312,-154.49999809265137,5341.500244140625,-679.5999908447266,-1120.8999633789062,128.0,128.0,False,-0.16631399651589343,3.0166734100500143,-3.100428126911384,True,0.0,False,8,5,False,,games5425898691,bf81d8692db,24.0,-287.45001220703125,-5732.14013671875,29.860000610351562,-996.2999725341797,10738.499755859375,-543.4000015258789,528.8000106811523,-144.399995803833,-1657.7999877929688,255.0,4.0,,0.03286650221287438,1.6576547315948866,0.005873553224966059,True,4,False,6,118.64474000982058,True,
9,817,23.0,False,False,0,5543.389209418679,-3232.47998046875,113.06999969482422,225.92999267578125,6566.500244140625,7925.7000732421875,5006.600036621094,249.3000030517578,723.7000274658203,2395.5999755859375,0.0,0.20563648941595022,-3.093505454572063,-0.7575171819302814,be6ca03909b,Killua ﾑ,7.0,-3325.080078125,2.9100000858306885,118.77999877929688,6327.2998046875,4195.4998779296875,3592.5,527.0999908447266,-447.90000915527344,1734.4000244140625,145.0,255.0,False,-0.01908956204025014,0.7898176653253837,0.002651667535600744,True,255.0,False,14,4,8,,76561198071205052,Steppke36,12.0,-1267.800048828125,-489.29998779296875,16.989999771118164,-736.3999938964844,13892.099609375,4.4999998807907104,0.0,-1.0999999940395355,-59.29999828338623,238.0,128.0,False,0.009582730099023185,1.6152966496741439,9.878338719496274e-05,True,12,193.0,False,False,12,,enpitsu,76561198039309853,26,2548.14990234375,4221.14013671875,17.049999237060547,6345.0,-5847.19970703125,3.100000023841858,1.899999976158142,-1.2999999523162842,-1514.7999572753906,255.0,0.0,True,0.01668974022849302,-0.7209039674096881,-0.00036966846465290694,True,85.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,-2354.56005859375,5078.5498046875,84.79000091552734,15671.400146484375,-1266.1000061035156,-1981.4999389648438,-1783.800048828125,-45.19999980926514,189.79999542236328,255.0,128.0,,0.12720351082784134,-0.06558280136542748,1.0164510130648323,True,6,False,8,255.0,False,
