,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
0,171,0,False,False,0,5178.298679207231,-12.890000343322754,37.560001373291016,93.58000183105469,-10083.400268554688,27416.201171875,1027.9000091552734,-901.2999725341797,-304.4000053405762,-5924.000244140625,0.0,-0.0068615396585788736,-0.1144815582231228,-0.01704478331054702,76561198086790405,Janakin,15.0,37.88999938964844,-129.17999267578125,74.81999969482422,-8726.699829101562,18045.50048828125,2732.2000122070312,3228.3999633789062,-3925.4000854492188,2101.7999267578125,255.0,255.0,True,-0.03352095050490208,1.762949539255273,-0.2862621068931408,True,6,5,False,31.0,False,,76561198272630635,Coco,7.0,32.099998474121094,-2307.570068359375,16.709999084472656,-2616.7999267578125,13509.300537109375,64.29999828338623,-12.300000190734863,-6.600000262260437,-69.29999828338623,255.0,128.0,,0.008772322192733923,1.7577417517994074,0.0002629810273886007,True,4,4,116.0,False,False,,enpitsu,76561198039309853,24,-7.159999847412109,704.3400268554688,78.23999786376953,-222.80000686645508,-22836.4990234375,2708.9999389648438,5072.699890136719,-49.699997901916504,0.0,255.0,128.0,,0.17726736749512534,-1.580552411724532,1.3858531605233802e-05,True,2,False,31.0,False,1,,games5425898691,bf81d8692db,20.0,-2322.8701171875,3739.510009765625,17.010000228881836,-18994.7998046875,8598.699951171875,2.5,0.5000000074505806,-0.29999999329447746,-0.5999999865889549,255.0,128.0,0.009587525125709897,2.7163933933020394,5.526510245345398e-05,True,0.0,False,False,False,False,,
1,174,0,False,False,1,5475.076736313608,175.7100067138672,-287.489990234375,111.76000213623047,27348.1005859375,-10.299999713897705,3671.300048828125,1829.1999816894531,23.19999933242798,-5714.1998291015625,1.0,0.141572380561437,0.9817716620247311,-0.15428318401577915,76561198039309853,enpitsu,23.0,6.190000057220459,-331.9200134277344,108.61000061035156,-972.7999877929688,19911.099853515625,6.800000071525574,-5040.299987792969,1278.499984741211,-1791.6999816894531,255.0,128.0,,-1.4151667661898488,1.355215019127255,0.37663365610583577,True,2,1,False,31.0,False,,bf81d8692db,games5425898691,20.0,2481.169921875,-3811.2099609375,17.010000228881836,18993.599853515625,-8600.10009765625,2.5,-0.5000000074505806,0.29999999329447746,-0.09999999776482582,255.0,128.0,,-0.009587525125709897,-2.7163933933020394,5.526510245345398e-05,True,False,False,0.0,False,False,,Janakin,76561198086790405,15,49.45000076293945,-51.619998931884766,98.63999938964844,8741.099853515625,-18110.10009765625,2084.7999572753906,-751.2000274658203,5399.000244140625,-731.8000030517578,255.0,255.0,True,0.022152988568022555,-1.7789051891237058,-1.0448402781300048,True,6,False,31.0,False,5,,Coco,76561198272630635,7.0,-6.269999980926514,2171.429931640625,17.0,2569.4000244140625,-13696.99951171875,8.799999952316284,2.7000001072883606,1.2999999523162842,-11.100000143051147,255.0,128.0,-0.009396008747503752,-1.754822157926584,5.484838703276569e-05,True,116.0,False,4,False,4,,
2,338,6,False,False,0,5526.460172451994,-3139.659912109375,89.4800033569336,192.6199951171875,9587.2998046875,12133.1005859375,12868.800048828125,3695.10009765625,-2468.5000610351562,-314.3000030517578,0.0,1.3970000991043965,-0.5009701374528364,-2.5909491510203186,76561198086790405,Janakin,15.0,-3249.070068359375,-40.95000076293945,82.01000213623047,6595.9002685546875,11121.800537109375,6028.800048828125,923.3000183105469,-558.4999847412109,-126.70000076293945,255.0,128.0,False,-0.08490626757242235,1.0164817644574502,0.00042218799370654004,True,8,6,3,255.0,False,,76561198272630635,Coco,7.0,-1637.3499755859375,-1752.780029296875,17.010000228881836,6623.4002685546875,14402.19970703125,2.5999999046325684,0.19999999552965164,0.29999999329447746,175.49999237060547,255.0,128.0,,0.009600833910887086,1.1597190077667565,-0.0001155911731116572,True,4,4,173.0,False,False,,enpitsu,76561198039309853,24,-519.9500122070312,4442.43017578125,17.059999465942383,9247.60009765625,15339.000244140625,2.5,0.0,-0.19999999552965164,-1913.0000305175781,255.0,0.0,True,0.01677710890868334,0.9881986718007404,-0.0002830885579963213,True,2,False,31.0,False,2,,games5425898691,bf81d8692db,20.0,-662.9299926757812,-5032.919921875,83.97000122070312,5693.3001708984375,885.4000091552734,-1935.3999328613281,-274.7999954223633,-940.4000091552734,-1555.7000732421875,255.0,0.0,0.3736045731296952,2.7713443797055572,1.0983483632870272,True,194.0,False,4,False,4,,
3,406,8,False,True,0,2158.0034329571617,-854.7999877929688,2982.389892578125,1312.2099609375,10966.400146484375,17767.099609375,-873.7999725341797,247.00000762939453,-1183.0000305175781,112.79999732971191,0.0,0.030795658669988863,-1.9161340258009631,1.9731649685146908,76561198086790405,Janakin,15.0,-917.219970703125,2760.909912109375,1317.6700439453125,10878.199462890625,15297.5,950.8000183105469,-142.39999771118164,-605.9000015258789,-359.50000762939453,255.0,67.0,False,0.9476303718641229,1.978103471869402,-0.3512807070974917,True,8,6,4,118.0,False,,76561198272630635,Coco,7.0,-6.760000228881836,1338.47998046875,17.010000228881836,5125.0,13130.50048828125,2.5999999046325684,0.19999999552965164,0.7999999821186066,37.200000286102295,255.0,128.0,,0.009594874945658652,1.2041182474057852,-0.00010304938032779577,True,4,4,234.0,False,False,,enpitsu,76561198039309853,24,77.52999877929688,5678.39990234375,29.8700008392334,-6.1000001430511475,-3.1999999284744263,-0.19999999552965164,3.700000047683716,2.3999999463558197,0.19999999552965164,255.0,128.0,False,0.049065298513214325,-0.9705517640864394,0.022288846058962086,True,2,False,31.0,False,2,,games5425898691,bf81d8692db,20.0,124.05999755859375,-2441.669921875,84.13999938964844,726.2999725341797,21321.4990234375,-143.29999923706055,-5499.89990234375,3.8999998569488525,24.90000009536743,255.0,128.0,-0.9719108252299408,-1.5649125427064126,3.1335580758844475,True,173.0,False,5,False,6,,
4,446,10,True,True,0,1554.8399859723738,656.780029296875,5059.990234375,559.1500244140625,11005.0,11590.2001953125,-10933.399658203125,-330.99998474121094,-1646.199951171875,-145.0,0.0,0.7910722504075165,0.03448600358876618,-1.5142825481162396,76561198086790405,Janakin,16.0,590.9099731445312,4916.919921875,537.5599975585938,9240.499877929688,9590.499877929688,-10724.3994140625,4393.599853515625,1278.3999633789062,1803.3999633789062,255.0,218.0,False,0.1112767901344079,-1.725629300338765,0.3783636455086683,True,8,6,4,109.0,False,,76561198272630635,Coco,7.0,896.719970703125,2658.0,17.010000228881836,4186.099853515625,7285.4998779296875,2.7000001072883606,-2.7000001072883606,-5.299999713897705,1173.0999755859375,255.0,128.0,,0.00953627143509475,1.0976422873407663,-9.382285802901353e-05,True,4,4,234.0,False,False,,enpitsu,76561198039309853,24,527.0999755859375,5278.0400390625,229.3800048828125,5716.7999267578125,-5024.4000244140625,2208.699951171875,-86.49999618530273,-1889.9000549316406,-1327.1000671386719,255.0,0.0,False,-0.9483594478753115,-1.405921019767909,0.5089161742617269,True,4,False,0.0,False,3,,games5425898691,bf81d8692db,20.0,-227.27999877929688,687.9400024414062,17.010000228881836,-7058.900146484375,19979.200439453125,2.5999999046325684,0.0,0.29999999329447746,4.4999998807907104,255.0,128.0,0.009597982159987315,1.911038848981108,-3.881909669342895e-05,True,173.0,False,6,False,6,,
5,700,10,False,False,0,5203.109597410013,59.56999969482422,25.389999389648438,95.0999984741211,27343.798828125,11210.30029296875,1403.0000305175781,-384.70001220703125,192.09999084472656,4583.299865722656,0.0,0.005338254393593819,0.1145661156820208,-0.009317862793791354,76561198272630635,Coco,7.0,-141.16000366210938,-57.38999938964844,69.77999877929688,17539.3994140625,9454.000244140625,2829.7000122070312,3744.89990234375,-960.8999633789062,-3911.7001342773438,157.0,73.0,,0.05327016805733341,0.5105016895646551,0.20512258657963398,True,6,5,False,0.0,False,,76561198086790405,Janakin,15.0,-3.0799999237060547,-2052.469970703125,17.010000228881836,-82.20000267028809,14940.2001953125,2.7000001072883606,0.5999999865889549,0.0,0.0,198.0,128.0,,0.009643618314788011,1.5763198361490582,3.744898111713233e-06,True,4,4,105.0,False,False,,enpitsu,76561198039309853,23,0.0,2599.320068359375,17.030000686645508,0.7999999821186066,-13270.2001953125,-565.6999969482422,-1457.4000549316406,-2.0999999344348907,0.7999999821186066,255.0,,,0.04127056938791647,-1.5706444363865657,-0.00010369982681448546,True,2,False,146.0,False,2,,games5425898691,bf81d8692db,20.0,116.77999877929688,571.2899780273438,60.16999816894531,-2225.399932861328,-22716.59912109375,2774.2001342773438,2772.0999145507812,-212.09999084472656,123.99999618530273,128.0,128.0,0.07190286902010902,-1.644431537242737,1.278045915955022e-06,True,0.0,False,3,False,4,,
6,789,13,False,False,0,5487.595911283888,3961.949951171875,2587.739990234375,1486.6800537109375,-5177.2998046875,14027.39990234375,9430.2001953125,-1924.7000122070312,3827.3001098632812,-820.2999877929688,0.0,0.2743255476942847,0.9157025735213253,-2.507823608657494,76561198272630635,Coco,7.0,4024.199951171875,2477.909912109375,1344.06005859375,-3764.7000122070312,8148.800048828125,9370.30029296875,8.299999833106995,390.60001373291016,3783.2998657226562,243.0,255.0,,-0.8420923621774122,1.7355628736540685,-1.5392196988062687,True,10,9,False,0.0,False,,76561198086790405,Janakin,16.0,4064.7900390625,892.47998046875,183.57000732421875,-1138.3999633789062,9557.2998046875,-3489.1000366210938,-1946.6000366210938,1720.5999755859375,1071.2000274658203,206.0,251.0,False,0.37727356784355015,1.6963528235953635,-1.2621810580216,True,6,6,255.0,False,False,,enpitsu,76561198039309853,24,3215.97998046875,4816.5400390625,199.05999755859375,-9174.000244140625,13015.400390625,10086.900024414062,1629.4999694824219,-4058.3999633789062,1013.8999938964844,255.0,255.0,,-0.5611127578469225,2.2175643429882452,-1.2983705007522863,True,2,False,255.0,False,2,,games5425898691,bf81d8692db,20.0,-3317.31005859375,-456.55999755859375,17.0,-11734.000244140625,16542.099609375,3.8999998569488525,0.29999999329447746,-0.3999999910593033,0.0,255.0,128.0,0.00959673587936991,2.1877593960790387,6.326867436726408e-05,True,0.0,False,4,False,4,,
7,867,16,False,False,1,10452.843966896737,-2199.27001953125,-4844.0498046875,203.47000122070312,-6852.19970703125,-7004.69970703125,7070.8001708984375,-2526.6000366210938,5363.900146484375,-918.8999938964844,1.0,0.5597232454817928,-2.9786904573615143,0.8369006794613431,76561198039309853,enpitsu,24.0,-2098.590087890625,-4767.58984375,71.95999908447266,-7783.699951171875,-5020.7000732421875,3223.5000610351562,1232.300033569336,-1908.3000183105469,1.4000000059604645,255.0,128.0,False,-0.044622282201612115,-0.5733099447113028,-2.9418355899246756e-06,True,4,3,False,255.0,False,,bf81d8692db,games5425898691,20.0,918.2899780273438,-4678.9599609375,17.0,-20432.39990234375,-6302.19970703125,3.8999998569488525,3.1999999284744263,0.7999999821186066,-1088.8999938964844,255.0,0.0,,-0.009584011250552256,-0.28175021616494716,-7.388208339174766e-05,True,4,4,231.0,False,False,,Janakin,76561198086790405,15,-3404.43994140625,-1690.9599609375,17.010000228881836,1401.6000366210938,-1675.7000732421875,2.7000001072883606,-1.2999999523162842,0.7999999821186066,-616.1999893188477,255.0,64.0,,-0.009491995949145694,-2.352702040016861,-6.519070758873238e-05,True,6,False,255.0,False,6,,Coco,76561198272630635,7.0,-2868.22998046875,-4841.7998046875,17.25,4175.400085449219,-7898.800048828125,-8646.199951171875,3856.0000610351562,-3073.2998657226562,2436.199951171875,251.0,255.0,-0.12165562605575449,2.291352438045661,0.02663322545777723,True,,False,10,False,10,,
8,914,17,False,False,0,3975.200640394814,3020.3701171875,4458.6298828125,155.97999572753906,-2174.7000122070312,14310.699462890625,3547.2000122070312,2087.4000549316406,558.1000137329102,-1066.3999938964844,0.0,0.5196123595640095,-0.45142756561714076,1.7891769267388606,76561198272630635,Coco,7.0,3056.590087890625,4313.22021484375,66.5,-1215.8000183105469,7300.9002685546875,3333.2998657226562,-4513.0999755859375,-753.0999755859375,3.3000001311302185,25.0,128.0,,-0.09008124204940725,-1.4053487017230215,-2.518880253394108e-05,True,12,11,False,,False,,76561198086790405,Janakin,15.0,3936.93994140625,2593.929931640625,38.880001068115234,8090.0,-5388.4002685546875,3316.300048828125,328.3000183105469,-3786.300048828125,-784.4999694824219,244.0,101.0,False,-0.37274580815251906,-0.5848278877168318,0.21186179875563774,True,6,6,255.0,False,False,,enpitsu,76561198039309853,24,3005.89990234375,4704.25,17.329999923706055,-1787.7000427246094,-10299.599609375,-906.1000061035156,-1194.4999694824219,2415.5999755859375,-599.3000030517578,255.0,128.0,False,0.055078118221914475,-1.820643245513723,0.03637689589166588,True,4,False,255.0,False,4,,games5425898691,bf81d8692db,20.0,2856.2099609375,4401.0,45.369998931884766,22759.69970703125,330.6999969482422,3298.800048828125,-0.9000000357627869,0.0,91.80000305175781,255.0,128.0,0.009579670267277357,0.03204081359518265,-0.00016485295885879762,True,127.63289471339164,True,4,False,5,,
9,966,19,False,False,1,10031.197066217388,-1778.7900390625,-4528.009765625,135.02000427246094,-6902.80029296875,2010.3999328613281,3225.4998779296875,-1245.199966430664,2142.2000122070312,-3455.7998657226562,1.0,-0.3394843056304678,2.639690111799212,-2.0805698644793766,76561198039309853,enpitsu,24.0,-1640.5899658203125,-4482.5,60.2599983215332,-2852.6998901367188,-1317.5,2783.0999755859375,-2348.8999938964844,-1393.3999633789062,-2611.0000610351562,128.0,0.0,False,0.03805588363271369,-1.4538999890204218,0.015405205690689091,True,6,5,False,255.0,False,,bf81d8692db,games5425898691,20.0,-3535.010009765625,-4504.91015625,805.1400146484375,6872.19970703125,-6871.400146484375,778.0999755859375,21.099998950958252,18.99999976158142,0.0,255.0,128.0,,0.10534432377095938,-2.3466257377658217,-1.569913796454159,True,6,4,120.0,False,False,,Janakin,76561198086790405,15,-2978.989990234375,-2616.360107421875,16.989999771118164,9540.900268554688,-13544.100341796875,5.099999904632568,-0.19999999552965164,0.29999999329447746,-22.699999809265137,255.0,128.0,False,-0.009597287107507367,-2.1813414943137257,5.659600207868062e-05,True,6,False,184.0,False,6,,Coco,76561198272630635,6.0,,,,,,,,,,,,,,,True,,,,,,,
