,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_double_jump_active,opp_2_dodge_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,168,0.0,False,False,1,5162.502780996896,70.58999633789062,43.90999984741211,142.5399932861328,11585.400390625,6570.9002685546875,13411.800537109375,5603.900146484375,-999.7000122070312,1896.199951171875,1.0,0.10344716365124901,-0.16515329871816803,0.01701055209492817,76561198262755977,Krazytrainツ,11.0,-25.34000015258789,-64.41999816894531,29.520000457763672,12718.900146484375,16309.200439453125,-1557.5999450683594,2122.4000549316406,-2137.7999877929688,1731.1000061035156,255.0,47.0,,0.2999534594425643,2.1897475679458145,0.007039183670622221,True,4,4,False,2.1058411034204614,True,,bf6a2e7a54b,venom-murkzz,8.0,2866.77001953125,-4060.580078125,96.1500015258789,22756.39892578125,-524.900016784668,-485.40000915527344,363.6000061035156,4647.0001220703125,-137.70000457763672,245.0,252.0,,1.1410662341470146,2.7587802389531726,-0.5658999538419368,False,4,False,4,255.0,False,,enpitsu,76561198039309853,25,153.77999877929688,294.0899963378906,104.37999725341797,-8244.400024414062,-20573.20068359375,2264.2999267578125,4501.099853515625,2873.9999389648438,1314.9000549316406,255.0,255.0,,-0.6135443793051033,-1.2824093555939335,-0.4435152459533711,True,2,1,0.0,False,False,,games5425898691,bf81d8692db,19.0,-1963.2900390625,3670.199951171875,17.010000228881836,-17151.400146484375,10208.400268554688,1.899999976158142,0.5999999865889549,-0.3999999910593033,-32.5,255.0,128.0,-0.00958942211619458,0.5411853182973774,7.761311605957083e-05,True,False,False,False,7.0,False,,
1,169,0.0,False,False,0,5235.211612316874,-104.61000061035156,-35.04999923706055,176.44000244140625,-9854.600219726562,16128.599853515625,10379.000244140625,3687.2000122070312,877.6000213623047,4651.199951171875,0.0,-0.07451583849536976,0.2950002509705524,0.09746024085883497,76561198039309853,enpitsu,25.0,-107.05999755859375,-167.63999938964844,118.20999908447266,1497.7999877929688,6797.9998779296875,617.2999954223633,-5233.2000732421875,-811.9000244140625,-1484.4999694824219,255.0,255.0,,1.1246616189466903,0.6087376497122261,-1.1571435016367564,True,1,2,False,0.0,False,,bf81d8692db,games5425898691,19.0,1963.2900390625,-3670.199951171875,17.010000228881836,17151.400146484375,-10208.400268554688,1.899999976158142,-0.5999999865889549,0.3999999910593033,-32.5,255.0,128.0,,0.00958942211619458,-0.5411853182973774,7.761311605957083e-05,True,False,False,False,7.0,False,,Krazytrainツ,76561198262755977,11,25.34000015258789,64.41999816894531,29.520000457763672,-12718.900146484375,-16309.200439453125,-1557.5999450683594,-2122.4000549316406,2137.7999877929688,1731.1000061035156,255.0,47.0,,-0.2999534594425643,-2.1897475679458145,0.007039183670622221,True,4,4,0.0,True,False,,venom-murkzz,bf6a2e7a54b,8.0,-2866.77001953125,4060.580078125,96.1500015258789,-22756.39892578125,524.900016784668,-485.40000915527344,-363.6000061035156,-4647.0001220703125,-137.70000457763672,245.0,252.0,-1.1410662341470146,-2.7587802389531726,-0.5658999538419368,True,False,4,4,255.0,False,,
2,257,3.0,False,False,1,10187.138954076137,3045.840087890625,-4817.7099609375,169.5399932861328,-16001.500244140625,-4873.999938964844,10739.000244140625,-1782.7999877929688,5472.80029296875,-475.8000183105469,1.0,0.17649635800478286,-0.3606340483046791,0.15583808807640157,bf6a2e7a54b,venom-murkzz,8.0,3150.080078125,-4703.3798828125,45.310001373291016,-3849.4000244140625,-7272.8997802734375,1299.6000671386719,-416.50001525878906,-1588.6000061035156,-1455.7000732421875,128.0,2.0,,0.16876829552267764,-1.126849146703036,0.421826362222662,True,4,4,False,255.0,False,,76561198262755977,Krazytrainツ,11.0,4079.1201171875,-350.4599914550781,547.0599975585938,-34.80000019073486,-8979.69970703125,10065.10009765625,2148.000030517578,30.59999942779541,-0.09999999776482582,255.0,0.0,,0.798940623543419,-1.5825640366503098,1.5632942790563065,True,6,False,6,255.0,False,,enpitsu,76561198039309853,25,2312.070068359375,-255.49000549316406,17.049999237060547,4143.699951171875,-11519.89990234375,3.1999999284744263,-0.0,-0.0,-2363.5000610351562,255.0,0.0,,-0.01671657775618357,-1.8544348784252875,-2.4292790648940704e-06,True,2,2,0.0,False,False,,games5425898691,bf81d8692db,20.0,-2566.27001953125,-419.5199890136719,17.020000457763672,15955.2001953125,-14139.000244140625,-1.899999976158142,-0.5999999865889549,0.29999999329447746,-62.199997901916504,255.0,128.0,-0.00960405837128993,-2.4088891289104715,7.683972499766779e-05,True,False,False,False,183.54049900783005,True,,
3,391,8.0,False,True,0,3437.247774389407,2364.22998046875,4051.159912109375,132.64999389648438,-9865.399780273438,5319.89990234375,9818.400268554688,2259.499969482422,5481.099853515625,922.7999877929688,0.0,-0.5527914136370536,-2.0419296620695677,-0.5503819791496559,76561198039309853,enpitsu,25.0,2546.580078125,3934.949951171875,17.059999465942383,-6552.39990234375,9944.69970703125,1.899999976158142,0.5999999865889549,-1.0000000149011612,1995.2999877929688,255.0,255.0,False,0.016721549450105875,2.171586104753885,0.00024370244906360913,True,4,4,False,82.0,False,,bf81d8692db,games5425898691,19.0,2455.8701171875,4815.4599609375,16.700000762939453,10830.6005859375,-8994.500122070312,66.70000076293945,357.79998779296875,-53.29999923706055,5.199999809265137,255.0,128.0,,0.000670612793573207,-0.6893642933752253,-0.015103886591576316,True,False,False,4,99.0,False,,Krazytrainツ,76561198262755977,10,107.36000061035156,5113.83984375,16.989999771118164,2097.5,-271.70000076293945,4.600000083446503,-0.5999999865889549,0.0,-0.09999999776482582,128.0,128.0,,0.009642426152762163,-0.12911877678075234,5.238484942511356e-05,True,6,6,230.0,False,False,,venom-murkzz,bf6a2e7a54b,9.0,-510.6300048828125,5593.06982421875,26.40999984741211,-2021.6000366210938,-8938.400268554688,-339.39998626708984,15.90000033378601,-73.80000114440918,2464.1000366210938,250.0,255.0,0.04781035993225772,-1.7514454484448125,-0.005633785426275615,True,4,4,6,132.0,False,,
4,441,9.0,False,False,1,10243.573188343224,-652.72998046875,-4985.81982421875,822.72998046875,-13517.39990234375,-2615.0,6563.599853515625,-1090.5999755859375,-2451.7999267578125,1987.5,1.0,-0.284297846508285,2.654156020378352,0.9897694850283755,76561198262755977,Krazytrainツ,11.0,-517.72998046875,-4987.06982421875,695.4500122070312,-5596.099853515625,2466.199951171875,6422.9998779296875,109.0999984741211,-4198.2000732421875,1268.1999969482422,128.0,170.0,,0.5563326773441309,0.16289728296531975,0.0911257605711666,True,6,8,False,126.59255038025557,True,,bf6a2e7a54b,venom-murkzz,9.0,203.17999267578125,-5084.509765625,161.75999450683594,-883.0000305175781,462.59998321533203,-1670.3999328613281,-924.8000335693359,-1979.1000366210938,-553.1000137329102,242.0,91.0,,0.966394041947016,0.06149814142043012,-0.2935757090431537,True,4,4,8,132.0,False,,enpitsu,76561198039309853,25,-556.75,-3423.489990234375,17.049999237060547,12951.600341796875,5311.6998291015625,3.100000023841858,1.1999999731779099,0.5999999865889549,-2062.7999877929688,255.0,128.0,False,-0.01674365812853741,2.798260654525559,-0.00015782954428976396,True,4,4,112.0,False,False,,games5425898691,bf81d8692db,19.0,-2126.699951171875,-3385.5400390625,17.0,17095.10009765625,-5091.499938964844,0.9000000357627869,-0.9000000357627869,0.09999999776482582,-75.39999961853027,255.0,128.0,-0.009600372025710171,-2.8423950126905053,9.696378213284882e-05,True,False,False,4,192.30859346287224,True,,
5,537,13.0,False,False,0,4637.530308251282,3527.159912109375,3746.320068359375,362.7300109863281,17963.900146484375,11029.69970703125,14325.999755859375,4627.900085449219,-3156.099853515625,2149.600067138672,0.0,0.5553183162105314,-1.1283110893436679,-0.057363307199887435,bf81d8692db,games5425898691,19.0,3431.610107421875,3642.75,178.38999938964844,19695.30029296875,7575.4998779296875,-0.29999999329447746,2334.2999267578125,1215.5000305175781,4829.2999267578125,255.0,0.0,,-0.4281654578361128,0.7073523097964975,0.42889626953042603,True,3,6,False,39.80704512903765,True,,76561198039309853,enpitsu,25.0,-383.6700134277344,318.9800109863281,17.049999237060547,14868.699951171875,9149.299926757812,3.0000001192092896,0.0,0.0,2012.4000549316406,255.0,128.0,False,0.016777860662409813,0.6217097334975386,1.4452493395162044e-06,True,4,False,4,131.0,False,,Krazytrainツ,76561198262755977,11,2153.909912109375,4732.52001953125,17.010000228881836,6297.39990234375,7211.7999267578125,2.3999999463558197,-0.19999999552965164,-0.29999999329447746,2046.4999389648438,255.0,255.0,,0.009536275526343712,0.8578877272329535,0.00022657871706757075,True,8,6,121.0,False,False,,venom-murkzz,bf6a2e7a54b,9.0,2950.590087890625,4229.72998046875,17.010000228881836,11542.5,-8095.4998779296875,2.0999999344348907,-0.5000000074505806,0.3999999910593033,-8.399999737739563,243.0,128.0,0.009587853773973861,-0.6129625639890558,6.11019082103882e-05,True,4,4,8,132.0,False,,
6,617,16.0,False,False,0,3250.5163729962674,1032.81005859375,2523.60009765625,411.7099914550781,-13471.99951171875,14529.200439453125,6771.199951171875,3093.2998657226562,-2579.8001098632812,4446.9000244140625,0.0,-0.6985870083364496,-2.751602795264844,-1.8348549014289253,76561198039309853,enpitsu,25.0,1045.949951171875,2375.9599609375,289.4200134277344,2401.6000366210938,14899.300537109375,2721.099853515625,-5166.400146484375,-594.3999862670898,-1789.9000549316406,255.0,255.0,False,-0.20392200978921118,0.864043249326476,-0.34397314781594723,True,5,6,False,69.0,False,,bf81d8692db,games5425898691,19.0,3542.469970703125,2539.800048828125,17.010000228881836,2165.2999877929688,-12727.39990234375,1.899999976158142,0.09999999776482582,-0.19999999552965164,5.0,255.0,128.0,,0.009557739058266151,-1.4014490116705904,-2.3369048114193076e-05,False,4,False,6,31.0,False,26.0,Krazytrainツ,76561198262755977,11,516.4099731445312,4917.41015625,17.0,-2025.8999633789062,195.79999923706055,3.6000001430511475,0.3999999910593033,0.0,1069.1999816894531,128.0,255.0,,0.009631079760300471,2.9268687363044403,-1.6255588431900721e-06,True,8,6,121.0,False,False,,venom-murkzz,bf6a2e7a54b,8.0,1142.0699462890625,2546.68994140625,17.010000228881836,-9576.199951171875,-2835.4998779296875,2.3999999463558197,2.3999999463558197,1.0000000149011612,-1331.6000366210938,244.0,31.0,0.009545213185443168,-2.833499935112507,-0.0002594238937080322,False,4,4,8,132.0,False,,
7,731,20.0,False,False,1,8745.357362993402,2823.18994140625,-3390.3701171875,97.91999816894531,5975.999755859375,17791.600341796875,5003.500061035156,2004.4999694824219,2007.8999328613281,-540.2000045776367,1.0,1.1650799068363686,-2.543600173028316,2.7982359353696755,bf6a2e7a54b,venom-murkzz,8.0,2813.639892578125,-3554.580078125,16.940000534057617,8000.4998779296875,13772.7001953125,-80.20000457763672,2551.7999267578125,-619.7999954223633,3485.4000854492188,255.0,252.0,,0.01180636418236265,2.0088450489169674,0.004722824373424497,True,4,8,4,112.00594405717742,True,,76561198262755977,Krazytrainツ,10.0,3079.8701171875,-3663.31005859375,17.0,-3297.2000122070312,12765.2001953125,3.4999999403953552,-0.0,-2.0000000298023224,-1138.8999938964844,128.0,0.0,,-0.009595868708290465,1.2967720503143645,-0.00033280654882265697,True,6,False,8,255.0,False,,enpitsu,76561198039309853,25,-3063.14990234375,-2875.5400390625,17.049999237060547,5948.900146484375,12420.10009765625,2.5,-0.29999999329447746,-0.7999999821186066,-10.800000429153442,255.0,128.0,False,-0.016755811101574807,2.0188954883098646,7.870823333242473e-05,True,8,6,255.0,False,False,,games5425898691,bf81d8692db,20.0,1718.449951171875,1082.8900146484375,16.989999771118164,22548.89892578125,-1144.3000030517578,4.600000083446503,-2.3000000417232513,0.29999999329447746,-698.0000305175781,255.0,38.0,-0.009571037531731228,-3.0734151463767074,1.3679969041263716e-05,True,False,6,8,164.0,False,,
8,767,21.0,False,False,0,4792.639481761197,-3620.260009765625,1196.9300537109375,180.8300018310547,-14301.600341796875,24234.09912109375,-4171.099853515625,-401.1000061035156,-507.20001220703125,5965.0,0.0,0.525357818323383,-0.36813983693133506,0.18119648464395657,bf81d8692db,games5425898691,20.0,-3539.31005859375,963.9199829101562,166.9600067138672,-9585.800170898438,20872.39990234375,1205.999984741211,-5162.0001220703125,-1828.0000305175781,510.6999969482422,255.0,92.0,,-0.025144997303592806,2.123628329530993,0.09942303984413205,True,7,10,False,143.91696329527002,True,,76561198039309853,enpitsu,25.0,2020.5,706.4199829101562,17.31999969482422,-8168.4002685546875,-16974.100341796875,-1406.6999816894531,1600.7000732421875,-773.0999755859375,5.899999737739563,255.0,0.0,False,-0.011007959375198955,-2.0192535911340044,0.0001472667046605131,True,8,False,8,255.0,False,,Krazytrainツ,76561198262755977,11,-3689.550048828125,2345.10009765625,17.0,-3011.199951171875,-11372.099609375,3.6000001430511475,0.19999999552965164,0.19999999552965164,2225.5999755859375,128.0,255.0,,0.009632919680386013,-1.7692978051359232,2.9837694644742446e-05,True,8,6,255.0,False,False,,venom-murkzz,bf6a2e7a54b,9.0,-3252.320068359375,1541.8399658203125,17.010000228881836,-8685.900268554688,-17126.300048828125,2.199999988079071,0.0,0.0,-1540.5999755859375,246.0,8.0,0.009588197830408079,-2.0670394591546857,-0.00020962689218874156,True,4,4,8,70.0,False,,
9,863,25.0,False,False,1,10050.631539538637,2185.6298828125,-4827.5498046875,113.20999908447266,26461.8994140625,5584.4000244140625,706.5000152587891,-1095.999984741211,-168.70000839233398,5896.5997314453125,1.0,-0.6657807759174692,2.999519786223912,1.5576938953812458,76561198262755977,Krazytrainツ,11.0,2008.6500244140625,-4847.830078125,115.22000122070312,16262.900390625,-11465.999755859375,2613.599853515625,1400.5999755859375,4151.600036621094,-1805.2999877929688,255.0,209.0,,-0.09428660318251864,-2.3257753174363627,-0.02356429183763209,True,9,12,False,197.608335502686,True,,bf6a2e7a54b,venom-murkzz,9.0,1543.5899658203125,-2128.239990234375,17.010000228881836,-8050.8001708984375,-11575.799560546875,2.0000000298023224,0.19999999552965164,0.7000000029802322,0.0,249.0,128.0,,-0.009614757014432372,-0.9630751692070083,6.344095865741184e-05,True,4,4,8,255.0,False,,enpitsu,76561198039309853,25,-486.55999755859375,-1938.3199462890625,17.059999465942383,3669.2999267578125,-3930.5999755859375,1.8000000715255737,-0.29999999329447746,0.5000000074505806,2133.699951171875,255.0,255.0,,-0.01663066130740919,-2.2755386302809555,9.177968036792384e-05,True,8,8,255.0,False,False,,games5425898691,bf81d8692db,20.0,3559.7099609375,-2482.5400390625,17.010000228881836,8829.099731445312,-4357.5,2.3000000417232513,-3.3000001311302185,1.1999999731779099,-748.7000274658203,255.0,0.0,-0.009524879094704864,-2.739334016053585,-0.0004058730693739626,True,False,8,10,167.0,False,,
